"","date","ACNB"
"1","2007-01-03",18.857143
"2","2007-01-04",18.857143
"3","2007-01-05",18.857143
"4","2007-01-08",19.285715
"5","2007-01-09",19.285715
"6","2007-01-10",18.971428
"7","2007-01-11",19.047619
"8","2007-01-12",19.047619
"9","2007-01-16",19.047619
"10","2007-01-17",19.047619
"11","2007-01-18",19.238094
"12","2007-01-19",19.047619
"13","2007-01-22",19.380953
"14","2007-01-23",19.380953
"15","2007-01-24",19.142857
"16","2007-01-25",19.142857
"17","2007-01-26",19.285715
"18","2007-01-29",19.152382
"19","2007-01-30",18.857143
"20","2007-01-31",18.809525
"21","2007-02-01",18.714285
"22","2007-02-02",18.571428
"23","2007-02-05",18.619047
"24","2007-02-06",18.809525
"25","2007-02-07",18.342857
"26","2007-02-08",18.342857
"27","2007-02-09",18.571428
"28","2007-02-12",18.571428
"29","2007-02-13",18.571428
"30","2007-02-14",18.380953
"31","2007-02-15",18.571428
"32","2007-02-16",18.952381
"33","2007-02-20",18.447618
"34","2007-02-21",18.438095
"35","2007-02-22",18.438095
"36","2007-02-23",18.447618
"37","2007-02-26",18.476191
"38","2007-02-27",18.447618
"39","2007-02-28",18.333334
"40","2007-03-01",18.285715
"41","2007-03-02",17.857143
"42","2007-03-05",17.24762
"43","2007-03-06",17.295238
"44","2007-03-07",17.571428
"45","2007-03-08",17.666666
"46","2007-03-09",18.095238
"47","2007-03-12",17.733334
"48","2007-03-13",17.666666
"49","2007-03-14",17.761906
"50","2007-03-15",17.761906
"51","2007-03-16",18.095238
"52","2007-03-19",17.819048
"53","2007-03-20",18.047619
"54","2007-03-21",18.095238
"55","2007-03-22",17.809525
"56","2007-03-23",17.809525
"57","2007-03-26",17.733334
"58","2007-03-27",17.733334
"59","2007-03-28",17.733334
"60","2007-03-29",18.523809
"61","2007-03-30",17.619047
"62","2007-04-02",18.466667
"63","2007-04-03",17.809525
"64","2007-04-04",17.952381
"65","2007-04-05",17.952381
"66","2007-04-09",17.523809
"67","2007-04-10",17.857143
"68","2007-04-11",17.761906
"69","2007-04-12",18.047619
"70","2007-04-13",18.428572
"71","2007-04-16",17.628571
"72","2007-04-17",17.857143
"73","2007-04-18",17.857143
"74","2007-04-19",17.952381
"75","2007-04-20",18
"76","2007-04-23",18.142857
"77","2007-04-24",18.142857
"78","2007-04-25",18.142857
"79","2007-04-26",18.142857
"80","2007-04-27",18.142857
"81","2007-04-30",17.714285
"82","2007-05-01",17.504763
"83","2007-05-02",17.380953
"84","2007-05-03",17.619047
"85","2007-05-04",17.619047
"86","2007-05-07",18.095238
"87","2007-05-08",18.095238
"88","2007-05-09",17.333334
"89","2007-05-10",17.333334
"90","2007-05-11",18.476191
"91","2007-05-14",18
"92","2007-05-15",17.380953
"93","2007-05-16",17.380953
"94","2007-05-17",17.380953
"95","2007-05-18",17.428572
"96","2007-05-21",17.495237
"97","2007-05-22",17.523809
"98","2007-05-23",17.714285
"99","2007-05-24",17.428572
"100","2007-05-25",17.238094
"101","2007-05-29",17.333334
"102","2007-05-30",17.523809
"103","2007-05-31",17.380953
"104","2007-06-01",17.380953
"105","2007-06-04",17.619047
"106","2007-06-05",17.428572
"107","2007-06-06",17.428572
"108","2007-06-07",17.428572
"109","2007-06-08",17.428572
"110","2007-06-11",17.428572
"111","2007-06-12",17.428572
"112","2007-06-13",17.238094
"113","2007-06-14",17.619047
"114","2007-06-15",17.285715
"115","2007-06-18",17.619047
"116","2007-06-19",17.619047
"117","2007-06-20",17.295238
"118","2007-06-21",17.714285
"119","2007-06-22",17.342857
"120","2007-06-25",17.142857
"121","2007-06-26",17.238094
"122","2007-06-27",17.095238
"123","2007-06-28",17.142857
"124","2007-06-29",17.142857
"125","2007-07-02",17.142857
"126","2007-07-03",17.238094
"127","2007-07-05",17.238094
"128","2007-07-06",17.6
"129","2007-07-09",17.380953
"130","2007-07-10",17.190475
"131","2007-07-11",17.142857
"132","2007-07-12",17.142857
"133","2007-07-13",17.142857
"134","2007-07-16",17.095238
"135","2007-07-17",17.142857
"136","2007-07-18",17
"137","2007-07-19",17.047619
"138","2007-07-20",17.095238
"139","2007-07-23",17.285715
"140","2007-07-24",17.285715
"141","2007-07-25",17.285715
"142","2007-07-26",16.923809
"143","2007-07-27",17.142857
"144","2007-07-30",17.095238
"145","2007-07-31",17.142857
"146","2007-08-01",17.142857
"147","2007-08-02",16.923809
"148","2007-08-03",16.923809
"149","2007-08-06",17.142857
"150","2007-08-07",17.142857
"151","2007-08-08",17.380953
"152","2007-08-09",17.380953
"153","2007-08-10",16.666666
"154","2007-08-13",16.666666
"155","2007-08-14",16.666666
"156","2007-08-15",16.666666
"157","2007-08-16",15.952381
"158","2007-08-17",16.152382
"159","2007-08-20",16.428572
"160","2007-08-21",16.266666
"161","2007-08-22",16.380953
"162","2007-08-23",16.190475
"163","2007-08-24",16.323809
"164","2007-08-27",16.333334
"165","2007-08-28",16.285715
"166","2007-08-29",16.285715
"167","2007-08-30",16.761906
"168","2007-08-31",16.761906
"169","2007-09-04",16.161905
"170","2007-09-05",16.161905
"171","2007-09-06",16.285715
"172","2007-09-07",16.285715
"173","2007-09-10",16.285715
"174","2007-09-11",16.285715
"175","2007-09-12",16.285715
"176","2007-09-13",16.285715
"177","2007-09-14",16.190475
"178","2007-09-17",16.190475
"179","2007-09-18",16.095238
"180","2007-09-19",16.095238
"181","2007-09-20",16.285715
"182","2007-09-21",16.380953
"183","2007-09-24",16.809525
"184","2007-09-25",16.190475
"185","2007-09-26",16
"186","2007-09-27",16.285715
"187","2007-09-28",16.428572
"188","2007-10-01",16.428572
"189","2007-10-02",16.428572
"190","2007-10-03",16.428572
"191","2007-10-04",15.904762
"192","2007-10-05",16.190475
"193","2007-10-08",15.952381
"194","2007-10-09",16.190475
"195","2007-10-10",16.190475
"196","2007-10-11",16
"197","2007-10-12",16.190475
"198","2007-10-15",16.142857
"199","2007-10-16",16.190475
"200","2007-10-17",16.190475
"201","2007-10-18",16.190475
"202","2007-10-19",16.190475
"203","2007-10-22",16.104761
"204","2007-10-23",16.380953
"205","2007-10-24",16.380953
"206","2007-10-25",16.190475
"207","2007-10-26",16.190475
"208","2007-10-29",15.714286
"209","2007-10-30",15.714286
"210","2007-10-31",15.952381
"211","2007-11-01",15.952381
"212","2007-11-02",15.809524
"213","2007-11-05",15.809524
"214","2007-11-06",15.809524
"215","2007-11-07",15.714286
"216","2007-11-08",16.190475
"217","2007-11-09",15.714286
"218","2007-11-12",15.714286
"219","2007-11-13",15.714286
"220","2007-11-14",15.476191
"221","2007-11-15",15.238095
"222","2007-11-16",16.095238
"223","2007-11-19",15.333333
"224","2007-11-20",15.333333
"225","2007-11-21",16.190475
"226","2007-11-23",16.428572
"227","2007-11-26",16.095238
"228","2007-11-27",16.190475
"229","2007-11-28",16.85
"230","2007-11-29",16.1
"231","2007-11-30",16.75
"232","2007-12-03",16.25
"233","2007-12-04",15.5
"234","2007-12-05",15.5
"235","2007-12-06",15.75
"236","2007-12-07",15.85
"237","2007-12-10",16
"238","2007-12-11",16.25
"239","2007-12-12",15.6
"240","2007-12-13",16.75
"241","2007-12-14",16
"242","2007-12-17",15.6
"243","2007-12-18",15.9
"244","2007-12-19",15.6
"245","2007-12-20",15.6
"246","2007-12-21",15.2
"247","2007-12-24",15.35
"248","2007-12-26",15
"249","2007-12-27",15
"250","2007-12-28",14.8
"251","2007-12-31",15.2
"252","2008-01-02",14.12
"253","2008-01-03",14.2
"254","2008-01-04",14.25
"255","2008-01-07",15.25
"256","2008-01-08",15
"257","2008-01-09",15.15
"258","2008-01-10",15.15
"259","2008-01-11",15.15
"260","2008-01-14",14.45
"261","2008-01-15",14.6
"262","2008-01-16",14.5
"263","2008-01-17",14.55
"264","2008-01-18",14.85
"265","2008-01-22",14.55
"266","2008-01-23",14.3
"267","2008-01-24",14.4
"268","2008-01-25",14.65
"269","2008-01-28",14.8
"270","2008-01-29",14.9
"271","2008-01-30",15.25
"272","2008-01-31",15.7
"273","2008-02-01",15.75
"274","2008-02-04",15.51
"275","2008-02-05",15
"276","2008-02-06",14.5
"277","2008-02-07",14.75
"278","2008-02-08",14.75
"279","2008-02-11",14.75
"280","2008-02-12",14.75
"281","2008-02-13",14.8
"282","2008-02-14",14.8
"283","2008-02-15",14.85
"284","2008-02-19",14.85
"285","2008-02-20",15.3
"286","2008-02-21",14.85
"287","2008-02-22",14.8
"288","2008-02-25",14.95
"289","2008-02-26",14.95
"290","2008-02-27",14.75
"291","2008-02-28",14.75
"292","2008-02-29",14.65
"293","2008-03-03",14.31
"294","2008-03-04",14.3
"295","2008-03-05",14.15
"296","2008-03-06",14.12
"297","2008-03-07",14.12
"298","2008-03-10",14.12
"299","2008-03-11",14.4
"300","2008-03-12",14.4
"301","2008-03-13",14.65
"302","2008-03-14",14.5
"303","2008-03-17",14.2
"304","2008-03-18",14.25
"305","2008-03-19",14.25
"306","2008-03-20",14.15
"307","2008-03-24",14.5
"308","2008-03-25",14.5
"309","2008-03-26",14.6
"310","2008-03-27",14.6
"311","2008-03-28",14.65
"312","2008-03-31",14.65
"313","2008-04-01",14.6
"314","2008-04-02",14.6
"315","2008-04-03",14.6
"316","2008-04-04",14.5
"317","2008-04-07",14.25
"318","2008-04-08",14.25
"319","2008-04-09",14.5
"320","2008-04-10",14.65
"321","2008-04-11",14.2
"322","2008-04-14",14.65
"323","2008-04-15",14.16
"324","2008-04-16",14.16
"325","2008-04-17",14.16
"326","2008-04-18",14.16
"327","2008-04-21",13.52
"328","2008-04-22",14
"329","2008-04-23",14.15
"330","2008-04-24",13.9
"331","2008-04-25",13.9
"332","2008-04-28",13.9
"333","2008-04-29",13.87
"334","2008-04-30",13.85
"335","2008-05-01",13.95
"336","2008-05-02",14
"337","2008-05-05",14.1
"338","2008-05-06",14.03
"339","2008-05-07",14.35
"340","2008-05-08",14.5
"341","2008-05-09",14.51
"342","2008-05-12",14.65
"343","2008-05-13",14.5
"344","2008-05-14",14.5
"345","2008-05-15",14.8
"346","2008-05-16",14.75
"347","2008-05-19",14.8
"348","2008-05-20",15.25
"349","2008-05-21",15.2
"350","2008-05-22",15.5
"351","2008-05-23",15.25
"352","2008-05-27",15.74
"353","2008-05-28",15.5
"354","2008-05-29",15.75
"355","2008-05-30",15.76
"356","2008-06-02",15.75
"357","2008-06-03",15.75
"358","2008-06-04",15.75
"359","2008-06-05",15.75
"360","2008-06-06",16.4
"361","2008-06-09",15.5
"362","2008-06-10",16.299999
"363","2008-06-11",15.75
"364","2008-06-12",15.75
"365","2008-06-13",15.55
"366","2008-06-16",15.75
"367","2008-06-17",15.75
"368","2008-06-18",15.65
"369","2008-06-19",15.65
"370","2008-06-20",15.45
"371","2008-06-23",15.45
"372","2008-06-24",15.45
"373","2008-06-25",15.45
"374","2008-06-26",15.45
"375","2008-06-27",15.45
"376","2008-06-30",15.3
"377","2008-07-01",15.25
"378","2008-07-02",15.25
"379","2008-07-03",15.25
"380","2008-07-07",15.25
"381","2008-07-08",15.25
"382","2008-07-09",15.26
"383","2008-07-10",15.26
"384","2008-07-11",15.12
"385","2008-07-14",15.05
"386","2008-07-15",15.05
"387","2008-07-16",15.1
"388","2008-07-17",15.1
"389","2008-07-18",15.1
"390","2008-07-21",15.75
"391","2008-07-22",15.2
"392","2008-07-23",15.2
"393","2008-07-24",15.2
"394","2008-07-25",15.2
"395","2008-07-28",15.2
"396","2008-07-29",15.35
"397","2008-07-30",15.35
"398","2008-07-31",15.2
"399","2008-08-01",15.35
"400","2008-08-04",15.5
"401","2008-08-05",15.5
"402","2008-08-06",15.2
"403","2008-08-07",15.5
"404","2008-08-08",15.5
"405","2008-08-11",15.75
"406","2008-08-12",15.9
"407","2008-08-13",15.7
"408","2008-08-14",15.7
"409","2008-08-15",15.7
"410","2008-08-18",15.5
"411","2008-08-19",15.75
"412","2008-08-20",15.75
"413","2008-08-21",15.75
"414","2008-08-22",15.75
