"","date","PPIH"
"1","2007-01-03",17.690001
"2","2007-01-04",17.309999
"3","2007-01-05",18.120001
"4","2007-01-08",18.59
"5","2007-01-09",18.559999
"6","2007-01-10",17.99
"7","2007-01-11",16.9
"8","2007-01-12",16.26
"9","2007-01-16",17.690001
"10","2007-01-17",17.360001
"11","2007-01-18",16.360001
"12","2007-01-19",16.200001
"13","2007-01-22",16.059999
"14","2007-01-23",16.870001
"15","2007-01-24",17.799999
"16","2007-01-25",18.450001
"17","2007-01-26",19.690001
"18","2007-01-29",19.15
"19","2007-01-30",18.92
"20","2007-01-31",19.1
"21","2007-02-01",19.459999
"22","2007-02-02",18.52
"23","2007-02-05",19.209999
"24","2007-02-06",18.290001
"25","2007-02-07",18.469999
"26","2007-02-08",18.280001
"27","2007-02-09",18.23
"28","2007-02-12",18.34
"29","2007-02-13",18.040001
"30","2007-02-14",18
"31","2007-02-15",17.889999
"32","2007-02-16",17.940001
"33","2007-02-20",18.379999
"34","2007-02-21",18.299999
"35","2007-02-22",18.27
"36","2007-02-23",18.379999
"37","2007-02-26",19.940001
"38","2007-02-27",18.5
"39","2007-02-28",18.65
"40","2007-03-01",18.51
"41","2007-03-02",18.09
"42","2007-03-05",17.51
"43","2007-03-06",17.879999
"44","2007-03-07",18.25
"45","2007-03-08",18.219999
"46","2007-03-09",18.41
"47","2007-03-12",18.24
"48","2007-03-13",18.01
"49","2007-03-14",18.26
"50","2007-03-15",18.09
"51","2007-03-16",18.299999
"52","2007-03-19",18.82
"53","2007-03-20",18.950001
"54","2007-03-21",19.18
"55","2007-03-22",19.459999
"56","2007-03-23",19.15
"57","2007-03-26",19.4
"58","2007-03-27",19
"59","2007-03-28",18.76
"60","2007-03-29",18.85
"61","2007-03-30",18.540001
"62","2007-04-02",18.73
"63","2007-04-03",18.66
"64","2007-04-04",18.610001
"65","2007-04-05",18.780001
"66","2007-04-09",18.610001
"67","2007-04-10",18.709999
"68","2007-04-11",18.700001
"69","2007-04-12",18.790001
"70","2007-04-13",18.790001
"71","2007-04-16",18.83
"72","2007-04-17",17.68
"73","2007-04-18",18.09
"74","2007-04-19",18.379999
"75","2007-04-20",18.35
"76","2007-04-23",18.469999
"77","2007-04-24",18.540001
"78","2007-04-25",18.559999
"79","2007-04-26",18.6
"80","2007-04-27",18.5
"81","2007-04-30",18.68
"82","2007-05-01",18.4
"83","2007-05-02",18.629999
"84","2007-05-03",18.629999
"85","2007-05-04",18.68
"86","2007-05-07",18.690001
"87","2007-05-08",18.77
"88","2007-05-09",18.700001
"89","2007-05-10",18.73
"90","2007-05-11",18.75
"91","2007-05-14",20.059999
"92","2007-05-15",20.5
"93","2007-05-16",20.42
"94","2007-05-17",20.5
"95","2007-05-18",21.49
"96","2007-05-21",21.5
"97","2007-05-22",21.5
"98","2007-05-23",21.719999
"99","2007-05-24",21.51
"100","2007-05-25",23.049999
"101","2007-05-29",22.799999
"102","2007-05-30",23.559999
"103","2007-05-31",23.85
"104","2007-06-01",23.4
"105","2007-06-04",23.450001
"106","2007-06-05",24.110001
"107","2007-06-06",24.049999
"108","2007-06-07",22.780001
"109","2007-06-08",22.82
"110","2007-06-11",23.4
"111","2007-06-12",26.98
"112","2007-06-13",27.700001
"113","2007-06-14",27.870001
"114","2007-06-15",29.379999
"115","2007-06-18",29.75
"116","2007-06-19",28.98
"117","2007-06-20",27.940001
"118","2007-06-21",27.9
"119","2007-06-22",27.6
"120","2007-06-25",25.42
"121","2007-06-26",26.41
"122","2007-06-27",26.440001
"123","2007-06-28",26.84
"124","2007-06-29",27.99
"125","2007-07-02",27.18
"126","2007-07-03",27.209999
"127","2007-07-05",27.41
"128","2007-07-06",27.42
"129","2007-07-09",29.35
"130","2007-07-10",29.35
"131","2007-07-11",31.209999
"132","2007-07-12",30.24
"133","2007-07-13",30.07
"134","2007-07-16",29.82
"135","2007-07-17",29.75
"136","2007-07-18",28.73
"137","2007-07-19",28.74
"138","2007-07-20",28.51
"139","2007-07-23",30.549999
"140","2007-07-24",30.1
"141","2007-07-25",28.48
"142","2007-07-26",28.860001
"143","2007-07-27",28.280001
"144","2007-07-30",27.700001
"145","2007-07-31",27.709999
"146","2007-08-01",27.469999
"147","2007-08-02",27.809999
"148","2007-08-03",26.16
"149","2007-08-06",25.01
"150","2007-08-07",25.530001
"151","2007-08-08",24.99
"152","2007-08-09",24.120001
"153","2007-08-10",24.450001
"154","2007-08-13",25.15
"155","2007-08-14",24.889999
"156","2007-08-15",22.99
"157","2007-08-16",22.27
"158","2007-08-17",22.42
"159","2007-08-20",23.780001
"160","2007-08-21",24.700001
"161","2007-08-22",25
"162","2007-08-23",24.450001
"163","2007-08-24",24.700001
"164","2007-08-27",23.52
"165","2007-08-28",22.35
"166","2007-08-29",22.469999
"167","2007-08-30",22.6
"168","2007-08-31",23.5
"169","2007-09-04",24.93
"170","2007-09-05",24.49
"171","2007-09-06",25.190001
