"","date","SPCB"
"1","2007-01-03",16.25013
"2","2007-01-04",19.500156
"3","2007-01-05",19.500156
"4","2007-01-08",19.500156
"5","2007-01-09",19.250154
"6","2007-01-10",18.750151
"7","2007-01-11",18.750151
"8","2007-01-12",19.250154
"9","2007-01-16",19.250154
"10","2007-01-17",19.500156
"11","2007-01-18",18.750151
"12","2007-01-19",18.750151
"13","2007-01-22",18.750151
"14","2007-01-23",18.750151
"15","2007-01-24",18.750151
"16","2007-01-25",18.750151
"17","2007-01-26",18.750151
"18","2007-01-29",18.500149
"19","2007-01-30",17.500139
"20","2007-01-31",18.000143
"21","2007-02-01",18.250147
"22","2007-02-02",18.000143
"23","2007-02-05",18.500149
"24","2007-02-06",18.500149
"25","2007-02-07",18.500149
"26","2007-02-08",17.500139
"27","2007-02-09",18.750151
"28","2007-02-12",18.750151
"29","2007-02-13",18.750151
"30","2007-02-14",18.750151
"31","2007-02-15",18.750151
"32","2007-02-16",18.750151
"33","2007-02-20",18.750151
"34","2007-02-21",18.750151
"35","2007-02-22",19.750158
"36","2007-02-23",19.750158
"37","2007-02-26",18.750151
"38","2007-02-27",18.250147
"39","2007-02-28",18.500149
"40","2007-03-01",18.250147
"41","2007-03-02",18.250147
"42","2007-03-05",18.500149
"43","2007-03-06",19.750158
"44","2007-03-07",20.00016
"45","2007-03-08",19.750158
"46","2007-03-09",20.250162
"47","2007-03-12",20.750166
"48","2007-03-13",20.500164
"49","2007-03-14",20.500164
"50","2007-03-15",20.500164
"51","2007-03-16",21.25017
"52","2007-03-19",21.25017
"53","2007-03-20",21.25017
"54","2007-03-21",21.25017
"55","2007-03-22",21.25017
"56","2007-03-23",21.25017
"57","2007-03-26",21.000168
"58","2007-03-27",21.500172
"59","2007-03-28",22.250177
"60","2007-03-29",23.000183
"61","2007-03-30",23.000183
"62","2007-04-02",23.000183
"63","2007-04-03",23.000183
"64","2007-04-04",23.000183
"65","2007-04-05",23.000183
"66","2007-04-09",23.750191
"67","2007-04-10",23.500189
"68","2007-04-11",23.500189
"69","2007-04-12",24.000193
"70","2007-04-13",24.000193
"71","2007-04-16",24.250195
"72","2007-04-17",24.500196
"73","2007-04-18",24.750198
"74","2007-04-19",24.750198
"75","2007-04-20",24.750198
"76","2007-04-23",25.250202
"77","2007-04-24",25.500204
"78","2007-04-25",25.500204
"79","2007-04-26",26.25021
"80","2007-04-27",26.000208
"81","2007-04-30",25.500204
"82","2007-05-01",25.0002
"83","2007-05-02",25.0002
"84","2007-05-03",24.750198
"85","2007-05-04",25.0002
"86","2007-05-07",25.0002
"87","2007-05-08",25.0002
"88","2007-05-09",25.0002
"89","2007-05-10",25.0002
"90","2007-05-11",25.750206
"91","2007-05-14",25.5
"92","2007-05-15",25.2875
"93","2007-05-16",25.754999
"94","2007-05-17",23.375
"95","2007-05-18",23.375
"96","2007-05-21",24.65
"97","2007-05-22",23.375
"98","2007-05-23",23.375
"99","2007-05-24",23.1625
"100","2007-05-25",23.1625
"101","2007-05-29",24.012501
"102","2007-05-30",23.799999
"103","2007-05-31",23.799999
"104","2007-06-01",23.799999
"105","2007-06-04",23.5875
"106","2007-06-05",23.799999
"107","2007-06-06",23.885
"108","2007-06-07",22.950001
"109","2007-06-08",22.950001
"110","2007-06-11",23.672501
"111","2007-06-12",22.440001
"112","2007-06-13",22.9925
"113","2007-06-14",23.502501
"114","2007-06-15",23.799999
"115","2007-06-18",23.799999
"116","2007-06-19",23.799999
"117","2007-06-20",22.950001
"118","2007-06-21",23.1625
"119","2007-06-22",22.950001
"120","2007-06-25",22.950001
"121","2007-06-26",21.674999
"122","2007-06-27",22.525
"123","2007-06-28",22.1
"124","2007-06-29",22.1
"125","2007-07-02",21.4625
"126","2007-07-03",21.4625
"127","2007-07-05",20.995001
"128","2007-07-06",19.889999
"129","2007-07-09",20.952499
"130","2007-07-10",21.844999
"131","2007-07-11",22.1
"132","2007-07-12",21.887501
"133","2007-07-13",21.887501
"134","2007-07-16",21.887501
"135","2007-07-17",21.25
"136","2007-07-18",21.4625
"137","2007-07-19",21.25
"138","2007-07-20",20.612499
"139","2007-07-23",19.549999
"140","2007-07-24",19.762501
"141","2007-07-25",19.762501
"142","2007-07-26",19.762501
"143","2007-07-27",19.762501
"144","2007-07-30",19.975
"145","2007-07-31",20.825001
"146","2007-08-01",20.4
"147","2007-08-02",20.4
"148","2007-08-03",20.4
"149","2007-08-06",20.4
"150","2007-08-07",20.4
"151","2007-08-08",20.4
"152","2007-08-09",20.4
"153","2007-08-10",20.4
"154","2007-08-13",20.825001
"155","2007-08-14",20.825001
"156","2007-08-15",19.592501
"157","2007-08-16",19.592501
"158","2007-08-17",19.592501
"159","2007-08-20",19.592501
"160","2007-08-21",19.975
"161","2007-08-22",21.0375
"162","2007-08-23",22.1
"163","2007-08-24",20.315001
"164","2007-08-27",20.825001
"165","2007-08-28",18.785
"166","2007-08-29",19.549999
"167","2007-08-30",20.4
"168","2007-08-31",20.825001
"169","2007-09-04",20.825001
"170","2007-09-05",21.25
"171","2007-09-06",21.674999
"172","2007-09-07",21.504999
"173","2007-09-10",21.887501
"174","2007-09-11",21.674999
"175","2007-09-12",21.4625
"176","2007-09-13",21.4625
"177","2007-09-14",22.184999
"178","2007-09-17",22.184999
"179","2007-09-18",22.184999
"180","2007-09-19",22.184999
"181","2007-09-20",20.6975
"182","2007-09-21",21.165001
"183","2007-09-24",21.59
"184","2007-09-25",21.165001
"185","2007-09-26",21.4625
"186","2007-09-27",21.6325
"187","2007-09-28",21.334999
"188","2007-10-01",21.334999
"189","2007-10-02",21.334999
"190","2007-10-03",21.334999
"191","2007-10-04",21.25
"192","2007-10-05",21.4625
"193","2007-10-08",21.25
"194","2007-10-09",21.6325
"195","2007-10-10",21.42
"196","2007-10-11",21.377501
"197","2007-10-12",21.377501
"198","2007-10-15",21.2075
"199","2007-10-16",21.25
"200","2007-10-17",21.165001
"201","2007-10-18",21.25
"202","2007-10-19",21.165001
"203","2007-10-22",21.674999
"204","2007-10-23",21.887501
"205","2007-10-24",21.887501
"206","2007-10-25",21.844999
"207","2007-10-26",21.76
"208","2007-10-29",21.25
"209","2007-10-30",21.25
"210","2007-10-31",20.952499
"211","2007-11-01",20.952499
"212","2007-11-02",21.2075
"213","2007-11-05",21.717501
"214","2007-11-06",21.674999
"215","2007-11-07",21.0375
"216","2007-11-08",20.995001
"217","2007-11-09",20.4
"218","2007-11-12",21.2075
"219","2007-11-13",20.655001
"220","2007-11-14",19.8475
"221","2007-11-15",20.74
"222","2007-11-16",20.8675
"223","2007-11-19",20.612499
"224","2007-11-20",20.4
"225","2007-11-21",20.612499
