"","date","EURN"
"113","2015-07-07",14.96
"114","2015-07-08",14.71
"115","2015-07-09",14.76
"116","2015-07-10",15.24
"117","2015-07-13",15.34
"118","2015-07-14",15.36
"119","2015-07-15",15.45
"120","2015-07-16",15.92
"121","2015-07-17",16.18
"122","2015-07-20",16.15
"123","2015-07-21",16.32
"124","2015-07-22",16.290001
"125","2015-07-23",15.81
"126","2015-07-24",15.72
"127","2015-07-27",15.77
"128","2015-07-28",15.98
"129","2015-07-29",16.02
"130","2015-07-30",15.45
"131","2015-07-31",15.18
"132","2015-08-03",15.45
"133","2015-08-04",15.26
"134","2015-08-05",14.63
"135","2015-08-06",14.64
"136","2015-08-07",14.51
"137","2015-08-10",14.49
"138","2015-08-11",14.23
"139","2015-08-12",14.05
"140","2015-08-13",14.13
"141","2015-08-14",14.36
"142","2015-08-17",14.19
"143","2015-08-18",13.94
"144","2015-08-19",13.45
"145","2015-08-20",13.05
"146","2015-08-21",13.03
"147","2015-08-24",12.14
"148","2015-08-25",12.95
"149","2015-08-26",13.14
"150","2015-08-27",13.27
"151","2015-08-28",13.3
"152","2015-08-31",13.39
"153","2015-09-01",13.12
"154","2015-09-02",13.47
"155","2015-09-03",14.01
"156","2015-09-04",13.94
"157","2015-09-08",13.64
"158","2015-09-09",13.68
"159","2015-09-10",13.68
"160","2015-09-11",13.39
"161","2015-09-14",13.47
"162","2015-09-15",13.7
"163","2015-09-16",14.29
"164","2015-09-17",14.77
"165","2015-09-18",14.72
"166","2015-09-21",14.86
"167","2015-09-22",14.83
"168","2015-09-23",14.67
"169","2015-09-24",14.44
"170","2015-09-25",14.16
"171","2015-09-28",13.74
"172","2015-09-29",13.63
"173","2015-09-30",13.9
"174","2015-10-01",14.49
"175","2015-10-02",14.84
"176","2015-10-05",15.59
"177","2015-10-06",15.57
"178","2015-10-07",15.65
"179","2015-10-08",15.89
"180","2015-10-09",15.99
"181","2015-10-12",16.02
"182","2015-10-13",15.98
"183","2015-10-14",15.85
"184","2015-10-15",15.81
"185","2015-10-16",15.79
"186","2015-10-19",15.29
"187","2015-10-20",15.5
"188","2015-10-21",15.36
"189","2015-10-22",15.78
"190","2015-10-23",15.83
"191","2015-10-26",15.49
"192","2015-10-27",14.87
"193","2015-10-28",14.86
"194","2015-10-29",14.69
"195","2015-10-30",14.96
"196","2015-11-02",15.06
"197","2015-11-03",14.89
"198","2015-11-04",13.9
"199","2015-11-05",13.71
"200","2015-11-06",13.98
"201","2015-11-09",13.87
"202","2015-11-10",13.67
"203","2015-11-11",13.53
"204","2015-11-12",13.42
"205","2015-11-13",13.59
"206","2015-11-16",13.8
"207","2015-11-17",13.81
"208","2015-11-18",13.64
"209","2015-11-19",13.59
"210","2015-11-20",13.37
"211","2015-11-23",13.11
"212","2015-11-24",12.99
"213","2015-11-25",13.17
"214","2015-11-27",13.08
"215","2015-11-30",12.88
"216","2015-12-01",13.1
"217","2015-12-02",13.45
"218","2015-12-03",13.56
"219","2015-12-04",13.85
"220","2015-12-07",13.46
"221","2015-12-08",13.47
"222","2015-12-09",13.39
"223","2015-12-10",13.39
"224","2015-12-11",12.86
"225","2015-12-14",12.65
"226","2015-12-15",12.78
"227","2015-12-16",13.44
"228","2015-12-17",12.98
"229","2015-12-18",13.08
"230","2015-12-21",13.06
"231","2015-12-22",13.15
"232","2015-12-23",13.41
"233","2015-12-24",13.34
"234","2015-12-28",13.19
"235","2015-12-29",13.4
"236","2015-12-30",13.6
"237","2015-12-31",13.71
"238","2016-01-04",13.44
"239","2016-01-05",12.96
"240","2016-01-06",12.6
"241","2016-01-07",12.32
"242","2016-01-08",12.07
"243","2016-01-11",11.42
"244","2016-01-12",10.77
"245","2016-01-13",10.48
"246","2016-01-14",10.19
"247","2016-01-15",10.09
"248","2016-01-19",10.36
"249","2016-01-20",10.4
"250","2016-01-21",10.63
"251","2016-01-22",10.99
"252","2016-01-25",11.02
"253","2016-01-26",11.23
"254","2016-01-27",10.93
"255","2016-01-28",11.35
"256","2016-01-29",12.05
"257","2016-02-01",12.27
"258","2016-02-02",11.51
"259","2016-02-03",11.45
"260","2016-02-04",11.58
"261","2016-02-05",11.39
"262","2016-02-08",10.74
"263","2016-02-09",10.51
"264","2016-02-10",10.7
"265","2016-02-11",10.71
"266","2016-02-12",10.93
"267","2016-02-16",10.97
"268","2016-02-17",11.26
"269","2016-02-18",11.02
"270","2016-02-19",10.94
"271","2016-02-22",11.06
"272","2016-02-23",10.99
"273","2016-02-24",10.65
"274","2016-02-25",10.38
"275","2016-02-26",9.54
"276","2016-02-29",10.02
"277","2016-03-01",10.34
"278","2016-03-02",9.94
"279","2016-03-03",9.98
"280","2016-03-04",10.18
"281","2016-03-07",9.97
"282","2016-03-08",9.72
"283","2016-03-09",9.8
"284","2016-03-10",9.89
"285","2016-03-11",10.32
"286","2016-03-14",10.66
"287","2016-03-15",10.43
"288","2016-03-16",10.71
"289","2016-03-17",10.83
"290","2016-03-18",10.68
"291","2016-03-21",10.22
"292","2016-03-22",10.11
"293","2016-03-23",10
"294","2016-03-24",10.06
"295","2016-03-28",9.95
"296","2016-03-29",10.02
"297","2016-03-30",10.33
"298","2016-03-31",10.24
"299","2016-04-01",9.98
"300","2016-04-04",9.98
"301","2016-04-05",9.8
"302","2016-04-06",10.11
"303","2016-04-07",10.06
"304","2016-04-08",9.89
"305","2016-04-11",9.99
"306","2016-04-12",10.27
"307","2016-04-13",10.56
"308","2016-04-14",10.92
"309","2016-04-15",10.88
"310","2016-04-18",10.9
"311","2016-04-19",11.14
"312","2016-04-20",11.24
"313","2016-04-21",11.16
"314","2016-04-22",11.19
"315","2016-04-25",11.25
"316","2016-04-26",10.96
"317","2016-04-27",11.37
"318","2016-04-28",11.09
"319","2016-04-29",10.87
"320","2016-05-02",10.98
"321","2016-05-03",10.61
"322","2016-05-04",10.72
"323","2016-05-05",10.83
"324","2016-05-06",10.64
"325","2016-05-09",10.61
"326","2016-05-10",10.73
"327","2016-05-11",10.9
"328","2016-05-12",10.71
"329","2016-05-13",10.79
"330","2016-05-16",10.99
"331","2016-05-17",10.13
"332","2016-05-18",10.03
"333","2016-05-19",9.73
"334","2016-05-20",9.86
"335","2016-05-23",9.74
"336","2016-05-24",9.86
"337","2016-05-25",10.09
"338","2016-05-26",10.14
"339","2016-05-27",10.11
"340","2016-05-31",10.51
"341","2016-06-01",10.3
"342","2016-06-02",10.15
"343","2016-06-03",10.45
"344","2016-06-06",10.59
"345","2016-06-07",10.64
"346","2016-06-08",10.71
"347","2016-06-09",10.69
"348","2016-06-10",10.13
"349","2016-06-13",9.76
"350","2016-06-14",9.32
"351","2016-06-15",9.21
"352","2016-06-16",8.97
"353","2016-06-17",9.27
"354","2016-06-20",9.37
"355","2016-06-21",9.48
"356","2016-06-22",9.43
"357","2016-06-23",9.63
"358","2016-06-24",9.03
"359","2016-06-27",8.79
"360","2016-06-28",9.12
"361","2016-06-29",9.26
"362","2016-06-30",9.17
"363","2016-07-01",9.33
"364","2016-07-05",8.92
"365","2016-07-06",8.76
"366","2016-07-07",8.54
"367","2016-07-08",8.71
"368","2016-07-11",8.89
"369","2016-07-12",8.98
"370","2016-07-13",8.87
"371","2016-07-14",8.88
"372","2016-07-15",8.78
"373","2016-07-18",8.92
"374","2016-07-19",8.83
"375","2016-07-20",8.92
"376","2016-07-21",8.93
"377","2016-07-22",8.85
"378","2016-07-25",9.05
"379","2016-07-26",8.97
"380","2016-07-27",8.84
"381","2016-07-28",8.64
"382","2016-07-29",8.66
"383","2016-08-01",8.4
"384","2016-08-02",8.4
"385","2016-08-03",8.52
"386","2016-08-04",8.62
"387","2016-08-05",8.75
"388","2016-08-08",8.94
"389","2016-08-09",8.83
"390","2016-08-10",8.78
"391","2016-08-11",8.77
"392","2016-08-12",8.95
"393","2016-08-15",9.16
"394","2016-08-16",9.12
"395","2016-08-17",9.04
"396","2016-08-18",9.11
"397","2016-08-19",9.02
"398","2016-08-22",9.16
"399","2016-08-23",9.44
"400","2016-08-24",9.29
"401","2016-08-25",8.58
"402","2016-08-26",8.56
"403","2016-08-29",8.72
"404","2016-08-30",8.89
"405","2016-08-31",8.83
"406","2016-09-01",8.77
"407","2016-09-02",8.83
"408","2016-09-06",9.04
"409","2016-09-07",9.21
"410","2016-09-08",9.38
"411","2016-09-09",9.03
"412","2016-09-12",8.93
"413","2016-09-13",8.82
"414","2016-09-14",8.57
"415","2016-09-15",8.58
"416","2016-09-16",8.67
"417","2016-09-19",8.86
"418","2016-09-20",8.13
"419","2016-09-21",8.26
"420","2016-09-22",8.39
"421","2016-09-23",8.22
"422","2016-09-26",7.87
"423","2016-09-27",7.79
"424","2016-09-28",7.83
"425","2016-09-29",7.43
"426","2016-09-30",7.63
"427","2016-10-03",7.47
"428","2016-10-04",7.69
"429","2016-10-05",7.89
"430","2016-10-06",8.26
"431","2016-10-07",8.21
"432","2016-10-10",8.2
"433","2016-10-11",8
"434","2016-10-12",7.75
"435","2016-10-13",7.7
"436","2016-10-14",7.9
"437","2016-10-17",7.85
"438","2016-10-18",7.95
"439","2016-10-19",8.1
"440","2016-10-20",8.1
"441","2016-10-21",8.05
"442","2016-10-24",8.1
"443","2016-10-25",8.1
"444","2016-10-26",7.8
"445","2016-10-27",7.9
"446","2016-10-28",7.7
"447","2016-10-31",7.85
"448","2016-11-01",7.8
"449","2016-11-02",7.3
"450","2016-11-03",7.35
"451","2016-11-04",7.2
"452","2016-11-07",7.3
"453","2016-11-08",7.15
"454","2016-11-09",7.25
"455","2016-11-10",7.5
"456","2016-11-11",7.3
"457","2016-11-14",7.25
"458","2016-11-15",7.35
"459","2016-11-16",7.5
"460","2016-11-17",7.4
"461","2016-11-18",7.45
"462","2016-11-21",7.65
"463","2016-11-22",7.75
"464","2016-11-23",7.45
"465","2016-11-25",7.6
"466","2016-11-28",7.4
"467","2016-11-29",7.55
"468","2016-11-30",7.1
"469","2016-12-01",6.9
"470","2016-12-02",6.7
"471","2016-12-05",6.85
"472","2016-12-06",7
"473","2016-12-07",7.25
"474","2016-12-08",7.4
"475","2016-12-09",7.35
"476","2016-12-12",7.2
"477","2016-12-13",7.25
"478","2016-12-14",7.25
"479","2016-12-15",7.25
"480","2016-12-16",7.5
"481","2016-12-19",7.45
"482","2016-12-20",7.5
"483","2016-12-21",7.9
"484","2016-12-22",7.8
"485","2016-12-23",8
"486","2016-12-27",8.05
"487","2016-12-28",8
"488","2016-12-29",8.05
"489","2016-12-30",7.95
"490","2017-01-03",8.45
"491","2017-01-04",8.35
"492","2017-01-05",8.55
"493","2017-01-06",8.4
"494","2017-01-09",8.4
"495","2017-01-10",8.25
"496","2017-01-11",8.3
"497","2017-01-12",8.35
"498","2017-01-13",8.3
"499","2017-01-17",8.3
"500","2017-01-18",8.35
"501","2017-01-19",8.25
"502","2017-01-20",8.25
"503","2017-01-23",8.2
"504","2017-01-24",8.4
"505","2017-01-25",8.15
"506","2017-01-26",7.75
"507","2017-01-27",7.75
"508","2017-01-30",7.65
"509","2017-01-31",7.85
"510","2017-02-01",7.7
"511","2017-02-02",7.7
"512","2017-02-03",7.8
"513","2017-02-06",7.7
"514","2017-02-07",7.75
"515","2017-02-08",7.8
"516","2017-02-09",7.85
"517","2017-02-10",8.05
"518","2017-02-13",8.1
"519","2017-02-14",8
"520","2017-02-15",8
"521","2017-02-16",8.1
"522","2017-02-17",8.2
"523","2017-02-21",8.25
"524","2017-02-22",8.2
"525","2017-02-23",8.05
"526","2017-02-24",8
"527","2017-02-27",8.15
"528","2017-02-28",8.1
"529","2017-03-01",8.15
"530","2017-03-02",8.15
"531","2017-03-03",8.1
"532","2017-03-06",8.15
"533","2017-03-07",7.95
"534","2017-03-08",7.9
"535","2017-03-09",7.9
"536","2017-03-10",7.95
"537","2017-03-13",8
"538","2017-03-14",7.95
"539","2017-03-15",7.95
"540","2017-03-16",8
"541","2017-03-17",8.35
"542","2017-03-20",8.2
"543","2017-03-21",7.9
"544","2017-03-22",7.9
"545","2017-03-23",7.9
"546","2017-03-24",8
"547","2017-03-27",7.9
"548","2017-03-28",7.95
"549","2017-03-29",7.95
"550","2017-03-30",8
"551","2017-03-31",7.9
"552","2017-04-03",7.9
"553","2017-04-04",7.75
"554","2017-04-05",7.6
"555","2017-04-06",7.85
"556","2017-04-07",7.8
"557","2017-04-10",8.1
"558","2017-04-11",8
"559","2017-04-12",7.95
"560","2017-04-13",7.8
"561","2017-04-17",7.95
"562","2017-04-18",7.95
"563","2017-04-19",7.95
"564","2017-04-20",8
"565","2017-04-21",7.85
"566","2017-04-24",8.1
"567","2017-04-25",8.25
"568","2017-04-26",7.9
"569","2017-04-27",7.8
"570","2017-04-28",7.9
"571","2017-05-01",7.9
"572","2017-05-02",7.95
"573","2017-05-03",7.9
"574","2017-05-04",7.85
"575","2017-05-05",7.9
"576","2017-05-08",7.95
"577","2017-05-09",8
"578","2017-05-10",8
"579","2017-05-11",7.95
"580","2017-05-12",7.9
"581","2017-05-15",7.9
"582","2017-05-16",7.8
"583","2017-05-17",7.85
"584","2017-05-18",7.8
"585","2017-05-19",7.9
"586","2017-05-22",7.7
"587","2017-05-23",7.65
"588","2017-05-24",7.45
"589","2017-05-25",7.4
"590","2017-05-26",7.4
"591","2017-05-30",7.5
"592","2017-05-31",7.6
"593","2017-06-01",7.65
"594","2017-06-02",7.55
"595","2017-06-05",7.65
"596","2017-06-06",7.5
"597","2017-06-07",7.35
"598","2017-06-08",7.35
"599","2017-06-09",7.35
"600","2017-06-12",7.3
"601","2017-06-13",7.3
"602","2017-06-14",7.25
"603","2017-06-15",7.2
"604","2017-06-16",7.25
"605","2017-06-19",7.4
"606","2017-06-20",7.35
"607","2017-06-21",7.25
"608","2017-06-22",7.4
"609","2017-06-23",7.6
"610","2017-06-26",7.55
"611","2017-06-27",7.5
"612","2017-06-28",7.65
"613","2017-06-29",7.85
"614","2017-06-30",7.9
"615","2017-07-03",7.95
"616","2017-07-05",7.8
"617","2017-07-06",7.7
"618","2017-07-07",7.65
"619","2017-07-10",7.7
"620","2017-07-11",7.75
"621","2017-07-12",7.9
"622","2017-07-13",7.85
"623","2017-07-14",8
"624","2017-07-17",7.95
"625","2017-07-18",7.9
"626","2017-07-19",7.9
"627","2017-07-20",7.9
"628","2017-07-21",7.85
"629","2017-07-24",7.8
"630","2017-07-25",7.95
"631","2017-07-26",7.9
"632","2017-07-27",7.9
"633","2017-07-28",8.05
"634","2017-07-31",8.05
"635","2017-08-01",8.05
"636","2017-08-02",8.05
"637","2017-08-03",7.85
"638","2017-08-04",7.85
"639","2017-08-07",7.85
"640","2017-08-08",7.75
"641","2017-08-09",7.55
"642","2017-08-10",7.45
"643","2017-08-11",7.2
"644","2017-08-14",7.2
"645","2017-08-15",7.05
"646","2017-08-16",7.1
"647","2017-08-17",6.9
"648","2017-08-18",6.95
"649","2017-08-21",7
"650","2017-08-22",7.15
"651","2017-08-23",7.25
"652","2017-08-24",7.45
"653","2017-08-25",7.7
"654","2017-08-28",7.7
"655","2017-08-29",7.7
"656","2017-08-30",7.55
"657","2017-08-31",7.6
"658","2017-09-01",7.55
"659","2017-09-05",7.7
"660","2017-09-06",7.8
"661","2017-09-07",8.05
"662","2017-09-08",8
"663","2017-09-11",7.95
"664","2017-09-12",7.95
"665","2017-09-13",8.05
"666","2017-09-14",7.95
"667","2017-09-15",7.95
"668","2017-09-18",7.95
"669","2017-09-19",8
"670","2017-09-20",8.1
"671","2017-09-21",8.05
"672","2017-09-22",7.95
"673","2017-09-25",7.85
"674","2017-09-26",7.7
"675","2017-09-27",7.7
"676","2017-09-28",7.95
"677","2017-09-29",8.1
"678","2017-10-02",8.05
"679","2017-10-03",8.05
"680","2017-10-04",8.05
"681","2017-10-05",8.15
"682","2017-10-06",8.05
"683","2017-10-09",8
"684","2017-10-10",8.05
"685","2017-10-11",8.15
"686","2017-10-12",8.15
"687","2017-10-13",8.25
"688","2017-10-16",8.6
"689","2017-10-17",8.5
"690","2017-10-18",8.45
"691","2017-10-19",8.52
"692","2017-10-20",8.45
"693","2017-10-23",8.3
"694","2017-10-24",8.35
"695","2017-10-25",8.2
"696","2017-10-26",8.15
"697","2017-10-27",8.2
"698","2017-10-30",8.2
"699","2017-10-31",8.35
"700","2017-11-01",8.45
"701","2017-11-02",8.35
"702","2017-11-03",8.2
"703","2017-11-06",8.25
"704","2017-11-07",8.35
"705","2017-11-08",8.5
"706","2017-11-09",8.45
"707","2017-11-10",8.4
"708","2017-11-13",8.3
"709","2017-11-14",8.5
"710","2017-11-15",8.5
"711","2017-11-16",8.35
"712","2017-11-17",8.45
"713","2017-11-20",8.65
"714","2017-11-21",8.85
"715","2017-11-22",8.75
"716","2017-11-24",8.9
"717","2017-11-27",8.8
"718","2017-11-28",8.9
"719","2017-11-29",8.5
"720","2017-11-30",8.55
"721","2017-12-01",8.7
"722","2017-12-04",8.9
"723","2017-12-05",8.75
"724","2017-12-06",8.2
"725","2017-12-07",8.15
"726","2017-12-08",8.15
"727","2017-12-11",8.1
"728","2017-12-12",8.35
"729","2017-12-13",8.15
"730","2017-12-14",8.35
"731","2017-12-15",8.25
"732","2017-12-18",8.25
"733","2017-12-19",8.15
"734","2017-12-20",8.1
"735","2017-12-21",8.35
"736","2017-12-22",8.8
"737","2017-12-26",8.8
"738","2017-12-27",9.15
"739","2017-12-28",9.25
"740","2017-12-29",9.25
"741","2018-01-02",9.4
"742","2018-01-03",9.35
"743","2018-01-04",9.55
"744","2018-01-05",9.3
"745","2018-01-08",9.1
"746","2018-01-09",9
"747","2018-01-10",8.9
"748","2018-01-11",8.95
"749","2018-01-12",8.95
"750","2018-01-16",8.9
"751","2018-01-17",9
"752","2018-01-18",8.9
"753","2018-01-19",8.9
"754","2018-01-22",8.9
"755","2018-01-23",8.95
"756","2018-01-24",8.8
"757","2018-01-25",9.1
"758","2018-01-26",9.05
"759","2018-01-29",8.8
"760","2018-01-30",8.8
"761","2018-01-31",8.4
"762","2018-02-01",8.45
"763","2018-02-02",8.25
"764","2018-02-05",7.95
"765","2018-02-06",8.1
"766","2018-02-07",8.05
"767","2018-02-08",7.65
"768","2018-02-09",7.75
"769","2018-02-12",8.35
"770","2018-02-13",8.15
"771","2018-02-14",8.3
"772","2018-02-15",8.35
"773","2018-02-16",8.35
"774","2018-02-20",8.3
"775","2018-02-21",8.35
"776","2018-02-22",8.45
"777","2018-02-23",8.45
"778","2018-02-26",8.45
"779","2018-02-27",8.25
"780","2018-02-28",7.95
"781","2018-03-01",8.1
"782","2018-03-02",8.3
"783","2018-03-05",8.4
"784","2018-03-06",8.65
"785","2018-03-07",8.6
"786","2018-03-08",8.5
"787","2018-03-09",8.5
"788","2018-03-12",8.65
"789","2018-03-13",8.75
"790","2018-03-14",8.55
"791","2018-03-15",8.4
"792","2018-03-16",8.55
"793","2018-03-19",8.35
"794","2018-03-20",8.4
"795","2018-03-21",8.6
"796","2018-03-22",8.35
"797","2018-03-23",8.35
"798","2018-03-26",8.45
"799","2018-03-27",8.35
"800","2018-03-28",8.3
"801","2018-03-29",8.2
"802","2018-04-02",8.05
"803","2018-04-03",8.25
"804","2018-04-04",8.25
"805","2018-04-05",8.4
"806","2018-04-06",8.25
"807","2018-04-09",8.3
"808","2018-04-10",8.5
"809","2018-04-11",8.7
"810","2018-04-12",8.6
"811","2018-04-13",8.6
"812","2018-04-16",8.8
"813","2018-04-17",8.7
"814","2018-04-18",8.8
"815","2018-04-19",8.75
"816","2018-04-20",8.95
"817","2018-04-23",9.05
"818","2018-04-24",8.85
"819","2018-04-25",8.35
"820","2018-04-26",8.5
"821","2018-04-27",8.2
"822","2018-04-30",8.15
"823","2018-05-01",8.15
"824","2018-05-02",8.25
"825","2018-05-03",8.15
"826","2018-05-04",8.1
"827","2018-05-07",8.15
"828","2018-05-08",8.25
"829","2018-05-09",8.4
"830","2018-05-10",8.45
"831","2018-05-11",8.45
"832","2018-05-14",8.4
"833","2018-05-15",8.3
"834","2018-05-16",8.35
"835","2018-05-17",8.25
"836","2018-05-18",8.25
"837","2018-05-21",8.45
"838","2018-05-22",8.55
"839","2018-05-23",8.6
"840","2018-05-24",8.65
"841","2018-05-25",8.65
"842","2018-05-29",8.8
"843","2018-05-30",9.25
"844","2018-05-31",9.45
"845","2018-06-01",9.3
"846","2018-06-04",9.3
"847","2018-06-05",9.4
"848","2018-06-06",9.25
"849","2018-06-07",9.5
"850","2018-06-08",9.35
"851","2018-06-11",9.1
"852","2018-06-12",9.15
"853","2018-06-13",9.2
"854","2018-06-14",9.05
"855","2018-06-15",8.75
"856","2018-06-18",9.25
"857","2018-06-19",9.5
"858","2018-06-20",9.7
"859","2018-06-21",9.8
"860","2018-06-22",9.75
"861","2018-06-25",9.6
"862","2018-06-26",9.4
"863","2018-06-27",9.4
"864","2018-06-28",9.15
"865","2018-06-29",9.2
"866","2018-07-02",9.1
"867","2018-07-03",9
"868","2018-07-05",8.95
"869","2018-07-06",8.95
"870","2018-07-09",9
"871","2018-07-10",9.25
"872","2018-07-11",9.1
"873","2018-07-12",8.9
"874","2018-07-13",8.7
"875","2018-07-16",8.7
"876","2018-07-17",8.5
"877","2018-07-18",8.6
"878","2018-07-19",8.55
"879","2018-07-20",8.45
"880","2018-07-23",8.45
"881","2018-07-24",8.5
"882","2018-07-25",8.5
"883","2018-07-26",8.5
"884","2018-07-27",8.45
"885","2018-07-30",8.45
"886","2018-07-31",8.45
"887","2018-08-01",8.5
"888","2018-08-02",8.5
"889","2018-08-03",8.4
"890","2018-08-06",8.4
"891","2018-08-07",8.5
"892","2018-08-08",8.5
"893","2018-08-09",8.5
"894","2018-08-10",8.35
"895","2018-08-13",8.05
"896","2018-08-14",8.05
"897","2018-08-15",7.75
"898","2018-08-16",7.8
"899","2018-08-17",8
"900","2018-08-20",8.25
"901","2018-08-21",8.4
"902","2018-08-22",8.45
"903","2018-08-23",8.5
"904","2018-08-24",8.5
"905","2018-08-27",8.65
"906","2018-08-28",8.6
"907","2018-08-29",8.6
"908","2018-08-30",8.75
"909","2018-08-31",8.7
"910","2018-09-04",8.4
"911","2018-09-05",8.25
"912","2018-09-06",8.15
"913","2018-09-07",8.1
"914","2018-09-10",8.25
"915","2018-09-11",8.35
"916","2018-09-12",8.25
"917","2018-09-13",8.2
"918","2018-09-14",8.2
"919","2018-09-17",8.1
"920","2018-09-18",8.35
"921","2018-09-19",8.4
"922","2018-09-20",8.5
"923","2018-09-21",8.65
"924","2018-09-24",8.7
"925","2018-09-25",8.9
"926","2018-09-26",8.6
"927","2018-09-27",8.6
"928","2018-09-28",8.7
"929","2018-10-01",9.07
"930","2018-10-02",9.02
"931","2018-10-03",9.14
"932","2018-10-04",9.23
"933","2018-10-05",9.18
"934","2018-10-08",9.09
"935","2018-10-09",9.31
"936","2018-10-10",9.04
"937","2018-10-11",8.91
"938","2018-10-12",8.99
"939","2018-10-15",9.09
"940","2018-10-16",9.27
"941","2018-10-17",9.17
"942","2018-10-18",9.01
"943","2018-10-19",9
"944","2018-10-22",9.01
"945","2018-10-23",8.77
"946","2018-10-24",8.53
"947","2018-10-25",8.69
"948","2018-10-26",8.95
"949","2018-10-29",9.14
"950","2018-10-30",9.08
"951","2018-10-31",9.2
"952","2018-11-01",9.35
"953","2018-11-02",9.53
"954","2018-11-05",9.3
"955","2018-11-06",9.35
"956","2018-11-07",9.33
"957","2018-11-08",9.05
"958","2018-11-09",8.89
"959","2018-11-12",8.48
"960","2018-11-13",8.2
"961","2018-11-14",8.33
"962","2018-11-15",8.56
"963","2018-11-16",8.71
"964","2018-11-19",8.42
"965","2018-11-20",8.13
"966","2018-11-21",8.42
"967","2018-11-23",8.19
"968","2018-11-26",8.36
"969","2018-11-27",9.02
"970","2018-11-28",9.14
"971","2018-11-29",9.2
"972","2018-11-30",8.76
"973","2018-12-03",8.93
"974","2018-12-04",8.63
"975","2018-12-06",8.26
"976","2018-12-07",8.43
"977","2018-12-10",8.12
"978","2018-12-11",8.27
"979","2018-12-12",8.45
"980","2018-12-13",8.26
"981","2018-12-14",7.98
"982","2018-12-17",7.68
"983","2018-12-18",7.45
"984","2018-12-19",7.29
"985","2018-12-20",7.03
"986","2018-12-21",7.04
"987","2018-12-24",6.99
"988","2018-12-26",7.25
"989","2018-12-27",6.96
"990","2018-12-28",7
"991","2018-12-31",6.93
"992","2019-01-02",7.21
"993","2019-01-03",7.28
"994","2019-01-04",7.47
"995","2019-01-07",7.58
"996","2019-01-08",7.65
"997","2019-01-09",7.83
"998","2019-01-10",7.72
"999","2019-01-11",7.67
"1000","2019-01-14",7.6
"1001","2019-01-15",7.75
"1002","2019-01-16",7.7
