"","date","RLH"
"91","2007-05-14",12.84
"92","2007-05-15",12.71
"93","2007-05-16",12.99
"94","2007-05-17",13
"95","2007-05-18",12.94
"96","2007-05-21",12.94
"97","2007-05-22",12.83
"98","2007-05-23",12.81
"99","2007-05-24",12.69
"100","2007-05-25",12.73
"101","2007-05-29",12.72
"102","2007-05-30",12.7
"103","2007-05-31",12.86
"104","2007-06-01",12.9
"105","2007-06-04",12.83
"106","2007-06-05",12.79
"107","2007-06-06",12.78
"108","2007-06-07",12.71
"109","2007-06-08",12.63
"110","2007-06-11",12.59
"111","2007-06-12",12.51
"112","2007-06-13",12.51
"113","2007-06-14",12.56
"114","2007-06-15",12.41
"115","2007-06-18",12.16
"116","2007-06-19",12.24
"117","2007-06-20",12.3
"118","2007-06-21",12.6
"119","2007-06-22",12.53
"120","2007-06-25",12.36
"121","2007-06-26",12.42
"122","2007-06-27",12.63
"123","2007-06-28",12.47
"124","2007-06-29",12.85
"125","2007-07-02",12.72
"126","2007-07-03",12.74
"127","2007-07-05",12.6
"128","2007-07-06",12.81
"129","2007-07-09",12.74
"130","2007-07-10",12.62
"131","2007-07-11",12.65
"132","2007-07-12",12.94
"133","2007-07-13",12.74
"134","2007-07-16",12.57
"135","2007-07-17",12.55
"136","2007-07-18",12.45
"137","2007-07-19",12.58
"138","2007-07-20",12.37
"139","2007-07-23",12.25
"140","2007-07-24",12.25
"141","2007-07-25",11.96
"142","2007-07-26",11.35
"143","2007-07-27",11.01
"144","2007-07-30",10.78
"145","2007-07-31",10.8
"146","2007-08-01",10.26
"147","2007-08-02",10.46
"148","2007-08-03",9.97
"149","2007-08-06",10.03
"150","2007-08-07",9.66
"151","2007-08-08",9.6
"152","2007-08-09",9.13
"153","2007-08-10",9.12
"154","2007-08-13",9.6
"155","2007-08-14",9.3
"156","2007-08-15",9.33
"157","2007-08-16",8.87
"158","2007-08-17",8.9
"159","2007-08-20",8.97
"160","2007-08-21",9.55
"161","2007-08-22",9.5
"162","2007-08-23",9.51
"163","2007-08-24",9.21
"164","2007-08-27",9.2
"165","2007-08-28",9.42
"166","2007-08-29",9.39
"167","2007-08-30",9.23
"168","2007-08-31",9.43
"169","2007-09-04",9.22
"170","2007-09-05",9.28
"171","2007-09-06",9.07
"172","2007-09-07",9.24
"173","2007-09-10",9.12
"174","2007-09-11",8.9
"175","2007-09-12",9
"176","2007-09-13",9
"177","2007-09-14",9.13
"178","2007-09-17",9.17
"179","2007-09-18",9.69
"180","2007-09-19",9.84
"181","2007-09-20",10.01
"182","2007-09-21",9.95
"183","2007-09-24",9.96
"184","2007-09-25",9.99
"185","2007-09-26",10.16
"186","2007-09-27",10.2
"187","2007-09-28",10.29
"188","2007-10-01",10.7
"189","2007-10-02",10.72
"190","2007-10-03",10.56
"191","2007-10-04",10.6
"192","2007-10-05",10.75
"193","2007-10-08",10.8
"194","2007-10-09",10.77
"195","2007-10-10",10.8
"196","2007-10-11",10.72
"197","2007-10-12",10.57
"198","2007-10-15",10.49
"199","2007-10-16",10.31
"200","2007-10-17",10.33
"201","2007-10-18",10.2
"202","2007-10-19",10.24
"203","2007-10-22",10.12
"204","2007-10-23",10.19
"205","2007-10-24",10.11
"206","2007-10-25",10.19
"207","2007-10-26",9.85
"208","2007-10-29",10.09
"209","2007-10-30",9.9
"210","2007-10-31",9.82
"211","2007-11-01",9.68
"212","2007-11-02",9.63
"213","2007-11-05",9.68
"214","2007-11-06",9.95
"215","2007-11-07",9.89
"216","2007-11-08",10.26
"217","2007-11-09",10.12
"218","2007-11-12",10.13
"219","2007-11-13",10.2
"220","2007-11-14",10.17
"221","2007-11-15",10.04
"222","2007-11-16",10.01
"223","2007-11-19",9.88
"224","2007-11-20",9.74
"225","2007-11-21",9.68
"226","2007-11-23",9.75
"227","2007-11-26",9.71
"228","2007-11-27",9.74
"229","2007-11-28",9.77
"230","2007-11-29",9.75
"231","2007-11-30",9.6
"232","2007-12-03",9.52
"233","2007-12-04",9.52
"234","2007-12-05",9.68
"235","2007-12-06",9.7
"236","2007-12-07",9.99
"237","2007-12-10",10.18
"238","2007-12-11",10.29
"239","2007-12-12",10.14
"240","2007-12-13",10.2
"241","2007-12-14",10.09
"242","2007-12-17",9.97
"243","2007-12-18",9.94
"244","2007-12-19",9.87
"245","2007-12-20",10.04
"246","2007-12-21",10.01
"247","2007-12-24",10.02
"248","2007-12-26",9.97
"249","2007-12-27",9.85
"250","2007-12-28",9.9
"251","2007-12-31",9.95
"252","2008-01-02",9.9
"253","2008-01-03",9.79
"254","2008-01-04",9.5
"255","2008-01-07",9.47
"256","2008-01-08",9.55
"257","2008-01-09",9
"258","2008-01-10",8.98
"259","2008-01-11",8.81
"260","2008-01-14",8.75
"261","2008-01-15",8.62
"262","2008-01-16",8.54
"263","2008-01-17",8.19
"264","2008-01-18",8.5
"265","2008-01-22",8
"266","2008-01-23",7.9
"267","2008-01-24",8
"268","2008-01-25",7.97
"269","2008-01-28",7.88
"270","2008-01-29",7.74
"271","2008-01-30",8
"272","2008-01-31",7.9
"273","2008-02-01",7.85
"274","2008-02-04",7.85
"275","2008-02-05",7.8
"276","2008-02-06",7.76
"277","2008-02-07",7.71
"278","2008-02-08",7.75
"279","2008-02-11",7.63
"280","2008-02-12",7.72
"281","2008-02-13",7.8
"282","2008-02-14",7.87
"283","2008-02-15",7.81
"284","2008-02-19",7.75
"285","2008-02-20",7.83
"286","2008-02-21",7.91
"287","2008-02-22",8.02
"288","2008-02-25",7.99
"289","2008-02-26",7.96
"290","2008-02-27",7.99
"291","2008-02-28",7.9
"292","2008-02-29",8.01
"293","2008-03-03",7.87
"294","2008-03-04",7.9
"295","2008-03-05",7.88
"296","2008-03-06",7.85
"297","2008-03-07",7.8
"298","2008-03-10",7.8
"299","2008-03-11",7.99
"300","2008-03-12",8.03
"301","2008-03-13",8.2
"302","2008-03-14",8.11
"303","2008-03-17",7.95
"304","2008-03-18",8
"305","2008-03-19",8.09
"306","2008-03-20",8.22
"307","2008-03-24",8.42
"308","2008-03-25",8.56
"309","2008-03-26",8.5
"310","2008-03-27",8.55
"311","2008-03-28",8.5
"312","2008-03-31",8.56
"313","2008-04-01",8.8
"314","2008-04-02",8.84
"315","2008-04-03",8.65
"316","2008-04-04",8.53
"317","2008-04-07",8.48
"318","2008-04-08",8.42
"319","2008-04-09",8.38
"320","2008-04-10",8.54
"321","2008-04-11",8.37
"322","2008-04-14",8.29
"323","2008-04-15",8.3
"324","2008-04-16",8.5
"325","2008-04-17",8.72
"326","2008-04-18",9
"327","2008-04-21",8.88
"328","2008-04-22",8.69
"329","2008-04-23",8.9
"330","2008-04-24",9.31
"331","2008-04-25",9.14
"332","2008-04-28",9.32
"333","2008-04-29",9.44
"334","2008-04-30",9.49
"335","2008-05-01",9.52
"336","2008-05-02",9.23
"337","2008-05-05",9.34
"338","2008-05-06",9.09
"339","2008-05-07",9.18
"340","2008-05-08",8.97
"341","2008-05-09",9.24
"342","2008-05-12",9.18
"343","2008-05-13",9.53
"344","2008-05-14",9.69
"345","2008-05-15",9.42
"346","2008-05-16",9.47
"347","2008-05-19",9.09
"348","2008-05-20",9.03
"349","2008-05-21",8.63
"350","2008-05-22",8.74
"351","2008-05-23",8.59
"352","2008-05-27",8.48
"353","2008-05-28",8.58
"354","2008-05-29",8.59
"355","2008-05-30",8.68
"356","2008-06-02",8.56
"357","2008-06-03",8.39
"358","2008-06-04",7.99
"359","2008-06-05",8.24
"360","2008-06-06",8.07
"361","2008-06-09",8.03
"362","2008-06-10",7.78
"363","2008-06-11",7.76
"364","2008-06-12",7.81
"365","2008-06-13",7.55
"366","2008-06-16",7.69
"367","2008-06-17",7.65
"368","2008-06-18",7.4
"369","2008-06-19",7.31
"370","2008-06-20",7.1
"371","2008-06-23",7.05
"372","2008-06-24",6.9
"373","2008-06-25",6.95
"374","2008-06-26",6.85
"375","2008-06-27",7.05
"376","2008-06-30",7.97
"377","2008-07-01",7.96
"378","2008-07-02",7.8
"379","2008-07-03",8.36
"380","2008-07-07",8.86
"381","2008-07-08",8.88
"382","2008-07-09",8.96
"383","2008-07-10",8.67
"384","2008-07-11",8.71
"385","2008-07-14",8.51
"386","2008-07-15",8.31
"387","2008-07-16",8.73
"388","2008-07-17",8.67
"389","2008-07-18",8.69
"390","2008-07-21",8.8
"391","2008-07-22",8.72
"392","2008-07-23",8.73
"393","2008-07-24",8.55
"394","2008-07-25",8.5
"395","2008-07-28",8.51
"396","2008-07-29",8.54
"397","2008-07-30",8.33
"398","2008-07-31",8.46
"399","2008-08-01",8.39
"400","2008-08-04",8.49
"401","2008-08-05",8.79
"402","2008-08-06",8.56
"403","2008-08-07",8.41
"404","2008-08-08",8.5
"405","2008-08-11",8.63
"406","2008-08-12",8.55
"407","2008-08-13",8.75
"408","2008-08-14",8.59
"409","2008-08-15",8.41
"410","2008-08-18",8.53
"411","2008-08-19",8.49
"412","2008-08-20",8.56
"413","2008-08-21",8.39
"414","2008-08-22",8.45
"415","2008-08-25",8.5
"416","2008-08-26",8.37
"417","2008-08-27",8.37
"418","2008-08-28",8.41
"419","2008-08-29",8.53
"420","2008-09-02",8.64
"421","2008-09-03",8.66
"422","2008-09-04",8.6
"423","2008-09-05",8.75
"424","2008-09-08",8.85
"425","2008-09-09",8.5
"426","2008-09-10",8.68
"427","2008-09-11",8.82
"428","2008-09-12",8.87
"429","2008-09-15",8.37
"430","2008-09-16",8.06
"431","2008-09-17",7.96
"432","2008-09-18",7.74
"433","2008-09-19",8.59
"434","2008-09-22",8.05
"435","2008-09-23",7.72
"436","2008-09-24",7.67
"437","2008-09-25",7.82
"438","2008-09-26",7.82
"439","2008-09-29",7.92
"440","2008-09-30",8.02
"441","2008-10-01",7.88
"442","2008-10-02",7.88
"443","2008-10-03",7.78
"444","2008-10-06",7.42
"445","2008-10-07",7.19
"446","2008-10-08",5.84
"447","2008-10-09",5.3
"448","2008-10-10",4.88
"449","2008-10-13",4.4
"450","2008-10-14",4.06
"451","2008-10-15",4.08
"452","2008-10-16",3.94
"453","2008-10-17",3.85
"454","2008-10-20",3.86
"455","2008-10-21",3.81
"456","2008-10-22",3.55
"457","2008-10-23",3.23
"458","2008-10-24",2.81
"459","2008-10-27",2.92
"460","2008-10-28",2.92
"461","2008-10-29",2.95
"462","2008-10-30",2.81
"463","2008-10-31",2.77
"464","2008-11-03",2.85
"465","2008-11-04",3
"466","2008-11-05",3.26
"467","2008-11-06",3.28
"468","2008-11-07",3.25
"469","2008-11-10",3.28
"470","2008-11-11",3.21
"471","2008-11-12",2.95
"472","2008-11-13",3.15
"473","2008-11-14",2.89
"474","2008-11-17",2.75
"475","2008-11-18",2.75
"476","2008-11-19",2.25
"477","2008-11-20",1.98
"478","2008-11-21",1.97
"479","2008-11-24",2.71
"480","2008-11-25",2.8
"481","2008-11-26",2.7
"482","2008-11-28",2.6
"483","2008-12-01",2.77
"484","2008-12-02",3.04
"485","2008-12-03",3.1
"486","2008-12-04",2.96
"487","2008-12-05",3
"488","2008-12-08",2.84
"489","2008-12-09",2.71
"490","2008-12-10",2.77
"491","2008-12-11",2.68
"492","2008-12-12",3.23
"493","2008-12-15",2.7
"494","2008-12-16",2.7
"495","2008-12-17",2.75
"496","2008-12-18",2.67
"497","2008-12-19",2.55
"498","2008-12-22",2.2
"499","2008-12-23",2.1
"500","2008-12-24",2.12
"501","2008-12-26",2.18
"502","2008-12-29",2.12
"503","2008-12-30",2.11
"504","2008-12-31",2.38
"505","2009-01-02",2.73
"506","2009-01-05",3.25
"507","2009-01-06",3.15
"508","2009-01-07",3.19
"509","2009-01-08",3.11
"510","2009-01-09",3.19
"511","2009-01-12",3.05
"512","2009-01-13",2.96
"513","2009-01-14",2.24
"514","2009-01-15",2.27
"515","2009-01-16",2.23
"516","2009-01-20",2.28
"517","2009-01-21",2.45
"518","2009-01-22",2.42
"519","2009-01-23",2.24
"520","2009-01-26",2.22
"521","2009-01-27",2.21
"522","2009-01-28",2.11
"523","2009-01-29",2.01
"524","2009-01-30",2.23
"525","2009-02-02",2.19
"526","2009-02-03",2.29
"527","2009-02-04",2.15
"528","2009-02-05",2.42
"529","2009-02-06",2.59
"530","2009-02-09",2.64
"531","2009-02-10",2.57
"532","2009-02-11",2.6
"533","2009-02-12",2.68
"534","2009-02-13",2.6
"535","2009-02-17",2.51
"536","2009-02-18",2.5
"537","2009-02-19",2.55
"538","2009-02-20",2.6
"539","2009-02-23",2.6
"540","2009-02-24",2.79
"541","2009-02-25",2.7
"542","2009-02-26",2.69
"543","2009-02-27",2.85
"544","2009-03-02",2.89
"545","2009-03-03",2.82
"546","2009-03-04",2.9
"547","2009-03-05",2.8
"548","2009-03-06",2.78
"549","2009-03-09",2.74
"550","2009-03-10",2.78
"551","2009-03-11",2.77
"552","2009-03-12",2.8
"553","2009-03-13",2.84
"554","2009-03-16",2.88
"555","2009-03-17",2.85
"556","2009-03-18",2.84
"557","2009-03-19",2.83
"558","2009-03-20",2.94
"559","2009-03-23",2.91
"560","2009-03-24",2.9
"561","2009-03-25",2.86
"562","2009-03-26",2.94
"563","2009-03-27",2.86
"564","2009-03-30",2.8
"565","2009-03-31",2.93
"566","2009-04-01",2.95
"567","2009-04-02",3
"568","2009-04-03",2.94
"569","2009-04-06",3.05
"570","2009-04-07",3.05
"571","2009-04-08",3.03
"572","2009-04-09",3.14
"573","2009-04-13",3.02
"574","2009-04-14",3.08
"575","2009-04-15",3.15
"576","2009-04-16",3.21
"577","2009-04-17",3.3
"578","2009-04-20",3.33
"579","2009-04-21",3.5
"580","2009-04-22",3.62
"581","2009-04-23",3.77
"582","2009-04-24",4.02
"583","2009-04-27",3.88
"584","2009-04-28",3.96
"585","2009-04-29",4.28
"586","2009-04-30",4.57
"587","2009-05-01",4.38
"588","2009-05-04",4.33
"589","2009-05-05",4.38
"590","2009-05-06",4.7
"591","2009-05-07",4.67
"592","2009-05-08",4.66
"593","2009-05-11",4.59
"594","2009-05-12",4.56
"595","2009-05-13",4.44
"596","2009-05-14",4.7
"597","2009-05-15",4.64
"598","2009-05-18",4.75
"599","2009-05-19",4.64
"600","2009-05-20",4.73
"601","2009-05-21",4.67
"602","2009-05-22",4.77
"603","2009-05-26",4.8
"604","2009-05-27",5.03
"605","2009-05-28",4.88
"606","2009-05-29",4.9
"607","2009-06-01",4.89
"608","2009-06-02",4.72
"609","2009-06-03",4.76
"610","2009-06-04",4.84
"611","2009-06-05",4.94
"612","2009-06-08",4.85
"613","2009-06-09",4.91
"614","2009-06-10",4.93
"615","2009-06-11",4.99
"616","2009-06-12",4.93
"617","2009-06-15",4.56
"618","2009-06-16",4.45
"619","2009-06-17",4.43
"620","2009-06-18",4.29
"621","2009-06-19",4.35
"622","2009-06-22",4.3
"623","2009-06-23",4.43
"624","2009-06-24",4.24
"625","2009-06-25",4.23
"626","2009-06-26",4.81
"627","2009-06-29",4.36
"628","2009-06-30",4.8
"629","2009-07-01",4.7
"630","2009-07-02",4.5
"631","2009-07-06",4.07
"632","2009-07-07",4.24
"633","2009-07-08",4.25
"634","2009-07-09",4.31
"635","2009-07-10",4.3
"636","2009-07-13",4.38
"637","2009-07-14",4.3
"638","2009-07-15",4.61
"639","2009-07-16",4.7
"640","2009-07-17",4.7
"641","2009-07-20",4.67
"642","2009-07-21",4.66
"643","2009-07-22",4.86
"644","2009-07-23",5.21
"645","2009-07-24",5.18
"646","2009-07-27",5.11
"647","2009-07-28",5.19
"648","2009-07-29",5.02
"649","2009-07-30",5.15
"650","2009-07-31",5.26
"651","2009-08-03",5.17
"652","2009-08-04",5.16
"653","2009-08-05",4.93
"654","2009-08-06",5.15
"655","2009-08-07",5.22
"656","2009-08-10",5.3
"657","2009-08-11",5.28
"658","2009-08-12",5.65
"659","2009-08-13",5.58
"660","2009-08-14",5.59
"661","2009-08-17",5.61
"662","2009-08-18",6.34
"663","2009-08-19",6.17
"664","2009-08-20",6.08
"665","2009-08-21",6.2
"666","2009-08-24",6.09
"667","2009-08-25",5.96
"668","2009-08-26",5.93
"669","2009-08-27",6
"670","2009-08-28",5.98
"671","2009-08-31",5.8
"672","2009-09-01",5.6
"673","2009-09-02",5.56
"674","2009-09-03",5.48
"675","2009-09-04",5.48
"676","2009-09-08",5.32
"677","2009-09-09",5.6
"678","2009-09-10",5.87
"679","2009-09-11",5.99
"680","2009-09-14",6
"681","2009-09-15",6
"682","2009-09-16",6
"683","2009-09-17",6
"684","2009-09-18",6
"685","2009-09-21",5.95
"686","2009-09-22",6.13
"687","2009-09-23",6
"688","2009-09-24",6.13
"689","2009-09-25",6.08
"690","2009-09-28",5.93
"691","2009-09-29",5.95
"692","2009-09-30",5.75
"693","2009-10-01",5.57
"694","2009-10-02",5.65
"695","2009-10-05",5.84
"696","2009-10-06",6
"697","2009-10-07",5.8
"698","2009-10-08",5.76
"699","2009-10-09",5.75
"700","2009-10-12",5.8
"701","2009-10-13",5.69
"702","2009-10-14",5.57
"703","2009-10-15",5.36
"704","2009-10-16",5.45
"705","2009-10-19",5.65
"706","2009-10-20",5.62
"707","2009-10-21",5.33
"708","2009-10-22",5.16
"709","2009-10-23",5.05
"710","2009-10-26",4.77
"711","2009-10-27",4.68
"712","2009-10-28",4.58
"713","2009-10-29",5.01
"714","2009-10-30",4.77
"715","2009-11-02",4.57
"716","2009-11-03",4.66
"717","2009-11-04",5.16
"718","2009-11-05",5.05
"719","2009-11-06",5.1
"720","2009-11-09",4.98
"721","2009-11-10",4.88
"722","2009-11-11",5.03
"723","2009-11-12",4.9
"724","2009-11-13",4.91
"725","2009-11-16",4.95
"726","2009-11-17",4.88
"727","2009-11-18",4.95
"728","2009-11-19",4.94
"729","2009-11-20",5.06
"730","2009-11-23",5.09
"731","2009-11-24",4.91
"732","2009-11-25",4.91
"733","2009-11-27",4.62
"734","2009-11-30",4.51
"735","2009-12-01",4.55
"736","2009-12-02",4.89
"737","2009-12-03",4.91
"738","2009-12-04",5.02
"739","2009-12-07",4.92
"740","2009-12-08",4.84
"741","2009-12-09",4.86
"742","2009-12-10",4.78
"743","2009-12-11",4.8
"744","2009-12-14",4.81
"745","2009-12-15",4.63
"746","2009-12-16",4.61
"747","2009-12-17",4.52
"748","2009-12-18",4.59
"749","2009-12-21",4.63
"750","2009-12-22",4.47
"751","2009-12-23",4.49
"752","2009-12-24",4.53
"753","2009-12-28",4.52
"754","2009-12-29",4.72
"755","2009-12-30",4.75
"756","2009-12-31",4.94
"757","2010-01-04",4.85
"758","2010-01-05",4.75
"759","2010-01-06",4.78
"760","2010-01-07",4.86
"761","2010-01-08",4.78
"762","2010-01-11",4.85
"763","2010-01-12",4.71
"764","2010-01-13",4.83
"765","2010-01-14",4.85
"766","2010-01-15",4.96
"767","2010-01-19",5.53
"768","2010-01-20",5.75
"769","2010-01-21",5.55
"770","2010-01-22",5.68
"771","2010-01-25",5.9
"772","2010-01-26",5.92
"773","2010-01-27",5.96
"774","2010-01-28",5.99
"775","2010-01-29",5.93
"776","2010-02-01",5.92
"777","2010-02-02",5.86
"778","2010-02-03",5.75
"779","2010-02-04",5.74
"780","2010-02-05",5.86
"781","2010-02-08",5.89
"782","2010-02-09",5.99
"783","2010-02-10",5.96
"784","2010-02-11",5.98
"785","2010-02-12",6.05
"786","2010-02-16",6.04
"787","2010-02-17",6.23
"788","2010-02-18",6.19
"789","2010-02-19",6.44
"790","2010-02-22",6.41
"791","2010-02-23",6.24
"792","2010-02-24",6.19
"793","2010-02-25",6.24
"794","2010-02-26",6.32
"795","2010-03-01",6.41
"796","2010-03-02",6.35
"797","2010-03-03",6.44
"798","2010-03-04",6.46
"799","2010-03-05",6.53
"800","2010-03-08",6.52
"801","2010-03-09",6.53
"802","2010-03-10",6.6
"803","2010-03-11",6.6
"804","2010-03-12",6.52
"805","2010-03-15",6.58
"806","2010-03-16",6.55
"807","2010-03-17",6.59
"808","2010-03-18",6.5
"809","2010-03-19",6.48
"810","2010-03-22",6.6
"811","2010-03-23",6.79
"812","2010-03-24",6.71
"813","2010-03-25",6.89
"814","2010-03-26",7.06
"815","2010-03-29",7.04
"816","2010-03-30",7.1
"817","2010-03-31",7.22
"818","2010-04-01",7.21
"819","2010-04-05",7.15
"820","2010-04-06",7.13
"821","2010-04-07",7.15
"822","2010-04-08",7.19
"823","2010-04-09",7.31
"824","2010-04-12",7.54
"825","2010-04-13",7.58
"826","2010-04-14",7.72
"827","2010-04-15",7.87
"828","2010-04-16",7.7
"829","2010-04-19",7.74
"830","2010-04-20",7.83
"831","2010-04-21",7.77
"832","2010-04-22",7.91
"833","2010-04-23",7.84
"834","2010-04-26",7.74
"835","2010-04-27",7.65
"836","2010-04-28",7.7
"837","2010-04-29",7.83
"838","2010-04-30",7.64
"839","2010-05-03",7.73
"840","2010-05-04",7.36
"841","2010-05-05",7.22
"842","2010-05-06",6.91
"843","2010-05-07",6.43
"844","2010-05-10",6.59
"845","2010-05-11",6.93
"846","2010-05-12",7.01
"847","2010-05-13",7.34
"848","2010-05-14",7.25
"849","2010-05-17",7.17
"850","2010-05-18",6.95
"851","2010-05-19",7.1
"852","2010-05-20",6.34
"853","2010-05-21",6.7
"854","2010-05-24",6.63
"855","2010-05-25",6.56
"856","2010-05-26",6.41
"857","2010-05-27",6.72
"858","2010-05-28",6.59
"859","2010-06-01",6.38
"860","2010-06-02",6.51
"861","2010-06-03",6.48
"862","2010-06-04",6.13
"863","2010-06-07",5.86
"864","2010-06-08",5.86
"865","2010-06-09",6.11
"866","2010-06-10",6.41
"867","2010-06-11",6.92
"868","2010-06-14",6.58
"869","2010-06-15",6.97
"870","2010-06-16",6.85
"871","2010-06-17",6.92
"872","2010-06-18",6.73
"873","2010-06-21",6.58
"874","2010-06-22",6.38
"875","2010-06-23",6.18
"876","2010-06-24",6.21
"877","2010-06-25",6.48
"878","2010-06-28",6.4
"879","2010-06-29",6.11
"880","2010-06-30",5.97
"881","2010-07-01",5.93
"882","2010-07-02",6.03
"883","2010-07-06",5.92
"884","2010-07-07",6.16
"885","2010-07-08",6.21
"886","2010-07-09",6.64
"887","2010-07-12",6.35
"888","2010-07-13",6.84
"889","2010-07-14",6.89
"890","2010-07-15",6.86
"891","2010-07-16",6.54
"892","2010-07-19",6.49
"893","2010-07-20",6.76
"894","2010-07-21",6.59
"895","2010-07-22",7.19
"896","2010-07-23",7.36
"897","2010-07-26",7.61
"898","2010-07-27",7.55
"899","2010-07-28",7.44
"900","2010-07-29",7.57
"901","2010-07-30",7.45
"902","2010-08-02",7.49
"903","2010-08-03",7.43
"904","2010-08-04",7.56
"905","2010-08-05",7.14
"906","2010-08-06",7.18
"907","2010-08-09",7.16
"908","2010-08-10",6.84
"909","2010-08-11",6.58
"910","2010-08-12",6.52
"911","2010-08-13",6.32
"912","2010-08-16",6.42
"913","2010-08-17",6.61
"914","2010-08-18",6.68
"915","2010-08-19",6.29
"916","2010-08-20",6.34
"917","2010-08-23",6.26
"918","2010-08-24",6.25
"919","2010-08-25",6.35
"920","2010-08-26",6.31
"921","2010-08-27",6.48
"922","2010-08-30",6.29
"923","2010-08-31",6.25
"924","2010-09-01",6.53
"925","2010-09-02",6.7
"926","2010-09-03",6.87
"927","2010-09-07",6.65
"928","2010-09-08",6.71
"929","2010-09-09",7.03
"930","2010-09-10",7.13
"931","2010-09-13",7.23
"932","2010-09-14",7.04
"933","2010-09-15",6.93
"934","2010-09-16",6.93
"935","2010-09-17",6.98
"936","2010-09-20",7.17
"937","2010-09-21",7.37
"938","2010-09-22",7.23
"939","2010-09-23",7.23
"940","2010-09-24",7.48
"941","2010-09-27",7.38
"942","2010-09-28",7.48
"943","2010-09-29",7.45
"944","2010-09-30",7.44
"945","2010-10-01",7.36
"946","2010-10-04",7.2
"947","2010-10-05",7.62
"948","2010-10-06",7.97
"949","2010-10-07",7.72
"950","2010-10-08",7.94
"951","2010-10-11",7.9
"952","2010-10-12",7.98
"953","2010-10-13",8.05
"954","2010-10-14",8.09
"955","2010-10-15",8.05
"956","2010-10-18",8.09
"957","2010-10-19",8
"958","2010-10-20",8.16
"959","2010-10-21",8.13
"960","2010-10-22",8.14
"961","2010-10-25",8.09
"962","2010-10-26",8.07
"963","2010-10-27",7.97
"964","2010-10-28",7.89
"965","2010-10-29",7.87
"966","2010-11-01",7.78
"967","2010-11-02",8.03
"968","2010-11-03",8.03
"969","2010-11-04",7.93
"970","2010-11-05",7.56
"971","2010-11-08",7.49
"972","2010-11-09",7.46
"973","2010-11-10",7.4
"974","2010-11-11",7.44
"975","2010-11-12",7.42
"976","2010-11-15",7.5
"977","2010-11-16",7.45
"978","2010-11-17",7.43
"979","2010-11-18",7.55
"980","2010-11-19",7.7
"981","2010-11-22",7.78
"982","2010-11-23",7.92
"983","2010-11-24",7.94
"984","2010-11-26",7.8
"985","2010-11-29",7.78
"986","2010-11-30",7.67
"987","2010-12-01",8
"988","2010-12-02",8
"989","2010-12-03",8.1
"990","2010-12-06",8.01
"991","2010-12-07",8.05
"992","2010-12-08",7.99
"993","2010-12-09",8.04
"994","2010-12-10",8.28
"995","2010-12-13",8.28
"996","2010-12-14",8.26
"997","2010-12-15",8.03
"998","2010-12-16",8.02
"999","2010-12-17",8.14
"1000","2010-12-20",8.13
"1001","2010-12-21",8.13
"1002","2010-12-22",8.08
