"","date","SPPI"
"79","2007-04-26",7.03
"80","2007-04-27",6.99
"81","2007-04-30",6.71
"82","2007-05-01",6.59
"83","2007-05-02",6.61
"84","2007-05-03",6.52
"85","2007-05-04",6.55
"86","2007-05-07",6.51
"87","2007-05-08",6.46
"88","2007-05-09",6.58
"89","2007-05-10",6.47
"90","2007-05-11",6.45
"91","2007-05-14",6.37
"92","2007-05-15",6.25
"93","2007-05-16",6.28
"94","2007-05-17",6.26
"95","2007-05-18",6.37
"96","2007-05-21",6.29
"97","2007-05-22",6.26
"98","2007-05-23",6.31
"99","2007-05-24",6.4
"100","2007-05-25",6.49
"101","2007-05-29",6.45
"102","2007-05-30",6.45
"103","2007-05-31",6.55
"104","2007-06-01",6.63
"105","2007-06-04",6.74
"106","2007-06-05",6.65
"107","2007-06-06",6.6
"108","2007-06-07",6.61
"109","2007-06-08",6.57
"110","2007-06-11",6.56
"111","2007-06-12",6.55
"112","2007-06-13",6.55
"113","2007-06-14",6.51
"114","2007-06-15",6.57
"115","2007-06-18",6.59
"116","2007-06-19",6.65
"117","2007-06-20",6.61
"118","2007-06-21",6.61
"119","2007-06-22",6.65
"120","2007-06-25",6.64
"121","2007-06-26",6.63
"122","2007-06-27",6.72
"123","2007-06-28",6.87
"124","2007-06-29",7.17
"125","2007-07-02",7.41
"126","2007-07-03",7.57
"127","2007-07-05",7.55
"128","2007-07-06",7.56
"129","2007-07-09",7.67
"130","2007-07-10",7.54
"131","2007-07-11",7.63
"132","2007-07-12",7.17
"133","2007-07-13",7.48
"134","2007-07-16",7.21
"135","2007-07-17",6.97
"136","2007-07-18",6.74
"137","2007-07-19",6.9
"138","2007-07-20",5.45
"139","2007-07-23",5.3
"140","2007-07-24",4.8
"141","2007-07-25",3.96
"142","2007-07-26",4.05
"143","2007-07-27",4
"144","2007-07-30",3.9
"145","2007-07-31",3.77
"146","2007-08-01",3.65
"147","2007-08-02",3.7
"148","2007-08-03",3.6
"149","2007-08-06",3.69
"150","2007-08-07",3.71
"151","2007-08-08",4
"152","2007-08-09",4.18
"153","2007-08-10",4.45
"154","2007-08-13",4.5
"155","2007-08-14",4.43
"156","2007-08-15",4.39
"157","2007-08-16",4.51
"158","2007-08-17",4.55
"159","2007-08-20",4.31
"160","2007-08-21",4.25
"161","2007-08-22",4.22
"162","2007-08-23",4.23
"163","2007-08-24",4.18
"164","2007-08-27",4.11
"165","2007-08-28",4.09
"166","2007-08-29",4.13
"167","2007-08-30",4.04
"168","2007-08-31",4.08
"169","2007-09-04",4.31
"170","2007-09-05",4.39
"171","2007-09-06",4.36
"172","2007-09-07",4.5
"173","2007-09-10",4.5
"174","2007-09-11",4.53
"175","2007-09-12",4.47
"176","2007-09-13",4.52
"177","2007-09-14",4.57
"178","2007-09-17",4.55
"179","2007-09-18",4.57
"180","2007-09-19",4.49
"181","2007-09-20",4.41
"182","2007-09-21",4.45
"183","2007-09-24",4.21
"184","2007-09-25",4.32
"185","2007-09-26",4.47
"186","2007-09-27",4.43
"187","2007-09-28",4.22
"188","2007-10-01",4.09
"189","2007-10-02",4.14
"190","2007-10-03",4.17
"191","2007-10-04",4.11
"192","2007-10-05",4.09
"193","2007-10-08",4.16
"194","2007-10-09",4.55
"195","2007-10-10",4.61
"196","2007-10-11",4.59
"197","2007-10-12",4.54
"198","2007-10-15",4.32
"199","2007-10-16",4.2
"200","2007-10-17",4.35
"201","2007-10-18",4.19
"202","2007-10-19",4.11
"203","2007-10-22",4.13
"204","2007-10-23",4.1
"205","2007-10-24",4.26
"206","2007-10-25",4.2
"207","2007-10-26",4.22
"208","2007-10-29",4.15
"209","2007-10-30",4.14
"210","2007-10-31",3.79
"211","2007-11-01",3.99
"212","2007-11-02",4.15
"213","2007-11-05",3.86
"214","2007-11-06",3.56
"215","2007-11-07",3.42
"216","2007-11-08",3.49
"217","2007-11-09",3.3
"218","2007-11-12",3.2
"219","2007-11-13",3.16
"220","2007-11-14",3
"221","2007-11-15",3.02
"222","2007-11-16",3.08
"223","2007-11-19",2.98
"224","2007-11-20",2.78
"225","2007-11-21",2.76
"226","2007-11-23",2.75
"227","2007-11-26",2.82
"228","2007-11-27",2.8
"229","2007-11-28",2.89
"230","2007-11-29",3.15
"231","2007-11-30",3.27
"232","2007-12-03",3.23
"233","2007-12-04",3.18
"234","2007-12-05",3.15
"235","2007-12-06",3.12
"236","2007-12-07",3.1
"237","2007-12-10",3
"238","2007-12-11",2.95
"239","2007-12-12",2.78
"240","2007-12-13",2.85
"241","2007-12-14",2.85
"242","2007-12-17",2.77
"243","2007-12-18",2.78
"244","2007-12-19",2.96
"245","2007-12-20",3.04
"246","2007-12-21",3
"247","2007-12-24",3
"248","2007-12-26",2.94
"249","2007-12-27",2.82
"250","2007-12-28",2.79
"251","2007-12-31",2.72
"252","2008-01-02",2.68
"253","2008-01-03",2.68
"254","2008-01-04",2.61
"255","2008-01-07",2.61
"256","2008-01-08",2.53
"257","2008-01-09",2.37
"258","2008-01-10",2.39
"259","2008-01-11",2.55
"260","2008-01-14",2.7
"261","2008-01-15",2.62
"262","2008-01-16",2.58
"263","2008-01-17",2.53
"264","2008-01-18",2.46
"265","2008-01-22",2.48
"266","2008-01-23",2.43
"267","2008-01-24",2.46
"268","2008-01-25",2.42
"269","2008-01-28",2.43
"270","2008-01-29",2.56
"271","2008-01-30",2.5
"272","2008-01-31",2.55
"273","2008-02-01",2.55
"274","2008-02-04",2.6
"275","2008-02-05",2.64
"276","2008-02-06",2.61
"277","2008-02-07",2.6
"278","2008-02-08",2.65
"279","2008-02-11",2.66
"280","2008-02-12",2.67
"281","2008-02-13",2.72
"282","2008-02-14",2.7
"283","2008-02-15",2.7
"284","2008-02-19",2.69
"285","2008-02-20",2.67
"286","2008-02-21",2.39
"287","2008-02-22",2.37
"288","2008-02-25",2.4
"289","2008-02-26",2.37
"290","2008-02-27",2.37
"291","2008-02-28",2.7
"292","2008-02-29",2.59
"293","2008-03-03",2.61
"294","2008-03-04",2.51
"295","2008-03-05",2.53
"296","2008-03-06",2.51
"297","2008-03-07",2.44
"298","2008-03-10",2.93
"299","2008-03-11",2.6
"300","2008-03-12",2.45
"301","2008-03-13",2.59
"302","2008-03-14",2.49
"303","2008-03-17",2.43
"304","2008-03-18",2.41
"305","2008-03-19",2.4
"306","2008-03-20",2.52
"307","2008-03-24",2.55
"308","2008-03-25",2.68
"309","2008-03-26",2.69
"310","2008-03-27",2.68
"311","2008-03-28",2.6
"312","2008-03-31",2.53
"313","2008-04-01",2.49
"314","2008-04-02",2.42
"315","2008-04-03",2.42
"316","2008-04-04",2.49
"317","2008-04-07",2.47
"318","2008-04-08",2.51
"319","2008-04-09",2.44
"320","2008-04-10",2.35
"321","2008-04-11",2.32
"322","2008-04-14",2.33
"323","2008-04-15",2.33
"324","2008-04-16",2.5
"325","2008-04-17",2.64
"326","2008-04-18",2.69
"327","2008-04-21",2.8
"328","2008-04-22",1.57
"329","2008-04-23",1.66
"330","2008-04-24",1.66
"331","2008-04-25",1.63
"332","2008-04-28",1.79
"333","2008-04-29",2
"334","2008-04-30",1.91
"335","2008-05-01",1.94
"336","2008-05-02",2.02
"337","2008-05-05",2.03
"338","2008-05-06",1.99
"339","2008-05-07",1.9
"340","2008-05-08",1.79
"341","2008-05-09",1.74
"342","2008-05-12",1.77
"343","2008-05-13",1.84
"344","2008-05-14",1.93
"345","2008-05-15",1.87
"346","2008-05-16",1.86
"347","2008-05-19",1.75
"348","2008-05-20",1.81
"349","2008-05-21",1.78
"350","2008-05-22",1.8
"351","2008-05-23",1.8
"352","2008-05-27",1.74
"353","2008-05-28",1.68
"354","2008-05-29",1.8
"355","2008-05-30",1.8
"356","2008-06-02",1.83
"357","2008-06-03",1.69
"358","2008-06-04",1.7
"359","2008-06-05",1.7
"360","2008-06-06",1.72
"361","2008-06-09",1.66
"362","2008-06-10",1.68
"363","2008-06-11",1.7
"364","2008-06-12",1.75
"365","2008-06-13",1.75
"366","2008-06-16",1.73
"367","2008-06-17",1.73
"368","2008-06-18",1.7
"369","2008-06-19",1.68
"370","2008-06-20",1.61
"371","2008-06-23",1.5
"372","2008-06-24",1.45
"373","2008-06-25",1.49
"374","2008-06-26",1.34
"375","2008-06-27",1.39
"376","2008-06-30",1.39
"377","2008-07-01",1.4
"378","2008-07-02",1.37
"379","2008-07-03",1.38
"380","2008-07-07",1.32
"381","2008-07-08",1.33
"382","2008-07-09",1.4
"383","2008-07-10",1.43
"384","2008-07-11",1.44
"385","2008-07-14",1.49
"386","2008-07-15",1.41
"387","2008-07-16",1.45
"388","2008-07-17",1.45
"389","2008-07-18",1.46
"390","2008-07-21",1.38
"391","2008-07-22",1.33
"392","2008-07-23",1.45
"393","2008-07-24",1.46
"394","2008-07-25",1.44
"395","2008-07-28",1.37
"396","2008-07-29",1.4
"397","2008-07-30",1.37
"398","2008-07-31",1.35
"399","2008-08-01",1.4
"400","2008-08-04",1.45
"401","2008-08-05",1.45
"402","2008-08-06",1.44
"403","2008-08-07",1.4
"404","2008-08-08",1.41
"405","2008-08-11",1.44
"406","2008-08-12",1.8
"407","2008-08-13",1.75
"408","2008-08-14",1.71
"409","2008-08-15",1.75
"410","2008-08-18",1.87
"411","2008-08-19",1.84
"412","2008-08-20",1.8
"413","2008-08-21",1.76
"414","2008-08-22",1.8
"415","2008-08-25",1.79
"416","2008-08-26",1.8
"417","2008-08-27",1.75
"418","2008-08-28",1.69
"419","2008-08-29",1.71
"420","2008-09-02",1.74
"421","2008-09-03",1.74
"422","2008-09-04",1.68
"423","2008-09-05",1.66
"424","2008-09-08",1.63
"425","2008-09-09",1.62
"426","2008-09-10",1.6
"427","2008-09-11",1.49
"428","2008-09-12",1.55
"429","2008-09-15",1.48
"430","2008-09-16",1.45
"431","2008-09-17",1.38
"432","2008-09-18",1.45
"433","2008-09-19",1.54
"434","2008-09-22",1.46
"435","2008-09-23",1.48
"436","2008-09-24",1.45
"437","2008-09-25",1.53
"438","2008-09-26",1.54
"439","2008-09-29",1.4
"440","2008-09-30",1.41
"441","2008-10-01",1.4
"442","2008-10-02",1.38
"443","2008-10-03",1.31
"444","2008-10-06",1.14
"445","2008-10-07",1.07
"446","2008-10-08",1.03
"447","2008-10-09",0.99
"448","2008-10-10",0.93
"449","2008-10-13",1.04
"450","2008-10-14",1.2
"451","2008-10-15",1.06
"452","2008-10-16",0.96
"453","2008-10-17",0.92
"454","2008-10-20",1.04
"455","2008-10-21",1.01
"456","2008-10-22",0.93
"457","2008-10-23",0.94
"458","2008-10-24",0.96
"459","2008-10-27",0.98
"460","2008-10-28",0.95
"461","2008-10-29",1.42
"462","2008-10-30",1.63
"463","2008-10-31",1.79
"464","2008-11-03",1.81
"465","2008-11-04",1.7
"466","2008-11-05",1.74
"467","2008-11-06",1.7
"468","2008-11-07",1.76
"469","2008-11-10",1.71
"470","2008-11-11",1.65
"471","2008-11-12",1.57
"472","2008-11-13",1.49
"473","2008-11-14",1.49
"474","2008-11-17",1.45
"475","2008-11-18",1.41
"476","2008-11-19",1.35
"477","2008-11-20",1.28
"478","2008-11-21",1.25
"479","2008-11-24",1.33
"480","2008-11-25",1.34
"481","2008-11-26",1.4
"482","2008-11-28",1.4
"483","2008-12-01",1.36
"484","2008-12-02",1.41
"485","2008-12-03",1.45
"486","2008-12-04",1.34
"487","2008-12-05",1.43
"488","2008-12-08",1.66
"489","2008-12-09",1.68
"490","2008-12-10",1.66
"491","2008-12-11",1.61
"492","2008-12-12",1.52
"493","2008-12-15",1.52
"494","2008-12-16",1.55
"495","2008-12-17",1.6
"496","2008-12-18",1.5
"497","2008-12-19",1.52
"498","2008-12-22",1.48
"499","2008-12-23",1.5
"500","2008-12-24",1.49
"501","2008-12-26",1.49
"502","2008-12-29",1.45
"503","2008-12-30",1.48
"504","2008-12-31",1.49
"505","2009-01-02",1.5
"506","2009-01-05",1.48
"507","2009-01-06",1.51
"508","2009-01-07",1.5
"509","2009-01-08",1.5
"510","2009-01-09",1.51
"511","2009-01-12",1.49
"512","2009-01-13",1.5
"513","2009-01-14",1.47
"514","2009-01-15",1.47
"515","2009-01-16",1.48
"516","2009-01-20",1.45
"517","2009-01-21",1.48
"518","2009-01-22",1.45
"519","2009-01-23",1.48
"520","2009-01-26",1.47
"521","2009-01-27",1.46
"522","2009-01-28",1.5
"523","2009-01-29",1.47
"524","2009-01-30",1.44
"525","2009-02-02",1.48
"526","2009-02-03",1.45
"527","2009-02-04",1.46
"528","2009-02-05",1.47
"529","2009-02-06",1.51
"530","2009-02-09",1.48
"531","2009-02-10",1.51
"532","2009-02-11",1.56
"533","2009-02-12",1.58
"534","2009-02-13",1.58
"535","2009-02-17",1.58
"536","2009-02-18",1.59
"537","2009-02-19",1.6
"538","2009-02-20",1.65
"539","2009-02-23",1.59
"540","2009-02-24",1.62
"541","2009-02-25",1.65
"542","2009-02-26",1.64
"543","2009-02-27",1.5
"544","2009-03-02",1.43
"545","2009-03-03",1.42
"546","2009-03-04",1.46
"547","2009-03-05",1.45
"548","2009-03-06",1.43
"549","2009-03-09",1.45
"550","2009-03-10",1.46
"551","2009-03-11",1.54
"552","2009-03-12",1.5
"553","2009-03-13",1.49
"554","2009-03-16",1.51
"555","2009-03-17",1.5
"556","2009-03-18",1.5
"557","2009-03-19",1.48
"558","2009-03-20",1.5
"559","2009-03-23",1.49
"560","2009-03-24",1.49
"561","2009-03-25",1.53
"562","2009-03-26",1.83
"563","2009-03-27",1.88
"564","2009-03-30",1.8
"565","2009-03-31",1.75
"566","2009-04-01",1.83
"567","2009-04-02",1.78
"568","2009-04-03",1.82
"569","2009-04-06",2.01
"570","2009-04-07",2.06
"571","2009-04-08",2.5
"572","2009-04-09",2.62
"573","2009-04-13",2.5
"574","2009-04-14",2.25
"575","2009-04-15",2.51
"576","2009-04-16",2.54
"577","2009-04-17",2.51
"578","2009-04-20",2.45
"579","2009-04-21",2.58
"580","2009-04-22",2.5
"581","2009-04-23",2.42
"582","2009-04-24",2.47
"583","2009-04-27",2.42
"584","2009-04-28",2.44
"585","2009-04-29",2.4
"586","2009-04-30",2.44
"587","2009-05-01",2.5
"588","2009-05-04",2.6
"589","2009-05-05",2.65
"590","2009-05-06",2.7
"591","2009-05-07",3.57
"592","2009-05-08",3.66
"593","2009-05-11",4.35
"594","2009-05-12",4.01
"595","2009-05-13",3.88
"596","2009-05-14",4.07
"597","2009-05-15",4
"598","2009-05-18",4.2
"599","2009-05-19",4.95
"600","2009-05-20",4.89
"601","2009-05-21",4.97
"602","2009-05-22",5.01
"603","2009-05-26",5.13
"604","2009-05-27",4.79
"605","2009-05-28",4.87
"606","2009-05-29",4.88
"607","2009-06-01",4.58
"608","2009-06-02",4.72
"609","2009-06-03",4.74
"610","2009-06-04",4.8
"611","2009-06-05",4.98
"612","2009-06-08",5.2
"613","2009-06-09",5.43
"614","2009-06-10",5.29
"615","2009-06-11",5.35
"616","2009-06-12",5.83
"617","2009-06-15",6.15
"618","2009-06-16",5.69
"619","2009-06-17",5.73
"620","2009-06-18",5.87
"621","2009-06-19",6.03
"622","2009-06-22",5.88
"623","2009-06-23",5.24
"624","2009-06-24",5.85
"625","2009-06-25",6.09
"626","2009-06-26",6.78
"627","2009-06-29",7.11
"628","2009-06-30",7.65
"629","2009-07-01",6.59
"630","2009-07-02",6.5
"631","2009-07-06",5.4
"632","2009-07-07",5.63
"633","2009-07-08",5.23
"634","2009-07-09",5.23
"635","2009-07-10",5.08
"636","2009-07-13",4.98
"637","2009-07-14",4.95
"638","2009-07-15",5.24
"639","2009-07-16",5.23
"640","2009-07-17",5.55
"641","2009-07-20",5.87
"642","2009-07-21",6.59
"643","2009-07-22",6.44
"644","2009-07-23",6.33
"645","2009-07-24",6.5
"646","2009-07-27",6.62
"647","2009-07-28",6.75
"648","2009-07-29",6.66
"649","2009-07-30",6.69
"650","2009-07-31",6.7
"651","2009-08-03",7.18
"652","2009-08-04",7.15
"653","2009-08-05",7.02
"654","2009-08-06",6.66
"655","2009-08-07",7.1
"656","2009-08-10",6.99
"657","2009-08-11",6.8
"658","2009-08-12",6.83
"659","2009-08-13",6.75
"660","2009-08-14",6.43
"661","2009-08-17",6.18
"662","2009-08-18",6.26
"663","2009-08-19",6.32
"664","2009-08-20",6.28
"665","2009-08-21",6.49
"666","2009-08-24",6.92
"667","2009-08-25",7.49
"668","2009-08-26",7.61
"669","2009-08-27",7.43
"670","2009-08-28",7.71
"671","2009-08-31",8.5
"672","2009-09-01",8.28
"673","2009-09-02",8.22
"674","2009-09-03",8.76
"675","2009-09-04",8.33
"676","2009-09-08",7.19
"677","2009-09-09",7.3
"678","2009-09-10",7.14
"679","2009-09-11",7.07
"680","2009-09-14",7.51
"681","2009-09-15",7.42
"682","2009-09-16",7.33
"683","2009-09-17",7.51
"684","2009-09-18",7.18
"685","2009-09-21",7.15
"686","2009-09-22",7.07
"687","2009-09-23",7.04
"688","2009-09-24",6.55
"689","2009-09-25",6.5
"690","2009-09-28",6.82
"691","2009-09-29",6.8
"692","2009-09-30",6.73
"693","2009-10-01",6.35
"694","2009-10-02",6.29
"695","2009-10-05",6.55
"696","2009-10-06",6.4
"697","2009-10-07",6.42
"698","2009-10-08",6.21
"699","2009-10-09",5.09
"700","2009-10-12",4.92
"701","2009-10-13",4.56
"702","2009-10-14",4.56
"703","2009-10-15",4.4
"704","2009-10-16",4.76
"705","2009-10-19",4.55
"706","2009-10-20",4.43
"707","2009-10-21",4.43
"708","2009-10-22",4.37
"709","2009-10-23",4.23
"710","2009-10-26",4.18
"711","2009-10-27",4.12
"712","2009-10-28",4.1
"713","2009-10-29",4.22
"714","2009-10-30",4.15
"715","2009-11-02",4.27
"716","2009-11-03",4.66
"717","2009-11-04",4.54
"718","2009-11-05",4.69
"719","2009-11-06",4.67
"720","2009-11-09",4.79
"721","2009-11-10",5
"722","2009-11-11",5.13
"723","2009-11-12",4.89
"724","2009-11-13",4.77
"725","2009-11-16",4.83
"726","2009-11-17",4.98
"727","2009-11-18",4.97
"728","2009-11-19",4.78
"729","2009-11-20",4.74
"730","2009-11-23",4.71
"731","2009-11-24",4.69
"732","2009-11-25",4.67
"733","2009-11-27",4.43
"734","2009-11-30",4.4
"735","2009-12-01",4.96
"736","2009-12-02",4.91
"737","2009-12-03",4.81
"738","2009-12-04",4.87
"739","2009-12-07",4.87
"740","2009-12-08",4.74
"741","2009-12-09",4.75
"742","2009-12-10",4.67
"743","2009-12-11",4.7
"744","2009-12-14",4.69
"745","2009-12-15",4.61
"746","2009-12-16",4.66
"747","2009-12-17",4.57
"748","2009-12-18",4.49
"749","2009-12-21",4.63
"750","2009-12-22",4.56
"751","2009-12-23",4.53
"752","2009-12-24",4.48
"753","2009-12-28",4.47
"754","2009-12-29",4.45
"755","2009-12-30",4.46
"756","2009-12-31",4.44
"757","2010-01-04",4.57
"758","2010-01-05",4.65
"759","2010-01-06",4.68
"760","2010-01-07",4.65
"761","2010-01-08",4.66
"762","2010-01-11",4.61
"763","2010-01-12",5.16
"764","2010-01-13",5.01
"765","2010-01-14",5.01
"766","2010-01-15",5
"767","2010-01-19",5.2
"768","2010-01-20",5.18
"769","2010-01-21",5.01
"770","2010-01-22",4.81
"771","2010-01-25",4.64
"772","2010-01-26",4.53
"773","2010-01-27",4.58
"774","2010-01-28",4.4
"775","2010-01-29",4.4
"776","2010-02-01",4.51
"777","2010-02-02",4.51
"778","2010-02-03",4.52
"779","2010-02-04",4.39
"780","2010-02-05",4.39
"781","2010-02-08",4.36
"782","2010-02-09",4.36
"783","2010-02-10",4.4
"784","2010-02-11",4.5
"785","2010-02-12",4.44
"786","2010-02-16",4.74
"787","2010-02-17",4.87
"788","2010-02-18",4.89
"789","2010-02-19",4.81
"790","2010-02-22",4.8
"791","2010-02-23",4.82
"792","2010-02-24",4.64
"793","2010-02-25",4.64
"794","2010-02-26",4.57
"795","2010-03-01",4.7
"796","2010-03-02",4.78
"797","2010-03-03",4.91
"798","2010-03-04",4.75
"799","2010-03-05",4.86
"800","2010-03-08",5.06
"801","2010-03-09",5.09
"802","2010-03-10",5.1
"803","2010-03-11",5.1
"804","2010-03-12",5.06
"805","2010-03-15",5.12
"806","2010-03-16",5.42
"807","2010-03-17",5.19
"808","2010-03-18",5.28
"809","2010-03-19",5.15
"810","2010-03-22",4.9
"811","2010-03-23",4.93
"812","2010-03-24",4.88
"813","2010-03-25",4.76
"814","2010-03-26",4.71
"815","2010-03-29",4.64
"816","2010-03-30",4.69
"817","2010-03-31",4.61
"818","2010-04-01",4.57
"819","2010-04-05",4.55
"820","2010-04-06",4.51
"821","2010-04-07",4.51
"822","2010-04-08",4.46
"823","2010-04-09",4.63
"824","2010-04-12",4.61
"825","2010-04-13",4.7
"826","2010-04-14",4.96
"827","2010-04-15",5
"828","2010-04-16",4.8
"829","2010-04-19",4.96
"830","2010-04-20",5.05
"831","2010-04-21",5.07
"832","2010-04-22",4.98
"833","2010-04-23",4.98
"834","2010-04-26",4.96
"835","2010-04-27",4.83
"836","2010-04-28",4.81
"837","2010-04-29",5.15
"838","2010-04-30",5.17
"839","2010-05-03",5.22
"840","2010-05-04",5.03
"841","2010-05-05",4.93
"842","2010-05-06",4.57
"843","2010-05-07",4.65
"844","2010-05-10",4.64
"845","2010-05-11",4.59
"846","2010-05-12",4.7
"847","2010-05-13",4.65
"848","2010-05-14",4.54
"849","2010-05-17",4.5
"850","2010-05-18",4.45
"851","2010-05-19",4.28
"852","2010-05-20",4.22
"853","2010-05-21",4.21
"854","2010-05-24",4.06
"855","2010-05-25",4.08
"856","2010-05-26",4.04
"857","2010-05-27",4.05
"858","2010-05-28",4.03
"859","2010-06-01",3.79
"860","2010-06-02",4
"861","2010-06-03",4.11
"862","2010-06-04",3.93
"863","2010-06-07",3.91
"864","2010-06-08",3.87
"865","2010-06-09",3.86
"866","2010-06-10",3.98
"867","2010-06-11",4.05
"868","2010-06-14",4.09
"869","2010-06-15",4.18
"870","2010-06-16",4.11
"871","2010-06-17",4.06
"872","2010-06-18",4.14
"873","2010-06-21",4.04
"874","2010-06-22",3.92
"875","2010-06-23",3.87
"876","2010-06-24",3.95
"877","2010-06-25",4.04
"878","2010-06-28",4
"879","2010-06-29",3.9
"880","2010-06-30",3.92
"881","2010-07-01",3.82
"882","2010-07-02",3.77
"883","2010-07-06",3.72
"884","2010-07-07",3.8
"885","2010-07-08",3.93
"886","2010-07-09",3.94
"887","2010-07-12",3.89
"888","2010-07-13",4.05
"889","2010-07-14",4.02
"890","2010-07-15",4.02
"891","2010-07-16",3.88
"892","2010-07-19",3.91
"893","2010-07-20",3.95
"894","2010-07-21",3.83
"895","2010-07-22",3.98
"896","2010-07-23",4.18
"897","2010-07-26",4.36
"898","2010-07-27",4.39
"899","2010-07-28",4.21
"900","2010-07-29",4.24
"901","2010-07-30",4.17
"902","2010-08-02",4.22
"903","2010-08-03",4.22
"904","2010-08-04",4.33
"905","2010-08-05",4.27
"906","2010-08-06",4.18
"907","2010-08-09",4.22
"908","2010-08-10",4.5
"909","2010-08-11",4.15
"910","2010-08-12",4.07
"911","2010-08-13",4
"912","2010-08-16",3.98
"913","2010-08-17",4.07
"914","2010-08-18",4.02
"915","2010-08-19",3.94
"916","2010-08-20",3.94
"917","2010-08-23",3.85
"918","2010-08-24",3.82
"919","2010-08-25",3.89
"920","2010-08-26",3.82
"921","2010-08-27",3.88
"922","2010-08-30",3.75
"923","2010-08-31",3.7
"924","2010-09-01",3.78
"925","2010-09-02",3.86
"926","2010-09-03",3.95
"927","2010-09-07",3.78
"928","2010-09-08",3.8
"929","2010-09-09",3.9
"930","2010-09-10",3.92
"931","2010-09-13",3.97
"932","2010-09-14",4.08
"933","2010-09-15",3.99
"934","2010-09-16",4.06
"935","2010-09-17",4.12
"936","2010-09-20",4.17
"937","2010-09-21",4.18
"938","2010-09-22",4.15
"939","2010-09-23",4.06
"940","2010-09-24",4.1
"941","2010-09-27",4.09
"942","2010-09-28",4.1
"943","2010-09-29",4.09
"944","2010-09-30",4.17
"945","2010-10-01",4.14
"946","2010-10-04",4.05
"947","2010-10-05",4.17
"948","2010-10-06",4.17
"949","2010-10-07",4.23
"950","2010-10-08",4.28
"951","2010-10-11",4.36
"952","2010-10-12",4.47
"953","2010-10-13",4.49
"954","2010-10-14",4.5
"955","2010-10-15",4.39
"956","2010-10-18",4.51
"957","2010-10-19",4.38
"958","2010-10-20",4.39
"959","2010-10-21",4.27
"960","2010-10-22",4.27
"961","2010-10-25",4.29
"962","2010-10-26",4.23
"963","2010-10-27",4.24
"964","2010-10-28",4.18
"965","2010-10-29",4.25
"966","2010-11-01",4.23
"967","2010-11-02",4.35
"968","2010-11-03",4.41
"969","2010-11-04",4.48
"970","2010-11-05",4.41
"971","2010-11-08",4.37
"972","2010-11-09",4.31
"973","2010-11-10",4.42
"974","2010-11-11",4.42
"975","2010-11-12",4.57
"976","2010-11-15",4.64
"977","2010-11-16",4.47
"978","2010-11-17",4.49
"979","2010-11-18",4.6
"980","2010-11-19",4.69
"981","2010-11-22",4.6
"982","2010-11-23",4.51
"983","2010-11-24",4.58
"984","2010-11-26",4.53
"985","2010-11-29",4.58
"986","2010-11-30",4.45
"987","2010-12-01",4.65
"988","2010-12-02",4.73
"989","2010-12-03",4.95
"990","2010-12-06",5.41
"991","2010-12-07",5.44
"992","2010-12-08",5.39
"993","2010-12-09",5.54
"994","2010-12-10",5.6
"995","2010-12-13",5.67
"996","2010-12-14",5.65
"997","2010-12-15",5.88
"998","2010-12-16",6.24
"999","2010-12-17",6.02
"1000","2010-12-20",6.29
