"","date","AWI"
"1","2007-01-03",42.400002
"2","2007-01-04",42
"3","2007-01-05",42.130001
"4","2007-01-08",41.970001
"5","2007-01-09",41.939999
"6","2007-01-10",41.950001
"7","2007-01-11",42.400002
"8","2007-01-12",43
"9","2007-01-16",44.189999
"10","2007-01-17",44.799999
"11","2007-01-18",44.639999
"12","2007-01-19",44.5
"13","2007-01-22",44.060001
"14","2007-01-23",43.509998
"15","2007-01-24",43.720001
"16","2007-01-25",43.990002
"17","2007-01-26",43.709999
"18","2007-01-29",43.299999
"19","2007-01-30",43.400002
"20","2007-01-31",44.040001
"21","2007-02-01",45.5
"22","2007-02-02",46.220001
"23","2007-02-05",46.299999
"24","2007-02-06",47
"25","2007-02-07",47.09
"26","2007-02-08",47.18
"27","2007-02-09",46.959999
"28","2007-02-12",46.639999
"29","2007-02-13",46.540001
"30","2007-02-14",46.529999
"31","2007-02-15",51.459999
"32","2007-02-16",52.380001
"33","2007-02-20",52.830002
"34","2007-02-21",52.849998
"35","2007-02-22",51.73
"36","2007-02-23",50.900002
"37","2007-02-26",51.150002
"38","2007-02-27",51.5
"39","2007-02-28",50.139999
"40","2007-03-01",50
"41","2007-03-02",49.700001
"42","2007-03-05",49.490002
"43","2007-03-06",49.529999
"44","2007-03-07",49.529999
"45","2007-03-08",50
"46","2007-03-09",52.009998
"47","2007-03-12",51.75
"48","2007-03-13",50.650002
"49","2007-03-14",50.68
"50","2007-03-15",50.830002
"51","2007-03-16",53
"52","2007-03-19",53
"53","2007-03-20",53.009998
"54","2007-03-21",52.900002
"55","2007-03-22",53
"56","2007-03-23",53.18
"57","2007-03-26",53
"58","2007-03-27",52.029999
"59","2007-03-28",51.189999
"60","2007-03-29",50.919998
"61","2007-03-30",50.849998
"62","2007-04-02",50.889999
"63","2007-04-03",51.259998
"64","2007-04-04",51.75
"65","2007-04-05",51.279999
"66","2007-04-09",51.080002
"67","2007-04-10",50.990002
"68","2007-04-11",50.900002
"69","2007-04-12",50.349998
"70","2007-04-13",51.709999
"71","2007-04-16",51.330002
"72","2007-04-17",51.110001
"73","2007-04-18",51.009998
"74","2007-04-19",51.209999
"75","2007-04-20",51.25
"76","2007-04-23",51.400002
"77","2007-04-24",51.349998
"78","2007-04-25",51.369999
"79","2007-04-26",51.369999
"80","2007-04-27",51.400002
"81","2007-04-30",51
"82","2007-05-01",50.990002
"83","2007-05-02",51.419998
"84","2007-05-03",53.860001
"85","2007-05-04",53.830002
"86","2007-05-07",53.98
"87","2007-05-08",54
"88","2007-05-09",54.400002
"89","2007-05-10",53.900002
"90","2007-05-11",54.049999
"91","2007-05-14",54.25
"92","2007-05-15",54.25
"93","2007-05-16",54.139999
"94","2007-05-17",53.869999
"95","2007-05-18",54
"96","2007-05-21",53.98
"97","2007-05-22",54
"98","2007-05-23",54.490002
"99","2007-05-24",54.299999
"100","2007-05-25",54.299999
"101","2007-05-29",54.5
"102","2007-05-30",54.57
"103","2007-05-31",56.029999
"104","2007-06-01",56.709999
"105","2007-06-04",56.990002
"106","2007-06-05",56.939999
"107","2007-06-06",56.25
"108","2007-06-07",56
"109","2007-06-08",55.66
"110","2007-06-11",55.189999
"111","2007-06-12",53.549999
"112","2007-06-13",54.209999
"113","2007-06-14",54.189999
"114","2007-06-15",53.490002
"115","2007-06-18",53.299999
"116","2007-06-19",53.02
"117","2007-06-20",52.389999
"118","2007-06-21",52.400002
"119","2007-06-22",52.740002
"120","2007-06-25",52.48
"121","2007-06-26",52.07
"122","2007-06-27",51.939999
"123","2007-06-28",50.380001
"124","2007-06-29",50.150002
"125","2007-07-02",51.389999
"126","2007-07-03",51.759998
"127","2007-07-05",52.07
"128","2007-07-06",52.470001
"129","2007-07-09",51.900002
"130","2007-07-10",51.130001
"131","2007-07-11",50.93
"132","2007-07-12",51.200001
"133","2007-07-13",51.220001
"134","2007-07-16",51.009998
"135","2007-07-17",50.82
"136","2007-07-18",50.849998
"137","2007-07-19",51
"138","2007-07-20",50.490002
"139","2007-07-23",49.23
"140","2007-07-24",47.25
"141","2007-07-25",45.490002
"142","2007-07-26",42.799999
"143","2007-07-27",41.889999
"144","2007-07-30",43.57
"145","2007-07-31",43.32
"146","2007-08-01",43.130001
"147","2007-08-02",43.02
"148","2007-08-03",42.939999
"149","2007-08-06",43.09
"150","2007-08-07",42.240002
"151","2007-08-08",42.119999
"152","2007-08-09",40.279999
"153","2007-08-10",42.009998
"154","2007-08-13",42.830002
"155","2007-08-14",42.799999
"156","2007-08-15",39.900002
"157","2007-08-16",37.5
"158","2007-08-17",37.240002
"159","2007-08-20",35.970001
"160","2007-08-21",37.98
"161","2007-08-22",41.130001
"162","2007-08-23",41
"163","2007-08-24",41.77
"164","2007-08-27",41.599998
"165","2007-08-28",40.720001
"166","2007-08-29",41.419998
"167","2007-08-30",42
"168","2007-08-31",42
"169","2007-09-04",41.349998
"170","2007-09-05",41.549999
"171","2007-09-06",41.740002
"172","2007-09-07",41.110001
"173","2007-09-10",40.400002
"174","2007-09-11",40.529999
"175","2007-09-12",40.490002
"176","2007-09-13",40.869999
"177","2007-09-14",41.459999
"178","2007-09-17",40.599998
"179","2007-09-18",41.720001
"180","2007-09-19",43.049999
"181","2007-09-20",42.209999
"182","2007-09-21",41.5
"183","2007-09-24",41
"184","2007-09-25",41
"185","2007-09-26",40.299999
"186","2007-09-27",40.470001
"187","2007-09-28",40.59
"188","2007-10-01",40.619999
"189","2007-10-02",40.5
"190","2007-10-03",40.040001
"191","2007-10-04",39.41
"192","2007-10-05",39.959999
"193","2007-10-08",40.98
"194","2007-10-09",40.419998
"195","2007-10-10",40
"196","2007-10-11",40.23
"197","2007-10-12",40.16
"198","2007-10-15",40.5
"199","2007-10-16",40.919998
"200","2007-10-17",40.990002
"201","2007-10-18",40.5
"202","2007-10-19",40.330002
"203","2007-10-22",40
"204","2007-10-23",41.02
"205","2007-10-24",41.16
"206","2007-10-25",41.139999
"207","2007-10-26",41.099998
"208","2007-10-29",41.279999
"209","2007-10-30",41.18
"210","2007-10-31",41.009998
"211","2007-11-01",41.330002
"212","2007-11-02",41.110001
"213","2007-11-05",40.889999
"214","2007-11-06",41.75
"215","2007-11-07",41.709999
"216","2007-11-08",42.009998
"217","2007-11-09",42.049999
"218","2007-11-12",42.25
"219","2007-11-13",42.52
"220","2007-11-14",43.369999
"221","2007-11-15",43.099998
"222","2007-11-16",43
"223","2007-11-19",41.849998
"224","2007-11-20",41.07
"225","2007-11-21",41.150002
"226","2007-11-23",41.849998
"227","2007-11-26",41.82
"228","2007-11-27",42.189999
"229","2007-11-28",42.509998
"230","2007-11-29",42.400002
"231","2007-11-30",42.700001
"232","2007-12-03",41.919998
"233","2007-12-04",41.77
"234","2007-12-05",42.869999
"235","2007-12-06",43.59
"236","2007-12-07",42.98
"237","2007-12-10",42.759998
"238","2007-12-11",41.990002
"239","2007-12-12",40.299999
"240","2007-12-13",40.380001
"241","2007-12-14",40.07
"242","2007-12-17",40.360001
"243","2007-12-18",41.119999
"244","2007-12-19",41.240002
"245","2007-12-20",41.130001
"246","2007-12-21",41.459999
"247","2007-12-24",42.049999
"248","2007-12-26",41.889999
"249","2007-12-27",40.259998
"250","2007-12-28",40.5
"251","2007-12-31",40.110001
"252","2008-01-02",40.599998
"253","2008-01-03",40.689999
"254","2008-01-04",39.450001
"255","2008-01-07",38.279999
"256","2008-01-08",37
"257","2008-01-09",37.07
"258","2008-01-10",37.57
"259","2008-01-11",37.259998
"260","2008-01-14",37.240002
"261","2008-01-15",37.049999
"262","2008-01-16",37.169998
"263","2008-01-17",36.970001
"264","2008-01-18",34.68
"265","2008-01-22",35.790001
"266","2008-01-23",36.049999
"267","2008-01-24",36.150002
"268","2008-01-25",35.240002
"269","2008-01-28",36.900002
"270","2008-01-29",36.779999
"271","2008-01-30",35.900002
"272","2008-01-31",36.700001
"273","2008-02-01",35.450001
"274","2008-02-04",37.169998
"275","2008-02-05",37.200001
"276","2008-02-06",36.939999
"277","2008-02-07",36.799999
"278","2008-02-08",36.919998
"279","2008-02-11",36
"280","2008-02-12",35.779999
"281","2008-02-13",35.68
"282","2008-02-14",35.5
"283","2008-02-15",35.48
"284","2008-02-19",35.41
"285","2008-02-20",34.59
"286","2008-02-21",34
"287","2008-02-22",34.130001
"288","2008-02-25",34
"289","2008-02-26",34.330002
"290","2008-02-27",34.189999
"291","2008-02-28",33.130001
"292","2008-02-29",36
"293","2008-03-03",35.470001
"294","2008-03-04",35.369999
"295","2008-03-05",37.619999
"296","2008-03-06",35.099998
"297","2008-03-07",29.370001
"298","2008-03-10",27.75
"299","2008-03-11",27.66
"300","2008-03-12",27.01
"301","2008-03-13",27.25
"302","2008-03-14",28.049999
"303","2008-03-17",28.52
"304","2008-03-18",30.1
"305","2008-03-19",29.93
"306","2008-03-20",31.07
"307","2008-03-24",30.620001
"308","2008-03-25",32.419998
"309","2008-03-26",33.779999
"310","2008-03-27",34.299999
"311","2008-03-28",35.02
"312","2008-03-31",35.66
"313","2008-04-01",36.349998
"314","2008-04-02",36.220001
"315","2008-04-03",37.959999
"316","2008-04-04",37.849998
"317","2008-04-07",38.349998
"318","2008-04-08",38.389999
"319","2008-04-09",37.48
"320","2008-04-10",37.93
"321","2008-04-11",37.34
"322","2008-04-14",38.48
"323","2008-04-15",37.869999
"324","2008-04-16",38.189999
"325","2008-04-17",38.209999
"326","2008-04-18",38.009998
"327","2008-04-21",37.950001
"328","2008-04-22",36.41
"329","2008-04-23",36.970001
