"","date","QTNT"
"181","2015-01-12",15.55
"182","2015-01-13",14.64
"183","2015-01-14",13.92
"184","2015-01-15",14
"185","2015-01-16",13.25
"186","2015-01-20",14.24
"187","2015-01-21",13.25
"188","2015-01-22",13.75
"189","2015-01-23",13.33
"190","2015-01-26",13.22
"191","2015-01-27",13.04
"192","2015-01-28",13.03
"193","2015-01-29",13.09
"194","2015-01-30",15.45
"195","2015-02-02",15.04
"196","2015-02-03",15.07
"197","2015-02-04",16
"198","2015-02-05",16.59
"199","2015-02-06",16.75
"200","2015-02-09",16.42
"201","2015-02-10",16.700001
"202","2015-02-11",16.9
"203","2015-02-12",17
"204","2015-02-13",16.969999
"205","2015-02-17",17
"206","2015-02-18",17.030001
"207","2015-02-19",16.76
"208","2015-02-20",16.950001
"209","2015-02-23",16.950001
"210","2015-02-24",16.950001
"211","2015-02-25",17
"212","2015-02-26",16.73
"213","2015-02-27",16.43
"214","2015-03-02",16.799999
"215","2015-03-03",16.92
"216","2015-03-04",16.9
"217","2015-03-05",16.92
"218","2015-03-06",16.950001
"219","2015-03-09",16.780001
"220","2015-03-10",16.530001
"221","2015-03-11",15.86
"222","2015-03-12",14.35
"223","2015-03-13",14.79
"224","2015-03-16",14.55
"225","2015-03-17",16.450001
"226","2015-03-18",16.25
"227","2015-03-19",16.700001
"228","2015-03-20",16.75
"229","2015-03-23",16.110001
"230","2015-03-24",16.200001
"231","2015-03-25",16.4
"232","2015-03-26",16.08
"233","2015-03-27",15.38
"234","2015-03-30",16
"235","2015-03-31",17
"236","2015-04-01",17.049999
"237","2015-04-02",16.74
"238","2015-04-06",16.9
"239","2015-04-07",16.6
"240","2015-04-08",17
"241","2015-04-09",16.5
"242","2015-04-10",16.01
"243","2015-04-13",15.7
"244","2015-04-14",16.459999
"245","2015-04-15",16.83
"246","2015-04-16",16.93
"247","2015-04-17",16.969999
"248","2015-04-20",16.75
"249","2015-04-21",16.25
"250","2015-04-22",16.75
"251","2015-04-23",16.639999
"252","2015-04-24",16.290001
"253","2015-04-27",16.290001
"254","2015-04-28",14.2
"255","2015-04-29",15.75
"256","2015-04-30",14.2
"257","2015-05-01",13.59
"258","2015-05-04",13.83
"259","2015-05-05",14.4
"260","2015-05-06",14.03
"261","2015-05-07",14.79
"262","2015-05-08",14.11
"263","2015-05-11",14.17
"264","2015-05-12",13.64
"265","2015-05-13",14.75
"266","2015-05-14",14.85
"267","2015-05-15",15.7
"268","2015-05-18",15.83
"269","2015-05-19",15.17
"270","2015-05-20",15.4
"271","2015-05-21",15.05
"272","2015-05-22",14.79
"273","2015-05-26",14.82
"274","2015-05-27",14.73
"275","2015-05-28",14.06
"276","2015-05-29",15.4
"277","2015-06-01",15
"278","2015-06-02",15.5
"279","2015-06-03",15.73
"280","2015-06-04",15.73
"281","2015-06-05",15.55
"282","2015-06-08",15.85
"283","2015-06-09",15.85
"284","2015-06-10",15.85
"285","2015-06-11",15.65
"286","2015-06-12",15.6
"287","2015-06-15",15
"288","2015-06-16",14.9
"289","2015-06-17",15
"290","2015-06-18",14.55
"291","2015-06-19",14.18
"292","2015-06-22",14.75
"293","2015-06-23",14.88
"294","2015-06-24",15
"295","2015-06-25",15.16
"296","2015-06-26",14.5
"297","2015-06-29",14.5
"298","2015-06-30",14.79
"299","2015-07-01",15
"300","2015-07-02",15.36
"301","2015-07-06",15.01
"302","2015-07-07",15
"303","2015-07-08",15.04
"304","2015-07-09",15.21
"305","2015-07-10",16
"306","2015-07-13",15.7
"307","2015-07-14",15.46
"308","2015-07-15",15.49
"309","2015-07-16",15.74
"310","2015-07-17",15.75
"311","2015-07-20",15.74
"312","2015-07-21",15.7
"313","2015-07-22",15.51
"314","2015-07-23",15.75
"315","2015-07-24",15.91
"316","2015-07-27",16.25
"317","2015-07-28",16.35
"318","2015-07-29",16.17
"319","2015-07-30",16.4
"320","2015-07-31",17.15
"321","2015-08-03",16.77
"322","2015-08-04",16.700001
"323","2015-08-05",17.82
"324","2015-08-06",17
"325","2015-08-07",16.950001
"326","2015-08-10",16.309999
"327","2015-08-11",16.299999
"328","2015-08-12",16.309999
"329","2015-08-13",15.75
"330","2015-08-14",16.48
"331","2015-08-17",16.5
"332","2015-08-18",17
"333","2015-08-19",16.700001
"334","2015-08-20",16.690001
"335","2015-08-21",16.9
"336","2015-08-24",16.450001
"337","2015-08-25",16.549999
"338","2015-08-26",16.32
"339","2015-08-27",16.43
"340","2015-08-28",16.5
"341","2015-08-31",16.4
"342","2015-09-01",16.34
"343","2015-09-02",15.82
"344","2015-09-03",15.81
"345","2015-09-04",15.8
"346","2015-09-08",15.38
"347","2015-09-09",15.46
"348","2015-09-10",15.2
"349","2015-09-11",15.3
"350","2015-09-14",14.49
"351","2015-09-15",14.74
"352","2015-09-16",14.5
"353","2015-09-17",14.13
"354","2015-09-18",14.01
"355","2015-09-21",14.2
"356","2015-09-22",14.01
"357","2015-09-23",13.16
"358","2015-09-24",13.28
"359","2015-09-25",13.5
"360","2015-09-28",13.44
"361","2015-09-29",13.32
"362","2015-09-30",13
"363","2015-10-01",13.27
"364","2015-10-02",13.49
"365","2015-10-05",13.45
"366","2015-10-06",13.25
"367","2015-10-07",13.45
"368","2015-10-08",13.3
"369","2015-10-09",13.5
"370","2015-10-12",13.87
"371","2015-10-13",13.33
"372","2015-10-14",12.77
"373","2015-10-15",12.94
"374","2015-10-16",12.87
"375","2015-10-19",12.35
"376","2015-10-20",12.25
"377","2015-10-21",12.5
"378","2015-10-22",12.02
"379","2015-10-23",12.03
"380","2015-10-26",11.25
"381","2015-10-27",11.38
"382","2015-10-28",11.98
"383","2015-10-29",11.62
"384","2015-10-30",13
"385","2015-11-02",12.77
"386","2015-11-03",13
"387","2015-11-04",13
"388","2015-11-05",12.71
"389","2015-11-06",12.96
"390","2015-11-09",12.7
"391","2015-11-10",12.36
"392","2015-11-11",12.55
"393","2015-11-12",12.61
"394","2015-11-13",12.76
"395","2015-11-16",13
"396","2015-11-17",12.96
"397","2015-11-18",12.64
"398","2015-11-19",12.6
"399","2015-11-20",12.54
"400","2015-11-23",12.6
"401","2015-11-24",12.62
"402","2015-11-25",12.79
"403","2015-11-27",12.97
"404","2015-11-30",13.6
"405","2015-12-01",14.72
"406","2015-12-02",16.139999
"407","2015-12-03",15.59
"408","2015-12-04",15.13
"409","2015-12-07",15.31
"410","2015-12-08",15.87
"411","2015-12-09",15.5
"412","2015-12-10",16
"413","2015-12-11",15.45
"414","2015-12-14",15.99
"415","2015-12-15",15.56
"416","2015-12-16",15.81
"417","2015-12-17",15.87
"418","2015-12-18",15.99
"419","2015-12-21",15.75
"420","2015-12-22",16.860001
"421","2015-12-23",16
"422","2015-12-24",15.98
"423","2015-12-28",16
"424","2015-12-29",15.99
"425","2015-12-30",15.99
"426","2015-12-31",16
"427","2016-01-04",15.66
"428","2016-01-05",15.77
"429","2016-01-06",15.32
"430","2016-01-07",14.8
"431","2016-01-08",14.57
"432","2016-01-11",14.64
"433","2016-01-12",14.25
"434","2016-01-13",14
"435","2016-01-14",14
"436","2016-01-15",13.98
"437","2016-01-19",13.89
"438","2016-01-20",13.9
"439","2016-01-21",13.75
"440","2016-01-22",13.89
"441","2016-01-25",13.36
"442","2016-01-26",13.5
"443","2016-01-27",13.05
"444","2016-01-28",11.76
"445","2016-01-29",11.99
"446","2016-02-01",12.17
"447","2016-02-02",12
"448","2016-02-03",11.41
"449","2016-02-04",10.3
"450","2016-02-05",7.48
"451","2016-02-08",7.34
"452","2016-02-09",7.04
"453","2016-02-10",6.9
"454","2016-02-11",7.39
"455","2016-02-12",7.99
"456","2016-02-16",7.9
"457","2016-02-17",8.15
"458","2016-02-18",8.44
"459","2016-02-19",8.35
"460","2016-02-22",8.6
"461","2016-02-23",8.02
"462","2016-02-24",8.13
"463","2016-02-25",8.01
"464","2016-02-26",7.9
"465","2016-02-29",7.52
"466","2016-03-01",7.65
"467","2016-03-02",7.7
"468","2016-03-03",7.84
"469","2016-03-04",8.3
"470","2016-03-07",8.55
"471","2016-03-08",8.59
"472","2016-03-09",8.65
"473","2016-03-10",8.15
"474","2016-03-11",8.42
"475","2016-03-14",8.83
"476","2016-03-15",8.67
"477","2016-03-16",8.53
"478","2016-03-17",8.65
"479","2016-03-18",8.66
"480","2016-03-21",8.6
"481","2016-03-22",8.48
"482","2016-03-23",8.49
"483","2016-03-24",8.31
"484","2016-03-28",8.24
"485","2016-03-29",8.6
"486","2016-03-30",8.81
"487","2016-03-31",8.8
"488","2016-04-01",8.74
"489","2016-04-04",8.34
"490","2016-04-05",8.39
"491","2016-04-06",8.79
"492","2016-04-07",8.5
"493","2016-04-08",8.34
"494","2016-04-11",8.6
"495","2016-04-12",8.57
"496","2016-04-13",8.56
"497","2016-04-14",9.9
"498","2016-04-15",10.41
"499","2016-04-18",10.47
"500","2016-04-19",10.43
"501","2016-04-20",10.45
"502","2016-04-21",10.33
"503","2016-04-22",10.42
"504","2016-04-25",10.75
"505","2016-04-26",10.4
"506","2016-04-27",10.45
"507","2016-04-28",10.55
"508","2016-04-29",10.53
"509","2016-05-02",10.49
"510","2016-05-03",10.59
"511","2016-05-04",10.44
"512","2016-05-05",9.9
"513","2016-05-06",9.46
"514","2016-05-09",9.73
"515","2016-05-10",9.7
"516","2016-05-11",9.55
"517","2016-05-12",9.48
"518","2016-05-13",9.02
"519","2016-05-16",8.99
"520","2016-05-17",8.89
"521","2016-05-18",8.44
"522","2016-05-19",9.19
"523","2016-05-20",8.7
"524","2016-05-23",10
"525","2016-05-24",10.57
"526","2016-05-25",10.59
"527","2016-05-26",10.74
"528","2016-05-27",10.76
"529","2016-05-31",11.92
"530","2016-06-01",10.66
"531","2016-06-02",10.24
"532","2016-06-03",9.9
"533","2016-06-06",9.06
"534","2016-06-07",9.03
"535","2016-06-08",9.7
"536","2016-06-09",10.1
"537","2016-06-10",10.06
"538","2016-06-13",9.5
"539","2016-06-14",9.12
"540","2016-06-15",9.09
"541","2016-06-16",9.3
"542","2016-06-17",8.96
"543","2016-06-20",8.93
"544","2016-06-21",9.07
"545","2016-06-22",9.05
"546","2016-06-23",9.24
"547","2016-06-24",9.07
"548","2016-06-27",8.34
"549","2016-06-28",7.94
"550","2016-06-29",7.65
"551","2016-06-30",7.75
"552","2016-07-01",7.75
"553","2016-07-05",7.78
"554","2016-07-06",7.5
"555","2016-07-07",7.76
"556","2016-07-08",7.81
"557","2016-07-11",7.71
"558","2016-07-12",8
"559","2016-07-13",7.76
"560","2016-07-14",7.85
"561","2016-07-15",7.39
"562","2016-07-18",7.29
"563","2016-07-19",7.29
"564","2016-07-20",7.15
"565","2016-07-21",6.98
"566","2016-07-22",7.34
"567","2016-07-25",7.62
"568","2016-07-26",7.75
"569","2016-07-27",7.84
"570","2016-07-28",7.5
"571","2016-07-29",5.8
"572","2016-08-01",5.89
"573","2016-08-02",5.99
"574","2016-08-03",6.27
"575","2016-08-04",6.19
"576","2016-08-05",6.25
"577","2016-08-08",6.24
"578","2016-08-09",6.38
"579","2016-08-10",6.1
"580","2016-08-11",6.11
"581","2016-08-12",6.07
"582","2016-08-15",6.04
"583","2016-08-16",6.1
"584","2016-08-17",6.1
"585","2016-08-18",6.15
"586","2016-08-19",6.12
"587","2016-08-22",6.04
"588","2016-08-23",6.15
"589","2016-08-24",6.1
"590","2016-08-25",6.07
"591","2016-08-26",5.99
"592","2016-08-29",6.11
"593","2016-08-30",6.17
"594","2016-08-31",6.13
"595","2016-09-01",6.08
"596","2016-09-02",6.19
"597","2016-09-06",6.7
"598","2016-09-07",7.17
"599","2016-09-08",7
"600","2016-09-09",7.69
"601","2016-09-12",7.64
"602","2016-09-13",7.72
"603","2016-09-14",7.8
"604","2016-09-15",8.09
"605","2016-09-16",8.02
"606","2016-09-19",8.19
"607","2016-09-20",8.16
"608","2016-09-21",7.9
"609","2016-09-22",7.95
"610","2016-09-23",7.86
"611","2016-09-26",8
"612","2016-09-27",7.97
"613","2016-09-28",7.89
"614","2016-09-29",7.63
"615","2016-09-30",7.82
"616","2016-10-03",7.87
"617","2016-10-04",7.87
"618","2016-10-05",7.87
"619","2016-10-06",7.68
"620","2016-10-07",7.66
"621","2016-10-10",7.6
"622","2016-10-11",7.6
"623","2016-10-12",7.35
"624","2016-10-13",7.44
"625","2016-10-14",7.62
"626","2016-10-17",7.66
"627","2016-10-18",7.55
"628","2016-10-19",7.47
"629","2016-10-20",7.59
"630","2016-10-21",6.92
"631","2016-10-24",6.45
"632","2016-10-25",6.49
"633","2016-10-26",6.03
"634","2016-10-27",5.76
"635","2016-10-28",5.73
"636","2016-10-31",5.41
"637","2016-11-01",4.82
"638","2016-11-02",4.95
"639","2016-11-03",4.36
"640","2016-11-04",4.21
"641","2016-11-07",4.03
"642","2016-11-08",4.06
"643","2016-11-09",4.18
"644","2016-11-10",3.92
"645","2016-11-11",4.44
"646","2016-11-14",4.7
"647","2016-11-15",4.95
"648","2016-11-16",4.87
"649","2016-11-17",5
"650","2016-11-18",4.9
"651","2016-11-21",4.54
"652","2016-11-22",4.19
"653","2016-11-23",4.16
"654","2016-11-25",4.23
"655","2016-11-28",4.16
"656","2016-11-29",4.43
"657","2016-11-30",4.3
"658","2016-12-01",4.22
"659","2016-12-02",4.35
"660","2016-12-05",4.53
"661","2016-12-06",5.04
"662","2016-12-07",5.03
"663","2016-12-08",5.25
"664","2016-12-09",5.15
"665","2016-12-12",4.76
"666","2016-12-13",4.57
"667","2016-12-14",4.3
"668","2016-12-15",4.52
"669","2016-12-16",4.46
"670","2016-12-19",4.17
"671","2016-12-20",4.2
"672","2016-12-21",4.38
"673","2016-12-22",4.31
"674","2016-12-23",4.64
"675","2016-12-27",5.06
"676","2016-12-28",4.88
"677","2016-12-29",4.99
"678","2016-12-30",4.84
"679","2017-01-03",4.86
"680","2017-01-04",5.06
"681","2017-01-05",5.39
"682","2017-01-06",6.27
"683","2017-01-09",6.2
"684","2017-01-10",6.15
"685","2017-01-11",5.95
"686","2017-01-12",5.6
"687","2017-01-13",6.02
"688","2017-01-17",5.79
"689","2017-01-18",5.98
"690","2017-01-19",5.97
"691","2017-01-20",6.3
"692","2017-01-23",6.28
"693","2017-01-24",6.26
"694","2017-01-25",6.65
"695","2017-01-26",6.39
"696","2017-01-27",6.48
"697","2017-01-30",6.57
"698","2017-01-31",6.49
"699","2017-02-01",6.57
"700","2017-02-02",6.58
"701","2017-02-03",6.72
"702","2017-02-06",6.65
"703","2017-02-07",6.95
"704","2017-02-08",6.61
"705","2017-02-09",6.41
"706","2017-02-10",6.4
"707","2017-02-13",6.34
"708","2017-02-14",6.3
"709","2017-02-15",6.51
"710","2017-02-16",6.65
"711","2017-02-17",6.6
"712","2017-02-21",6.56
"713","2017-02-22",6.4
"714","2017-02-23",6.35
"715","2017-02-24",6.34
"716","2017-02-27",6.65
"717","2017-02-28",6.85
"718","2017-03-01",6.67
"719","2017-03-02",6.75
"720","2017-03-03",6.74
"721","2017-03-06",6.68
"722","2017-03-07",6.43
"723","2017-03-08",6.38
"724","2017-03-09",6.29
"725","2017-03-10",6.49
"726","2017-03-13",6.43
"727","2017-03-14",6.54
"728","2017-03-15",6.64
"729","2017-03-16",6.5
"730","2017-03-17",6.63
"731","2017-03-20",6.61
"732","2017-03-21",6.45
"733","2017-03-22",6.63
"734","2017-03-23",6.5
"735","2017-03-24",6.35
"736","2017-03-27",6.26
"737","2017-03-28",6.63
"738","2017-03-29",6.57
"739","2017-03-30",6.56
"740","2017-03-31",6.99
"741","2017-04-03",6.89
"742","2017-04-04",6.7
"743","2017-04-05",5.98
"744","2017-04-06",6.3
"745","2017-04-07",6.42
"746","2017-04-10",6.5
"747","2017-04-11",6.53
"748","2017-04-12",6.51
"749","2017-04-13",6.44
"750","2017-04-17",6.26
"751","2017-04-18",6.58
"752","2017-04-19",6.57
"753","2017-04-20",6.52
"754","2017-04-21",6.41
"755","2017-04-24",6.35
"756","2017-04-25",6.43
"757","2017-04-26",6.49
"758","2017-04-27",6.56
"759","2017-04-28",6.81
"760","2017-05-01",6.75
"761","2017-05-02",6.82
"762","2017-05-03",6.74
"763","2017-05-04",6.94
"764","2017-05-05",7.06
"765","2017-05-08",7.07
"766","2017-05-09",7.28
"767","2017-05-10",7.35
"768","2017-05-11",7.32
"769","2017-05-12",7.5
"770","2017-05-15",7.48
"771","2017-05-16",7.45
"772","2017-05-17",7.2
"773","2017-05-18",7.33
"774","2017-05-19",7.64
"775","2017-05-22",7.66
"776","2017-05-23",7.58
"777","2017-05-24",7.46
"778","2017-05-25",7.47
"779","2017-05-26",7.56
"780","2017-05-30",7.38
"781","2017-05-31",7.43
"782","2017-06-01",7.6
"783","2017-06-02",7.68
"784","2017-06-05",7.5
"785","2017-06-06",7.44
"786","2017-06-07",7.38
"787","2017-06-08",7.48
"788","2017-06-09",7.6
"789","2017-06-12",7.41
"790","2017-06-13",7.48
"791","2017-06-14",7.54
"792","2017-06-15",7.37
"793","2017-06-16",7.35
"794","2017-06-19",7.35
"795","2017-06-20",7.08
"796","2017-06-21",7.25
"797","2017-06-22",6.95
"798","2017-06-23",6.72
"799","2017-06-26",6.73
"800","2017-06-27",6.88
"801","2017-06-28",7.09
"802","2017-06-29",7.19
"803","2017-06-30",7.36
"804","2017-07-03",7.33
"805","2017-07-05",7.39
"806","2017-07-06",7.44
"807","2017-07-07",7.44
"808","2017-07-10",7.06
"809","2017-07-11",7.1
"810","2017-07-12",7.14
"811","2017-07-13",7
"812","2017-07-14",6.89
"813","2017-07-17",6.49
"814","2017-07-18",6.24
"815","2017-07-19",6.25
"816","2017-07-20",6.16
"817","2017-07-21",5.86
"818","2017-07-24",5.98
"819","2017-07-25",5.85
"820","2017-07-26",5.74
"821","2017-07-27",5.43
"822","2017-07-28",5.42
"823","2017-07-31",5.52
"824","2017-08-01",5.4
"825","2017-08-02",5.25
"826","2017-08-03",5.23
"827","2017-08-04",5.28
"828","2017-08-07",5.63
"829","2017-08-08",5.41
"830","2017-08-09",5.4
"831","2017-08-10",4.6
"832","2017-08-11",4.49
"833","2017-08-14",4.42
"834","2017-08-15",4.05
"835","2017-08-16",3.99
"836","2017-08-17",3.91
"837","2017-08-18",3.58
"838","2017-08-21",3.37
"839","2017-08-22",3.63
"840","2017-08-23",3.59
"841","2017-08-24",3.47
"842","2017-08-25",3.46
"843","2017-08-28",3.51
"844","2017-08-29",3.3
"845","2017-08-30",3.23
"846","2017-08-31",3.86
"847","2017-09-01",3.73
"848","2017-09-05",3.56
"849","2017-09-06",3.6
"850","2017-09-07",3.76
"851","2017-09-08",3.76
"852","2017-09-11",3.71
"853","2017-09-12",4.84
"854","2017-09-13",4.41
"855","2017-09-14",4.46
"856","2017-09-15",4.42
"857","2017-09-18",4.42
"858","2017-09-19",4.35
"859","2017-09-20",4.61
"860","2017-09-21",4.6
"861","2017-09-22",4.59
"862","2017-09-25",4.64
"863","2017-09-26",4.46
"864","2017-09-27",4.86
"865","2017-09-28",4.86
"866","2017-09-29",4.93
"867","2017-10-02",5.03
"868","2017-10-03",5.12
"869","2017-10-04",5.07
"870","2017-10-05",5.13
"871","2017-10-06",5.03
"872","2017-10-09",4.99
"873","2017-10-10",5.2
"874","2017-10-11",5.13
"875","2017-10-12",5.21
"876","2017-10-13",5.14
"877","2017-10-16",4.88
"878","2017-10-17",4.38
"879","2017-10-18",4.55
"880","2017-10-19",4.54
"881","2017-10-20",4.72
"882","2017-10-23",4.67
"883","2017-10-24",4.64
"884","2017-10-25",5.19
"885","2017-10-26",5.1
"886","2017-10-27",5.21
"887","2017-10-30",5.19
"888","2017-10-31",5.11
"889","2017-11-01",5.03
"890","2017-11-02",5.13
"891","2017-11-03",5.13
"892","2017-11-06",5.02
"893","2017-11-07",4.76
"894","2017-11-08",4.68
"895","2017-11-09",4.66
"896","2017-11-10",4.71
"897","2017-11-13",4.56
"898","2017-11-14",4.34
"899","2017-11-15",4.32
"900","2017-11-16",4.53
"901","2017-11-17",4.3
"902","2017-11-20",4.22
"903","2017-11-21",4.56
"904","2017-11-22",4.53
"905","2017-11-24",4.64
"906","2017-11-27",4.73
"907","2017-11-28",4.8
"908","2017-11-29",4.81
"909","2017-11-30",4.85
"910","2017-12-01",4.78
"911","2017-12-04",4.7
"912","2017-12-05",4.72
"913","2017-12-06",4.52
"914","2017-12-07",4.58
"915","2017-12-08",4.43
"916","2017-12-11",4.44
"917","2017-12-12",4.37
"918","2017-12-13",4.38
"919","2017-12-14",4.33
"920","2017-12-15",4.51
"921","2017-12-18",4.85
"922","2017-12-19",4.95
"923","2017-12-20",5.18
"924","2017-12-21",5.2
"925","2017-12-22",5.17
"926","2017-12-26",5.12
"927","2017-12-27",5.07
"928","2017-12-28",4.92
"929","2017-12-29",4.95
"930","2018-01-02",5.19
"931","2018-01-03",5.2
"932","2018-01-04",5.42
"933","2018-01-05",5.29
"934","2018-01-08",5.3
"935","2018-01-09",4.39
"936","2018-01-10",4.05
"937","2018-01-11",4.08
"938","2018-01-12",4.12
"939","2018-01-16",4.19
"940","2018-01-17",3.93
"941","2018-01-18",3.72
"942","2018-01-19",3.75
"943","2018-01-22",3.73
"944","2018-01-23",3.59
"945","2018-01-24",3.46
"946","2018-01-25",3.34
"947","2018-01-26",3.27
"948","2018-01-29",3.52
"949","2018-01-30",3.32
"950","2018-01-31",2.92
"951","2018-02-01",2.91
"952","2018-02-02",2.88
"953","2018-02-05",2.99
"954","2018-02-06",4.03
"955","2018-02-07",3.9
"956","2018-02-08",3.71
"957","2018-02-09",3.6
"958","2018-02-12",3.48
"959","2018-02-13",3.9
"960","2018-02-14",3.93
"961","2018-02-15",4.21
"962","2018-02-16",4.41
"963","2018-02-20",4.19
"964","2018-02-21",4.46
"965","2018-02-22",4.47
"966","2018-02-23",4.54
"967","2018-02-26",4.78
"968","2018-02-27",4.59
"969","2018-02-28",4.6
"970","2018-03-01",4.99
"971","2018-03-02",5.26
"972","2018-03-05",5.28
"973","2018-03-06",5.36
"974","2018-03-07",5.1
"975","2018-03-08",5.26
"976","2018-03-09",5.47
"977","2018-03-12",5.54
"978","2018-03-13",5.77
"979","2018-03-14",5.78
"980","2018-03-15",6.25
"981","2018-03-16",6.29
"982","2018-03-19",5.97
"983","2018-03-20",5.75
"984","2018-03-21",5.89
"985","2018-03-22",5.42
"986","2018-03-23",5.22
"987","2018-03-26",4.94
"988","2018-03-27",4.73
"989","2018-03-28",4.69
"990","2018-03-29",4.71
"991","2018-04-02",4.33
"992","2018-04-03",4.36
"993","2018-04-04",4.44
"994","2018-04-05",4.43
"995","2018-04-06",4.18
"996","2018-04-09",3.93
"997","2018-04-10",4.21
"998","2018-04-11",4.48
"999","2018-04-12",4.71
"1000","2018-04-13",4.5
"1001","2018-04-16",4.44
"1002","2018-04-17",4.55
"1003","2018-04-18",4.8
