"","date","VNCE"
"1","2013-11-22",286.600006
"2","2013-11-25",277.5
"3","2013-11-26",290
"4","2013-11-27",297
"5","2013-11-29",292.700012
"6","2013-12-02",291.799988
"7","2013-12-03",293.399994
"8","2013-12-04",291.5
"9","2013-12-05",293.799988
"10","2013-12-06",291
"11","2013-12-09",304.200012
"12","2013-12-10",309.799988
"13","2013-12-11",315.5
"14","2013-12-12",311.600006
"15","2013-12-13",318.399994
"16","2013-12-16",316.700012
"17","2013-12-17",308
"18","2013-12-18",304.399994
"19","2013-12-19",300
"20","2013-12-20",305.399994
"21","2013-12-23",299.799988
"22","2013-12-24",293.200012
"23","2013-12-26",293.700012
"24","2013-12-27",294
"25","2013-12-30",301.700012
"26","2013-12-31",306.700012
"27","2014-01-02",299.5
"28","2014-01-03",293.200012
"29","2014-01-06",279.5
"30","2014-01-07",272.100006
"31","2014-01-08",270.399994
"32","2014-01-09",258.899994
"33","2014-01-10",266.100006
"34","2014-01-13",257.600006
"35","2014-01-14",262.100006
"36","2014-01-15",254.399994
"37","2014-01-16",242.399994
"38","2014-01-17",248.699997
"39","2014-01-21",239.600006
"40","2014-01-22",242.5
"41","2014-01-23",244.199997
"42","2014-01-24",240.300003
"43","2014-01-27",241.399994
"44","2014-01-28",243
"45","2014-01-29",235.600006
"46","2014-01-30",237.100006
"47","2014-01-31",233.600006
"48","2014-02-03",235.899994
"49","2014-02-04",232.199997
"50","2014-02-05",234.5
"51","2014-02-06",231.800003
"52","2014-02-07",234.5
"53","2014-02-10",234.600006
"54","2014-02-11",240.699997
"55","2014-02-12",250
"56","2014-02-13",259.200012
"57","2014-02-14",253.600006
"58","2014-02-18",258.399994
"59","2014-02-19",254.699997
"60","2014-02-20",261.299988
"61","2014-02-21",259.200012
"62","2014-02-24",260.700012
"63","2014-02-25",265
"64","2014-02-26",275.100006
"65","2014-02-27",273.5
"66","2014-02-28",270
"67","2014-03-03",262.899994
"68","2014-03-04",266.600006
"69","2014-03-05",269.200012
"70","2014-03-06",260.799988
"71","2014-03-07",264.899994
"72","2014-03-10",266.700012
"73","2014-03-11",269.799988
"74","2014-03-12",273.5
"75","2014-03-13",272.200012
"76","2014-03-14",270.5
"77","2014-03-17",273.299988
"78","2014-03-18",272.600006
"79","2014-03-19",272.600006
"80","2014-03-20",266.299988
"81","2014-03-21",248.199997
"82","2014-03-24",247
"83","2014-03-25",243.100006
"84","2014-03-26",233.800003
"85","2014-03-27",237.600006
"86","2014-03-28",256.899994
"87","2014-03-31",263.600006
"88","2014-04-01",270.200012
"89","2014-04-02",262.799988
"90","2014-04-03",256
"91","2014-04-04",254.899994
"92","2014-04-07",252.300003
"93","2014-04-08",250.5
"94","2014-04-09",253.100006
"95","2014-04-10",249.699997
"96","2014-04-11",246.100006
"97","2014-04-14",247.199997
"98","2014-04-15",253.800003
"99","2014-04-16",252.800003
"100","2014-04-17",261
"101","2014-04-21",263.299988
"102","2014-04-22",273.600006
"103","2014-04-23",269
"104","2014-04-24",269.899994
"105","2014-04-25",265.600006
"106","2014-04-28",265.700012
"107","2014-04-29",278.700012
"108","2014-04-30",275.100006
"109","2014-05-01",268.899994
"110","2014-05-02",273.700012
"111","2014-05-05",268.399994
"112","2014-05-06",266
"113","2014-05-07",261.5
"114","2014-05-08",257.700012
"115","2014-05-09",262.399994
"116","2014-05-12",266.899994
"117","2014-05-13",267.100006
"118","2014-05-14",266.200012
"119","2014-05-15",261.100006
"120","2014-05-16",260.399994
"121","2014-05-19",259.899994
"122","2014-05-20",246.199997
"123","2014-05-21",245.100006
"124","2014-05-22",252.600006
"125","2014-05-23",258.799988
"126","2014-05-27",270.299988
"127","2014-05-28",281.299988
"128","2014-05-29",283
"129","2014-05-30",277.899994
"130","2014-06-02",277.100006
"131","2014-06-03",276.200012
"132","2014-06-04",277.299988
"133","2014-06-05",331.299988
"134","2014-06-06",329.200012
"135","2014-06-09",340.399994
"136","2014-06-10",350.5
"137","2014-06-11",351.299988
"138","2014-06-12",346.799988
"139","2014-06-13",349.5
"140","2014-06-16",349.399994
"141","2014-06-17",355.799988
"142","2014-06-18",366
"143","2014-06-19",378.200012
"144","2014-06-20",376.5
"145","2014-06-23",376.899994
"146","2014-06-24",365.5
"147","2014-06-25",354.700012
"148","2014-06-26",350
"149","2014-06-27",355.399994
"150","2014-06-30",366.200012
"151","2014-07-01",365
"152","2014-07-02",364
"153","2014-07-03",366.899994
"154","2014-07-07",352
"155","2014-07-08",347.399994
"156","2014-07-09",356.200012
"157","2014-07-10",347.600006
"158","2014-07-11",337.5
"159","2014-07-14",346
"160","2014-07-15",336.799988
"161","2014-07-16",338.799988
"162","2014-07-17",335.200012
"163","2014-07-18",345.100006
"164","2014-07-21",344
"165","2014-07-22",346.5
"166","2014-07-23",345.600006
"167","2014-07-24",342.899994
"168","2014-07-25",336
"169","2014-07-28",332.700012
"170","2014-07-29",330.600006
"171","2014-07-30",338.200012
"172","2014-07-31",337.899994
"173","2014-08-01",331.600006
"174","2014-08-04",340.899994
"175","2014-08-05",350
"176","2014-08-06",350.899994
"177","2014-08-07",344.5
"178","2014-08-08",347.399994
"179","2014-08-11",358.799988
"180","2014-08-12",347.100006
"181","2014-08-13",330.799988
"182","2014-08-14",329.399994
"183","2014-08-15",325.700012
"184","2014-08-18",331.899994
"185","2014-08-19",340.299988
"186","2014-08-20",342.100006
"187","2014-08-21",343.200012
"188","2014-08-22",340.200012
"189","2014-08-25",344.700012
"190","2014-08-26",373.200012
"191","2014-08-27",357
"192","2014-08-28",364.299988
"193","2014-08-29",363
"194","2014-09-02",387.399994
"195","2014-09-03",342.700012
"196","2014-09-04",355.299988
"197","2014-09-05",341.899994
"198","2014-09-08",343.899994
"199","2014-09-09",340.5
"200","2014-09-10",344
"201","2014-09-11",342.100006
"202","2014-09-12",338.5
"203","2014-09-15",332.5
"204","2014-09-16",333.5
"205","2014-09-17",332.600006
"206","2014-09-18",339.5
"207","2014-09-19",329.299988
"208","2014-09-22",319
"209","2014-09-23",319.299988
"210","2014-09-24",313.799988
"211","2014-09-25",307.799988
"212","2014-09-26",306.299988
"213","2014-09-29",311.899994
"214","2014-09-30",302.600006
"215","2014-10-01",307.700012
"216","2014-10-02",313
"217","2014-10-03",319.299988
"218","2014-10-06",317.5
"219","2014-10-07",312.700012
"220","2014-10-08",330.899994
"221","2014-10-09",317.5
"222","2014-10-10",307.399994
"223","2014-10-13",309.100006
"224","2014-10-14",320.5
"225","2014-10-15",330
"226","2014-10-16",332.799988
"227","2014-10-17",320
"228","2014-10-20",325.200012
"229","2014-10-21",341.399994
"230","2014-10-22",335.200012
"231","2014-10-23",330.299988
"232","2014-10-24",335.100006
"233","2014-10-27",327.700012
"234","2014-10-28",329.899994
"235","2014-10-29",338.399994
"236","2014-10-30",343.799988
"237","2014-10-31",350.5
"238","2014-11-03",345.799988
"239","2014-11-04",338.700012
"240","2014-11-05",341.299988
"241","2014-11-06",346.5
"242","2014-11-07",347.5
"243","2014-11-10",352
"244","2014-11-11",349.600006
"245","2014-11-12",349.100006
"246","2014-11-13",346.399994
"247","2014-11-14",348
"248","2014-11-17",341.700012
"249","2014-11-18",330.799988
"250","2014-11-19",329.600006
"251","2014-11-20",343.299988
"252","2014-11-21",339.5
"253","2014-11-24",355.899994
"254","2014-11-25",349.899994
"255","2014-11-26",362.899994
"256","2014-11-28",371.299988
"257","2014-12-01",365.200012
"258","2014-12-02",294.799988
"259","2014-12-03",299.799988
"260","2014-12-04",297.299988
"261","2014-12-05",280.899994
"262","2014-12-08",280.200012
"263","2014-12-09",284.799988
"264","2014-12-10",275.299988
"265","2014-12-11",273.5
"266","2014-12-12",271.799988
"267","2014-12-15",274.600006
"268","2014-12-16",267.700012
"269","2014-12-17",284.100006
"270","2014-12-18",290.399994
"271","2014-12-19",288.399994
"272","2014-12-22",281.799988
"273","2014-12-23",281.5
"274","2014-12-24",274.899994
"275","2014-12-26",273
"276","2014-12-29",266.200012
"277","2014-12-30",261.200012
"278","2014-12-31",261.399994
"279","2015-01-02",259.399994
"280","2015-01-05",242.600006
"281","2015-01-06",227.600006
"282","2015-01-07",238
"283","2015-01-08",235.899994
"284","2015-01-09",243
"285","2015-01-12",250.699997
"286","2015-01-13",249.800003
"287","2015-01-14",247.800003
"288","2015-01-15",232.899994
"289","2015-01-16",232.100006
"290","2015-01-20",227.300003
"291","2015-01-21",229.800003
"292","2015-01-22",231.899994
"293","2015-01-23",230.800003
"294","2015-01-26",236.899994
"295","2015-01-27",237
"296","2015-01-28",233.300003
"297","2015-01-29",236.5
"298","2015-01-30",234.5
"299","2015-02-02",235.699997
"300","2015-02-03",245.600006
"301","2015-02-04",237
"302","2015-02-05",246.100006
"303","2015-02-06",250.600006
"304","2015-02-09",247.699997
"305","2015-02-10",248
"306","2015-02-11",245.899994
"307","2015-02-12",244.600006
"308","2015-02-13",246.800003
