"","date","CS"
"1","2007-01-03",68.466797
"2","2007-01-04",68.398438
"3","2007-01-05",67.158203
"4","2007-01-08",66.699219
"5","2007-01-09",66.191406
"6","2007-01-10",65.908203
"7","2007-01-11",66.259766
"8","2007-01-12",66.71875
"9","2007-01-16",67.1875
"10","2007-01-17",67.246094
"11","2007-01-18",67.060547
"12","2007-01-19",67.412109
"13","2007-01-22",67.353516
"14","2007-01-23",68.779297
"15","2007-01-24",69.287109
"16","2007-01-25",68.769531
"17","2007-01-26",68.232422
"18","2007-01-29",68.076172
"19","2007-01-30",69.023438
"20","2007-01-31",69.414063
"21","2007-02-01",69.667969
"22","2007-02-02",69.570313
"23","2007-02-05",68.945313
"24","2007-02-06",69.521484
"25","2007-02-07",70.048828
"26","2007-02-08",69.404297
"27","2007-02-09",68.671875
"28","2007-02-12",68.427734
"29","2007-02-13",69.414063
"30","2007-02-14",70.341797
"31","2007-02-15",72.724609
"32","2007-02-16",74.130859
"33","2007-02-20",74.013672
"34","2007-02-21",72.753906
"35","2007-02-22",72.851563
"36","2007-02-23",72.861328
"37","2007-02-26",71.738281
"38","2007-02-27",68.193359
"39","2007-02-28",67.636719
"40","2007-03-01",68.076172
"41","2007-03-02",66.904297
"42","2007-03-05",66.240234
"43","2007-03-06",67.890625
"44","2007-03-07",68.681641
"45","2007-03-08",69.6875
"46","2007-03-09",69.736328
"47","2007-03-12",69.902344
"48","2007-03-13",67.578125
"49","2007-03-14",67.285156
"50","2007-03-15",67.8125
"51","2007-03-16",67.841797
"52","2007-03-19",69.384766
"53","2007-03-20",70.068359
"54","2007-03-21",72.109375
"55","2007-03-22",72.216797
"56","2007-03-23",72.96875
"57","2007-03-26",72.294922
"58","2007-03-27",71.494141
"59","2007-03-28",70.126953
"60","2007-03-29",70.625
"61","2007-03-30",70.146484
"62","2007-04-02",70.527344
"63","2007-04-03",70.908203
"64","2007-04-04",70.478516
"65","2007-04-05",70.605469
"66","2007-04-09",70.15625
"67","2007-04-10",71.269531
"68","2007-04-11",70.703125
"69","2007-04-12",71.386719
"70","2007-04-13",71.796875
"71","2007-04-16",73.544922
"72","2007-04-17",72.851563
"73","2007-04-18",73.251953
"74","2007-04-19",72.636719
"75","2007-04-20",74.443359
"76","2007-04-23",74.550781
"77","2007-04-24",75.15625
"78","2007-04-25",77.177734
"79","2007-04-26",76.767578
"80","2007-04-27",76.748047
"81","2007-04-30",76.660156
"82","2007-05-01",76.611328
"83","2007-05-02",76.943359
"84","2007-05-03",75.761719
"85","2007-05-04",76.318359
"86","2007-05-07",74.355469
"87","2007-05-08",74.082031
"88","2007-05-09",74.824219
"89","2007-05-10",73.076172
"90","2007-05-11",75.039063
"91","2007-05-14",74.53125
"92","2007-05-15",74.267578
"93","2007-05-16",74.326172
"94","2007-05-17",73.740234
"95","2007-05-18",74.013672
"96","2007-05-21",73.339844
"97","2007-05-22",73.408203
"98","2007-05-23",73.90625
"99","2007-05-24",72.832031
"100","2007-05-25",72.910156
"101","2007-05-29",72.851563
"102","2007-05-30",73.310547
"103","2007-05-31",74.150391
"104","2007-06-01",74.804688
"105","2007-06-04",74.84375
"106","2007-06-05",73.876953
"107","2007-06-06",72.910156
"108","2007-06-07",70.605469
"109","2007-06-08",70.527344
"110","2007-06-11",70.898438
"111","2007-06-12",69.453125
"112","2007-06-13",70.654297
"113","2007-06-14",71.630859
"114","2007-06-15",72.041016
"115","2007-06-18",72.001953
"116","2007-06-19",72.480469
"117","2007-06-20",72.304688
"118","2007-06-21",71.806641
"119","2007-06-22",69.873047
"120","2007-06-25",70.117188
"121","2007-06-26",69.306641
"122","2007-06-27",69.21875
"123","2007-06-28",68.925781
"124","2007-06-29",69.296875
"125","2007-07-02",70.488281
"126","2007-07-03",71.074219
"127","2007-07-05",70.644531
"128","2007-07-06",71.191406
"129","2007-07-09",71.445313
"130","2007-07-10",70.263672
"131","2007-07-11",70.966797
"132","2007-07-12",72.392578
"133","2007-07-13",72.265625
"134","2007-07-16",72.148438
"135","2007-07-17",72.03125
"136","2007-07-18",71.396484
"137","2007-07-19",70.273438
"138","2007-07-20",68.330078
"139","2007-07-23",68.457031
"140","2007-07-24",66.669922
"141","2007-07-25",65.595703
"142","2007-07-26",62.705078
"143","2007-07-27",62.597656
"144","2007-07-30",63.935547
"145","2007-07-31",63.027344
"146","2007-08-01",62.050781
"147","2007-08-02",65.166016
"148","2007-08-03",64.121094
"149","2007-08-06",66.835938
"150","2007-08-07",68.603516
"151","2007-08-08",69.726563
"152","2007-08-09",67.089844
"153","2007-08-10",66.162109
"154","2007-08-13",66.230469
