"","date","MRAM"
"295","2017-12-07",7.43
"296","2017-12-08",7.69
"297","2017-12-11",7.48
"298","2017-12-12",7.5
"299","2017-12-13",6.96
"300","2017-12-14",6.88
"301","2017-12-15",6.69
"302","2017-12-18",7.58
"303","2017-12-19",7.52
"304","2017-12-20",7.37
"305","2017-12-21",7.38
"306","2017-12-22",7.24
"307","2017-12-26",7.02
"308","2017-12-27",7.26
"309","2017-12-28",7.68
"310","2017-12-29",7.5
"311","2018-01-02",7.53
"312","2018-01-03",7.64
"313","2018-01-04",7.91
"314","2018-01-05",9.47
"315","2018-01-08",9.23
"316","2018-01-09",9.01
"317","2018-01-10",8.4
"318","2018-01-11",8.39
"319","2018-01-12",8.35
"320","2018-01-16",8.4
"321","2018-01-17",8.21
"322","2018-01-18",10.02
"323","2018-01-19",9.8
"324","2018-01-22",9.64
"325","2018-01-23",9.59
"326","2018-01-24",9.59
"327","2018-01-25",10.22
"328","2018-01-26",10.66
"329","2018-01-29",9.76
"330","2018-01-30",9.59
"331","2018-01-31",9.44
"332","2018-02-01",9.07
"333","2018-02-02",8.64
"334","2018-02-05",8.4
"335","2018-02-06",8.53
"336","2018-02-07",8.68
"337","2018-02-08",6.96
"338","2018-02-09",7.14
"339","2018-02-12",7.32
"340","2018-02-13",7.24
"341","2018-02-14",7.73
"342","2018-02-15",7.79
"343","2018-02-16",7.67
"344","2018-02-20",7.73
"345","2018-02-21",7.61
"346","2018-02-22",7.64
"347","2018-02-23",7.6
"348","2018-02-26",7.82
"349","2018-02-27",7.88
"350","2018-02-28",7.69
"351","2018-03-01",7.32
"352","2018-03-02",7.56
"353","2018-03-05",7.83
"354","2018-03-06",8.23
"355","2018-03-07",9.09
"356","2018-03-08",8.93
"357","2018-03-09",9.3
"358","2018-03-12",9.35
"359","2018-03-13",9.12
"360","2018-03-14",9.28
"361","2018-03-15",9.01
"362","2018-03-16",7.92
"363","2018-03-19",8.46
"364","2018-03-20",8.1
"365","2018-03-21",8.11
"366","2018-03-22",7.62
"367","2018-03-23",7.56
"368","2018-03-26",7.75
"369","2018-03-27",7.41
"370","2018-03-28",7.47
"371","2018-03-29",7.55
"372","2018-04-02",7.14
"373","2018-04-03",7.41
"374","2018-04-04",7.64
"375","2018-04-05",7.73
"376","2018-04-06",7.39
"377","2018-04-09",7.6
"378","2018-04-10",7.75
"379","2018-04-11",7.66
"380","2018-04-12",8.02
"381","2018-04-13",8.155
"382","2018-04-16",8.3
"383","2018-04-17",8.311
"384","2018-04-18",8.29
"385","2018-04-19",7.92
"386","2018-04-20",7.61
"387","2018-04-23",7.89
"388","2018-04-24",7.39
"389","2018-04-25",7.35
"390","2018-04-26",7.39
"391","2018-04-27",7.3
"392","2018-04-30",6.83
"393","2018-05-01",6.93
"394","2018-05-02",6.92
"395","2018-05-03",7.1
"396","2018-05-04",7.29
"397","2018-05-07",7.27
"398","2018-05-08",7.4
"399","2018-05-09",7.42
"400","2018-05-10",8.94
"401","2018-05-11",8.58
"402","2018-05-14",8.81
"403","2018-05-15",8.81
"404","2018-05-16",8.64
"405","2018-05-17",8.59
"406","2018-05-18",8.64
"407","2018-05-21",8.16
"408","2018-05-22",8
"409","2018-05-23",7.85
"410","2018-05-24",7.93
"411","2018-05-25",8.04
"412","2018-05-29",7.99
"413","2018-05-30",7.67
"414","2018-05-31",7.67
"415","2018-06-01",7.75
"416","2018-06-04",7.6
"417","2018-06-05",7.84
"418","2018-06-06",7.99
"419","2018-06-07",7.87
"420","2018-06-08",8.24
"421","2018-06-11",8.11
"422","2018-06-12",8.16
"423","2018-06-13",8.5
"424","2018-06-14",9.25
"425","2018-06-15",9
"426","2018-06-18",9.23
"427","2018-06-19",9.2
"428","2018-06-20",9.65
"429","2018-06-21",9.25
"430","2018-06-22",9.17
"431","2018-06-25",8.99
"432","2018-06-26",9.23
"433","2018-06-27",9.01
"434","2018-06-28",8.75
"435","2018-06-29",8.92
"436","2018-07-02",8.65
"437","2018-07-03",8.79
"438","2018-07-05",9.25
"439","2018-07-06",9.08
"440","2018-07-09",9.15
"441","2018-07-10",9.4
"442","2018-07-11",9.29
"443","2018-07-12",9.56
"444","2018-07-13",9.82
"445","2018-07-16",9.15
"446","2018-07-17",9.43
"447","2018-07-18",9.47
"448","2018-07-19",9.75
"449","2018-07-20",9.41
"450","2018-07-23",9.15
"451","2018-07-24",9.03
"452","2018-07-25",8.5
"453","2018-07-26",8.67
"454","2018-07-27",8.5
"455","2018-07-30",8.54
"456","2018-07-31",8.8
"457","2018-08-01",8.78
"458","2018-08-02",8.66
"459","2018-08-03",8.87
"460","2018-08-06",11.15
"461","2018-08-07",10.6
"462","2018-08-08",10.24
"463","2018-08-09",9.27
"464","2018-08-10",8.99
"465","2018-08-13",8.86
"466","2018-08-14",8.63
"467","2018-08-15",8.5
"468","2018-08-16",8.72
"469","2018-08-17",8.75
"470","2018-08-20",8.52
"471","2018-08-21",8.86
"472","2018-08-22",8.69
"473","2018-08-23",8.7
"474","2018-08-24",8.73
"475","2018-08-27",8.75
"476","2018-08-28",8.78
"477","2018-08-29",9.53
"478","2018-08-30",9.22
"479","2018-08-31",9.25
"480","2018-09-04",9.17
"481","2018-09-05",9.12
"482","2018-09-06",8.93
"483","2018-09-07",8.92
"484","2018-09-10",8.74
"485","2018-09-11",8.51
"486","2018-09-12",7.98
"487","2018-09-13",7.98
"488","2018-09-14",7.91
"489","2018-09-17",7.65
"490","2018-09-18",7.74
"491","2018-09-19",7.63
"492","2018-09-20",7.43
"493","2018-09-21",7.52
"494","2018-09-24",7.86
"495","2018-09-25",7.95
"496","2018-09-26",7.8
"497","2018-09-27",7.67
"498","2018-09-28",7.68
"499","2018-10-01",7.68
"500","2018-10-02",7.63
"501","2018-10-03",7.49
"502","2018-10-04",7.46
"503","2018-10-05",7.1
"504","2018-10-08",7.1
"505","2018-10-09",7.12
"506","2018-10-10",6.81
"507","2018-10-11",6.87
"508","2018-10-12",6.81
"509","2018-10-15",7.01
"510","2018-10-16",6.94
"511","2018-10-17",7.095
"512","2018-10-18",6.89
"513","2018-10-19",7.05
"514","2018-10-22",7.1
"515","2018-10-23",6.95
"516","2018-10-24",6.48
"517","2018-10-25",6.66
"518","2018-10-26",6.69
"519","2018-10-29",6.53
"520","2018-10-30",6.94
"521","2018-10-31",7.03
"522","2018-11-01",6.86
"523","2018-11-02",7.05
"524","2018-11-05",7.11
"525","2018-11-06",7.215
"526","2018-11-07",7.6
"527","2018-11-08",7.66
"528","2018-11-09",7.72
"529","2018-11-12",7.54
"530","2018-11-13",7.71
"531","2018-11-14",7.88
"532","2018-11-15",7.8
"533","2018-11-16",7.5
"534","2018-11-19",7.44
"535","2018-11-20",7.1
"536","2018-11-21",7.19
"537","2018-11-23",7.12
"538","2018-11-26",6.72
"539","2018-11-27",7.09
"540","2018-11-28",7.07
"541","2018-11-29",6.98
"542","2018-11-30",7.03
"543","2018-12-03",6.9
"544","2018-12-04",6.89
"545","2018-12-06",6.54
"546","2018-12-07",6.37
"547","2018-12-10",6.3
"548","2018-12-11",6.13
"549","2018-12-12",6.27
"550","2018-12-13",6.28
"551","2018-12-14",6.3
"552","2018-12-17",6.24
"553","2018-12-18",6.23
"554","2018-12-19",5.96
"555","2018-12-20",5.505
"556","2018-12-21",5.56
"557","2018-12-24",5.65
"558","2018-12-26",5.9
"559","2018-12-27",5.59
"560","2018-12-28",5.59
"561","2018-12-31",5.61
"562","2019-01-02",5.71
"563","2019-01-03",5.72
"564","2019-01-04",5.82
"565","2019-01-07",6.05
"566","2019-01-08",6.1
"567","2019-01-09",6.22
"568","2019-01-10",6.12
"569","2019-01-11",6.16
"570","2019-01-14",6.36
"571","2019-01-15",6.49
"572","2019-01-16",6.691
"573","2019-01-17",6.62
"574","2019-01-18",6.57
"575","2019-01-22",6.31
"576","2019-01-23",6.36
"577","2019-01-24",6.56
"578","2019-01-25",6.89
"579","2019-01-28",6.61
"580","2019-01-29",6.755
"581","2019-01-30",6.88
"582","2019-01-31",6.87
"583","2019-02-01",6.87
"584","2019-02-04",6.76
"585","2019-02-05",6.8
"586","2019-02-06",6.9
"587","2019-02-07",6.76
"588","2019-02-08",6.59
"589","2019-02-11",6.35
"590","2019-02-12",6
"591","2019-02-13",5.95
"592","2019-02-14",6.21
"593","2019-02-15",6.25
"594","2019-02-19",7.43
"595","2019-02-20",8.85
"596","2019-02-21",8.72
"597","2019-02-22",8.74
"598","2019-02-25",8.95
"599","2019-02-26",9.52
"600","2019-02-27",9.48
"601","2019-02-28",9.16
"602","2019-03-01",9.14
"603","2019-03-04",9
"604","2019-03-05",8.75
"605","2019-03-06",8.47
"606","2019-03-07",8.14
"607","2019-03-08",8.32
"608","2019-03-11",8.36
"609","2019-03-12",8.37
"610","2019-03-13",8.4
"611","2019-03-14",8.39
"612","2019-03-15",8.21
"613","2019-03-18",7.97
"614","2019-03-19",7.92
"615","2019-03-20",7.73
"616","2019-03-21",7.62
"617","2019-03-22",7.42
"618","2019-03-25",7.11
"619","2019-03-26",7.13
"620","2019-03-27",7.17
"621","2019-03-28",7.32
"622","2019-03-29",7.66
"623","2019-04-01",7.69
"624","2019-04-02",7.57
"625","2019-04-03",7.62
"626","2019-04-04",7.85
"627","2019-04-05",7.92
"628","2019-04-08",7.95
"629","2019-04-09",7.95
"630","2019-04-10",8.04
"631","2019-04-11",8.44
"632","2019-04-12",8.4
"633","2019-04-15",8.59
"634","2019-04-16",8.89
"635","2019-04-17",8.92
"636","2019-04-18",9.24
"637","2019-04-22",9.05
"638","2019-04-23",8.71
"639","2019-04-24",8.39
"640","2019-04-25",8.25
"641","2019-04-26",8.62
"642","2019-04-29",8.5
"643","2019-04-30",8.48
"644","2019-05-01",8.66
"645","2019-05-02",7.98
"646","2019-05-03",8.13
"647","2019-05-06",8.01
"648","2019-05-07",7.8
"649","2019-05-08",7.75
"650","2019-05-09",7.74
"651","2019-05-10",7.21
"652","2019-05-13",7.05
"653","2019-05-14",7.69
"654","2019-05-15",7.54
"655","2019-05-16",7.24
"656","2019-05-17",7.16
"657","2019-05-20",7.09
"658","2019-05-21",7.2
"659","2019-05-22",7.11
"660","2019-05-23",7.05
"661","2019-05-24",7.02
"662","2019-05-28",7
"663","2019-05-29",7.06
"664","2019-05-30",7.04
"665","2019-05-31",6.86
"666","2019-06-03",6.87
"667","2019-06-04",7.07
"668","2019-06-05",6.89
"669","2019-06-06",6.85
"670","2019-06-07",6.14
"671","2019-06-10",6.12
"672","2019-06-11",6.75
"673","2019-06-12",6.48
"674","2019-06-13",7.68
"675","2019-06-14",7.12
"676","2019-06-17",7.4
"677","2019-06-18",7.66
"678","2019-06-19",7.14
"679","2019-06-20",7.02
"680","2019-06-21",6.92
"681","2019-06-24",6.85
"682","2019-06-25",6.76
"683","2019-06-26",6.99
"684","2019-06-27",7.06
"685","2019-06-28",6.52
"686","2019-07-01",6.03
"687","2019-07-02",5.9
"688","2019-07-03",6.04
"689","2019-07-05",6.09
"690","2019-07-08",5.94
"691","2019-07-09",5.85
"692","2019-07-10",5.82
"693","2019-07-11",5.86
"694","2019-07-12",6.21
"695","2019-07-15",6.26
"696","2019-07-16",6.55
"697","2019-07-17",6.52
"698","2019-07-18",6.55
"699","2019-07-19",6.59
"700","2019-07-22",6.79
"701","2019-07-23",6.8
"702","2019-07-24",6.92
"703","2019-07-25",6.93
"704","2019-07-26",6.91
"705","2019-07-29",6.71
"706","2019-07-30",6.71
"707","2019-07-31",6.77
"708","2019-08-01",6.46
"709","2019-08-02",6.48
"710","2019-08-05",5.96
"711","2019-08-06",6.01
"712","2019-08-07",6.06
"713","2019-08-08",5.91
"714","2019-08-09",5.47
"715","2019-08-12",6.35
"716","2019-08-13",6.15
"717","2019-08-14",5.53
"718","2019-08-15",5.65
"719","2019-08-16",6.16
"720","2019-08-19",6.28
"721","2019-08-20",6.37
"722","2019-08-21",6.38
"723","2019-08-22",6.58
"724","2019-08-23",6.8
"725","2019-08-26",6.86
"726","2019-08-27",6.77
"727","2019-08-28",6.92
"728","2019-08-29",6.79
"729","2019-08-30",6.76
"730","2019-09-03",6.76
"731","2019-09-04",6.76
"732","2019-09-05",6.77
"733","2019-09-06",6.71
"734","2019-09-09",6.63
"735","2019-09-10",6.76
"736","2019-09-11",6.94
"737","2019-09-12",6.74
"738","2019-09-13",6.58
"739","2019-09-16",6.74
"740","2019-09-17",6.82
"741","2019-09-18",6.66
"742","2019-09-19",6.61
"743","2019-09-20",6.42
"744","2019-09-23",6.405
"745","2019-09-24",6.31
"746","2019-09-25",6.13
"747","2019-09-26",6.1
"748","2019-09-27",6.13
"749","2019-09-30",6.13
"750","2019-10-01",5.82
"751","2019-10-02",5.81
"752","2019-10-03",5.92
"753","2019-10-04",5.92
"754","2019-10-07",5.85
"755","2019-10-08",5.6
"756","2019-10-09",5.72
"757","2019-10-10",5.59
"758","2019-10-11",5.51
"759","2019-10-14",5.2
"760","2019-10-15",5.41
"761","2019-10-16",5.29
"762","2019-10-17",5.5
"763","2019-10-18",5.44
"764","2019-10-21",5.65
"765","2019-10-22",5.98
"766","2019-10-23",5.69
"767","2019-10-24",5.75
"768","2019-10-25",5.96
"769","2019-10-28",5.9
"770","2019-10-29",5.64
"771","2019-10-30",5.73
"772","2019-10-31",5.85
"773","2019-11-01",5.85
"774","2019-11-04",5.93
"775","2019-11-05",5.93
"776","2019-11-06",5.88
"777","2019-11-07",5.74
"778","2019-11-08",5.49
"779","2019-11-11",5.32
"780","2019-11-12",5.5
"781","2019-11-13",5.26
"782","2019-11-14",5.25
"783","2019-11-15",5.16
"784","2019-11-18",5.07
"785","2019-11-19",5.16
"786","2019-11-20",5.12
"787","2019-11-21",5.12
"788","2019-11-22",4.99
"789","2019-11-25",5.03
"790","2019-11-26",5.15
"791","2019-11-27",5.16
"792","2019-11-29",5.23
"793","2019-12-02",5.15
"794","2019-12-03",5.09
"795","2019-12-04",4.99
"796","2019-12-05",5.06
"797","2019-12-06",4.97
"798","2019-12-09",5
"799","2019-12-10",4.905
"800","2019-12-11",5.02
"801","2019-12-12",5.36
"802","2019-12-13",5.39
"803","2019-12-16",5.54
"804","2019-12-17",5.69
"805","2019-12-18",5.69
"806","2019-12-19",5.69
"807","2019-12-20",5.57
"808","2019-12-23",5.57
"809","2019-12-24",5.575
"810","2019-12-26",5.5
"811","2019-12-27",5.38
"812","2019-12-30",5.28
"813","2019-12-31",5.26
"814","2020-01-02",5.48
"815","2020-01-03",5.47
"816","2020-01-06",5.49
"817","2020-01-07",5.47
"818","2020-01-08",5.32
"819","2020-01-09",5.29
"820","2020-01-10",5.44
"821","2020-01-13",5.44
"822","2020-01-14",5
"823","2020-01-15",5
"824","2020-01-16",4.96
"825","2020-01-17",5.04
"826","2020-01-21",5.01
"827","2020-01-22",5.29
"828","2020-01-23",5.25
"829","2020-01-24",5.24
"830","2020-01-27",4.81
"831","2020-01-28",5
"832","2020-01-29",5
"833","2020-01-30",4.91
"834","2020-01-31",4.78
"835","2020-02-03",4.77
"836","2020-02-04",4.76
"837","2020-02-05",4.71
"838","2020-02-06",4.59
"839","2020-02-07",4.47
"840","2020-02-10",4.02
"841","2020-02-11",3.92
"842","2020-02-12",4
"843","2020-02-13",3.9
"844","2020-02-14",3.79
"845","2020-02-18",3.91
"846","2020-02-19",4.17
"847","2020-02-20",4.44
"848","2020-02-21",4.12
"849","2020-02-24",4.09
"850","2020-02-25",3.81
"851","2020-02-26",3.59
"852","2020-02-27",3.63
"853","2020-02-28",3.7
"854","2020-03-02",3.7
"855","2020-03-03",3.65
"856","2020-03-04",3.77
"857","2020-03-05",3.38
"858","2020-03-06",2.52
"859","2020-03-09",2.34
"860","2020-03-10",2.33
"861","2020-03-11",2.25
"862","2020-03-12",2.64
"863","2020-03-13",2.55
"864","2020-03-16",2.54
"865","2020-03-17",2.59
"866","2020-03-18",2.3
"867","2020-03-19",2.405
"868","2020-03-20",2.38
"869","2020-03-23",2.17
"870","2020-03-24",2.23
"871","2020-03-25",2.5
"872","2020-03-26",3
"873","2020-03-27",2.93
"874","2020-03-30",2.62
"875","2020-03-31",2.62
"876","2020-04-01",2.21
"877","2020-04-02",2.45
"878","2020-04-03",2.48
"879","2020-04-06",2.68
"880","2020-04-07",2.56
"881","2020-04-08",2.54
"882","2020-04-09",2.62
"883","2020-04-13",2.66
"884","2020-04-14",2.7
"885","2020-04-15",2.65
"886","2020-04-16",2.6
"887","2020-04-17",2.7
"888","2020-04-20",2.68
"889","2020-04-21",2.62
"890","2020-04-22",2.55
"891","2020-04-23",2.65
"892","2020-04-24",2.7
"893","2020-04-27",2.7
"894","2020-04-28",2.69
"895","2020-04-29",2.95
"896","2020-04-30",3.77
"897","2020-05-01",3.24
"898","2020-05-04",3.39
"899","2020-05-05",3.31
"900","2020-05-06",3.18
"901","2020-05-07",3.2
"902","2020-05-08",4.86
"903","2020-05-11",5.74
"904","2020-05-12",5.67
"905","2020-05-13",5.31
"906","2020-05-14",5.7
"907","2020-05-15",5.55
"908","2020-05-18",6.49
"909","2020-05-19",6.11
"910","2020-05-20",6.48
"911","2020-05-21",6.64
"912","2020-05-22",6.69
"913","2020-05-26",6.61
"914","2020-05-27",6.44
"915","2020-05-28",6.02
"916","2020-05-29",5.89
"917","2020-06-01",5.96
"918","2020-06-02",5.99
"919","2020-06-03",6.32
"920","2020-06-04",6.34
"921","2020-06-05",6.99
"922","2020-06-08",6.89
"923","2020-06-09",7.57
"924","2020-06-10",7.1
"925","2020-06-11",6.53
"926","2020-06-12",6.56
"927","2020-06-15",6.79
"928","2020-06-16",6.93
"929","2020-06-17",6.83
"930","2020-06-18",6.99
"931","2020-06-19",6.6
"932","2020-06-22",6.97
"933","2020-06-23",6.92
"934","2020-06-24",6.63
"935","2020-06-25",6.42
"936","2020-06-26",6.31
"937","2020-06-29",6.53
"938","2020-06-30",7.02
"939","2020-07-01",6.89
"940","2020-07-02",6.89
"941","2020-07-06",6.83
"942","2020-07-07",6.94
"943","2020-07-08",7.25
"944","2020-07-09",7.24
"945","2020-07-10",7.2
"946","2020-07-13",6.82
"947","2020-07-14",7.23
"948","2020-07-15",7.1
"949","2020-07-16",7.19
"950","2020-07-17",7.53
"951","2020-07-20",7.87
"952","2020-07-21",7.46
"953","2020-07-22",7.63
"954","2020-07-23",7.26
"955","2020-07-24",7.2
"956","2020-07-27",7.33
"957","2020-07-28",7.24
"958","2020-07-29",7.49
"959","2020-07-30",8.26
"960","2020-07-31",8.39
"961","2020-08-03",8.7
"962","2020-08-04",8.77
"963","2020-08-05",8.56
"964","2020-08-06",8.55
"965","2020-08-07",6.35
"966","2020-08-10",5.36
"967","2020-08-11",5.18
"968","2020-08-12",5.3
"969","2020-08-13",5.24
"970","2020-08-14",5.41
"971","2020-08-17",5.2
"972","2020-08-18",5.38
"973","2020-08-19",6.09
"974","2020-08-20",5.58
"975","2020-08-21",5.52
"976","2020-08-24",6.09
"977","2020-08-25",6.05
"978","2020-08-26",6.06
"979","2020-08-27",5.82
"980","2020-08-28",5.84
"981","2020-08-31",5.81
"982","2020-09-01",5.82
"983","2020-09-02",5.88
"984","2020-09-03",5.36
"985","2020-09-04",5.23
"986","2020-09-08",5.19
"987","2020-09-09",5.46
"988","2020-09-10",5.405
"989","2020-09-11",5.385
"990","2020-09-14",5.48
"991","2020-09-15",5.73
"992","2020-09-16",5.72
"993","2020-09-17",5.65
"994","2020-09-18",5.56
"995","2020-09-21",5.52
"996","2020-09-22",5.52
"997","2020-09-23",5.33
"998","2020-09-24",5.2
"999","2020-09-25",5.09
