"","date","LIVX"
"166","2018-04-17",3.8
"167","2018-04-18",3.83
"168","2018-04-19",3.8
"169","2018-04-20",3.7
"170","2018-04-23",3.7
"171","2018-04-24",3.7
"172","2018-04-25",3.7
"173","2018-04-26",3.7
"174","2018-04-27",3.8
"175","2018-04-30",3.85
"176","2018-05-01",3.8
"177","2018-05-02",3.8
"178","2018-05-03",3.8
"179","2018-05-04",3.85
"180","2018-05-07",3.85
"181","2018-05-08",3.9
"182","2018-05-09",3.63
"183","2018-05-10",3.67
"184","2018-05-11",3.83
"185","2018-05-14",3.9
"186","2018-05-15",4.15
"187","2018-05-16",4.225
"188","2018-05-17",6.95
"189","2018-05-18",4.94
"190","2018-05-21",4.2
"191","2018-05-22",4.07
"192","2018-05-23",4.09
"193","2018-05-24",3.95
"194","2018-05-25",3.845
"195","2018-05-29",4.18
"196","2018-05-30",4.01
"197","2018-05-31",4.21
"198","2018-06-01",4.45
"199","2018-06-04",5.56
"200","2018-06-05",4.81
"201","2018-06-06",5.34
"202","2018-06-07",5.45
"203","2018-06-08",5.22
"204","2018-06-11",7.4
"205","2018-06-12",7.05
"206","2018-06-13",7.14
"207","2018-06-14",7.7
"208","2018-06-15",8.32
"209","2018-06-18",8.68
"210","2018-06-19",9.52
"211","2018-06-20",10.43
"212","2018-06-21",9.19
"213","2018-06-22",7.9
"214","2018-06-25",6.19
"215","2018-06-26",6.34
"216","2018-06-27",6.01
"217","2018-06-28",5.76
"218","2018-06-29",5.77
"219","2018-07-02",5.77
"220","2018-07-03",6.03
"221","2018-07-05",5.88
"222","2018-07-06",5.95
"223","2018-07-09",5.99
"224","2018-07-10",5.93
"225","2018-07-11",5.86
"226","2018-07-12",5.41
"227","2018-07-13",5.54
"228","2018-07-16",5.29
"229","2018-07-17",5.06
"230","2018-07-18",5.13
"231","2018-07-19",5.12
"232","2018-07-20",4.97
"233","2018-07-23",5.04
"234","2018-07-24",5.38
"235","2018-07-25",5.48
"236","2018-07-26",5.36
"237","2018-07-27",4.96
"238","2018-07-30",4.71
"239","2018-07-31",4.78
"240","2018-08-01",4.65
"241","2018-08-02",4.83
"242","2018-08-03",4.71
"243","2018-08-06",4.5
"244","2018-08-07",4.98
"245","2018-08-08",5
"246","2018-08-09",4.95
"247","2018-08-10",4.65
"248","2018-08-13",4.63
"249","2018-08-14",4.62
"250","2018-08-15",4.47
"251","2018-08-16",4.37
"252","2018-08-17",4.46
"253","2018-08-20",4.39
"254","2018-08-21",4.21
"255","2018-08-22",4.46
"256","2018-08-23",4.38
"257","2018-08-24",4.46
"258","2018-08-27",4.36
"259","2018-08-28",4.46
"260","2018-08-29",4.4
"261","2018-08-30",4.49
"262","2018-08-31",5.07
"263","2018-09-04",5.44
"264","2018-09-05",5.42
"265","2018-09-06",5.17
"266","2018-09-07",4.89
"267","2018-09-10",4.93
"268","2018-09-11",4.99
"269","2018-09-12",5
"270","2018-09-13",4.8
"271","2018-09-14",4.85
"272","2018-09-17",4.66
"273","2018-09-18",4.52
"274","2018-09-19",4.75
"275","2018-09-20",4.78
"276","2018-09-21",3.51
"277","2018-09-24",4.05
"278","2018-09-25",3.96
"279","2018-09-26",4.15
"280","2018-09-27",4.07
"281","2018-09-28",3.92
"282","2018-10-01",3.78
"283","2018-10-02",3.69
"284","2018-10-03",3.79
"285","2018-10-04",3.63
"286","2018-10-05",3.45
"287","2018-10-08",3.25
"288","2018-10-09",2.84
"289","2018-10-10",2.77
"290","2018-10-11",2.8
"291","2018-10-12",2.83
"292","2018-10-15",2.86
"293","2018-10-16",3.07
"294","2018-10-17",3.08
"295","2018-10-18",2.98
"296","2018-10-19",2.77
"297","2018-10-22",2.66
"298","2018-10-23",2.66
"299","2018-10-24",2.82
"300","2018-10-25",2.85
"301","2018-10-26",2.94
"302","2018-10-29",2.91
"303","2018-10-30",2.93
"304","2018-10-31",2.96
"305","2018-11-01",3.05
"306","2018-11-02",3.11
"307","2018-11-05",3.05
"308","2018-11-06",3.2
"309","2018-11-07",3.25
"310","2018-11-08",3.66
"311","2018-11-09",4.05
"312","2018-11-12",4.22
"313","2018-11-13",4.2
"314","2018-11-14",3.75
"315","2018-11-15",3.89
"316","2018-11-16",4.05
"317","2018-11-19",3.88
"318","2018-11-20",3.87
"319","2018-11-21",4.22
"320","2018-11-23",4.35
"321","2018-11-26",5
"322","2018-11-27",4.6
"323","2018-11-28",4.84
"324","2018-11-29",4.97
"325","2018-11-30",5.09
"326","2018-12-03",5.47
"327","2018-12-04",5.21
"328","2018-12-06",4.63
"329","2018-12-07",4.85
"330","2018-12-10",4.9
"331","2018-12-11",4.98
"332","2018-12-12",5.31
"333","2018-12-13",4.74
"334","2018-12-14",5.46
"335","2018-12-17",4.64
"336","2018-12-18",4.31
"337","2018-12-19",4.1
"338","2018-12-20",4.14
"339","2018-12-21",4.63
"340","2018-12-24",4.38
"341","2018-12-26",4.15
"342","2018-12-27",4.91
"343","2018-12-28",4.9
"344","2018-12-31",4.95
"345","2019-01-02",5.73
"346","2019-01-03",5.54
"347","2019-01-04",6
"348","2019-01-07",5.86
"349","2019-01-08",5.94
"350","2019-01-09",6.24
"351","2019-01-10",6.04
"352","2019-01-11",6.21
"353","2019-01-14",6.43
"354","2019-01-15",6.95
"355","2019-01-16",6.59
"356","2019-01-17",6.92
"357","2019-01-18",6.59
"358","2019-01-22",6.31
"359","2019-01-23",6.25
"360","2019-01-24",6.07
"361","2019-01-25",6.43
"362","2019-01-28",6.27
"363","2019-01-29",6
"364","2019-01-30",5.87
"365","2019-01-31",6.09
"366","2019-02-01",5.82
"367","2019-02-04",5.21
"368","2019-02-05",5.84
"369","2019-02-06",5.58
"370","2019-02-07",5.33
"371","2019-02-08",5.54
"372","2019-02-11",5.46
"373","2019-02-12",5.64
"374","2019-02-13",5.69
"375","2019-02-14",5.68
"376","2019-02-15",5.78
"377","2019-02-19",5.79
"378","2019-02-20",5.7
"379","2019-02-21",5.97
"380","2019-02-22",6.18
"381","2019-02-25",6.36
"382","2019-02-26",6.72
"383","2019-02-27",6.03
"384","2019-02-28",5.95
"385","2019-03-01",5.99
"386","2019-03-04",5.78
"387","2019-03-05",6.15
"388","2019-03-06",5.26
"389","2019-03-07",5.32
"390","2019-03-08",5.29
"391","2019-03-11",5.74
"392","2019-03-12",5.74
"393","2019-03-13",6.1
"394","2019-03-14",5.75
"395","2019-03-15",6.22
"396","2019-03-18",6.31
"397","2019-03-19",6.28
"398","2019-03-20",6.18
"399","2019-03-21",6.17
"400","2019-03-22",5.73
"401","2019-03-25",5.76
"402","2019-03-26",5.33
"403","2019-03-27",5.24
"404","2019-03-28",5.39
"405","2019-03-29",5.38
"406","2019-04-01",5.47
"407","2019-04-02",5.45
"408","2019-04-03",5.35
"409","2019-04-04",5.2
"410","2019-04-05",5.18
"411","2019-04-08",5.16
"412","2019-04-09",5
"413","2019-04-10",5.03
"414","2019-04-11",4.74
"415","2019-04-12",4.72
"416","2019-04-15",4.87
"417","2019-04-16",5.11
"418","2019-04-17",5
"419","2019-04-18",5
"420","2019-04-22",4.62
"421","2019-04-23",4.58
"422","2019-04-24",4.61
"423","2019-04-25",4.52
"424","2019-04-26",4.78
"425","2019-04-29",4.91
"426","2019-04-30",4.97
"427","2019-05-01",4.66
"428","2019-05-02",4.71
"429","2019-05-03",4.88
"430","2019-05-06",4.93
"431","2019-05-07",4.8
"432","2019-05-08",5.01
"433","2019-05-09",4.81
"434","2019-05-10",4.97
"435","2019-05-13",4.7
"436","2019-05-14",4.75
"437","2019-05-15",4.58
"438","2019-05-16",4.36
"439","2019-05-17",4.25
"440","2019-05-20",4.23
"441","2019-05-21",4.24
"442","2019-05-22",4.26
"443","2019-05-23",4
"444","2019-05-24",4.11
"445","2019-05-28",4.1
"446","2019-05-29",3.82
"447","2019-05-30",3.76
"448","2019-05-31",3.78
"449","2019-06-03",3.71
"450","2019-06-04",3.54
"451","2019-06-05",3.36
"452","2019-06-06",3.64
"453","2019-06-07",3.51
"454","2019-06-10",3.56
"455","2019-06-11",3.53
"456","2019-06-12",3.72
"457","2019-06-13",3.65
"458","2019-06-14",3.61
"459","2019-06-17",3.73
"460","2019-06-18",3.72
"461","2019-06-19",3.85
"462","2019-06-20",3.87
"463","2019-06-21",4.01
"464","2019-06-24",4.17
"465","2019-06-25",4.35
"466","2019-06-26",4.49
"467","2019-06-27",4.15
"468","2019-06-28",4.15
"469","2019-07-01",3.79
"470","2019-07-02",3.64
"471","2019-07-03",3.63
"472","2019-07-05",3.38
"473","2019-07-08",3.18
"474","2019-07-09",2.93
"475","2019-07-10",3.02
"476","2019-07-11",2.89
"477","2019-07-12",2.75
"478","2019-07-15",2.92
"479","2019-07-16",2.9
"480","2019-07-17",2.73
"481","2019-07-18",2.45
"482","2019-07-19",2.53
"483","2019-07-22",2.6
"484","2019-07-23",2.38
"485","2019-07-24",2.35
"486","2019-07-25",2.17
"487","2019-07-26",2.76
"488","2019-07-29",2.69
"489","2019-07-30",2.68
"490","2019-07-31",2.95
"491","2019-08-01",2.67
"492","2019-08-02",2.59
"493","2019-08-05",2.86
"494","2019-08-06",2.79
"495","2019-08-07",2.68
"496","2019-08-08",2.95
"497","2019-08-09",2.94
"498","2019-08-12",2.75
"499","2019-08-13",2.72
"500","2019-08-14",2.36
"501","2019-08-15",2.68
"502","2019-08-16",2.38
"503","2019-08-19",2.5
"504","2019-08-20",2.72
"505","2019-08-21",2.66
"506","2019-08-22",2.63
"507","2019-08-23",2.36
"508","2019-08-26",2.5
"509","2019-08-27",2.32
"510","2019-08-28",2.33
"511","2019-08-29",2.19
"512","2019-08-30",2.22
"513","2019-09-03",2.01
"514","2019-09-04",1.98
"515","2019-09-05",2.03
"516","2019-09-06",1.93
"517","2019-09-09",2
"518","2019-09-10",2.24
"519","2019-09-11",2.64
"520","2019-09-12",2.72
"521","2019-09-13",2.34
"522","2019-09-16",2.26
"523","2019-09-17",2.2
"524","2019-09-18",2.11
"525","2019-09-19",2.14
"526","2019-09-20",2.16
"527","2019-09-23",2.195
"528","2019-09-24",2.05
"529","2019-09-25",2.23
"530","2019-09-26",2.08
"531","2019-09-27",2.08
"532","2019-09-30",2.005
"533","2019-10-01",1.9
"534","2019-10-02",1.9
"535","2019-10-03",1.81
"536","2019-10-04",1.83
"537","2019-10-07",1.51
"538","2019-10-08",1.41
"539","2019-10-09",1.49
"540","2019-10-10",1.59
"541","2019-10-11",1.65
"542","2019-10-14",1.53
"543","2019-10-15",1.56
"544","2019-10-16",1.57
"545","2019-10-17",1.59
"546","2019-10-18",1.59
"547","2019-10-21",1.61
"548","2019-10-22",1.61
"549","2019-10-23",1.76
"550","2019-10-24",1.74
"551","2019-10-25",1.66
"552","2019-10-28",1.95
"553","2019-10-29",1.76
"554","2019-10-30",1.61
"555","2019-10-31",1.7
"556","2019-11-01",1.68
"557","2019-11-04",1.6
"558","2019-11-05",1.6
"559","2019-11-06",1.49
"560","2019-11-07",1.295
"561","2019-11-08",1.42
"562","2019-11-11",1.37
"563","2019-11-12",1.48
"564","2019-11-13",1.36
"565","2019-11-14",1.235
"566","2019-11-15",1.275
"567","2019-11-18",1.25
"568","2019-11-19",1.36
"569","2019-11-20",1.4
"570","2019-11-21",1.49
"571","2019-11-22",1.55
"572","2019-11-25",1.74
"573","2019-11-26",1.79
"574","2019-11-27",1.87
"575","2019-11-29",1.92
"576","2019-12-02",1.94
"577","2019-12-03",1.97
"578","2019-12-04",2.01
"579","2019-12-05",2.04
"580","2019-12-06",2.3
"581","2019-12-09",2.59
"582","2019-12-10",2.43
"583","2019-12-11",2.34
"584","2019-12-12",2.22
"585","2019-12-13",2.25
"586","2019-12-16",2.06
"587","2019-12-17",2.035
"588","2019-12-18",1.89
"589","2019-12-19",1.98
"590","2019-12-20",1.9
"591","2019-12-23",1.82
"592","2019-12-24",1.7
"593","2019-12-26",1.61
"594","2019-12-27",1.63
"595","2019-12-30",1.46
"596","2019-12-31",1.545
"597","2020-01-02",1.68
"598","2020-01-03",1.64
"599","2020-01-06",1.79
"600","2020-01-07",1.88
"601","2020-01-08",1.75
"602","2020-01-09",1.66
"603","2020-01-10",1.615
"604","2020-01-13",1.49
"605","2020-01-14",1.49
"606","2020-01-15",1.5
"607","2020-01-16",1.73
"608","2020-01-17",1.65
"609","2020-01-21",1.64
"610","2020-01-22",1.56
"611","2020-01-23",1.56
"612","2020-01-24",1.52
"613","2020-01-27",1.5
"614","2020-01-28",1.48
"615","2020-01-29",1.33
"616","2020-01-30",1.23
"617","2020-01-31",1.4
"618","2020-02-03",1.31
"619","2020-02-04",1.45
"620","2020-02-05",1.57
"621","2020-02-06",1.87
"622","2020-02-07",1.29
"623","2020-02-10",1.37
"624","2020-02-11",1.37
"625","2020-02-12",1.37
"626","2020-02-13",1.46
"627","2020-02-14",1.44
"628","2020-02-18",1.5
"629","2020-02-19",1.47
"630","2020-02-20",1.47
"631","2020-02-21",1.45
"632","2020-02-24",1.33
"633","2020-02-25",1.18
"634","2020-02-26",1.22
"635","2020-02-27",1.2
"636","2020-02-28",1.26
"637","2020-03-02",1.34
"638","2020-03-03",1.24
"639","2020-03-04",1.38
"640","2020-03-05",1.35
"641","2020-03-06",1.31
"642","2020-03-09",1.16
"643","2020-03-10",1.17
"644","2020-03-11",1.15
"645","2020-03-12",1.08
"646","2020-03-13",1.31
"647","2020-03-16",1.26
"648","2020-03-17",1.35
"649","2020-03-18",1.32
"650","2020-03-19",1.32
"651","2020-03-20",1.33
"652","2020-03-23",1.45
"653","2020-03-24",1.61
"654","2020-03-25",1.58
"655","2020-03-26",1.59
"656","2020-03-27",1.51
"657","2020-03-30",1.43
"658","2020-03-31",1.58
"659","2020-04-01",1.43
"660","2020-04-02",1.49
"661","2020-04-03",1.53
"662","2020-04-06",1.6
"663","2020-04-07",1.59
"664","2020-04-08",1.7
"665","2020-04-09",1.64
"666","2020-04-13",1.86
"667","2020-04-14",1.85
"668","2020-04-15",1.76
"669","2020-04-16",1.9
"670","2020-04-17",2.28
"671","2020-04-20",2.28
"672","2020-04-21",2.155
"673","2020-04-22",2.2
"674","2020-04-23",2.13
"675","2020-04-24",2.06
"676","2020-04-27",1.965
"677","2020-04-28",1.74
"678","2020-04-29",2.24
"679","2020-04-30",2.55
"680","2020-05-01",3.03
"681","2020-05-04",2.84
"682","2020-05-05",2.65
"683","2020-05-06",3.01
"684","2020-05-07",3.32
"685","2020-05-08",3.38
"686","2020-05-11",3.365
"687","2020-05-12",3.31
"688","2020-05-13",3.2
"689","2020-05-14",3.38
"690","2020-05-15",3.4
"691","2020-05-18",3.35
"692","2020-05-19",3.31
"693","2020-05-20",3.37
"694","2020-05-21",3.33
"695","2020-05-22",3.28
"696","2020-05-26",3.18
"697","2020-05-27",3.01
"698","2020-05-28",2.94
"699","2020-05-29",2.86
"700","2020-06-01",2.9
"701","2020-06-02",2.92
"702","2020-06-03",3.07
"703","2020-06-04",3.47
"704","2020-06-05",3.3
"705","2020-06-08",3.22
"706","2020-06-09",3.16
"707","2020-06-10",2.99
"708","2020-06-11",2.78
"709","2020-06-12",3.09
"710","2020-06-15",3.06
"711","2020-06-16",3.09
"712","2020-06-17",3.56
"713","2020-06-18",3.75
"714","2020-06-19",3.81
"715","2020-06-22",3.63
"716","2020-06-23",3.59
"717","2020-06-24",3.44
"718","2020-06-25",3.39
"719","2020-06-26",3.33
"720","2020-06-29",3.28
"721","2020-06-30",3.62
"722","2020-07-01",3.57
"723","2020-07-02",3.77
"724","2020-07-06",4.59
"725","2020-07-07",4.51
"726","2020-07-08",4.25
"727","2020-07-09",4.13
"728","2020-07-10",4.32
"729","2020-07-13",3.71
"730","2020-07-14",3.66
"731","2020-07-15",3.765
"732","2020-07-16",3.995
"733","2020-07-17",4.23
"734","2020-07-20",4.13
"735","2020-07-21",4.22
"736","2020-07-22",4
"737","2020-07-23",3.91
"738","2020-07-24",3.57
"739","2020-07-27",3.28
"740","2020-07-28",3.21
"741","2020-07-29",3.02
"742","2020-07-30",3.14
"743","2020-07-31",3.03
"744","2020-08-03",3.24
"745","2020-08-04",3.14
"746","2020-08-05",3.15
"747","2020-08-06",2.94
"748","2020-08-07",3.01
"749","2020-08-10",3.16
"750","2020-08-11",2.84
"751","2020-08-12",2.79
"752","2020-08-13",2.64
"753","2020-08-14",2.72
"754","2020-08-17",2.87
"755","2020-08-18",2.96
"756","2020-08-19",2.86
"757","2020-08-20",2.93
"758","2020-08-21",2.8
"759","2020-08-24",2.7
"760","2020-08-25",2.92
"761","2020-08-26",2.8
"762","2020-08-27",2.68
"763","2020-08-28",2.77
"764","2020-08-31",2.7
"765","2020-09-01",2.67
"766","2020-09-02",2.53
"767","2020-09-03",2.34
"768","2020-09-04",2.32
"769","2020-09-08",2.47
"770","2020-09-09",2.58
"771","2020-09-10",2.56
"772","2020-09-11",2.49
"773","2020-09-14",2.7
"774","2020-09-15",2.655
"775","2020-09-16",2.75
"776","2020-09-17",2.84
"777","2020-09-18",3.015
"778","2020-09-21",2.78
"779","2020-09-22",2.86
"780","2020-09-23",2.6
"781","2020-09-24",2.64
"782","2020-09-25",2.65
"783","2020-09-28",2.73
"784","2020-09-29",2.65
"785","2020-09-30",2.595
"786","2020-10-01",2.51
"787","2020-10-02",2.4
"788","2020-10-05",2.31
"789","2020-10-06",2.27
"790","2020-10-07",2.2
"791","2020-10-08",2.19
"792","2020-10-09",2.32
"793","2020-10-12",2.24
"794","2020-10-13",2.3
"795","2020-10-14",2.26
"796","2020-10-15",2.32
"797","2020-10-16",2.24
"798","2020-10-19",2.11
"799","2020-10-20",2.14
"800","2020-10-21",2.09
"801","2020-10-22",2.09
"802","2020-10-23",2.13
"803","2020-10-26",2.14
"804","2020-10-27",2.23
"805","2020-10-28",2.09
"806","2020-10-29",2.17
"807","2020-10-30",2.01
"808","2020-11-02",1.92
"809","2020-11-03",2.07
"810","2020-11-04",2.07
"811","2020-11-05",2.13
"812","2020-11-06",2.17
"813","2020-11-09",1.99
"814","2020-11-10",1.97
"815","2020-11-11",2.01
"816","2020-11-12",1.92
"817","2020-11-13",2
"818","2020-11-16",2.05
"819","2020-11-17",1.88
"820","2020-11-18",1.84
"821","2020-11-19",1.95
"822","2020-11-20",2.12
"823","2020-11-23",2.24
"824","2020-11-24",2.21
"825","2020-11-25",2.39
"826","2020-11-27",2.49
