"","date","BPTH"
"172","2008-11-04",240
"173","2008-11-05",240
"174","2008-11-06",240
"175","2008-11-07",202
"176","2008-11-10",202
"177","2008-11-11",202
"178","2008-11-12",180
"179","2008-11-13",140
"180","2008-11-14",140
"181","2008-11-17",140
"182","2008-11-18",210
"183","2008-11-19",180
"184","2008-11-20",180
"185","2008-11-21",180
"186","2008-11-24",180
"187","2008-11-25",160
"188","2008-11-26",160
"189","2008-11-28",160
"190","2008-12-01",160
"191","2008-12-02",80
"192","2008-12-03",80
"193","2008-12-04",80
"194","2008-12-05",60
"195","2008-12-08",80
"196","2008-12-09",90
"197","2008-12-10",90
"198","2008-12-11",90
"199","2008-12-12",110
"200","2008-12-15",110
"201","2008-12-16",100
"202","2008-12-17",100
"203","2008-12-18",60
"204","2008-12-19",102
"205","2008-12-22",70
"206","2008-12-23",40
"207","2008-12-24",50
"208","2008-12-26",50
"209","2008-12-29",52
"210","2008-12-30",70
"211","2008-12-31",110
"212","2009-01-02",110
"213","2009-01-05",110
"214","2009-01-06",110
"215","2009-01-07",110
"216","2009-01-08",200
"217","2009-01-09",200
"218","2009-01-12",200
"219","2009-01-13",200
"220","2009-01-14",200
"221","2009-01-15",170
"222","2009-01-16",110
"223","2009-01-20",80
"224","2009-01-21",120
"225","2009-01-22",120
"226","2009-01-23",120
"227","2009-01-26",120
"228","2009-01-27",130
"229","2009-01-28",130
"230","2009-01-29",130
"231","2009-01-30",130
"232","2009-02-02",130
"233","2009-02-03",120
"234","2009-02-04",120
"235","2009-02-05",80
"236","2009-02-06",70
"237","2009-02-09",70
"238","2009-02-10",70
"239","2009-02-11",70
"240","2009-02-12",70
"241","2009-02-13",70
"242","2009-02-17",70
"243","2009-02-18",74
"244","2009-02-19",74
"245","2009-02-20",94
"246","2009-02-23",94
"247","2009-02-24",94
"248","2009-02-25",94
"249","2009-02-26",94
"250","2009-02-27",72
"251","2009-03-02",120
"252","2009-03-03",80
"253","2009-03-04",60
"254","2009-03-05",60
"255","2009-03-06",60
"256","2009-03-09",38
"257","2009-03-10",40
"258","2009-03-11",48
"259","2009-03-12",46
"260","2009-03-13",44
"261","2009-03-16",48
"262","2009-03-17",44
"263","2009-03-18",38
"264","2009-03-19",42
"265","2009-03-20",42
"266","2009-03-23",38
"267","2009-03-24",34
"268","2009-03-25",34
"269","2009-03-26",34
"270","2009-03-27",32
"271","2009-03-30",34
"272","2009-03-31",34
"273","2009-04-01",36
"274","2009-04-02",38
"275","2009-04-03",44
"276","2009-04-06",50
"277","2009-04-07",62
"278","2009-04-08",50
"279","2009-04-09",50
"280","2009-04-13",56
"281","2009-04-14",56
"282","2009-04-15",50
"283","2009-04-16",50
"284","2009-04-17",50
"285","2009-04-20",40
"286","2009-04-21",60
"287","2009-04-22",60
"288","2009-04-23",36
"289","2009-04-24",60
"290","2009-04-27",62
"291","2009-04-28",62
"292","2009-04-29",62
"293","2009-04-30",44
"294","2009-05-01",62
"295","2009-05-04",62
"296","2009-05-05",50
"297","2009-05-06",50
"298","2009-05-07",62
"299","2009-05-08",50
"300","2009-05-11",62
"301","2009-05-12",62
"302","2009-05-13",34
"303","2009-05-14",62
"304","2009-05-15",50
"305","2009-05-18",50
"306","2009-05-19",50
"307","2009-05-20",50
"308","2009-05-21",50
"309","2009-05-22",42
"310","2009-05-26",58
"311","2009-05-27",52
"312","2009-05-28",62
"313","2009-05-29",62
"314","2009-06-01",62
"315","2009-06-02",62
"316","2009-06-03",42
"317","2009-06-04",38
"318","2009-06-05",38
"319","2009-06-08",38
"320","2009-06-09",40
"321","2009-06-10",36
"322","2009-06-11",50
"323","2009-06-12",50
"324","2009-06-15",54
"325","2009-06-16",54
"326","2009-06-17",54
"327","2009-06-18",50
"328","2009-06-19",50
"329","2009-06-22",50
"330","2009-06-23",50
"331","2009-06-24",50
"332","2009-06-25",30
"333","2009-06-26",46
"334","2009-06-29",46
"335","2009-06-30",50
"336","2009-07-01",50
"337","2009-07-02",50
"338","2009-07-06",40
"339","2009-07-07",40
"340","2009-07-08",36
"341","2009-07-09",40
"342","2009-07-10",40
"343","2009-07-13",30
"344","2009-07-14",30
"345","2009-07-15",38
"346","2009-07-16",38
"347","2009-07-17",38
"348","2009-07-20",36
"349","2009-07-21",36
"350","2009-07-22",30
"351","2009-07-23",36
"352","2009-07-24",40
"353","2009-07-27",30
"354","2009-07-28",30
"355","2009-07-29",40
"356","2009-07-30",34
"357","2009-07-31",32
"358","2009-08-03",26
"359","2009-08-04",26
"360","2009-08-05",30
"361","2009-08-06",28
"362","2009-08-07",32
"363","2009-08-10",32
"364","2009-08-11",36
"365","2009-08-12",26
"366","2009-08-13",26
"367","2009-08-14",30
"368","2009-08-17",30
"369","2009-08-18",30
"370","2009-08-19",30
"371","2009-08-20",28
"372","2009-08-21",28
"373","2009-08-24",26
"374","2009-08-25",26
"375","2009-08-26",26
"376","2009-08-27",24
"377","2009-08-28",24
"378","2009-08-31",30
"379","2009-09-01",32
"380","2009-09-02",30
"381","2009-09-03",30
"382","2009-09-04",36
"383","2009-09-08",50
"384","2009-09-09",50
"385","2009-09-10",50
"386","2009-09-11",50
"387","2009-09-14",50
"388","2009-09-15",50
"389","2009-09-16",84
"390","2009-09-17",60
"391","2009-09-18",62
"392","2009-09-21",58
"393","2009-09-22",74
"394","2009-09-23",76
"395","2009-09-24",74
"396","2009-09-25",70
"397","2009-09-28",70
"398","2009-09-29",72
"399","2009-09-30",66
"400","2009-10-01",66
"401","2009-10-02",60
"402","2009-10-05",70
"403","2009-10-06",66
"404","2009-10-07",80
"405","2009-10-08",90
"406","2009-10-09",82
"407","2009-10-12",60
"408","2009-10-13",74
"409","2009-10-14",88
"410","2009-10-15",76
"411","2009-10-16",88
"412","2009-10-19",80
"413","2009-10-20",76
"414","2009-10-21",80
"415","2009-10-22",78
"416","2009-10-23",82
"417","2009-10-26",80
"418","2009-10-27",76
"419","2009-10-28",76
"420","2009-10-29",76
"421","2009-10-30",70
"422","2009-11-02",66
"423","2009-11-03",80
"424","2009-11-04",80
"425","2009-11-05",80
"426","2009-11-06",72
"427","2009-11-09",88
"428","2009-11-10",80
"429","2009-11-11",80
"430","2009-11-12",90
"431","2009-11-13",96
"432","2009-11-16",78
"433","2009-11-17",100
"434","2009-11-18",104
"435","2009-11-19",100
"436","2009-11-20",100
"437","2009-11-23",90
"438","2009-11-24",92
"439","2009-11-25",84
"440","2009-11-27",90
"441","2009-11-30",90
"442","2009-12-01",90
"443","2009-12-02",90
"444","2009-12-03",84
"445","2009-12-04",90
"446","2009-12-07",90
"447","2009-12-08",90
"448","2009-12-09",94
"449","2009-12-10",94
"450","2009-12-11",94
"451","2009-12-14",80
"452","2009-12-15",80
"453","2009-12-16",86
"454","2009-12-17",86
"455","2009-12-18",86
"456","2009-12-21",86
"457","2009-12-22",86
"458","2009-12-23",86
"459","2009-12-24",86
"460","2009-12-28",86
"461","2009-12-29",86
"462","2009-12-30",86
"463","2009-12-31",86
"464","2010-01-04",86
"465","2010-01-05",86
"466","2010-01-06",86
"467","2010-01-07",86
"468","2010-01-08",86
"469","2010-01-11",86
"470","2010-01-12",86
"471","2010-01-13",82
"472","2010-01-14",82
"473","2010-01-15",82
"474","2010-01-19",82
"475","2010-01-20",82
"476","2010-01-21",82
"477","2010-01-22",74
"478","2010-01-25",68
"479","2010-01-26",68
"480","2010-01-27",70
"481","2010-01-28",70
"482","2010-01-29",70
"483","2010-02-01",70
"484","2010-02-02",70
"485","2010-02-03",78
"486","2010-02-04",78
"487","2010-02-05",78
"488","2010-02-08",70
"489","2010-02-09",70
"490","2010-02-10",70
"491","2010-02-11",70
"492","2010-02-12",70
"493","2010-02-16",70
"494","2010-02-17",70
"495","2010-02-18",70
"496","2010-02-19",74
"497","2010-02-22",78
"498","2010-02-23",70
"499","2010-02-24",68
"500","2010-02-25",68
"501","2010-02-26",72
"502","2010-03-01",50
"503","2010-03-02",64
"504","2010-03-03",84
"505","2010-03-04",70
"506","2010-03-05",70
"507","2010-03-08",94
"508","2010-03-09",94
"509","2010-03-10",70
"510","2010-03-11",84
"511","2010-03-12",100
"512","2010-03-15",120
"513","2010-03-16",110
"514","2010-03-17",102
"515","2010-03-18",90
"516","2010-03-19",102
"517","2010-03-22",102
"518","2010-03-23",102
"519","2010-03-24",100
"520","2010-03-25",100
"521","2010-03-26",102
"522","2010-03-29",96
"523","2010-03-30",94
"524","2010-03-31",92
"525","2010-04-01",94
"526","2010-04-05",94
"527","2010-04-06",94
"528","2010-04-07",94
"529","2010-04-08",94
"530","2010-04-09",94
"531","2010-04-12",96
"532","2010-04-13",92
"533","2010-04-14",92
"534","2010-04-15",88
"535","2010-04-16",92
"536","2010-04-19",92
"537","2010-04-20",90
"538","2010-04-21",92
"539","2010-04-22",92
"540","2010-04-23",92
"541","2010-04-26",90
"542","2010-04-27",90
"543","2010-04-28",82
"544","2010-04-29",88
"545","2010-04-30",88
"546","2010-05-03",88
"547","2010-05-04",88
"548","2010-05-05",86
"549","2010-05-06",86
"550","2010-05-07",84
"551","2010-05-10",84
"552","2010-05-11",66
"553","2010-05-12",86
"554","2010-05-13",90
"555","2010-05-14",90
"556","2010-05-17",90
"557","2010-05-18",90
"558","2010-05-19",90
"559","2010-05-20",88
"560","2010-05-21",86
"561","2010-05-24",86
"562","2010-05-25",86
"563","2010-05-26",84
"564","2010-05-27",86
"565","2010-05-28",92
"566","2010-06-01",92
"567","2010-06-02",92
"568","2010-06-03",88
"569","2010-06-04",86
"570","2010-06-07",90
"571","2010-06-08",90
"572","2010-06-09",94
"573","2010-06-10",90
"574","2010-06-11",90
"575","2010-06-14",90
"576","2010-06-15",90
"577","2010-06-16",86
"578","2010-06-17",86
"579","2010-06-18",80
"580","2010-06-21",80
"581","2010-06-22",86
"582","2010-06-23",86
"583","2010-06-24",88
"584","2010-06-25",80
"585","2010-06-28",80
"586","2010-06-29",80
"587","2010-06-30",80
"588","2010-07-01",80
"589","2010-07-02",80
"590","2010-07-06",80
"591","2010-07-07",80
"592","2010-07-08",80
"593","2010-07-09",80
"594","2010-07-12",80
"595","2010-07-13",72
"596","2010-07-14",76
"597","2010-07-15",74
"598","2010-07-16",76
"599","2010-07-19",78
"600","2010-07-20",76
"601","2010-07-21",70
"602","2010-07-22",70
"603","2010-07-23",80
"604","2010-07-26",80
"605","2010-07-27",80
"606","2010-07-28",80
"607","2010-07-29",76
"608","2010-07-30",86
"609","2010-08-02",76
"610","2010-08-03",80
"611","2010-08-04",80
"612","2010-08-05",80
"613","2010-08-06",80
"614","2010-08-09",84
"615","2010-08-10",82
"616","2010-08-11",80
"617","2010-08-12",80
"618","2010-08-13",82
"619","2010-08-16",78
"620","2010-08-17",84
"621","2010-08-18",84
"622","2010-08-19",84
"623","2010-08-20",84
"624","2010-08-23",80
"625","2010-08-24",84
"626","2010-08-25",84
"627","2010-08-26",82
"628","2010-08-27",90
"629","2010-08-30",90
"630","2010-08-31",84
"631","2010-09-01",80
"632","2010-09-02",80
"633","2010-09-03",78
"634","2010-09-07",78
"635","2010-09-08",78
"636","2010-09-09",80
"637","2010-09-10",82
"638","2010-09-13",80
"639","2010-09-14",80
"640","2010-09-15",80
"641","2010-09-16",80
"642","2010-09-17",78
"643","2010-09-20",78
"644","2010-09-21",78
"645","2010-09-22",78
"646","2010-09-23",78
"647","2010-09-24",78
"648","2010-09-27",76
"649","2010-09-28",76
"650","2010-09-29",70
"651","2010-09-30",80
"652","2010-10-01",80
"653","2010-10-04",82
"654","2010-10-05",78
"655","2010-10-06",80
"656","2010-10-07",84
"657","2010-10-08",80
"658","2010-10-11",78
"659","2010-10-12",78
"660","2010-10-13",78
"661","2010-10-14",76
"662","2010-10-15",70
"663","2010-10-18",70
"664","2010-10-19",70
"665","2010-10-20",76
"666","2010-10-21",76
"667","2010-10-22",76
"668","2010-10-25",80
"669","2010-10-26",80
"670","2010-10-27",76
"671","2010-10-28",76
"672","2010-10-29",78
"673","2010-11-01",84
"674","2010-11-02",76
"675","2010-11-03",76
"676","2010-11-04",76
"677","2010-11-05",76
"678","2010-11-08",74
"679","2010-11-09",82
"680","2010-11-10",82
"681","2010-11-11",82
"682","2010-11-12",82
"683","2010-11-15",72
"684","2010-11-16",82
"685","2010-11-17",82
"686","2010-11-18",82
"687","2010-11-19",70
"688","2010-11-22",70
"689","2010-11-23",72
"690","2010-11-24",72
"691","2010-11-26",76
"692","2010-11-29",72
"693","2010-11-30",72
"694","2010-12-01",74
"695","2010-12-02",72
"696","2010-12-03",82
"697","2010-12-06",82
"698","2010-12-07",82
"699","2010-12-08",82
"700","2010-12-09",80
"701","2010-12-10",80
"702","2010-12-13",70
"703","2010-12-14",70
"704","2010-12-15",70
"705","2010-12-16",70
"706","2010-12-17",70
"707","2010-12-20",74
"708","2010-12-21",74
"709","2010-12-22",74
"710","2010-12-23",72
"711","2010-12-27",72
"712","2010-12-28",72
"713","2010-12-29",72
"714","2010-12-30",72
"715","2010-12-31",70
"716","2011-01-03",70
"717","2011-01-04",80
"718","2011-01-05",72
"719","2011-01-06",80
"720","2011-01-07",84
"721","2011-01-10",84
"722","2011-01-11",80
"723","2011-01-12",88
"724","2011-01-13",82
"725","2011-01-14",78
"726","2011-01-18",104
"727","2011-01-19",82
"728","2011-01-20",90
"729","2011-01-21",98
"730","2011-01-24",90
"731","2011-01-25",86
"732","2011-01-26",86
"733","2011-01-27",100
"734","2011-01-28",96
"735","2011-01-31",82
"736","2011-02-01",98
"737","2011-02-02",96
"738","2011-02-03",96
"739","2011-02-04",90
"740","2011-02-07",100
"741","2011-02-08",106
"742","2011-02-09",108
"743","2011-02-10",108
"744","2011-02-11",102
"745","2011-02-14",102
"746","2011-02-15",106
"747","2011-02-16",106
"748","2011-02-17",106
"749","2011-02-18",106
"750","2011-02-22",110
"751","2011-02-23",100
"752","2011-02-24",92
"753","2011-02-25",90
"754","2011-02-28",100
"755","2011-03-01",100
"756","2011-03-02",90
"757","2011-03-03",82
"758","2011-03-04",102
"759","2011-03-07",100
"760","2011-03-08",102
"761","2011-03-09",100
"762","2011-03-10",102
"763","2011-03-11",102
"764","2011-03-14",102
"765","2011-03-15",94
"766","2011-03-16",100
"767","2011-03-17",100
"768","2011-03-18",100
"769","2011-03-21",84
"770","2011-03-22",96
"771","2011-03-23",86
"772","2011-03-24",82
"773","2011-03-25",82
"774","2011-03-28",70
"775","2011-03-29",80
"776","2011-03-30",90
"777","2011-03-31",84
"778","2011-04-01",82
"779","2011-04-04",78
"780","2011-04-05",84
"781","2011-04-06",82
"782","2011-04-07",80
"783","2011-04-08",72
"784","2011-04-11",82
"785","2011-04-12",82
"786","2011-04-13",80
"787","2011-04-14",72
"788","2011-04-15",72
"789","2011-04-18",72
"790","2011-04-19",72
"791","2011-04-20",72
"792","2011-04-21",76
"793","2011-04-25",70
"794","2011-04-26",70
"795","2011-04-27",82
"796","2011-04-28",82
"797","2011-04-29",82
"798","2011-05-02",82
"799","2011-05-03",82
"800","2011-05-04",72
"801","2011-05-05",70
"802","2011-05-06",70
"803","2011-05-09",70
"804","2011-05-10",80
"805","2011-05-11",76
"806","2011-05-12",74
"807","2011-05-13",70
"808","2011-05-16",74
"809","2011-05-17",70
"810","2011-05-18",74
"811","2011-05-19",70
"812","2011-05-20",76
"813","2011-05-23",70
"814","2011-05-24",70
"815","2011-05-25",74
"816","2011-05-26",74
"817","2011-05-27",70
"818","2011-05-31",76
"819","2011-06-01",64
"820","2011-06-02",70
"821","2011-06-03",66
"822","2011-06-06",66
"823","2011-06-07",66
"824","2011-06-08",68
"825","2011-06-09",60
"826","2011-06-10",62
"827","2011-06-13",68
"828","2011-06-14",66
"829","2011-06-15",66
"830","2011-06-16",66
"831","2011-06-17",66
"832","2011-06-20",64
"833","2011-06-21",62
"834","2011-06-22",62
"835","2011-06-23",60
"836","2011-06-24",66
"837","2011-06-27",66
"838","2011-06-28",60
"839","2011-06-29",62
"840","2011-06-30",62
"841","2011-07-01",70
"842","2011-07-05",68
"843","2011-07-06",68
"844","2011-07-07",62
"845","2011-07-08",62
"846","2011-07-11",64
"847","2011-07-12",62
"848","2011-07-13",68
"849","2011-07-14",60
"850","2011-07-15",60
"851","2011-07-18",64
"852","2011-07-19",60
"853","2011-07-20",60
"854","2011-07-21",64
"855","2011-07-22",54
"856","2011-07-25",56
"857","2011-07-26",56
"858","2011-07-27",52
"859","2011-07-28",56
"860","2011-07-29",60
"861","2011-08-01",60
"862","2011-08-02",66
"863","2011-08-03",66
"864","2011-08-04",70
"865","2011-08-05",78
"866","2011-08-08",78
"867","2011-08-09",86
"868","2011-08-10",78
"869","2011-08-11",100
"870","2011-08-12",84
"871","2011-08-15",72
"872","2011-08-16",84
"873","2011-08-17",82
"874","2011-08-18",80
"875","2011-08-19",80
"876","2011-08-22",78
"877","2011-08-23",78
"878","2011-08-24",80
"879","2011-08-25",76
"880","2011-08-26",76
"881","2011-08-29",76
"882","2011-08-30",64
"883","2011-08-31",70
"884","2011-09-01",70
"885","2011-09-02",66
"886","2011-09-06",70
"887","2011-09-07",64
"888","2011-09-08",70
"889","2011-09-09",70
"890","2011-09-12",70
"891","2011-09-13",70
"892","2011-09-14",80
"893","2011-09-15",78
"894","2011-09-16",78
"895","2011-09-19",66
"896","2011-09-20",66
"897","2011-09-21",78
"898","2011-09-22",78
"899","2011-09-23",78
"900","2011-09-26",74
"901","2011-09-27",68
"902","2011-09-28",68
"903","2011-09-29",70
"904","2011-09-30",70
"905","2011-10-03",70
"906","2011-10-04",70
"907","2011-10-05",70
"908","2011-10-06",68
"909","2011-10-07",68
"910","2011-10-10",68
"911","2011-10-11",68
"912","2011-10-12",66
"913","2011-10-13",66
"914","2011-10-14",70
"915","2011-10-17",68
"916","2011-10-18",62
"917","2011-10-19",68
"918","2011-10-20",68
"919","2011-10-21",68
"920","2011-10-24",66
"921","2011-10-25",66
"922","2011-10-26",66
"923","2011-10-27",66
"924","2011-10-28",66
"925","2011-10-31",64
"926","2011-11-01",68
"927","2011-11-02",60
"928","2011-11-03",60
"929","2011-11-04",68
"930","2011-11-07",70
"931","2011-11-08",70
"932","2011-11-09",60
"933","2011-11-10",68
"934","2011-11-11",68
"935","2011-11-14",68
"936","2011-11-15",60
"937","2011-11-16",60
"938","2011-11-17",68
"939","2011-11-18",60
"940","2011-11-21",68
"941","2011-11-22",68
"942","2011-11-23",62
"943","2011-11-25",68
"944","2011-11-28",68
"945","2011-11-29",62
"946","2011-11-30",62
"947","2011-12-01",62
"948","2011-12-02",70
"949","2011-12-05",60
"950","2011-12-06",60
"951","2011-12-07",66
"952","2011-12-08",68
"953","2011-12-09",66
"954","2011-12-12",66
"955","2011-12-13",58
"956","2011-12-14",58
"957","2011-12-15",58
"958","2011-12-16",58
"959","2011-12-19",58
"960","2011-12-20",58
"961","2011-12-21",66
"962","2011-12-22",66
"963","2011-12-23",66
"964","2011-12-27",56
"965","2011-12-28",70
"966","2011-12-29",68
"967","2011-12-30",70
"968","2012-01-03",70
"969","2012-01-04",64
"970","2012-01-05",58
"971","2012-01-06",50
"972","2012-01-09",52
"973","2012-01-10",52
"974","2012-01-11",52
"975","2012-01-12",50
"976","2012-01-13",38
"977","2012-01-17",40
"978","2012-01-18",44
"979","2012-01-19",44
"980","2012-01-20",38
"981","2012-01-23",42
"982","2012-01-24",38
"983","2012-01-25",34
"984","2012-01-26",26
"985","2012-01-27",40
"986","2012-01-30",50
"987","2012-01-31",50
"988","2012-02-01",50
"989","2012-02-02",66
"990","2012-02-03",68
"991","2012-02-06",70
"992","2012-02-07",72
"993","2012-02-08",72
"994","2012-02-09",60
"995","2012-02-10",70
"996","2012-02-13",62
"997","2012-02-14",62
"998","2012-02-15",60
"999","2012-02-16",70
"1000","2012-02-17",70
"1001","2012-02-21",70
"1002","2012-02-22",62
"1003","2012-02-23",62
"1004","2012-02-24",62
"1005","2012-02-27",62
"1006","2012-02-28",62
"1007","2012-02-29",68
"1008","2012-03-01",64
"1009","2012-03-02",68
"1010","2012-03-05",64
"1011","2012-03-06",60
"1012","2012-03-07",60
"1013","2012-03-08",66
"1014","2012-03-09",60
"1015","2012-03-12",66
"1016","2012-03-13",66
"1017","2012-03-14",66
"1018","2012-03-15",56
"1019","2012-03-16",56
"1020","2012-03-19",56
"1021","2012-03-20",62
"1022","2012-03-21",62
"1023","2012-03-22",66
"1024","2012-03-23",58
"1025","2012-03-26",68
"1026","2012-03-27",62
"1027","2012-03-28",60
"1028","2012-03-29",56
"1029","2012-03-30",62
"1030","2012-04-02",58
"1031","2012-04-03",58
"1032","2012-04-04",56
"1033","2012-04-05",58
"1034","2012-04-09",60
"1035","2012-04-10",54
"1036","2012-04-11",54
"1037","2012-04-12",54
"1038","2012-04-13",56
"1039","2012-04-16",56
"1040","2012-04-17",50
"1041","2012-04-18",58
"1042","2012-04-19",58
"1043","2012-04-20",62
"1044","2012-04-23",62
"1045","2012-04-24",60
"1046","2012-04-25",54
"1047","2012-04-26",54
"1048","2012-04-27",58
"1049","2012-04-30",58
"1050","2012-05-01",62
"1051","2012-05-02",62
"1052","2012-05-03",62
"1053","2012-05-04",62
"1054","2012-05-07",62
"1055","2012-05-08",62
"1056","2012-05-09",62
"1057","2012-05-10",68
"1058","2012-05-11",68
"1059","2012-05-14",64
"1060","2012-05-15",68
"1061","2012-05-16",68
"1062","2012-05-17",68
"1063","2012-05-18",58
"1064","2012-05-21",58
"1065","2012-05-22",76
"1066","2012-05-23",74
"1067","2012-05-24",68
"1068","2012-05-25",74
"1069","2012-05-29",74
"1070","2012-05-30",72
"1071","2012-05-31",72
"1072","2012-06-01",70
"1073","2012-06-04",76
"1074","2012-06-05",74
"1075","2012-06-06",72
"1076","2012-06-07",84
"1077","2012-06-08",84
"1078","2012-06-11",84
"1079","2012-06-12",84
"1080","2012-06-13",80
"1081","2012-06-14",62
"1082","2012-06-15",62
"1083","2012-06-18",62
"1084","2012-06-19",64
"1085","2012-06-20",80
"1086","2012-06-21",76
"1087","2012-06-22",78
"1088","2012-06-25",76
"1089","2012-06-26",74
"1090","2012-06-27",74
"1091","2012-06-28",76
"1092","2012-06-29",74
"1093","2012-07-02",74
"1094","2012-07-03",74
"1095","2012-07-05",80
"1096","2012-07-06",70
"1097","2012-07-09",76
"1098","2012-07-10",74
"1099","2012-07-11",80
"1100","2012-07-12",80
"1101","2012-07-13",80
"1102","2012-07-16",76
"1103","2012-07-17",80
"1104","2012-07-18",80
"1105","2012-07-19",80
"1106","2012-07-20",70
"1107","2012-07-23",68
"1108","2012-07-24",68
"1109","2012-07-25",66
"1110","2012-07-26",80
"1111","2012-07-27",80
"1112","2012-07-30",80
"1113","2012-07-31",76
"1114","2012-08-01",78
"1115","2012-08-02",76
"1116","2012-08-03",76
"1117","2012-08-06",76
"1118","2012-08-07",78
"1119","2012-08-08",78
"1120","2012-08-09",78
"1121","2012-08-10",78
"1122","2012-08-13",76
"1123","2012-08-14",74
"1124","2012-08-15",74
"1125","2012-08-16",72
"1126","2012-08-17",74
"1127","2012-08-20",78
"1128","2012-08-21",78
"1129","2012-08-22",84
"1130","2012-08-23",74
"1131","2012-08-24",70
"1132","2012-08-27",80
"1133","2012-08-28",78
"1134","2012-08-29",80
"1135","2012-08-30",82
"1136","2012-08-31",78
"1137","2012-09-04",78
"1138","2012-09-05",72
"1139","2012-09-06",76
"1140","2012-09-07",72
"1141","2012-09-10",72
"1142","2012-09-11",70
"1143","2012-09-12",70
"1144","2012-09-13",70
"1145","2012-09-14",80
"1146","2012-09-17",78
"1147","2012-09-18",72
"1148","2012-09-19",72
"1149","2012-09-20",80
"1150","2012-09-21",80
"1151","2012-09-24",82
