"","date","LQDA"
"108","2018-12-28",22.26
"109","2018-12-31",21.66
"110","2019-01-02",20.200001
"111","2019-01-03",20.709999
"112","2019-01-04",19.959999
"113","2019-01-07",19.33
"114","2019-01-08",21.790001
"115","2019-01-09",20.639999
"116","2019-01-10",20.219999
"117","2019-01-11",19.33
"118","2019-01-14",17.709999
"119","2019-01-15",16.23
"120","2019-01-16",16.370001
"121","2019-01-17",14.5
"122","2019-01-18",13.55
"123","2019-01-22",14.04
"124","2019-01-23",14.73
"125","2019-01-24",14.62
"126","2019-01-25",15
"127","2019-01-28",14.25
"128","2019-01-29",13.63
"129","2019-01-30",13.8
"130","2019-01-31",14.39
"131","2019-02-01",14.25
"132","2019-02-04",13.75
"133","2019-02-05",14.2
"134","2019-02-06",14.6
"135","2019-02-07",15.57
"136","2019-02-08",14.56
"137","2019-02-11",14.81
"138","2019-02-12",14.2
"139","2019-02-13",14.31
"140","2019-02-14",16.629999
"141","2019-02-15",15.97
"142","2019-02-19",15.01
"143","2019-02-20",16.67
"144","2019-02-21",15.78
"145","2019-02-22",19.299999
"146","2019-02-25",19.41
"147","2019-02-26",18.35
"148","2019-02-27",20
"149","2019-02-28",20.02
"150","2019-03-01",20.01
"151","2019-03-04",17.41
"152","2019-03-05",18
"153","2019-03-06",17.51
"154","2019-03-07",18
"155","2019-03-08",16.26
"156","2019-03-11",17.01
"157","2019-03-12",17.07
"158","2019-03-13",16.93
"159","2019-03-14",16.65
"160","2019-03-15",16.719999
"161","2019-03-18",17.65
"162","2019-03-19",15.21
"163","2019-03-20",13.69
"164","2019-03-21",11.15
"165","2019-03-22",11.09
"166","2019-03-25",10.84
"167","2019-03-26",10.88
"168","2019-03-27",10.82
"169","2019-03-28",10.9
"170","2019-03-29",11.38
"171","2019-04-01",10.58
"172","2019-04-02",10.53
"173","2019-04-03",10.2
"174","2019-04-04",11.39
"175","2019-04-05",10.92
"176","2019-04-08",10.97
"177","2019-04-09",10.33
"178","2019-04-10",10.03
"179","2019-04-11",10.18
"180","2019-04-12",10.19
"181","2019-04-15",9.89
"182","2019-04-16",9.66
"183","2019-04-17",8.96
"184","2019-04-18",9.01
"185","2019-04-22",8.47
"186","2019-04-23",8.2
"187","2019-04-24",8.17
"188","2019-04-25",9.26
"189","2019-04-26",8.77
"190","2019-04-29",9.17
"191","2019-04-30",9.51
"192","2019-05-01",9.68
"193","2019-05-02",8.85
"194","2019-05-03",9.39
"195","2019-05-06",9.56
"196","2019-05-07",9.64
"197","2019-05-08",9.88
"198","2019-05-09",9.69
"199","2019-05-10",9.63
"200","2019-05-13",9.59
"201","2019-05-14",9.73
"202","2019-05-15",9.87
"203","2019-05-16",9.92
"204","2019-05-17",9.8
"205","2019-05-20",9.96
"206","2019-05-21",10.04
"207","2019-05-22",10.29
"208","2019-05-23",9.62
"209","2019-05-24",9.48
"210","2019-05-28",9.06
"211","2019-05-29",9.52
"212","2019-05-30",9.83
"213","2019-05-31",9.93
"214","2019-06-03",10.04
"215","2019-06-04",9.8
"216","2019-06-05",9.53
"217","2019-06-06",8.73
"218","2019-06-07",8.72
"219","2019-06-10",8.76
"220","2019-06-11",8.74
"221","2019-06-12",8.64
"222","2019-06-13",8.72
"223","2019-06-14",8.64
"224","2019-06-17",8.68
"225","2019-06-18",8.59
"226","2019-06-19",8.77
"227","2019-06-20",8.67
"228","2019-06-21",8.53
"229","2019-06-24",8.35
"230","2019-06-25",8.38
"231","2019-06-26",7.96
"232","2019-06-27",7.92
"233","2019-06-28",8
"234","2019-07-01",7.96
"235","2019-07-02",7.81
"236","2019-07-03",7.94
"237","2019-07-05",8.24
"238","2019-07-08",8.23
"239","2019-07-09",7.99
"240","2019-07-10",8
"241","2019-07-11",7.94
"242","2019-07-12",7.86
"243","2019-07-15",7.85
"244","2019-07-16",7.53
"245","2019-07-17",7.71
"246","2019-07-18",7.73
"247","2019-07-19",7.75
"248","2019-07-22",7.8
"249","2019-07-23",7.65
"250","2019-07-24",7.45
"251","2019-07-25",7.42
"252","2019-07-26",7.36
"253","2019-07-29",7.39
"254","2019-07-30",7.43
"255","2019-07-31",7.31
"256","2019-08-01",6.8
"257","2019-08-02",6.35
"258","2019-08-05",5.91
"259","2019-08-06",6.76
"260","2019-08-07",6.67
"261","2019-08-08",7.31
"262","2019-08-09",7.1
"263","2019-08-12",6.94
"264","2019-08-13",6.62
"265","2019-08-14",6.12
"266","2019-08-15",6.29
"267","2019-08-16",5.99
"268","2019-08-19",5.65
"269","2019-08-20",5.47
"270","2019-08-21",5.59
"271","2019-08-22",5.66
"272","2019-08-23",5.17
"273","2019-08-26",5.52
"274","2019-08-27",4.55
"275","2019-08-28",4.69
"276","2019-08-29",4.52
"277","2019-08-30",4.06
"278","2019-09-03",3.29
"279","2019-09-04",3.39
"280","2019-09-05",3.88
"281","2019-09-06",3.96
"282","2019-09-09",3.86
"283","2019-09-10",4.15
"284","2019-09-11",4.22
"285","2019-09-12",4.13
"286","2019-09-13",4.05
"287","2019-09-16",4.11
"288","2019-09-17",4
"289","2019-09-18",4.08
"290","2019-09-19",4
"291","2019-09-20",4.01
"292","2019-09-23",4.04
"293","2019-09-24",3.99
"294","2019-09-25",3.97
"295","2019-09-26",3.78
"296","2019-09-27",3.84
"297","2019-09-30",3.56
"298","2019-10-01",3.53
"299","2019-10-02",3.69
"300","2019-10-03",3.59
"301","2019-10-04",3.65
"302","2019-10-07",3.96
"303","2019-10-08",3.96
"304","2019-10-09",3.83
"305","2019-10-10",3.99
"306","2019-10-11",4.05
"307","2019-10-14",3.98
"308","2019-10-15",4.15
"309","2019-10-16",4.18
"310","2019-10-17",4.75
"311","2019-10-18",4.63
"312","2019-10-21",4.54
"313","2019-10-22",4.44
"314","2019-10-23",4.77
"315","2019-10-24",4.6
"316","2019-10-25",4.65
"317","2019-10-28",5.11
"318","2019-10-29",4.63
"319","2019-10-30",4.72
"320","2019-10-31",4.38
"321","2019-11-01",4.69
"322","2019-11-04",4.92
"323","2019-11-05",4.66
"324","2019-11-06",3.98
"325","2019-11-07",3.76
"326","2019-11-08",3.59
"327","2019-11-11",3.66
"328","2019-11-12",3.43
"329","2019-11-13",3.72
"330","2019-11-14",3.61
"331","2019-11-15",3.61
"332","2019-11-18",3.45
"333","2019-11-19",3.45
"334","2019-11-20",3.55
"335","2019-11-21",3.64
"336","2019-11-22",3.72
"337","2019-11-25",3.85
"338","2019-11-26",3.93
"339","2019-11-27",4.12
"340","2019-11-29",4.35
"341","2019-12-02",4.2
"342","2019-12-03",4.22
"343","2019-12-04",4.21
"344","2019-12-05",4.11
"345","2019-12-06",4.07
"346","2019-12-09",3.89
"347","2019-12-10",3.93
"348","2019-12-11",3.89
"349","2019-12-12",3.82
"350","2019-12-13",3.65
"351","2019-12-16",3.2
"352","2019-12-17",3.33
"353","2019-12-18",3.19
"354","2019-12-19",3.07
"355","2019-12-20",3.1
"356","2019-12-23",3.13
"357","2019-12-24",3.52
"358","2019-12-26",5.05
"359","2019-12-27",4.94
"360","2019-12-30",4.56
"361","2019-12-31",4.28
"362","2020-01-02",4.4
"363","2020-01-03",4.45
"364","2020-01-06",4.14
"365","2020-01-07",4.19
"366","2020-01-08",4.08
"367","2020-01-09",4.15
"368","2020-01-10",4.53
"369","2020-01-13",5.55
"370","2020-01-14",5.23
"371","2020-01-15",5.96
"372","2020-01-16",6.1
"373","2020-01-17",6.42
"374","2020-01-21",6.72
"375","2020-01-22",7.02
"376","2020-01-23",7.15
"377","2020-01-24",6.52
"378","2020-01-27",5.99
"379","2020-01-28",5.53
"380","2020-01-29",5.95
"381","2020-01-30",5.68
"382","2020-01-31",5.81
"383","2020-02-03",6.26
"384","2020-02-04",6.54
"385","2020-02-05",6.26
"386","2020-02-06",6.18
"387","2020-02-07",6.04
"388","2020-02-10",5.39
"389","2020-02-11",5.52
"390","2020-02-12",5.35
"391","2020-02-13",5.12
"392","2020-02-14",5.04
"393","2020-02-18",5.25
"394","2020-02-19",5.22
"395","2020-02-20",5.2
"396","2020-02-21",5.1
"397","2020-02-24",5
"398","2020-02-25",4.87
"399","2020-02-26",4.8
"400","2020-02-27",4.16
"401","2020-02-28",4.13
"402","2020-03-02",4.16
"403","2020-03-03",4.04
"404","2020-03-04",4.65
"405","2020-03-05",4.17
"406","2020-03-06",4.04
"407","2020-03-09",3.7
"408","2020-03-10",3.56
"409","2020-03-11",3.66
"410","2020-03-12",3.51
"411","2020-03-13",4
"412","2020-03-16",3.62
"413","2020-03-17",3.8
"414","2020-03-18",3.31
"415","2020-03-19",3.98
"416","2020-03-20",4.11
"417","2020-03-23",4.42
"418","2020-03-24",4.28
"419","2020-03-25",4.19
"420","2020-03-26",4.87
"421","2020-03-27",4.65
"422","2020-03-30",4.93
"423","2020-03-31",4.71
"424","2020-04-01",4.86
"425","2020-04-02",5.19
"426","2020-04-03",4.95
"427","2020-04-06",5.6
"428","2020-04-07",4.92
"429","2020-04-08",5.76
"430","2020-04-09",5.5
"431","2020-04-13",6.08
"432","2020-04-14",6.23
"433","2020-04-15",6.49
"434","2020-04-16",6.99
"435","2020-04-17",7.3
"436","2020-04-20",6.18
"437","2020-04-21",6.17
"438","2020-04-22",6.18
"439","2020-04-23",5.93
"440","2020-04-24",6
"441","2020-04-27",5.8
"442","2020-04-28",5.6
"443","2020-04-29",5.64
"444","2020-04-30",4.98
"445","2020-05-01",5.13
"446","2020-05-04",5.18
"447","2020-05-05",6.47
"448","2020-05-06",5.81
"449","2020-05-07",6.38
"450","2020-05-08",6.78
"451","2020-05-11",7.43
"452","2020-05-12",7.32
"453","2020-05-13",7.79
"454","2020-05-14",7.49
"455","2020-05-15",7.37
"456","2020-05-18",7.95
"457","2020-05-19",7.87
"458","2020-05-20",9.3
"459","2020-05-21",8
"460","2020-05-22",8.44
"461","2020-05-26",8.87
"462","2020-05-27",9.06
"463","2020-05-28",9.48
"464","2020-05-29",9.24
"465","2020-06-01",9.59
"466","2020-06-02",10.13
"467","2020-06-03",9.65
"468","2020-06-04",9.46
"469","2020-06-05",7.56
"470","2020-06-08",8.61
"471","2020-06-09",8.19
"472","2020-06-10",7.69
"473","2020-06-11",7.3
"474","2020-06-12",7.58
"475","2020-06-15",8.16
"476","2020-06-16",8.6
"477","2020-06-17",8.31
"478","2020-06-18",9.08
"479","2020-06-19",10.01
"480","2020-06-22",10.97
"481","2020-06-23",11.02
"482","2020-06-24",11
"483","2020-06-25",11.44
"484","2020-06-26",10.9
"485","2020-06-29",10.67
"486","2020-06-30",8.42
"487","2020-07-01",8.28
"488","2020-07-02",7.79
"489","2020-07-06",7.88
"490","2020-07-07",7.87
"491","2020-07-08",7.55
"492","2020-07-09",7.44
"493","2020-07-10",7.44
"494","2020-07-13",6.94
"495","2020-07-14",6.7
"496","2020-07-15",6.6
"497","2020-07-16",6.6
"498","2020-07-17",6.97
"499","2020-07-20",6.94
"500","2020-07-21",6.76
"501","2020-07-22",6.8
"502","2020-07-23",6.06
"503","2020-07-24",5.54
"504","2020-07-27",5.38
"505","2020-07-28",5.44
"506","2020-07-29",5.34
"507","2020-07-30",5.36
"508","2020-07-31",5.53
"509","2020-08-03",5.82
"510","2020-08-04",5.69
"511","2020-08-05",5.99
"512","2020-08-06",6.08
"513","2020-08-07",6.22
"514","2020-08-10",5.91
"515","2020-08-11",5.39
"516","2020-08-12",5.6
"517","2020-08-13",5.83
"518","2020-08-14",5.69
"519","2020-08-17",5.77
"520","2020-08-18",5.78
"521","2020-08-19",5.61
"522","2020-08-20",5.97
"523","2020-08-21",5.66
"524","2020-08-24",4.98
"525","2020-08-25",5.14
"526","2020-08-26",5.29
"527","2020-08-27",4.96
"528","2020-08-28",5.06
"529","2020-08-31",5.12
"530","2020-09-01",4.78
"531","2020-09-02",4.46
"532","2020-09-03",4.39
"533","2020-09-04",4.34
"534","2020-09-08",4.45
"535","2020-09-09",4.77
"536","2020-09-10",5.04
"537","2020-09-11",4.88
"538","2020-09-14",5.22
"539","2020-09-15",5.42
"540","2020-09-16",5.94
"541","2020-09-17",5.91
"542","2020-09-18",5.81
"543","2020-09-21",5.51
"544","2020-09-22",5.22
"545","2020-09-23",4.89
"546","2020-09-24",4.84
"547","2020-09-25",5.05
"548","2020-09-28",4.75
"549","2020-09-29",4.9
"550","2020-09-30",4.92
"551","2020-10-01",5.32
"552","2020-10-02",4.96
"553","2020-10-05",4.97
"554","2020-10-06",4.96
"555","2020-10-07",5.15
"556","2020-10-08",5.28
"557","2020-10-09",5.38
"558","2020-10-12",5.79
"559","2020-10-13",4.08
"560","2020-10-14",3.34
"561","2020-10-15",2.99
"562","2020-10-16",2.86
"563","2020-10-19",3.41
"564","2020-10-20",4.17
"565","2020-10-21",4.17
"566","2020-10-22",4.51
"567","2020-10-23",4.55
"568","2020-10-26",4.48
"569","2020-10-27",4.27
"570","2020-10-28",4.7
"571","2020-10-29",4.5
"572","2020-10-30",4.62
"573","2020-11-02",3.34
"574","2020-11-03",3.16
"575","2020-11-04",3.32
"576","2020-11-05",3.77
"577","2020-11-06",4.5
"578","2020-11-09",4.52
"579","2020-11-10",4.53
"580","2020-11-11",4.86
"581","2020-11-12",4.19
"582","2020-11-13",3.93
"583","2020-11-16",3.62
"584","2020-11-17",3.39
"585","2020-11-18",3.38
"586","2020-11-19",3.4
"587","2020-11-20",3.14
"588","2020-11-23",3.08
"589","2020-11-24",3.1
"590","2020-11-25",2.94
"591","2020-11-27",3.03
