"","date","ADUS"
"164","2010-06-23",5.61
"165","2010-06-24",5.85
"166","2010-06-25",5.92
"167","2010-06-28",6.09
"168","2010-06-29",6
"169","2010-06-30",5.98
"170","2010-07-01",5.75
"171","2010-07-02",5.74
"172","2010-07-06",5.56
"173","2010-07-07",5.3
"174","2010-07-08",5.2
"175","2010-07-09",5.13
"176","2010-07-12",5.17
"177","2010-07-13",5.27
"178","2010-07-14",5.2
"179","2010-07-15",5.32
"180","2010-07-16",5.32
"181","2010-07-19",5.4
"182","2010-07-20",5.14
"183","2010-07-21",4.94
"184","2010-07-22",4.87
"185","2010-07-23",4.95
"186","2010-07-26",4.61
"187","2010-07-27",5.2
"188","2010-07-28",5.28
"189","2010-07-29",5.33
"190","2010-07-30",5.28
"191","2010-08-02",5.45
"192","2010-08-03",5.37
"193","2010-08-04",5.3
"194","2010-08-05",5.34
"195","2010-08-06",5.27
"196","2010-08-09",4.98
"197","2010-08-10",5
"198","2010-08-11",4.76
"199","2010-08-12",4.71
"200","2010-08-13",4.64
"201","2010-08-16",5.03
"202","2010-08-17",5.01
"203","2010-08-18",5.07
"204","2010-08-19",5.22
"205","2010-08-20",4.94
"206","2010-08-23",5.1
"207","2010-08-24",5.09
"208","2010-08-25",5.05
"209","2010-08-26",4.75
"210","2010-08-27",5.13
"211","2010-08-30",5.01
"212","2010-08-31",5.22
"213","2010-09-01",5.05
"214","2010-09-02",4.7
"215","2010-09-03",4.6
"216","2010-09-07",4.67
"217","2010-09-08",4.75
"218","2010-09-09",4.68
"219","2010-09-10",4.6
"220","2010-09-13",4.75
"221","2010-09-14",4.74
"222","2010-09-15",4.8
"223","2010-09-16",4.75
"224","2010-09-17",4.8
"225","2010-09-20",4.69
"226","2010-09-21",4.66
"227","2010-09-22",4.44
"228","2010-09-23",4.45
"229","2010-09-24",4.37
"230","2010-09-27",3.99
"231","2010-09-28",4
"232","2010-09-29",3.98
"233","2010-09-30",3.97
"234","2010-10-01",3.8
"235","2010-10-04",3.81
"236","2010-10-05",3.85
"237","2010-10-06",3.96
"238","2010-10-07",4.02
"239","2010-10-08",3.88
"240","2010-10-11",3.75
"241","2010-10-12",3.79
"242","2010-10-13",3.67
"243","2010-10-14",3.75
"244","2010-10-15",3.65
"245","2010-10-18",3.78
"246","2010-10-19",3.68
"247","2010-10-20",3.62
"248","2010-10-21",3.54
"249","2010-10-22",3.29
"250","2010-10-25",3.25
"251","2010-10-26",3.11
"252","2010-10-27",3.04
"253","2010-10-28",3.03
"254","2010-10-29",3.04
"255","2010-11-01",2.88
"256","2010-11-02",3.06
"257","2010-11-03",3.15
"258","2010-11-04",3.4
"259","2010-11-05",4
"260","2010-11-08",4.04
"261","2010-11-09",3.99
"262","2010-11-10",3.89
"263","2010-11-11",3.85
"264","2010-11-12",3.89
"265","2010-11-15",3.94
"266","2010-11-16",4.09
"267","2010-11-17",4.05
"268","2010-11-18",4.21
"269","2010-11-19",4.23
"270","2010-11-22",4.15
"271","2010-11-23",4.11
"272","2010-11-24",4.12
"273","2010-11-26",4.14
"274","2010-11-29",4.06
"275","2010-11-30",4.15
"276","2010-12-01",4.09
"277","2010-12-02",4.02
"278","2010-12-03",3.95
"279","2010-12-06",4.2
"280","2010-12-07",4.02
"281","2010-12-08",3.94
"282","2010-12-09",3.86
"283","2010-12-10",3.83
"284","2010-12-13",4.05
"285","2010-12-14",4.05
"286","2010-12-15",4.17
"287","2010-12-16",4.52
"288","2010-12-17",4.39
"289","2010-12-20",4.18
"290","2010-12-21",4.17
"291","2010-12-22",4.05
"292","2010-12-23",4.14
"293","2010-12-27",4.2
"294","2010-12-28",4.22
"295","2010-12-29",4.06
"296","2010-12-30",4.2
"297","2010-12-31",4.1
"298","2011-01-03",4.25
"299","2011-01-04",4.65
"300","2011-01-05",4.74
"301","2011-01-06",4.76
"302","2011-01-07",4.89
"303","2011-01-10",4.83
"304","2011-01-11",4.61
"305","2011-01-12",4.69
"306","2011-01-13",4.72
"307","2011-01-14",4.76
"308","2011-01-18",4.77
"309","2011-01-19",4.53
"310","2011-01-20",4.43
"311","2011-01-21",4.44
"312","2011-01-24",4.48
"313","2011-01-25",4.61
"314","2011-01-26",4.68
"315","2011-01-27",4.77
"316","2011-01-28",4.6
"317","2011-01-31",4.63
"318","2011-02-01",4.58
"319","2011-02-02",4.65
"320","2011-02-03",4.54
"321","2011-02-04",4.39
"322","2011-02-07",4.5
"323","2011-02-08",4.61
"324","2011-02-09",4.66
"325","2011-02-10",4.78
"326","2011-02-11",4.91
"327","2011-02-14",4.78
"328","2011-02-15",4.8
"329","2011-02-16",4.81
"330","2011-02-17",4.54
"331","2011-02-18",4.4
"332","2011-02-22",4.15
"333","2011-02-23",4.5
"334","2011-02-24",4.33
"335","2011-02-25",4.44
"336","2011-02-28",4.49
"337","2011-03-01",4.48
"338","2011-03-02",4.5
"339","2011-03-03",4.69
"340","2011-03-04",5.02
"341","2011-03-07",5
"342","2011-03-08",5.03
"343","2011-03-09",5.1
"344","2011-03-10",4.78
"345","2011-03-11",4.87
"346","2011-03-14",4.75
"347","2011-03-15",4.69
"348","2011-03-16",4.75
"349","2011-03-17",4.73
"350","2011-03-18",5
"351","2011-03-21",5.23
"352","2011-03-22",4.9
"353","2011-03-23",4.94
"354","2011-03-24",5.03
"355","2011-03-25",4.96
"356","2011-03-28",5.1
"357","2011-03-29",4.97
"358","2011-03-30",5
"359","2011-03-31",5.01
"360","2011-04-01",5
"361","2011-04-04",5.17
"362","2011-04-05",5.14
"363","2011-04-06",5.18
"364","2011-04-07",5.2
"365","2011-04-08",4.98
"366","2011-04-11",5.1
"367","2011-04-12",5.33
"368","2011-04-13",5.64
"369","2011-04-14",5.51
"370","2011-04-15",5.5
"371","2011-04-18",5.43
"372","2011-04-19",5.46
"373","2011-04-20",5.95
"374","2011-04-21",5.93
"375","2011-04-25",5.9
"376","2011-04-26",5.94
"377","2011-04-27",5.88
"378","2011-04-28",5.96
"379","2011-04-29",5.99
"380","2011-05-02",5.97
"381","2011-05-03",5.86
"382","2011-05-04",5.84
"383","2011-05-05",5.73
"384","2011-05-06",5.66
"385","2011-05-09",5.93
"386","2011-05-10",6.01
"387","2011-05-11",6.01
"388","2011-05-12",6
"389","2011-05-13",5.95
"390","2011-05-16",5.86
"391","2011-05-17",5.88
"392","2011-05-18",6
"393","2011-05-19",6.09
"394","2011-05-20",5.94
"395","2011-05-23",5.78
"396","2011-05-24",5.58
"397","2011-05-25",5.51
"398","2011-05-26",5.51
"399","2011-05-27",5.47
"400","2011-05-31",5.66
"401","2011-06-01",5.63
"402","2011-06-02",5.84
"403","2011-06-03",5.9
"404","2011-06-06",5.69
"405","2011-06-07",5.79
"406","2011-06-08",5.6
"407","2011-06-09",5.65
"408","2011-06-10",5.61
"409","2011-06-13",5.66
"410","2011-06-14",5.65
"411","2011-06-15",5.5
"412","2011-06-16",5.43
"413","2011-06-17",5.05
"414","2011-06-20",5
"415","2011-06-21",5.25
"416","2011-06-22",5.38
"417","2011-06-23",5.06
"418","2011-06-24",5.2
"419","2011-06-27",5.22
"420","2011-06-28",5.29
"421","2011-06-29",5.33
"422","2011-06-30",5.43
"423","2011-07-01",5.6
"424","2011-07-05",5.64
"425","2011-07-06",5.91
"426","2011-07-07",5.92
"427","2011-07-08",6.04
"428","2011-07-11",5.99
"429","2011-07-12",5.95
"430","2011-07-13",6.07
"431","2011-07-14",6.03
"432","2011-07-15",5.95
"433","2011-07-18",5.98
"434","2011-07-19",6.1
"435","2011-07-20",6.1
"436","2011-07-21",6.08
"437","2011-07-22",6.05
"438","2011-07-25",6.08
"439","2011-07-26",5.92
"440","2011-07-27",5.8
"441","2011-07-28",5.79
"442","2011-07-29",5.83
"443","2011-08-01",5.56
"444","2011-08-02",5.52
"445","2011-08-03",5.44
"446","2011-08-04",5
"447","2011-08-05",4.5
"448","2011-08-08",4.1
"449","2011-08-09",4.2
"450","2011-08-10",4.4
"451","2011-08-11",4.55
"452","2011-08-12",4.7
"453","2011-08-15",4.75
"454","2011-08-16",4.75
"455","2011-08-17",4.71
"456","2011-08-18",4.63
"457","2011-08-19",4.5
"458","2011-08-22",4.75
"459","2011-08-23",4.73
"460","2011-08-24",4.75
"461","2011-08-25",4.74
"462","2011-08-26",4.75
"463","2011-08-29",4.66
"464","2011-08-30",4.82
"465","2011-08-31",5.01
"466","2011-09-01",4.99
"467","2011-09-02",4.95
"468","2011-09-06",5
"469","2011-09-07",4.79
"470","2011-09-08",4.86
"471","2011-09-09",4.9
"472","2011-09-12",4.95
"473","2011-09-13",5
"474","2011-09-14",4.76
"475","2011-09-15",4.76
"476","2011-09-16",4.65
"477","2011-09-19",4.52
"478","2011-09-20",4.29
"479","2011-09-21",4.16
"480","2011-09-22",4.05
"481","2011-09-23",4.1
"482","2011-09-26",4.07
"483","2011-09-27",4.08
"484","2011-09-28",4.02
"485","2011-09-29",4.1
"486","2011-09-30",4.05
"487","2011-10-03",3.8
"488","2011-10-04",3.34
"489","2011-10-05",4.08
"490","2011-10-06",3.87
"491","2011-10-07",3.98
"492","2011-10-10",3.84
"493","2011-10-11",3.86
"494","2011-10-12",3.95
"495","2011-10-13",4.01
"496","2011-10-14",3.94
"497","2011-10-17",3.87
"498","2011-10-18",3.78
"499","2011-10-19",3.93
"500","2011-10-20",3.86
"501","2011-10-21",3.85
"502","2011-10-24",3.75
"503","2011-10-25",3.74
"504","2011-10-26",3.84
"505","2011-10-27",3.86
"506","2011-10-28",3.9
"507","2011-10-31",3.85
"508","2011-11-01",3.88
"509","2011-11-02",3.9
"510","2011-11-03",3.88
"511","2011-11-04",4
"512","2011-11-07",3.83
"513","2011-11-08",3.91
"514","2011-11-09",3.86
"515","2011-11-10",3.97
"516","2011-11-11",3.97
"517","2011-11-14",3.98
"518","2011-11-15",3.98
"519","2011-11-16",4
"520","2011-11-17",3.91
"521","2011-11-18",3.9
"522","2011-11-21",3.86
"523","2011-11-22",3.85
"524","2011-11-23",3.99
"525","2011-11-25",3.79
"526","2011-11-28",3.61
"527","2011-11-29",3.69
"528","2011-11-30",3.8
"529","2011-12-01",3.75
"530","2011-12-02",3.69
"531","2011-12-05",3.7
"532","2011-12-06",3.54
"533","2011-12-07",3.65
"534","2011-12-08",3.51
"535","2011-12-09",3.6
"536","2011-12-12",3.5
"537","2011-12-13",3.61
"538","2011-12-14",3.59
"539","2011-12-15",3.55
"540","2011-12-16",3.52
"541","2011-12-19",3.59
"542","2011-12-20",3.41
"543","2011-12-21",3.41
"544","2011-12-22",3.25
"545","2011-12-23",3.41
"546","2011-12-27",3.5
"547","2011-12-28",3.41
"548","2011-12-29",3.59
"549","2011-12-30",3.57
"550","2012-01-03",3.72
"551","2012-01-04",3.72
"552","2012-01-05",3.57
"553","2012-01-06",3.4
"554","2012-01-09",3.39
"555","2012-01-10",3.32
"556","2012-01-11",3.28
"557","2012-01-12",3.25
"558","2012-01-13",3.21
"559","2012-01-17",3.32
"560","2012-01-18",3.7
"561","2012-01-19",3.55
"562","2012-01-20",3.63
"563","2012-01-23",3.6
"564","2012-01-24",3.65
"565","2012-01-25",3.68
"566","2012-01-26",3.82
"567","2012-01-27",3.75
"568","2012-01-30",3.65
"569","2012-01-31",3.65
"570","2012-02-01",3.58
"571","2012-02-02",3.65
"572","2012-02-03",3.52
"573","2012-02-06",3.58
"574","2012-02-07",3.66
"575","2012-02-08",3.64
"576","2012-02-09",3.64
"577","2012-02-10",3.75
"578","2012-02-13",3.61
"579","2012-02-14",3.55
"580","2012-02-15",3.56
"581","2012-02-16",3.52
"582","2012-02-17",3.55
"583","2012-02-21",3.45
"584","2012-02-22",3.52
"585","2012-02-23",3.66
"586","2012-02-24",3.68
"587","2012-02-27",3.71
"588","2012-02-28",3.62
"589","2012-02-29",3.6
"590","2012-03-01",3.66
"591","2012-03-02",3.89
"592","2012-03-05",4.24
"593","2012-03-06",4.13
"594","2012-03-07",4.25
"595","2012-03-08",4.11
"596","2012-03-09",4.25
"597","2012-03-12",4.25
"598","2012-03-13",4.49
"599","2012-03-14",4.45
"600","2012-03-15",4.41
"601","2012-03-16",4.49
"602","2012-03-19",4.7
"603","2012-03-20",4.62
"604","2012-03-21",4.79
"605","2012-03-22",5.05
"606","2012-03-23",4.8
"607","2012-03-26",4.79
"608","2012-03-27",4.79
"609","2012-03-28",4.79
"610","2012-03-29",4.75
"611","2012-03-30",4.95
"612","2012-04-02",5.12
"613","2012-04-03",5.25
"614","2012-04-04",5.3
"615","2012-04-05",5.2
"616","2012-04-09",4.89
"617","2012-04-10",4.9
"618","2012-04-11",4.96
"619","2012-04-12",5
"620","2012-04-13",5.07
"621","2012-04-16",5.1
"622","2012-04-17",5.08
"623","2012-04-18",5
"624","2012-04-19",4.99
"625","2012-04-20",4.95
"626","2012-04-23",4.95
"627","2012-04-24",4.95
"628","2012-04-25",4.99
"629","2012-04-26",4.91
"630","2012-04-27",4.63
"631","2012-04-30",4.62
"632","2012-05-01",4.65
"633","2012-05-02",4.77
"634","2012-05-03",4.74
"635","2012-05-04",4.4
"636","2012-05-07",4.45
"637","2012-05-08",4.14
"638","2012-05-09",4.41
"639","2012-05-10",4.31
"640","2012-05-11",4.41
"641","2012-05-14",4.13
"642","2012-05-15",4.19
"643","2012-05-16",4
"644","2012-05-17",4.02
"645","2012-05-18",3.87
"646","2012-05-21",3.87
"647","2012-05-22",3.99
"648","2012-05-23",3.67
"649","2012-05-24",3.73
"650","2012-05-25",3.75
"651","2012-05-29",3.87
"652","2012-05-30",3.8
"653","2012-05-31",3.99
"654","2012-06-01",3.82
"655","2012-06-04",3.9
"656","2012-06-05",3.8
"657","2012-06-06",3.84
"658","2012-06-07",3.84
"659","2012-06-08",3.85
"660","2012-06-11",3.95
"661","2012-06-12",4.29
"662","2012-06-13",4.32
"663","2012-06-14",4.08
"664","2012-06-15",4.38
"665","2012-06-18",4.46
"666","2012-06-19",4.45
"667","2012-06-20",4.45
"668","2012-06-21",4.58
"669","2012-06-22",4.68
"670","2012-06-25",4.8
"671","2012-06-26",4.44
"672","2012-06-27",4.48
"673","2012-06-28",4.51
"674","2012-06-29",4.91
"675","2012-07-02",5.02
"676","2012-07-03",5.03
"677","2012-07-05",4.68
"678","2012-07-06",4.67
"679","2012-07-09",4.7
"680","2012-07-10",4.75
"681","2012-07-11",4.42
"682","2012-07-12",4.4
"683","2012-07-13",4.51
"684","2012-07-16",4.4
"685","2012-07-17",4.44
"686","2012-07-18",4.39
"687","2012-07-19",4.45
"688","2012-07-20",4.4
"689","2012-07-23",4.44
"690","2012-07-24",4.5
"691","2012-07-25",4.59
"692","2012-07-26",4.47
"693","2012-07-27",4.55
"694","2012-07-30",4.6
"695","2012-07-31",4.43
"696","2012-08-01",4.37
"697","2012-08-02",4.29
"698","2012-08-03",4.42
"699","2012-08-06",4.47
"700","2012-08-07",4.5
"701","2012-08-08",4.41
"702","2012-08-09",4.5
"703","2012-08-10",4.53
"704","2012-08-13",4.75
"705","2012-08-14",4.67
"706","2012-08-15",4.59
"707","2012-08-16",4.52
"708","2012-08-17",4.57
"709","2012-08-20",4.75
"710","2012-08-21",4.73
"711","2012-08-22",4.72
"712","2012-08-23",4.7
"713","2012-08-24",4.73
"714","2012-08-27",4.88
"715","2012-08-28",4.86
"716","2012-08-29",4.75
"717","2012-08-30",4.82
"718","2012-08-31",4.87
"719","2012-09-04",4.8
"720","2012-09-05",4.95
"721","2012-09-06",5
"722","2012-09-07",5.13
"723","2012-09-10",5.25
"724","2012-09-11",5.17
"725","2012-09-12",5.25
"726","2012-09-13",5.38
"727","2012-09-14",5.38
"728","2012-09-17",5.35
"729","2012-09-18",5.25
"730","2012-09-19",5.25
"731","2012-09-20",5.3
"732","2012-09-21",5.31
"733","2012-09-24",5.37
"734","2012-09-25",5.26
"735","2012-09-26",5.28
"736","2012-09-27",5.34
"737","2012-09-28",5.35
"738","2012-10-01",5.35
"739","2012-10-02",5.4
"740","2012-10-03",5.38
"741","2012-10-04",5.3
"742","2012-10-05",5.43
"743","2012-10-08",5.3
"744","2012-10-09",5.25
"745","2012-10-10",5.34
"746","2012-10-11",5.35
"747","2012-10-12",5.59
"748","2012-10-15",5.75
"749","2012-10-16",5.89
"750","2012-10-17",5.74
"751","2012-10-18",5.91
"752","2012-10-19",5.85
"753","2012-10-22",5.86
"754","2012-10-23",5.53
"755","2012-10-24",5.59
"756","2012-10-25",5.53
"757","2012-10-26",5.51
"758","2012-10-31",5.43
"759","2012-11-01",5.81
"760","2012-11-02",6
"761","2012-11-05",6
"762","2012-11-06",6.19
"763","2012-11-07",6.22
"764","2012-11-08",6.3
"765","2012-11-09",6.22
"766","2012-11-12",6.3
"767","2012-11-13",6.29
"768","2012-11-14",6.01
"769","2012-11-15",6.06
"770","2012-11-16",6.06
"771","2012-11-19",6.11
"772","2012-11-20",6.13
"773","2012-11-21",6.15
"774","2012-11-23",6.1
"775","2012-11-26",6.35
"776","2012-11-27",6.5
"777","2012-11-28",6.66
"778","2012-11-29",6.63
"779","2012-11-30",6.78
"780","2012-12-03",7.16
"781","2012-12-04",7.49
"782","2012-12-05",6.77
"783","2012-12-06",6.78
"784","2012-12-07",6.76
"785","2012-12-10",7.19
"786","2012-12-11",7.06
"787","2012-12-12",7.06
"788","2012-12-13",7.15
"789","2012-12-14",6.66
"790","2012-12-17",6.73
"791","2012-12-18",6.73
"792","2012-12-19",6.96
"793","2012-12-20",7.14
"794","2012-12-21",6.99
"795","2012-12-24",6.83
"796","2012-12-26",6.98
"797","2012-12-27",7.17
"798","2012-12-28",7.17
"799","2012-12-31",7.15
"800","2013-01-02",7.33
"801","2013-01-03",7.31
"802","2013-01-04",7.47
"803","2013-01-07",7.85
"804","2013-01-08",8.05
"805","2013-01-09",8.36
"806","2013-01-10",8.44
"807","2013-01-11",8.42
"808","2013-01-14",8.42
"809","2013-01-15",8.38
"810","2013-01-16",8.31
"811","2013-01-17",8.61
"812","2013-01-18",8.6
"813","2013-01-22",8.71
"814","2013-01-23",8.62
"815","2013-01-24",8.41
"816","2013-01-25",8.3
"817","2013-01-28",8
"818","2013-01-29",8.13
"819","2013-01-30",8.31
"820","2013-01-31",8.28
"821","2013-02-01",8.06
"822","2013-02-04",7.99
"823","2013-02-05",7.99
"824","2013-02-06",7.93
"825","2013-02-07",7.96
"826","2013-02-08",8.36
"827","2013-02-11",8.56
"828","2013-02-12",8.58
"829","2013-02-13",9.23
"830","2013-02-14",9.4
"831","2013-02-15",9.64
"832","2013-02-19",9.88
"833","2013-02-20",9.29
"834","2013-02-21",9.3
"835","2013-02-22",9.37
"836","2013-02-25",8.26
"837","2013-02-26",8.71
"838","2013-02-27",8.67
"839","2013-02-28",8.81
"840","2013-03-01",8.56
"841","2013-03-04",8.39
"842","2013-03-05",8.48
"843","2013-03-06",8.83
"844","2013-03-07",8.76
"845","2013-03-08",8.99
"846","2013-03-11",8.91
"847","2013-03-12",9.03
"848","2013-03-13",9.49
"849","2013-03-14",10.22
"850","2013-03-15",10.63
"851","2013-03-18",11.58
"852","2013-03-19",11.53
"853","2013-03-20",11.47
"854","2013-03-21",11.51
"855","2013-03-22",11.56
"856","2013-03-25",11.66
"857","2013-03-26",11.99
"858","2013-03-27",12.69
"859","2013-03-28",13.19
"860","2013-04-01",13.49
"861","2013-04-02",14.38
"862","2013-04-03",13.16
"863","2013-04-04",12.97
"864","2013-04-05",13.09
"865","2013-04-08",12.79
"866","2013-04-09",12.7
"867","2013-04-10",12.69
"868","2013-04-11",12.75
"869","2013-04-12",12.75
"870","2013-04-15",12.04
"871","2013-04-16",12.64
"872","2013-04-17",12.25
"873","2013-04-18",12.24
"874","2013-04-19",11.88
"875","2013-04-22",12.33
"876","2013-04-23",12.62
"877","2013-04-24",12.66
"878","2013-04-25",12.41
"879","2013-04-26",12.33
"880","2013-04-29",11.92
"881","2013-04-30",11.84
"882","2013-05-01",12.42
"883","2013-05-02",12.59
"884","2013-05-03",12.53
"885","2013-05-06",13.76
"886","2013-05-07",13.92
"887","2013-05-08",13.89
"888","2013-05-09",13.9
"889","2013-05-10",13.89
"890","2013-05-13",13.78
"891","2013-05-14",13.85
"892","2013-05-15",14.08
"893","2013-05-16",14.93
"894","2013-05-17",15.37
"895","2013-05-20",15.51
"896","2013-05-21",15.66
"897","2013-05-22",15.91
"898","2013-05-23",15.79
"899","2013-05-24",16.26
"900","2013-05-28",17.09
"901","2013-05-29",16.99
"902","2013-05-30",18.1
"903","2013-05-31",17.99
"904","2013-06-03",17.91
"905","2013-06-04",18.01
"906","2013-06-05",17.559999
"907","2013-06-06",17.67
"908","2013-06-07",17.5
"909","2013-06-10",18.120001
"910","2013-06-11",19.040001
"911","2013-06-12",19.16
"912","2013-06-13",19.33
"913","2013-06-14",19.67
"914","2013-06-17",19.629999
"915","2013-06-18",20.35
"916","2013-06-19",19.85
"917","2013-06-20",19.969999
"918","2013-06-21",19.540001
"919","2013-06-24",18.23
"920","2013-06-25",18.99
"921","2013-06-26",19.360001
"922","2013-06-27",19.459999
"923","2013-06-28",19.74
"924","2013-07-01",19.610001
"925","2013-07-02",19.120001
"926","2013-07-03",18.1
"927","2013-07-05",18.860001
"928","2013-07-08",19.889999
"929","2013-07-09",21.52
"930","2013-07-10",22.35
"931","2013-07-11",23.059999
"932","2013-07-12",23.030001
"933","2013-07-15",23.059999
"934","2013-07-16",19.530001
"935","2013-07-17",19.99
"936","2013-07-18",20.6
"937","2013-07-19",20.58
"938","2013-07-22",19.99
"939","2013-07-23",20.23
"940","2013-07-24",20.73
"941","2013-07-25",20.25
"942","2013-07-26",20.32
"943","2013-07-29",19.98
"944","2013-07-30",19.450001
"945","2013-07-31",19.639999
"946","2013-08-01",19.48
"947","2013-08-02",21.459999
"948","2013-08-05",22.51
"949","2013-08-06",22.280001
"950","2013-08-07",21.93
"951","2013-08-08",22.1
"952","2013-08-09",22.219999
"953","2013-08-12",22.34
"954","2013-08-13",22.43
"955","2013-08-14",22
"956","2013-08-15",20.68
"957","2013-08-16",21.360001
"958","2013-08-19",21.07
"959","2013-08-20",21.459999
"960","2013-08-21",20.280001
"961","2013-08-22",21.18
"962","2013-08-23",20.969999
"963","2013-08-26",21.030001
"964","2013-08-27",20.440001
"965","2013-08-28",20.93
"966","2013-08-29",22.290001
"967","2013-08-30",21.18
"968","2013-09-03",21.33
"969","2013-09-04",21.370001
"970","2013-09-05",22.17
"971","2013-09-06",22.360001
"972","2013-09-09",21.459999
"973","2013-09-10",23.219999
"974","2013-09-11",22.809999
"975","2013-09-12",23.6
"976","2013-09-13",24.959999
"977","2013-09-16",25.860001
"978","2013-09-17",28.190001
"979","2013-09-18",27.93
"980","2013-09-19",28.209999
"981","2013-09-20",28
"982","2013-09-23",27.67
"983","2013-09-24",28.780001
"984","2013-09-25",29.43
"985","2013-09-26",29.25
"986","2013-09-27",28.66
"987","2013-09-30",28.969999
"988","2013-10-01",29.219999
"989","2013-10-02",29.450001
"990","2013-10-03",29.030001
"991","2013-10-04",29.360001
"992","2013-10-07",28.25
"993","2013-10-08",26.950001
"994","2013-10-09",26.190001
"995","2013-10-10",28.940001
"996","2013-10-11",29.309999
"997","2013-10-14",29.290001
"998","2013-10-15",29.35
"999","2013-10-16",29.719999
"1000","2013-10-17",30.4
