"","date","ARDS"
"1","2018-08-14",13
"2","2018-08-15",12.96
"3","2018-08-16",12.92
"4","2018-08-17",12.93
"5","2018-08-20",12.85
"6","2018-08-21",12.92
"7","2018-08-22",12.87
"8","2018-08-23",13.01
"9","2018-08-24",13.04
"10","2018-08-27",13.11
"11","2018-08-28",13.2
"12","2018-08-29",13.5
"13","2018-08-30",13.65
"14","2018-08-31",13.45
"15","2018-09-04",13.69
"16","2018-09-05",13.63
"17","2018-09-06",13.3
"18","2018-09-07",12.12
"19","2018-09-10",12.19
"20","2018-09-11",12.37
"21","2018-09-12",12.74
"22","2018-09-13",12.7
"23","2018-09-14",11.92
"24","2018-09-17",12.69
"25","2018-09-18",12.57
"26","2018-09-19",12.8
"27","2018-09-20",13.07
"28","2018-09-21",12.01
"29","2018-09-24",12.97
"30","2018-09-25",13.1
"31","2018-09-26",13.18
"32","2018-09-27",12.93
"33","2018-09-28",13.06
"34","2018-10-01",12.45
"35","2018-10-02",13
"36","2018-10-03",12.98
"37","2018-10-04",13.03
"38","2018-10-05",12.86
"39","2018-10-08",12.83
"40","2018-10-09",12.4
"41","2018-10-10",12.62
"42","2018-10-11",12.61
"43","2018-10-12",12.7
"44","2018-10-15",12.7
"45","2018-10-16",12.6
"46","2018-10-17",12.6
"47","2018-10-18",12.64
"48","2018-10-19",12.5
"49","2018-10-22",12.92
"50","2018-10-23",12.6
"51","2018-10-24",12.32
"52","2018-10-25",12.35
"53","2018-10-26",12.35
"54","2018-10-29",12.48
"55","2018-10-30",12.48
"56","2018-10-31",12.3
"57","2018-11-01",12.5
"58","2018-11-02",12.23
"59","2018-11-05",12.2
"60","2018-11-06",11.96
"61","2018-11-07",12.84
"62","2018-11-08",12.17
"63","2018-11-09",12.07
"64","2018-11-12",12.15
"65","2018-11-13",12.23
"66","2018-11-14",12.49
"67","2018-11-15",12.48
"68","2018-11-16",12.62
"69","2018-11-19",12.11
"70","2018-11-20",12.1
"71","2018-11-21",12
"72","2018-11-23",11.95
"73","2018-11-26",11.95
"74","2018-11-27",12.42
"75","2018-11-28",12.4
"76","2018-11-29",12.4
"77","2018-11-30",10.6
"78","2018-12-03",9.95
"79","2018-12-04",8.5
"80","2018-12-06",8.8
"81","2018-12-07",8.54
"82","2018-12-10",7.95
"83","2018-12-11",7.82
"84","2018-12-12",9
"85","2018-12-13",10.75
"86","2018-12-14",9.6
"87","2018-12-17",9.31
"88","2018-12-18",9.23
"89","2018-12-19",8.8
"90","2018-12-20",8
"91","2018-12-21",7.96
"92","2018-12-24",9.86
"93","2018-12-26",9.48
"94","2018-12-27",10.33
"95","2018-12-28",10.3
"96","2018-12-31",11.09
"97","2019-01-02",10.5
"98","2019-01-03",10.08
"99","2019-01-04",10
"100","2019-01-07",9.99
"101","2019-01-08",9.5
"102","2019-01-09",9.75
"103","2019-01-10",9.88
"104","2019-01-11",9.6
"105","2019-01-14",9.27
"106","2019-01-15",8.8
"107","2019-01-16",8.55
"108","2019-01-17",8.81
"109","2019-01-18",9.01
"110","2019-01-22",8.72
"111","2019-01-23",8.71
"112","2019-01-24",8.71
"113","2019-01-25",8.7
"114","2019-01-28",8.94
"115","2019-01-29",8.45
"116","2019-01-30",9.15
"117","2019-01-31",8.36
"118","2019-02-01",8.15
"119","2019-02-04",8.24
"120","2019-02-05",9.05
"121","2019-02-06",8.62
"122","2019-02-07",8.95
"123","2019-02-08",8.55
"124","2019-02-11",8.57
"125","2019-02-12",8.9
"126","2019-02-13",8.72
"127","2019-02-14",8.47
"128","2019-02-15",8.46
"129","2019-02-19",8.46
"130","2019-02-20",8.2
"131","2019-02-21",8.31
"132","2019-02-22",8.7
"133","2019-02-25",8.95
"134","2019-02-26",8.74
"135","2019-02-27",8.75
"136","2019-02-28",8.68
"137","2019-03-01",8.63
"138","2019-03-04",8.85
"139","2019-03-05",8.73
"140","2019-03-06",8.7
"141","2019-03-07",8.71
"142","2019-03-08",8.88
"143","2019-03-11",10.3
"144","2019-03-12",8.92
"145","2019-03-13",8.96
"146","2019-03-14",9.18
"147","2019-03-15",9.35
"148","2019-03-18",10.1
"149","2019-03-19",10.56
"150","2019-03-20",10.6
"151","2019-03-21",10.1
"152","2019-03-22",11.59
"153","2019-03-25",10.63
"154","2019-03-26",10.4
"155","2019-03-27",11.59
"156","2019-03-28",10.56
"157","2019-03-29",11.4
"158","2019-04-01",10.65
"159","2019-04-02",11.1
"160","2019-04-03",10.83
"161","2019-04-04",10.84
"162","2019-04-05",11.3
"163","2019-04-08",11.33
"164","2019-04-09",10.23
"165","2019-04-10",10.15
"166","2019-04-11",10.1
"167","2019-04-12",10.13
"168","2019-04-15",10.7
"169","2019-04-16",9.85
"170","2019-04-17",9.78
"171","2019-04-18",9.65
"172","2019-04-22",9.65
"173","2019-04-23",10.09
"174","2019-04-24",10.45
"175","2019-04-25",10.07
"176","2019-04-26",10
"177","2019-04-29",9.9
"178","2019-04-30",8.81
"179","2019-05-01",9.5
"180","2019-05-02",10.29
"181","2019-05-03",9.66
"182","2019-05-06",9.61
"183","2019-05-07",9.78
"184","2019-05-08",10.1
"185","2019-05-09",9.2
"186","2019-05-10",9.21
"187","2019-05-13",9.57
"188","2019-05-14",9.76
"189","2019-05-15",9.4
"190","2019-05-16",9.4
"191","2019-05-17",9.4
"192","2019-05-20",9.4
"193","2019-05-21",9.04
"194","2019-05-22",9.04
"195","2019-05-23",9.27
"196","2019-05-24",9.32
"197","2019-05-28",9.2
"198","2019-05-29",9.45
"199","2019-05-30",9.45
"200","2019-05-31",8.7
"201","2019-06-03",9
"202","2019-06-04",9.03
"203","2019-06-05",8.37
"204","2019-06-06",8.8
"205","2019-06-07",9.16
"206","2019-06-10",8.57
"207","2019-06-11",8.5
"208","2019-06-12",7.43
"209","2019-06-13",7.78
"210","2019-06-14",7.16
"211","2019-06-17",7.1
"212","2019-06-18",7.24
"213","2019-06-19",7.33
"214","2019-06-20",10.8
"215","2019-06-21",11.34
"216","2019-06-24",11.12
"217","2019-06-25",11.1
"218","2019-06-26",11.09
"219","2019-06-27",10.7
"220","2019-06-28",10.17
"221","2019-07-01",10.57
"222","2019-07-02",10.57
"223","2019-07-03",10.62
"224","2019-07-05",10.3
"225","2019-07-08",10.28
"226","2019-07-09",10.33
"227","2019-07-10",10.3
"228","2019-07-11",10.01
"229","2019-07-12",9.75
"230","2019-07-15",10.31
"231","2019-07-16",10.31
"232","2019-07-17",10.31
"233","2019-07-18",9.81
"234","2019-07-19",9.81
"235","2019-07-22",9.8
"236","2019-07-23",9.44
"237","2019-07-24",9.48
"238","2019-07-25",9.42
"239","2019-07-26",9.44
"240","2019-07-29",9.54
"241","2019-07-30",10.11
"242","2019-07-31",8.7
"243","2019-08-01",7.8
"244","2019-08-02",8.45
"245","2019-08-05",8.02
"246","2019-08-06",8.46
"247","2019-08-07",8.16
"248","2019-08-08",8.45
"249","2019-08-09",8.43
"250","2019-08-12",8.39
"251","2019-08-13",8.38
"252","2019-08-14",8.38
"253","2019-08-15",7.52
"254","2019-08-16",7.75
"255","2019-08-19",7.98
"256","2019-08-20",7.65
"257","2019-08-21",8.03
"258","2019-08-22",7.71
"259","2019-08-23",8.25
"260","2019-08-26",11.18
"261","2019-08-27",11.99
"262","2019-08-28",11.5
"263","2019-08-29",11.63
"264","2019-08-30",11.68
"265","2019-09-03",10.91
"266","2019-09-04",11.73
"267","2019-09-05",12.2
"268","2019-09-06",11.38
"269","2019-09-09",10.77
"270","2019-09-10",10.51
"271","2019-09-11",8.15
"272","2019-09-12",8.23
"273","2019-09-13",8.58
"274","2019-09-16",8.36
"275","2019-09-17",7.7
"276","2019-09-18",7.56
"277","2019-09-19",7.6
"278","2019-09-20",7.41
"279","2019-09-23",7.42
"280","2019-09-24",7.13
"281","2019-09-25",6.7
"282","2019-09-26",6.7
"283","2019-09-27",6.57
"284","2019-09-30",6.73
"285","2019-10-01",7.1
"286","2019-10-02",6.69
"287","2019-10-03",6.75
"288","2019-10-04",6.77
"289","2019-10-07",6.67
"290","2019-10-08",6.2
"291","2019-10-09",5.75
"292","2019-10-10",5.95
"293","2019-10-11",5.7
"294","2019-10-14",5.71
"295","2019-10-15",5.56
"296","2019-10-16",6.16
"297","2019-10-17",6.1
"298","2019-10-18",6.1
"299","2019-10-21",6.06
"300","2019-10-22",6.2
"301","2019-10-23",6.05
"302","2019-10-24",5.9
"303","2019-10-25",5.58
"304","2019-10-28",5.7
"305","2019-10-29",5.55
"306","2019-10-30",5.32
"307","2019-10-31",5.05
"308","2019-11-01",5.42
"309","2019-11-04",5.35
"310","2019-11-05",5.25
"311","2019-11-06",5.17
"312","2019-11-07",5.16
"313","2019-11-08",5.16
"314","2019-11-11",5.39
"315","2019-11-12",5.13
"316","2019-11-13",5
"317","2019-11-14",5
"318","2019-11-15",4.55
"319","2019-11-18",4.82
"320","2019-11-19",5.18
"321","2019-11-20",5.23
"322","2019-11-21",4.9
"323","2019-11-22",5.11
"324","2019-11-25",5.33
"325","2019-11-26",5.37
"326","2019-11-27",5.14
"327","2019-11-29",5.5
"328","2019-12-02",5.03
"329","2019-12-03",4.75
"330","2019-12-04",4.8
"331","2019-12-05",5.24
"332","2019-12-06",5.05
"333","2019-12-09",4.97
"334","2019-12-10",4.68
"335","2019-12-11",4.55
"336","2019-12-12",4.55
"337","2019-12-13",4.61
"338","2019-12-16",4.5
"339","2019-12-17",4.4
"340","2019-12-18",4.26
"341","2019-12-19",4.19
"342","2019-12-20",4.2
"343","2019-12-23",4.16
"344","2019-12-24",4.28
"345","2019-12-26",4.4
"346","2019-12-27",4.2
"347","2019-12-30",5.28
"348","2019-12-31",4.45
"349","2020-01-02",4.55
"350","2020-01-03",4.7
"351","2020-01-06",5.94
"352","2020-01-07",5.28
"353","2020-01-08",5.43
"354","2020-01-09",6.25
"355","2020-01-10",7.09
"356","2020-01-13",6.87
"357","2020-01-14",7.13
"358","2020-01-15",7.58
"359","2020-01-16",7.37
"360","2020-01-17",7.41
"361","2020-01-21",8.3
"362","2020-01-22",7.58
"363","2020-01-23",7.41
"364","2020-01-24",7.61
"365","2020-01-27",6.79
"366","2020-01-28",6.62
"367","2020-01-29",7.2
"368","2020-01-30",7.09
"369","2020-01-31",6.91
"370","2020-02-03",6.2
"371","2020-02-04",6.97
"372","2020-02-05",6.77
"373","2020-02-06",6.37
"374","2020-02-07",6.32
"375","2020-02-10",6.11
"376","2020-02-11",6.11
"377","2020-02-12",5.73
"378","2020-02-13",5.74
"379","2020-02-14",5.83
"380","2020-02-18",6.15
"381","2020-02-19",7.57
"382","2020-02-20",7.53
"383","2020-02-21",7.39
"384","2020-02-24",7.66
"385","2020-02-25",7.3
"386","2020-02-26",7.4
"387","2020-02-27",6.76
"388","2020-02-28",6.74
"389","2020-03-02",7.39
"390","2020-03-03",7.25
"391","2020-03-04",7.1
"392","2020-03-05",6.66
"393","2020-03-06",6.37
"394","2020-03-09",7.23
"395","2020-03-10",6.13
"396","2020-03-11",5.76
"397","2020-03-12",5.5
"398","2020-03-13",5.25
"399","2020-03-16",4.54
"400","2020-03-17",4.89
"401","2020-03-18",4.34
"402","2020-03-19",4.55
"403","2020-03-20",5.57
"404","2020-03-23",5.55
"405","2020-03-24",5.24
"406","2020-03-25",4.95
"407","2020-03-26",5.5
"408","2020-03-27",5.81
"409","2020-03-30",5.8
"410","2020-03-31",5.77
"411","2020-04-01",5.32
"412","2020-04-02",5.24
"413","2020-04-03",5.7
"414","2020-04-06",5.57
"415","2020-04-07",5.9
"416","2020-04-08",5.79
"417","2020-04-09",6.25
"418","2020-04-13",6.46
"419","2020-04-14",6.11
"420","2020-04-15",6.11
"421","2020-04-16",6.4
"422","2020-04-17",6.02
"423","2020-04-20",6
"424","2020-04-21",5.9
"425","2020-04-22",5.9
"426","2020-04-23",6.37
"427","2020-04-24",6.37
"428","2020-04-27",6.1
"429","2020-04-28",6.05
"430","2020-04-29",5.92
"431","2020-04-30",6.4
"432","2020-05-01",6.03
"433","2020-05-04",7.4
"434","2020-05-05",8.21
"435","2020-05-06",8.6
"436","2020-05-07",8.71
"437","2020-05-08",8.97
"438","2020-05-11",8.36
"439","2020-05-12",8.55
"440","2020-05-13",7.73
"441","2020-05-14",6.97
"442","2020-05-15",8.6
"443","2020-05-18",8.5
"444","2020-05-19",8.49
"445","2020-05-20",8.51
"446","2020-05-21",7.73
"447","2020-05-22",8.4
"448","2020-05-26",8.4
"449","2020-05-27",8
"450","2020-05-28",6.41
"451","2020-05-29",6.95
"452","2020-06-01",6.86
"453","2020-06-02",7.3
"454","2020-06-03",7.02
"455","2020-06-04",6.73
"456","2020-06-05",6.75
"457","2020-06-08",6.9
"458","2020-06-09",6.45
"459","2020-06-10",6.08
"460","2020-06-11",6.14
"461","2020-06-12",6.38
"462","2020-06-15",6.43
"463","2020-06-16",6.69
"464","2020-06-17",7.05
"465","2020-06-18",7.58
"466","2020-06-19",7.14
"467","2020-06-22",6.93
"468","2020-06-23",6.25
"469","2020-06-24",6.16
"470","2020-06-25",6.6
"471","2020-06-26",7
"472","2020-06-29",6.73
"473","2020-06-30",6.63
"474","2020-07-01",6.59
"475","2020-07-02",6.33
"476","2020-07-06",6.5
"477","2020-07-07",6.35
"478","2020-07-08",6.4
"479","2020-07-09",6.41
"480","2020-07-10",6.5
"481","2020-07-13",7.61
"482","2020-07-14",7.08
"483","2020-07-15",6.63
"484","2020-07-16",7.06
"485","2020-07-17",6.86
"486","2020-07-20",7.36
"487","2020-07-21",7.22
"488","2020-07-22",6.92
"489","2020-07-23",6.76
"490","2020-07-24",7.09
"491","2020-07-27",6.88
"492","2020-07-28",6.9
"493","2020-07-29",6.94
"494","2020-07-30",7.09
"495","2020-07-31",7
"496","2020-08-03",6.87
"497","2020-08-04",7.18
"498","2020-08-05",7.1
"499","2020-08-06",7.12
"500","2020-08-07",7.23
"501","2020-08-10",7.6
"502","2020-08-11",7.18
"503","2020-08-12",6.9
"504","2020-08-13",6.84
"505","2020-08-14",6.41
"506","2020-08-17",6.54
"507","2020-08-18",6.76
"508","2020-08-19",6.72
"509","2020-08-20",6.45
"510","2020-08-21",6.41
"511","2020-08-24",6.52
"512","2020-08-25",6.76
"513","2020-08-26",7.3
"514","2020-08-27",7.02
"515","2020-08-28",7.3
"516","2020-08-31",7
"517","2020-09-01",7.22
"518","2020-09-02",7.75
"519","2020-09-03",7.25
"520","2020-09-04",6.94
"521","2020-09-08",7.7
"522","2020-09-09",7.2
"523","2020-09-10",6.89
"524","2020-09-11",6.8
"525","2020-09-14",7.1
"526","2020-09-15",7.09
"527","2020-09-16",7.39
"528","2020-09-17",7.11
"529","2020-09-18",7.34
"530","2020-09-21",6.9
"531","2020-09-22",7.13
"532","2020-09-23",6.62
"533","2020-09-24",7.34
"534","2020-09-25",7.19
"535","2020-09-28",7.16
"536","2020-09-29",7.2
"537","2020-09-30",7.08
"538","2020-10-01",7.5
"539","2020-10-02",7.5
"540","2020-10-05",8.01
"541","2020-10-06",7.89
"542","2020-10-07",7.65
"543","2020-10-08",7.5
"544","2020-10-09",7.43
"545","2020-10-12",7.54
"546","2020-10-13",7.44
"547","2020-10-14",7.42
"548","2020-10-15",7.85
"549","2020-10-16",7.71
"550","2020-10-19",7.77
"551","2020-10-20",7.73
"552","2020-10-21",7.78
"553","2020-10-22",7.65
"554","2020-10-23",7.77
"555","2020-10-26",7.34
"556","2020-10-27",7
"557","2020-10-28",6.38
"558","2020-10-29",6.48
"559","2020-10-30",6.19
"560","2020-11-02",6.36
"561","2020-11-03",6.51
"562","2020-11-04",6.62
"563","2020-11-05",6.53
"564","2020-11-06",6.8
"565","2020-11-09",6.73
"566","2020-11-10",6.53
"567","2020-11-11",6.75
"568","2020-11-12",6.65
"569","2020-11-13",7.1
"570","2020-11-16",7.01
"571","2020-11-17",6.77
"572","2020-11-18",6.82
"573","2020-11-19",6.87
"574","2020-11-20",7.21
"575","2020-11-23",6.85
"576","2020-11-24",6.84
"577","2020-11-25",7.01
"578","2020-11-27",6.83
