"","date","STRL"
"1","2007-01-03",20.889999
"2","2007-01-04",20.200001
"3","2007-01-05",20.280001
"4","2007-01-08",20.639999
"5","2007-01-09",20.57
"6","2007-01-10",20.27
"7","2007-01-11",20.5
"8","2007-01-12",20
"9","2007-01-16",19.23
"10","2007-01-17",20.889999
"11","2007-01-18",19.950001
"12","2007-01-19",20.67
"13","2007-01-22",20.610001
"14","2007-01-23",21.57
"15","2007-01-24",21.9
"16","2007-01-25",20.969999
"17","2007-01-26",20.780001
"18","2007-01-29",20.68
"19","2007-01-30",20.68
"20","2007-01-31",20.52
"21","2007-02-01",21.51
"22","2007-02-02",21.58
"23","2007-02-05",21.219999
"24","2007-02-06",21.299999
"25","2007-02-07",21.450001
"26","2007-02-08",21.35
"27","2007-02-09",21.440001
"28","2007-02-12",20.719999
"29","2007-02-13",20.25
"30","2007-02-14",19.91
"31","2007-02-15",20
"32","2007-02-16",19.98
"33","2007-02-20",19.940001
"34","2007-02-21",20.32
"35","2007-02-22",20.68
"36","2007-02-23",20.549999
"37","2007-02-26",20.379999
"38","2007-02-27",19.780001
"39","2007-02-28",18.82
"40","2007-03-01",18.610001
"41","2007-03-02",19.16
"42","2007-03-05",19.01
"43","2007-03-06",18.620001
"44","2007-03-07",18.42
"45","2007-03-08",18.66
"46","2007-03-09",18.67
"47","2007-03-12",18.299999
"48","2007-03-13",18.040001
"49","2007-03-14",18.4
"50","2007-03-15",18.370001
"51","2007-03-16",18.530001
"52","2007-03-19",18.719999
"53","2007-03-20",18.620001
"54","2007-03-21",19.07
"55","2007-03-22",18.77
"56","2007-03-23",19.08
"57","2007-03-26",19.370001
"58","2007-03-27",19
"59","2007-03-28",18.83
"60","2007-03-29",19.02
"61","2007-03-30",19.059999
"62","2007-04-02",19
"63","2007-04-03",19.309999
"64","2007-04-04",19.530001
"65","2007-04-05",19.58
"66","2007-04-09",19.18
"67","2007-04-10",19.26
"68","2007-04-11",19.129999
"69","2007-04-12",19.379999
"70","2007-04-13",20.02
"71","2007-04-16",21.24
"72","2007-04-17",21.110001
"73","2007-04-18",21.049999
"74","2007-04-19",21
"75","2007-04-20",21.049999
"76","2007-04-23",21.42
"77","2007-04-24",21.76
"78","2007-04-25",22.25
"79","2007-04-26",22.23
"80","2007-04-27",21.389999
"81","2007-04-30",20.66
"82","2007-05-01",20.6
"83","2007-05-02",20.85
"84","2007-05-03",21.75
"85","2007-05-04",21.99
"86","2007-05-07",21.9
"87","2007-05-08",21.74
"88","2007-05-09",20.58
"89","2007-05-10",20.440001
"90","2007-05-11",20.559999
"91","2007-05-14",20.719999
"92","2007-05-15",20.49
"93","2007-05-16",21
"94","2007-05-17",20.879999
"95","2007-05-18",21
"96","2007-05-21",21.43
"97","2007-05-22",21.940001
"98","2007-05-23",22.040001
"99","2007-05-24",22
"100","2007-05-25",22.200001
"101","2007-05-29",23.02
"102","2007-05-30",23.15
"103","2007-05-31",23.43
"104","2007-06-01",23.559999
"105","2007-06-04",23.469999
"106","2007-06-05",23.15
"107","2007-06-06",22.290001
"108","2007-06-07",21.709999
"109","2007-06-08",21.91
"110","2007-06-11",22.280001
"111","2007-06-12",21.98
"112","2007-06-13",22.08
"113","2007-06-14",21.59
"114","2007-06-15",21.629999
"115","2007-06-18",21.75
"116","2007-06-19",21.889999
"117","2007-06-20",22.35
"118","2007-06-21",22.49
"119","2007-06-22",22.48
"120","2007-06-25",22.299999
"121","2007-06-26",22.059999
"122","2007-06-27",21.99
"123","2007-06-28",21.24
"124","2007-06-29",21.15
"125","2007-07-02",20.92
"126","2007-07-03",20.76
"127","2007-07-05",20.91
"128","2007-07-06",20.98
"129","2007-07-09",21.309999
"130","2007-07-10",20.25
"131","2007-07-11",20.5
"132","2007-07-12",20.700001
"133","2007-07-13",21.639999
"134","2007-07-16",21.530001
"135","2007-07-17",21.639999
"136","2007-07-18",21.6
"137","2007-07-19",21.73
"138","2007-07-20",21.52
"139","2007-07-23",21.629999
"140","2007-07-24",21.48
"141","2007-07-25",21.559999
"142","2007-07-26",20.639999
"143","2007-07-27",19.77
"144","2007-07-30",19.5
"145","2007-07-31",19.57
"146","2007-08-01",19
"147","2007-08-02",19.129999
"148","2007-08-03",19.5
"149","2007-08-06",19.42
"150","2007-08-07",18.99
"151","2007-08-08",19.870001
"152","2007-08-09",22
"153","2007-08-10",23.25
"154","2007-08-13",22.530001
"155","2007-08-14",21.85
"156","2007-08-15",21.620001
"157","2007-08-16",21.549999
"158","2007-08-17",21.950001
"159","2007-08-20",21.940001
"160","2007-08-21",21.969999
"161","2007-08-22",21.950001
"162","2007-08-23",21.940001
"163","2007-08-24",21.969999
"164","2007-08-27",22.379999
"165","2007-08-28",21.82
"166","2007-08-29",21.950001
"167","2007-08-30",22.040001
"168","2007-08-31",22.120001
"169","2007-09-04",21.93
"170","2007-09-05",22.27
"171","2007-09-06",22.41
"172","2007-09-07",22.09
"173","2007-09-10",22.540001
"174","2007-09-11",22.75
"175","2007-09-12",22.889999
"176","2007-09-13",22.540001
"177","2007-09-14",22.83
"178","2007-09-17",22.67
"179","2007-09-18",23.030001
"180","2007-09-19",23.02
"181","2007-09-20",23.1
"182","2007-09-21",23.190001
"183","2007-09-24",23.059999
"184","2007-09-25",22.68
"185","2007-09-26",23.309999
"186","2007-09-27",23.07
"187","2007-09-28",23.08
"188","2007-10-01",23.1
"189","2007-10-02",23.35
"190","2007-10-03",23.85
"191","2007-10-04",23.59
"192","2007-10-05",24.469999
"193","2007-10-08",24.450001
"194","2007-10-09",24.879999
"195","2007-10-10",24.83
"196","2007-10-11",24.299999
"197","2007-10-12",24.52
"198","2007-10-15",25
"199","2007-10-16",25.24
"200","2007-10-17",25.5
"201","2007-10-18",24.870001
"202","2007-10-19",23.67
"203","2007-10-22",24.24
"204","2007-10-23",23.84
"205","2007-10-24",24.16
"206","2007-10-25",24.65
"207","2007-10-26",25
"208","2007-10-29",24.780001
"209","2007-10-30",24.49
"210","2007-10-31",24.860001
"211","2007-11-01",26.17
"212","2007-11-02",26.389999
"213","2007-11-05",26.59
"214","2007-11-06",26.6
"215","2007-11-07",25.370001
"216","2007-11-08",24.639999
"217","2007-11-09",24.66
"218","2007-11-12",24.65
"219","2007-11-13",24.690001
"220","2007-11-14",24.67
"221","2007-11-15",24.59
"222","2007-11-16",24.65
"223","2007-11-19",24.65
"224","2007-11-20",24.049999
"225","2007-11-21",24.290001
"226","2007-11-23",24.07
"227","2007-11-26",23.969999
"228","2007-11-27",24.280001
"229","2007-11-28",24.75
"230","2007-11-29",23.99
"231","2007-11-30",24.02
"232","2007-12-03",23.540001
"233","2007-12-04",23.15
"234","2007-12-05",23.450001
"235","2007-12-06",23.49
"236","2007-12-07",23.49
"237","2007-12-10",23.450001
"238","2007-12-11",22.700001
"239","2007-12-12",22.110001
"240","2007-12-13",21.879999
"241","2007-12-14",20.879999
"242","2007-12-17",20.450001
"243","2007-12-18",20.83
"244","2007-12-19",21.559999
"245","2007-12-20",22.34
"246","2007-12-21",22.700001
"247","2007-12-24",22.99
"248","2007-12-26",22.49
"249","2007-12-27",21.620001
"250","2007-12-28",21.57
"251","2007-12-31",21.82
"252","2008-01-02",21.65
"253","2008-01-03",21.6
"254","2008-01-04",21.459999
"255","2008-01-07",21.139999
"256","2008-01-08",21.139999
"257","2008-01-09",21.059999
"258","2008-01-10",21.84
"259","2008-01-11",21.57
"260","2008-01-14",21.379999
"261","2008-01-15",21.040001
"262","2008-01-16",21.01
"263","2008-01-17",20.9
"264","2008-01-18",20.07
"265","2008-01-22",19.99
"266","2008-01-23",19.790001
"267","2008-01-24",20.889999
"268","2008-01-25",19.969999
"269","2008-01-28",20.440001
"270","2008-01-29",20.469999
"271","2008-01-30",20.290001
"272","2008-01-31",20.51
"273","2008-02-01",21.809999
"274","2008-02-04",20.83
"275","2008-02-05",20.290001
"276","2008-02-06",20.469999
"277","2008-02-07",20.280001
"278","2008-02-08",20.01
"279","2008-02-11",19.65
"280","2008-02-12",20.120001
"281","2008-02-13",21.280001
"282","2008-02-14",20.940001
"283","2008-02-15",21.24
"284","2008-02-19",20.360001
"285","2008-02-20",20.799999
"286","2008-02-21",21.389999
"287","2008-02-22",21.530001
"288","2008-02-25",21.42
"289","2008-02-26",21.610001
"290","2008-02-27",21.1
"291","2008-02-28",20.5
"292","2008-02-29",20.110001
"293","2008-03-03",19.629999
"294","2008-03-04",19.700001
"295","2008-03-05",19.940001
"296","2008-03-06",18.4
"297","2008-03-07",17.9
"298","2008-03-10",16.370001
"299","2008-03-11",16.76
"300","2008-03-12",16.450001
"301","2008-03-13",17.09
"302","2008-03-14",18.26
"303","2008-03-17",18.290001
"304","2008-03-18",18.799999
"305","2008-03-19",18.09
"306","2008-03-20",18.02
"307","2008-03-24",19.24
"308","2008-03-25",18.85
"309","2008-03-26",18.6
"310","2008-03-27",18.16
"311","2008-03-28",18.4
"312","2008-03-31",18.219999
"313","2008-04-01",18.700001
"314","2008-04-02",19.4
"315","2008-04-03",19.66
"316","2008-04-04",20.15
"317","2008-04-07",20.02
"318","2008-04-08",20.25
"319","2008-04-09",20.23
"320","2008-04-10",20.299999
"321","2008-04-11",19.290001
"322","2008-04-14",19.57
"323","2008-04-15",19.209999
"324","2008-04-16",20.92
"325","2008-04-17",20.17
"326","2008-04-18",20.26
"327","2008-04-21",20.459999
"328","2008-04-22",19.77
"329","2008-04-23",19.01
"330","2008-04-24",18.879999
"331","2008-04-25",19.360001
"332","2008-04-28",19.370001
"333","2008-04-29",19.200001
"334","2008-04-30",20.08
"335","2008-05-01",19.790001
"336","2008-05-02",20.4
"337","2008-05-05",19.98
"338","2008-05-06",19.99
"339","2008-05-07",19.860001
"340","2008-05-08",19.5
"341","2008-05-09",19.27
"342","2008-05-12",19.41
"343","2008-05-13",19.9
"344","2008-05-14",19.75
"345","2008-05-15",20.5
"346","2008-05-16",20.66
"347","2008-05-19",20.6
"348","2008-05-20",20.9
"349","2008-05-21",20.129999
"350","2008-05-22",20.17
"351","2008-05-23",19.99
"352","2008-05-27",19.959999
"353","2008-05-28",19.85
"354","2008-05-29",19.83
"355","2008-05-30",19.889999
"356","2008-06-02",19.48
"357","2008-06-03",19.370001
"358","2008-06-04",19.25
"359","2008-06-05",20.809999
"360","2008-06-06",20.32
"361","2008-06-09",20
"362","2008-06-10",20.280001
"363","2008-06-11",20.16
"364","2008-06-12",20.26
"365","2008-06-13",20.459999
"366","2008-06-16",20.26
"367","2008-06-17",20.66
"368","2008-06-18",20.58
"369","2008-06-19",21.02
"370","2008-06-20",20.469999
"371","2008-06-23",20.969999
"372","2008-06-24",20.799999
"373","2008-06-25",20.51
"374","2008-06-26",20
"375","2008-06-27",19.49
"376","2008-06-30",19.860001
"377","2008-07-01",19.26
"378","2008-07-02",18.5
"379","2008-07-03",18.700001
"380","2008-07-07",18.5
"381","2008-07-08",19.09
"382","2008-07-09",18.33
"383","2008-07-10",18.92
"384","2008-07-11",19.32
"385","2008-07-14",19.67
"386","2008-07-15",19.52
"387","2008-07-16",19.92
"388","2008-07-17",20.23
"389","2008-07-18",20.040001
"390","2008-07-21",20.01
"391","2008-07-22",20.01
"392","2008-07-23",20.34
"393","2008-07-24",19.48
"394","2008-07-25",20.1
"395","2008-07-28",19.290001
"396","2008-07-29",20.219999
"397","2008-07-30",20.799999
"398","2008-07-31",20.629999
"399","2008-08-01",19.969999
"400","2008-08-04",19.129999
"401","2008-08-05",19.610001
"402","2008-08-06",19.870001
"403","2008-08-07",18.59
"404","2008-08-08",19.99
"405","2008-08-11",18.280001
"406","2008-08-12",18.76
"407","2008-08-13",18.24
"408","2008-08-14",18.75
"409","2008-08-15",18.450001
"410","2008-08-18",17.809999
"411","2008-08-19",17.940001
"412","2008-08-20",17.99
"413","2008-08-21",18.049999
"414","2008-08-22",18.690001
"415","2008-08-25",18.129999
"416","2008-08-26",18.360001
"417","2008-08-27",18.58
"418","2008-08-28",18.959999
"419","2008-08-29",18.450001
"420","2008-09-02",18.559999
"421","2008-09-03",18.860001
"422","2008-09-04",18.790001
"423","2008-09-05",18.870001
"424","2008-09-08",18.34
"425","2008-09-09",16.950001
"426","2008-09-10",17.110001
"427","2008-09-11",17.780001
"428","2008-09-12",18.09
"429","2008-09-15",17.700001
"430","2008-09-16",18.709999
"431","2008-09-17",18.309999
"432","2008-09-18",18.99
"433","2008-09-19",20.440001
"434","2008-09-22",18.91
"435","2008-09-23",18.440001
"436","2008-09-24",17.5
"437","2008-09-25",18.209999
"438","2008-09-26",17.110001
"439","2008-09-29",16.16
"440","2008-09-30",16.200001
"441","2008-10-01",16.190001
"442","2008-10-02",14.78
"443","2008-10-03",15.02
"444","2008-10-06",15.17
"445","2008-10-07",13.67
"446","2008-10-08",13.15
"447","2008-10-09",11.68
"448","2008-10-10",13.57
"449","2008-10-13",14.7
"450","2008-10-14",13.58
"451","2008-10-15",11.38
"452","2008-10-16",13.43
"453","2008-10-17",12.8
"454","2008-10-20",13.49
"455","2008-10-21",12.81
"456","2008-10-22",11.66
"457","2008-10-23",12.53
"458","2008-10-24",12.36
"459","2008-10-27",11.12
"460","2008-10-28",12.06
"461","2008-10-29",11.67
"462","2008-10-30",12.55
"463","2008-10-31",13.21
"464","2008-11-03",12.34
"465","2008-11-04",12.17
"466","2008-11-05",11.1
"467","2008-11-06",10.7
"468","2008-11-07",11.12
"469","2008-11-10",11.75
"470","2008-11-11",11.91
"471","2008-11-12",11.72
"472","2008-11-13",12.4
"473","2008-11-14",10.72
"474","2008-11-17",10.96
"475","2008-11-18",12.06
"476","2008-11-19",11.85
"477","2008-11-20",9.88
"478","2008-11-21",9.4
"479","2008-11-24",10.71
"480","2008-11-25",13.26
"481","2008-11-26",16.200001
"482","2008-11-28",16.459999
"483","2008-12-01",14.3
"484","2008-12-02",15.66
"485","2008-12-03",17.07
"486","2008-12-04",16.17
"487","2008-12-05",17.129999
"488","2008-12-08",19.299999
"489","2008-12-09",18.879999
"490","2008-12-10",18.75
"491","2008-12-11",16.6
"492","2008-12-12",18.52
"493","2008-12-15",18.690001
"494","2008-12-16",19.01
"495","2008-12-17",18.450001
"496","2008-12-18",17.67
"497","2008-12-19",17.969999
"498","2008-12-22",17.379999
"499","2008-12-23",17.059999
"500","2008-12-24",16.790001
"501","2008-12-26",17.32
"502","2008-12-29",17.799999
"503","2008-12-30",18.360001
"504","2008-12-31",18.530001
"505","2009-01-02",18.24
"506","2009-01-05",18.790001
"507","2009-01-06",18.93
"508","2009-01-07",17.9
"509","2009-01-08",18.879999
"510","2009-01-09",18.67
"511","2009-01-12",18.27
"512","2009-01-13",18.129999
"513","2009-01-14",18.27
"514","2009-01-15",17.77
"515","2009-01-16",18.299999
"516","2009-01-20",16.530001
"517","2009-01-21",17.879999
"518","2009-01-22",18
"519","2009-01-23",18.5
"520","2009-01-26",18.75
"521","2009-01-27",19.02
"522","2009-01-28",19.690001
"523","2009-01-29",18.629999
"524","2009-01-30",17.92
"525","2009-02-02",17.67
"526","2009-02-03",18.51
"527","2009-02-04",18.299999
"528","2009-02-05",18.059999
"529","2009-02-06",18.42
"530","2009-02-09",18.129999
"531","2009-02-10",17.549999
"532","2009-02-11",17.280001
"533","2009-02-12",17.15
"534","2009-02-13",18.040001
"535","2009-02-17",17.530001
"536","2009-02-18",16.799999
"537","2009-02-19",16.26
"538","2009-02-20",16.639999
"539","2009-02-23",16.200001
"540","2009-02-24",17.379999
"541","2009-02-25",16.209999
"542","2009-02-26",15.32
"543","2009-02-27",14.94
"544","2009-03-02",14.36
"545","2009-03-03",14.01
"546","2009-03-04",14.23
"547","2009-03-05",15.32
"548","2009-03-06",16.43
"549","2009-03-09",16
"550","2009-03-10",17.16
"551","2009-03-11",17.440001
"552","2009-03-12",17.940001
"553","2009-03-13",18.030001
"554","2009-03-16",16.969999
"555","2009-03-17",18.07
"556","2009-03-18",17.43
"557","2009-03-19",16.700001
"558","2009-03-20",16.07
"559","2009-03-23",17.450001
"560","2009-03-24",16.940001
"561","2009-03-25",17.17
"562","2009-03-26",19.58
"563","2009-03-27",18.030001
"564","2009-03-30",17.35
"565","2009-03-31",17.84
"566","2009-04-01",17.700001
"567","2009-04-02",18.76
"568","2009-04-03",18.639999
"569","2009-04-06",19.58
"570","2009-04-07",19.379999
"571","2009-04-08",19.629999
"572","2009-04-09",19.879999
"573","2009-04-13",19.219999
"574","2009-04-14",19.17
"575","2009-04-15",19.59
"576","2009-04-16",19.5
"577","2009-04-17",19.379999
"578","2009-04-20",18.48
"579","2009-04-21",19.07
"580","2009-04-22",18.780001
"581","2009-04-23",18.959999
"582","2009-04-24",19.370001
"583","2009-04-27",18.940001
"584","2009-04-28",18.98
"585","2009-04-29",19.1
"586","2009-04-30",18.77
"587","2009-05-01",18.5
"588","2009-05-04",18
"589","2009-05-05",17.809999
"590","2009-05-06",17.860001
"591","2009-05-07",18.120001
"592","2009-05-08",18.450001
"593","2009-05-11",17.940001
"594","2009-05-12",17.700001
"595","2009-05-13",16.780001
"596","2009-05-14",16.99
"597","2009-05-15",16.969999
"598","2009-05-18",17.129999
"599","2009-05-19",17.4
"600","2009-05-20",16.91
"601","2009-05-21",16.18
"602","2009-05-22",16.219999
"603","2009-05-26",16.75
"604","2009-05-27",16.9
"605","2009-05-28",16.969999
"606","2009-05-29",17.1
"607","2009-06-01",17.5
"608","2009-06-02",17.889999
"609","2009-06-03",17.309999
"610","2009-06-04",17.459999
"611","2009-06-05",17.530001
"612","2009-06-08",17.4
"613","2009-06-09",16.99
"614","2009-06-10",16.52
"615","2009-06-11",15.41
"616","2009-06-12",15.02
"617","2009-06-15",14.58
"618","2009-06-16",14.36
"619","2009-06-17",14.74
"620","2009-06-18",13.51
"621","2009-06-19",12.89
"622","2009-06-22",12.59
"623","2009-06-23",12.9
"624","2009-06-24",13.12
"625","2009-06-25",14.5
"626","2009-06-26",15.3
"627","2009-06-29",15.27
"628","2009-06-30",15.26
"629","2009-07-01",15.14
"630","2009-07-02",14.87
"631","2009-07-06",14.54
"632","2009-07-07",14.61
"633","2009-07-08",14.74
"634","2009-07-09",14.48
"635","2009-07-10",14.71
"636","2009-07-13",14.81
"637","2009-07-14",14.79
"638","2009-07-15",14.95
"639","2009-07-16",15.1
"640","2009-07-17",15.15
"641","2009-07-20",15.53
"642","2009-07-21",15.1
"643","2009-07-22",15.13
"644","2009-07-23",15.34
"645","2009-07-24",15.51
"646","2009-07-27",16.139999
"647","2009-07-28",16.93
"648","2009-07-29",16.43
"649","2009-07-30",16.07
"650","2009-07-31",15.93
"651","2009-08-03",16
"652","2009-08-04",15.94
"653","2009-08-05",15.82
"654","2009-08-06",15.74
"655","2009-08-07",15.94
"656","2009-08-10",16.870001
"657","2009-08-11",17.450001
"658","2009-08-12",17.139999
"659","2009-08-13",16.940001
"660","2009-08-14",16.559999
"661","2009-08-17",16.469999
"662","2009-08-18",16.93
"663","2009-08-19",16.049999
"664","2009-08-20",16.139999
"665","2009-08-21",16.59
"666","2009-08-24",16.290001
"667","2009-08-25",16.34
"668","2009-08-26",16.92
"669","2009-08-27",16.65
"670","2009-08-28",16.42
"671","2009-08-31",16.1
"672","2009-09-01",14.88
"673","2009-09-02",15.3
"674","2009-09-03",16.35
"675","2009-09-04",16.559999
"676","2009-09-08",16.66
"677","2009-09-09",17.049999
"678","2009-09-10",17.110001
"679","2009-09-11",17.26
"680","2009-09-14",17.629999
"681","2009-09-15",17.709999
"682","2009-09-16",18
"683","2009-09-17",17.950001
"684","2009-09-18",18.09
"685","2009-09-21",18.200001
"686","2009-09-22",18.25
"687","2009-09-23",17.93
"688","2009-09-24",17.43
"689","2009-09-25",17.23
"690","2009-09-28",17.879999
"691","2009-09-29",17.66
"692","2009-09-30",17.91
"693","2009-10-01",17.08
"694","2009-10-02",17.07
"695","2009-10-05",17.790001
"696","2009-10-06",17.85
"697","2009-10-07",18.08
"698","2009-10-08",18.049999
"699","2009-10-09",18.83
"700","2009-10-12",19.15
"701","2009-10-13",19.48
"702","2009-10-14",19.27
"703","2009-10-15",19.4
"704","2009-10-16",19.26
"705","2009-10-19",19.209999
"706","2009-10-20",18.85
"707","2009-10-21",18.41
"708","2009-10-22",18.4
"709","2009-10-23",17.75
"710","2009-10-26",17.389999
"711","2009-10-27",17.15
"712","2009-10-28",16.67
"713","2009-10-29",16.74
"714","2009-10-30",16.129999
"715","2009-11-02",16.469999
"716","2009-11-03",16.5
"717","2009-11-04",16.15
"718","2009-11-05",16.84
"719","2009-11-06",16.190001
"720","2009-11-09",15.61
"721","2009-11-10",15.91
"722","2009-11-11",16.200001
"723","2009-11-12",16.040001
"724","2009-11-13",16.459999
"725","2009-11-16",17.65
"726","2009-11-17",17.049999
"727","2009-11-18",16.889999
"728","2009-11-19",16.690001
"729","2009-11-20",17.059999
"730","2009-11-23",17.450001
"731","2009-11-24",17.129999
"732","2009-11-25",17.139999
"733","2009-11-27",16.780001
