"","date","MNRL"
"146","2019-11-13",20.040001
"147","2019-11-14",20.08
"148","2019-11-15",20.08
"149","2019-11-18",19.41
"150","2019-11-19",18.91
"151","2019-11-20",18.52
"152","2019-11-21",19.08
"153","2019-11-22",19.190001
"154","2019-11-25",19.9
"155","2019-11-26",19.639999
"156","2019-11-27",18.91
"157","2019-11-29",19.360001
"158","2019-12-02",19.67
"159","2019-12-03",19.459999
"160","2019-12-04",19.360001
"161","2019-12-05",18.809999
"162","2019-12-06",19.700001
"163","2019-12-09",18.129999
"164","2019-12-10",18.200001
"165","2019-12-11",18.58
"166","2019-12-12",18.299999
"167","2019-12-13",18.6
"168","2019-12-16",18.66
"169","2019-12-17",18.58
"170","2019-12-18",18.91
"171","2019-12-19",18.42
"172","2019-12-20",18.99
"173","2019-12-23",19.68
"174","2019-12-24",20.459999
"175","2019-12-26",20.629999
"176","2019-12-27",20.870001
"177","2019-12-30",21.049999
"178","2019-12-31",21.440001
"179","2020-01-02",20.82
"180","2020-01-03",20.950001
"181","2020-01-06",20.83
"182","2020-01-07",20.690001
"183","2020-01-08",19.370001
"184","2020-01-09",19.09
"185","2020-01-10",18.9
"186","2020-01-13",18.809999
"187","2020-01-14",18.85
"188","2020-01-15",19.389999
"189","2020-01-16",19.32
"190","2020-01-17",19.51
"191","2020-01-21",19.35
"192","2020-01-22",18.889999
"193","2020-01-23",18.290001
"194","2020-01-24",17.73
"195","2020-01-27",17.610001
"196","2020-01-28",17.940001
"197","2020-01-29",17.530001
"198","2020-01-30",17.389999
"199","2020-01-31",17.01
"200","2020-02-03",16.59
"201","2020-02-04",16.33
"202","2020-02-05",17.15
"203","2020-02-06",17.469999
"204","2020-02-07",17.040001
"205","2020-02-10",17.02
"206","2020-02-11",16.67
"207","2020-02-12",16.83
"208","2020-02-13",16.93
"209","2020-02-14",17.040001
"210","2020-02-18",16.92
"211","2020-02-19",17.370001
"212","2020-02-20",17.450001
"213","2020-02-21",16.93
"214","2020-02-24",15.99
"215","2020-02-25",15.24
"216","2020-02-26",14.89
"217","2020-02-27",14.43
"218","2020-02-28",15.95
"219","2020-03-02",16.950001
"220","2020-03-03",16.950001
"221","2020-03-04",16.48
"222","2020-03-05",16.34
"223","2020-03-06",14.96
"224","2020-03-09",10.06
"225","2020-03-10",10.3
"226","2020-03-11",9.98
"227","2020-03-12",8.7
"228","2020-03-13",10.03
"229","2020-03-16",8.83
"230","2020-03-17",7.72
"231","2020-03-18",6.04
"232","2020-03-19",7.1
"233","2020-03-20",8.17
"234","2020-03-23",7.19
"235","2020-03-24",8.02
"236","2020-03-25",8.21
"237","2020-03-26",8.94
"238","2020-03-27",7.96
"239","2020-03-30",8.04
"240","2020-03-31",8.27
"241","2020-04-01",8.23
"242","2020-04-02",9.01
"243","2020-04-03",9.44
"244","2020-04-06",9.61
"245","2020-04-07",10
"246","2020-04-08",10.17
"247","2020-04-09",10.22
"248","2020-04-13",10.42
"249","2020-04-14",10.3
"250","2020-04-15",10.04
"251","2020-04-16",9.56
"252","2020-04-17",9.89
"253","2020-04-20",9.15
"254","2020-04-21",9.51
"255","2020-04-22",10
"256","2020-04-23",10.98
"257","2020-04-24",11.32
"258","2020-04-27",11.28
"259","2020-04-28",12
"260","2020-04-29",12.73
"261","2020-04-30",12.89
"262","2020-05-01",12.07
"263","2020-05-04",12.3
"264","2020-05-05",12.5
"265","2020-05-06",12.22
"266","2020-05-07",12.46
"267","2020-05-08",13.37
"268","2020-05-11",13.34
"269","2020-05-12",12.97
"270","2020-05-13",12.33
"271","2020-05-14",12.62
"272","2020-05-15",13.2
"273","2020-05-18",14.22
"274","2020-05-19",13.53
"275","2020-05-20",13.54
"276","2020-05-21",13.25
"277","2020-05-22",12.8
"278","2020-05-26",12.99
"279","2020-05-27",13.76
"280","2020-05-28",13.21
"281","2020-05-29",13.25
"282","2020-06-01",13.41
"283","2020-06-02",13.68
"284","2020-06-03",13.59
"285","2020-06-04",13.44
"286","2020-06-05",15.14
"287","2020-06-08",15.75
"288","2020-06-09",15.13
"289","2020-06-10",13.6
"290","2020-06-11",12.49
"291","2020-06-12",12.85
"292","2020-06-15",13.21
"293","2020-06-16",13.46
"294","2020-06-17",12.53
"295","2020-06-18",12.34
"296","2020-06-19",12.28
"297","2020-06-22",12.53
"298","2020-06-23",12.71
"299","2020-06-24",11.75
"300","2020-06-25",12.1
"301","2020-06-26",11.76
"302","2020-06-29",11.93
"303","2020-06-30",12.35
"304","2020-07-01",12.3
"305","2020-07-02",12.54
"306","2020-07-06",12.22
"307","2020-07-07",11.84
"308","2020-07-08",11.62
"309","2020-07-09",11.02
"310","2020-07-10",11.51
"311","2020-07-13",11.22
"312","2020-07-14",11.75
"313","2020-07-15",11.72
"314","2020-07-16",11.51
"315","2020-07-17",11.39
"316","2020-07-20",11.58
"317","2020-07-21",12.49
"318","2020-07-22",12.11
"319","2020-07-23",11.99
"320","2020-07-24",11.92
"321","2020-07-27",11.61
"322","2020-07-28",11.28
"323","2020-07-29",11.76
"324","2020-07-30",11.27
"325","2020-07-31",11.08
"326","2020-08-03",11.04
"327","2020-08-04",11.39
"328","2020-08-05",12.01
"329","2020-08-06",11.9
"330","2020-08-07",12.09
"331","2020-08-10",12.61
"332","2020-08-11",12.31
"333","2020-08-12",12.82
"334","2020-08-13",12.07
"335","2020-08-14",12.38
"336","2020-08-17",12.21
"337","2020-08-18",12.09
"338","2020-08-19",11.79
"339","2020-08-20",11.67
"340","2020-08-21",11.27
"341","2020-08-24",11.7
"342","2020-08-25",11.95
"343","2020-08-26",11.42
"344","2020-08-27",11.55
"345","2020-08-28",11.78
"346","2020-08-31",11.81
"347","2020-09-01",11.72
"348","2020-09-02",10.93
"349","2020-09-03",10.72
"350","2020-09-04",10.41
"351","2020-09-08",9.7
"352","2020-09-09",9.71
"353","2020-09-10",9.31
"354","2020-09-11",8.09
"355","2020-09-14",8.56
"356","2020-09-15",8.72
"357","2020-09-16",9.37
"358","2020-09-17",9.18
"359","2020-09-18",9.66
"360","2020-09-21",9.34
"361","2020-09-22",9.1
"362","2020-09-23",8.5
"363","2020-09-24",8.41
"364","2020-09-25",8.71
"365","2020-09-28",8.96
"366","2020-09-29",8.85
"367","2020-09-30",8.92
"368","2020-10-01",9
"369","2020-10-02",9.12
"370","2020-10-05",9.44
"371","2020-10-06",9.02
"372","2020-10-07",9.36
"373","2020-10-08",9.64
"374","2020-10-09",9.89
"375","2020-10-12",9.77
"376","2020-10-13",9.61
"377","2020-10-14",9.75
"378","2020-10-15",9.79
"379","2020-10-16",9.52
"380","2020-10-19",9.4
"381","2020-10-20",9.7
"382","2020-10-21",9.1
"383","2020-10-22",9.23
"384","2020-10-23",9.27
"385","2020-10-26",8.92
"386","2020-10-27",8.86
"387","2020-10-28",8.51
"388","2020-10-29",8.71
"389","2020-10-30",8.82
"390","2020-11-02",9.2
"391","2020-11-03",9.22
"392","2020-11-04",9.2
"393","2020-11-05",9.08
"394","2020-11-06",9.1
"395","2020-11-09",10.35
"396","2020-11-10",10.88
"397","2020-11-11",10.6
"398","2020-11-12",10.65
"399","2020-11-13",11.06
"400","2020-11-16",11.2
"401","2020-11-17",11.15
"402","2020-11-18",10.59
"403","2020-11-19",11.26
"404","2020-11-20",11.1
"405","2020-11-23",11.42
"406","2020-11-24",11.81
"407","2020-11-25",11.87
"408","2020-11-27",10.97
