"","date","IFMK"
"455","2018-10-29",1.4
"456","2018-10-30",1.47
"457","2018-10-31",1.48
"458","2018-11-01",1.6
"459","2018-11-02",1.47
"460","2018-11-05",1.49
"461","2018-11-06",1.52
"462","2018-11-07",1.42
"463","2018-11-08",1.4
"464","2018-11-09",1.31
"465","2018-11-12",1.26
"466","2018-11-13",1.4
"467","2018-11-14",1.226
"468","2018-11-15",1.24
"469","2018-11-16",1.17
"470","2018-11-19",1.13
"471","2018-11-20",0.97
"472","2018-11-21",1.07
"473","2018-11-23",1.15
"474","2018-11-26",1.05
"475","2018-11-27",1.05
"476","2018-11-28",1.09
"477","2018-11-29",1.08
"478","2018-11-30",1.06
"479","2018-12-03",1.09
"480","2018-12-04",1
"481","2018-12-06",1.01
"482","2018-12-07",1
"483","2018-12-10",1.01
"484","2018-12-11",1
"485","2018-12-12",0.95
"486","2018-12-13",0.99
"487","2018-12-14",0.95
"488","2018-12-17",0.83
"489","2018-12-18",0.86
"490","2018-12-19",0.836
"491","2018-12-20",0.809
"492","2018-12-21",0.809
"493","2018-12-24",0.839
"494","2018-12-26",0.885
"495","2018-12-27",0.88
"496","2018-12-28",0.89
"497","2018-12-31",0.871
"498","2019-01-02",0.929
"499","2019-01-03",0.96
"500","2019-01-04",1.08
"501","2019-01-07",1.11
"502","2019-01-08",0.99
"503","2019-01-09",0.99
"504","2019-01-10",1.01
"505","2019-01-11",1.08
"506","2019-01-14",1.095
"507","2019-01-15",1.06
"508","2019-01-16",1.02
"509","2019-01-17",1.1
"510","2019-01-18",1.09
"511","2019-01-22",1.21
"512","2019-01-23",1.5
"513","2019-01-24",1.38
"514","2019-01-25",1.4
"515","2019-01-28",1.2
"516","2019-01-29",1.12
"517","2019-01-30",1.15
"518","2019-01-31",1.21
"519","2019-02-01",1.16
"520","2019-02-04",1.17
"521","2019-02-05",1.15
"522","2019-02-06",1.06
"523","2019-02-07",1.02
"524","2019-02-08",0.95
"525","2019-02-11",0.954
"526","2019-02-12",0.932
"527","2019-02-13",1.07
"528","2019-02-14",1.41
"529","2019-02-15",1.04
"530","2019-02-19",1.11
"531","2019-02-20",1
"532","2019-02-21",0.99
"533","2019-02-22",0.881
"534","2019-02-25",0.908
"535","2019-02-26",1.17
"536","2019-02-27",1.16
"537","2019-02-28",1.32
"538","2019-03-01",1.357
"539","2019-03-04",1.56
"540","2019-03-05",1.57
"541","2019-03-06",1.57
"542","2019-03-07",1.54
"543","2019-03-08",1.47
"544","2019-03-11",1.5
"545","2019-03-12",1.39
"546","2019-03-13",1.38
"547","2019-03-14",1.28
"548","2019-03-15",1.19
"549","2019-03-18",1.21
"550","2019-03-19",1.198
"551","2019-03-20",1.176
"552","2019-03-21",1.17
"553","2019-03-22",1.11
"554","2019-03-25",1.164
"555","2019-03-26",1.15
"556","2019-03-27",1.09
"557","2019-03-28",1.11
"558","2019-03-29",1.17
"559","2019-04-01",1.137
"560","2019-04-02",1.2
"561","2019-04-03",1.15
"562","2019-04-04",1.16
"563","2019-04-05",1.324
"564","2019-04-08",1.2
"565","2019-04-09",1.16
"566","2019-04-10",1.18
"567","2019-04-11",1.2
"568","2019-04-12",1.113
"569","2019-04-15",1.09
"570","2019-04-16",1.09
"571","2019-04-17",1.07
"572","2019-04-18",1.066
"573","2019-04-22",1.05
"574","2019-04-23",1.06
"575","2019-04-24",1.06
"576","2019-04-25",1.05
"577","2019-04-26",1.051
"578","2019-04-29",1.04
"579","2019-04-30",1.041
"580","2019-05-01",1.056
"581","2019-05-02",1.07
"582","2019-05-03",1.059
"583","2019-05-06",1.02
"584","2019-05-07",1.01
"585","2019-05-08",1.05
"586","2019-05-09",1.05
"587","2019-05-10",1.04
"588","2019-05-13",1.015
"589","2019-05-14",1.03
"590","2019-05-15",1.03
"591","2019-05-16",1.013
"592","2019-05-17",1.018
"593","2019-05-20",1.01
"594","2019-05-21",1.03
"595","2019-05-22",1.046
"596","2019-05-23",1.032
"597","2019-05-24",1.09
"598","2019-05-28",1.12
"599","2019-05-29",1.055
"600","2019-05-30",1.099
"601","2019-05-31",1.13
"602","2019-06-03",1.16
"603","2019-06-04",1.26
"604","2019-06-05",1.35
"605","2019-06-06",1.23
"606","2019-06-07",1.265
"607","2019-06-10",0.94
"608","2019-06-11",0.915
"609","2019-06-12",0.93
"610","2019-06-13",1.03
"611","2019-06-14",1.009
"612","2019-06-17",1.01
"613","2019-06-18",1.03
"614","2019-06-19",1
"615","2019-06-20",0.98
"616","2019-06-21",0.98
"617","2019-06-24",0.96
"618","2019-06-25",1
"619","2019-06-26",1.03
"620","2019-06-27",1.2
"621","2019-06-28",1.25
"622","2019-07-01",1.26
"623","2019-07-02",1.2
"624","2019-07-03",1.24
"625","2019-07-05",1.28
"626","2019-07-08",1.42
"627","2019-07-09",1.58
"628","2019-07-10",1.72
"629","2019-07-11",1.35
"630","2019-07-12",1.51
"631","2019-07-15",1.62
"632","2019-07-16",1.65
"633","2019-07-17",1.71
"634","2019-07-18",1.71
"635","2019-07-19",1.83
"636","2019-07-22",2
"637","2019-07-23",2.08
"638","2019-07-24",1.94
"639","2019-07-25",2
"640","2019-07-26",2.05
"641","2019-07-29",1.91
"642","2019-07-30",1.89
"643","2019-07-31",1.88
"644","2019-08-01",1.8
"645","2019-08-02",1.78
"646","2019-08-05",1.65
"647","2019-08-06",1.95
"648","2019-08-07",2.13
"649","2019-08-08",2.15
"650","2019-08-09",2.6
"651","2019-08-12",2.18
"652","2019-08-13",2.27
"653","2019-08-14",1.84
"654","2019-08-15",2.24
"655","2019-08-16",2.29
"656","2019-08-19",2.35
"657","2019-08-20",2.37
"658","2019-08-21",2.35
"659","2019-08-22",1.9
"660","2019-08-23",2.01
"661","2019-08-26",1.83
"662","2019-08-27",1.63
"663","2019-08-28",1.67
"664","2019-08-29",1.74
"665","2019-08-30",1.816
"666","2019-09-03",1.86
"667","2019-09-04",1.9
"668","2019-09-05",2.02
"669","2019-09-06",1.97
"670","2019-09-09",1.955
"671","2019-09-10",1.89
"672","2019-09-11",1.96
"673","2019-09-12",1.96
"674","2019-09-13",1.986
"675","2019-09-16",1.927
"676","2019-09-17",1.83
"677","2019-09-18",1.81
"678","2019-09-19",1.85
"679","2019-09-20",1.9
"680","2019-09-23",1.89
"681","2019-09-24",1.87
"682","2019-09-25",1.86
"683","2019-09-26",1.89
"684","2019-09-27",1.86
"685","2019-09-30",1.86
"686","2019-10-01",1.8
"687","2019-10-02",1.87
"688","2019-10-03",1.79
"689","2019-10-04",1.781
"690","2019-10-07",1.76
"691","2019-10-08",1.77
"692","2019-10-09",1.79
"693","2019-10-10",1.83
"694","2019-10-11",1.803
"695","2019-10-14",1.79
"696","2019-10-15",1.81
"697","2019-10-16",1.82
"698","2019-10-17",1.84
"699","2019-10-18",1.808
"700","2019-10-21",1.765
"701","2019-10-22",1.74
"702","2019-10-23",1.757
"703","2019-10-24",1.71
"704","2019-10-25",1.71
"705","2019-10-28",1.695
"706","2019-10-29",1.71
"707","2019-10-30",1.71
"708","2019-10-31",1.7
"709","2019-11-01",1.75
"710","2019-11-04",0.77
"711","2019-11-05",0.71
"712","2019-11-06",0.63
"713","2019-11-07",0.45
"714","2019-11-08",0.43
"715","2019-11-11",0.455
"716","2019-11-12",0.43
"717","2019-11-13",0.375
"718","2019-11-14",0.375
"719","2019-11-15",0.37
"720","2019-11-18",0.41
"721","2019-11-19",0.476
"722","2019-11-20",0.432
"723","2019-11-21",0.422
"724","2019-11-22",0.411
"725","2019-11-25",0.41
"726","2019-11-26",0.392
"727","2019-11-27",0.385
"728","2019-11-29",0.374
"729","2019-12-02",0.36
"730","2019-12-03",0.378
"731","2019-12-04",0.403
"732","2019-12-05",0.374
"733","2019-12-06",0.368
"734","2019-12-09",0.384
"735","2019-12-10",0.375
"736","2019-12-11",0.382
"737","2019-12-12",0.375
"738","2019-12-13",0.375
"739","2019-12-16",0.39
"740","2019-12-17",0.387
"741","2019-12-18",0.404
"742","2019-12-19",0.389
"743","2019-12-20",0.39
"744","2019-12-23",0.38
"745","2019-12-24",0.375
"746","2019-12-26",0.367
"747","2019-12-27",0.375
"748","2019-12-30",0.399
"749","2019-12-31",0.406
"750","2020-01-02",0.4
"751","2020-01-03",0.404
"752","2020-01-06",0.41
"753","2020-01-07",0.48
"754","2020-01-08",0.42
"755","2020-01-09",0.45
"756","2020-01-10",0.46
"757","2020-01-13",0.598
"758","2020-01-14",0.6
"759","2020-01-15",0.535
"760","2020-01-16",0.605
"761","2020-01-17",0.574
"762","2020-01-21",0.526
"763","2020-01-22",0.531
"764","2020-01-23",0.5
"765","2020-01-24",0.49
"766","2020-01-27",0.47
"767","2020-01-28",0.462
"768","2020-01-29",0.443
"769","2020-01-30",0.438
"770","2020-01-31",0.471
"771","2020-02-03",0.44
"772","2020-02-04",0.45
"773","2020-02-05",0.462
"774","2020-02-06",0.45
"775","2020-02-07",0.46
"776","2020-02-10",0.46
"777","2020-02-11",0.45
"778","2020-02-12",0.434
"779","2020-02-13",0.422
"780","2020-02-14",0.422
"781","2020-02-18",0.416
"782","2020-02-19",0.438
"783","2020-02-20",0.43
"784","2020-02-21",0.43
"785","2020-02-24",0.41
"786","2020-02-25",0.425
"787","2020-02-26",0.425
"788","2020-02-27",0.395
"789","2020-02-28",0.389
"790","2020-03-02",0.388
"791","2020-03-03",0.392
"792","2020-03-04",0.46
"793","2020-03-05",0.538
"794","2020-03-06",0.67
"795","2020-03-09",0.753
"796","2020-03-10",0.76
"797","2020-03-11",0.85
"798","2020-03-12",0.86
"799","2020-03-13",1.15
"800","2020-03-16",1.23
"801","2020-03-17",1.047
"802","2020-03-18",1.43
"803","2020-03-19",2.13
"804","2020-03-20",1.4
"805","2020-03-23",1.35
"806","2020-03-24",1.2
"807","2020-03-25",1.13
"808","2020-03-26",1.46
"809","2020-03-27",1.38
"810","2020-03-30",1.53
"811","2020-03-31",1.49
"812","2020-04-01",1.34
"813","2020-04-02",1.47
"814","2020-04-03",1.43
"815","2020-04-06",1.44
"816","2020-04-07",1.43
"817","2020-04-08",1.38
"818","2020-04-09",1.36
"819","2020-04-13",1.37
"820","2020-04-14",1.35
"821","2020-04-15",1.38
"822","2020-04-16",1.37
"823","2020-04-17",1.28
"824","2020-04-20",1.23
"825","2020-04-21",1.23
"826","2020-04-22",1.28
"827","2020-04-23",1.22
"828","2020-04-24",1.21
"829","2020-04-27",1.25
"830","2020-04-28",1.248
"831","2020-04-29",1.25
"832","2020-04-30",1.29
"833","2020-05-01",1.26
"834","2020-05-04",1.28
"835","2020-05-05",1.26
"836","2020-05-06",1.23
"837","2020-05-07",1.24
"838","2020-05-08",1.22
"839","2020-05-11",1.19
"840","2020-05-12",1.22
"841","2020-05-13",1.23
"842","2020-05-14",1.17
"843","2020-05-15",1.22
"844","2020-05-18",1.17
"845","2020-05-19",1.17
"846","2020-05-20",1.15
"847","2020-05-21",1.09
"848","2020-05-22",1.09
"849","2020-05-26",1.09
"850","2020-05-27",1.05
"851","2020-05-28",1.07
"852","2020-05-29",1.06
"853","2020-06-01",1.1
"854","2020-06-02",1.07
"855","2020-06-03",1.05
"856","2020-06-04",1.03
"857","2020-06-05",1.02
"858","2020-06-08",1.02
"859","2020-06-09",1.38
"860","2020-06-10",1.22
"861","2020-06-11",1.12
"862","2020-06-12",1.125
"863","2020-06-15",1.125
"864","2020-06-16",1.11
"865","2020-06-17",1.07
"866","2020-06-18",1.19
"867","2020-06-19",1.11
"868","2020-06-22",1.12
"869","2020-06-23",1.1
"870","2020-06-24",1.13
"871","2020-06-25",1.12
"872","2020-06-26",1.07
"873","2020-06-29",1.04
"874","2020-06-30",1.07
"875","2020-07-01",1.04
"876","2020-07-02",1.04
"877","2020-07-06",1.28
"878","2020-07-07",1.1
"879","2020-07-08",1.115
"880","2020-07-09",1.09
"881","2020-07-10",1.07
"882","2020-07-13",1.02
"883","2020-07-14",0.952
"884","2020-07-15",0.955
"885","2020-07-16",0.989
"886","2020-07-17",1.03
"887","2020-07-20",1
"888","2020-07-21",1.04
"889","2020-07-22",1.02
"890","2020-07-23",0.97
"891","2020-07-24",0.96
"892","2020-07-27",0.94
"893","2020-07-28",0.93
"894","2020-07-29",0.945
"895","2020-07-30",0.922
"896","2020-07-31",0.927
"897","2020-08-03",0.936
"898","2020-08-04",0.927
"899","2020-08-05",0.927
"900","2020-08-06",0.912
"901","2020-08-07",1.09
"902","2020-08-10",1.02
"903","2020-08-11",0.984
"904","2020-08-12",0.939
"905","2020-08-13",0.926
"906","2020-08-14",0.915
"907","2020-08-17",0.926
"908","2020-08-18",0.91
"909","2020-08-19",0.9
"910","2020-08-20",1.04
"911","2020-08-21",0.97
"912","2020-08-24",0.92
"913","2020-08-25",0.91
"914","2020-08-26",0.939
"915","2020-08-27",0.97
"916","2020-08-28",0.96
"917","2020-08-31",0.938
"918","2020-09-01",0.926
"919","2020-09-02",0.92
"920","2020-09-03",0.91
"921","2020-09-04",0.91
"922","2020-09-08",0.88
"923","2020-09-09",0.88
"924","2020-09-10",0.874
"925","2020-09-11",0.855
"926","2020-09-14",0.86
"927","2020-09-15",0.841
"928","2020-09-16",0.82
"929","2020-09-17",0.82
"930","2020-09-18",0.863
"931","2020-09-21",0.829
"932","2020-09-22",0.809
"933","2020-09-23",0.747
"934","2020-09-24",0.746
"935","2020-09-25",0.743
"936","2020-09-28",0.722
"937","2020-09-29",0.71
"938","2020-09-30",0.688
"939","2020-10-01",0.69
"940","2020-10-02",0.695
"941","2020-10-05",0.716
"942","2020-10-06",0.697
"943","2020-10-07",0.73
"944","2020-10-08",0.72
"945","2020-10-09",0.757
"946","2020-10-12",0.739
"947","2020-10-13",0.73
"948","2020-10-14",0.728
"949","2020-10-15",0.72
"950","2020-10-16",0.76
"951","2020-10-19",0.828
"952","2020-10-20",0.86
"953","2020-10-21",0.87
"954","2020-10-22",0.928
"955","2020-10-23",0.885
"956","2020-10-26",0.865
"957","2020-10-27",0.815
"958","2020-10-28",0.817
"959","2020-10-29",0.85
"960","2020-10-30",0.911
"961","2020-11-02",0.819
"962","2020-11-03",0.75
"963","2020-11-04",0.737
"964","2020-11-05",0.772
"965","2020-11-06",0.772
"966","2020-11-09",0.764
"967","2020-11-10",0.758
"968","2020-11-11",0.731
"969","2020-11-12",0.755
"970","2020-11-13",0.738
"971","2020-11-16",0.74
"972","2020-11-17",0.74
"973","2020-11-18",0.745
"974","2020-11-19",0.834
"975","2020-11-20",0.859
"976","2020-11-23",0.819
"977","2020-11-24",0.809
"978","2020-11-25",0.79
"979","2020-11-27",0.819
