"","date","IFMK"
"1","2017-01-10",9.9
"2","2017-01-11",10.41
"3","2017-01-12",10.75
"4","2017-01-13",10.49
"5","2017-01-17",10.49
"6","2017-01-18",10.9
"7","2017-01-19",10.49
"8","2017-01-20",10.46
"9","2017-01-23",10.5
"10","2017-01-24",10.8
"11","2017-01-25",10.49
"12","2017-01-26",10.5
"13","2017-01-27",10.5
"14","2017-01-30",10.49
"15","2017-01-31",10.54
"16","2017-02-01",10.99
"17","2017-02-02",11.05
"18","2017-02-03",11
"19","2017-02-06",11.19
"20","2017-02-07",11.2
"21","2017-02-08",11.1
"22","2017-02-09",11.45
"23","2017-02-10",11.21
"24","2017-02-13",11.992
"25","2017-02-14",12.233
"26","2017-02-15",14.5
"27","2017-02-16",16.74
"28","2017-02-17",23.9
"29","2017-02-21",27.700001
"30","2017-02-22",22.4
"31","2017-02-23",20
"32","2017-02-24",20.139999
"33","2017-02-27",20.577999
"34","2017-02-28",20.400999
"35","2017-03-01",19.110001
"36","2017-03-02",17.610001
"37","2017-03-03",17.274
"38","2017-03-06",17.5
"39","2017-03-07",17.962
"40","2017-03-08",17.256001
"41","2017-03-09",17.559999
"42","2017-03-10",17.51
"43","2017-03-13",17.285
"44","2017-03-14",17.66
"45","2017-03-15",16.65
"46","2017-03-16",17.204
"47","2017-03-17",16.950001
"48","2017-03-20",16.23
"49","2017-03-21",16.548
"50","2017-03-22",16.285
"51","2017-03-23",16.827
"52","2017-03-24",16.68
"53","2017-03-27",15.8
"54","2017-03-28",15.53
"55","2017-03-29",15.75
"56","2017-03-30",14.956
"57","2017-03-31",13.49
"58","2017-04-03",13.32
"59","2017-04-04",12.77
"60","2017-04-05",13.1
"61","2017-04-06",13.4
"62","2017-04-07",13.26
"63","2017-04-10",14.12
"64","2017-04-11",14.022
"65","2017-04-12",14.6
"66","2017-04-13",14.37
"67","2017-04-17",13.09
"68","2017-04-18",13.71
"69","2017-04-19",13.1
"70","2017-04-20",13.35
"71","2017-04-21",14.21
"72","2017-04-24",13.41
"73","2017-04-25",13.51
"74","2017-04-26",13.7
"75","2017-04-27",14
"76","2017-04-28",13.37
"77","2017-05-01",13.94
"78","2017-05-02",13.98
"79","2017-05-03",13.52
"80","2017-05-04",13.87
"81","2017-05-05",13.32
"82","2017-05-08",13.15
"83","2017-05-09",13.71
"84","2017-05-10",13.24
"85","2017-05-11",12.95
"86","2017-05-12",12.8
"87","2017-05-15",12.79
"88","2017-05-16",12.83
"89","2017-05-17",13.07
"90","2017-05-18",13.2
"91","2017-05-19",13.08
"92","2017-05-22",13.73
"93","2017-05-23",13.7
"94","2017-05-24",13
"95","2017-05-25",13
"96","2017-05-26",13.03
"97","2017-05-30",12.66
"98","2017-05-31",12.9
"99","2017-06-01",12.8
"100","2017-06-02",12.94
"101","2017-06-05",12.99
"102","2017-06-06",13.7
"103","2017-06-07",14.4
"104","2017-06-08",15.17
"105","2017-06-09",16
"106","2017-06-12",13.96
"107","2017-06-13",15.195
"108","2017-06-14",15.195
"109","2017-06-15",15
"110","2017-06-16",12.15
"111","2017-06-19",12.4
"112","2017-06-20",12.06
"113","2017-06-21",12.4
"114","2017-06-22",12.18
"115","2017-06-23",11.95
"116","2017-06-26",11.89
"117","2017-06-27",11.72
"118","2017-06-28",11.99
"119","2017-06-29",12.01
"120","2017-06-30",12.25
"121","2017-07-03",12.745
"122","2017-07-05",12.4
"123","2017-07-06",12.59
"124","2017-07-07",12.7
"125","2017-07-10",12.21
"126","2017-07-11",12.44
"127","2017-07-12",12.95
"128","2017-07-13",12.908
"129","2017-07-14",13.385
"130","2017-07-17",13.7
"131","2017-07-18",13.65
"132","2017-07-19",13.25
"133","2017-07-20",13
"134","2017-07-21",13.537
"135","2017-07-24",13.35
"136","2017-07-25",13.981
"137","2017-07-26",14.05
"138","2017-07-27",13.964
"139","2017-07-28",13.79
"140","2017-07-31",13.789
"141","2017-08-01",13.902
"142","2017-08-02",13.705
"143","2017-08-03",13.66
"144","2017-08-04",13.06
"145","2017-08-07",12.926
"146","2017-08-08",13.2
"147","2017-08-09",12.99
"148","2017-08-10",12.81
"149","2017-08-11",12.81
"150","2017-08-14",12.89
"151","2017-08-15",12.53
"152","2017-08-16",12.23
"153","2017-08-17",12.687
"154","2017-08-18",11.95
"155","2017-08-21",11.5
"156","2017-08-22",11.5
"157","2017-08-23",11.862
"158","2017-08-24",12.449
"159","2017-08-25",12.77
"160","2017-08-28",12.36
"161","2017-08-29",12.92
"162","2017-08-30",12.18
"163","2017-08-31",12.412
"164","2017-09-01",12.488
"165","2017-09-05",12.92
"166","2017-09-06",12.88
"167","2017-09-07",12.84
"168","2017-09-08",13.1
"169","2017-09-11",13.15
"170","2017-09-12",14.39
"171","2017-09-13",14.95
"172","2017-09-14",15.28
"173","2017-09-15",13.18
"174","2017-09-18",12.13
"175","2017-09-19",12.22
"176","2017-09-20",12.1
"177","2017-09-21",12.29
"178","2017-09-22",12.52
"179","2017-09-25",11.86
"180","2017-09-26",11.93
"181","2017-09-27",12.21
"182","2017-09-28",12.19
"183","2017-09-29",12.075
"184","2017-10-02",12.206
"185","2017-10-03",12.531
"186","2017-10-04",12.33
"187","2017-10-05",12.33
"188","2017-10-06",13.05
"189","2017-10-09",12.07
"190","2017-10-10",12.55
"191","2017-10-11",12.31
"192","2017-10-12",12.3
"193","2017-10-13",12.384
"194","2017-10-16",12.28
"195","2017-10-17",12.25
"196","2017-10-18",12.15
"197","2017-10-19",12.39
"198","2017-10-20",12.11
"199","2017-10-23",12.35
"200","2017-10-24",12.129
"201","2017-10-25",12.3
"202","2017-10-26",12.29
"203","2017-10-27",11.72
"204","2017-10-30",12
"205","2017-10-31",11.77
"206","2017-11-01",12.9
"207","2017-11-02",12.16
"208","2017-11-03",11.71
"209","2017-11-06",11.709
"210","2017-11-07",11.64
"211","2017-11-08",11.58
"212","2017-11-09",11.42
"213","2017-11-10",12.31
"214","2017-11-13",11.13
"215","2017-11-14",11.565
"216","2017-11-15",11.527
"217","2017-11-16",11.775
"218","2017-11-17",11.32
"219","2017-11-20",11.32
"220","2017-11-21",10.86
"221","2017-11-22",11
"222","2017-11-24",10.98
"223","2017-11-27",11.187
"224","2017-11-28",10.82
"225","2017-11-29",11.37
"226","2017-11-30",11.001
"227","2017-12-01",11.001
"228","2017-12-04",11.47
"229","2017-12-05",11.139
"230","2017-12-06",11.06
"231","2017-12-07",11.46
"232","2017-12-08",11.24
"233","2017-12-11",11.15
"234","2017-12-12",11.378
"235","2017-12-13",11.01
"236","2017-12-14",11.36
"237","2017-12-15",11.67
"238","2017-12-18",11.36
"239","2017-12-19",12.527
"240","2017-12-20",12.6
"241","2017-12-21",14.3
"242","2017-12-22",13.65
"243","2017-12-26",13.702
"244","2017-12-27",13.35
"245","2017-12-28",13
"246","2017-12-29",12.986
"247","2018-01-02",12.88
"248","2018-01-03",13.01
"249","2018-01-04",12.7
"250","2018-01-05",12.505
"251","2018-01-08",13.25
"252","2018-01-09",12.8
"253","2018-01-10",12.8
"254","2018-01-11",13.25
"255","2018-01-12",13.31
"256","2018-01-16",14.47
"257","2018-01-17",16.25
"258","2018-01-18",16.700001
"259","2018-01-19",17.486
"260","2018-01-22",16.49
"261","2018-01-23",16.5
"262","2018-01-24",16.6
"263","2018-01-25",15.68
"264","2018-01-26",15.585
"265","2018-01-29",14.95
"266","2018-01-30",15.01
"267","2018-01-31",15.325
"268","2018-02-01",14.95
"269","2018-02-02",14.6
"270","2018-02-05",14.28
"271","2018-02-06",13.2
"272","2018-02-07",12.99
"273","2018-02-08",12.5
"274","2018-02-09",12.355
"275","2018-02-12",13.1
"276","2018-02-13",11.92
"277","2018-02-14",12.39
"278","2018-02-15",12.63
"279","2018-02-16",12.313
"280","2018-02-20",12.297
"281","2018-02-21",12.12
"282","2018-02-22",12.13
"283","2018-02-23",11.875
"284","2018-02-26",11.8
"285","2018-02-27",11.505
"286","2018-02-28",11.15
"287","2018-03-01",10.85
"288","2018-03-02",10.5
"289","2018-03-05",9.85
"290","2018-03-06",8.85
"291","2018-03-07",8.62
"292","2018-03-08",8.29
"293","2018-03-09",8.884
"294","2018-03-12",8.85
"295","2018-03-13",6.69
"296","2018-03-14",6.28
"297","2018-03-15",5
"298","2018-03-16",5.6
"299","2018-03-19",5.71
"300","2018-03-20",5.68
"301","2018-03-21",6.015
"302","2018-03-22",7.6
"303","2018-03-23",9.22
"304","2018-03-26",8.94
"305","2018-03-27",8.45
"306","2018-03-28",8.3
"307","2018-03-29",8.2
"308","2018-04-02",8.15
"309","2018-04-03",7.89
"310","2018-04-04",7.25
"311","2018-04-05",8.3
"312","2018-04-06",7.75
"313","2018-04-09",7.51
"314","2018-04-10",7.65
"315","2018-04-11",7.8
"316","2018-04-12",7.65
"317","2018-04-13",7.316
"318","2018-04-16",7.624
"319","2018-04-17",7.7
"320","2018-04-18",7.42
"321","2018-04-19",7.55
"322","2018-04-20",7.25
"323","2018-04-23",7.288
"324","2018-04-24",6.8
"325","2018-04-25",6.86
"326","2018-04-26",7.003
"327","2018-04-27",6.8
"328","2018-04-30",6.95
"329","2018-05-01",6.65
"330","2018-05-02",6.5
"331","2018-05-03",6.5
"332","2018-05-04",6.4
"333","2018-05-07",6.4
"334","2018-05-08",6.7
"335","2018-05-09",6.442
"336","2018-05-10",6.5
"337","2018-05-11",6.38
"338","2018-05-14",6.31
"339","2018-05-15",6.14
"340","2018-05-16",6.13
"341","2018-05-17",6.23
"342","2018-05-18",6.21
"343","2018-05-21",5.982
"344","2018-05-22",6.12
"345","2018-05-23",6.3
"346","2018-05-24",6.13
"347","2018-05-25",6.13
"348","2018-05-29",6.12
"349","2018-05-30",6.05
"350","2018-05-31",6.15
"351","2018-06-01",6.17
"352","2018-06-04",6.183
"353","2018-06-05",6.17
"354","2018-06-06",5.95
"355","2018-06-07",5.63
"356","2018-06-08",5.72
"357","2018-06-11",5.882
"358","2018-06-12",5.7
"359","2018-06-13",5.74
"360","2018-06-14",5.79
"361","2018-06-15",5.83
"362","2018-06-18",5.56
"363","2018-06-19",5.54
"364","2018-06-20",5.67
"365","2018-06-21",5.559
"366","2018-06-22",5.81
"367","2018-06-25",5.83
"368","2018-06-26",5.55
"369","2018-06-27",5.5
"370","2018-06-28",5.5
"371","2018-06-29",5.2
"372","2018-07-02",5.24
"373","2018-07-03",5.18
"374","2018-07-05",5.06
"375","2018-07-06",5.34
"376","2018-07-09",5.184
"377","2018-07-10",5.06
"378","2018-07-11",5.23
"379","2018-07-12",5.01
"380","2018-07-13",5.064
"381","2018-07-16",4.6
"382","2018-07-17",4.2
"383","2018-07-18",4.289
"384","2018-07-19",4.02
"385","2018-07-20",4.169
"386","2018-07-23",3.929
"387","2018-07-24",3.99
"388","2018-07-25",3.95
"389","2018-07-26",4.043
"390","2018-07-27",3.95
"391","2018-07-30",2.6
"392","2018-07-31",2.6
"393","2018-08-01",2.51
"394","2018-08-02",2.5
"395","2018-08-03",2.2
"396","2018-08-06",2.4
"397","2018-08-07",4.11
"398","2018-08-08",3.3
"399","2018-08-09",2.9
"400","2018-08-10",2.94
"401","2018-08-13",3.8
"402","2018-08-14",3.36
"403","2018-08-15",3.45
"404","2018-08-16",3.49
"405","2018-08-17",3.15
"406","2018-08-20",3.37
"407","2018-08-21",3.2
"408","2018-08-22",3.25
"409","2018-08-23",3.03
"410","2018-08-24",3.09
"411","2018-08-27",3.21
"412","2018-08-28",3.35
"413","2018-08-29",3.46
"414","2018-08-30",3.3
"415","2018-08-31",3.42
"416","2018-09-04",3.53
"417","2018-09-05",3.24
"418","2018-09-06",3.23
"419","2018-09-07",3.32
"420","2018-09-10",3.29
"421","2018-09-11",3.1
"422","2018-09-12",3.29
"423","2018-09-13",3.2
"424","2018-09-14",3.13
"425","2018-09-17",3.27
"426","2018-09-18",3.1
"427","2018-09-19",2.98
"428","2018-09-20",3.06
"429","2018-09-21",2.97
"430","2018-09-24",3
"431","2018-09-25",2.92
"432","2018-09-26",2.95
"433","2018-09-27",2.93
"434","2018-09-28",2.23
"435","2018-10-01",2.72
"436","2018-10-02",2.8
"437","2018-10-03",2.83
"438","2018-10-04",2.77
"439","2018-10-05",2.12
"440","2018-10-08",2.43
"441","2018-10-09",2.17
"442","2018-10-10",2.16
"443","2018-10-11",2.182
"444","2018-10-12",2.13
"445","2018-10-15",1.75
"446","2018-10-16",2
"447","2018-10-17",1.89
"448","2018-10-18",2.8
"449","2018-10-19",1.96
"450","2018-10-22",1.97
"451","2018-10-23",1.99
"452","2018-10-24",1.61
"453","2018-10-25",1.62
"454","2018-10-26",1.49
