"","date","WMT"
"1","2007-01-03",47.549999
"2","2007-01-04",47.779999
"3","2007-01-05",47.389999
"4","2007-01-08",47
"5","2007-01-09",47.389999
"6","2007-01-10",47.279999
"7","2007-01-11",47.599998
"8","2007-01-12",47.98
"9","2007-01-16",48.310001
"10","2007-01-17",48.200001
"11","2007-01-18",48.389999
"12","2007-01-19",48.310001
"13","2007-01-22",47.959999
"14","2007-01-23",47.810001
"15","2007-01-24",48.610001
"16","2007-01-25",48.150002
"17","2007-01-26",47.669998
"18","2007-01-29",47.630001
"19","2007-01-30",47.279999
"20","2007-01-31",47.689999
"21","2007-02-01",47.779999
"22","2007-02-02",48.080002
"23","2007-02-05",48.52
"24","2007-02-06",48.580002
"25","2007-02-07",48.580002
"26","2007-02-08",48.310001
"27","2007-02-09",47.970001
"28","2007-02-12",47.740002
"29","2007-02-13",47.98
"30","2007-02-14",47.869999
"31","2007-02-15",48.360001
"32","2007-02-16",48.48
"33","2007-02-20",50.259998
"34","2007-02-21",49.970001
"35","2007-02-22",49.689999
"36","2007-02-23",49.57
"37","2007-02-26",49.98
"38","2007-02-27",48.200001
"39","2007-02-28",48.310001
"40","2007-03-01",47.889999
"41","2007-03-02",47.810001
"42","2007-03-05",47.470001
"43","2007-03-06",48.040001
"44","2007-03-07",47.93
"45","2007-03-08",47.880001
"46","2007-03-09",47.419998
"47","2007-03-12",47.259998
"48","2007-03-13",46.18
"49","2007-03-14",45.73
"50","2007-03-15",46
"51","2007-03-16",46.209999
"52","2007-03-19",46.59
"53","2007-03-20",47.299999
"54","2007-03-21",47.77
"55","2007-03-22",48.009998
"56","2007-03-23",47.91
"57","2007-03-26",47.84
"58","2007-03-27",47.490002
"59","2007-03-28",46.639999
"60","2007-03-29",46.720001
"61","2007-03-30",46.950001
"62","2007-04-02",47.400002
"63","2007-04-03",48.099998
"64","2007-04-04",48.049999
"65","2007-04-05",48.27
"66","2007-04-09",48.470001
"67","2007-04-10",47.939999
"68","2007-04-11",47.27
"69","2007-04-12",47.259998
"70","2007-04-13",47.41
"71","2007-04-16",48.07
"72","2007-04-17",48.169998
"73","2007-04-18",47.970001
"74","2007-04-19",48.34
"75","2007-04-20",49.759998
"76","2007-04-23",48.93
"77","2007-04-24",48.689999
"78","2007-04-25",48.810001
"79","2007-04-26",48.700001
"80","2007-04-27",48.34
"81","2007-04-30",47.919998
"82","2007-05-01",48.330002
"83","2007-05-02",48.279999
"84","2007-05-03",48.360001
"85","2007-05-04",48.27
"86","2007-05-07",48.610001
"87","2007-05-08",48.099998
"88","2007-05-09",47.93
"89","2007-05-10",47.75
"90","2007-05-11",47.779999
"91","2007-05-14",47.84
"92","2007-05-15",47.619999
"93","2007-05-16",47.18
"94","2007-05-17",47.110001
"95","2007-05-18",47.27
"96","2007-05-21",46.619999
"97","2007-05-22",46.540001
"98","2007-05-23",46.330002
"99","2007-05-24",46.650002
"100","2007-05-25",46.91
"101","2007-05-29",46.939999
"102","2007-05-30",47.119999
"103","2007-05-31",47.599998
"104","2007-06-01",49.470001
"105","2007-06-04",51.209999
"106","2007-06-05",50.52
"107","2007-06-06",50.75
"108","2007-06-07",49.759998
"109","2007-06-08",50.080002
"110","2007-06-11",49.810001
"111","2007-06-12",48.91
"112","2007-06-13",49.5
"113","2007-06-14",49.279999
"114","2007-06-15",49.34
"115","2007-06-18",49.110001
"116","2007-06-19",48.810001
"117","2007-06-20",48.59
"118","2007-06-21",48.389999
"119","2007-06-22",47.830002
"120","2007-06-25",47.82
"121","2007-06-26",47.970001
"122","2007-06-27",48.459999
"123","2007-06-28",48.209999
"124","2007-06-29",48.110001
"125","2007-07-02",48.330002
"126","2007-07-03",48.470001
"127","2007-07-05",48.09
"128","2007-07-06",48.389999
"129","2007-07-09",48.5
"130","2007-07-10",47.580002
"131","2007-07-11",47.68
"132","2007-07-12",48.830002
"133","2007-07-13",49.150002
"134","2007-07-16",48.939999
"135","2007-07-17",48.349998
"136","2007-07-18",48.040001
"137","2007-07-19",48.790001
"138","2007-07-20",48.060001
"139","2007-07-23",48.110001
"140","2007-07-24",48.02
"141","2007-07-25",47.869999
"142","2007-07-26",46.82
"143","2007-07-27",45.939999
"144","2007-07-30",46.209999
"145","2007-07-31",45.950001
"146","2007-08-01",46.220001
"147","2007-08-02",46.73
"148","2007-08-03",45.52
"149","2007-08-06",47.02
"150","2007-08-07",47.060001
"151","2007-08-08",48.419998
"152","2007-08-09",46.450001
"153","2007-08-10",46.07
"154","2007-08-13",46.169998
"155","2007-08-14",43.82
"156","2007-08-15",43.279999
"157","2007-08-16",43.5
"158","2007-08-17",43.490002
"159","2007-08-20",43.59
"160","2007-08-21",43.700001
"161","2007-08-22",43.75
"162","2007-08-23",43.169998
"163","2007-08-24",43.740002
"164","2007-08-27",43.82
"165","2007-08-28",43.400002
"166","2007-08-29",44.189999
"167","2007-08-30",43.32
"168","2007-08-31",43.630001
"169","2007-09-04",43.299999
"170","2007-09-05",42.450001
"171","2007-09-06",42.759998
"172","2007-09-07",42.389999
"173","2007-09-10",42.27
"174","2007-09-11",42.939999
"175","2007-09-12",42.709999
"176","2007-09-13",43.060001
"177","2007-09-14",43.32
"178","2007-09-17",43.32
"179","2007-09-18",44.439999
"180","2007-09-19",44.75
"181","2007-09-20",44.32
"182","2007-09-21",44.23
"183","2007-09-24",43.970001
"184","2007-09-25",43.16
"185","2007-09-26",43.299999
"186","2007-09-27",43.610001
"187","2007-09-28",43.650002
"188","2007-10-01",44.470001
"189","2007-10-02",44.869999
"190","2007-10-03",45.130001
"191","2007-10-04",45
"192","2007-10-05",45.369999
"193","2007-10-08",45.27
"194","2007-10-09",45.209999
"195","2007-10-10",45.59
"196","2007-10-11",46.900002
"197","2007-10-12",47.060001
"198","2007-10-15",46.450001
"199","2007-10-16",45.860001
"200","2007-10-17",45.990002
"201","2007-10-18",45.889999
"202","2007-10-19",44.98
"203","2007-10-22",45.25
"204","2007-10-23",43.93
"205","2007-10-24",43.869999
"206","2007-10-25",43.880001
"207","2007-10-26",44.639999
"208","2007-10-29",45.009998
"209","2007-10-30",45.369999
"210","2007-10-31",45.209999
"211","2007-11-01",44.029999
"212","2007-11-02",44.189999
"213","2007-11-05",44.029999
"214","2007-11-06",44.290001
"215","2007-11-07",43.93
"216","2007-11-08",43.619999
"217","2007-11-09",42.900002
"218","2007-11-12",43.32
"219","2007-11-13",45.970001
"220","2007-11-14",46.509998
"221","2007-11-15",46.200001
"222","2007-11-16",46.34
"223","2007-11-19",45.470001
"224","2007-11-20",45.5
"225","2007-11-21",44.860001
"226","2007-11-23",45.73
"227","2007-11-26",45.029999
"228","2007-11-27",45.830002
"229","2007-11-28",47.23
"230","2007-11-29",47.540001
"231","2007-11-30",47.900002
"232","2007-12-03",47.869999
"233","2007-12-04",48.189999
"234","2007-12-05",48.900002
"235","2007-12-06",49.27
"236","2007-12-07",49.02
"237","2007-12-10",49.43
"238","2007-12-11",49.029999
"239","2007-12-12",48.23
"240","2007-12-13",48.330002
"241","2007-12-14",47.630001
"242","2007-12-17",47.830002
"243","2007-12-18",48.240002
"244","2007-12-19",48.080002
"245","2007-12-20",47.849998
"246","2007-12-21",48.209999
"247","2007-12-24",48.740002
"248","2007-12-26",48.380001
"249","2007-12-27",47.77
"250","2007-12-28",48.080002
"251","2007-12-31",47.529999
"252","2008-01-02",46.900002
"253","2008-01-03",46.380001
"254","2008-01-04",45.720001
"255","2008-01-07",46.560001
"256","2008-01-08",45.970001
"257","2008-01-09",46.900002
"258","2008-01-10",48.400002
"259","2008-01-11",47.720001
"260","2008-01-14",47.669998
"261","2008-01-15",46.990002
"262","2008-01-16",47.490002
"263","2008-01-17",47.48
"264","2008-01-18",47.580002
"265","2008-01-22",49.200001
"266","2008-01-23",50.16
"267","2008-01-24",48.91
"268","2008-01-25",48.09
"269","2008-01-28",48.709999
"270","2008-01-29",49.009998
"271","2008-01-30",49.16
"272","2008-01-31",50.740002
"273","2008-02-01",51.18
"274","2008-02-04",50.07
"275","2008-02-05",49.560001
"276","2008-02-06",48.830002
"277","2008-02-07",49.84
"278","2008-02-08",48.759998
"279","2008-02-11",49.599998
"280","2008-02-12",50.25
"281","2008-02-13",50.66
"282","2008-02-14",49.970001
"283","2008-02-15",49.439999
"284","2008-02-19",49.66
"285","2008-02-20",49.700001
"286","2008-02-21",49.790001
"287","2008-02-22",49.970001
"288","2008-02-25",50.330002
"289","2008-02-26",51.400002
"290","2008-02-27",51.43
"291","2008-02-28",50.700001
"292","2008-02-29",49.59
"293","2008-03-03",49.889999
"294","2008-03-04",49.869999
"295","2008-03-05",49.549999
"296","2008-03-06",49.98
"297","2008-03-07",49.900002
"298","2008-03-10",48.849998
"299","2008-03-11",50.25
"300","2008-03-12",50.290001
"301","2008-03-13",50.599998
"302","2008-03-14",49.82
"303","2008-03-17",49.950001
"304","2008-03-18",50.98
"305","2008-03-19",50.779999
"306","2008-03-20",53.23
"307","2008-03-24",53.630001
"308","2008-03-25",53.049999
"309","2008-03-26",52.900002
"310","2008-03-27",52.369999
"311","2008-03-28",52.119999
"312","2008-03-31",52.68
"313","2008-04-01",54.080002
"314","2008-04-02",54.459999
"315","2008-04-03",54.93
"316","2008-04-04",54.400002
"317","2008-04-07",54.23
"318","2008-04-08",54.450001
"319","2008-04-09",54.139999
"320","2008-04-10",54.66
"321","2008-04-11",54.799999
"322","2008-04-14",55.150002
"323","2008-04-15",56.27
"324","2008-04-16",57.07
"325","2008-04-17",56.669998
"326","2008-04-18",56.310001
"327","2008-04-21",56.380001
"328","2008-04-22",56.549999
"329","2008-04-23",56.919998
"330","2008-04-24",57.450001
"331","2008-04-25",57.650002
"332","2008-04-28",57.349998
"333","2008-04-29",58.610001
"334","2008-04-30",57.98
"335","2008-05-01",58.07
"336","2008-05-02",57.5
"337","2008-05-05",56.970001
"338","2008-05-06",56.349998
"339","2008-05-07",56.830002
"340","2008-05-08",57.16
"341","2008-05-09",57.18
"342","2008-05-12",58.02
"343","2008-05-13",56.650002
"344","2008-05-14",57.450001
"345","2008-05-15",57.119999
"346","2008-05-16",57.040001
"347","2008-05-19",56.400002
"348","2008-05-20",55.950001
"349","2008-05-21",55.23
"350","2008-05-22",56.049999
"351","2008-05-23",55.75
