"","date","WCC"
"1","2007-01-03",57.860001
"2","2007-01-04",57.189999
"3","2007-01-05",57.279999
"4","2007-01-08",58.009998
"5","2007-01-09",57.950001
"6","2007-01-10",59.02
"7","2007-01-11",60.75
"8","2007-01-12",61.099998
"9","2007-01-16",60.32
"10","2007-01-17",60.470001
"11","2007-01-18",59.830002
"12","2007-01-19",59.650002
"13","2007-01-22",58.27
"14","2007-01-23",59.25
"15","2007-01-24",59.880001
"16","2007-01-25",59.580002
"17","2007-01-26",59.200001
"18","2007-01-29",59.450001
"19","2007-01-30",59.349998
"20","2007-01-31",60.720001
"21","2007-02-01",64.910004
"22","2007-02-02",67.099998
"23","2007-02-05",67.470001
"24","2007-02-06",67.019997
"25","2007-02-07",66.110001
"26","2007-02-08",65.360001
"27","2007-02-09",64.779999
"28","2007-02-12",64.349998
"29","2007-02-13",65.57
"30","2007-02-14",68.989998
"31","2007-02-15",68.510002
"32","2007-02-16",69.349998
"33","2007-02-20",68.300003
"34","2007-02-21",68.309998
"35","2007-02-22",67.879997
"36","2007-02-23",68.559998
"37","2007-02-26",67.760002
"38","2007-02-27",66.269997
"39","2007-02-28",66.730003
"40","2007-03-01",66.059998
"41","2007-03-02",65.300003
"42","2007-03-05",63.810001
"43","2007-03-06",63.470001
"44","2007-03-07",63.77
"45","2007-03-08",64.669998
"46","2007-03-09",64.629997
"47","2007-03-12",63.950001
"48","2007-03-13",61.66
"49","2007-03-14",61.470001
"50","2007-03-15",61.799999
"51","2007-03-16",61.77
"52","2007-03-19",61.869999
"53","2007-03-20",63.080002
"54","2007-03-21",64.080002
"55","2007-03-22",65.160004
"56","2007-03-23",65.860001
"57","2007-03-26",65
"58","2007-03-27",64.970001
"59","2007-03-28",63.279999
"60","2007-03-29",62.77
"61","2007-03-30",62.779999
"62","2007-04-02",62.299999
"63","2007-04-03",63.700001
"64","2007-04-04",64.519997
"65","2007-04-05",63.959999
"66","2007-04-09",64.669998
"67","2007-04-10",64.169998
"68","2007-04-11",63.150002
"69","2007-04-12",63.490002
"70","2007-04-13",63.18
"71","2007-04-16",65.900002
"72","2007-04-17",65.080002
"73","2007-04-18",66.290001
"74","2007-04-19",61.200001
"75","2007-04-20",61.110001
"76","2007-04-23",61.790001
"77","2007-04-24",62.080002
"78","2007-04-25",62.73
"79","2007-04-26",64.260002
"80","2007-04-27",64.959999
"81","2007-04-30",63.169998
"82","2007-05-01",62.709999
"83","2007-05-02",63.98
"84","2007-05-03",63.41
"85","2007-05-04",64.370003
"86","2007-05-07",64.550003
"87","2007-05-08",64.110001
"88","2007-05-09",64.809998
"89","2007-05-10",64.010002
"90","2007-05-11",64.32
"91","2007-05-14",65.760002
"92","2007-05-15",64.769997
"93","2007-05-16",64.120003
"94","2007-05-17",63.779999
"95","2007-05-18",63.5
"96","2007-05-21",63.349998
"97","2007-05-22",62.450001
"98","2007-05-23",62.16
"99","2007-05-24",61.630001
"100","2007-05-25",61.299999
"101","2007-05-29",61.93
"102","2007-05-30",63
"103","2007-05-31",64.82
"104","2007-06-01",65.419998
"105","2007-06-04",65.419998
"106","2007-06-05",64.730003
"107","2007-06-06",63.849998
"108","2007-06-07",63.360001
"109","2007-06-08",63.610001
"110","2007-06-11",64.809998
"111","2007-06-12",62.669998
"112","2007-06-13",64.800003
"113","2007-06-14",64.940002
"114","2007-06-15",65.889999
"115","2007-06-18",65.120003
"116","2007-06-19",65.919998
"117","2007-06-20",64.389999
"118","2007-06-21",63.700001
"119","2007-06-22",63.34
"120","2007-06-25",62.93
"121","2007-06-26",61.110001
"122","2007-06-27",61.32
"123","2007-06-28",60.689999
"124","2007-06-29",60.450001
"125","2007-07-02",60.32
"126","2007-07-03",60.34
"127","2007-07-05",61.349998
"128","2007-07-06",61.630001
"129","2007-07-09",61.32
"130","2007-07-10",60.299999
"131","2007-07-11",60.299999
"132","2007-07-12",63.34
"133","2007-07-13",63.209999
"134","2007-07-16",62.830002
"135","2007-07-17",63.25
"136","2007-07-18",63.610001
"137","2007-07-19",61.200001
"138","2007-07-20",59.400002
"139","2007-07-23",59.439999
"140","2007-07-24",58.700001
"141","2007-07-25",59
"142","2007-07-26",57.060001
"143","2007-07-27",55.150002
"144","2007-07-30",54.75
"145","2007-07-31",53.549999
"146","2007-08-01",52.799999
"147","2007-08-02",53.360001
"148","2007-08-03",50.220001
"149","2007-08-06",48.080002
"150","2007-08-07",47.52
"151","2007-08-08",48.720001
"152","2007-08-09",46.139999
"153","2007-08-10",48.529999
"154","2007-08-13",49.610001
"155","2007-08-14",48.09
"156","2007-08-15",46.02
"157","2007-08-16",44.41
"158","2007-08-17",45.389999
"159","2007-08-20",47.639999
"160","2007-08-21",48.25
"161","2007-08-22",48.91
"162","2007-08-23",47.779999
"163","2007-08-24",48.610001
"164","2007-08-27",47.779999
"165","2007-08-28",46.150002
"166","2007-08-29",46.790001
"167","2007-08-30",46.93
"168","2007-08-31",47.59
"169","2007-09-04",47.509998
"170","2007-09-05",46.439999
"171","2007-09-06",44.619999
"172","2007-09-07",43.810001
"173","2007-09-10",42.549999
"174","2007-09-11",43.509998
"175","2007-09-12",41.93
"176","2007-09-13",41.75
"177","2007-09-14",42.400002
"178","2007-09-17",42.029999
"179","2007-09-18",43.970001
"180","2007-09-19",44.5
"181","2007-09-20",43.16
"182","2007-09-21",42.939999
"183","2007-09-24",41.599998
"184","2007-09-25",39.220001
"185","2007-09-26",39.060001
"186","2007-09-27",38.98
"187","2007-09-28",42.939999
"188","2007-10-01",45.599998
"189","2007-10-02",43.919998
"190","2007-10-03",45.5
"191","2007-10-04",44.630001
"192","2007-10-05",46.060001
"193","2007-10-08",45.029999
"194","2007-10-09",46.810001
"195","2007-10-10",46.52
"196","2007-10-11",46.540001
"197","2007-10-12",45.470001
"198","2007-10-15",45.419998
"199","2007-10-16",46.110001
"200","2007-10-17",46.459999
"201","2007-10-18",47.799999
"202","2007-10-19",47.150002
"203","2007-10-22",48
"204","2007-10-23",48.580002
"205","2007-10-24",48.98
"206","2007-10-25",47.470001
"207","2007-10-26",46.709999
"208","2007-10-29",46.59
"209","2007-10-30",46.080002
"210","2007-10-31",46.650002
"211","2007-11-01",45.34
"212","2007-11-02",45.139999
"213","2007-11-05",45.360001
"214","2007-11-06",45.639999
"215","2007-11-07",45.009998
"216","2007-11-08",45.09
"217","2007-11-09",43.540001
"218","2007-11-12",43.169998
"219","2007-11-13",43.27
"220","2007-11-14",43.459999
"221","2007-11-15",42.939999
"222","2007-11-16",42.049999
"223","2007-11-19",40.740002
"224","2007-11-20",40.349998
"225","2007-11-21",40.759998
"226","2007-11-23",41.73
"227","2007-11-26",41.580002
"228","2007-11-27",40.299999
"229","2007-11-28",40.639999
"230","2007-11-29",40.68
"231","2007-11-30",40.48
"232","2007-12-03",41.740002
"233","2007-12-04",40.82
"234","2007-12-05",41.09
"235","2007-12-06",42.880001
"236","2007-12-07",43.439999
"237","2007-12-10",44.049999
"238","2007-12-11",41.23
"239","2007-12-12",41.66
"240","2007-12-13",40.98
"241","2007-12-14",41.029999
"242","2007-12-17",40
"243","2007-12-18",38.689999
"244","2007-12-19",38.939999
"245","2007-12-20",38.25
"246","2007-12-21",39.07
"247","2007-12-24",40.470001
"248","2007-12-26",40.310001
"249","2007-12-27",38.900002
"250","2007-12-28",39.16
"251","2007-12-31",39.639999
"252","2008-01-02",39.349998
"253","2008-01-03",38.779999
"254","2008-01-04",37.740002
"255","2008-01-07",37.790001
"256","2008-01-08",35.57
"257","2008-01-09",35.400002
"258","2008-01-10",35.389999
"259","2008-01-11",34.240002
"260","2008-01-14",35.41
"261","2008-01-15",35.189999
"262","2008-01-16",34.959999
"263","2008-01-17",33.830002
"264","2008-01-18",32.889999
"265","2008-01-22",32.93
"266","2008-01-23",34.450001
"267","2008-01-24",35.720001
"268","2008-01-25",35.110001
"269","2008-01-28",35.740002
"270","2008-01-29",36.380001
"271","2008-01-30",36.5
"272","2008-01-31",42.240002
"273","2008-02-01",41.369999
"274","2008-02-04",40.299999
"275","2008-02-05",39.810001
"276","2008-02-06",39.080002
"277","2008-02-07",40.029999
"278","2008-02-08",40
"279","2008-02-11",40.220001
"280","2008-02-12",40.380001
"281","2008-02-13",41.279999
"282","2008-02-14",40.169998
"283","2008-02-15",39.939999
"284","2008-02-19",41.080002
"285","2008-02-20",42.419998
"286","2008-02-21",41.709999
"287","2008-02-22",41.98
"288","2008-02-25",42.779999
"289","2008-02-26",43.189999
"290","2008-02-27",42.43
"291","2008-02-28",41.709999
"292","2008-02-29",40
"293","2008-03-03",40.48
"294","2008-03-04",39.470001
"295","2008-03-05",39.599998
"296","2008-03-06",38.259998
"297","2008-03-07",36.740002
"298","2008-03-10",36
"299","2008-03-11",36.41
"300","2008-03-12",35.599998
"301","2008-03-13",36.299999
"302","2008-03-14",35.549999
"303","2008-03-17",34.5
"304","2008-03-18",35.470001
"305","2008-03-19",35.84
"306","2008-03-20",35.790001
"307","2008-03-24",36.66
"308","2008-03-25",37.549999
"309","2008-03-26",37.299999
"310","2008-03-27",36.450001
"311","2008-03-28",36.049999
"312","2008-03-31",36.490002
"313","2008-04-01",37.700001
"314","2008-04-02",37.740002
"315","2008-04-03",38.470001
"316","2008-04-04",39.240002
"317","2008-04-07",38.369999
"318","2008-04-08",37.939999
"319","2008-04-09",37.200001
"320","2008-04-10",37.459999
"321","2008-04-11",37.09
"322","2008-04-14",38.040001
"323","2008-04-15",37.369999
"324","2008-04-16",38.849998
"325","2008-04-17",38.990002
"326","2008-04-18",40.18
"327","2008-04-21",40.950001
"328","2008-04-22",39.810001
"329","2008-04-23",39.07
"330","2008-04-24",37.150002
"331","2008-04-25",37.75
"332","2008-04-28",36.869999
"333","2008-04-29",37.68
"334","2008-04-30",37.209999
"335","2008-05-01",38.639999
"336","2008-05-02",39.650002
"337","2008-05-05",40.389999
"338","2008-05-06",41.049999
"339","2008-05-07",39.75
"340","2008-05-08",40.459999
"341","2008-05-09",40.380001
"342","2008-05-12",41.27
"343","2008-05-13",42.18
"344","2008-05-14",42.540001
"345","2008-05-15",43.220001
"346","2008-05-16",44.18
"347","2008-05-19",44.169998
"348","2008-05-20",44.110001
"349","2008-05-21",43.669998
"350","2008-05-22",43.810001
"351","2008-05-23",41.810001
"352","2008-05-27",43.490002
"353","2008-05-28",43.549999
"354","2008-05-29",44.060001
"355","2008-05-30",44.310001
"356","2008-06-02",44.869999
"357","2008-06-03",45.09
"358","2008-06-04",45.720001
"359","2008-06-05",46.110001
"360","2008-06-06",44.040001
"361","2008-06-09",43.299999
"362","2008-06-10",43.41
"363","2008-06-11",41.830002
"364","2008-06-12",41.400002
"365","2008-06-13",43.330002
"366","2008-06-16",43.130001
"367","2008-06-17",42.18
"368","2008-06-18",41.98
"369","2008-06-19",43
"370","2008-06-20",42.18
"371","2008-06-23",42.779999
"372","2008-06-24",42.240002
"373","2008-06-25",42.48
"374","2008-06-26",40.950001
"375","2008-06-27",40.25
"376","2008-06-30",40.040001
"377","2008-07-01",38.900002
"378","2008-07-02",36.880001
"379","2008-07-03",36.110001
"380","2008-07-07",36.110001
"381","2008-07-08",35.799999
"382","2008-07-09",35.18
"383","2008-07-10",35.290001
"384","2008-07-11",35.119999
"385","2008-07-14",34.610001
"386","2008-07-15",33.830002
"387","2008-07-16",34.299999
"388","2008-07-17",35.380001
"389","2008-07-18",35.259998
"390","2008-07-21",36.619999
"391","2008-07-22",37.470001
"392","2008-07-23",37.700001
"393","2008-07-24",35.150002
"394","2008-07-25",36.529999
"395","2008-07-28",35.939999
"396","2008-07-29",37.419998
"397","2008-07-30",38.330002
"398","2008-07-31",37.650002
"399","2008-08-01",37.599998
"400","2008-08-04",36.610001
"401","2008-08-05",36.889999
"402","2008-08-06",37.470001
"403","2008-08-07",37.52
"404","2008-08-08",38.540001
"405","2008-08-11",38.740002
"406","2008-08-12",38.25
"407","2008-08-13",37.049999
