"","date","MLHR"
"1","2007-01-03",36.77
"2","2007-01-04",37.299999
"3","2007-01-05",36.529999
"4","2007-01-08",36.52
"5","2007-01-09",36.869999
"6","2007-01-10",36.810001
"7","2007-01-11",37.610001
"8","2007-01-12",38.130001
"9","2007-01-16",37.990002
"10","2007-01-17",38.02
"11","2007-01-18",37.32
"12","2007-01-19",37.779999
"13","2007-01-22",37.560001
"14","2007-01-23",37.779999
"15","2007-01-24",37.799999
"16","2007-01-25",37.540001
"17","2007-01-26",37.16
"18","2007-01-29",37.259998
"19","2007-01-30",37.560001
"20","2007-01-31",37.599998
"21","2007-02-01",38
"22","2007-02-02",38.490002
"23","2007-02-05",37.869999
"24","2007-02-06",39.119999
"25","2007-02-07",38.77
"26","2007-02-08",39.330002
"27","2007-02-09",38.330002
"28","2007-02-12",39.029999
"29","2007-02-13",39.900002
"30","2007-02-14",40.099998
"31","2007-02-15",39.720001
"32","2007-02-16",40.139999
"33","2007-02-20",40.610001
"34","2007-02-21",40.48
"35","2007-02-22",39.970001
"36","2007-02-23",39.720001
"37","2007-02-26",39.66
"38","2007-02-27",38.25
"39","2007-02-28",38.470001
"40","2007-03-01",38.470001
"41","2007-03-02",37.189999
"42","2007-03-05",36.709999
"43","2007-03-06",37.310001
"44","2007-03-07",37.330002
"45","2007-03-08",37.59
"46","2007-03-09",37.75
"47","2007-03-12",37.66
"48","2007-03-13",36.830002
"49","2007-03-14",36.439999
"50","2007-03-15",36.549999
"51","2007-03-16",36.07
"52","2007-03-19",36.700001
"53","2007-03-20",37.240002
"54","2007-03-21",37.84
"55","2007-03-22",33.43
"56","2007-03-23",33.66
"57","2007-03-26",33.869999
"58","2007-03-27",33.599998
"59","2007-03-28",33.27
"60","2007-03-29",33.68
"61","2007-03-30",33.490002
"62","2007-04-02",33.34
"63","2007-04-03",34.169998
"64","2007-04-04",34.450001
"65","2007-04-05",35.040001
"66","2007-04-09",34.93
"67","2007-04-10",35.220001
"68","2007-04-11",35.060001
"69","2007-04-12",35.130001
"70","2007-04-13",35.360001
"71","2007-04-16",35.860001
"72","2007-04-17",35.279999
"73","2007-04-18",35.349998
"74","2007-04-19",35.240002
"75","2007-04-20",35.880001
"76","2007-04-23",35.799999
"77","2007-04-24",35.709999
"78","2007-04-25",35.73
"79","2007-04-26",35.849998
"80","2007-04-27",35.41
"81","2007-04-30",34.41
"82","2007-05-01",34.599998
"83","2007-05-02",35.389999
"84","2007-05-03",35.080002
"85","2007-05-04",37.119999
"86","2007-05-07",36.77
"87","2007-05-08",37.049999
"88","2007-05-09",36.93
"89","2007-05-10",35.77
"90","2007-05-11",36.25
"91","2007-05-14",35.720001
"92","2007-05-15",35.310001
"93","2007-05-16",35.639999
"94","2007-05-17",35.200001
"95","2007-05-18",35.490002
"96","2007-05-21",35.869999
"97","2007-05-22",35.779999
"98","2007-05-23",36.310001
"99","2007-05-24",35.200001
"100","2007-05-25",35.580002
"101","2007-05-29",35.740002
"102","2007-05-30",35.860001
"103","2007-05-31",36
"104","2007-06-01",36.529999
"105","2007-06-04",36.779999
"106","2007-06-05",35.900002
"107","2007-06-06",35.400002
"108","2007-06-07",34.560001
"109","2007-06-08",35.119999
"110","2007-06-11",35.41
"111","2007-06-12",34.560001
"112","2007-06-13",34.68
"113","2007-06-14",34.790001
"114","2007-06-15",35.419998
"115","2007-06-18",35.380001
"116","2007-06-19",34.93
"117","2007-06-20",34.580002
"118","2007-06-21",34.77
"119","2007-06-22",34.52
"120","2007-06-25",34.599998
"121","2007-06-26",34.009998
"122","2007-06-27",34.970001
"123","2007-06-28",31.6
"124","2007-06-29",31.6
"125","2007-07-02",32.380001
"126","2007-07-03",32.66
"127","2007-07-05",33
"128","2007-07-06",33.189999
"129","2007-07-09",33.299999
"130","2007-07-10",32.740002
"131","2007-07-11",32.630001
"132","2007-07-12",33.380001
"133","2007-07-13",33.610001
"134","2007-07-16",33.369999
"135","2007-07-17",33.419998
"136","2007-07-18",33.150002
"137","2007-07-19",33.150002
"138","2007-07-20",32.950001
"139","2007-07-23",32.709999
"140","2007-07-24",31.84
"141","2007-07-25",32.060001
"142","2007-07-26",31.42
"143","2007-07-27",30.860001
"144","2007-07-30",30.85
"145","2007-07-31",30.530001
"146","2007-08-01",30.83
"147","2007-08-02",31
"148","2007-08-03",29.469999
"149","2007-08-06",29.68
"150","2007-08-07",28.92
"151","2007-08-08",28.23
"152","2007-08-09",26.32
"153","2007-08-10",28.43
"154","2007-08-13",28.290001
"155","2007-08-14",27.42
"156","2007-08-15",26.83
"157","2007-08-16",28.219999
"158","2007-08-17",28.940001
"159","2007-08-20",28.969999
"160","2007-08-21",28.65
"161","2007-08-22",28.85
"162","2007-08-23",28.370001
"163","2007-08-24",28.969999
"164","2007-08-27",29.01
"165","2007-08-28",27.379999
"166","2007-08-29",28.360001
"167","2007-08-30",28.129999
"168","2007-08-31",29.02
"169","2007-09-04",28.780001
"170","2007-09-05",28.49
"171","2007-09-06",28.32
"172","2007-09-07",27.139999
"173","2007-09-10",26.530001
"174","2007-09-11",26.74
"175","2007-09-12",26.99
"176","2007-09-13",26.950001
"177","2007-09-14",26.98
"178","2007-09-17",26.959999
"179","2007-09-18",28.76
"180","2007-09-19",29.08
"181","2007-09-20",27.6
"182","2007-09-21",28.33
"183","2007-09-24",27.459999
"184","2007-09-25",26.65
"185","2007-09-26",27.469999
"186","2007-09-27",27.629999
"187","2007-09-28",27.139999
"188","2007-10-01",27.799999
"189","2007-10-02",28.57
"190","2007-10-03",28.57
"191","2007-10-04",28.870001
"192","2007-10-05",29.620001
"193","2007-10-08",29.75
"194","2007-10-09",29.41
"195","2007-10-10",28.9
"196","2007-10-11",28.790001
"197","2007-10-12",28.709999
"198","2007-10-15",28.51
"199","2007-10-16",27.98
"200","2007-10-17",28.219999
"201","2007-10-18",28.059999
"202","2007-10-19",27.040001
"203","2007-10-22",27.6
"204","2007-10-23",27.450001
"205","2007-10-24",27.01
"206","2007-10-25",26.389999
"207","2007-10-26",26.290001
"208","2007-10-29",25.860001
"209","2007-10-30",26.059999
"210","2007-10-31",27.219999
"211","2007-11-01",26.049999
"212","2007-11-02",26.16
"213","2007-11-05",25.709999
"214","2007-11-06",25.48
"215","2007-11-07",24.41
"216","2007-11-08",24.799999
"217","2007-11-09",24.879999
"218","2007-11-12",25.290001
"219","2007-11-13",26.200001
"220","2007-11-14",25.85
"221","2007-11-15",25.4
"222","2007-11-16",25.709999
"223","2007-11-19",25.110001
"224","2007-11-20",24.66
"225","2007-11-21",24.200001
"226","2007-11-23",24.790001
"227","2007-11-26",24.040001
"228","2007-11-27",23.540001
"229","2007-11-28",27.65
"230","2007-11-29",27.459999
"231","2007-11-30",27.450001
"232","2007-12-03",27.84
"233","2007-12-04",27.889999
"234","2007-12-05",28.190001
"235","2007-12-06",29.190001
"236","2007-12-07",29.42
"237","2007-12-10",29.1
"238","2007-12-11",28.540001
"239","2007-12-12",28.940001
"240","2007-12-13",29.540001
"241","2007-12-14",28.77
