"","date","BIMI"
"1","2007-01-03",3.825
"2","2007-01-04",3.825
"3","2007-01-05",3.825
"4","2007-01-08",3.825
"5","2007-01-09",3.825
"6","2007-01-10",3.825
"7","2007-01-11",3.825
"8","2007-01-12",3.825
"9","2007-01-16",3.825
"10","2007-01-17",3.825
"11","2007-01-18",3.825
"12","2007-01-19",3.825
"13","2007-01-22",3.825
"14","2007-01-23",3.825
"15","2007-01-24",3.825
"16","2007-01-25",3.825
"17","2007-01-26",3.825
"18","2007-01-29",3.825
"19","2007-01-30",3.825
"20","2007-01-31",3.825
"21","2007-02-01",3.825
"22","2007-02-02",3.825
"23","2007-02-05",3.825
"24","2007-02-06",3.825
"25","2007-02-07",3.825
"26","2007-02-08",3.825
"27","2007-02-09",3.825
"28","2007-02-12",3.825
"29","2007-02-13",3.825
"30","2007-02-14",3.825
"31","2007-02-15",3.825
"32","2007-02-16",3.825
"33","2007-02-20",3.825
"34","2007-02-21",3.825
"35","2007-02-22",3.825
"36","2007-02-23",3.825
"37","2007-02-26",3.825
"38","2007-02-27",3.825
"39","2007-02-28",3.825
"40","2007-03-01",3.825
"41","2007-03-02",3.825
"42","2007-03-05",3.825
"43","2007-03-06",3.825
"44","2007-03-07",3.825
"45","2007-03-08",3.825
"46","2007-03-09",3.825
"47","2007-03-12",3.825
"48","2007-03-13",3.825
"49","2007-03-14",3.825
"50","2007-03-15",3.825
"51","2007-03-16",3.825
"52","2007-03-19",3.825
"53","2007-03-20",3.825
"54","2007-03-21",3.825
"55","2007-03-22",3.825
"56","2007-03-23",3.825
"57","2007-03-26",3.825
"58","2007-03-27",3.825
"59","2007-03-28",3.825
"60","2007-03-29",3.825
"61","2007-03-30",3.825
"62","2007-04-02",3.825
"63","2007-04-03",3.825
"64","2007-04-04",3.825
"65","2007-04-05",3.825
"66","2007-04-09",3.825
"67","2007-04-10",3.825
"68","2007-04-11",3.825
"69","2007-04-12",5.625
"70","2007-04-13",5.625
"71","2007-04-16",5.625
"72","2007-04-17",5.625
"73","2007-04-18",5.625
"74","2007-04-19",5.625
"75","2007-04-20",5.625
"76","2007-04-23",5.625
"77","2007-04-24",5.625
"78","2007-04-25",5.625
"79","2007-04-26",5.625
"80","2007-04-27",5.625
"81","2007-04-30",5.625
"82","2007-05-01",5.25
"83","2007-05-02",5.25
"84","2007-05-03",5.25
"85","2007-05-04",5.25
"86","2007-05-07",5.25
"87","2007-05-08",5.25
"88","2007-05-09",5.25
"89","2007-05-10",5.25
"90","2007-05-11",5.25
"91","2007-05-14",5.25
"92","2007-05-15",5.25
"93","2007-05-16",5.25
"94","2007-05-17",5.25
"95","2007-05-18",5.25
"96","2007-05-21",5.25
"97","2007-05-22",5.25
"98","2007-05-23",5.25
"99","2007-05-24",5.25
"100","2007-05-25",5.25
"101","2007-05-29",5.25
"102","2007-05-30",5.25
"103","2007-05-31",5.25
"104","2007-06-01",5.25
"105","2007-06-04",5.25
"106","2007-06-05",5.25
"107","2007-06-06",5.25
"108","2007-06-07",5.25
"109","2007-06-08",5.25
"110","2007-06-11",5.25
"111","2007-06-12",5.25
"112","2007-06-13",3.825
"113","2007-06-14",3.825
"114","2007-06-15",3.825
"115","2007-06-18",3.825
"116","2007-06-19",3.825
"117","2007-06-20",3.825
"118","2007-06-21",3.825
"119","2007-06-22",3.825
"120","2007-06-25",3.825
"121","2007-06-26",3.825
"122","2007-06-27",3.825
"123","2007-06-28",3.825
"124","2007-06-29",3.825
"125","2007-07-02",3.825
"126","2007-07-03",3.825
"127","2007-07-05",3.825
"128","2007-07-06",1.5
"129","2007-07-09",1.5
"130","2007-07-10",1.5
"131","2007-07-11",1.5
"132","2007-07-12",1.5
"133","2007-07-13",1.5
"134","2007-07-16",1.5
"135","2007-07-17",1.5
"136","2007-07-18",1.5
"137","2007-07-19",1.5
"138","2007-07-20",1.5
"139","2007-07-23",1.5
"140","2007-07-24",1.5
"141","2007-07-25",1.5
"142","2007-07-26",3
"143","2007-07-27",3
"144","2007-07-30",3
"145","2007-07-31",3
"146","2007-08-01",3
"147","2007-08-02",3
"148","2007-08-03",3
"149","2007-08-06",3
"150","2007-08-07",3
"151","2007-08-08",3
"152","2007-08-09",3
"153","2007-08-10",3
"154","2007-08-13",3
"155","2007-08-14",3
"156","2007-08-15",3
"157","2007-08-16",3
"158","2007-08-17",3
"159","2007-08-20",3
"160","2007-08-21",3
"161","2007-08-22",3
"162","2007-08-23",3
"163","2007-08-24",3
"164","2007-08-27",3
"165","2007-08-28",3
"166","2007-08-29",3
"167","2007-08-30",3
"168","2007-08-31",3
"169","2007-09-04",3
"170","2007-09-05",3
"171","2007-09-06",3
"172","2007-09-07",3
"173","2007-09-10",3
"174","2007-09-11",3
"175","2007-09-12",3
"176","2007-09-13",3
"177","2007-09-14",3
"178","2007-09-17",3
"179","2007-09-18",3
"180","2007-09-19",3
"181","2007-09-20",3
"182","2007-09-21",3
"183","2007-09-24",3
"184","2007-09-25",3
"185","2007-09-26",3
"186","2007-09-27",3
"187","2007-09-28",3
"188","2007-10-01",3
"189","2007-10-02",3
"190","2007-10-03",3
"191","2007-10-04",3
"192","2007-10-05",3
"193","2007-10-08",3.525
"194","2007-10-09",3.525
"195","2007-10-10",3.525
"196","2007-10-11",3.525
"197","2007-10-12",3.525
"198","2007-10-15",3.525
"199","2007-10-16",3.525
"200","2007-10-17",2.85
"201","2007-10-18",2.85
"202","2007-10-19",2.85
"203","2007-10-22",2.85
"204","2007-10-23",2.85
"205","2007-10-24",4.875
"206","2007-10-25",4.875
"207","2007-10-26",4.875
"208","2007-10-29",4.875
"209","2007-10-30",4.875
"210","2007-10-31",4.875
"211","2007-11-01",4.875
"212","2007-11-02",4.875
"213","2007-11-05",4.875
"214","2007-11-06",4.875
"215","2007-11-07",4.875
"216","2007-11-08",4.875
"217","2007-11-09",4.125
"218","2007-11-12",4.125
"219","2007-11-13",4.125
"220","2007-11-14",4.125
"221","2007-11-15",4.125
"222","2007-11-16",4.125
"223","2007-11-19",4.125
"224","2007-11-20",2.625
"225","2007-11-21",2.625
"226","2007-11-23",2.625
"227","2007-11-26",2.625
"228","2007-11-27",2.625
"229","2007-11-28",2.625
"230","2007-11-29",2.625
"231","2007-11-30",2.625
"232","2007-12-03",2.625
"233","2007-12-04",2.625
"234","2007-12-05",2.625
"235","2007-12-06",2.625
"236","2007-12-07",2.625
"237","2007-12-10",2.625
"238","2007-12-11",2.625
"239","2007-12-12",2.625
"240","2007-12-13",2.625
"241","2007-12-14",2.625
"242","2007-12-17",2.625
"243","2007-12-18",2.625
"244","2007-12-19",2.625
"245","2007-12-20",2.625
"246","2007-12-21",2.625
"247","2007-12-24",2.625
"248","2007-12-26",2.625
"249","2007-12-27",1.875
"250","2007-12-28",1.875
"251","2007-12-31",1.875
"252","2008-01-02",1.875
"253","2008-01-03",1.875
"254","2008-01-04",1.875
"255","2008-01-07",1.875
"256","2008-01-08",1.875
"257","2008-01-09",1.875
"258","2008-01-10",1.875
"259","2008-01-11",1.875
"260","2008-01-14",1.875
"261","2008-01-15",1.875
"262","2008-01-16",1.875
"263","2008-01-17",1.875
"264","2008-01-18",1.875
"265","2008-01-22",1.875
"266","2008-01-23",1.875
"267","2008-01-24",1.875
"268","2008-01-25",1.875
"269","2008-01-28",1.875
"270","2008-01-29",1.875
"271","2008-01-30",1.875
"272","2008-01-31",1.875
"273","2008-02-01",1.875
"274","2008-02-04",1.875
"275","2008-02-05",1.875
"276","2008-02-06",1.875
"277","2008-02-07",4.125
"278","2008-02-08",4.125
"279","2008-02-11",4.125
"280","2008-02-12",4.125
"281","2008-02-13",4.125
"282","2008-02-14",4.125
"283","2008-02-15",4.125
"284","2008-02-19",4.125
"285","2008-02-20",4.125
"286","2008-02-21",2.25
"287","2008-02-22",2.25
"288","2008-02-25",2.25
"289","2008-02-26",2.25
"290","2008-02-27",2.25
"291","2008-02-28",2.25
"292","2008-02-29",3
"293","2008-03-03",3
"294","2008-03-04",2.25
"295","2008-03-05",2.25
"296","2008-03-06",2.25
"297","2008-03-07",2.25
"298","2008-03-10",2.775
"299","2008-03-11",2.025
"300","2008-03-12",1.125
"301","2008-03-13",1.275
"302","2008-03-14",1.125
"303","2008-03-17",1.125
"304","2008-03-18",0.825
"305","2008-03-19",0.825
"306","2008-03-20",0.825
"307","2008-03-24",0.975
"308","2008-03-25",1.275
"309","2008-03-26",1.125
"310","2008-03-27",2.175
"311","2008-03-28",1.5
"312","2008-03-31",1.575
"313","2008-04-01",1.575
"314","2008-04-02",2.025
"315","2008-04-03",2.025
"316","2008-04-04",2.025
"317","2008-04-07",2.025
"318","2008-04-08",2.25
"319","2008-04-09",2.25
"320","2008-04-10",2.25
"321","2008-04-11",2.25
"322","2008-04-14",2.25
"323","2008-04-15",1.8
"324","2008-04-16",1.8
"325","2008-04-17",1.8
"326","2008-04-18",1.8
"327","2008-04-21",1.8
"328","2008-04-22",2.25
"329","2008-04-23",2.25
"330","2008-04-24",1.875
"331","2008-04-25",1.875
"332","2008-04-28",1.425
"333","2008-04-29",1.425
"334","2008-04-30",1.425
"335","2008-05-01",1.425
"336","2008-05-02",1.5
"337","2008-05-05",1.5
"338","2008-05-06",1.5
"339","2008-05-07",1.5
"340","2008-05-08",1.5
"341","2008-05-09",1.5
"342","2008-05-12",1.5
"343","2008-05-13",2.025
"344","2008-05-14",2.025
"345","2008-05-15",2.4
"346","2008-05-16",2.475
"347","2008-05-19",2.325
"348","2008-05-20",2.325
"349","2008-05-21",2.325
"350","2008-05-22",2.325
"351","2008-05-23",2.325
"352","2008-05-27",2.325
"353","2008-05-28",2.325
"354","2008-05-29",2.325
"355","2008-05-30",2.325
"356","2008-06-02",2.325
"357","2008-06-03",2.325
"358","2008-06-04",2.325
"359","2008-06-05",2.325
"360","2008-06-06",2.325
"361","2008-06-09",2.325
"362","2008-06-10",2.625
"363","2008-06-11",2.625
"364","2008-06-12",2.625
"365","2008-06-13",2.625
"366","2008-06-16",2.625
"367","2008-06-17",2.325
"368","2008-06-18",2.325
"369","2008-06-19",2.325
"370","2008-06-20",2.25
"371","2008-06-23",2.1
"372","2008-06-24",2.025
"373","2008-06-25",2.625
"374","2008-06-26",2.025
"375","2008-06-27",2.025
"376","2008-06-30",2.4
"377","2008-07-01",2.25
"378","2008-07-02",2.25
"379","2008-07-03",2.25
"380","2008-07-07",2.25
"381","2008-07-08",2.25
"382","2008-07-09",2.25
"383","2008-07-10",2.25
"384","2008-07-11",2.25
"385","2008-07-14",2.25
"386","2008-07-15",2.325
"387","2008-07-16",2.325
"388","2008-07-17",2.325
"389","2008-07-18",2.4
"390","2008-07-21",2.4
"391","2008-07-22",2.4
"392","2008-07-23",2.4
"393","2008-07-24",2.4
"394","2008-07-25",2.325
"395","2008-07-28",2.325
"396","2008-07-29",2.4
"397","2008-07-30",2.4
"398","2008-07-31",2.4
"399","2008-08-01",2.4
"400","2008-08-04",2.4
"401","2008-08-05",2.4
"402","2008-08-06",2.4
"403","2008-08-07",2.4
"404","2008-08-08",2.4
"405","2008-08-11",2.4
"406","2008-08-12",2.4
"407","2008-08-13",2.4
"408","2008-08-14",2.4
"409","2008-08-15",2.4
"410","2008-08-18",2.4
"411","2008-08-19",2.4
"412","2008-08-20",2.475
"413","2008-08-21",2.475
"414","2008-08-22",2.475
"415","2008-08-25",2.475
"416","2008-08-26",2.475
"417","2008-08-27",2.475
"418","2008-08-28",2.4
"419","2008-08-29",2.4
"420","2008-09-02",2.625
"421","2008-09-03",2.475
"422","2008-09-04",2.475
"423","2008-09-05",2.625
"424","2008-09-08",2.85
"425","2008-09-09",2.625
"426","2008-09-10",2.55
"427","2008-09-11",2.4
"428","2008-09-12",2.4
"429","2008-09-15",2.475
"430","2008-09-16",2.4
"431","2008-09-17",2.4
"432","2008-09-18",2.4
"433","2008-09-19",2.4
"434","2008-09-22",2.4
"435","2008-09-23",2.4
"436","2008-09-24",2.475
"437","2008-09-25",2.625
"438","2008-09-26",2.625
"439","2008-09-29",2.625
"440","2008-09-30",2.55
"441","2008-10-01",2.325
"442","2008-10-02",2.025
"443","2008-10-03",2.1
"444","2008-10-06",2.325
"445","2008-10-07",2.025
"446","2008-10-08",1.875
"447","2008-10-09",1.875
"448","2008-10-10",1.875
"449","2008-10-13",1.875
"450","2008-10-14",2.25
"451","2008-10-15",2.25
"452","2008-10-16",2.25
"453","2008-10-17",2.25
"454","2008-10-20",2.25
"455","2008-10-21",2.25
"456","2008-10-22",2.25
"457","2008-10-23",2.25
"458","2008-10-24",2.025
"459","2008-10-27",2.025
"460","2008-10-28",1.875
"461","2008-10-29",1.875
"462","2008-10-30",1.875
"463","2008-10-31",1.875
"464","2008-11-03",2.25
"465","2008-11-04",1.5
"466","2008-11-05",1.5
"467","2008-11-06",1.875
"468","2008-11-07",1.425
"469","2008-11-10",1.2
"470","2008-11-11",1.5
"471","2008-11-12",1.425
"472","2008-11-13",1.2
"473","2008-11-14",1.2
"474","2008-11-17",1.2
"475","2008-11-18",0.9
"476","2008-11-19",0.9
"477","2008-11-20",0.9
"478","2008-11-21",0.9
"479","2008-11-24",0.9
"480","2008-11-25",0.9
"481","2008-11-26",0.9
"482","2008-11-28",0.9
"483","2008-12-01",0.75
"484","2008-12-02",0.75
"485","2008-12-03",0.75
"486","2008-12-04",0.975
"487","2008-12-05",0.975
"488","2008-12-08",0.975
"489","2008-12-09",0.975
"490","2008-12-10",0.975
"491","2008-12-11",0.975
"492","2008-12-12",0.6
"493","2008-12-15",0.6
"494","2008-12-16",0.6
"495","2008-12-17",0.6
"496","2008-12-18",0.45
"497","2008-12-19",0.45
"498","2008-12-22",0.45
"499","2008-12-23",0.45
"500","2008-12-24",0.45
"501","2008-12-26",0.45
"502","2008-12-29",0.45
"503","2008-12-30",0.75
"504","2008-12-31",0.75
"505","2009-01-02",0.75
"506","2009-01-05",0.525
"507","2009-01-06",0.525
"508","2009-01-07",0.75
"509","2009-01-08",0.75
"510","2009-01-09",0.675
"511","2009-01-12",0.675
"512","2009-01-13",0.525
"513","2009-01-14",0.525
"514","2009-01-15",0.525
"515","2009-01-16",0.525
"516","2009-01-20",0.525
"517","2009-01-21",0.45
"518","2009-01-22",0.525
"519","2009-01-23",0.6
"520","2009-01-26",0.525
"521","2009-01-27",0.525
"522","2009-01-28",0.6
"523","2009-01-29",0.6
"524","2009-01-30",0.6
"525","2009-02-02",0.525
"526","2009-02-03",0.6
"527","2009-02-04",0.6
"528","2009-02-05",0.525
"529","2009-02-06",0.3
"530","2009-02-09",0.525
"531","2009-02-10",0.525
"532","2009-02-11",0.525
"533","2009-02-12",0.525
"534","2009-02-13",0.45
"535","2009-02-17",0.525
"536","2009-02-18",0.525
"537","2009-02-19",0.525
"538","2009-02-20",0.525
"539","2009-02-23",0.525
"540","2009-02-24",0.525
"541","2009-02-25",0.525
"542","2009-02-26",0.6
"543","2009-02-27",0.6
"544","2009-03-02",0.525
"545","2009-03-03",0.9
"546","2009-03-04",0.9
"547","2009-03-05",0.6
"548","2009-03-06",0.6
"549","2009-03-09",0.6
"550","2009-03-10",0.6
"551","2009-03-11",0.6
"552","2009-03-12",0.6
"553","2009-03-13",0.6
"554","2009-03-16",0.6
"555","2009-03-17",0.6
"556","2009-03-18",0.6
"557","2009-03-19",0.6
"558","2009-03-20",0.6
"559","2009-03-23",0.6
"560","2009-03-24",2.1
"561","2009-03-25",1.875
"562","2009-03-26",0.825
"563","2009-03-27",1.875
"564","2009-03-30",1.725
"565","2009-03-31",1.65
"566","2009-04-01",1.65
"567","2009-04-02",1.65
"568","2009-04-03",1.65
"569","2009-04-06",1.65
"570","2009-04-07",1.5
"571","2009-04-08",0.75
"572","2009-04-09",1.65
"573","2009-04-13",1.65
"574","2009-04-14",1.65
"575","2009-04-15",1.5
"576","2009-04-16",1.725
"577","2009-04-17",1.5
"578","2009-04-20",1.65
"579","2009-04-21",1.5
"580","2009-04-22",1.35
"581","2009-04-23",1.35
"582","2009-04-24",1.35
"583","2009-04-27",1.35
"584","2009-04-28",1.35
"585","2009-04-29",1.35
"586","2009-04-30",1.35
"587","2009-05-01",1.35
"588","2009-05-04",1.35
"589","2009-05-05",1.35
"590","2009-05-06",1.575
"591","2009-05-07",1.875
"592","2009-05-08",1.575
"593","2009-05-11",1.575
"594","2009-05-12",2.025
"595","2009-05-13",2.4
"596","2009-05-14",2.85
"597","2009-05-15",2.85
"598","2009-05-18",3
"599","2009-05-19",3
"600","2009-05-20",3.6
"601","2009-05-21",3.75
"602","2009-05-22",6
"603","2009-05-26",6
"604","2009-05-27",5.925
"605","2009-05-28",5.25
"606","2009-05-29",6
"607","2009-06-01",6
"608","2009-06-02",5.625
"609","2009-06-03",5.625
"610","2009-06-04",5.625
"611","2009-06-05",5.625
"612","2009-06-08",4.5
"613","2009-06-09",5.625
"614","2009-06-10",5.175
"615","2009-06-11",6.45
"616","2009-06-12",6.75
"617","2009-06-15",6
"618","2009-06-16",6.15
"619","2009-06-17",6.75
"620","2009-06-18",6.825
"621","2009-06-19",6.375
"622","2009-06-22",6
"623","2009-06-23",6.6
"624","2009-06-24",6.375
"625","2009-06-25",6.15
"626","2009-06-26",5.625
"627","2009-06-29",6
"628","2009-06-30",6.375
"629","2009-07-01",6.375
"630","2009-07-02",6.3
"631","2009-07-06",6.3
"632","2009-07-07",6.15
"633","2009-07-08",6.375
"634","2009-07-09",6.3
"635","2009-07-10",6.15
"636","2009-07-13",6.075
"637","2009-07-14",6
"638","2009-07-15",6.375
"639","2009-07-16",6.375
"640","2009-07-17",6.225
"641","2009-07-20",6.225
"642","2009-07-21",6.45
"643","2009-07-22",6.45
"644","2009-07-23",8.25
"645","2009-07-24",7.65
"646","2009-07-27",7.5
"647","2009-07-28",8.25
"648","2009-07-29",9.9
"649","2009-07-30",12
"650","2009-07-31",12.3
"651","2009-08-03",10.65
"652","2009-08-04",12
"653","2009-08-05",12.3
"654","2009-08-06",11.85
"655","2009-08-07",11.475
"656","2009-08-10",11.55
"657","2009-08-11",11.475
"658","2009-08-12",12.375
"659","2009-08-13",12.6
"660","2009-08-14",12.675
"661","2009-08-17",12.375
"662","2009-08-18",12.6
"663","2009-08-19",12.45
"664","2009-08-20",12.75
"665","2009-08-21",12.6
"666","2009-08-24",12.3
"667","2009-08-25",13.125
"668","2009-08-26",16.75
"669","2009-08-27",17
"670","2009-08-28",14.375
"671","2009-08-31",13.75
"672","2009-09-01",14.575
"673","2009-09-02",14.5
"674","2009-09-03",14.5
"675","2009-09-04",14
"676","2009-09-08",13.75
"677","2009-09-09",13.125
"678","2009-09-10",13.375
"679","2009-09-11",13.725
"680","2009-09-14",13.325
"681","2009-09-15",13
"682","2009-09-16",12.725
"683","2009-09-17",12.225
"684","2009-09-18",11.875
"685","2009-09-21",12
"686","2009-09-22",11.375
"687","2009-09-23",12.125
"688","2009-09-24",12.25
"689","2009-09-25",12
"690","2009-09-28",11.875
"691","2009-09-29",11.825
"692","2009-09-30",11.5
"693","2009-10-01",11.25
"694","2009-10-02",11.275
"695","2009-10-05",10.625
"696","2009-10-06",11
"697","2009-10-07",11.125
"698","2009-10-08",11.125
"699","2009-10-09",10.525
"700","2009-10-12",10.5
"701","2009-10-13",10.375
"702","2009-10-14",10.15
"703","2009-10-15",10
"704","2009-10-16",10.5
"705","2009-10-19",10.625
"706","2009-10-20",10.725
"707","2009-10-21",10.65
"708","2009-10-22",10.75
"709","2009-10-23",10.35
"710","2009-10-26",10.025
"711","2009-10-27",8.75
"712","2009-10-28",8.725
"713","2009-10-29",9.8
"714","2009-10-30",9.45
"715","2009-11-02",8.75
"716","2009-11-03",8.875
"717","2009-11-04",8.875
"718","2009-11-05",9.175
"719","2009-11-06",9.225
"720","2009-11-09",9.6
"721","2009-11-10",9.475
"722","2009-11-11",9.35
"723","2009-11-12",8.5
"724","2009-11-13",10.175
"725","2009-11-16",11.125
"726","2009-11-17",11.125
"727","2009-11-18",10.975
"728","2009-11-19",11.1
"729","2009-11-20",10.375
"730","2009-11-23",10.375
"731","2009-11-24",10.25
"732","2009-11-25",10.25
"733","2009-11-27",10.375
"734","2009-11-30",10.225
"735","2009-12-01",10.25
"736","2009-12-02",10.125
"737","2009-12-03",10.05
"738","2009-12-04",10
"739","2009-12-07",10
"740","2009-12-08",10
"741","2009-12-09",10
"742","2009-12-10",10
"743","2009-12-11",9.525
"744","2009-12-14",9.125
"745","2009-12-15",9.775
"746","2009-12-16",10.225
"747","2009-12-17",10.375
"748","2009-12-18",10.25
"749","2009-12-21",10.225
"750","2009-12-22",10
"751","2009-12-23",10
"752","2009-12-24",10
"753","2009-12-28",10.225
"754","2009-12-29",10.25
"755","2009-12-30",10.25
"756","2009-12-31",10.5
"757","2010-01-04",11.25
"758","2010-01-05",11.525
"759","2010-01-06",11.925
"760","2010-01-07",11.75
"761","2010-01-08",11.45
"762","2010-01-11",11.75
"763","2010-01-12",11.25
"764","2010-01-13",10.975
"765","2010-01-14",11.125
"766","2010-01-15",11.25
"767","2010-01-19",11.75
"768","2010-01-20",11.25
"769","2010-01-21",10.625
"770","2010-01-22",11.1
"771","2010-01-25",11.1
"772","2010-01-26",10.975
"773","2010-01-27",10.625
"774","2010-01-28",10
"775","2010-01-29",9.2
"776","2010-02-01",10.5
"777","2010-02-02",9.875
"778","2010-02-03",9.5
"779","2010-02-04",9.5
"780","2010-02-05",9.125
"781","2010-02-08",9
"782","2010-02-09",9.325
"783","2010-02-10",8.875
"784","2010-02-11",9.1
"785","2010-02-12",8.75
"786","2010-02-16",8.5
"787","2010-02-17",9.25
"788","2010-02-18",8.75
"789","2010-02-19",8.75
"790","2010-02-22",9.3
"791","2010-02-23",9
"792","2010-02-24",8.875
"793","2010-02-25",8.625
"794","2010-02-26",8
"795","2010-03-01",8.075
"796","2010-03-02",8.125
"797","2010-03-03",8.25
"798","2010-03-04",9.125
"799","2010-03-05",9.5
"800","2010-03-08",9.875
"801","2010-03-09",10.125
"802","2010-03-10",10
"803","2010-03-11",10
"804","2010-03-12",10
