"","date","CG"
"110","2012-10-08",25.620001
"111","2012-10-09",25.76
"112","2012-10-10",26.200001
"113","2012-10-11",26.190001
"114","2012-10-12",25.65
"115","2012-10-15",26.200001
"116","2012-10-16",26.030001
"117","2012-10-17",26.32
"118","2012-10-18",26.32
"119","2012-10-19",25.77
"120","2012-10-22",26.25
"121","2012-10-23",25.690001
"122","2012-10-24",25.73
"123","2012-10-25",25.950001
"124","2012-10-26",25.82
"125","2012-10-31",25.99
"126","2012-11-01",25.969999
"127","2012-11-02",26.16
"128","2012-11-05",26.41
"129","2012-11-06",26.139999
"130","2012-11-07",25.59
"131","2012-11-08",25.42
"132","2012-11-09",25.639999
"133","2012-11-12",25.99
"134","2012-11-13",25.549999
"135","2012-11-14",25.620001
"136","2012-11-15",25.559999
"137","2012-11-16",25.5
"138","2012-11-19",25.76
"139","2012-11-20",25.549999
"140","2012-11-21",25.34
"141","2012-11-23",25.190001
"142","2012-11-26",25.23
"143","2012-11-27",24.99
"144","2012-11-28",24.99
"145","2012-11-29",25
"146","2012-11-30",25.08
"147","2012-12-03",24.969999
"148","2012-12-04",25.16
"149","2012-12-05",25.26
"150","2012-12-06",24.950001
"151","2012-12-07",24.950001
"152","2012-12-10",24.940001
"153","2012-12-11",25.1
"154","2012-12-12",24.85
"155","2012-12-13",24.83
"156","2012-12-14",24.709999
"157","2012-12-17",25.280001
"158","2012-12-18",26.27
"159","2012-12-19",26.110001
"160","2012-12-20",26.200001
"161","2012-12-21",26.18
"162","2012-12-24",26.1
"163","2012-12-26",26.01
"164","2012-12-27",26.190001
"165","2012-12-28",25.85
"166","2012-12-31",26.030001
"167","2013-01-02",26.200001
"168","2013-01-03",26.280001
"169","2013-01-04",26.389999
"170","2013-01-07",26.4
"171","2013-01-08",26.459999
"172","2013-01-09",26.450001
"173","2013-01-10",26.620001
"174","2013-01-11",26.57
"175","2013-01-14",26.629999
"176","2013-01-15",27
"177","2013-01-16",27.91
"178","2013-01-17",27.93
"179","2013-01-18",28.58
"180","2013-01-22",29.120001
"181","2013-01-23",29.15
"182","2013-01-24",29.74
"183","2013-01-25",30.98
"184","2013-01-28",30.610001
"185","2013-01-29",30.549999
"186","2013-01-30",30.530001
"187","2013-01-31",31.24
"188","2013-02-01",31.9
"189","2013-02-04",31.02
"190","2013-02-05",30.49
"191","2013-02-06",31.49
"192","2013-02-07",31.1
"193","2013-02-08",32.169998
"194","2013-02-11",32.5
"195","2013-02-12",32.77
"196","2013-02-13",33.43
"197","2013-02-14",33.709999
"198","2013-02-15",35.509998
"199","2013-02-19",37.299999
"200","2013-02-20",36.669998
"201","2013-02-21",33.799999
"202","2013-02-22",34.18
"203","2013-02-25",32.25
"204","2013-02-26",31.84
"205","2013-02-27",32.990002
"206","2013-02-28",31.68
"207","2013-03-01",31.09
"208","2013-03-04",30.5
"209","2013-03-05",30.59
"210","2013-03-06",31.15
"211","2013-03-07",32.560001
"212","2013-03-08",33.450001
"213","2013-03-11",32.599998
"214","2013-03-12",32.5
"215","2013-03-13",32.299999
"216","2013-03-14",32.369999
"217","2013-03-15",30.09
"218","2013-03-18",30.709999
"219","2013-03-19",30.5
"220","2013-03-20",30.780001
"221","2013-03-21",30.959999
"222","2013-03-22",30.65
"223","2013-03-25",30.719999
"224","2013-03-26",30.75
"225","2013-03-27",30.25
"226","2013-03-28",30.25
"227","2013-04-01",30.34
"228","2013-04-02",30.530001
"229","2013-04-03",30.379999
"230","2013-04-04",30.67
"231","2013-04-05",30.129999
"232","2013-04-08",30.34
"233","2013-04-09",30.66
"234","2013-04-10",31.530001
"235","2013-04-11",32.41
"236","2013-04-12",32.23
"237","2013-04-15",31.610001
"238","2013-04-16",32.869999
"239","2013-04-17",31.889999
"240","2013-04-18",31.51
"241","2013-04-19",32.41
"242","2013-04-22",32.610001
"243","2013-04-23",32.599998
"244","2013-04-24",31.08
"245","2013-04-25",31.799999
"246","2013-04-26",31.99
"247","2013-04-29",31.42
"248","2013-04-30",32.48
"249","2013-05-01",31.83
"250","2013-05-02",31.99
"251","2013-05-03",32.439999
"252","2013-05-06",31.959999
"253","2013-05-07",31.870001
"254","2013-05-08",32.200001
"255","2013-05-09",30.950001
"256","2013-05-10",30.200001
"257","2013-05-13",29.33
"258","2013-05-14",29.98
"259","2013-05-15",30.27
"260","2013-05-16",29.99
"261","2013-05-17",30.190001
"262","2013-05-20",30.26
"263","2013-05-21",30.76
"264","2013-05-22",30.120001
"265","2013-05-23",29.780001
"266","2013-05-24",30.1
"267","2013-05-28",30.48
"268","2013-05-29",29.690001
"269","2013-05-30",29.49
"270","2013-05-31",29.16
"271","2013-06-03",29.389999
"272","2013-06-04",27.82
"273","2013-06-05",27.01
"274","2013-06-06",26.25
"275","2013-06-07",26.74
"276","2013-06-10",26.77
"277","2013-06-11",26.110001
"278","2013-06-12",26.030001
"279","2013-06-13",26.860001
"280","2013-06-14",26.799999
"281","2013-06-17",26.68
"282","2013-06-18",26.66
"283","2013-06-19",26.49
"284","2013-06-20",25.65
"285","2013-06-21",25.09
"286","2013-06-24",24.190001
"287","2013-06-25",24.99
"288","2013-06-26",24.959999
"289","2013-06-27",25.17
"290","2013-06-28",25.629999
"291","2013-07-01",25.209999
"292","2013-07-02",25.23
"293","2013-07-03",25.07
"294","2013-07-05",25.360001
"295","2013-07-08",25.690001
"296","2013-07-09",26.620001
"297","2013-07-10",25.790001
"298","2013-07-11",26.360001
"299","2013-07-12",26.75
"300","2013-07-15",27
"301","2013-07-16",26.540001
"302","2013-07-17",26.85
"303","2013-07-18",27.51
"304","2013-07-19",28.299999
"305","2013-07-22",28.84
"306","2013-07-23",28.68
"307","2013-07-24",28.5
"308","2013-07-25",28.200001
"309","2013-07-26",28.24
"310","2013-07-29",27.68
"311","2013-07-30",27.99
"312","2013-07-31",27.99
"313","2013-08-01",28.809999
"314","2013-08-02",28.51
"315","2013-08-05",28.49
"316","2013-08-06",28.309999
"317","2013-08-07",27.98
"318","2013-08-08",27.209999
"319","2013-08-09",27.049999
"320","2013-08-12",26.92
"321","2013-08-13",26.99
"322","2013-08-14",26.870001
"323","2013-08-15",25.969999
"324","2013-08-16",25.700001
"325","2013-08-19",24.75
"326","2013-08-20",25.41
"327","2013-08-21",25.67
"328","2013-08-22",26.51
"329","2013-08-23",26.530001
"330","2013-08-26",26.700001
"331","2013-08-27",25.52
"332","2013-08-28",26.139999
"333","2013-08-29",26.370001
"334","2013-08-30",26.18
"335","2013-09-03",25.379999
"336","2013-09-04",25.120001
"337","2013-09-05",25.51
"338","2013-09-06",25.049999
"339","2013-09-09",25.370001
"340","2013-09-10",25.450001
"341","2013-09-11",25.42
"342","2013-09-12",25.690001
"343","2013-09-13",25.809999
"344","2013-09-16",25.83
"345","2013-09-17",26.32
"346","2013-09-18",26.309999
"347","2013-09-19",25.73
"348","2013-09-20",25.129999
"349","2013-09-23",25.26
"350","2013-09-24",25.389999
"351","2013-09-25",26.030001
"352","2013-09-26",26.629999
"353","2013-09-27",26.51
"354","2013-09-30",25.719999
"355","2013-10-01",25.690001
"356","2013-10-02",25.799999
"357","2013-10-03",26.870001
"358","2013-10-04",27.139999
"359","2013-10-07",27.58
"360","2013-10-08",27.389999
"361","2013-10-09",27.129999
"362","2013-10-10",27.889999
"363","2013-10-11",28.93
"364","2013-10-14",29.76
"365","2013-10-15",29.860001
"366","2013-10-16",30.969999
"367","2013-10-17",30.950001
"368","2013-10-18",31.57
"369","2013-10-21",30.4
"370","2013-10-22",31
"371","2013-10-23",30.34
"372","2013-10-24",30.02
"373","2013-10-25",29.860001
"374","2013-10-28",30.370001
"375","2013-10-29",30.92
"376","2013-10-30",31.25
"377","2013-10-31",30.92
"378","2013-11-01",30.799999
"379","2013-11-04",30.940001
"380","2013-11-05",30.129999
"381","2013-11-06",30.540001
"382","2013-11-07",30.15
"383","2013-11-08",30.77
"384","2013-11-11",29.91
"385","2013-11-12",30.799999
"386","2013-11-13",30.639999
"387","2013-11-14",31.860001
"388","2013-11-15",31.52
"389","2013-11-18",32.34
"390","2013-11-19",32.509998
"391","2013-11-20",32.16
"392","2013-11-21",32.48
"393","2013-11-22",32.48
"394","2013-11-25",32.830002
"395","2013-11-26",32.82
"396","2013-11-27",32.110001
"397","2013-11-29",32.5
"398","2013-12-02",31.950001
"399","2013-12-03",31.25
"400","2013-12-04",31.99
"401","2013-12-05",32.029999
"402","2013-12-06",32.990002
"403","2013-12-09",32.77
"404","2013-12-10",33.029999
"405","2013-12-11",32.610001
"406","2013-12-12",32.880001
"407","2013-12-13",33.439999
"408","2013-12-16",33.900002
"409","2013-12-17",34.529999
"410","2013-12-18",35.240002
"411","2013-12-19",34.900002
"412","2013-12-20",34.669998
"413","2013-12-23",35.349998
"414","2013-12-24",36.110001
"415","2013-12-26",36.139999
"416","2013-12-27",35.73
"417","2013-12-30",34.610001
"418","2013-12-31",35.619999
"419","2014-01-02",34.990002
"420","2014-01-03",35.93
"421","2014-01-06",35.950001
"422","2014-01-07",35.91
"423","2014-01-08",36.060001
"424","2014-01-09",36.419998
"425","2014-01-10",36.799999
"426","2014-01-13",36.25
"427","2014-01-14",37.91
"428","2014-01-15",36.990002
"429","2014-01-16",36.919998
"430","2014-01-17",35.830002
"431","2014-01-21",36.509998
"432","2014-01-22",37.09
"433","2014-01-23",36.779999
"434","2014-01-24",36.040001
"435","2014-01-27",35.720001
"436","2014-01-28",35.650002
"437","2014-01-29",35.799999
"438","2014-01-30",36.060001
"439","2014-01-31",34.810001
"440","2014-02-03",33.450001
"441","2014-02-04",32.959999
"442","2014-02-05",32.43
"443","2014-02-06",33.990002
"444","2014-02-07",34.619999
"445","2014-02-10",34.880001
"446","2014-02-11",34.990002
"447","2014-02-12",34.549999
"448","2014-02-13",35.169998
"449","2014-02-14",35.23
"450","2014-02-18",35.459999
"451","2014-02-19",35
"452","2014-02-20",35.970001
"453","2014-02-21",37
"454","2014-02-24",37.84
"455","2014-02-25",37.849998
"456","2014-02-26",37.709999
"457","2014-02-27",36.060001
"458","2014-02-28",36.27
"459","2014-03-03",35.5
"460","2014-03-04",34.02
"461","2014-03-05",34.259998
"462","2014-03-06",35.110001
"463","2014-03-07",34.540001
"464","2014-03-10",34.810001
"465","2014-03-11",34.380001
"466","2014-03-12",34.189999
"467","2014-03-13",32.889999
"468","2014-03-14",32.599998
"469","2014-03-17",33.82
"470","2014-03-18",34.099998
"471","2014-03-19",33.32
"472","2014-03-20",33.330002
"473","2014-03-21",32.82
"474","2014-03-24",31.67
"475","2014-03-25",31.35
"476","2014-03-26",32.860001
"477","2014-03-27",33.540001
"478","2014-03-28",34.299999
"479","2014-03-31",35.139999
"480","2014-04-01",35.41
"481","2014-04-02",35.110001
"482","2014-04-03",35.439999
"483","2014-04-04",35.049999
"484","2014-04-07",33.369999
"485","2014-04-08",33.349998
"486","2014-04-09",34.48
"487","2014-04-10",34
"488","2014-04-11",33.720001
"489","2014-04-14",33.23
"490","2014-04-15",32.720001
"491","2014-04-16",32.990002
"492","2014-04-17",33.450001
"493","2014-04-21",33.990002
"494","2014-04-22",34.700001
"495","2014-04-23",34.470001
"496","2014-04-24",34.689999
"497","2014-04-25",34.639999
"498","2014-04-28",34.080002
"499","2014-04-29",34.209999
"500","2014-04-30",32.080002
"501","2014-05-01",32.599998
"502","2014-05-02",32.02
"503","2014-05-05",31.75
"504","2014-05-06",31.08
"505","2014-05-07",30.190001
"506","2014-05-08",30.27
"507","2014-05-09",31.450001
"508","2014-05-12",31.190001
"509","2014-05-13",31.059999
"510","2014-05-14",31.549999
"511","2014-05-15",31.01
"512","2014-05-16",30.190001
"513","2014-05-19",30.440001
"514","2014-05-20",30.42
"515","2014-05-21",31.27
"516","2014-05-22",31.59
"517","2014-05-23",31.4
"518","2014-05-27",31.360001
"519","2014-05-28",31.65
"520","2014-05-29",31.879999
"521","2014-05-30",30.969999
"522","2014-06-02",31.52
"523","2014-06-03",32.43
"524","2014-06-04",31.959999
"525","2014-06-05",31.85
"526","2014-06-06",33.009998
"527","2014-06-09",33.099998
"528","2014-06-10",33.41
"529","2014-06-11",32.630001
"530","2014-06-12",32.639999
"531","2014-06-13",32.130001
"532","2014-06-16",33.580002
"533","2014-06-17",34.419998
"534","2014-06-18",34.880001
"535","2014-06-19",34.5
"536","2014-06-20",34.599998
"537","2014-06-23",34.830002
"538","2014-06-24",34.369999
"539","2014-06-25",33.990002
"540","2014-06-26",34.299999
"541","2014-06-27",33.650002
"542","2014-06-30",33.959999
"543","2014-07-01",34.549999
"544","2014-07-02",34.990002
"545","2014-07-03",34.950001
"546","2014-07-07",35.119999
"547","2014-07-08",34.32
"548","2014-07-09",33.900002
"549","2014-07-10",32.849998
"550","2014-07-11",33.209999
"551","2014-07-14",33.66
"552","2014-07-15",33.82
"553","2014-07-16",34.639999
"554","2014-07-17",33.599998
"555","2014-07-18",33.68
"556","2014-07-21",33.5
"557","2014-07-22",34.049999
"558","2014-07-23",34.77
"559","2014-07-24",34.720001
"560","2014-07-25",34.470001
"561","2014-07-28",34.09
"562","2014-07-29",34.389999
"563","2014-07-30",34.709999
"564","2014-07-31",33.380001
"565","2014-08-01",32.799999
"566","2014-08-04",31.940001
"567","2014-08-05",30.950001
"568","2014-08-06",31
"569","2014-08-07",30.59
"570","2014-08-08",31.450001
"571","2014-08-11",32.200001
"572","2014-08-12",31.98
"573","2014-08-13",32.27
"574","2014-08-14",32.400002
"575","2014-08-15",32.540001
"576","2014-08-18",33.049999
"577","2014-08-19",33.009998
"578","2014-08-20",33.16
"579","2014-08-21",32.82
"580","2014-08-22",32.139999
"581","2014-08-25",32.34
"582","2014-08-26",32.43
"583","2014-08-27",33.119999
"584","2014-08-28",33.23
"585","2014-08-29",33.259998
"586","2014-09-02",32.84
"587","2014-09-03",33.009998
"588","2014-09-04",32.84
"589","2014-09-05",32.619999
"590","2014-09-08",31.790001
"591","2014-09-09",31.48
"592","2014-09-10",31.33
"593","2014-09-11",31.93
"594","2014-09-12",31.27
"595","2014-09-15",30.690001
"596","2014-09-16",30.84
"597","2014-09-17",31.18
"598","2014-09-18",30.799999
"599","2014-09-19",31.09
"600","2014-09-22",30.610001
"601","2014-09-23",29.950001
"602","2014-09-24",29.860001
"603","2014-09-25",30.16
"604","2014-09-26",30.940001
"605","2014-09-29",30.440001
"606","2014-09-30",30.459999
"607","2014-10-01",29.33
"608","2014-10-02",29.280001
"609","2014-10-03",29.77
"610","2014-10-06",30.139999
"611","2014-10-07",29.370001
"612","2014-10-08",29.469999
"613","2014-10-09",28.5
"614","2014-10-10",28.110001
"615","2014-10-13",27.25
"616","2014-10-14",27.65
"617","2014-10-15",27.629999
"618","2014-10-16",27.68
"619","2014-10-17",28.290001
"620","2014-10-20",28.99
"621","2014-10-21",29.940001
"622","2014-10-22",29.370001
"623","2014-10-23",29.719999
"624","2014-10-24",30.440001
"625","2014-10-27",29.809999
"626","2014-10-28",29.83
"627","2014-10-29",28.66
"628","2014-10-30",27.559999
"629","2014-10-31",27.76
"630","2014-11-03",28.110001
"631","2014-11-04",28.59
"632","2014-11-05",28.59
"633","2014-11-06",28.26
"634","2014-11-07",28.940001
"635","2014-11-10",29.059999
"636","2014-11-11",29.110001
"637","2014-11-12",29.389999
"638","2014-11-13",29.690001
"639","2014-11-14",29.6
"640","2014-11-17",29.860001
"641","2014-11-18",29.459999
"642","2014-11-19",29.51
"643","2014-11-20",29.200001
"644","2014-11-21",29.799999
"645","2014-11-24",29.459999
"646","2014-11-25",29.23
"647","2014-11-26",29.049999
"648","2014-11-28",28.629999
"649","2014-12-01",27.440001
"650","2014-12-02",27.719999
"651","2014-12-03",28.450001
"652","2014-12-04",28.559999
"653","2014-12-05",28.719999
"654","2014-12-08",28.02
"655","2014-12-09",27.76
"656","2014-12-10",26.92
"657","2014-12-11",27.290001
"658","2014-12-12",26.48
"659","2014-12-15",25.76
"660","2014-12-16",25.540001
"661","2014-12-17",26.290001
"662","2014-12-18",27.01
"663","2014-12-19",27.450001
"664","2014-12-22",26.860001
"665","2014-12-23",27.290001
"666","2014-12-24",26.9
"667","2014-12-26",26.92
"668","2014-12-29",26.76
"669","2014-12-30",27.34
"670","2014-12-31",27.5
"671","2015-01-02",28.18
"672","2015-01-05",27.870001
"673","2015-01-06",26.870001
"674","2015-01-07",26.83
"675","2015-01-08",26.91
"676","2015-01-09",26.58
"677","2015-01-12",25.85
"678","2015-01-13",25.65
"679","2015-01-14",25.25
"680","2015-01-15",24.82
"681","2015-01-16",24.870001
"682","2015-01-20",24.83
"683","2015-01-21",25
"684","2015-01-22",25.27
"685","2015-01-23",25.66
"686","2015-01-26",26.15
"687","2015-01-27",26.379999
"688","2015-01-28",26.43
"689","2015-01-29",26.219999
"690","2015-01-30",26.299999
"691","2015-02-02",26.91
"692","2015-02-03",26.969999
"693","2015-02-04",26.549999
"694","2015-02-05",26.49
"695","2015-02-06",26.610001
"696","2015-02-09",26.940001
"697","2015-02-10",27.049999
"698","2015-02-11",27.629999
"699","2015-02-12",28.139999
"700","2015-02-13",28.18
"701","2015-02-17",28.02
"702","2015-02-18",28.440001
"703","2015-02-19",27.02
"704","2015-02-20",27.040001
"705","2015-02-23",26.450001
"706","2015-02-24",26.469999
"707","2015-02-25",26.08
"708","2015-02-26",25.639999
"709","2015-02-27",25.85
"710","2015-03-02",26
"711","2015-03-03",25.93
"712","2015-03-04",26.700001
"713","2015-03-05",26.969999
"714","2015-03-06",27.290001
"715","2015-03-09",27.24
"716","2015-03-10",27.209999
"717","2015-03-11",26.83
"718","2015-03-12",26.85
"719","2015-03-13",26.280001
"720","2015-03-16",26.25
"721","2015-03-17",26.309999
"722","2015-03-18",26.35
"723","2015-03-19",26.18
"724","2015-03-20",26.68
"725","2015-03-23",26.85
"726","2015-03-24",27.07
"727","2015-03-25",26.620001
"728","2015-03-26",26.379999
"729","2015-03-27",26.98
"730","2015-03-30",27.08
"731","2015-03-31",27.1
"732","2015-04-01",27.809999
"733","2015-04-02",27.799999
"734","2015-04-06",27.68
"735","2015-04-07",27.940001
"736","2015-04-08",27.77
"737","2015-04-09",27.540001
"738","2015-04-10",27.809999
"739","2015-04-13",28.1
"740","2015-04-14",28.290001
"741","2015-04-15",28.33
"742","2015-04-16",28.709999
"743","2015-04-17",28.709999
"744","2015-04-20",29.73
"745","2015-04-21",29.389999
"746","2015-04-22",29.75
"747","2015-04-23",29.870001
"748","2015-04-24",29.77
"749","2015-04-27",29.790001
"750","2015-04-28",29.950001
"751","2015-04-29",29.780001
"752","2015-04-30",30.190001
"753","2015-05-01",30.84
"754","2015-05-04",31.49
"755","2015-05-05",30.870001
"756","2015-05-06",30.25
"757","2015-05-07",30.08
"758","2015-05-08",30.209999
"759","2015-05-11",29.950001
"760","2015-05-12",29.799999
"761","2015-05-13",29.68
"762","2015-05-14",29.709999
"763","2015-05-15",29.73
"764","2015-05-18",29.959999
"765","2015-05-19",30.09
"766","2015-05-20",30.129999
"767","2015-05-21",30.25
"768","2015-05-22",30.450001
"769","2015-05-26",30.309999
"770","2015-05-27",30.49
"771","2015-05-28",30.790001
"772","2015-05-29",30.83
"773","2015-06-01",30.969999
"774","2015-06-02",29.450001
"775","2015-06-03",29.18
"776","2015-06-04",29.27
"777","2015-06-05",29.43
"778","2015-06-08",29.209999
"779","2015-06-09",29
"780","2015-06-10",28.969999
"781","2015-06-11",29.07
"782","2015-06-12",28.74
"783","2015-06-15",28.18
"784","2015-06-16",28.41
"785","2015-06-17",28.389999
"786","2015-06-18",28.49
"787","2015-06-19",28.610001
"788","2015-06-22",28.559999
"789","2015-06-23",28.98
"790","2015-06-24",28.65
"791","2015-06-25",28.709999
"792","2015-06-26",28.540001
"793","2015-06-29",28.01
"794","2015-06-30",28.15
"795","2015-07-01",28.209999
"796","2015-07-02",28.629999
"797","2015-07-06",27.99
"798","2015-07-07",27.940001
"799","2015-07-08",26.940001
"800","2015-07-09",27.440001
"801","2015-07-10",27.440001
"802","2015-07-13",27.83
"803","2015-07-14",28.389999
"804","2015-07-15",28.469999
"805","2015-07-16",28.43
"806","2015-07-17",28.41
"807","2015-07-20",27.799999
"808","2015-07-21",28.02
"809","2015-07-22",27.610001
"810","2015-07-23",26.9
"811","2015-07-24",26.15
"812","2015-07-27",25.99
"813","2015-07-28",26.02
"814","2015-07-29",26.35
"815","2015-07-30",26.530001
"816","2015-07-31",26.610001
"817","2015-08-03",26.049999
"818","2015-08-04",25.93
"819","2015-08-05",25.48
"820","2015-08-06",25.15
"821","2015-08-07",25.02
"822","2015-08-10",25.17
"823","2015-08-11",24.280001
"824","2015-08-12",24.200001
"825","2015-08-13",24.33
"826","2015-08-14",24.790001
"827","2015-08-17",23.629999
"828","2015-08-18",23.040001
"829","2015-08-19",22.57
"830","2015-08-20",21.450001
"831","2015-08-21",21.16
"832","2015-08-24",19.98
"833","2015-08-25",20.35
"834","2015-08-26",21.110001
"835","2015-08-27",22.33
"836","2015-08-28",21.9
"837","2015-08-31",21.16
"838","2015-09-01",20.16
"839","2015-09-02",19.959999
"840","2015-09-03",20.559999
"841","2015-09-04",20.17
"842","2015-09-08",20.91
"843","2015-09-09",20.66
"844","2015-09-10",20.459999
"845","2015-09-11",20.59
"846","2015-09-14",20.35
"847","2015-09-15",20.49
"848","2015-09-16",20.219999
"849","2015-09-17",20.719999
"850","2015-09-18",19.99
"851","2015-09-21",20.049999
"852","2015-09-22",19.58
"853","2015-09-23",19.190001
"854","2015-09-24",18.58
"855","2015-09-25",18.379999
"856","2015-09-28",17.299999
"857","2015-09-29",16.75
"858","2015-09-30",16.799999
"859","2015-10-01",16.52
"860","2015-10-02",16.870001
"861","2015-10-05",18.42
"862","2015-10-06",18.440001
"863","2015-10-07",18.959999
"864","2015-10-08",18.889999
"865","2015-10-09",19.27
"866","2015-10-12",19.16
"867","2015-10-13",19.35
"868","2015-10-14",19.1
"869","2015-10-15",19.35
"870","2015-10-16",19.5
"871","2015-10-19",18.709999
"872","2015-10-20",18.799999
"873","2015-10-21",18.790001
"874","2015-10-22",18.82
"875","2015-10-23",19.040001
"876","2015-10-26",19.370001
"877","2015-10-27",19.26
"878","2015-10-28",18.83
"879","2015-10-29",19.040001
"880","2015-10-30",18.74
"881","2015-11-02",20.08
"882","2015-11-03",20.42
"883","2015-11-04",20.549999
"884","2015-11-05",20.040001
"885","2015-11-06",19.620001
"886","2015-11-09",18.969999
"887","2015-11-10",18.610001
"888","2015-11-11",18.440001
"889","2015-11-12",17.74
"890","2015-11-13",17.57
"891","2015-11-16",17.35
"892","2015-11-17",17.17
"893","2015-11-18",17.26
"894","2015-11-19",17.33
"895","2015-11-20",17.469999
"896","2015-11-23",17.92
"897","2015-11-24",18.059999
"898","2015-11-25",18.030001
"899","2015-11-27",18.040001
"900","2015-11-30",18.030001
"901","2015-12-01",17.860001
"902","2015-12-02",17.530001
"903","2015-12-03",17.48
"904","2015-12-04",17.33
"905","2015-12-07",17.17
"906","2015-12-08",16.6
"907","2015-12-09",16.540001
"908","2015-12-10",16.51
"909","2015-12-11",15.68
"910","2015-12-14",15.17
"911","2015-12-15",15.69
"912","2015-12-16",15.67
"913","2015-12-17",15.93
"914","2015-12-18",15.61
"915","2015-12-21",15.8
"916","2015-12-22",15.68
"917","2015-12-23",16.07
"918","2015-12-24",16.08
"919","2015-12-28",15.87
"920","2015-12-29",15.78
"921","2015-12-30",15.62
"922","2015-12-31",15.62
"923","2016-01-04",15.56
"924","2016-01-05",15.54
"925","2016-01-06",15.24
"926","2016-01-07",14.41
"927","2016-01-08",13.88
"928","2016-01-11",13.38
"929","2016-01-12",13.4
"930","2016-01-13",12.48
"931","2016-01-14",13.43
"932","2016-01-15",13.28
"933","2016-01-19",13
"934","2016-01-20",12.11
"935","2016-01-21",12.7
"936","2016-01-22",13.55
"937","2016-01-25",12.91
"938","2016-01-26",13.26
"939","2016-01-27",13.11
"940","2016-01-28",13.23
"941","2016-01-29",13.68
"942","2016-02-01",13.38
"943","2016-02-02",12.79
"944","2016-02-03",12.54
"945","2016-02-04",12.78
"946","2016-02-05",12.77
"947","2016-02-08",12.05
"948","2016-02-09",11.69
"949","2016-02-10",11.86
"950","2016-02-11",11.7
"951","2016-02-12",12.89
"952","2016-02-16",13.42
"953","2016-02-17",14.54
"954","2016-02-18",15.22
"955","2016-02-19",15.05
"956","2016-02-22",15.38
"957","2016-02-23",14.66
"958","2016-02-24",14.41
"959","2016-02-25",14.69
"960","2016-02-26",15.09
"961","2016-02-29",15.43
"962","2016-03-01",15.87
"963","2016-03-02",16.139999
"964","2016-03-03",16.629999
"965","2016-03-04",16.440001
"966","2016-03-07",16.66
