"","date","WPC"
"1","2007-01-03",30.459999
"2","2007-01-04",30.41
"3","2007-01-05",30.049999
"4","2007-01-08",30.200001
"5","2007-01-09",30.290001
"6","2007-01-10",30.799999
"7","2007-01-11",31.23
"8","2007-01-12",31.73
"9","2007-01-16",31.59
"10","2007-01-17",31.75
"11","2007-01-18",32.099998
"12","2007-01-19",32.5
"13","2007-01-22",32.599998
"14","2007-01-23",31.85
"15","2007-01-24",32.09
"16","2007-01-25",32.119999
"17","2007-01-26",32.080002
"18","2007-01-29",32.040001
"19","2007-01-30",32.02
"20","2007-01-31",31.65
"21","2007-02-01",31.799999
"22","2007-02-02",31.75
"23","2007-02-05",31.6
"24","2007-02-06",31.639999
"25","2007-02-07",31.48
"26","2007-02-08",31.51
"27","2007-02-09",31.200001
"28","2007-02-12",30.99
"29","2007-02-13",31.299999
"30","2007-02-14",31.110001
"31","2007-02-15",31.299999
"32","2007-02-16",31.200001
"33","2007-02-20",31.700001
"34","2007-02-21",31.85
"35","2007-02-22",31.85
"36","2007-02-23",32.720001
"37","2007-02-26",32.810001
"38","2007-02-27",31.9
"39","2007-02-28",32.259998
"40","2007-03-01",32.169998
"41","2007-03-02",32.240002
"42","2007-03-05",31.99
"43","2007-03-06",32.119999
"44","2007-03-07",32
"45","2007-03-08",32.240002
"46","2007-03-09",33.639999
"47","2007-03-12",33.880001
"48","2007-03-13",33.360001
"49","2007-03-14",33.27
"50","2007-03-15",33.529999
"51","2007-03-16",33.950001
"52","2007-03-19",34.009998
"53","2007-03-20",33.66
"54","2007-03-21",34.200001
"55","2007-03-22",34.099998
"56","2007-03-23",33.990002
"57","2007-03-26",33.889999
"58","2007-03-27",33.740002
"59","2007-03-28",33.459999
"60","2007-03-29",32.779999
"61","2007-03-30",33.369999
"62","2007-04-02",33.5
"63","2007-04-03",34.419998
"64","2007-04-04",33.860001
"65","2007-04-05",34.57
"66","2007-04-09",33.98
"67","2007-04-10",34.200001
"68","2007-04-11",33.470001
"69","2007-04-12",33.299999
"70","2007-04-13",34.18
"71","2007-04-16",34.080002
"72","2007-04-17",34.16
"73","2007-04-18",34.099998
"74","2007-04-19",34.150002
"75","2007-04-20",34.119999
"76","2007-04-23",33.900002
"77","2007-04-24",33.040001
"78","2007-04-25",34.040001
"79","2007-04-26",34.119999
"80","2007-04-27",34.869999
"81","2007-04-30",34.25
"82","2007-05-01",34.630001
"83","2007-05-02",34.650002
"84","2007-05-03",34.52
"85","2007-05-04",34.580002
"86","2007-05-07",35.209999
"87","2007-05-08",34.959999
"88","2007-05-09",35.400002
"89","2007-05-10",34.970001
"90","2007-05-11",35.27
"91","2007-05-14",34.650002
"92","2007-05-15",34.369999
"93","2007-05-16",34.5
"94","2007-05-17",34.27
"95","2007-05-18",34.240002
"96","2007-05-21",34.18
"97","2007-05-22",34.07
"98","2007-05-23",33.810001
"99","2007-05-24",33.75
"100","2007-05-25",33.650002
"101","2007-05-29",33.869999
"102","2007-05-30",33.810001
"103","2007-05-31",33.900002
"104","2007-06-01",33.73
"105","2007-06-04",33.810001
"106","2007-06-05",33.75
"107","2007-06-06",33.27
"108","2007-06-07",32.240002
"109","2007-06-08",31.5
"110","2007-06-11",31.35
"111","2007-06-12",30.73
"112","2007-06-13",31.309999
"113","2007-06-14",30.51
"114","2007-06-15",30.6
"115","2007-06-18",30.440001
"116","2007-06-19",30.48
"117","2007-06-20",30.799999
"118","2007-06-21",30.299999
"119","2007-06-22",30.1
"120","2007-06-25",30.190001
"121","2007-06-26",30.66
"122","2007-06-27",30.559999
"123","2007-06-28",30.75
"124","2007-06-29",31.450001
"125","2007-07-02",32.040001
"126","2007-07-03",32.290001
"127","2007-07-05",32.5
"128","2007-07-06",32.709999
"129","2007-07-09",32.93
"130","2007-07-10",32.84
"131","2007-07-11",32.790001
"132","2007-07-12",32.900002
"133","2007-07-13",32.240002
"134","2007-07-16",32.52
"135","2007-07-17",32.189999
"136","2007-07-18",32.110001
"137","2007-07-19",32
"138","2007-07-20",32.080002
"139","2007-07-23",32.16
"140","2007-07-24",31.9
"141","2007-07-25",32.259998
"142","2007-07-26",31.9
"143","2007-07-27",31.459999
"144","2007-07-30",31.370001
"145","2007-07-31",31.059999
"146","2007-08-01",31.190001
"147","2007-08-02",31.690001
"148","2007-08-03",30.68
"149","2007-08-06",30
"150","2007-08-07",30.559999
"151","2007-08-08",31.1
"152","2007-08-09",30.629999
"153","2007-08-10",29.620001
"154","2007-08-13",31.25
"155","2007-08-14",30.15
"156","2007-08-15",29.93
"157","2007-08-16",30.07
"158","2007-08-17",31.200001
"159","2007-08-20",30.950001
"160","2007-08-21",29.879999
"161","2007-08-22",31.26
"162","2007-08-23",31.280001
"163","2007-08-24",31.25
"164","2007-08-27",31.25
"165","2007-08-28",30.48
"166","2007-08-29",31.18
"167","2007-08-30",30.57
"168","2007-08-31",31.219999
"169","2007-09-04",31.25
"170","2007-09-05",31.110001
"171","2007-09-06",31.15
"172","2007-09-07",31.139999
"173","2007-09-10",31.08
"174","2007-09-11",31.370001
"175","2007-09-12",31.83
"176","2007-09-13",31.879999
"177","2007-09-14",32.310001
"178","2007-09-17",31.1
"179","2007-09-18",31.99
"180","2007-09-19",31.99
"181","2007-09-20",31.93
"182","2007-09-21",32.009998
"183","2007-09-24",31.57
"184","2007-09-25",31.549999
"185","2007-09-26",31.4
"186","2007-09-27",31.49
"187","2007-09-28",31.5
"188","2007-10-01",32.09
"189","2007-10-02",31.540001
"190","2007-10-03",31.139999
"191","2007-10-04",31.360001
"192","2007-10-05",31.65
"193","2007-10-08",31.51
"194","2007-10-09",31.700001
"195","2007-10-10",31.620001
"196","2007-10-11",31.85
"197","2007-10-12",32.049999
"198","2007-10-15",31.93
"199","2007-10-16",31.5
"200","2007-10-17",32.080002
"201","2007-10-18",32.5
"202","2007-10-19",31.92
"203","2007-10-22",31.950001
"204","2007-10-23",32.279999
"205","2007-10-24",32.419998
"206","2007-10-25",32.880001
"207","2007-10-26",33.32
"208","2007-10-29",34.150002
"209","2007-10-30",34.939999
"210","2007-10-31",34.950001
"211","2007-11-01",34.349998
"212","2007-11-02",35
"213","2007-11-05",34.959999
"214","2007-11-06",34.389999
"215","2007-11-07",34.150002
"216","2007-11-08",33.860001
"217","2007-11-09",33.880001
"218","2007-11-12",34.290001
"219","2007-11-13",34.990002
"220","2007-11-14",34.509998
"221","2007-11-15",34.740002
"222","2007-11-16",34.759998
"223","2007-11-19",33.57
"224","2007-11-20",33.040001
"225","2007-11-21",32.830002
"226","2007-11-23",33.5
"227","2007-11-26",33
"228","2007-11-27",33.040001
"229","2007-11-28",34.450001
"230","2007-11-29",34.099998
"231","2007-11-30",34.950001
"232","2007-12-03",35.549999
"233","2007-12-04",34.299999
"234","2007-12-05",35.299999
"235","2007-12-06",36.029999
"236","2007-12-07",36.349998
"237","2007-12-10",36.43
"238","2007-12-11",35.459999
"239","2007-12-12",34.200001
"240","2007-12-13",33.900002
"241","2007-12-14",33.549999
"242","2007-12-17",32.5
"243","2007-12-18",33.139999
"244","2007-12-19",33.049999
"245","2007-12-20",33.23
"246","2007-12-21",33.220001
"247","2007-12-24",34.919998
"248","2007-12-26",34.349998
"249","2007-12-27",33.27
"250","2007-12-28",33.040001
"251","2007-12-31",33.200001
"252","2008-01-02",32.82
"253","2008-01-03",32.77
"254","2008-01-04",32.509998
"255","2008-01-07",32.049999
"256","2008-01-08",32.189999
"257","2008-01-09",32.200001
"258","2008-01-10",32.18
"259","2008-01-11",32.110001
"260","2008-01-14",33
"261","2008-01-15",32.75
"262","2008-01-16",32.630001
"263","2008-01-17",31.84
"264","2008-01-18",29.6
"265","2008-01-22",28.98
"266","2008-01-23",31.34
"267","2008-01-24",30.9
"268","2008-01-25",30.33
"269","2008-01-28",31.719999
"270","2008-01-29",32.279999
"271","2008-01-30",32.66
"272","2008-01-31",33.98
"273","2008-02-01",34
"274","2008-02-04",33.759998
"275","2008-02-05",33.009998
"276","2008-02-06",32.650002
"277","2008-02-07",32.450001
"278","2008-02-08",32.240002
"279","2008-02-11",32.700001
"280","2008-02-12",32.41
"281","2008-02-13",33
"282","2008-02-14",32.060001
"283","2008-02-15",32.150002
"284","2008-02-19",32.5
"285","2008-02-20",32.59
"286","2008-02-21",32.130001
"287","2008-02-22",32.299999
"288","2008-02-25",33.150002
"289","2008-02-26",32.919998
"290","2008-02-27",32.619999
"291","2008-02-28",32.360001
"292","2008-02-29",32.509998
"293","2008-03-03",32.060001
"294","2008-03-04",31.52
"295","2008-03-05",30.75
"296","2008-03-06",29.9
"297","2008-03-07",29.91
"298","2008-03-10",29.959999
"299","2008-03-11",30.73
"300","2008-03-12",30.73
"301","2008-03-13",31.26
"302","2008-03-14",30.860001
"303","2008-03-17",29.93
"304","2008-03-18",29.530001
"305","2008-03-19",30.049999
"306","2008-03-20",30.709999
"307","2008-03-24",31.65
"308","2008-03-25",31.290001
"309","2008-03-26",31.389999
"310","2008-03-27",30.809999
"311","2008-03-28",29.950001
"312","2008-03-31",29.969999
"313","2008-04-01",30.870001
"314","2008-04-02",30.450001
"315","2008-04-03",30.549999
"316","2008-04-04",30
"317","2008-04-07",30.120001
"318","2008-04-08",30.059999
"319","2008-04-09",28.940001
"320","2008-04-10",29.23
"321","2008-04-11",28.01
"322","2008-04-14",28.200001
"323","2008-04-15",27.74
"324","2008-04-16",28.6
"325","2008-04-17",28.32
"326","2008-04-18",28.389999
"327","2008-04-21",28.57
"328","2008-04-22",29.5
"329","2008-04-23",29.629999
"330","2008-04-24",29.620001
"331","2008-04-25",29.92
"332","2008-04-28",30.190001
"333","2008-04-29",29.92
"334","2008-04-30",29.879999
"335","2008-05-01",30.74
"336","2008-05-02",30.549999
"337","2008-05-05",30.16
"338","2008-05-06",30.52
"339","2008-05-07",29.99
"340","2008-05-08",30.139999
"341","2008-05-09",30
"342","2008-05-12",30.530001
"343","2008-05-13",31.18
"344","2008-05-14",30.709999
"345","2008-05-15",31.23
"346","2008-05-16",30.860001
"347","2008-05-19",31.15
"348","2008-05-20",31.200001
"349","2008-05-21",30.950001
"350","2008-05-22",31.389999
"351","2008-05-23",31.469999
"352","2008-05-27",31.5
"353","2008-05-28",31.85
"354","2008-05-29",32.049999
"355","2008-05-30",32.349998
"356","2008-06-02",32.34
"357","2008-06-03",32.419998
"358","2008-06-04",32.52
"359","2008-06-05",33.009998
"360","2008-06-06",32.290001
"361","2008-06-09",32.139999
"362","2008-06-10",33.580002
"363","2008-06-11",32.040001
"364","2008-06-12",31.940001
"365","2008-06-13",32
"366","2008-06-16",32.23
"367","2008-06-17",31.65
"368","2008-06-18",30.74
"369","2008-06-19",30.74
"370","2008-06-20",29.879999
"371","2008-06-23",29.42
"372","2008-06-24",29.6
"373","2008-06-25",29.889999
"374","2008-06-26",28.92
"375","2008-06-27",28.719999
"376","2008-06-30",28.709999
"377","2008-07-01",28.129999
"378","2008-07-02",27.75
"379","2008-07-03",27.549999
"380","2008-07-07",27.200001
"381","2008-07-08",27.700001
"382","2008-07-09",27.290001
"383","2008-07-10",27.57
"384","2008-07-11",27.25
"385","2008-07-14",27.49
"386","2008-07-15",28
"387","2008-07-16",28.65
"388","2008-07-17",28.780001
"389","2008-07-18",28.73
"390","2008-07-21",28.780001
"391","2008-07-22",29.049999
"392","2008-07-23",29.200001
"393","2008-07-24",28.59
"394","2008-07-25",28.82
"395","2008-07-28",28.049999
"396","2008-07-29",28.93
"397","2008-07-30",29.459999
"398","2008-07-31",29.280001
"399","2008-08-01",28.65
"400","2008-08-04",27.92
"401","2008-08-05",28.59
"402","2008-08-06",29.18
"403","2008-08-07",29.43
"404","2008-08-08",29.889999
"405","2008-08-11",30
"406","2008-08-12",29.799999
"407","2008-08-13",29.9
"408","2008-08-14",30.42
"409","2008-08-15",30.5
"410","2008-08-18",30.709999
"411","2008-08-19",29.9
"412","2008-08-20",29.959999
"413","2008-08-21",29.969999
"414","2008-08-22",30.77
"415","2008-08-25",30.5
"416","2008-08-26",30.559999
"417","2008-08-27",30.25
"418","2008-08-28",30.690001
"419","2008-08-29",30.43
"420","2008-09-02",30.1
"421","2008-09-03",30.16
"422","2008-09-04",29.82
"423","2008-09-05",30
"424","2008-09-08",29.98
"425","2008-09-09",29.9
"426","2008-09-10",29.799999
"427","2008-09-11",29.6
"428","2008-09-12",29.75
"429","2008-09-15",29.1
"430","2008-09-16",27.92
"431","2008-09-17",25.83
"432","2008-09-18",25.780001
"433","2008-09-19",28.02
"434","2008-09-22",27.01
"435","2008-09-23",26.84
"436","2008-09-24",26.9
"437","2008-09-25",27.26
"438","2008-09-26",26.549999
"439","2008-09-29",25.58
"440","2008-09-30",26.1
"441","2008-10-01",26.24
"442","2008-10-02",24.940001
"443","2008-10-03",25.42
"444","2008-10-06",23.35
"445","2008-10-07",22.27
"446","2008-10-08",19.549999
"447","2008-10-09",18.450001
"448","2008-10-10",18.860001
"449","2008-10-13",22.75
"450","2008-10-14",22.23
"451","2008-10-15",22.559999
"452","2008-10-16",23.02
"453","2008-10-17",22.450001
"454","2008-10-20",23.700001
"455","2008-10-21",23.120001
"456","2008-10-22",21.52
"457","2008-10-23",21.18
"458","2008-10-24",20.200001
"459","2008-10-27",19.5
"460","2008-10-28",21.02
"461","2008-10-29",22.02
"462","2008-10-30",22.950001
"463","2008-10-31",23
"464","2008-11-03",23.719999
"465","2008-11-04",24
"466","2008-11-05",23.48
"467","2008-11-06",22
"468","2008-11-07",22.059999
"469","2008-11-10",21.49
"470","2008-11-11",21.08
"471","2008-11-12",20.42
"472","2008-11-13",21.049999
"473","2008-11-14",20.77
"474","2008-11-17",20.26
"475","2008-11-18",20.950001
"476","2008-11-19",20.83
"477","2008-11-20",20.299999
"478","2008-11-21",18.92
"479","2008-11-24",20.57
"480","2008-11-25",20.84
"481","2008-11-26",21.040001
"482","2008-11-28",21.52
"483","2008-12-01",20.639999
"484","2008-12-02",21.040001
"485","2008-12-03",23
"486","2008-12-04",23.02
"487","2008-12-05",22.99
"488","2008-12-08",22.67
"489","2008-12-09",21.5
"490","2008-12-10",22
"491","2008-12-11",22.17
"492","2008-12-12",21.84
"493","2008-12-15",21.58
"494","2008-12-16",22.719999
"495","2008-12-17",22.77
"496","2008-12-18",22.450001
"497","2008-12-19",22.200001
"498","2008-12-22",22.440001
"499","2008-12-23",22.129999
"500","2008-12-24",21.9
