"","date","IQV"
"1","2013-05-09",42.110001
"2","2013-05-10",42.389999
"3","2013-05-13",43.32
"4","2013-05-14",44.43
"5","2013-05-15",45.5
"6","2013-05-16",45.849998
"7","2013-05-17",45.52
"8","2013-05-20",45.380001
"9","2013-05-21",45.049999
"10","2013-05-22",44.650002
"11","2013-05-23",45
"12","2013-05-24",45.029999
"13","2013-05-28",45.43
"14","2013-05-29",44.470001
"15","2013-05-30",44.25
"16","2013-05-31",44.040001
"17","2013-06-03",44.580002
"18","2013-06-04",43.189999
"19","2013-06-05",42.849998
"20","2013-06-06",43.23
"21","2013-06-07",42.970001
"22","2013-06-10",43.639999
"23","2013-06-11",43.950001
"24","2013-06-12",43
"25","2013-06-13",42.900002
"26","2013-06-14",43.09
"27","2013-06-17",43.529999
"28","2013-06-18",43.889999
"29","2013-06-19",43.790001
"30","2013-06-20",43.34
"31","2013-06-21",44.189999
"32","2013-06-24",43.32
"33","2013-06-25",43
"34","2013-06-26",42.02
"35","2013-06-27",42.330002
"36","2013-06-28",42.560001
"37","2013-07-01",42.950001
"38","2013-07-02",43.060001
"39","2013-07-03",43.619999
"40","2013-07-05",43.240002
"41","2013-07-08",43.93
"42","2013-07-09",43.689999
"43","2013-07-10",43.610001
"44","2013-07-11",43.27
"45","2013-07-12",43.5
"46","2013-07-15",43.650002
"47","2013-07-16",43.740002
"48","2013-07-17",43.830002
"49","2013-07-18",44.040001
"50","2013-07-19",44.07
"51","2013-07-22",44.57
"52","2013-07-23",44.32
"53","2013-07-24",43.52
"54","2013-07-25",43.48
"55","2013-07-26",43.27
"56","2013-07-29",43.470001
"57","2013-07-30",43.389999
"58","2013-07-31",44.849998
"59","2013-08-01",46.290001
"60","2013-08-02",45.220001
"61","2013-08-05",45.330002
"62","2013-08-06",45.950001
"63","2013-08-07",45.540001
"64","2013-08-08",45.380001
"65","2013-08-09",45.639999
"66","2013-08-12",45.580002
"67","2013-08-13",45.380001
"68","2013-08-14",45.299999
"69","2013-08-15",44.75
"70","2013-08-16",44.16
"71","2013-08-19",44.32
"72","2013-08-20",44.290001
"73","2013-08-21",44
"74","2013-08-22",43.66
"75","2013-08-23",43.529999
"76","2013-08-26",43.43
"77","2013-08-27",43.119999
"78","2013-08-28",43.98
"79","2013-08-29",43.900002
"80","2013-08-30",43.259998
"81","2013-09-03",43.099998
"82","2013-09-04",43.23
"83","2013-09-05",43.189999
"84","2013-09-06",42.82
"85","2013-09-09",43.150002
"86","2013-09-10",43.77
"87","2013-09-11",43.73
"88","2013-09-12",44.470001
"89","2013-09-13",44.369999
"90","2013-09-16",44.450001
"91","2013-09-17",44.77
"92","2013-09-18",45.09
"93","2013-09-19",44
"94","2013-09-20",44.720001
"95","2013-09-23",44.860001
"96","2013-09-24",44.759998
"97","2013-09-25",44.689999
"98","2013-09-26",45.099998
"99","2013-09-27",44.93
"100","2013-09-30",44.880001
"101","2013-10-01",44.669998
"102","2013-10-02",44.040001
"103","2013-10-03",43.25
"104","2013-10-04",43.98
"105","2013-10-07",42.549999
"106","2013-10-08",41.580002
"107","2013-10-09",42.220001
"108","2013-10-10",42.57
"109","2013-10-11",42.23
"110","2013-10-14",42.02
"111","2013-10-15",41.990002
"112","2013-10-16",43.119999
"113","2013-10-17",43.529999
"114","2013-10-18",43.93
"115","2013-10-21",43.98
"116","2013-10-22",44.110001
"117","2013-10-23",43.810001
"118","2013-10-24",44.549999
"119","2013-10-25",44.310001
"120","2013-10-28",43.900002
"121","2013-10-29",43.77
"122","2013-10-30",43.380001
"123","2013-10-31",41.990002
"124","2013-11-01",43.43
"125","2013-11-04",44.200001
"126","2013-11-05",44.09
"127","2013-11-06",44
"128","2013-11-07",44.049999
"129","2013-11-08",44.09
"130","2013-11-11",43.98
"131","2013-11-12",44.139999
"132","2013-11-13",44.369999
"133","2013-11-14",43.970001
"134","2013-11-15",43.98
"135","2013-11-18",43.310001
"136","2013-11-19",42.860001
"137","2013-11-20",42.880001
"138","2013-11-21",43.25
"139","2013-11-22",43.110001
"140","2013-11-25",42.700001
"141","2013-11-26",43
"142","2013-11-27",42.990002
"143","2013-11-29",43.189999
"144","2013-12-02",42.790001
"145","2013-12-03",42.349998
"146","2013-12-04",41.939999
"147","2013-12-05",41.869999
"148","2013-12-06",42.029999
"149","2013-12-09",42.740002
"150","2013-12-10",43.73
"151","2013-12-11",43.77
"152","2013-12-12",45.07
"153","2013-12-13",44.970001
"154","2013-12-16",45.150002
"155","2013-12-17",45.220001
"156","2013-12-18",45.68
"157","2013-12-19",45.16
"158","2013-12-20",45.419998
"159","2013-12-23",46.200001
"160","2013-12-24",46.400002
"161","2013-12-26",46.48
"162","2013-12-27",46.400002
"163","2013-12-30",46.450001
"164","2013-12-31",46.34
"165","2014-01-02",45.799999
"166","2014-01-03",46.290001
"167","2014-01-06",46.029999
"168","2014-01-07",46.790001
"169","2014-01-08",47.419998
"170","2014-01-09",47.84
"171","2014-01-10",48.610001
"172","2014-01-13",49.16
"173","2014-01-14",49
"174","2014-01-15",49.5
"175","2014-01-16",49.779999
"176","2014-01-17",48.98
"177","2014-01-21",48.150002
"178","2014-01-22",48.009998
"179","2014-01-23",47.740002
"180","2014-01-24",46.209999
"181","2014-01-27",46.540001
"182","2014-01-28",47.299999
"183","2014-01-29",46.43
"184","2014-01-30",47.700001
"185","2014-01-31",47.630001
"186","2014-02-03",46.43
"187","2014-02-04",46.610001
"188","2014-02-05",48.369999
"189","2014-02-06",49
"190","2014-02-07",48.23
"191","2014-02-10",48.610001
"192","2014-02-11",49.150002
"193","2014-02-12",49.439999
"194","2014-02-13",52.200001
"195","2014-02-14",53.150002
"196","2014-02-18",53.77
"197","2014-02-19",54.939999
"198","2014-02-20",54.540001
"199","2014-02-21",53.93
"200","2014-02-24",53.630001
"201","2014-02-25",53.259998
"202","2014-02-26",53.619999
"203","2014-02-27",53.5
"204","2014-02-28",54.150002
"205","2014-03-03",52.869999
"206","2014-03-04",54.060001
"207","2014-03-05",54.119999
"208","2014-03-06",54.48
"209","2014-03-07",54.110001
"210","2014-03-10",54.299999
"211","2014-03-11",52.810001
"212","2014-03-12",52.82
"213","2014-03-13",51.240002
"214","2014-03-14",52.169998
"215","2014-03-17",52.450001
"216","2014-03-18",52.959999
"217","2014-03-19",52.720001
"218","2014-03-20",52.919998
"219","2014-03-21",51.02
"220","2014-03-24",50.439999
"221","2014-03-25",49.799999
"222","2014-03-26",50.009998
"223","2014-03-27",50.060001
"224","2014-03-28",49.970001
"225","2014-03-31",50.77
"226","2014-04-01",51.110001
"227","2014-04-02",51.07
"228","2014-04-03",50.939999
"229","2014-04-04",50.110001
"230","2014-04-07",49.709999
"231","2014-04-08",51.049999
"232","2014-04-09",51.34
"233","2014-04-10",51.400002
"234","2014-04-11",50.279999
"235","2014-04-14",50.549999
"236","2014-04-15",50.669998
"237","2014-04-16",50.599998
"238","2014-04-17",50.220001
"239","2014-04-21",50.68
"240","2014-04-22",49.950001
"241","2014-04-23",49.470001
"242","2014-04-24",49.939999
"243","2014-04-25",49.389999
"244","2014-04-28",47.52
"245","2014-04-29",47.580002
"246","2014-04-30",47.130001
"247","2014-05-01",48.759998
"248","2014-05-02",47.32
"249","2014-05-05",46.990002
"250","2014-05-06",46.75
"251","2014-05-07",47.349998
"252","2014-05-08",46.990002
"253","2014-05-09",47.540001
"254","2014-05-12",47.869999
"255","2014-05-13",47.5
"256","2014-05-14",47.759998
"257","2014-05-15",49.220001
"258","2014-05-16",49.599998
"259","2014-05-19",49.810001
"260","2014-05-20",50.400002
"261","2014-05-21",50.639999
"262","2014-05-22",50.889999
"263","2014-05-23",51.240002
"264","2014-05-27",51.259998
"265","2014-05-28",50.869999
"266","2014-05-29",50.869999
"267","2014-05-30",50.98
"268","2014-06-02",51.099998
"269","2014-06-03",51.439999
"270","2014-06-04",52.630001
"271","2014-06-05",52.810001
"272","2014-06-06",52.990002
"273","2014-06-09",52.98
"274","2014-06-10",52.669998
"275","2014-06-11",52.34
"276","2014-06-12",52.139999
"277","2014-06-13",51.610001
"278","2014-06-16",51.049999
"279","2014-06-17",51.25
"280","2014-06-18",51.25
"281","2014-06-19",52.93
"282","2014-06-20",53.330002
"283","2014-06-23",52.950001
"284","2014-06-24",52.880001
"285","2014-06-25",52.689999
"286","2014-06-26",52.279999
"287","2014-06-27",51.919998
"288","2014-06-30",53.290001
"289","2014-07-01",53.560001
"290","2014-07-02",54.419998
"291","2014-07-03",54.959999
"292","2014-07-07",55.299999
"293","2014-07-08",54.919998
"294","2014-07-09",55.049999
"295","2014-07-10",55.549999
"296","2014-07-11",55.389999
"297","2014-07-14",55.02
"298","2014-07-15",55.099998
"299","2014-07-16",54.900002
"300","2014-07-17",54.48
"301","2014-07-18",55.209999
"302","2014-07-21",55.27
"303","2014-07-22",54.970001
"304","2014-07-23",55
"305","2014-07-24",54.84
"306","2014-07-25",54.990002
"307","2014-07-28",54.799999
"308","2014-07-29",55.939999
"309","2014-07-30",56.82
"310","2014-07-31",54.93
"311","2014-08-01",55.040001
"312","2014-08-04",55.41
"313","2014-08-05",55.529999
"314","2014-08-06",55.060001
"315","2014-08-07",55.759998
"316","2014-08-08",55.849998
"317","2014-08-11",55.939999
"318","2014-08-12",56.099998
"319","2014-08-13",56.389999
"320","2014-08-14",57.169998
"321","2014-08-15",57.02
"322","2014-08-18",57.080002
"323","2014-08-19",56.130001
"324","2014-08-20",56.049999
"325","2014-08-21",56.34
"326","2014-08-22",55.740002
"327","2014-08-25",55.490002
"328","2014-08-26",55.849998
"329","2014-08-27",56.759998
"330","2014-08-28",56.360001
"331","2014-08-29",56.119999
"332","2014-09-02",55.880001
"333","2014-09-03",55.98
"334","2014-09-04",56.27
"335","2014-09-05",55.689999
"336","2014-09-08",55.959999
"337","2014-09-09",55.540001
"338","2014-09-10",56.5
"339","2014-09-11",58.669998
"340","2014-09-12",57.57
"341","2014-09-15",57.25
"342","2014-09-16",57.16
"343","2014-09-17",56.220001
"344","2014-09-18",57
"345","2014-09-19",57.32
"346","2014-09-22",56.290001
"347","2014-09-23",55.759998
"348","2014-09-24",56.98
"349","2014-09-25",55.830002
"350","2014-09-26",56.919998
"351","2014-09-29",57.200001
"352","2014-09-30",55.779999
"353","2014-10-01",54.560001
"354","2014-10-02",54.57
"355","2014-10-03",56.189999
"356","2014-10-06",55.380001
"357","2014-10-07",54.599998
"358","2014-10-08",55.299999
"359","2014-10-09",54.639999
"360","2014-10-10",53.200001
"361","2014-10-13",52.599998
"362","2014-10-14",52.91
"363","2014-10-15",52.540001
"364","2014-10-16",54.110001
"365","2014-10-17",55.299999
"366","2014-10-20",54.779999
"367","2014-10-21",56.5
"368","2014-10-22",56.549999
"369","2014-10-23",56.990002
"370","2014-10-24",57.560001
"371","2014-10-27",57.529999
"372","2014-10-28",57.740002
"373","2014-10-29",57.990002
"374","2014-10-30",56.299999
"375","2014-10-31",58.540001
"376","2014-11-03",59.650002
"377","2014-11-04",58.849998
"378","2014-11-05",57.060001
"379","2014-11-06",57.950001
"380","2014-11-07",57.209999
"381","2014-11-10",57.220001
"382","2014-11-11",56.810001
"383","2014-11-12",56.41
"384","2014-11-13",56.389999
"385","2014-11-14",55.830002
"386","2014-11-17",56.43
"387","2014-11-18",57.330002
"388","2014-11-19",57.720001
"389","2014-11-20",57.75
"390","2014-11-21",57.860001
"391","2014-11-24",57.59
"392","2014-11-25",57.75
"393","2014-11-26",57.959999
"394","2014-11-28",57.82
"395","2014-12-01",56.75
"396","2014-12-02",57.540001
"397","2014-12-03",58.25
"398","2014-12-04",57.400002
"399","2014-12-05",57.369999
"400","2014-12-08",57
"401","2014-12-09",57.790001
"402","2014-12-10",57.209999
"403","2014-12-11",57.48
"404","2014-12-12",57.369999
"405","2014-12-15",57.049999
"406","2014-12-16",57.169998
"407","2014-12-17",57.540001
"408","2014-12-18",59.380001
"409","2014-12-19",60.389999
"410","2014-12-22",60.09
"411","2014-12-23",59.470001
"412","2014-12-24",59.48
"413","2014-12-26",60.66
"414","2014-12-29",59.950001
"415","2014-12-30",59.689999
"416","2014-12-31",58.869999
"417","2015-01-02",59.110001
"418","2015-01-05",58.41
"419","2015-01-06",57.07
"420","2015-01-07",57.77
"421","2015-01-08",59.200001
"422","2015-01-09",58.82
"423","2015-01-12",59.060001
"424","2015-01-13",59.490002
"425","2015-01-14",59.099998
"426","2015-01-15",59.040001
"427","2015-01-16",59.580002
"428","2015-01-20",59.950001
"429","2015-01-21",59.779999
"430","2015-01-22",60.540001
"431","2015-01-23",60.970001
"432","2015-01-26",61.959999
"433","2015-01-27",61.900002
"434","2015-01-28",61.66
"435","2015-01-29",61.759998
"436","2015-01-30",60.5
"437","2015-02-02",60.560001
"438","2015-02-03",60.27
"439","2015-02-04",60.75
"440","2015-02-05",61.209999
"441","2015-02-06",60.459999
"442","2015-02-09",59.240002
"443","2015-02-10",60.110001
"444","2015-02-11",60.68
"445","2015-02-12",63.25
"446","2015-02-13",63.310001
"447","2015-02-17",64.010002
"448","2015-02-18",64.610001
"449","2015-02-19",64.519997
"450","2015-02-20",65.150002
"451","2015-02-23",64.989998
"452","2015-02-24",64.489998
"453","2015-02-25",65.029999
"454","2015-02-26",64.949997
"455","2015-02-27",64.980003
"456","2015-03-02",65.540001
"457","2015-03-03",65.540001
"458","2015-03-04",64.93
"459","2015-03-05",65.699997
"460","2015-03-06",65.300003
"461","2015-03-09",65.339996
"462","2015-03-10",64.440002
"463","2015-03-11",64.980003
"464","2015-03-12",65.339996
"465","2015-03-13",66.050003
"466","2015-03-16",66.57
"467","2015-03-17",66.800003
"468","2015-03-18",66.75
"469","2015-03-19",66.870003
"470","2015-03-20",67.25
"471","2015-03-23",67.970001
"472","2015-03-24",67.449997
"473","2015-03-25",66.309998
"474","2015-03-26",66.290001
"475","2015-03-27",67.260002
"476","2015-03-30",68
"477","2015-03-31",66.970001
"478","2015-04-01",67.870003
"479","2015-04-02",66.389999
"480","2015-04-06",66.459999
"481","2015-04-07",66.199997
"482","2015-04-08",67.169998
"483","2015-04-09",67.410004
"484","2015-04-10",67.629997
"485","2015-04-13",67.870003
"486","2015-04-14",67.209999
"487","2015-04-15",67.160004
"488","2015-04-16",67.480003
"489","2015-04-17",66.690002
"490","2015-04-20",66.489998
"491","2015-04-21",66.699997
"492","2015-04-22",66.449997
"493","2015-04-23",67.690002
"494","2015-04-24",69.089996
"495","2015-04-27",68.900002
"496","2015-04-28",69.309998
"497","2015-04-29",68.470001
"498","2015-04-30",65.879997
"499","2015-05-01",67.300003
"500","2015-05-04",66.230003
"501","2015-05-05",64.589996
"502","2015-05-06",64.900002
"503","2015-05-07",64.860001
"504","2015-05-08",64.849998
"505","2015-05-11",64.360001
"506","2015-05-12",64.470001
"507","2015-05-13",65.480003
"508","2015-05-14",65.669998
