"","date","FORD"
"258","2008-01-10",2.36
"259","2008-01-11",2.35
"260","2008-01-14",2.32
"261","2008-01-15",2.33
"262","2008-01-16",2.33
"263","2008-01-17",2.31
"264","2008-01-18",2.32
"265","2008-01-22",2.28
"266","2008-01-23",2.22
"267","2008-01-24",2.22
"268","2008-01-25",2.32
"269","2008-01-28",2.3
"270","2008-01-29",2.23
"271","2008-01-30",2.34
"272","2008-01-31",2.44
"273","2008-02-01",2.24
"274","2008-02-04",2.29
"275","2008-02-05",2.2
"276","2008-02-06",2.24
"277","2008-02-07",2.14
"278","2008-02-08",2.16
"279","2008-02-11",2.11
"280","2008-02-12",2.18
"281","2008-02-13",2.18
"282","2008-02-14",2.19
"283","2008-02-15",2.2
"284","2008-02-19",2.19
"285","2008-02-20",2.23
"286","2008-02-21",2.2
"287","2008-02-22",2.17
"288","2008-02-25",2.25
"289","2008-02-26",2.22
"290","2008-02-27",2.24
"291","2008-02-28",2.3
"292","2008-02-29",2.3
"293","2008-03-03",2.46
"294","2008-03-04",2.33
"295","2008-03-05",2.29
"296","2008-03-06",2.33
"297","2008-03-07",2.36
"298","2008-03-10",2.38
"299","2008-03-11",2.3
"300","2008-03-12",2.35
"301","2008-03-13",2.4
"302","2008-03-14",2.34
"303","2008-03-17",2.3
"304","2008-03-18",2.33
"305","2008-03-19",2.3
"306","2008-03-20",2.38
"307","2008-03-24",2.26
"308","2008-03-25",2.4
"309","2008-03-26",2.43
"310","2008-03-27",2.38
"311","2008-03-28",2.35
"312","2008-03-31",2.42
"313","2008-04-01",2.38
"314","2008-04-02",2.42
"315","2008-04-03",2.38
"316","2008-04-04",2.35
"317","2008-04-07",2.39
"318","2008-04-08",2.34
"319","2008-04-09",2.39
"320","2008-04-10",2.36
"321","2008-04-11",2.35
"322","2008-04-14",2.34
"323","2008-04-15",2.33
"324","2008-04-16",2.37
"325","2008-04-17",2.36
"326","2008-04-18",2.35
"327","2008-04-21",2.4
"328","2008-04-22",2.34
"329","2008-04-23",2.37
"330","2008-04-24",2.44
"331","2008-04-25",2.38
"332","2008-04-28",2.4
"333","2008-04-29",2.41
"334","2008-04-30",2.43
"335","2008-05-01",2.43
"336","2008-05-02",2.3
"337","2008-05-05",2.37
"338","2008-05-06",2.39
"339","2008-05-07",2.37
"340","2008-05-08",2.36
"341","2008-05-09",2.34
"342","2008-05-12",2.4
"343","2008-05-13",2.39
"344","2008-05-14",2.38
"345","2008-05-15",2.34
"346","2008-05-16",2.37
"347","2008-05-19",2.3
"348","2008-05-20",2.39
"349","2008-05-21",2.41
"350","2008-05-22",2.41
"351","2008-05-23",2.41
"352","2008-05-27",2.45
"353","2008-05-28",2.55
"354","2008-05-29",2.58
"355","2008-05-30",2.57
"356","2008-06-02",2.66
"357","2008-06-03",2.65
"358","2008-06-04",2.7
"359","2008-06-05",2.67
"360","2008-06-06",2.58
"361","2008-06-09",2.64
"362","2008-06-10",2.69
"363","2008-06-11",2.7
"364","2008-06-12",2.65
"365","2008-06-13",2.65
"366","2008-06-16",2.56
"367","2008-06-17",2.56
"368","2008-06-18",2.56
"369","2008-06-19",2.54
"370","2008-06-20",2.52
"371","2008-06-23",2.52
"372","2008-06-24",2.48
"373","2008-06-25",2.49
"374","2008-06-26",2.48
"375","2008-06-27",2.54
"376","2008-06-30",2.68
"377","2008-07-01",2.53
"378","2008-07-02",2.54
"379","2008-07-03",2.58
"380","2008-07-07",2.54
"381","2008-07-08",2.52
"382","2008-07-09",2.49
"383","2008-07-10",2.49
"384","2008-07-11",2.5
"385","2008-07-14",2.54
"386","2008-07-15",2.64
"387","2008-07-16",2.55
"388","2008-07-17",2.54
"389","2008-07-18",2.55
"390","2008-07-21",2.56
"391","2008-07-22",2.54
"392","2008-07-23",2.48
"393","2008-07-24",2.5
"394","2008-07-25",2.5
"395","2008-07-28",2.46
"396","2008-07-29",2.59
"397","2008-07-30",2.6
"398","2008-07-31",2.66
"399","2008-08-01",2.68
"400","2008-08-04",2.6
"401","2008-08-05",2.52
"402","2008-08-06",2.49
"403","2008-08-07",2.46
"404","2008-08-08",2.49
"405","2008-08-11",2.46
"406","2008-08-12",2.51
"407","2008-08-13",2.48
"408","2008-08-14",2.47
"409","2008-08-15",2.57
"410","2008-08-18",2.6
"411","2008-08-19",2.48
"412","2008-08-20",2.53
"413","2008-08-21",2.68
"414","2008-08-22",2.64
"415","2008-08-25",2.55
"416","2008-08-26",2.52
"417","2008-08-27",2.53
"418","2008-08-28",2.54
"419","2008-08-29",2.51
"420","2008-09-02",2.49
"421","2008-09-03",2.48
"422","2008-09-04",2.47
"423","2008-09-05",2.55
"424","2008-09-08",2.45
"425","2008-09-09",2.45
"426","2008-09-10",2.35
"427","2008-09-11",2.33
"428","2008-09-12",2.28
"429","2008-09-15",2.17
"430","2008-09-16",2.05
"431","2008-09-17",2.22
"432","2008-09-18",2.16
"433","2008-09-19",2.01
"434","2008-09-22",2.06
"435","2008-09-23",2.06
"436","2008-09-24",2.12
"437","2008-09-25",2.15
"438","2008-09-26",2.12
"439","2008-09-29",2.09
"440","2008-09-30",2.05
"441","2008-10-01",2.05
"442","2008-10-02",1.95
"443","2008-10-03",1.88
"444","2008-10-06",1.85
"445","2008-10-07",1.77
"446","2008-10-08",1.75
"447","2008-10-09",1.76
"448","2008-10-10",2.35
"449","2008-10-13",2.55
"450","2008-10-14",2.59
"451","2008-10-15",2.42
"452","2008-10-16",2.4
"453","2008-10-17",2.46
"454","2008-10-20",2.51
"455","2008-10-21",2.45
"456","2008-10-22",2.41
"457","2008-10-23",2.22
"458","2008-10-24",2.2
"459","2008-10-27",2.18
"460","2008-10-28",2.22
"461","2008-10-29",2.27
"462","2008-10-30",2.31
"463","2008-10-31",2.38
"464","2008-11-03",2.4
"465","2008-11-04",2.6
"466","2008-11-05",2.55
"467","2008-11-06",2.48
"468","2008-11-07",2.48
"469","2008-11-10",2.38
"470","2008-11-11",2.2
"471","2008-11-12",2.35
"472","2008-11-13",2.41
"473","2008-11-14",2.37
"474","2008-11-17",2.24
"475","2008-11-18",2.15
"476","2008-11-19",2.11
"477","2008-11-20",2.1
"478","2008-11-21",2.08
"479","2008-11-24",2.28
"480","2008-11-25",2.34
"481","2008-11-26",2.4
"482","2008-11-28",2.72
"483","2008-12-01",2.84
"484","2008-12-02",2.72
"485","2008-12-03",2.76
"486","2008-12-04",2.75
"487","2008-12-05",2.6
"488","2008-12-08",3.1
"489","2008-12-09",3
"490","2008-12-10",2.92
"491","2008-12-11",2.52
"492","2008-12-12",2.48
"493","2008-12-15",2.49
"494","2008-12-16",2.58
"495","2008-12-17",2.33
"496","2008-12-18",2.07
"497","2008-12-19",2.4
"498","2008-12-22",2.39
"499","2008-12-23",2.35
"500","2008-12-24",2.21
"501","2008-12-26",2.33
"502","2008-12-29",2.28
"503","2008-12-30",2.16
"504","2008-12-31",2.23
"505","2009-01-02",2.25
"506","2009-01-05",2.35
"507","2009-01-06",2.28
"508","2009-01-07",2.35
"509","2009-01-08",2.22
"510","2009-01-09",2.3
"511","2009-01-12",2.12
"512","2009-01-13",2.02
"513","2009-01-14",2.13
"514","2009-01-15",2.24
"515","2009-01-16",2.3
"516","2009-01-20",1.99
"517","2009-01-21",2.14
"518","2009-01-22",2.04
"519","2009-01-23",1.99
"520","2009-01-26",2.01
"521","2009-01-27",2
"522","2009-01-28",2.02
"523","2009-01-29",1.97
"524","2009-01-30",1.91
"525","2009-02-02",1.87
"526","2009-02-03",1.71
"527","2009-02-04",1.78
"528","2009-02-05",1.79
"529","2009-02-06",1.82
"530","2009-02-09",1.93
"531","2009-02-10",1.74
"532","2009-02-11",1.77
"533","2009-02-12",1.8
"534","2009-02-13",1.78
"535","2009-02-17",1.76
"536","2009-02-18",1.88
"537","2009-02-19",1.88
"538","2009-02-20",1.83
"539","2009-02-23",1.81
"540","2009-02-24",1.78
"541","2009-02-25",1.79
"542","2009-02-26",1.9
"543","2009-02-27",1.7
"544","2009-03-02",1.57
"545","2009-03-03",1.56
"546","2009-03-04",1.61
"547","2009-03-05",1.73
"548","2009-03-06",1.78
"549","2009-03-09",1.8
"550","2009-03-10",1.77
"551","2009-03-11",1.85
"552","2009-03-12",1.88
"553","2009-03-13",1.8
"554","2009-03-16",1.78
"555","2009-03-17",1.84
"556","2009-03-18",1.75
"557","2009-03-19",1.71
"558","2009-03-20",1.77
"559","2009-03-23",1.82
"560","2009-03-24",1.82
"561","2009-03-25",1.83
"562","2009-03-26",1.83
"563","2009-03-27",1.73
"564","2009-03-30",1.7
"565","2009-03-31",1.86
"566","2009-04-01",1.76
"567","2009-04-02",1.75
"568","2009-04-03",1.82
"569","2009-04-06",1.71
"570","2009-04-07",1.61
"571","2009-04-08",1.61
"572","2009-04-09",1.58
"573","2009-04-13",1.69
"574","2009-04-14",1.58
"575","2009-04-15",1.59
"576","2009-04-16",1.61
"577","2009-04-17",1.65
"578","2009-04-20",1.63
"579","2009-04-21",1.67
"580","2009-04-22",1.67
"581","2009-04-23",1.68
"582","2009-04-24",1.66
"583","2009-04-27",1.63
"584","2009-04-28",1.64
"585","2009-04-29",1.65
"586","2009-04-30",1.66
"587","2009-05-01",1.63
"588","2009-05-04",1.63
"589","2009-05-05",1.67
"590","2009-05-06",1.75
"591","2009-05-07",1.65
"592","2009-05-08",1.7
"593","2009-05-11",1.68
"594","2009-05-12",1.65
"595","2009-05-13",1.64
"596","2009-05-14",1.64
"597","2009-05-15",1.61
"598","2009-05-18",1.66
"599","2009-05-19",1.6
"600","2009-05-20",1.66
"601","2009-05-21",1.58
"602","2009-05-22",1.64
"603","2009-05-26",1.58
"604","2009-05-27",1.58
"605","2009-05-28",1.62
"606","2009-05-29",1.67
"607","2009-06-01",1.64
"608","2009-06-02",1.63
"609","2009-06-03",1.7
"610","2009-06-04",1.72
"611","2009-06-05",1.66
"612","2009-06-08",1.72
"613","2009-06-09",1.65
"614","2009-06-10",1.67
"615","2009-06-11",1.7
"616","2009-06-12",1.66
"617","2009-06-15",1.68
"618","2009-06-16",1.69
"619","2009-06-17",1.62
"620","2009-06-18",1.63
"621","2009-06-19",1.63
"622","2009-06-22",1.6
"623","2009-06-23",1.6
"624","2009-06-24",1.61
"625","2009-06-25",1.69
"626","2009-06-26",1.65
"627","2009-06-29",1.6
"628","2009-06-30",1.65
"629","2009-07-01",1.66
"630","2009-07-02",1.65
"631","2009-07-06",1.59
"632","2009-07-07",1.58
"633","2009-07-08",1.65
"634","2009-07-09",1.54
"635","2009-07-10",1.55
"636","2009-07-13",1.5
"637","2009-07-14",1.5
"638","2009-07-15",1.45
"639","2009-07-16",1.44
"640","2009-07-17",1.44
"641","2009-07-20",1.54
"642","2009-07-21",1.54
"643","2009-07-22",1.53
"644","2009-07-23",1.58
"645","2009-07-24",1.63
"646","2009-07-27",1.58
"647","2009-07-28",1.63
"648","2009-07-29",1.64
"649","2009-07-30",1.58
"650","2009-07-31",1.61
"651","2009-08-03",1.67
"652","2009-08-04",1.61
"653","2009-08-05",1.69
"654","2009-08-06",1.69
"655","2009-08-07",1.7
"656","2009-08-10",1.67
"657","2009-08-11",1.65
"658","2009-08-12",1.67
"659","2009-08-13",1.64
"660","2009-08-14",1.64
"661","2009-08-17",1.64
"662","2009-08-18",1.66
"663","2009-08-19",1.63
"664","2009-08-20",1.7
"665","2009-08-21",1.7
"666","2009-08-24",1.7
"667","2009-08-25",1.75
"668","2009-08-26",1.7
"669","2009-08-27",1.74
"670","2009-08-28",1.71
"671","2009-08-31",1.75
"672","2009-09-01",1.73
"673","2009-09-02",1.74
"674","2009-09-03",1.72
"675","2009-09-04",1.67
"676","2009-09-08",1.76
"677","2009-09-09",1.74
"678","2009-09-10",1.73
"679","2009-09-11",1.73
"680","2009-09-14",1.72
"681","2009-09-15",1.75
"682","2009-09-16",1.7
"683","2009-09-17",1.76
"684","2009-09-18",1.72
"685","2009-09-21",1.77
"686","2009-09-22",1.77
"687","2009-09-23",1.72
"688","2009-09-24",1.72
"689","2009-09-25",1.76
"690","2009-09-28",1.73
"691","2009-09-29",1.7
"692","2009-09-30",1.71
"693","2009-10-01",1.72
"694","2009-10-02",1.71
"695","2009-10-05",1.75
"696","2009-10-06",1.72
"697","2009-10-07",1.71
"698","2009-10-08",1.72
"699","2009-10-09",1.71
"700","2009-10-12",1.77
"701","2009-10-13",1.86
"702","2009-10-14",1.95
"703","2009-10-15",2.08
"704","2009-10-16",2.04
"705","2009-10-19",2.02
"706","2009-10-20",2.02
"707","2009-10-21",2.04
"708","2009-10-22",2.05
"709","2009-10-23",2.02
"710","2009-10-26",1.98
"711","2009-10-27",1.99
"712","2009-10-28",1.98
"713","2009-10-29",1.97
"714","2009-10-30",2.02
"715","2009-11-02",2.13
"716","2009-11-03",2
"717","2009-11-04",1.97
"718","2009-11-05",2.09
"719","2009-11-06",2.03
"720","2009-11-09",2.02
"721","2009-11-10",2.05
"722","2009-11-11",2.05
"723","2009-11-12",2.04
"724","2009-11-13",2.03
"725","2009-11-16",2.03
"726","2009-11-17",2.03
"727","2009-11-18",2.04
"728","2009-11-19",2.04
"729","2009-11-20",2.03
"730","2009-11-23",2.02
"731","2009-11-24",2.02
"732","2009-11-25",2.06
"733","2009-11-27",1.97
"734","2009-11-30",1.95
"735","2009-12-01",1.91
"736","2009-12-02",1.98
"737","2009-12-03",2.01
"738","2009-12-04",1.99
"739","2009-12-07",1.97
"740","2009-12-08",2.04
"741","2009-12-09",1.99
"742","2009-12-10",2.04
"743","2009-12-11",2.02
"744","2009-12-14",2.08
"745","2009-12-15",2.06
"746","2009-12-16",2.09
"747","2009-12-17",2.01
"748","2009-12-18",2.12
"749","2009-12-21",2.13
"750","2009-12-22",2.08
"751","2009-12-23",2.11
"752","2009-12-24",2.09
"753","2009-12-28",2.07
"754","2009-12-29",2.05
"755","2009-12-30",2.09
"756","2009-12-31",2.1
"757","2010-01-04",2.03
"758","2010-01-05",2
"759","2010-01-06",2.04
"760","2010-01-07",2
"761","2010-01-08",1.96
"762","2010-01-11",2.03
"763","2010-01-12",2.18
"764","2010-01-13",2.22
"765","2010-01-14",2.3
"766","2010-01-15",2.36
"767","2010-01-19",2.34
"768","2010-01-20",2.27
"769","2010-01-21",2.21
"770","2010-01-22",2.2
"771","2010-01-25",2.4
"772","2010-01-26",2.5
"773","2010-01-27",2.56
"774","2010-01-28",2.53
"775","2010-01-29",2.45
"776","2010-02-01",2.3
"777","2010-02-02",2.34
"778","2010-02-03",2.35
"779","2010-02-04",2.25
"780","2010-02-05",2.22
"781","2010-02-08",2.25
"782","2010-02-09",2.35
"783","2010-02-10",2.37
"784","2010-02-11",2.43
"785","2010-02-12",2.38
"786","2010-02-16",2.42
"787","2010-02-17",2.38
"788","2010-02-18",2.38
"789","2010-02-19",2.38
"790","2010-02-22",2.3
"791","2010-02-23",2.21
"792","2010-02-24",2.26
"793","2010-02-25",2.2
"794","2010-02-26",2.25
"795","2010-03-01",2.27
"796","2010-03-02",2.28
"797","2010-03-03",2.15
"798","2010-03-04",2.15
"799","2010-03-05",2.19
"800","2010-03-08",2.3
"801","2010-03-09",2.28
"802","2010-03-10",2.36
"803","2010-03-11",2.29
"804","2010-03-12",2.26
"805","2010-03-15",2.4
"806","2010-03-16",2.46
"807","2010-03-17",2.4
"808","2010-03-18",2.37
"809","2010-03-19",2.83
"810","2010-03-22",3
"811","2010-03-23",3.01
"812","2010-03-24",2.95
"813","2010-03-25",3.07
"814","2010-03-26",3.09
"815","2010-03-29",2.97
"816","2010-03-30",3.03
"817","2010-03-31",3.05
"818","2010-04-01",3.09
"819","2010-04-05",3.21
"820","2010-04-06",3.22
"821","2010-04-07",3.28
"822","2010-04-08",3.22
"823","2010-04-09",3.29
"824","2010-04-12",3.34
"825","2010-04-13",3.47
"826","2010-04-14",3.45
"827","2010-04-15",3.33
"828","2010-04-16",3.25
"829","2010-04-19",3.1
"830","2010-04-20",3.07
"831","2010-04-21",3.02
"832","2010-04-22",3.05
"833","2010-04-23",3.06
"834","2010-04-26",3.07
"835","2010-04-27",3.02
"836","2010-04-28",3.06
"837","2010-04-29",3.12
"838","2010-04-30",3.14
"839","2010-05-03",4.1
"840","2010-05-04",3.77
"841","2010-05-05",4.05
"842","2010-05-06",3.66
"843","2010-05-07",4.14
"844","2010-05-10",4.19
"845","2010-05-11",4.23
"846","2010-05-12",4.35
"847","2010-05-13",4.57
"848","2010-05-14",4.53
"849","2010-05-17",4.54
"850","2010-05-18",4.43
"851","2010-05-19",4.21
"852","2010-05-20",3.87
"853","2010-05-21",4.25
"854","2010-05-24",4.38
"855","2010-05-25",4.59
"856","2010-05-26",5.31
"857","2010-05-27",5.3
"858","2010-05-28",5.33
"859","2010-06-01",4.93
"860","2010-06-02",5.2
"861","2010-06-03",4.57
"862","2010-06-04",4.87
"863","2010-06-07",5.04
"864","2010-06-08",4.59
"865","2010-06-09",4.54
"866","2010-06-10",4.55
"867","2010-06-11",4.66
"868","2010-06-14",4.8
"869","2010-06-15",4.68
"870","2010-06-16",4.68
"871","2010-06-17",4.34
"872","2010-06-18",4.14
"873","2010-06-21",3.54
"874","2010-06-22",3.3
"875","2010-06-23",3.43
"876","2010-06-24",3.3
"877","2010-06-25",3.49
"878","2010-06-28",3.33
"879","2010-06-29",3.3
"880","2010-06-30",3.11
"881","2010-07-01",3.05
"882","2010-07-02",3.02
"883","2010-07-06",3.14
"884","2010-07-07",3.12
"885","2010-07-08",2.96
"886","2010-07-09",2.96
"887","2010-07-12",3.04
"888","2010-07-13",3.44
"889","2010-07-14",3.6
"890","2010-07-15",3.76
"891","2010-07-16",3.76
"892","2010-07-19",3.51
"893","2010-07-20",3.44
"894","2010-07-21",3.23
"895","2010-07-22",3.36
"896","2010-07-23",3.48
"897","2010-07-26",3.63
"898","2010-07-27",3.58
"899","2010-07-28",3.59
"900","2010-07-29",3.58
"901","2010-07-30",3.45
"902","2010-08-02",3.43
"903","2010-08-03",3.37
"904","2010-08-04",3.34
"905","2010-08-05",3.34
"906","2010-08-06",3.39
"907","2010-08-09",3.34
"908","2010-08-10",3.28
"909","2010-08-11",3.44
"910","2010-08-12",3.53
"911","2010-08-13",3.64
"912","2010-08-16",3.87
"913","2010-08-17",4.04
"914","2010-08-18",4.04
"915","2010-08-19",4.02
"916","2010-08-20",3.98
"917","2010-08-23",3.8
"918","2010-08-24",3.4
"919","2010-08-25",3.39
"920","2010-08-26",3.42
"921","2010-08-27",3.67
"922","2010-08-30",3.68
"923","2010-08-31",3.8
"924","2010-09-01",3.79
"925","2010-09-02",3.71
"926","2010-09-03",3.67
"927","2010-09-07",3.53
"928","2010-09-08",3.61
"929","2010-09-09",3.61
"930","2010-09-10",3.6
"931","2010-09-13",3.62
"932","2010-09-14",3.55
"933","2010-09-15",3.56
"934","2010-09-16",3.55
"935","2010-09-17",3.74
"936","2010-09-20",3.56
"937","2010-09-21",3.75
"938","2010-09-22",3.6
"939","2010-09-23",3.62
"940","2010-09-24",3.65
"941","2010-09-27",3.8
"942","2010-09-28",3.71
"943","2010-09-29",3.67
"944","2010-09-30",3.73
"945","2010-10-01",3.71
"946","2010-10-04",3.77
"947","2010-10-05",3.87
"948","2010-10-06",3.92
"949","2010-10-07",3.93
"950","2010-10-08",3.86
"951","2010-10-11",3.88
"952","2010-10-12",3.93
"953","2010-10-13",3.81
"954","2010-10-14",3.8
"955","2010-10-15",3.93
"956","2010-10-18",3.84
"957","2010-10-19",3.95
"958","2010-10-20",3.9
"959","2010-10-21",3.87
"960","2010-10-22",3.9
"961","2010-10-25",3.94
"962","2010-10-26",3.95
"963","2010-10-27",3.78
"964","2010-10-28",3.73
"965","2010-10-29",3.8
"966","2010-11-01",3.89
"967","2010-11-02",3.62
"968","2010-11-03",3.7
"969","2010-11-04",3.56
"970","2010-11-05",3.55
"971","2010-11-08",3.5
"972","2010-11-09",3.51
"973","2010-11-10",3.5
"974","2010-11-11",3.53
"975","2010-11-12",3.45
"976","2010-11-15",3.56
"977","2010-11-16",3.55
"978","2010-11-17",3.53
"979","2010-11-18",3.46
"980","2010-11-19",3.51
"981","2010-11-22",3.5
"982","2010-11-23",3.57
"983","2010-11-24",3.82
"984","2010-11-26",3.81
"985","2010-11-29",3.81
"986","2010-11-30",3.9
"987","2010-12-01",3.75
"988","2010-12-02",3.7
"989","2010-12-03",3.55
"990","2010-12-06",3.64
"991","2010-12-07",3.6
"992","2010-12-08",3.59
"993","2010-12-09",3.63
"994","2010-12-10",3.56
"995","2010-12-13",3.27
"996","2010-12-14",3.36
"997","2010-12-15",3.43
"998","2010-12-16",3.62
"999","2010-12-17",3.63
