"","date","USAC"
"1","2013-01-15",17.6
"2","2013-01-16",17.57
"3","2013-01-17",17.5
"4","2013-01-18",17.4
"5","2013-01-22",17.870001
"6","2013-01-23",17.83
"7","2013-01-24",17.799999
"8","2013-01-25",17.799999
"9","2013-01-28",17.75
"10","2013-01-29",17.75
"11","2013-01-30",17.780001
"12","2013-01-31",17.719999
"13","2013-02-01",17.82
"14","2013-02-04",17.75
"15","2013-02-05",17.75
"16","2013-02-06",17.790001
"17","2013-02-07",17.91
"18","2013-02-08",17.950001
"19","2013-02-11",18.309999
"20","2013-02-12",18.450001
"21","2013-02-13",18.51
"22","2013-02-14",18.389999
"23","2013-02-15",18.4
"24","2013-02-19",18.4
"25","2013-02-20",18.26
"26","2013-02-21",18.030001
"27","2013-02-22",18.34
"28","2013-02-25",18.16
"29","2013-02-26",18.450001
"30","2013-02-27",18.57
"31","2013-02-28",18.65
"32","2013-03-01",18.700001
"33","2013-03-04",18.969999
"34","2013-03-05",19.200001
"35","2013-03-06",19.049999
"36","2013-03-07",19.16
"37","2013-03-08",19.309999
"38","2013-03-11",19.6
"39","2013-03-12",19.52
"40","2013-03-13",19.65
"41","2013-03-14",19.610001
"42","2013-03-15",19.76
"43","2013-03-18",19.52
"44","2013-03-19",19.200001
"45","2013-03-20",19.18
"46","2013-03-21",19.129999
"47","2013-03-22",19.200001
"48","2013-03-25",19.200001
"49","2013-03-26",19.469999
"50","2013-03-27",19.65
"51","2013-03-28",20
"52","2013-04-01",19.9
"53","2013-04-02",20
"54","2013-04-03",19.620001
"55","2013-04-04",19.610001
"56","2013-04-05",19.75
"57","2013-04-08",19.860001
"58","2013-04-09",19.969999
"59","2013-04-10",20.01
"60","2013-04-11",20
"61","2013-04-12",19.99
"62","2013-04-15",19.58
"63","2013-04-16",19.690001
"64","2013-04-17",19.290001
"65","2013-04-18",19.620001
"66","2013-04-19",19.799999
"67","2013-04-22",19.969999
"68","2013-04-23",20.799999
"69","2013-04-24",20.889999
"70","2013-04-25",21.18
"71","2013-04-26",20.809999
"72","2013-04-29",21.26
"73","2013-04-30",21.5
"74","2013-05-01",21.52
"75","2013-05-02",21.4
"76","2013-05-03",21.700001
"77","2013-05-06",22.190001
"78","2013-05-07",22.43
"79","2013-05-08",22.33
"80","2013-05-09",22
"81","2013-05-10",22.299999
"82","2013-05-13",22.219999
"83","2013-05-14",21.780001
"84","2013-05-15",21.77
"85","2013-05-16",21.700001
"86","2013-05-17",21.98
"87","2013-05-20",21.870001
"88","2013-05-21",21.85
"89","2013-05-22",21.85
"90","2013-05-23",21.440001
"91","2013-05-24",21.879999
"92","2013-05-28",22.120001
"93","2013-05-29",22.719999
"94","2013-05-30",22.309999
"95","2013-05-31",22.190001
"96","2013-06-03",22.860001
"97","2013-06-04",21.65
"98","2013-06-05",20.59
"99","2013-06-06",20.719999
"100","2013-06-07",21.17
"101","2013-06-10",21.93
"102","2013-06-11",22.17
"103","2013-06-12",22.26
"104","2013-06-13",22.620001
"105","2013-06-14",22.940001
"106","2013-06-17",23.24
"107","2013-06-18",23.32
"108","2013-06-19",23.34
"109","2013-06-20",23.049999
"110","2013-06-21",23.07
"111","2013-06-24",23.18
"112","2013-06-25",23.120001
"113","2013-06-26",23.17
"114","2013-06-27",23.309999
"115","2013-06-28",23.530001
"116","2013-07-01",23.889999
"117","2013-07-02",23.84
"118","2013-07-03",23.34
"119","2013-07-05",23.530001
"120","2013-07-08",24.16
"121","2013-07-09",24.299999
"122","2013-07-10",24.309999
"123","2013-07-11",24.4
"124","2013-07-12",24.4
"125","2013-07-15",24.690001
"126","2013-07-16",24.83
"127","2013-07-17",25.48
"128","2013-07-18",25.549999
"129","2013-07-19",25.85
"130","2013-07-22",25.780001
"131","2013-07-23",25.209999
"132","2013-07-24",24.68
"133","2013-07-25",25.209999
"134","2013-07-26",25.52
"135","2013-07-29",25.5
"136","2013-07-30",25.98
"137","2013-07-31",25.379999
"138","2013-08-01",26.190001
"139","2013-08-02",26.059999
"140","2013-08-05",26.1
"141","2013-08-06",25.610001
"142","2013-08-07",25.76
"143","2013-08-08",25.98
"144","2013-08-09",26.27
"145","2013-08-12",25.219999
"146","2013-08-13",24.48
"147","2013-08-14",25.299999
"148","2013-08-15",24.41
"149","2013-08-16",24.200001
"150","2013-08-19",23.82
"151","2013-08-20",24
"152","2013-08-21",24.49
"153","2013-08-22",24.620001
"154","2013-08-23",24.91
"155","2013-08-26",24.719999
"156","2013-08-27",24.09
"157","2013-08-28",24.450001
"158","2013-08-29",24.549999
"159","2013-08-30",24.5
"160","2013-09-03",23.469999
"161","2013-09-04",22.549999
"162","2013-09-05",23
"163","2013-09-06",23.1
"164","2013-09-09",23.52
"165","2013-09-10",23.98
"166","2013-09-11",23.41
"167","2013-09-12",23.110001
"168","2013-09-13",23.35
"169","2013-09-16",23.610001
"170","2013-09-17",23.540001
"171","2013-09-18",23.35
"172","2013-09-19",23.610001
"173","2013-09-20",23.540001
"174","2013-09-23",23.43
"175","2013-09-24",23.84
"176","2013-09-25",24.02
"177","2013-09-26",24.059999
"178","2013-09-27",23.98
"179","2013-09-30",23.82
"180","2013-10-01",24.24
"181","2013-10-02",24.16
"182","2013-10-03",24.219999
"183","2013-10-04",23.950001
"184","2013-10-07",23.85
"185","2013-10-08",23.549999
"186","2013-10-09",23.58
"187","2013-10-10",23.77
"188","2013-10-11",23.35
"189","2013-10-14",23.02
"190","2013-10-15",22.799999
"191","2013-10-16",22.9
"192","2013-10-17",22.969999
"193","2013-10-18",23.59
"194","2013-10-21",24
"195","2013-10-22",24.809999
"196","2013-10-23",24.690001
"197","2013-10-24",24.6
"198","2013-10-25",24.67
"199","2013-10-28",24.870001
"200","2013-10-29",24.93
"201","2013-10-30",24.719999
"202","2013-10-31",24.280001
"203","2013-11-01",24.219999
"204","2013-11-04",24.32
"205","2013-11-05",24.23
"206","2013-11-06",24.190001
"207","2013-11-07",24.49
"208","2013-11-08",24.690001
"209","2013-11-11",24.57
"210","2013-11-12",24.75
"211","2013-11-13",24.83
"212","2013-11-14",24.83
"213","2013-11-15",25.049999
"214","2013-11-18",25.459999
"215","2013-11-19",25.059999
"216","2013-11-20",25
"217","2013-11-21",25.23
"218","2013-11-22",25.139999
"219","2013-11-25",24.700001
"220","2013-11-26",24.879999
"221","2013-11-27",24.700001
"222","2013-11-29",24.51
"223","2013-12-02",24.49
"224","2013-12-03",24.52
"225","2013-12-04",24.52
"226","2013-12-05",24.24
"227","2013-12-06",24.1
"228","2013-12-09",24.209999
"229","2013-12-10",24.24
"230","2013-12-11",24.360001
"231","2013-12-12",24.440001
"232","2013-12-13",24.33
"233","2013-12-16",24.559999
"234","2013-12-17",24.49
"235","2013-12-18",24.5
"236","2013-12-19",24.379999
"237","2013-12-20",24.59
"238","2013-12-23",24.9
"239","2013-12-24",25.559999
"240","2013-12-26",25.799999
"241","2013-12-27",26.059999
"242","2013-12-30",26.68
"243","2013-12-31",26.799999
"244","2014-01-02",27.190001
"245","2014-01-03",26.77
"246","2014-01-06",27
"247","2014-01-07",27.1
"248","2014-01-08",26.82
"249","2014-01-09",26.959999
"250","2014-01-10",26.9
"251","2014-01-13",26.66
"252","2014-01-14",26.25
"253","2014-01-15",26.389999
"254","2014-01-16",27.15
"255","2014-01-17",27.440001
"256","2014-01-21",27.5
"257","2014-01-22",27.58
"258","2014-01-23",27.18
"259","2014-01-24",26.610001
"260","2014-01-27",26.620001
"261","2014-01-28",27.42
"262","2014-01-29",27.16
"263","2014-01-30",27.950001
"264","2014-01-31",27.299999
"265","2014-02-03",27.17
"266","2014-02-04",26.82
"267","2014-02-05",26.51
"268","2014-02-06",26.450001
"269","2014-02-07",26.629999
"270","2014-02-10",26.440001
"271","2014-02-11",26.469999
"272","2014-02-12",27.73
"273","2014-02-13",27.51
"274","2014-02-14",27.08
"275","2014-02-18",26.23
"276","2014-02-19",26.299999
"277","2014-02-20",26.389999
"278","2014-02-21",26.690001
"279","2014-02-24",26.57
"280","2014-02-25",26.32
"281","2014-02-26",26.690001
"282","2014-02-27",27.200001
"283","2014-02-28",27.26
"284","2014-03-03",27.35
"285","2014-03-04",27.219999
"286","2014-03-05",27.91
"287","2014-03-06",27.950001
"288","2014-03-07",27.99
"289","2014-03-10",27.59
"290","2014-03-11",27.379999
"291","2014-03-12",27.120001
"292","2014-03-13",26.6
"293","2014-03-14",26.790001
"294","2014-03-17",26.65
"295","2014-03-18",27.01
"296","2014-03-19",27.17
"297","2014-03-20",26.9
"298","2014-03-21",26.879999
"299","2014-03-24",26.040001
"300","2014-03-25",26.01
"301","2014-03-26",25.91
"302","2014-03-27",26
"303","2014-03-28",26.07
"304","2014-03-31",26.24
"305","2014-04-01",26.48
"306","2014-04-02",27.040001
"307","2014-04-03",27.08
"308","2014-04-04",27.07
"309","2014-04-07",26.74
"310","2014-04-08",27
"311","2014-04-09",27.32
"312","2014-04-10",27.040001
"313","2014-04-11",26.790001
"314","2014-04-14",26.959999
"315","2014-04-15",27.120001
"316","2014-04-16",27
"317","2014-04-17",26.91
"318","2014-04-21",27.01
"319","2014-04-22",27.059999
"320","2014-04-23",27.09
"321","2014-04-24",27.059999
"322","2014-04-25",27.049999
"323","2014-04-28",27.129999
"324","2014-04-29",27.049999
"325","2014-04-30",27.75
"326","2014-05-01",26.67
