"","date","GBLI"
"1","2007-01-03",50.259998
"2","2007-01-04",49.84
"3","2007-01-05",48.66
"4","2007-01-08",49.139999
"5","2007-01-09",47.299999
"6","2007-01-10",46.580002
"7","2007-01-11",46.5
"8","2007-01-12",46.48
"9","2007-01-16",46.299999
"10","2007-01-17",47.060001
"11","2007-01-18",48.68
"12","2007-01-19",48.5
"13","2007-01-22",47.639999
"14","2007-01-23",48.419998
"15","2007-01-24",48.599998
"16","2007-01-25",47.959999
"17","2007-01-26",47.759998
"18","2007-01-29",47.48
"19","2007-01-30",48.5
"20","2007-01-31",48.240002
"21","2007-02-01",48.5
"22","2007-02-02",50.099998
"23","2007-02-05",48.240002
"24","2007-02-06",49.98
"25","2007-02-07",48.48
"26","2007-02-08",47
"27","2007-02-09",47.439999
"28","2007-02-12",48
"29","2007-02-13",47.5
"30","2007-02-14",47.639999
"31","2007-02-15",47.360001
"32","2007-02-16",47.139999
"33","2007-02-20",46.68
"34","2007-02-21",46.919998
"35","2007-02-22",46.860001
"36","2007-02-23",47.48
"37","2007-02-26",47.799999
"38","2007-02-27",46.84
"39","2007-02-28",47.240002
"40","2007-03-01",47.200001
"41","2007-03-02",48
"42","2007-03-05",47.119999
"43","2007-03-06",47.139999
"44","2007-03-07",47.400002
"45","2007-03-08",47.400002
"46","2007-03-09",45.900002
"47","2007-03-12",46.040001
"48","2007-03-13",45.919998
"49","2007-03-14",45.560001
"50","2007-03-15",46.02
"51","2007-03-16",45.799999
"52","2007-03-19",45.560001
"53","2007-03-20",46
"54","2007-03-21",46.5
"55","2007-03-22",47.200001
"56","2007-03-23",46.919998
"57","2007-03-26",48.040001
"58","2007-03-27",47.200001
"59","2007-03-28",47.02
"60","2007-03-29",47.099998
"61","2007-03-30",46.400002
"62","2007-04-02",47.099998
"63","2007-04-03",47.48
"64","2007-04-04",48.82
"65","2007-04-05",48.900002
"66","2007-04-09",48.400002
"67","2007-04-10",50.380001
"68","2007-04-11",49.18
"69","2007-04-12",50
"70","2007-04-13",50
"71","2007-04-16",49.68
"72","2007-04-17",49.880001
"73","2007-04-18",49.619999
"74","2007-04-19",49.639999
"75","2007-04-20",49.68
"76","2007-04-23",49.599998
"77","2007-04-24",50.720001
"78","2007-04-25",50.400002
"79","2007-04-26",50.32
"80","2007-04-27",49.82
"81","2007-04-30",49.959999
"82","2007-05-01",50.540001
"83","2007-05-02",51.099998
"84","2007-05-03",51.599998
"85","2007-05-04",51.080002
"86","2007-05-07",51.360001
"87","2007-05-08",51.540001
"88","2007-05-09",51.080002
"89","2007-05-10",51.060001
"90","2007-05-11",51.459999
"91","2007-05-14",51.16
"92","2007-05-15",51
"93","2007-05-16",50.52
"94","2007-05-17",50.639999
"95","2007-05-18",50.740002
"96","2007-05-21",50.639999
"97","2007-05-22",50.52
"98","2007-05-23",50.259998
"99","2007-05-24",49.919998
"100","2007-05-25",49.900002
"101","2007-05-29",49.900002
"102","2007-05-30",49.82
"103","2007-05-31",49.98
"104","2007-06-01",49.880001
"105","2007-06-04",49.98
"106","2007-06-05",49.380001
"107","2007-06-06",48.98
"108","2007-06-07",48.759998
"109","2007-06-08",48.52
"110","2007-06-11",48.599998
"111","2007-06-12",49.439999
"112","2007-06-13",50.099998
"113","2007-06-14",50.799999
"114","2007-06-15",50.240002
"115","2007-06-18",49.919998
"116","2007-06-19",49.98
"117","2007-06-20",48.66
"118","2007-06-21",49.5
"119","2007-06-22",49.240002
"120","2007-06-25",49.639999
"121","2007-06-26",50.040001
"122","2007-06-27",50.959999
"123","2007-06-28",50.900002
"124","2007-06-29",49.740002
"125","2007-07-02",49.84
"126","2007-07-03",49.759998
"127","2007-07-05",50.060001
"128","2007-07-06",50.16
"129","2007-07-09",49.959999
"130","2007-07-10",48.900002
"131","2007-07-11",48.799999
"132","2007-07-12",48.900002
"133","2007-07-13",48.580002
"134","2007-07-16",47.759998
"135","2007-07-17",48.18
"136","2007-07-18",47.5
"137","2007-07-19",47.459999
"138","2007-07-20",47.119999
"139","2007-07-23",47.5
"140","2007-07-24",46.560001
"141","2007-07-25",44.98
"142","2007-07-26",42.959999
"143","2007-07-27",41.639999
"144","2007-07-30",41.919998
"145","2007-07-31",42.959999
"146","2007-08-01",42.779999
"147","2007-08-02",42.639999
"148","2007-08-03",41.959999
"149","2007-08-06",41.459999
"150","2007-08-07",40.860001
"151","2007-08-08",41.380001
"152","2007-08-09",37.799999
"153","2007-08-10",42.02
"154","2007-08-13",41.060001
"155","2007-08-14",40.32
"156","2007-08-15",39.459999
"157","2007-08-16",41.080002
"158","2007-08-17",42.599998
"159","2007-08-20",42.5
"160","2007-08-21",42.32
"161","2007-08-22",43.18
"162","2007-08-23",42.419998
"163","2007-08-24",43.16
"164","2007-08-27",42.82
"165","2007-08-28",41.880001
"166","2007-08-29",42.459999
"167","2007-08-30",42.84
"168","2007-08-31",43.279999
"169","2007-09-04",43.740002
"170","2007-09-05",42.639999
"171","2007-09-06",41.860001
"172","2007-09-07",40.919998
"173","2007-09-10",40.299999
"174","2007-09-11",40.619999
"175","2007-09-12",40.66
"176","2007-09-13",40.639999
"177","2007-09-14",40.759998
"178","2007-09-17",40.099998
"179","2007-09-18",42.560001
"180","2007-09-19",43.400002
"181","2007-09-20",42.66
"182","2007-09-21",44.240002
"183","2007-09-24",43.200001
"184","2007-09-25",42.619999
"185","2007-09-26",42.560001
"186","2007-09-27",42.860001
"187","2007-09-28",43.02
"188","2007-10-01",44.400002
"189","2007-10-02",45.279999
"190","2007-10-03",44.580002
"191","2007-10-04",44.439999
"192","2007-10-05",44.34
"193","2007-10-08",44.700001
"194","2007-10-09",44.939999
"195","2007-10-10",44.279999
"196","2007-10-11",44.639999
"197","2007-10-12",45.34
"198","2007-10-15",45.599998
"199","2007-10-16",45.360001
"200","2007-10-17",45.459999
"201","2007-10-18",44.82
"202","2007-10-19",44.060001
"203","2007-10-22",44.34
"204","2007-10-23",44.18
"205","2007-10-24",44.119999
"206","2007-10-25",43.220001
"207","2007-10-26",45.220001
"208","2007-10-29",43.900002
"209","2007-10-30",43.040001
"210","2007-10-31",44.099998
"211","2007-11-01",42.32
"212","2007-11-02",42.580002
"213","2007-11-05",42.099998
"214","2007-11-06",42.860001
"215","2007-11-07",41.240002
"216","2007-11-08",41.860001
"217","2007-11-09",41.439999
"218","2007-11-12",42.119999
"219","2007-11-13",43.880001
"220","2007-11-14",42.759998
"221","2007-11-15",42.459999
"222","2007-11-16",42.16
"223","2007-11-19",40.919998
"224","2007-11-20",40.400002
"225","2007-11-21",40.060001
"226","2007-11-23",40.240002
"227","2007-11-26",38.919998
"228","2007-11-27",38.900002
"229","2007-11-28",39.759998
"230","2007-11-29",39.900002
"231","2007-11-30",39.599998
"232","2007-12-03",39.18
"233","2007-12-04",39.299999
"234","2007-12-05",39.360001
"235","2007-12-06",40
"236","2007-12-07",39.580002
"237","2007-12-10",40.060001
"238","2007-12-11",38.860001
"239","2007-12-12",39.32
"240","2007-12-13",39.560001
"241","2007-12-14",38.700001
"242","2007-12-17",37.939999
"243","2007-12-18",39.439999
"244","2007-12-19",39.700001
"245","2007-12-20",39.540001
"246","2007-12-21",41.02
"247","2007-12-24",42.400002
"248","2007-12-26",41.299999
"249","2007-12-27",39.98
"250","2007-12-28",40.139999
"251","2007-12-31",39.84
"252","2008-01-02",39.34
"253","2008-01-03",38.580002
"254","2008-01-04",38.540001
"255","2008-01-07",39.740002
"256","2008-01-08",38.98
"257","2008-01-09",40.5
"258","2008-01-10",40.18
"259","2008-01-11",38.400002
"260","2008-01-14",39.279999
"261","2008-01-15",39.580002
"262","2008-01-16",40.5
"263","2008-01-17",38.5
"264","2008-01-18",38.32
"265","2008-01-22",38.139999
"266","2008-01-23",39.400002
"267","2008-01-24",38.220001
"268","2008-01-25",37.720001
"269","2008-01-28",38.779999
"270","2008-01-29",39.439999
"271","2008-01-30",39.639999
"272","2008-01-31",41.02
"273","2008-02-01",41.619999
"274","2008-02-04",41.400002
"275","2008-02-05",39.98
"276","2008-02-06",40.860001
"277","2008-02-07",41.560001
"278","2008-02-08",40.619999
"279","2008-02-11",39.52
"280","2008-02-12",39.720001
"281","2008-02-13",40.119999
"282","2008-02-14",38.740002
"283","2008-02-15",39.099998
"284","2008-02-19",38.200001
"285","2008-02-20",38.740002
"286","2008-02-21",38.700001
"287","2008-02-22",38.580002
"288","2008-02-25",39.360001
"289","2008-02-26",39.240002
"290","2008-02-27",39.380001
"291","2008-02-28",38.619999
"292","2008-02-29",37.52
"293","2008-03-03",37.759998
"294","2008-03-04",37.48
"295","2008-03-05",37.599998
"296","2008-03-06",36.700001
"297","2008-03-07",36.740002
"298","2008-03-10",36.860001
"299","2008-03-11",38.360001
"300","2008-03-12",38.279999
