"","date","TECTP"
"1","2019-05-30",10.1
"2","2019-05-31",10.4
"3","2019-06-03",10.45
"4","2019-06-04",10.5
"5","2019-06-05",10.948
"6","2019-06-06",11.15
"7","2019-06-07",11.15
"8","2019-06-10",11.15
"9","2019-06-11",11.15
"10","2019-06-12",10.67
"11","2019-06-13",10.67
"12","2019-06-14",11.1
"13","2019-06-17",10.9
"14","2019-06-18",10.99
"15","2019-06-19",10.76
"16","2019-06-20",10.976
"17","2019-06-21",10.976
"18","2019-06-24",10.976
"19","2019-06-25",10.976
"20","2019-06-26",10.9
"21","2019-06-27",10.9
"22","2019-06-28",10.9
"23","2019-07-01",10.9
"24","2019-07-02",10.8
"25","2019-07-03",10.8
"26","2019-07-05",10.8
"27","2019-07-08",10.843
"28","2019-07-09",10.8
"29","2019-07-10",10.858
"30","2019-07-11",10.82
"31","2019-07-12",10.82
"32","2019-07-15",10.82
"33","2019-07-16",10.841
"34","2019-07-17",10.841
"35","2019-07-18",10.76
"36","2019-07-19",10.76
"37","2019-07-22",10.75
"38","2019-07-23",10.75
"39","2019-07-24",10.75
"40","2019-07-25",10.85
"41","2019-07-26",10.85
"42","2019-07-29",10.601
"43","2019-07-30",10.651
"44","2019-07-31",10.701
"45","2019-08-01",10.982
"46","2019-08-02",10.85
"47","2019-08-05",10.768
"48","2019-08-06",10.492
"49","2019-08-07",10.4
"50","2019-08-08",10.654
"51","2019-08-09",10.654
"52","2019-08-12",10.654
"53","2019-08-13",10.654
"54","2019-08-14",10.654
"55","2019-08-15",10.75
"56","2019-08-16",10.95
"57","2019-08-19",10.751
"58","2019-08-20",10.751
"59","2019-08-21",10.751
"60","2019-08-22",10.752
"61","2019-08-23",11
"62","2019-08-26",10.75
"63","2019-08-27",10.601
"64","2019-08-28",10.601
"65","2019-08-29",10.601
"66","2019-08-30",10.58
"67","2019-09-03",10.58
"68","2019-09-04",10.697
"69","2019-09-05",10.697
"70","2019-09-06",10.551
"71","2019-09-09",10.551
"72","2019-09-10",10.89
"73","2019-09-11",10.75
"74","2019-09-12",10.48
"75","2019-09-13",10.87
"76","2019-09-16",10.87
"77","2019-09-17",10.87
"78","2019-09-18",10.87
"79","2019-09-19",10.83
"80","2019-09-20",10.83
"81","2019-09-23",10.4
"82","2019-09-24",10.402
"83","2019-09-25",10.25
"84","2019-09-26",10.45
"85","2019-09-27",10.45
"86","2019-09-30",10.35
"87","2019-10-01",10.35
"88","2019-10-02",10.35
"89","2019-10-03",10.35
"90","2019-10-04",10.35
"91","2019-10-07",10.35
"92","2019-10-08",10.35
"93","2019-10-09",10.45
"94","2019-10-10",10.45
"95","2019-10-11",10.45
"96","2019-10-14",10.45
"97","2019-10-15",10.596
"98","2019-10-16",10.596
"99","2019-10-17",10.58
"100","2019-10-18",10.55
"101","2019-10-21",10.55
"102","2019-10-22",10.55
"103","2019-10-23",10.471
"104","2019-10-24",10.05
"105","2019-10-25",10.4
"106","2019-10-28",10.4
"107","2019-10-29",10.276
"108","2019-10-30",10.276
"109","2019-10-31",10.418
"110","2019-11-01",10.418
"111","2019-11-04",10.418
"112","2019-11-05",10.414
"113","2019-11-06",10.414
"114","2019-11-07",10.414
"115","2019-11-08",10.6
"116","2019-11-11",10.6
"117","2019-11-12",10.6
"118","2019-11-13",10.6
"119","2019-11-14",10.6
"120","2019-11-15",10.6
"121","2019-11-18",10.6
"122","2019-11-19",10.6
"123","2019-11-20",10.347
"124","2019-11-21",10.38
"125","2019-11-22",10.26
"126","2019-11-25",10.26
"127","2019-11-26",10.26
"128","2019-11-27",10.26
"129","2019-11-29",10.26
"130","2019-12-02",10.45
"131","2019-12-03",10.544
"132","2019-12-04",10.544
"133","2019-12-05",10.544
"134","2019-12-06",10.321
"135","2019-12-09",10.321
"136","2019-12-10",10.25
"137","2019-12-11",10.24
"138","2019-12-12",10.22
"139","2019-12-13",10.221
"140","2019-12-16",10.214
"141","2019-12-17",10.201
"142","2019-12-18",10.78
"143","2019-12-19",10.78
"144","2019-12-20",10.78
"145","2019-12-23",10.78
"146","2019-12-24",10.78
"147","2019-12-26",10.78
"148","2019-12-27",10.78
"149","2019-12-30",10.78
"150","2019-12-31",10.489
"151","2020-01-02",10.489
"152","2020-01-03",10.489
"153","2020-01-06",10.489
"154","2020-01-07",10.3
"155","2020-01-08",10.5
"156","2020-01-09",10.45
"157","2020-01-10",10.56
"158","2020-01-13",10.48
"159","2020-01-14",10.48
"160","2020-01-15",10.599
"161","2020-01-16",10.531
"162","2020-01-17",10.4
"163","2020-01-21",10.44
"164","2020-01-22",10.44
"165","2020-01-23",10.44
"166","2020-01-24",10.44
"167","2020-01-27",10.263
"168","2020-01-28",10.276
"169","2020-01-29",10.01
"170","2020-01-30",10.2
"171","2020-01-31",9.968
"172","2020-02-03",9.968
"173","2020-02-04",10.136
"174","2020-02-05",10.136
"175","2020-02-06",10.2
"176","2020-02-07",10.076
"177","2020-02-10",10.08
"178","2020-02-11",10.08
"179","2020-02-12",10.141
"180","2020-02-13",10.04
"181","2020-02-14",9.97
"182","2020-02-18",10
"183","2020-02-19",10
"184","2020-02-20",10.15
"185","2020-02-21",10.15
"186","2020-02-24",10.305
"187","2020-02-25",10.12
"188","2020-02-26",10.136
"189","2020-02-27",10
"190","2020-02-28",10.147
"191","2020-03-02",10.147
"192","2020-03-03",10.16
"193","2020-03-04",10.16
"194","2020-03-05",10.16
"195","2020-03-06",10
"196","2020-03-09",9.91
"197","2020-03-10",9.91
"198","2020-03-11",10.002
"199","2020-03-12",10.077
"200","2020-03-13",10.01
"201","2020-03-16",9.9
"202","2020-03-17",9.9
"203","2020-03-18",9.67
"204","2020-03-19",7.961
"205","2020-03-20",7.961
"206","2020-03-23",7.41
"207","2020-03-24",7.41
"208","2020-03-25",7.41
"209","2020-03-26",7.41
"210","2020-03-27",7.41
"211","2020-03-30",7.45
"212","2020-03-31",7.5
"213","2020-04-01",7.41
"214","2020-04-02",7.464
"215","2020-04-03",7.286
"216","2020-04-06",7.286
"217","2020-04-07",7.286
"218","2020-04-08",7.286
"219","2020-04-09",7.286
"220","2020-04-13",7.286
"221","2020-04-14",7.6
"222","2020-04-15",7.6
"223","2020-04-16",7.846
"224","2020-04-17",7.846
"225","2020-04-20",8.44
"226","2020-04-21",8.44
"227","2020-04-22",8.44
"228","2020-04-23",8.44
"229","2020-04-24",8.575
"230","2020-04-27",8.575
"231","2020-04-28",9
"232","2020-04-29",9
"233","2020-04-30",9.235
"234","2020-05-01",9.235
"235","2020-05-04",9.5
"236","2020-05-05",9.5
"237","2020-05-06",9.25
"238","2020-05-07",9.25
"239","2020-05-08",9.172
"240","2020-05-11",9.172
"241","2020-05-12",8.77
"242","2020-05-13",8.62
"243","2020-05-14",8
"244","2020-05-15",8
"245","2020-05-18",8
"246","2020-05-19",8.2
"247","2020-05-20",8.2
"248","2020-05-21",8.2
"249","2020-05-22",8
"250","2020-05-26",8.5
"251","2020-05-27",8.5
"252","2020-05-28",8.52
"253","2020-05-29",8.35
"254","2020-06-01",8.35
"255","2020-06-02",8.35
"256","2020-06-03",8.85
"257","2020-06-04",8.74
"258","2020-06-05",8.75
"259","2020-06-08",8.75
"260","2020-06-09",8.2
"261","2020-06-10",8.41
"262","2020-06-11",8.15
"263","2020-06-12",8
"264","2020-06-15",8.15
"265","2020-06-16",8.1
"266","2020-06-17",8.05
"267","2020-06-18",8.05
"268","2020-06-19",7.95
"269","2020-06-22",7.91
"270","2020-06-23",7.85
"271","2020-06-24",8.11
"272","2020-06-25",7.8
"273","2020-06-26",7.75
"274","2020-06-29",7.065
"275","2020-06-30",7.4
"276","2020-07-01",8.1
"277","2020-07-02",7.9
"278","2020-07-06",7.9
"279","2020-07-07",7.76
"280","2020-07-08",8.25
"281","2020-07-09",7.76
"282","2020-07-10",7.76
"283","2020-07-13",7.76
"284","2020-07-14",7.36
"285","2020-07-15",7.36
"286","2020-07-16",7.36
"287","2020-07-17",7.36
"288","2020-07-20",7.36
"289","2020-07-21",7.36
"290","2020-07-22",7.36
"291","2020-07-23",7.36
"292","2020-07-24",7.36
"293","2020-07-27",7.96
"294","2020-07-28",7.82
"295","2020-07-29",8.5
"296","2020-07-30",8.5
"297","2020-07-31",8.35
"298","2020-08-03",8.44
"299","2020-08-04",8.26
"300","2020-08-05",8.26
"301","2020-08-06",8.3
"302","2020-08-07",8.3
"303","2020-08-10",8.3
"304","2020-08-11",8.3
"305","2020-08-12",8.31
"306","2020-08-13",8
"307","2020-08-14",8.3
"308","2020-08-17",8.3
"309","2020-08-18",8.324
"310","2020-08-19",8.324
"311","2020-08-20",8.4
"312","2020-08-21",8.4
"313","2020-08-24",8.4
"314","2020-08-25",8.4
"315","2020-08-26",8.4
"316","2020-08-27",8.04
"317","2020-08-28",8.816
"318","2020-08-31",8.816
"319","2020-09-01",8.816
"320","2020-09-02",8.816
"321","2020-09-03",8.816
"322","2020-09-04",8.816
"323","2020-09-08",8.816
"324","2020-09-09",8.6
"325","2020-09-10",8.6
"326","2020-09-11",8.4
"327","2020-09-14",8.4
"328","2020-09-15",8.15
"329","2020-09-16",8.55
"330","2020-09-17",8.4
"331","2020-09-18",8.15
"332","2020-09-21",8.1
"333","2020-09-22",8.1
"334","2020-09-23",8.1
"335","2020-09-24",8.1
"336","2020-09-25",7.713
"337","2020-09-28",7.45
"338","2020-09-29",7.45
"339","2020-09-30",7.987
"340","2020-10-01",7.987
"341","2020-10-02",7.987
"342","2020-10-05",7.41
"343","2020-10-06",7.41
"344","2020-10-07",7.41
"345","2020-10-08",7.48
"346","2020-10-09",7.5
"347","2020-10-12",7.65
"348","2020-10-13",7.65
"349","2020-10-14",7.65
"350","2020-10-15",7.65
"351","2020-10-16",7.75
"352","2020-10-19",7.75
"353","2020-10-20",7.685
"354","2020-10-21",7.75
"355","2020-10-22",7.8
"356","2020-10-23",7.8
"357","2020-10-26",8.171
"358","2020-10-27",7.863
"359","2020-10-28",7.8
"360","2020-10-29",7.8
"361","2020-10-30",8.5
"362","2020-11-02",8.5
"363","2020-11-03",8.8
"364","2020-11-04",8.8
"365","2020-11-05",8.8
"366","2020-11-06",7.53
"367","2020-11-09",7.53
"368","2020-11-10",8.5
"369","2020-11-11",8.5
"370","2020-11-12",8.146
"371","2020-11-13",8
"372","2020-11-16",8.5
"373","2020-11-17",8.252
"374","2020-11-18",8.1
"375","2020-11-19",8.25
"376","2020-11-20",8.25
"377","2020-11-23",8.45
"378","2020-11-24",7.85
"379","2020-11-25",8.15
"380","2020-11-27",8.15
