"","date","FCN"
"1","2007-01-03",27.5
"2","2007-01-04",27.77
"3","2007-01-05",27.48
"4","2007-01-08",27.58
"5","2007-01-09",27.549999
"6","2007-01-10",27.18
"7","2007-01-11",27.389999
"8","2007-01-12",27.620001
"9","2007-01-16",27.030001
"10","2007-01-17",27.030001
"11","2007-01-18",26.51
"12","2007-01-19",26.48
"13","2007-01-22",26.09
"14","2007-01-23",26.190001
"15","2007-01-24",26.780001
"16","2007-01-25",26.299999
"17","2007-01-26",26.57
"18","2007-01-29",26.65
"19","2007-01-30",27.129999
"20","2007-01-31",27.41
"21","2007-02-01",27.76
"22","2007-02-02",27.799999
"23","2007-02-05",27.85
"24","2007-02-06",27.99
"25","2007-02-07",28.27
"26","2007-02-08",28.51
"27","2007-02-09",28.41
"28","2007-02-12",28.27
"29","2007-02-13",28.4
"30","2007-02-14",29.01
"31","2007-02-15",33.110001
"32","2007-02-16",33.09
"33","2007-02-20",34.490002
"34","2007-02-21",34.349998
"35","2007-02-22",34.68
"36","2007-02-23",34.41
"37","2007-02-26",34.419998
"38","2007-02-27",33.41
"39","2007-02-28",33.57
"40","2007-03-01",33.470001
"41","2007-03-02",32.700001
"42","2007-03-05",32.450001
"43","2007-03-06",33.150002
"44","2007-03-07",32.959999
"45","2007-03-08",33.439999
"46","2007-03-09",33.880001
"47","2007-03-12",34.27
"48","2007-03-13",33.549999
"49","2007-03-14",34.060001
"50","2007-03-15",34.119999
"51","2007-03-16",33.419998
"52","2007-03-19",33.529999
"53","2007-03-20",34.080002
"54","2007-03-21",35.119999
"55","2007-03-22",34.650002
"56","2007-03-23",34.610001
"57","2007-03-26",34.5
"58","2007-03-27",33.959999
"59","2007-03-28",33.509998
"60","2007-03-29",33.380001
"61","2007-03-30",33.59
"62","2007-04-02",34.419998
"63","2007-04-03",35.169998
"64","2007-04-04",35.380001
"65","2007-04-05",35.360001
"66","2007-04-09",35.360001
"67","2007-04-10",35.610001
"68","2007-04-11",36
"69","2007-04-12",35.990002
"70","2007-04-13",36.52
"71","2007-04-16",37.240002
"72","2007-04-17",37.720001
"73","2007-04-18",37.490002
"74","2007-04-19",36.93
"75","2007-04-20",37.84
"76","2007-04-23",37.639999
"77","2007-04-24",37.799999
"78","2007-04-25",38.400002
"79","2007-04-26",37.91
"80","2007-04-27",37.669998
"81","2007-04-30",36.77
"82","2007-05-01",37.380001
"83","2007-05-02",37.41
"84","2007-05-03",36.240002
"85","2007-05-04",36.07
"86","2007-05-07",35.759998
"87","2007-05-08",36.529999
"88","2007-05-09",36.77
"89","2007-05-10",35.900002
"90","2007-05-11",36.639999
"91","2007-05-14",35.560001
"92","2007-05-15",35.040001
"93","2007-05-16",35.169998
"94","2007-05-17",34.639999
"95","2007-05-18",34.580002
"96","2007-05-21",35.650002
"97","2007-05-22",36.59
"98","2007-05-23",35.919998
"99","2007-05-24",35.169998
"100","2007-05-25",35.32
"101","2007-05-29",35.5
"102","2007-05-30",36.41
"103","2007-05-31",37.080002
"104","2007-06-01",37.68
"105","2007-06-04",37.990002
"106","2007-06-05",37.389999
"107","2007-06-06",37.400002
"108","2007-06-07",36.75
"109","2007-06-08",37.16
"110","2007-06-11",37.049999
"111","2007-06-12",36.48
"112","2007-06-13",36.349998
"113","2007-06-14",36.790001
"114","2007-06-15",37.599998
"115","2007-06-18",37.580002
"116","2007-06-19",37.529999
"117","2007-06-20",37.310001
"118","2007-06-21",37.580002
"119","2007-06-22",36.970001
"120","2007-06-25",35.860001
"121","2007-06-26",36.580002
"122","2007-06-27",37.34
"123","2007-06-28",37.279999
"124","2007-06-29",38.029999
"125","2007-07-02",38.91
"126","2007-07-03",38.610001
"127","2007-07-05",38.669998
"128","2007-07-06",38.619999
"129","2007-07-09",39.259998
"130","2007-07-10",38.880001
"131","2007-07-11",39.880001
"132","2007-07-12",40
"133","2007-07-13",40.619999
"134","2007-07-16",40.970001
"135","2007-07-17",41.060001
"136","2007-07-18",40.490002
"137","2007-07-19",41.560001
"138","2007-07-20",40.509998
"139","2007-07-23",40.049999
"140","2007-07-24",38.880001
"141","2007-07-25",39.599998
"142","2007-07-26",39.57
"143","2007-07-27",40.490002
"144","2007-07-30",41.290001
"145","2007-07-31",41.029999
"146","2007-08-01",42.209999
"147","2007-08-02",42.889999
"148","2007-08-03",45.07
"149","2007-08-06",48.66
"150","2007-08-07",49.029999
"151","2007-08-08",49.279999
"152","2007-08-09",52.560001
"153","2007-08-10",48.490002
"154","2007-08-13",50.709999
"155","2007-08-14",49.98
"156","2007-08-15",48.560001
"157","2007-08-16",49.98
"158","2007-08-17",51.09
"159","2007-08-20",51.889999
"160","2007-08-21",52.66
"161","2007-08-22",52.400002
"162","2007-08-23",51.25
"163","2007-08-24",51.66
"164","2007-08-27",51.549999
"165","2007-08-28",49.82
"166","2007-08-29",52.09
"167","2007-08-30",51.720001
"168","2007-08-31",52.52
"169","2007-09-04",51.27
"170","2007-09-05",51.860001
"171","2007-09-06",51.759998
"172","2007-09-07",50.860001
"173","2007-09-10",49.799999
"174","2007-09-11",51.279999
"175","2007-09-12",50.09
"176","2007-09-13",50.470001
"177","2007-09-14",50.860001
"178","2007-09-17",50.779999
"179","2007-09-18",52.619999
"180","2007-09-19",53.470001
"181","2007-09-20",53.119999
"182","2007-09-21",51.450001
"183","2007-09-24",51.25
"184","2007-09-25",51.549999
"185","2007-09-26",51.07
