"","date","FIS"
"1","2007-01-03",40.610001
"2","2007-01-04",40.48
"3","2007-01-05",40.34
"4","2007-01-08",40.68
"5","2007-01-09",40.98
"6","2007-01-10",41.32
"7","2007-01-11",41.419998
"8","2007-01-12",41.290001
"9","2007-01-16",41.310001
"10","2007-01-17",41.549999
"11","2007-01-18",41.509998
"12","2007-01-19",41.599998
"13","2007-01-22",41.509998
"14","2007-01-23",41.549999
"15","2007-01-24",42.57
"16","2007-01-25",42
"17","2007-01-26",42
"18","2007-01-29",41.700001
"19","2007-01-30",42.16
"20","2007-01-31",42.52
"21","2007-02-01",42.540001
"22","2007-02-02",43.029999
"23","2007-02-05",43.150002
"24","2007-02-06",43.23
"25","2007-02-07",45.200001
"26","2007-02-08",45.02
"27","2007-02-09",45.400002
"28","2007-02-12",45.139999
"29","2007-02-13",45.220001
"30","2007-02-14",46.75
"31","2007-02-15",47
"32","2007-02-16",47.549999
"33","2007-02-20",47.549999
"34","2007-02-21",46.970001
"35","2007-02-22",47
"36","2007-02-23",47.040001
"37","2007-02-26",46.790001
"38","2007-02-27",45.290001
"39","2007-02-28",45.919998
"40","2007-03-01",46.290001
"41","2007-03-02",45.360001
"42","2007-03-05",44.509998
"43","2007-03-06",45.939999
"44","2007-03-07",45.5
"45","2007-03-08",45.549999
"46","2007-03-09",45.299999
"47","2007-03-12",45.540001
"48","2007-03-13",44.32
"49","2007-03-14",44.130001
"50","2007-03-15",44.080002
"51","2007-03-16",43.580002
"52","2007-03-19",43.810001
"53","2007-03-20",43.799999
"54","2007-03-21",44.18
"55","2007-03-22",44.040001
"56","2007-03-23",43.889999
"57","2007-03-26",44.549999
"58","2007-03-27",45.810001
"59","2007-03-28",45.630001
"60","2007-03-29",45.5
"61","2007-03-30",45.459999
"62","2007-04-02",47.349998
"63","2007-04-03",47.459999
"64","2007-04-04",47.650002
"65","2007-04-05",47.880001
"66","2007-04-09",47.709999
"67","2007-04-10",48
"68","2007-04-11",47.84
"69","2007-04-12",47.650002
"70","2007-04-13",47.810001
"71","2007-04-16",48.040001
"72","2007-04-17",48.509998
"73","2007-04-18",48.900002
"74","2007-04-19",48.700001
"75","2007-04-20",48.849998
"76","2007-04-23",48.939999
"77","2007-04-24",48.529999
"78","2007-04-25",48.57
"79","2007-04-26",50.790001
"80","2007-04-27",51.130001
"81","2007-04-30",50.529999
"82","2007-05-01",50.610001
"83","2007-05-02",50.27
"84","2007-05-03",50.830002
"85","2007-05-04",50.889999
"86","2007-05-07",50.639999
"87","2007-05-08",50.220001
"88","2007-05-09",50.48
"89","2007-05-10",50.240002
"90","2007-05-11",50.599998
"91","2007-05-14",50.18
"92","2007-05-15",50.290001
"93","2007-05-16",50.119999
"94","2007-05-17",50.259998
"95","2007-05-18",50.880001
"96","2007-05-21",51.02
"97","2007-05-22",50.799999
"98","2007-05-23",50.220001
"99","2007-05-24",50.099998
"100","2007-05-25",50.130001
"101","2007-05-29",50.27
"102","2007-05-30",52.139999
"103","2007-05-31",53.919998
"104","2007-06-01",53.91
"105","2007-06-04",53.490002
"106","2007-06-05",53.369999
"107","2007-06-06",53.169998
"108","2007-06-07",52.68
"109","2007-06-08",52.240002
"110","2007-06-11",52.540001
"111","2007-06-12",52.919998
"112","2007-06-13",54.490002
"113","2007-06-14",54.279999
"114","2007-06-15",54.009998
"115","2007-06-18",54.18
"116","2007-06-19",55.09
"117","2007-06-20",54.93
"118","2007-06-21",54.830002
"119","2007-06-22",53.799999
"120","2007-06-25",53.560001
"121","2007-06-26",53.099998
"122","2007-06-27",54.41
"123","2007-06-28",54.630001
"124","2007-06-29",54.279999
"125","2007-07-02",54.779999
"126","2007-07-03",54.700001
"127","2007-07-05",56.369999
"128","2007-07-06",56.299999
"129","2007-07-09",55.77
"130","2007-07-10",55.169998
"131","2007-07-11",55.919998
"132","2007-07-12",56.619999
"133","2007-07-13",56.939999
"134","2007-07-16",57.669998
"135","2007-07-17",56.700001
"136","2007-07-18",56.700001
"137","2007-07-19",57.389999
"138","2007-07-20",56.240002
"139","2007-07-23",56.279999
"140","2007-07-24",55.84
"141","2007-07-25",54.799999
"142","2007-07-26",52.43
"143","2007-07-27",50.509998
"144","2007-07-30",50.830002
"145","2007-07-31",49.630001
"146","2007-08-01",49.709999
"147","2007-08-02",50.529999
"148","2007-08-03",49.380001
"149","2007-08-06",49.889999
"150","2007-08-07",49.810001
"151","2007-08-08",50.799999
"152","2007-08-09",49.709999
"153","2007-08-10",49.549999
"154","2007-08-13",49.450001
"155","2007-08-14",48.23
"156","2007-08-15",46.98
"157","2007-08-16",47.049999
"158","2007-08-17",48.060001
"159","2007-08-20",48.07
"160","2007-08-21",48.349998
"161","2007-08-22",48.060001
"162","2007-08-23",47.75
"163","2007-08-24",48.209999
"164","2007-08-27",47.740002
"165","2007-08-28",46.490002
"166","2007-08-29",47.200001
"167","2007-08-30",46.959999
