"","date","KFFB"
"179","2007-09-18",10.1
"180","2007-09-19",10.14
"181","2007-09-20",10.14
"182","2007-09-21",10.14
"183","2007-09-24",10.14
"184","2007-09-25",10.14
"185","2007-09-26",10.14
"186","2007-09-27",10
"187","2007-09-28",10
"188","2007-10-01",10.08
"189","2007-10-02",10
"190","2007-10-03",10
"191","2007-10-04",10.14
"192","2007-10-05",10.18
"193","2007-10-08",10.18
"194","2007-10-09",10.18
"195","2007-10-10",10.18
"196","2007-10-11",10.18
"197","2007-10-12",10.07
"198","2007-10-15",10.05
"199","2007-10-16",10.1
"200","2007-10-17",10.1
"201","2007-10-18",10.05
"202","2007-10-19",10.05
"203","2007-10-22",10.05
"204","2007-10-23",10.06
"205","2007-10-24",10.06
"206","2007-10-25",10.05
"207","2007-10-26",10.05
"208","2007-10-29",9.85
"209","2007-10-30",9.85
"210","2007-10-31",9.85
"211","2007-11-01",9.95
"212","2007-11-02",10.05
"213","2007-11-05",10
"214","2007-11-06",10
"215","2007-11-07",10.01
"216","2007-11-08",10.01
"217","2007-11-09",10.01
"218","2007-11-12",10
"219","2007-11-13",10
"220","2007-11-14",10.04
"221","2007-11-15",9.9
"222","2007-11-16",9.9
"223","2007-11-19",9.95
"224","2007-11-20",9.95
"225","2007-11-21",9.95
"226","2007-11-23",9.95
"227","2007-11-26",9.95
"228","2007-11-27",10.05
"229","2007-11-28",9.98
"230","2007-11-29",9.98
"231","2007-11-30",9.98
"232","2007-12-03",9.95
"233","2007-12-04",9.95
"234","2007-12-05",9.95
"235","2007-12-06",9.95
"236","2007-12-07",9.97
"237","2007-12-10",9.97
"238","2007-12-11",9.97
"239","2007-12-12",10
"240","2007-12-13",10
"241","2007-12-14",9.98
"242","2007-12-17",9.95
"243","2007-12-18",9.95
"244","2007-12-19",9.99
"245","2007-12-20",9.95
"246","2007-12-21",9.93
"247","2007-12-24",9.93
"248","2007-12-26",9.9
"249","2007-12-27",9.9
"250","2007-12-28",9.88
"251","2007-12-31",9.9
"252","2008-01-02",9.9
"253","2008-01-03",9.92
"254","2008-01-04",9.85
"255","2008-01-07",9.9
"256","2008-01-08",9.82
"257","2008-01-09",9.86
"258","2008-01-10",9.88
"259","2008-01-11",9.85
"260","2008-01-14",9.9
"261","2008-01-15",9.9
"262","2008-01-16",9.8
"263","2008-01-17",9.88
"264","2008-01-18",9.84
"265","2008-01-22",9.75
"266","2008-01-23",9.75
"267","2008-01-24",9.75
"268","2008-01-25",9.88
"269","2008-01-28",9.85
"270","2008-01-29",9.85
"271","2008-01-30",9.85
"272","2008-01-31",9.85
"273","2008-02-01",10.15
"274","2008-02-04",10
"275","2008-02-05",10
"276","2008-02-06",9.95
"277","2008-02-07",10
"278","2008-02-08",10
"279","2008-02-11",9.95
"280","2008-02-12",9.98
"281","2008-02-13",10
"282","2008-02-14",10.15
"283","2008-02-15",10.05
"284","2008-02-19",10.23
"285","2008-02-20",10.23
"286","2008-02-21",10.05
"287","2008-02-22",10.09
"288","2008-02-25",10.06
"289","2008-02-26",10.05
"290","2008-02-27",10.08
"291","2008-02-28",10.2
"292","2008-02-29",10.2
"293","2008-03-03",10.2
"294","2008-03-04",10.06
"295","2008-03-05",10.06
"296","2008-03-06",10.08
"297","2008-03-07",10.08
"298","2008-03-10",10.1
"299","2008-03-11",10.08
"300","2008-03-12",10.1
"301","2008-03-13",10.12
"302","2008-03-14",10.12
"303","2008-03-17",10.07
"304","2008-03-18",10.05
"305","2008-03-19",10.06
"306","2008-03-20",10.06
"307","2008-03-24",10.12
"308","2008-03-25",10.14
"309","2008-03-26",10.06
"310","2008-03-27",10.06
"311","2008-03-28",10.06
"312","2008-03-31",10.06
"313","2008-04-01",10.06
"314","2008-04-02",10.1
"315","2008-04-03",10.1
"316","2008-04-04",10.06
"317","2008-04-07",10.06
"318","2008-04-08",10.06
"319","2008-04-09",10.07
"320","2008-04-10",10.06
"321","2008-04-11",10.06
"322","2008-04-14",10.1
"323","2008-04-15",10.1
"324","2008-04-16",10.11
"325","2008-04-17",10.11
"326","2008-04-18",10.11
"327","2008-04-21",10.11
"328","2008-04-22",10.11
"329","2008-04-23",10.11
"330","2008-04-24",10.08
"331","2008-04-25",9.85
"332","2008-04-28",10
"333","2008-04-29",10
"334","2008-04-30",10
"335","2008-05-01",10
"336","2008-05-02",10.1
"337","2008-05-05",10.1
"338","2008-05-06",10.1
"339","2008-05-07",10
"340","2008-05-08",10
"341","2008-05-09",10
"342","2008-05-12",10
"343","2008-05-13",10
"344","2008-05-14",10
"345","2008-05-15",10
"346","2008-05-16",10
"347","2008-05-19",10.05
"348","2008-05-20",10.05
"349","2008-05-21",10
"350","2008-05-22",10
"351","2008-05-23",10.05
"352","2008-05-27",10.05
"353","2008-05-28",9.75
"354","2008-05-29",9.9
"355","2008-05-30",9.9
"356","2008-06-02",9.9
"357","2008-06-03",9.9
"358","2008-06-04",9.9
"359","2008-06-05",9.9
"360","2008-06-06",9.9
"361","2008-06-09",9.55
"362","2008-06-10",9.9
"363","2008-06-11",9.6
"364","2008-06-12",9.6
"365","2008-06-13",9.7
"366","2008-06-16",9.79
"367","2008-06-17",9.7
"368","2008-06-18",9.8
"369","2008-06-19",10
"370","2008-06-20",9.8
"371","2008-06-23",9.65
"372","2008-06-24",9.6
"373","2008-06-25",9.8
"374","2008-06-26",9.55
"375","2008-06-27",9.55
"376","2008-06-30",9.35
"377","2008-07-01",9.7
"378","2008-07-02",9.7
"379","2008-07-03",9.7
"380","2008-07-07",9.5
"381","2008-07-08",9.7
"382","2008-07-09",9.46
"383","2008-07-10",9.4
"384","2008-07-11",9.4
"385","2008-07-14",9.3
"386","2008-07-15",9.68
"387","2008-07-16",9.68
"388","2008-07-17",9.31
"389","2008-07-18",9.25
"390","2008-07-21",9.25
"391","2008-07-22",9.49
"392","2008-07-23",9.8
"393","2008-07-24",9.8
"394","2008-07-25",9.65
"395","2008-07-28",9.4
"396","2008-07-29",9.4
"397","2008-07-30",9.3
"398","2008-07-31",9.5
"399","2008-08-01",9.7
"400","2008-08-04",9.5
"401","2008-08-05",9.5
"402","2008-08-06",9.7
"403","2008-08-07",9.7
"404","2008-08-08",9.7
"405","2008-08-11",9.7
"406","2008-08-12",9.7
"407","2008-08-13",9.66
"408","2008-08-14",9.25
"409","2008-08-15",9.25
"410","2008-08-18",9.38
"411","2008-08-19",9.69
"412","2008-08-20",9.69
"413","2008-08-21",9.69
"414","2008-08-22",9.7
"415","2008-08-25",9.7
"416","2008-08-26",9.75
"417","2008-08-27",9.3
"418","2008-08-28",9.3
"419","2008-08-29",9.52
"420","2008-09-02",9.74
"421","2008-09-03",9.75
"422","2008-09-04",9.8
"423","2008-09-05",9.8
"424","2008-09-08",9.6
"425","2008-09-09",9.6
"426","2008-09-10",9.55
"427","2008-09-11",9.6
"428","2008-09-12",9.69
"429","2008-09-15",9.55
"430","2008-09-16",9.55
"431","2008-09-17",9.55
"432","2008-09-18",9.7
"433","2008-09-19",10
"434","2008-09-22",9.7
"435","2008-09-23",9.7
"436","2008-09-24",9.65
"437","2008-09-25",9.7
"438","2008-09-26",9.7
"439","2008-09-29",9.6
"440","2008-09-30",9.7
"441","2008-10-01",9.7
"442","2008-10-02",9.7
"443","2008-10-03",9.78
"444","2008-10-06",9.63
"445","2008-10-07",9.63
"446","2008-10-08",9.65
"447","2008-10-09",9.65
"448","2008-10-10",9.5
"449","2008-10-13",9.61
"450","2008-10-14",9.52
"451","2008-10-15",9.59
"452","2008-10-16",9.5
"453","2008-10-17",9.7
"454","2008-10-20",9.73
"455","2008-10-21",9.78
"456","2008-10-22",9.78
"457","2008-10-23",9.78
"458","2008-10-24",9.2
"459","2008-10-27",9.45
"460","2008-10-28",9.45
"461","2008-10-29",9.45
"462","2008-10-30",9.6
"463","2008-10-31",9.51
"464","2008-11-03",9.68
"465","2008-11-04",9.68
"466","2008-11-05",9.68
"467","2008-11-06",9.75
"468","2008-11-07",9.75
"469","2008-11-10",9.75
"470","2008-11-11",9.6
"471","2008-11-12",9.78
"472","2008-11-13",9.75
"473","2008-11-14",9.75
"474","2008-11-17",9.75
"475","2008-11-18",9.8
"476","2008-11-19",9.8
"477","2008-11-20",9.75
"478","2008-11-21",9.8
"479","2008-11-24",9.7
"480","2008-11-25",9.7
"481","2008-11-26",9.74
"482","2008-11-28",9.74
"483","2008-12-01",9.75
"484","2008-12-02",9.75
"485","2008-12-03",9.76
"486","2008-12-04",9.8
"487","2008-12-05",9.8
"488","2008-12-08",9.8
"489","2008-12-09",9.8
"490","2008-12-10",9.76
"491","2008-12-11",9.76
"492","2008-12-12",9.76
"493","2008-12-15",9.75
"494","2008-12-16",9.75
"495","2008-12-17",9.75
"496","2008-12-18",9.75
"497","2008-12-19",9.9
"498","2008-12-22",9.75
"499","2008-12-23",9.76
"500","2008-12-24",9.76
"501","2008-12-26",9.76
"502","2008-12-29",9.76
"503","2008-12-30",9.75
"504","2008-12-31",9.75
"505","2009-01-02",9.88
"506","2009-01-05",9.89
"507","2009-01-06",9.89
"508","2009-01-07",9.89
"509","2009-01-08",9.99
"510","2009-01-09",9.99
"511","2009-01-12",9.95
"512","2009-01-13",9.95
"513","2009-01-14",9.95
"514","2009-01-15",9.9
"515","2009-01-16",9.95
"516","2009-01-20",9.95
"517","2009-01-21",9.95
"518","2009-01-22",9.95
"519","2009-01-23",9.95
"520","2009-01-26",10
"521","2009-01-27",10.05
"522","2009-01-28",10.05
"523","2009-01-29",9.98
"524","2009-01-30",9.98
"525","2009-02-02",9.98
"526","2009-02-03",10
"527","2009-02-04",10.01
"528","2009-02-05",10.05
"529","2009-02-06",10.08
"530","2009-02-09",10.1
"531","2009-02-10",10.1
"532","2009-02-11",10.46
"533","2009-02-12",10.46
"534","2009-02-13",10.46
"535","2009-02-17",10.15
"536","2009-02-18",11.4
"537","2009-02-19",10.75
"538","2009-02-20",10.25
"539","2009-02-23",10.25
"540","2009-02-24",10.25
"541","2009-02-25",10.25
"542","2009-02-26",10.1
"543","2009-02-27",10.1
"544","2009-03-02",10.05
"545","2009-03-03",10.05
"546","2009-03-04",10.05
"547","2009-03-05",10.05
"548","2009-03-06",10.05
"549","2009-03-09",10.1
"550","2009-03-10",10.15
"551","2009-03-11",10.18
"552","2009-03-12",10.15
"553","2009-03-13",10.15
"554","2009-03-16",10.15
"555","2009-03-17",10.15
"556","2009-03-18",10.15
"557","2009-03-19",10.15
"558","2009-03-20",10.15
"559","2009-03-23",10.15
"560","2009-03-24",10.15
"561","2009-03-25",10.15
"562","2009-03-26",10.3
"563","2009-03-27",10.26
"564","2009-03-30",10.3
"565","2009-03-31",10.27
"566","2009-04-01",10.4
"567","2009-04-02",10.4
"568","2009-04-03",10.35
"569","2009-04-06",10.35
"570","2009-04-07",10.4
"571","2009-04-08",10.4
"572","2009-04-09",10.4
"573","2009-04-13",10.38
"574","2009-04-14",10.38
"575","2009-04-15",10.38
"576","2009-04-16",10.38
"577","2009-04-17",10.35
"578","2009-04-20",10.35
"579","2009-04-21",10.4
"580","2009-04-22",10.49
"581","2009-04-23",10.35
"582","2009-04-24",10.5
"583","2009-04-27",10.5
"584","2009-04-28",10.5
"585","2009-04-29",10.5
"586","2009-04-30",10.5
"587","2009-05-01",10.75
"588","2009-05-04",10.75
"589","2009-05-05",10.98
"590","2009-05-06",11.3
"591","2009-05-07",10.75
"592","2009-05-08",10.8
"593","2009-05-11",10.99
"594","2009-05-12",10.99
"595","2009-05-13",10.99
"596","2009-05-14",10.99
"597","2009-05-15",11
"598","2009-05-18",11
"599","2009-05-19",11.19
"600","2009-05-20",11.35
"601","2009-05-21",11.42
"602","2009-05-22",13
"603","2009-05-26",12.6
"604","2009-05-27",12.75
"605","2009-05-28",12.55
"606","2009-05-29",11.94
"607","2009-06-01",12.05
"608","2009-06-02",11.65
"609","2009-06-03",11.5
"610","2009-06-04",11.5
"611","2009-06-05",11.55
"612","2009-06-08",12.2
"613","2009-06-09",11.8
"614","2009-06-10",11.84
"615","2009-06-11",11.9
"616","2009-06-12",12
"617","2009-06-15",12
"618","2009-06-16",11.8
"619","2009-06-17",11.5
"620","2009-06-18",11.5
"621","2009-06-19",11.5
"622","2009-06-22",11.95
"623","2009-06-23",11.37
"624","2009-06-24",11.42
"625","2009-06-25",11.94
"626","2009-06-26",12.69
"627","2009-06-29",12.28
"628","2009-06-30",12.15
"629","2009-07-01",13
"630","2009-07-02",12.12
"631","2009-07-06",12.05
"632","2009-07-07",12.87
"633","2009-07-08",12.78
"634","2009-07-09",12.45
"635","2009-07-10",12.97
"636","2009-07-13",12.58
"637","2009-07-14",12.75
"638","2009-07-15",13
"639","2009-07-16",13.12
"640","2009-07-17",12.89
"641","2009-07-20",12.92
"642","2009-07-21",12.89
"643","2009-07-22",13
"644","2009-07-23",13.8
"645","2009-07-24",14.2
"646","2009-07-27",14.22
"647","2009-07-28",14.25
"648","2009-07-29",14
"649","2009-07-30",14.25
"650","2009-07-31",13.89
"651","2009-08-03",15
"652","2009-08-04",14.79
"653","2009-08-05",14.4
"654","2009-08-06",13.86
"655","2009-08-07",13.75
"656","2009-08-10",13.82
"657","2009-08-11",12.6
"658","2009-08-12",12.78
"659","2009-08-13",12.86
"660","2009-08-14",12.33
"661","2009-08-17",12.4
"662","2009-08-18",13.15
"663","2009-08-19",13.6
"664","2009-08-20",13.63
"665","2009-08-21",13
"666","2009-08-24",12.9
"667","2009-08-25",13.04
"668","2009-08-26",13.81
"669","2009-08-27",13.79
"670","2009-08-28",13.28
"671","2009-08-31",13.74
"672","2009-09-01",12.53
"673","2009-09-02",12.87
"674","2009-09-03",12.67
"675","2009-09-04",12.93
"676","2009-09-08",13
"677","2009-09-09",12.99
"678","2009-09-10",12.78
"679","2009-09-11",12.78
"680","2009-09-14",13.45
"681","2009-09-15",13.16
"682","2009-09-16",13.04
"683","2009-09-17",12.76
"684","2009-09-18",12.99
"685","2009-09-21",13.13
"686","2009-09-22",13.01
"687","2009-09-23",12.57
"688","2009-09-24",12.36
"689","2009-09-25",12.86
"690","2009-09-28",12.35
"691","2009-09-29",12.55
"692","2009-09-30",12.49
"693","2009-10-01",12.42
"694","2009-10-02",12.3
"695","2009-10-05",12.25
"696","2009-10-06",12.99
"697","2009-10-07",13.11
"698","2009-10-08",12.72
"699","2009-10-09",13.06
"700","2009-10-12",12.61
"701","2009-10-13",12.61
"702","2009-10-14",13.4
"703","2009-10-15",12.86
"704","2009-10-16",12.41
"705","2009-10-19",12.96
"706","2009-10-20",12.48
"707","2009-10-21",12.16
"708","2009-10-22",12.53
"709","2009-10-23",11.9
"710","2009-10-26",11.61
"711","2009-10-27",10.9
"712","2009-10-28",10.5
"713","2009-10-29",11.12
"714","2009-10-30",10.51
"715","2009-11-02",10.78
"716","2009-11-03",10.88
"717","2009-11-04",10.6
"718","2009-11-05",11
"719","2009-11-06",11.25
"720","2009-11-09",11.51
"721","2009-11-10",11.29
"722","2009-11-11",11.56
"723","2009-11-12",11.05
"724","2009-11-13",11.13
"725","2009-11-16",12.72
"726","2009-11-17",12.48
"727","2009-11-18",12
"728","2009-11-19",12.13
"729","2009-11-20",12.22
"730","2009-11-23",12.19
"731","2009-11-24",12.26
"732","2009-11-25",12.48
"733","2009-11-27",11.66
"734","2009-11-30",12.05
"735","2009-12-01",12.1
"736","2009-12-02",12.36
"737","2009-12-03",12.11
"738","2009-12-04",12.47
"739","2009-12-07",12.19
"740","2009-12-08",11.81
"741","2009-12-09",12.16
"742","2009-12-10",11.83
"743","2009-12-11",11.8
"744","2009-12-14",11.83
"745","2009-12-15",11.5
"746","2009-12-16",11.44
"747","2009-12-17",11.42
"748","2009-12-18",11.41
"749","2009-12-21",11.2
"750","2009-12-22",11.01
"751","2009-12-23",11.13
"752","2009-12-24",11.2
"753","2009-12-28",11.18
"754","2009-12-29",11.09
"755","2009-12-30",11.08
"756","2009-12-31",11
"757","2010-01-04",11.16
"758","2010-01-05",11.2
"759","2010-01-06",11.2
"760","2010-01-07",11.43
"761","2010-01-08",11.5
"762","2010-01-11",10.8
"763","2010-01-12",10.95
"764","2010-01-13",11.07
"765","2010-01-14",10.95
"766","2010-01-15",10.75
"767","2010-01-19",10.92
"768","2010-01-20",10.75
"769","2010-01-21",10.15
"770","2010-01-22",10.34
"771","2010-01-25",10.28
"772","2010-01-26",10.03
"773","2010-01-27",10.14
"774","2010-01-28",10.01
"775","2010-01-29",10.11
"776","2010-02-01",10.1
"777","2010-02-02",10.05
"778","2010-02-03",10
"779","2010-02-04",9.9
"780","2010-02-05",9.99
"781","2010-02-08",9.75
"782","2010-02-09",9.93
"783","2010-02-10",9.98
"784","2010-02-11",10.11
"785","2010-02-12",9.99
"786","2010-02-16",10.24
"787","2010-02-17",10.25
"788","2010-02-18",10.05
"789","2010-02-19",10.22
"790","2010-02-22",10.97
"791","2010-02-23",11.11
"792","2010-02-24",11.62
"793","2010-02-25",11.3
"794","2010-02-26",12.18
"795","2010-03-01",12.28
"796","2010-03-02",12.23
"797","2010-03-03",11.92
"798","2010-03-04",12.09
"799","2010-03-05",12.08
"800","2010-03-08",12.03
"801","2010-03-09",11.96
"802","2010-03-10",11.97
"803","2010-03-11",11.75
"804","2010-03-12",11.19
"805","2010-03-15",11.1
"806","2010-03-16",11.25
"807","2010-03-17",11.17
"808","2010-03-18",10.82
"809","2010-03-19",10.57
"810","2010-03-22",10.43
"811","2010-03-23",10.45
"812","2010-03-24",10.45
"813","2010-03-25",10.4
"814","2010-03-26",10.41
"815","2010-03-29",10.36
"816","2010-03-30",10.67
"817","2010-03-31",10.49
"818","2010-04-01",10.56
"819","2010-04-05",10.58
"820","2010-04-06",10.5
"821","2010-04-07",10.5
"822","2010-04-08",10.37
"823","2010-04-09",10.32
"824","2010-04-12",10.16
"825","2010-04-13",10.1
"826","2010-04-14",10.37
"827","2010-04-15",10.37
"828","2010-04-16",10.04
"829","2010-04-19",9.71
"830","2010-04-20",10.48
"831","2010-04-21",10.4
"832","2010-04-22",10.35
"833","2010-04-23",9.91
"834","2010-04-26",10.09
"835","2010-04-27",10.01
"836","2010-04-28",10
"837","2010-04-29",10.08
"838","2010-04-30",9.91
"839","2010-05-03",9.57
"840","2010-05-04",9.42
"841","2010-05-05",9.55
"842","2010-05-06",8.4
"843","2010-05-07",9
"844","2010-05-10",9.89
"845","2010-05-11",10.68
"846","2010-05-12",10.46
"847","2010-05-13",10.07
"848","2010-05-14",9.5
"849","2010-05-17",9.8
"850","2010-05-18",9.86
"851","2010-05-19",9.86
"852","2010-05-20",9.26
"853","2010-05-21",9.55
"854","2010-05-24",9.99
"855","2010-05-25",10
"856","2010-05-26",9.7
"857","2010-05-27",10
"858","2010-05-28",9.91
"859","2010-06-01",9.48
"860","2010-06-02",10.7
"861","2010-06-03",10.17
"862","2010-06-04",9.41
"863","2010-06-07",9.28
"864","2010-06-08",9.23
"865","2010-06-09",9.37
"866","2010-06-10",9.51
"867","2010-06-11",9.86
"868","2010-06-14",9.52
"869","2010-06-15",9.12
"870","2010-06-16",8.92
"871","2010-06-17",8.88
"872","2010-06-18",8.5
"873","2010-06-21",8.32
"874","2010-06-22",8.46
"875","2010-06-23",8.55
"876","2010-06-24",8.11
"877","2010-06-25",8.33
"878","2010-06-28",8.09
"879","2010-06-29",9.14
"880","2010-06-30",9.02
"881","2010-07-01",9.02
"882","2010-07-02",8.65
"883","2010-07-06",8.84
"884","2010-07-07",8.38
"885","2010-07-08",8.4
"886","2010-07-09",8.4
"887","2010-07-12",8.22
"888","2010-07-13",7.95
"889","2010-07-14",8.58
"890","2010-07-15",8.61
"891","2010-07-16",8.44
"892","2010-07-19",8.37
"893","2010-07-20",8.27
"894","2010-07-21",8.35
"895","2010-07-22",8.88
"896","2010-07-23",8.54
"897","2010-07-26",8.61
"898","2010-07-27",8.33
"899","2010-07-28",9.51
"900","2010-07-29",9.51
"901","2010-07-30",9.51
"902","2010-08-02",9.33
"903","2010-08-03",9.38
"904","2010-08-04",10.08
"905","2010-08-05",9.69
"906","2010-08-06",9.82
"907","2010-08-09",9.49
"908","2010-08-10",9.9
"909","2010-08-11",9.78
"910","2010-08-12",9.78
"911","2010-08-13",9.78
"912","2010-08-16",9.59
"913","2010-08-17",9.45
"914","2010-08-18",9.88
"915","2010-08-19",9.88
"916","2010-08-20",9.6
"917","2010-08-23",9.8
"918","2010-08-24",9.8
"919","2010-08-25",9.77
"920","2010-08-26",9.57
"921","2010-08-27",9.57
"922","2010-08-30",9.57
"923","2010-08-31",9.87
"924","2010-09-01",9.97
"925","2010-09-02",10.09
"926","2010-09-03",10
"927","2010-09-07",10
"928","2010-09-08",10
"929","2010-09-09",10
"930","2010-09-10",10
"931","2010-09-13",10
"932","2010-09-14",9.7
"933","2010-09-15",9.7
"934","2010-09-16",9.7
"935","2010-09-17",10
"936","2010-09-20",10
"937","2010-09-21",10
"938","2010-09-22",10
"939","2010-09-23",10
"940","2010-09-24",10
"941","2010-09-27",9.7
"942","2010-09-28",9.51
"943","2010-09-29",9.02
"944","2010-09-30",9.62
"945","2010-10-01",10.38
"946","2010-10-04",9.55
"947","2010-10-05",9.55
"948","2010-10-06",9.55
"949","2010-10-07",9.55
"950","2010-10-08",9.55
"951","2010-10-11",9.56
"952","2010-10-12",9.35
"953","2010-10-13",9.3
"954","2010-10-14",9.25
"955","2010-10-15",9.25
"956","2010-10-18",9.25
"957","2010-10-19",9.25
"958","2010-10-20",9.25
"959","2010-10-21",9.25
"960","2010-10-22",9
"961","2010-10-25",9.16
"962","2010-10-26",9.16
"963","2010-10-27",9.16
"964","2010-10-28",9.16
"965","2010-10-29",9.16
"966","2010-11-01",9.16
"967","2010-11-02",9.27
"968","2010-11-03",9.42
"969","2010-11-04",9.1
"970","2010-11-05",9.7
"971","2010-11-08",9.5
"972","2010-11-09",9.5
"973","2010-11-10",9.45
"974","2010-11-11",9.45
"975","2010-11-12",9.45
"976","2010-11-15",9.5
"977","2010-11-16",9.59
"978","2010-11-17",9.55
"979","2010-11-18",9.55
"980","2010-11-19",9.55
"981","2010-11-22",9.73
"982","2010-11-23",9.67
"983","2010-11-24",9.67
"984","2010-11-26",9.37
"985","2010-11-29",9.37
"986","2010-11-30",9.37
"987","2010-12-01",9.63
"988","2010-12-02",9.5
"989","2010-12-03",9.5
"990","2010-12-06",9.5
"991","2010-12-07",9.5
"992","2010-12-08",9.5
"993","2010-12-09",9.5
"994","2010-12-10",9.4
"995","2010-12-13",9.52
"996","2010-12-14",9.52
"997","2010-12-15",9.62
"998","2010-12-16",9.5
"999","2010-12-17",9.67
"1000","2010-12-20",9.51
"1001","2010-12-21",9.53
"1002","2010-12-22",9.54
"1003","2010-12-23",9.54
"1004","2010-12-27",9.54
"1005","2010-12-28",9.54
"1006","2010-12-29",9.54
"1007","2010-12-30",9.25
"1008","2010-12-31",9.25
"1009","2011-01-03",9.49
