"","date","MXL"
"194","2010-12-28",10.14
"195","2010-12-29",10.28
"196","2010-12-30",10.37
"197","2010-12-31",10.76
"198","2011-01-03",10.89
"199","2011-01-04",10.87
"200","2011-01-05",10.9
"201","2011-01-06",10.79
"202","2011-01-07",10.99
"203","2011-01-10",11.97
"204","2011-01-11",11.97
"205","2011-01-12",12.08
"206","2011-01-13",12.62
"207","2011-01-14",12.54
"208","2011-01-18",12.31
"209","2011-01-19",11.7
"210","2011-01-20",11.29
"211","2011-01-21",11.07
"212","2011-01-24",11.13
"213","2011-01-25",11.04
"214","2011-01-26",11.26
"215","2011-01-27",11.35
"216","2011-01-28",11.09
"217","2011-01-31",11.16
"218","2011-02-01",11.31
"219","2011-02-02",11.34
"220","2011-02-03",11.36
"221","2011-02-04",11.43
"222","2011-02-07",11.94
"223","2011-02-08",11.07
"224","2011-02-09",10.9
"225","2011-02-10",10.99
"226","2011-02-11",11.45
"227","2011-02-14",11.36
"228","2011-02-15",11.42
"229","2011-02-16",11.39
"230","2011-02-17",11.12
"231","2011-02-18",11.07
"232","2011-02-22",10.55
"233","2011-02-23",10.55
"234","2011-02-24",10.5
"235","2011-02-25",10.72
"236","2011-02-28",10.52
"237","2011-03-01",10.15
"238","2011-03-02",10.41
"239","2011-03-03",9.9
"240","2011-03-04",9.54
"241","2011-03-07",9.75
"242","2011-03-08",9.85
"243","2011-03-09",9.82
"244","2011-03-10",9.42
"245","2011-03-11",9.42
"246","2011-03-14",9.14
"247","2011-03-15",8.98
"248","2011-03-16",8.83
"249","2011-03-17",8.28
"250","2011-03-18",8.08
"251","2011-03-21",8.24
"252","2011-03-22",8.06
"253","2011-03-23",8.11
"254","2011-03-24",8.15
"255","2011-03-25",8.09
"256","2011-03-28",7.76
"257","2011-03-29",7.77
"258","2011-03-30",8.29
"259","2011-03-31",8.17
"260","2011-04-01",8.22
"261","2011-04-04",7.91
"262","2011-04-05",8.26
"263","2011-04-06",8.49
"264","2011-04-07",8.38
"265","2011-04-08",8.38
"266","2011-04-11",8.17
"267","2011-04-12",7.92
"268","2011-04-13",7.94
"269","2011-04-14",8
"270","2011-04-15",8.07
"271","2011-04-18",7.82
"272","2011-04-19",7.8
"273","2011-04-20",7.98
"274","2011-04-21",8.05
"275","2011-04-25",7.95
"276","2011-04-26",8.09
"277","2011-04-27",8.09
"278","2011-04-28",7.93
"279","2011-04-29",9.39
"280","2011-05-02",9.11
"281","2011-05-03",8.87
"282","2011-05-04",8.87
"283","2011-05-05",8.88
"284","2011-05-06",9.1
"285","2011-05-09",8.86
"286","2011-05-10",9.1
"287","2011-05-11",8.96
"288","2011-05-12",8.93
"289","2011-05-13",8.91
"290","2011-05-16",8.85
"291","2011-05-17",8.8
"292","2011-05-18",9.02
"293","2011-05-19",9.07
"294","2011-05-20",8.98
"295","2011-05-23",9.03
"296","2011-05-24",8.94
"297","2011-05-25",8.97
"298","2011-05-26",8.93
"299","2011-05-27",9.03
"300","2011-05-31",9.11
"301","2011-06-01",8.95
"302","2011-06-02",9.18
"303","2011-06-03",9
"304","2011-06-06",9.14
"305","2011-06-07",9.35
"306","2011-06-08",9.1
"307","2011-06-09",9.06
"308","2011-06-10",9.22
"309","2011-06-13",9.15
"310","2011-06-14",9.32
"311","2011-06-15",9.11
"312","2011-06-16",9.2
"313","2011-06-17",8.99
"314","2011-06-20",8.91
"315","2011-06-21",8.93
"316","2011-06-22",8.52
"317","2011-06-23",8.3
"318","2011-06-24",8.48
"319","2011-06-27",8.42
"320","2011-06-28",8.57
"321","2011-06-29",8.66
"322","2011-06-30",8.66
"323","2011-07-01",9.23
"324","2011-07-05",8.95
"325","2011-07-06",8.7
"326","2011-07-07",8.67
"327","2011-07-08",8.59
"328","2011-07-11",8.38
"329","2011-07-12",7.89
"330","2011-07-13",7.94
"331","2011-07-14",7.62
"332","2011-07-15",7.37
"333","2011-07-18",7.28
"334","2011-07-19",7.36
"335","2011-07-20",7.34
"336","2011-07-21",7.33
"337","2011-07-22",7.39
"338","2011-07-25",7.25
"339","2011-07-26",7.09
"340","2011-07-27",6.97
"341","2011-07-28",6.77
"342","2011-07-29",6.65
"343","2011-08-01",6.11
"344","2011-08-02",5.87
"345","2011-08-03",5.81
"346","2011-08-04",5.49
"347","2011-08-05",5.83
"348","2011-08-08",4.9
"349","2011-08-09",5.02
"350","2011-08-10",5.02
"351","2011-08-11",5.17
"352","2011-08-12",5.1
"353","2011-08-15",5.72
"354","2011-08-16",5.39
"355","2011-08-17",5.7
"356","2011-08-18",5.3
"357","2011-08-19",5.26
"358","2011-08-22",5.31
"359","2011-08-23",5.57
"360","2011-08-24",5.69
"361","2011-08-25",5.5
"362","2011-08-26",5.52
"363","2011-08-29",6
"364","2011-08-30",5.97
"365","2011-08-31",5.75
"366","2011-09-01",5.42
"367","2011-09-02",5.26
"368","2011-09-06",5.3
"369","2011-09-07",5.91
"370","2011-09-08",5.77
"371","2011-09-09",5.73
"372","2011-09-12",6.33
"373","2011-09-13",6.48
"374","2011-09-14",6.46
"375","2011-09-15",6.4
"376","2011-09-16",6.76
"377","2011-09-19",6.61
"378","2011-09-20",6.57
"379","2011-09-21",6.11
"380","2011-09-22",6.1
"381","2011-09-23",6.64
"382","2011-09-26",6.6
"383","2011-09-27",6.69
"384","2011-09-28",6.4
"385","2011-09-29",6.55
"386","2011-09-30",6.46
"387","2011-10-03",5.59
"388","2011-10-04",5.88
"389","2011-10-05",5.53
"390","2011-10-06",5.91
"391","2011-10-07",5.76
"392","2011-10-10",5.95
"393","2011-10-11",6.06
"394","2011-10-12",6.07
"395","2011-10-13",6
"396","2011-10-14",6.02
"397","2011-10-17",5.55
"398","2011-10-18",5.8
"399","2011-10-19",5.53
"400","2011-10-20",5.21
"401","2011-10-21",5.35
"402","2011-10-24",5.42
"403","2011-10-25",4.91
"404","2011-10-26",5.37
"405","2011-10-27",6.16
"406","2011-10-28",6.25
"407","2011-10-31",5.82
"408","2011-11-01",5.32
"409","2011-11-02",5.62
"410","2011-11-03",5.53
"411","2011-11-04",5.45
"412","2011-11-07",5.14
"413","2011-11-08",5.15
"414","2011-11-09",4.92
"415","2011-11-10",4.83
"416","2011-11-11",5
"417","2011-11-14",5.04
"418","2011-11-15",5.36
"419","2011-11-16",5.14
"420","2011-11-17",4.92
"421","2011-11-18",4.96
"422","2011-11-21",4.73
"423","2011-11-22",4.78
"424","2011-11-23",4.79
"425","2011-11-25",4.75
"426","2011-11-28",4.82
"427","2011-11-29",4.46
"428","2011-11-30",4.82
"429","2011-12-01",4.8
"430","2011-12-02",5.04
"431","2011-12-05",4.95
"432","2011-12-06",5.02
"433","2011-12-07",4.9
"434","2011-12-08",4.67
"435","2011-12-09",4.99
"436","2011-12-12",4.76
"437","2011-12-13",4.49
"438","2011-12-14",4.57
"439","2011-12-15",4.54
"440","2011-12-16",4.42
"441","2011-12-19",4.21
"442","2011-12-20",4.27
"443","2011-12-21",4.14
"444","2011-12-22",4.31
"445","2011-12-23",4.48
"446","2011-12-27",4.5
"447","2011-12-28",4.44
"448","2011-12-29",4.53
"449","2011-12-30",4.75
"450","2012-01-03",4.93
"451","2012-01-04",4.9
"452","2012-01-05",5.01
"453","2012-01-06",4.92
"454","2012-01-09",4.93
"455","2012-01-10",5.09
"456","2012-01-11",5.25
"457","2012-01-12",5.23
"458","2012-01-13",5.18
"459","2012-01-17",5.14
"460","2012-01-18",5.55
"461","2012-01-19",6.12
"462","2012-01-20",6.31
"463","2012-01-23",6.18
"464","2012-01-24",6.3
"465","2012-01-25",6.33
"466","2012-01-26",5.99
"467","2012-01-27",5.95
"468","2012-01-30",5.94
"469","2012-01-31",5.97
"470","2012-02-01",6.03
"471","2012-02-02",5.99
"472","2012-02-03",6.1
"473","2012-02-06",6.23
"474","2012-02-07",6.27
"475","2012-02-08",6
"476","2012-02-09",5.8
"477","2012-02-10",5.77
"478","2012-02-13",5.78
"479","2012-02-14",5.7
"480","2012-02-15",5.58
"481","2012-02-16",5.51
"482","2012-02-17",5.53
"483","2012-02-21",5.43
"484","2012-02-22",5.29
"485","2012-02-23",5.53
"486","2012-02-24",5.57
"487","2012-02-27",5.72
"488","2012-02-28",5.74
"489","2012-02-29",5.5
"490","2012-03-01",5.78
"491","2012-03-02",5.69
"492","2012-03-05",5.5
"493","2012-03-06",5.63
"494","2012-03-07",5.67
"495","2012-03-08",5.56
"496","2012-03-09",5.98
"497","2012-03-12",5.97
"498","2012-03-13",6
"499","2012-03-14",6.05
"500","2012-03-15",5.99
"501","2012-03-16",5.85
"502","2012-03-19",5.96
"503","2012-03-20",5.83
"504","2012-03-21",5.78
"505","2012-03-22",5.6
"506","2012-03-23",5.57
"507","2012-03-26",5.7
"508","2012-03-27",5.58
"509","2012-03-28",5.59
"510","2012-03-29",5.53
"511","2012-03-30",5.57
"512","2012-04-02",5.46
"513","2012-04-03",5.31
"514","2012-04-04",5.32
"515","2012-04-05",5.38
"516","2012-04-09",5.26
"517","2012-04-10",5.07
"518","2012-04-11",4.98
"519","2012-04-12",5.14
"520","2012-04-13",5
"521","2012-04-16",5.12
"522","2012-04-17",5.01
"523","2012-04-18",5
"524","2012-04-19",4.97
"525","2012-04-20",5.01
"526","2012-04-23",4.95
"527","2012-04-24",5
"528","2012-04-25",5
"529","2012-04-26",4.98
"530","2012-04-27",4.99
"531","2012-04-30",4.85
"532","2012-05-01",4.7
"533","2012-05-02",4.71
"534","2012-05-03",4.98
"535","2012-05-04",4.95
"536","2012-05-07",4.92
"537","2012-05-08",4.95
"538","2012-05-09",4.92
"539","2012-05-10",4.81
"540","2012-05-11",4.73
"541","2012-05-14",4.6
"542","2012-05-15",4.55
"543","2012-05-16",4.3
"544","2012-05-17",4.26
"545","2012-05-18",4.16
"546","2012-05-21",4.13
"547","2012-05-22",4.12
"548","2012-05-23",4.13
"549","2012-05-24",4.16
"550","2012-05-25",4.2
"551","2012-05-29",4.22
"552","2012-05-30",4.24
"553","2012-05-31",4.48
"554","2012-06-01",4.31
"555","2012-06-04",4.23
"556","2012-06-05",4.37
"557","2012-06-06",4.47
"558","2012-06-07",4.48
"559","2012-06-08",4.53
"560","2012-06-11",4.58
"561","2012-06-12",4.67
"562","2012-06-13",4.55
"563","2012-06-14",4.73
"564","2012-06-15",4.82
"565","2012-06-18",4.95
"566","2012-06-19",4.95
"567","2012-06-20",4.98
"568","2012-06-21",4.9
"569","2012-06-22",5.01
"570","2012-06-25",4.91
"571","2012-06-26",4.95
"572","2012-06-27",4.95
"573","2012-06-28",4.89
"574","2012-06-29",4.96
"575","2012-07-02",5.07
"576","2012-07-03",5.02
"577","2012-07-05",5
"578","2012-07-06",4.94
"579","2012-07-09",4.99
"580","2012-07-10",5.04
"581","2012-07-11",5.05
"582","2012-07-12",5.01
"583","2012-07-13",4.96
"584","2012-07-16",4.65
"585","2012-07-17",4.78
"586","2012-07-18",4.64
"587","2012-07-19",4.37
"588","2012-07-20",4.24
"589","2012-07-23",4.2
"590","2012-07-24",4.03
"591","2012-07-25",4.15
"592","2012-07-26",4.25
"593","2012-07-27",4.63
"594","2012-07-30",4.63
"595","2012-07-31",4.72
"596","2012-08-01",4.52
"597","2012-08-02",4.59
"598","2012-08-03",5.61
"599","2012-08-06",5.7
"600","2012-08-07",5.7
"601","2012-08-08",5.66
"602","2012-08-09",5.64
"603","2012-08-10",5.66
"604","2012-08-13",5.49
"605","2012-08-14",5.57
"606","2012-08-15",5.6
"607","2012-08-16",5.6
"608","2012-08-17",5.66
"609","2012-08-20",5.61
"610","2012-08-21",5.59
"611","2012-08-22",5.66
"612","2012-08-23",5.91
"613","2012-08-24",5.83
"614","2012-08-27",5.84
"615","2012-08-28",5.94
"616","2012-08-29",5.91
"617","2012-08-30",5.68
"618","2012-08-31",5.71
"619","2012-09-04",6.07
"620","2012-09-05",6.15
"621","2012-09-06",6.64
"622","2012-09-07",6.8
"623","2012-09-10",6.8
"624","2012-09-11",7.02
"625","2012-09-12",7.08
"626","2012-09-13",7.14
"627","2012-09-14",7.1
"628","2012-09-17",7.18
"629","2012-09-18",7.17
"630","2012-09-19",7.15
"631","2012-09-20",7.2
"632","2012-09-21",7.06
"633","2012-09-24",7.03
"634","2012-09-25",6.4
"635","2012-09-26",6.62
"636","2012-09-27",6.94
"637","2012-09-28",6.69
"638","2012-10-01",6.75
"639","2012-10-02",6.87
"640","2012-10-03",6.72
"641","2012-10-04",6.83
"642","2012-10-05",6.74
"643","2012-10-08",6.59
"644","2012-10-09",6.46
"645","2012-10-10",6.03
"646","2012-10-11",6.02
"647","2012-10-12",5.91
"648","2012-10-15",5.88
"649","2012-10-16",6.29
"650","2012-10-17",6.37
"651","2012-10-18",6.36
"652","2012-10-19",6.18
"653","2012-10-22",6.13
"654","2012-10-23",6.21
"655","2012-10-24",6.2
"656","2012-10-25",6.03
"657","2012-10-26",6.26
"658","2012-10-31",5.68
"659","2012-11-01",5.87
"660","2012-11-02",5.4
"661","2012-11-05",5.54
"662","2012-11-06",5.53
"663","2012-11-07",5.05
"664","2012-11-08",4.95
"665","2012-11-09",5.07
"666","2012-11-12",4.91
"667","2012-11-13",4.71
"668","2012-11-14",4.72
"669","2012-11-15",4.64
"670","2012-11-16",4.65
"671","2012-11-19",5.03
"672","2012-11-20",5
"673","2012-11-21",5
"674","2012-11-23",5.14
"675","2012-11-26",5.08
"676","2012-11-27",5.07
"677","2012-11-28",5.27
"678","2012-11-29",5.32
"679","2012-11-30",5.37
"680","2012-12-03",5.15
"681","2012-12-04",5.28
"682","2012-12-05",5.15
"683","2012-12-06",5.01
"684","2012-12-07",5.09
"685","2012-12-10",5.03
"686","2012-12-11",5.26
"687","2012-12-12",5.39
"688","2012-12-13",5.24
"689","2012-12-14",5.18
"690","2012-12-17",5.46
"691","2012-12-18",5.45
"692","2012-12-19",5.29
"693","2012-12-20",5.41
"694","2012-12-21",5.25
"695","2012-12-24",5.08
"696","2012-12-26",5.06
"697","2012-12-27",5.04
"698","2012-12-28",5.05
"699","2012-12-31",5.02
"700","2013-01-02",5.13
"701","2013-01-03",5.16
"702","2013-01-04",5.26
"703","2013-01-07",5.15
"704","2013-01-08",5.15
"705","2013-01-09",5.22
"706","2013-01-10",5.21
"707","2013-01-11",5.25
"708","2013-01-14",5.28
"709","2013-01-15",5.25
"710","2013-01-16",5.2
"711","2013-01-17",5.28
"712","2013-01-18",5.23
"713","2013-01-22",5.3
"714","2013-01-23",5.28
"715","2013-01-24",5.27
"716","2013-01-25",5.2
"717","2013-01-28",5.18
"718","2013-01-29",5.2
"719","2013-01-30",5.2
"720","2013-01-31",5.18
"721","2013-02-01",5.24
"722","2013-02-04",5.1
"723","2013-02-05",5.39
"724","2013-02-06",6
"725","2013-02-07",5.87
"726","2013-02-08",5.92
"727","2013-02-11",5.97
"728","2013-02-12",5.82
"729","2013-02-13",5.92
"730","2013-02-14",5.95
"731","2013-02-15",5.98
"732","2013-02-19",6.02
"733","2013-02-20",6
"734","2013-02-21",5.76
"735","2013-02-22",5.62
"736","2013-02-25",5.53
"737","2013-02-26",5.8
"738","2013-02-27",5.94
"739","2013-02-28",5.88
"740","2013-03-01",6.14
"741","2013-03-04",6.35
"742","2013-03-05",6.38
"743","2013-03-06",6.4
"744","2013-03-07",6.27
"745","2013-03-08",6.04
"746","2013-03-11",5.72
"747","2013-03-12",5.74
"748","2013-03-13",5.73
"749","2013-03-14",5.77
"750","2013-03-15",5.95
"751","2013-03-18",5.83
"752","2013-03-19",5.96
"753","2013-03-20",6.09
"754","2013-03-21",6.11
"755","2013-03-22",6.18
"756","2013-03-25",6.12
"757","2013-03-26",6.01
"758","2013-03-27",6.07
"759","2013-03-28",6.2
"760","2013-04-01",5.95
"761","2013-04-02",6.01
"762","2013-04-03",5.72
"763","2013-04-04",5.69
"764","2013-04-05",5.62
"765","2013-04-08",5.75
"766","2013-04-09",5.73
"767","2013-04-10",6.04
"768","2013-04-11",6.01
"769","2013-04-12",5.99
"770","2013-04-15",5.72
"771","2013-04-16",5.7
"772","2013-04-17",5.65
"773","2013-04-18",5.65
"774","2013-04-19",5.71
"775","2013-04-22",5.75
"776","2013-04-23",5.96
"777","2013-04-24",6.03
"778","2013-04-25",5.98
"779","2013-04-26",6.01
"780","2013-04-29",6.22
"781","2013-04-30",6.23
"782","2013-05-01",6.22
"783","2013-05-02",6.08
"784","2013-05-03",6.36
"785","2013-05-06",6.2
"786","2013-05-07",6.19
"787","2013-05-08",6.18
"788","2013-05-09",6.13
"789","2013-05-10",6.33
"790","2013-05-13",6.32
"791","2013-05-14",6.93
"792","2013-05-15",6.94
"793","2013-05-16",6.57
"794","2013-05-17",6.79
"795","2013-05-20",6.78
"796","2013-05-21",6.7
"797","2013-05-22",6.47
"798","2013-05-23",6.43
"799","2013-05-24",6.43
"800","2013-05-28",6.5
"801","2013-05-29",6.47
"802","2013-05-30",6.48
"803","2013-05-31",6.31
"804","2013-06-03",6.56
"805","2013-06-04",6.6
"806","2013-06-05",6.48
"807","2013-06-06",6.54
"808","2013-06-07",6.56
"809","2013-06-10",6.64
"810","2013-06-11",6.5
"811","2013-06-12",6.44
"812","2013-06-13",6.6
"813","2013-06-14",6.46
"814","2013-06-17",6.58
"815","2013-06-18",6.75
"816","2013-06-19",6.76
"817","2013-06-20",6.39
"818","2013-06-21",6.77
"819","2013-06-24",6.69
"820","2013-06-25",6.82
"821","2013-06-26",6.8
"822","2013-06-27",6.95
"823","2013-06-28",7
"824","2013-07-01",6.95
"825","2013-07-02",6.96
"826","2013-07-03",6.84
"827","2013-07-05",7.15
"828","2013-07-08",7.14
"829","2013-07-09",7.08
"830","2013-07-10",7.1
"831","2013-07-11",7.09
"832","2013-07-12",7.01
"833","2013-07-15",7
"834","2013-07-16",6.94
"835","2013-07-17",7.1
"836","2013-07-18",7.12
"837","2013-07-19",7.07
"838","2013-07-22",7.09
"839","2013-07-23",7
"840","2013-07-24",7.24
"841","2013-07-25",7.19
"842","2013-07-26",7.11
"843","2013-07-29",7.05
"844","2013-07-30",7.03
"845","2013-07-31",6.93
"846","2013-08-01",6.71
"847","2013-08-02",8.01
"848","2013-08-05",8.02
"849","2013-08-06",8.1
"850","2013-08-07",8.05
"851","2013-08-08",8.02
"852","2013-08-09",8.11
"853","2013-08-12",8.29
"854","2013-08-13",7.99
"855","2013-08-14",8.04
"856","2013-08-15",7.93
"857","2013-08-16",8.01
"858","2013-08-19",7.9
"859","2013-08-20",7.9
"860","2013-08-21",7.85
"861","2013-08-22",7.84
"862","2013-08-23",7.84
"863","2013-08-26",8
"864","2013-08-27",7.69
"865","2013-08-28",7.98
"866","2013-08-29",8.1
"867","2013-08-30",8.42
"868","2013-09-03",8.38
"869","2013-09-04",8.64
"870","2013-09-05",8.41
"871","2013-09-06",8.55
"872","2013-09-09",8.7
"873","2013-09-10",8.63
"874","2013-09-11",8.51
"875","2013-09-12",8.62
"876","2013-09-13",8.7
"877","2013-09-16",8.45
"878","2013-09-17",8.69
"879","2013-09-18",8.5
"880","2013-09-19",8.45
"881","2013-09-20",8.31
"882","2013-09-23",8.17
"883","2013-09-24",8.26
"884","2013-09-25",8.27
"885","2013-09-26",8.2
"886","2013-09-27",8.17
"887","2013-09-30",8.29
"888","2013-10-01",8.04
"889","2013-10-02",7.83
"890","2013-10-03",7.73
"891","2013-10-04",7.65
"892","2013-10-07",7.92
"893","2013-10-08",7.88
"894","2013-10-09",7.83
"895","2013-10-10",8.16
"896","2013-10-11",8.13
"897","2013-10-14",8.25
"898","2013-10-15",8.57
"899","2013-10-16",8.5
"900","2013-10-17",8.72
"901","2013-10-18",8.88
"902","2013-10-21",8.98
"903","2013-10-22",9.02
"904","2013-10-23",8.9
"905","2013-10-24",8.97
"906","2013-10-25",8.89
"907","2013-10-28",8.89
"908","2013-10-29",8.94
"909","2013-10-30",8.87
"910","2013-10-31",8.66
"911","2013-11-01",8.41
"912","2013-11-04",8.38
"913","2013-11-05",8.08
"914","2013-11-06",8.17
"915","2013-11-07",8.09
"916","2013-11-08",8.23
"917","2013-11-11",8.18
"918","2013-11-12",8.12
"919","2013-11-13",8.09
"920","2013-11-14",8.04
"921","2013-11-15",8.03
"922","2013-11-18",8.03
"923","2013-11-19",8.05
"924","2013-11-20",8.09
"925","2013-11-21",8.19
"926","2013-11-22",8.09
"927","2013-11-25",8.19
"928","2013-11-26",8.27
"929","2013-11-27",8.28
"930","2013-11-29",8.5
"931","2013-12-02",8.34
"932","2013-12-03",8.47
"933","2013-12-04",8.26
"934","2013-12-05",8.46
"935","2013-12-06",8.68
"936","2013-12-09",8.85
"937","2013-12-10",8.85
"938","2013-12-11",8.91
"939","2013-12-12",8.99
"940","2013-12-13",9.17
"941","2013-12-16",8.77
"942","2013-12-17",8.66
"943","2013-12-18",9.05
"944","2013-12-19",9.23
"945","2013-12-20",9.71
"946","2013-12-23",9.66
"947","2013-12-24",9.79
"948","2013-12-26",9.79
"949","2013-12-27",10.37
"950","2013-12-30",10.33
"951","2013-12-31",10.43
"952","2014-01-02",10.21
"953","2014-01-03",10.37
"954","2014-01-06",10.46
"955","2014-01-07",10.09
"956","2014-01-08",10.32
"957","2014-01-09",10.32
"958","2014-01-10",10.61
"959","2014-01-13",10.61
"960","2014-01-14",11.2
"961","2014-01-15",10.78
"962","2014-01-16",10.89
"963","2014-01-17",10.69
"964","2014-01-21",10.85
"965","2014-01-22",10.71
"966","2014-01-23",10.74
"967","2014-01-24",10.68
"968","2014-01-27",10.4
"969","2014-01-28",10.57
"970","2014-01-29",10.31
"971","2014-01-30",10.61
"972","2014-01-31",10.26
"973","2014-02-03",9.83
"974","2014-02-04",9.95
"975","2014-02-05",9.9
"976","2014-02-06",10.34
"977","2014-02-07",9.56
"978","2014-02-10",9.44
"979","2014-02-11",9.62
"980","2014-02-12",10.04
"981","2014-02-13",9.92
"982","2014-02-14",9.91
"983","2014-02-18",9.56
"984","2014-02-19",9.65
"985","2014-02-20",9.98
"986","2014-02-21",9.66
"987","2014-02-24",9.44
"988","2014-02-25",9.39
"989","2014-02-26",9.55
"990","2014-02-27",9.59
"991","2014-02-28",9.35
"992","2014-03-03",9.35
"993","2014-03-04",9.58
"994","2014-03-05",9.7
"995","2014-03-06",9.7
"996","2014-03-07",9.85
"997","2014-03-10",9.58
"998","2014-03-11",9.34
"999","2014-03-12",9.58
"1000","2014-03-13",9.64
"1001","2014-03-14",9.45
