"","date","QNST"
"141","2010-09-01",11.25
"142","2010-09-02",11.71
"143","2010-09-03",12.42
"144","2010-09-07",11.98
"145","2010-09-08",12.25
"146","2010-09-09",12.23
"147","2010-09-10",12.16
"148","2010-09-13",13.02
"149","2010-09-14",13.12
"150","2010-09-15",13.51
"151","2010-09-16",14.32
"152","2010-09-17",14.66
"153","2010-09-20",15.11
"154","2010-09-21",15
"155","2010-09-22",14.54
"156","2010-09-23",14.35
"157","2010-09-24",14.52
"158","2010-09-27",14.27
"159","2010-09-28",14
"160","2010-09-29",14.03
"161","2010-09-30",14.99
"162","2010-10-01",15.26
"163","2010-10-04",15.2
"164","2010-10-05",15.6
"165","2010-10-06",15.26
"166","2010-10-07",14.81
"167","2010-10-08",15.59
"168","2010-10-11",15.65
"169","2010-10-12",16.16
"170","2010-10-13",16.120001
"171","2010-10-14",14.26
"172","2010-10-15",15.07
"173","2010-10-18",15.57
"174","2010-10-19",15.38
"175","2010-10-20",15.54
"176","2010-10-21",15.62
"177","2010-10-22",15.6
"178","2010-10-25",15.55
"179","2010-10-26",15.6
"180","2010-10-27",15.74
"181","2010-10-28",15.54
"182","2010-10-29",15.53
"183","2010-11-01",15.51
"184","2010-11-02",15.71
"185","2010-11-03",15.5
"186","2010-11-04",16.030001
"187","2010-11-05",16.01
"188","2010-11-08",16.48
"189","2010-11-09",17.030001
"190","2010-11-10",17
"191","2010-11-11",17.950001
"192","2010-11-12",18.200001
"193","2010-11-15",19.02
"194","2010-11-16",18.709999
"195","2010-11-17",18.74
"196","2010-11-18",19.35
"197","2010-11-19",19.200001
"198","2010-11-22",19.360001
"199","2010-11-23",19.4
"200","2010-11-24",19.49
"201","2010-11-26",19.469999
"202","2010-11-29",19.49
"203","2010-11-30",20
"204","2010-12-01",20.1
"205","2010-12-02",20.610001
"206","2010-12-03",20.73
"207","2010-12-06",20.639999
"208","2010-12-07",20.950001
"209","2010-12-08",21.049999
"210","2010-12-09",20.83
"211","2010-12-10",21.23
"212","2010-12-13",21.040001
"213","2010-12-14",20.780001
"214","2010-12-15",20.33
"215","2010-12-16",20.860001
"216","2010-12-17",20.32
"217","2010-12-20",20.440001
"218","2010-12-21",20.459999
"219","2010-12-22",19.75
"220","2010-12-23",20.02
"221","2010-12-27",19.83
"222","2010-12-28",19.120001
"223","2010-12-29",19.48
"224","2010-12-30",19.08
"225","2010-12-31",19.209999
"226","2011-01-03",19.26
"227","2011-01-04",19.5
"228","2011-01-05",20.42
"229","2011-01-06",21.959999
"230","2011-01-07",22.1
"231","2011-01-10",21.889999
"232","2011-01-11",22.219999
"233","2011-01-12",23.030001
"234","2011-01-13",23.030001
"235","2011-01-14",22.73
"236","2011-01-18",22.700001
"237","2011-01-19",22.299999
"238","2011-01-20",21.969999
"239","2011-01-21",22.32
"240","2011-01-24",22.530001
"241","2011-01-25",22.23
"242","2011-01-26",22.5
"243","2011-01-27",22.51
"244","2011-01-28",22.43
"245","2011-01-31",22.51
"246","2011-02-01",22.82
"247","2011-02-02",23.129999
"248","2011-02-03",23.34
"249","2011-02-04",23.389999
"250","2011-02-07",23.549999
"251","2011-02-08",23.299999
"252","2011-02-09",23.07
"253","2011-02-10",23.25
"254","2011-02-11",23.25
"255","2011-02-14",24.120001
"256","2011-02-15",23.84
"257","2011-02-16",23.85
"258","2011-02-17",23.540001
"259","2011-02-18",23.540001
"260","2011-02-22",22.780001
"261","2011-02-23",22.219999
"262","2011-02-24",21.82
"263","2011-02-25",22.57
"264","2011-02-28",21.790001
"265","2011-03-01",21.690001
"266","2011-03-02",22.360001
"267","2011-03-03",22.950001
"268","2011-03-04",23.639999
"269","2011-03-07",23.48
"270","2011-03-08",23.67
"271","2011-03-09",23.83
"272","2011-03-10",23.370001
"273","2011-03-11",23.34
"274","2011-03-14",23.23
"275","2011-03-15",23.24
"276","2011-03-16",22.559999
"277","2011-03-17",22.15
"278","2011-03-18",22.940001
"279","2011-03-21",23.459999
"280","2011-03-22",23.09
"281","2011-03-23",22.610001
"282","2011-03-24",22.709999
"283","2011-03-25",22.549999
"284","2011-03-28",22.620001
"285","2011-03-29",21.610001
"286","2011-03-30",22.41
"287","2011-03-31",22.73
"288","2011-04-01",22.219999
"289","2011-04-04",21.67
"290","2011-04-05",21.610001
"291","2011-04-06",20.950001
"292","2011-04-07",20.450001
"293","2011-04-08",20.280001
"294","2011-04-11",19.93
"295","2011-04-12",19.52
"296","2011-04-13",20.530001
"297","2011-04-14",19.58
"298","2011-04-15",19.690001
"299","2011-04-18",18.76
"300","2011-04-19",18.469999
"301","2011-04-20",18.450001
"302","2011-04-21",18.35
"303","2011-04-25",18.370001
"304","2011-04-26",17.809999
"305","2011-04-27",18
"306","2011-04-28",18.07
"307","2011-04-29",18.08
"308","2011-05-02",18.66
"309","2011-05-03",18.75
"310","2011-05-04",17.83
"311","2011-05-05",19.610001
"312","2011-05-06",18.82
"313","2011-05-09",17.66
"314","2011-05-10",17.77
"315","2011-05-11",17.200001
"316","2011-05-12",16.59
"317","2011-05-13",16.219999
"318","2011-05-16",16
"319","2011-05-17",15.61
"320","2011-05-18",15.47
"321","2011-05-19",15.3
"322","2011-05-20",14.89
"323","2011-05-23",14.36
"324","2011-05-24",14.65
"325","2011-05-25",15
"326","2011-05-26",15.26
"327","2011-05-27",15.51
"328","2011-05-31",15.46
"329","2011-06-01",15.2
"330","2011-06-02",15.32
"331","2011-06-03",14.97
"332","2011-06-06",14.55
"333","2011-06-07",14.67
"334","2011-06-08",11.16
"335","2011-06-09",10.88
"336","2011-06-10",11.15
"337","2011-06-13",10.97
"338","2011-06-14",11.42
"339","2011-06-15",11.4
"340","2011-06-16",11.61
"341","2011-06-17",11.6
"342","2011-06-20",11.27
"343","2011-06-21",12.03
"344","2011-06-22",12.18
"345","2011-06-23",12.12
"346","2011-06-24",12.46
"347","2011-06-27",12.3
"348","2011-06-28",12.07
"349","2011-06-29",12.75
"350","2011-06-30",12.98
"351","2011-07-01",13.16
"352","2011-07-05",12.94
"353","2011-07-06",13
"354","2011-07-07",13.61
"355","2011-07-08",13.12
"356","2011-07-11",12.95
"357","2011-07-12",13
"358","2011-07-13",13.13
"359","2011-07-14",12.44
"360","2011-07-15",12.66
"361","2011-07-18",12.09
"362","2011-07-19",12.92
"363","2011-07-20",12.68
"364","2011-07-21",12.9
"365","2011-07-22",12.66
"366","2011-07-25",12.74
"367","2011-07-26",12.68
"368","2011-07-27",12.6
"369","2011-07-28",12.52
"370","2011-07-29",12.49
"371","2011-08-01",12.36
"372","2011-08-02",11.6
"373","2011-08-03",12.02
"374","2011-08-04",11.67
"375","2011-08-05",11.35
"376","2011-08-08",10.68
"377","2011-08-09",11.15
"378","2011-08-10",11.02
"379","2011-08-11",13.05
"380","2011-08-12",13.22
"381","2011-08-15",12.9
"382","2011-08-16",12.67
"383","2011-08-17",12.27
"384","2011-08-18",11.61
"385","2011-08-19",11.36
"386","2011-08-22",11.36
"387","2011-08-23",11.17
"388","2011-08-24",11.1
"389","2011-08-25",10.3
"390","2011-08-26",10.52
"391","2011-08-29",10.98
"392","2011-08-30",12.36
"393","2011-08-31",12.06
"394","2011-09-01",11.28
"395","2011-09-02",10.93
"396","2011-09-06",10.8
"397","2011-09-07",11.2
"398","2011-09-08",10.98
"399","2011-09-09",10.75
"400","2011-09-12",10.87
"401","2011-09-13",10.94
"402","2011-09-14",11.57
"403","2011-09-15",11.11
"404","2011-09-16",10.98
"405","2011-09-19",10.76
"406","2011-09-20",10.55
"407","2011-09-21",10.5
"408","2011-09-22",10.63
"409","2011-09-23",10.88
"410","2011-09-26",11.35
"411","2011-09-27",11.59
"412","2011-09-28",10.87
"413","2011-09-29",10.7
"414","2011-09-30",10.35
"415","2011-10-03",10.04
"416","2011-10-04",10.65
"417","2011-10-05",11.29
"418","2011-10-06",11.32
"419","2011-10-07",11.03
"420","2011-10-10",11.45
"421","2011-10-11",11.72
"422","2011-10-12",11.85
"423","2011-10-13",12.12
"424","2011-10-14",12.19
"425","2011-10-17",11.66
"426","2011-10-18",11.57
"427","2011-10-19",11.36
"428","2011-10-20",11.35
"429","2011-10-21",10.96
"430","2011-10-24",11.16
"431","2011-10-25",10.8
"432","2011-10-26",11.02
"433","2011-10-27",11.87
"434","2011-10-28",12
"435","2011-10-31",11.49
"436","2011-11-01",11.2
"437","2011-11-02",11.25
"438","2011-11-03",11.26
"439","2011-11-04",11.18
"440","2011-11-07",11.1
"441","2011-11-08",9.2
"442","2011-11-09",8.84
"443","2011-11-10",8.61
"444","2011-11-11",8.7
"445","2011-11-14",8.73
"446","2011-11-15",9.1
"447","2011-11-16",9.41
"448","2011-11-17",9.22
"449","2011-11-18",9.18
"450","2011-11-21",9.16
"451","2011-11-22",8.89
"452","2011-11-23",8.82
"453","2011-11-25",8.44
"454","2011-11-28",8.97
"455","2011-11-29",8.93
"456","2011-11-30",9.26
"457","2011-12-01",9.13
"458","2011-12-02",9.2
"459","2011-12-05",9.58
"460","2011-12-06",9.61
"461","2011-12-07",9.69
"462","2011-12-08",9.28
"463","2011-12-09",9.44
"464","2011-12-12",9.39
"465","2011-12-13",9.39
"466","2011-12-14",9.02
"467","2011-12-15",9.5
"468","2011-12-16",9.7
"469","2011-12-19",9.83
"470","2011-12-20",9.98
"471","2011-12-21",9.81
"472","2011-12-22",10.12
"473","2011-12-23",9.98
"474","2011-12-27",9.86
"475","2011-12-28",9.48
"476","2011-12-29",9.59
"477","2011-12-30",9.36
"478","2012-01-03",9.92
"479","2012-01-04",9.72
"480","2012-01-05",9.96
"481","2012-01-06",9.85
"482","2012-01-09",9.88
"483","2012-01-10",9.95
"484","2012-01-11",9.98
"485","2012-01-12",10.09
"486","2012-01-13",10.13
"487","2012-01-17",9.73
"488","2012-01-18",9.75
"489","2012-01-19",9.76
"490","2012-01-20",9.96
"491","2012-01-23",9.89
"492","2012-01-24",9.81
"493","2012-01-25",9.9
"494","2012-01-26",9.74
"495","2012-01-27",10
"496","2012-01-30",9.78
"497","2012-01-31",9.62
"498","2012-02-01",9.81
"499","2012-02-02",9.92
"500","2012-02-03",10.21
"501","2012-02-06",10.58
"502","2012-02-07",9.88
"503","2012-02-08",10.34
"504","2012-02-09",10.59
"505","2012-02-10",10.55
"506","2012-02-13",10.61
"507","2012-02-14",11.06
"508","2012-02-15",11
"509","2012-02-16",11.33
"510","2012-02-17",11.11
"511","2012-02-21",11
"512","2012-02-22",11.03
"513","2012-02-23",11.07
"514","2012-02-24",11.02
"515","2012-02-27",10.98
"516","2012-02-28",10.94
"517","2012-02-29",10.45
"518","2012-03-01",10.41
"519","2012-03-02",9.98
"520","2012-03-05",10.14
"521","2012-03-06",9.9
"522","2012-03-07",9.94
"523","2012-03-08",10.17
"524","2012-03-09",10.01
"525","2012-03-12",9.71
"526","2012-03-13",9.75
"527","2012-03-14",9.59
"528","2012-03-15",9.45
"529","2012-03-16",9.74
"530","2012-03-19",9.93
"531","2012-03-20",9.77
"532","2012-03-21",9.88
"533","2012-03-22",9.74
"534","2012-03-23",10.1
"535","2012-03-26",10.42
"536","2012-03-27",10.33
"537","2012-03-28",10.36
"538","2012-03-29",10.38
"539","2012-03-30",10.49
"540","2012-04-02",10.84
"541","2012-04-03",10.74
"542","2012-04-04",10.51
"543","2012-04-05",10.74
"544","2012-04-09",10.69
"545","2012-04-10",10.62
"546","2012-04-11",11.14
"547","2012-04-12",11.37
"548","2012-04-13",11.59
"549","2012-04-16",11.65
"550","2012-04-17",11.67
"551","2012-04-18",11.34
"552","2012-04-19",11.37
"553","2012-04-20",11.55
"554","2012-04-23",10.99
"555","2012-04-24",10.6
"556","2012-04-25",10.73
"557","2012-04-26",10.64
"558","2012-04-27",10.82
"559","2012-04-30",10.51
"560","2012-05-01",9.17
"561","2012-05-02",9.25
"562","2012-05-03",8.61
"563","2012-05-04",8.2
"564","2012-05-07",8.1
"565","2012-05-08",8.04
"566","2012-05-09",8.03
"567","2012-05-10",8.05
"568","2012-05-11",8.03
"569","2012-05-14",7.89
"570","2012-05-15",7.94
"571","2012-05-16",8.03
"572","2012-05-17",8.19
"573","2012-05-18",8.03
"574","2012-05-21",8.22
"575","2012-05-22",8.01
"576","2012-05-23",8.04
"577","2012-05-24",7.96
"578","2012-05-25",8.07
"579","2012-05-29",8.11
"580","2012-05-30",8.01
"581","2012-05-31",8.11
"582","2012-06-01",8.25
"583","2012-06-04",8.48
"584","2012-06-05",8.41
"585","2012-06-06",8.54
"586","2012-06-07",8.62
"587","2012-06-08",8.9
"588","2012-06-11",8.8
"589","2012-06-12",8.93
"590","2012-06-13",8.95
"591","2012-06-14",8.98
"592","2012-06-15",9
"593","2012-06-18",9.03
"594","2012-06-19",9.09
"595","2012-06-20",9.13
"596","2012-06-21",9.43
"597","2012-06-22",9.35
"598","2012-06-25",9.41
"599","2012-06-26",9.27
"600","2012-06-27",9.32
"601","2012-06-28",8.86
"602","2012-06-29",9.26
"603","2012-07-02",9.46
"604","2012-07-03",9.71
"605","2012-07-05",9.89
"606","2012-07-06",9.89
"607","2012-07-09",9.95
"608","2012-07-10",9.76
"609","2012-07-11",9.92
"610","2012-07-12",9.79
"611","2012-07-13",10.05
"612","2012-07-16",10.01
"613","2012-07-17",9.78
"614","2012-07-18",9.96
"615","2012-07-19",10.05
"616","2012-07-20",9.99
"617","2012-07-23",9.62
"618","2012-07-24",9.21
"619","2012-07-25",9.34
"620","2012-07-26",9.16
"621","2012-07-27",9.64
"622","2012-07-30",9.45
"623","2012-07-31",9.07
"624","2012-08-01",8.88
"625","2012-08-02",8.59
"626","2012-08-03",8.8
"627","2012-08-06",8.84
"628","2012-08-07",8.86
"629","2012-08-08",8.94
"630","2012-08-09",9.04
"631","2012-08-10",8.81
"632","2012-08-13",8.77
"633","2012-08-14",8.66
"634","2012-08-15",8.66
"635","2012-08-16",8.68
"636","2012-08-17",8.72
"637","2012-08-20",8.5
"638","2012-08-21",8.43
"639","2012-08-22",8.4
"640","2012-08-23",8.3
"641","2012-08-24",8.34
"642","2012-08-27",8.37
"643","2012-08-28",8.55
"644","2012-08-29",8.49
"645","2012-08-30",8.42
"646","2012-08-31",8.57
"647","2012-09-04",8.3
"648","2012-09-05",8.29
"649","2012-09-06",8.52
"650","2012-09-07",8.6
"651","2012-09-10",8.63
"652","2012-09-11",8.66
"653","2012-09-12",8.59
"654","2012-09-13",8.6
"655","2012-09-14",8.73
"656","2012-09-17",8.68
"657","2012-09-18",8.7
"658","2012-09-19",8.56
"659","2012-09-20",8.29
"660","2012-09-21",8.37
"661","2012-09-24",8.87
"662","2012-09-25",8.55
"663","2012-09-26",8.32
"664","2012-09-27",8.55
"665","2012-09-28",8.39
"666","2012-10-01",8.65
"667","2012-10-02",8.66
"668","2012-10-03",8.63
"669","2012-10-04",8.66
"670","2012-10-05",8.38
"671","2012-10-08",8.36
"672","2012-10-09",8.15
"673","2012-10-10",8.21
"674","2012-10-11",8.15
"675","2012-10-12",8.21
"676","2012-10-15",8.15
"677","2012-10-16",7.85
"678","2012-10-17",7.62
"679","2012-10-18",7.34
"680","2012-10-19",6.87
"681","2012-10-22",6.83
"682","2012-10-23",6.77
"683","2012-10-24",6.72
"684","2012-10-25",6.86
"685","2012-10-26",6.9
"686","2012-10-31",6.12
"687","2012-11-01",6.2
"688","2012-11-02",6.03
"689","2012-11-05",5.99
"690","2012-11-06",6.11
"691","2012-11-07",6.36
"692","2012-11-08",6.3
"693","2012-11-09",6.19
"694","2012-11-12",6.18
"695","2012-11-13",6.04
"696","2012-11-14",5.99
"697","2012-11-15",5.87
"698","2012-11-16",5.8
"699","2012-11-19",6.1
"700","2012-11-20",5.98
"701","2012-11-21",6.07
"702","2012-11-23",6.01
"703","2012-11-26",6.11
"704","2012-11-27",6.04
"705","2012-11-28",6.06
"706","2012-11-29",6.2
"707","2012-11-30",6.25
"708","2012-12-03",6.02
"709","2012-12-04",6
"710","2012-12-05",6.02
"711","2012-12-06",6.02
"712","2012-12-07",5.99
"713","2012-12-10",5.91
"714","2012-12-11",6.15
"715","2012-12-12",6.19
"716","2012-12-13",6.18
"717","2012-12-14",6.22
"718","2012-12-17",6.32
"719","2012-12-18",6.39
"720","2012-12-19",6.39
"721","2012-12-20",6.37
"722","2012-12-21",6.41
"723","2012-12-24",6.43
"724","2012-12-26",6.43
"725","2012-12-27",6.42
"726","2012-12-28",6.37
"727","2012-12-31",6.72
"728","2013-01-02",6.83
"729","2013-01-03",6.73
"730","2013-01-04",6.72
"731","2013-01-07",6.7
"732","2013-01-08",6.3
"733","2013-01-09",6.26
"734","2013-01-10",6.04
"735","2013-01-11",5.61
"736","2013-01-14",5.94
"737","2013-01-15",5.81
"738","2013-01-16",5.69
"739","2013-01-17",5.67
"740","2013-01-18",5.59
"741","2013-01-22",5.51
"742","2013-01-23",5.55
"743","2013-01-24",5.7
"744","2013-01-25",5.62
"745","2013-01-28",5.79
"746","2013-01-29",5.99
"747","2013-01-30",5.74
"748","2013-01-31",5.64
"749","2013-02-01",5.75
"750","2013-02-04",5.55
"751","2013-02-05",5.69
"752","2013-02-06",5.7
"753","2013-02-07",5.97
"754","2013-02-08",6.34
"755","2013-02-11",6.4
"756","2013-02-12",6.54
"757","2013-02-13",6.6
"758","2013-02-14",6.38
"759","2013-02-15",6.39
"760","2013-02-19",6.29
"761","2013-02-20",5.93
"762","2013-02-21",5.96
"763","2013-02-22",6.07
"764","2013-02-25",5.87
"765","2013-02-26",5.78
"766","2013-02-27",5.65
"767","2013-02-28",5.73
"768","2013-03-01",5.62
"769","2013-03-04",5.6
"770","2013-03-05",5.6
"771","2013-03-06",5.61
"772","2013-03-07",5.74
"773","2013-03-08",6.05
"774","2013-03-11",6.36
"775","2013-03-12",6.51
"776","2013-03-13",6.57
"777","2013-03-14",6.79
"778","2013-03-15",6.79
"779","2013-03-18",6.77
"780","2013-03-19",6.83
"781","2013-03-20",6.81
"782","2013-03-21",6.24
"783","2013-03-22",6.15
"784","2013-03-25",6.09
"785","2013-03-26",6.01
"786","2013-03-27",5.94
"787","2013-03-28",5.97
"788","2013-04-01",5.92
"789","2013-04-02",6.07
"790","2013-04-03",6.2
"791","2013-04-04",6.08
"792","2013-04-05",6.18
"793","2013-04-08",6.21
"794","2013-04-09",6.06
"795","2013-04-10",6.6
"796","2013-04-11",6.5
"797","2013-04-12",6.64
"798","2013-04-15",6.33
"799","2013-04-16",6.52
"800","2013-04-17",6.45
"801","2013-04-18",6.56
"802","2013-04-19",6.67
"803","2013-04-22",6.78
"804","2013-04-23",6.6
"805","2013-04-24",6.53
"806","2013-04-25",6.55
"807","2013-04-26",6.38
"808","2013-04-29",6.51
"809","2013-04-30",6.54
"810","2013-05-01",6.38
"811","2013-05-02",6.59
"812","2013-05-03",6.97
"813","2013-05-06",7.06
"814","2013-05-07",7.03
"815","2013-05-08",7.08
"816","2013-05-09",7.05
"817","2013-05-10",6.98
"818","2013-05-13",6.94
"819","2013-05-14",7.01
"820","2013-05-15",7.01
"821","2013-05-16",7.1
"822","2013-05-17",7.14
"823","2013-05-20",7.15
"824","2013-05-21",7.33
"825","2013-05-22",7.56
"826","2013-05-23",7.73
"827","2013-05-24",7.63
"828","2013-05-28",7.95
"829","2013-05-29",7.88
"830","2013-05-30",8.08
"831","2013-05-31",7.74
"832","2013-06-03",7.48
"833","2013-06-04",7.4
"834","2013-06-05",7.34
"835","2013-06-06",7.4
"836","2013-06-07",7.42
"837","2013-06-10",7.51
"838","2013-06-11",7.44
"839","2013-06-12",7.5
"840","2013-06-13",7.77
"841","2013-06-14",7.56
"842","2013-06-17",7.82
"843","2013-06-18",8.05
"844","2013-06-19",7.89
"845","2013-06-20",7.66
"846","2013-06-21",7.8
"847","2013-06-24",8
"848","2013-06-25",8.09
"849","2013-06-26",8.1
"850","2013-06-27",8.36
"851","2013-06-28",8.63
"852","2013-07-01",8.66
"853","2013-07-02",8.57
"854","2013-07-03",8.54
"855","2013-07-05",8.54
"856","2013-07-08",8.68
"857","2013-07-09",8.67
"858","2013-07-10",8.8
"859","2013-07-11",8.77
"860","2013-07-12",8.9
"861","2013-07-15",8.95
"862","2013-07-16",9.2
"863","2013-07-17",9.55
"864","2013-07-18",9.34
"865","2013-07-19",9.45
"866","2013-07-22",9.48
"867","2013-07-23",9.41
"868","2013-07-24",9.46
"869","2013-07-25",9.55
"870","2013-07-26",9.27
"871","2013-07-29",9.24
"872","2013-07-30",9.57
"873","2013-07-31",9.31
"874","2013-08-01",9.45
"875","2013-08-02",9.44
"876","2013-08-05",9.5
"877","2013-08-06",9.35
"878","2013-08-07",9.41
"879","2013-08-08",9.39
"880","2013-08-09",9.32
"881","2013-08-12",9.47
"882","2013-08-13",9.19
"883","2013-08-14",9.07
"884","2013-08-15",8.73
"885","2013-08-16",8.95
"886","2013-08-19",8.76
"887","2013-08-20",9.19
"888","2013-08-21",9.05
"889","2013-08-22",9.3
"890","2013-08-23",9.23
"891","2013-08-26",9.19
"892","2013-08-27",8.78
"893","2013-08-28",8.76
"894","2013-08-29",9.1
"895","2013-08-30",8.71
"896","2013-09-03",9.05
"897","2013-09-04",9.2
"898","2013-09-05",9.17
"899","2013-09-06",9.22
"900","2013-09-09",9.43
"901","2013-09-10",9.45
"902","2013-09-11",9.35
"903","2013-09-12",9.4
"904","2013-09-13",9.4
"905","2013-09-16",9.36
"906","2013-09-17",9.4
"907","2013-09-18",9.44
"908","2013-09-19",9.4
"909","2013-09-20",9.32
"910","2013-09-23",9.41
"911","2013-09-24",9.33
"912","2013-09-25",9.43
"913","2013-09-26",9.44
"914","2013-09-27",9.43
"915","2013-09-30",9.44
"916","2013-10-01",9.45
"917","2013-10-02",9.45
"918","2013-10-03",9.19
"919","2013-10-04",9.31
"920","2013-10-07",9.04
"921","2013-10-08",8.85
"922","2013-10-09",9.01
"923","2013-10-10",9.39
"924","2013-10-11",9.45
"925","2013-10-14",9.45
"926","2013-10-15",9.45
"927","2013-10-16",9.45
"928","2013-10-17",9.45
"929","2013-10-18",9.45
"930","2013-10-21",9.39
"931","2013-10-22",9.47
"932","2013-10-23",9.51
"933","2013-10-24",9.53
"934","2013-10-25",9.46
"935","2013-10-28",9.24
"936","2013-10-29",9.37
"937","2013-10-30",9.17
"938","2013-10-31",8.89
"939","2013-11-01",9.06
"940","2013-11-04",9
"941","2013-11-05",8.97
"942","2013-11-06",8.54
"943","2013-11-07",8.4
"944","2013-11-08",8.56
"945","2013-11-11",8.56
"946","2013-11-12",8.6
"947","2013-11-13",8.68
"948","2013-11-14",8.59
"949","2013-11-15",8.66
"950","2013-11-18",8.62
"951","2013-11-19",8.64
"952","2013-11-20",8.59
"953","2013-11-21",8.83
"954","2013-11-22",8.8
"955","2013-11-25",8.75
"956","2013-11-26",8.65
"957","2013-11-27",8.7
"958","2013-11-29",8.75
"959","2013-12-02",8.57
"960","2013-12-03",8.55
"961","2013-12-04",8.59
"962","2013-12-05",8.61
"963","2013-12-06",8.71
"964","2013-12-09",8.55
"965","2013-12-10",8.38
"966","2013-12-11",8.25
"967","2013-12-12",8.2
"968","2013-12-13",8.23
"969","2013-12-16",8.23
"970","2013-12-17",8.18
"971","2013-12-18",8.15
"972","2013-12-19",8.13
"973","2013-12-20",8.26
"974","2013-12-23",8.84
"975","2013-12-24",9.04
"976","2013-12-26",8.95
"977","2013-12-27",8.76
"978","2013-12-30",8.7
"979","2013-12-31",8.69
"980","2014-01-02",8.8
"981","2014-01-03",8.83
"982","2014-01-06",8.76
"983","2014-01-07",8.91
"984","2014-01-08",8.72
"985","2014-01-09",8.71
"986","2014-01-10",8.74
"987","2014-01-13",8.65
"988","2014-01-14",8.76
"989","2014-01-15",8.91
"990","2014-01-16",8.8
"991","2014-01-17",8.7
"992","2014-01-21",8.74
"993","2014-01-22",8.68
"994","2014-01-23",8.62
"995","2014-01-24",8.26
