"","date","KAR"
"1","2009-12-11",4.553369
"2","2009-12-14",4.542014
"3","2009-12-15",4.466313
"4","2009-12-16",4.655564
"5","2009-12-17",4.920515
"6","2009-12-18",5.03785
"7","2009-12-21",5.094625
"8","2009-12-22",4.958365
"9","2009-12-23",4.93944
"10","2009-12-24",5.06813
"11","2009-12-28",5.003785
"12","2009-12-29",5.117335
"13","2009-12-30",5.18925
"14","2009-12-31",5.219531
"15","2010-01-04",5.287661
"16","2010-01-05",5.302801
"17","2010-01-06",5.299016
"18","2010-01-07",5.302801
"19","2010-01-08",5.488266
"20","2010-01-11",5.552612
"21","2010-01-12",5.514761
"22","2010-01-13",5.522332
"23","2010-01-14",5.526116
"24","2010-01-15",5.507192
"25","2010-01-19",5.495836
"26","2010-01-20",5.654807
"27","2010-01-21",5.480697
"28","2010-01-22",5.423921
"29","2010-01-25",5.488266
"30","2010-01-26",5.488266
"31","2010-01-27",5.352006
"32","2010-01-28",5.268736
"33","2010-01-29",5.249811
"34","2010-02-01",5.450417
"35","2010-02-02",5.435277
"36","2010-02-03",5.393641
"37","2010-02-04",5.283876
"38","2010-02-05",5.374716
"39","2010-02-08",5.389856
"40","2010-02-09",5.431491
"41","2010-02-10",5.439061
"42","2010-02-11",5.480697
"43","2010-02-12",5.590462
"44","2010-02-16",5.272521
"45","2010-02-17",5.026495
"46","2010-02-18",5.333081
"47","2010-02-19",5.355791
"48","2010-02-22",5.314156
"49","2010-02-23",5.261166
"50","2010-02-24",5.12869
"51","2010-02-25",5.336866
"52","2010-02-26",5.071915
"53","2010-03-01",5.094625
"54","2010-03-02",5.283876
"55","2010-03-03",5.370931
"56","2010-03-04",5.299016
"57","2010-03-05",5.374716
"58","2010-03-08",5.374716
"59","2010-03-09",5.367146
"60","2010-03-10",5.374716
"61","2010-03-11",5.283876
"62","2010-03-12",5.374716
"63","2010-03-15",5.348221
"64","2010-03-16",5.514761
"65","2010-03-17",5.503407
"66","2010-03-18",5.457986
"67","2010-03-19",5.556396
"68","2010-03-22",5.700227
"69","2010-03-23",5.677517
"70","2010-03-24",5.635882
"71","2010-03-25",5.677517
"72","2010-03-26",5.768357
"73","2010-03-29",5.753217
"74","2010-03-30",5.885693
"75","2010-03-31",5.700227
"76","2010-04-01",5.722937
"77","2010-04-05",5.715367
"78","2010-04-06",5.825132
"79","2010-04-07",5.704012
"80","2010-04-08",5.802423
"81","2010-04-09",5.832703
"82","2010-04-12",5.730507
"83","2010-04-13",5.730507
"84","2010-04-14",5.798637
"85","2010-04-15",5.722937
"86","2010-04-16",5.662377
"87","2010-04-19",5.692657
"88","2010-04-20",5.866767
"89","2010-04-21",5.779712
"90","2010-04-22",5.862983
"91","2010-04-23",5.870553
"92","2010-04-26",5.851627
"93","2010-04-27",5.745647
"94","2010-04-28",5.719152
"95","2010-04-29",5.828918
"96","2010-04-30",5.889478
"97","2010-05-03",5.953823
"98","2010-05-04",5.862983
"99","2010-05-05",5.836487
"100","2010-05-06",5.590462
"101","2010-05-07",5.624527
"102","2010-05-10",5.677517
"103","2010-05-11",5.688872
"104","2010-05-12",5.753217
"105","2010-05-13",5.666162
"106","2010-05-14",5.669947
"107","2010-05-17",5.601817
"108","2010-05-18",5.673732
"109","2010-05-19",5.654807
"110","2010-05-20",5.401211
"111","2010-05-21",5.469341
"112","2010-05-24",5.340651
"113","2010-05-25",5.03785
"114","2010-05-26",5.211961
"115","2010-05-27",5.333081
"116","2010-05-28",5.276306
"117","2010-06-01",5.302801
"118","2010-06-02",5.299016
"119","2010-06-03",5.299016
"120","2010-06-04",5.02271
"121","2010-06-07",5.018925
"122","2010-06-08",5.026495
"123","2010-06-09",4.93944
"124","2010-06-10",4.89402
"125","2010-06-11",4.920515
"126","2010-06-14",5.003785
"127","2010-06-15",5.10598
"128","2010-06-16",5.003785
"129","2010-06-17",5.018925
"130","2010-06-18",5.03028
"131","2010-06-21",5
"132","2010-06-22",4.88645
"133","2010-06-23",4.89402
"134","2010-06-24",4.663134
"135","2010-06-25",4.81075
"136","2010-06-28",4.610144
"137","2010-06-29",4.640424
"138","2010-06-30",4.682059
"139","2010-07-01",4.602574
"140","2010-07-02",4.674489
"141","2010-07-06",4.682059
"142","2010-07-07",4.848599
"143","2010-07-08",4.765329
"144","2010-07-09",4.882665
"145","2010-07-12",4.765329
"146","2010-07-13",4.863739
"147","2010-07-14",4.897805
"148","2010-07-15",4.91673
"149","2010-07-16",4.788039
"150","2010-07-19",4.750189
"151","2010-07-20",4.742619
"152","2010-07-21",4.663134
"153","2010-07-22",4.750189
"154","2010-07-23",4.859954
"155","2010-07-26",4.897805
"156","2010-07-27",4.761544
"157","2010-07-28",4.761544
"158","2010-07-29",4.81075
"159","2010-07-30",4.791824
"160","2010-08-02",4.81075
"161","2010-08-03",4.746404
"162","2010-08-04",4.833459
"163","2010-08-05",4.682059
"164","2010-08-06",4.579864
"165","2010-08-09",4.591219
"166","2010-08-10",4.454958
"167","2010-08-11",4.277063
"168","2010-08-12",4.322483
"169","2010-08-13",4.235428
"170","2010-08-16",4.258138
"171","2010-08-17",4.511734
"172","2010-08-18",4.523088
"173","2010-08-19",4.341408
"174","2010-08-20",4.269493
"175","2010-08-23",4.288418
"176","2010-08-24",4.277063
"177","2010-08-25",4.428463
"178","2010-08-26",4.485239
"179","2010-08-27",4.534443
"180","2010-08-30",4.526874
"181","2010-08-31",4.583649
"182","2010-09-01",4.746404
"183","2010-09-02",4.81075
"184","2010-09-03",4.93944
"185","2010-09-07",4.859954
"186","2010-09-08",4.647994
"187","2010-09-09",4.788039
"188","2010-09-10",4.791824
"189","2010-09-13",4.818319
"190","2010-09-14",4.82589
"191","2010-09-15",4.95458
"192","2010-09-16",4.93944
"193","2010-09-17",4.9243
"194","2010-09-20",4.96972
"195","2010-09-21",5.04542
"196","2010-09-22",4.928085
"197","2010-09-23",4.795609
"198","2010-09-24",4.82589
"199","2010-09-27",4.788039
"200","2010-09-28",4.82589
"201","2010-09-29",4.82589
"202","2010-09-30",4.772899
"203","2010-10-01",4.769114
"204","2010-10-04",4.818319
"205","2010-10-05",4.958365
"206","2010-10-06",5.003785
"207","2010-10-07",4.958365
"208","2010-10-08",5.003785
"209","2010-10-11",5.018925
"210","2010-10-12",5.04542
"211","2010-10-13",4.996215
"212","2010-10-14",4.920515
"213","2010-10-15",4.89402
"214","2010-10-18",4.935655
"215","2010-10-19",4.9243
"216","2010-10-20",4.958365
"217","2010-10-21",4.9243
"218","2010-10-22",4.95458
"219","2010-10-25",4.90159
"220","2010-10-26",4.928085
"221","2010-10-27",4.882665
"222","2010-10-28",4.890234
"223","2010-10-29",4.875094
"224","2010-11-01",4.799395
"225","2010-11-02",4.822104
"226","2010-11-03",4.806964
"227","2010-11-04",4.712339
"228","2010-11-05",4.663134
"229","2010-11-08",4.579864
"230","2010-11-09",4.564723
"231","2010-11-10",4.564723
"232","2010-11-11",4.564723
"233","2010-11-12",4.568509
"234","2010-11-15",4.583649
"235","2010-11-16",4.545799
"236","2010-11-17",4.621499
"237","2010-11-18",4.632854
"238","2010-11-19",4.655564
"239","2010-11-22",4.655564
"240","2010-11-23",4.647994
"241","2010-11-24",4.689629
"242","2010-11-26",4.595004
"243","2010-11-29",4.504164
"244","2010-11-30",4.560939
"245","2010-12-01",4.723694
"246","2010-12-02",4.780469
"247","2010-12-03",4.81075
"248","2010-12-06",4.738834
"249","2010-12-07",4.753974
"250","2010-12-08",4.780469
"251","2010-12-09",4.784255
"252","2010-12-10",4.928085
"253","2010-12-13",4.958365
"254","2010-12-14",5
"255","2010-12-15",4.981075
"256","2010-12-16",5.018925
"257","2010-12-17",5.079485
"258","2010-12-20",5.056775
"259","2010-12-21",5.223316
"260","2010-12-22",5.264951
"261","2010-12-23",5.280091
"262","2010-12-27",5.306586
"263","2010-12-28",5.325511
"264","2010-12-29",5.314156
"265","2010-12-30",5.310371
"266","2010-12-31",5.223316
"267","2011-01-03",5.325511
"268","2011-01-04",5.340651
"269","2011-01-05",5.295231
"270","2011-01-06",5.306586
"271","2011-01-07",5.287661
"272","2011-01-10",5.344436
"273","2011-01-11",5.386071
"274","2011-01-12",5.473126
"275","2011-01-13",5.386071
"276","2011-01-14",5.446631
"277","2011-01-18",5.363361
"278","2011-01-19",5.431491
"279","2011-01-20",5.446631
"280","2011-01-21",5.420136
"281","2011-01-24",5.454201
"282","2011-01-25",5.537472
"283","2011-01-26",5.548827
"284","2011-01-27",5.567752
"285","2011-01-28",5.548827
"286","2011-01-31",5.616957
"287","2011-02-01",5.635882
"288","2011-02-02",5.647237
"289","2011-02-03",5.692657
"290","2011-02-04",5.639667
"291","2011-02-07",5.624527
"292","2011-02-08",5.620742
"293","2011-02-09",5.643452
"294","2011-02-10",5.651022
"295","2011-02-11",5.711582
"296","2011-02-14",5.707797
"297","2011-02-15",5.741862
"298","2011-02-16",5.726722
"299","2011-02-17",5.764572
"300","2011-02-18",5.764572
"301","2011-02-22",5.685087
"302","2011-02-23",5.469341
"303","2011-02-24",5.439061
"304","2011-02-25",5.465557
"305","2011-02-28",5.314156
"306","2011-03-01",5.374716
"307","2011-03-02",5.393641
"308","2011-03-03",5.412566
"309","2011-03-04",5.548827
"310","2011-03-07",5.529902
"311","2011-03-08",5.639667
"312","2011-03-09",5.628312
"313","2011-03-10",5.601817
"314","2011-03-11",5.632097
"315","2011-03-14",5.620742
"316","2011-03-15",5.556396
"317","2011-03-16",5.495836
"318","2011-03-17",5.522332
"319","2011-03-18",5.495836
"320","2011-03-21",5.563967
"321","2011-03-22",5.537472
"322","2011-03-23",5.647237
"323","2011-03-24",5.715367
"324","2011-03-25",5.681302
"325","2011-03-28",5.681302
"326","2011-03-29",5.738077
"327","2011-03-30",5.757002
"328","2011-03-31",5.806208
"329","2011-04-01",5.976533
"330","2011-04-04",5.976533
"331","2011-04-05",6.018168
"332","2011-04-06",6.067373
"333","2011-04-07",6.245269
"334","2011-04-08",6.283119
"335","2011-04-11",6.449659
"336","2011-04-12",6.419379
"337","2011-04-13",6.419379
"338","2011-04-14",6.483725
"339","2011-04-15",6.612415
"340","2011-04-18",6.59349
"341","2011-04-19",6.60106
"342","2011-04-20",6.703255
"343","2011-04-21",6.763815
"344","2011-04-25",6.847085
"345","2011-04-26",6.911431
"346","2011-04-27",6.964421
"347","2011-04-28",7.066616
"348","2011-04-29",7.380772
"349","2011-05-02",7.305072
"350","2011-05-03",7.267222
"351","2011-05-04",7.077971
"352","2011-05-05",7.115821
"353","2011-05-06",7.183951
"354","2011-05-09",7.165027
"355","2011-05-10",7.252082
"356","2011-05-11",7.199091
"357","2011-05-12",7.305072
"358","2011-05-13",7.263437
"359","2011-05-16",7.293717
"360","2011-05-17",7.464042
"361","2011-05-18",7.653293
"362","2011-05-19",7.577593
"363","2011-05-20",7.479182
"364","2011-05-23",7.365632
"365","2011-05-24",7.429977
"366","2011-05-25",7.570023
"367","2011-05-26",7.585163
"368","2011-05-27",7.778198
"369","2011-05-31",7.914459
"370","2011-06-01",7.785769
"371","2011-06-02",7.354277
"372","2011-06-03",7.180167
"373","2011-06-06",7.115821
"374","2011-06-07",7.142316
"375","2011-06-08",7.028766
"376","2011-06-09",6.983346
"377","2011-06-10",7.032551
"378","2011-06-13",6.903861
"379","2011-06-14",6.900076
"380","2011-06-15",6.835731
"381","2011-06-16",6.771385
"382","2011-06-17",6.748675
"383","2011-06-20",6.809236
"384","2011-06-21",6.888721
"385","2011-06-22",6.831945
"386","2011-06-23",6.892506
"387","2011-06-24",6.903861
"388","2011-06-27",6.900076
"389","2011-06-28",6.983346
"390","2011-06-29",7.074186
"391","2011-06-30",7.157456
"392","2011-07-01",7.323997
"393","2011-07-05",7.380772
"394","2011-07-06",7.312642
"395","2011-07-07",7.331567
"396","2011-07-08",7.327782
"397","2011-07-11",7.059046
"398","2011-07-12",6.998486
"399","2011-07-13",7.085541
"400","2011-07-14",6.919001
"401","2011-07-15",6.896291
"402","2011-07-18",6.839516
"403","2011-07-19",6.926571
"404","2011-07-20",6.919001
"405","2011-07-21",7.017411
"406","2011-07-22",6.987131
"407","2011-07-25",7.043906
"408","2011-07-26",6.971991
"409","2011-07-27",6.74489
"410","2011-07-28",6.74489
"411","2011-07-29",6.72975
"412","2011-08-01",6.73732
"413","2011-08-02",6.52536
"414","2011-08-03",6.65405
"415","2011-08-04",6.396669
"416","2011-08-05",6.275549
"417","2011-08-08",6.056018
"418","2011-08-09",6.320969
"419","2011-08-10",5.287661
"420","2011-08-11",5.140046
"421","2011-08-12",5.257381
"422","2011-08-15",5.325511
"423","2011-08-16",5.522332
"424","2011-08-17",5.401211
"425","2011-08-18",5.238456
"426","2011-08-19",5.177896
"427","2011-08-22",5.151401
"428","2011-08-23",5.321726
"429","2011-08-24",5.427706
"430","2011-08-25",5.208176
"431","2011-08-26",5.295231
"432","2011-08-29",5.499621
"433","2011-08-30",5.473126
"434","2011-08-31",5.552612
"435","2011-09-01",5.457986
"436","2011-09-02",5.18925
"437","2011-09-06",5.185465
"438","2011-09-07",5.355791
"439","2011-09-08",5.117335
"440","2011-09-09",5.12869
"441","2011-09-12",5.185465
"442","2011-09-13",5.367146
"443","2011-09-14",5.541256
"444","2011-09-15",5.480697
"445","2011-09-16",5.431491
"446","2011-09-19",5.17411
"447","2011-09-20",5.185465
"448","2011-09-21",4.920515
"449","2011-09-22",4.606359
"450","2011-09-23",4.647994
"451","2011-09-26",4.735049
"452","2011-09-27",4.87131
"453","2011-09-28",4.606359
"454","2011-09-29",4.651779
"455","2011-09-30",4.583649
"456","2011-10-03",4.360333
"457","2011-10-04",4.496593
"458","2011-10-05",4.621499
"459","2011-10-06",4.738834
"460","2011-10-07",4.723694
"461","2011-10-10",4.761544
"462","2011-10-11",4.81075
"463","2011-10-12",4.897805
"464","2011-10-13",4.799395
"465","2011-10-14",4.91673
"466","2011-10-17",4.920515
"467","2011-10-18",4.882665
"468","2011-10-19",4.875094
"469","2011-10-20",4.90916
"470","2011-10-21",4.973505
"471","2011-10-24",5.124906
"472","2011-10-25",5.041635
"473","2011-10-26",5.268736
"474","2011-10-27",5.367146
"475","2011-10-28",5.261166
"476","2011-10-31",5.204391
"477","2011-11-01",5.018925
