"","date","ENG"
"95","2007-05-18",10.12
"96","2007-05-21",9.37
"97","2007-05-22",10.59
"98","2007-05-23",10.1
"99","2007-05-24",10.36
"100","2007-05-25",10.45
"101","2007-05-29",10.45
"102","2007-05-30",10.26
"103","2007-05-31",10.34
"104","2007-06-01",10.33
"105","2007-06-04",10.5
"106","2007-06-05",10.37
"107","2007-06-06",10.52
"108","2007-06-07",10.37
"109","2007-06-08",10.36
"110","2007-06-11",10.09
"111","2007-06-12",9.94
"112","2007-06-13",10.5
"113","2007-06-14",10.93
"114","2007-06-15",11.01
"115","2007-06-18",11.2
"116","2007-06-19",12.73
"117","2007-06-20",12.1
"118","2007-06-21",12.19
"119","2007-06-22",12.17
"120","2007-06-25",11.79
"121","2007-06-26",11.7
"122","2007-06-27",11.68
"123","2007-06-28",12.06
"124","2007-06-29",12.15
"125","2007-07-02",12.11
"126","2007-07-03",12.32
"127","2007-07-05",12.47
"128","2007-07-06",12.55
"129","2007-07-09",12.88
"130","2007-07-10",12.56
"131","2007-07-11",12.75
"132","2007-07-12",12.9
"133","2007-07-13",12.6
"134","2007-07-16",12.21
"135","2007-07-17",12.17
"136","2007-07-18",11.93
"137","2007-07-19",12.31
"138","2007-07-20",12.03
"139","2007-07-23",12.19
"140","2007-07-24",11.36
"141","2007-07-25",10.66
"142","2007-07-26",10.55
"143","2007-07-27",10.5
"144","2007-07-30",10.77
"145","2007-07-31",10.54
"146","2007-08-01",10.09
"147","2007-08-02",10.54
"148","2007-08-03",10.23
"149","2007-08-06",10.4
"150","2007-08-07",10.7
"151","2007-08-08",10.86
"152","2007-08-09",10.8
"153","2007-08-10",11.09
"154","2007-08-13",10.89
"155","2007-08-14",10.28
"156","2007-08-15",9.7
"157","2007-08-16",8.87
"158","2007-08-17",9.71
"159","2007-08-20",10.03
"160","2007-08-21",9.73
"161","2007-08-22",10
"162","2007-08-23",9.73
"163","2007-08-24",9.55
"164","2007-08-27",9.47
"165","2007-08-28",8.91
"166","2007-08-29",9.32
"167","2007-08-30",9.09
"168","2007-08-31",9.17
"169","2007-09-04",9.67
"170","2007-09-05",9.49
"171","2007-09-06",9.69
"172","2007-09-07",8.87
"173","2007-09-10",8.9
"174","2007-09-11",8.95
"175","2007-09-12",9.06
"176","2007-09-13",9.21
"177","2007-09-14",9.11
"178","2007-09-17",9.17
"179","2007-09-18",9.45
"180","2007-09-19",10
"181","2007-09-20",10.59
"182","2007-09-21",11.06
"183","2007-09-24",11.91
"184","2007-09-25",11.08
"185","2007-09-26",11.63
"186","2007-09-27",11.35
"187","2007-09-28",11.41
"188","2007-10-01",11.72
"189","2007-10-02",11.72
"190","2007-10-03",11.78
"191","2007-10-04",12.49
"192","2007-10-05",12.38
"193","2007-10-08",12.47
"194","2007-10-09",12.35
"195","2007-10-10",12.52
"196","2007-10-11",12.54
"197","2007-10-12",12.65
"198","2007-10-15",12.83
"199","2007-10-16",12.84
"200","2007-10-17",13.3
"201","2007-10-18",13.55
"202","2007-10-19",13.13
"203","2007-10-22",13.43
"204","2007-10-23",14.1
"205","2007-10-24",14
"206","2007-10-25",14.35
"207","2007-10-26",14.81
"208","2007-10-29",14.15
"209","2007-10-30",13.58
"210","2007-10-31",13.88
"211","2007-11-01",13.44
"212","2007-11-02",13.62
"213","2007-11-05",13.8
"214","2007-11-06",13.91
"215","2007-11-07",12.76
"216","2007-11-08",11.16
"217","2007-11-09",10.86
"218","2007-11-12",10.8
"219","2007-11-13",11
"220","2007-11-14",10.89
"221","2007-11-15",10.85
"222","2007-11-16",10.6
"223","2007-11-19",10.26
"224","2007-11-20",10.01
"225","2007-11-21",9.78
"226","2007-11-23",9.99
"227","2007-11-26",10.26
"228","2007-11-27",10.38
"229","2007-11-28",11.04
"230","2007-11-29",11.16
"231","2007-11-30",10.81
"232","2007-12-03",11.44
"233","2007-12-04",11.27
"234","2007-12-05",12.22
"235","2007-12-06",12.67
"236","2007-12-07",12.46
"237","2007-12-10",12.17
"238","2007-12-11",11.56
"239","2007-12-12",11.98
"240","2007-12-13",12
"241","2007-12-14",11.9
"242","2007-12-17",11.85
"243","2007-12-18",12.3
"244","2007-12-19",11.9
"245","2007-12-20",12
"246","2007-12-21",11.87
"247","2007-12-24",11.95
"248","2007-12-26",11.87
"249","2007-12-27",11.85
"250","2007-12-28",11.85
"251","2007-12-31",11.36
"252","2008-01-02",10.61
"253","2008-01-03",10.54
"254","2008-01-04",10.11
"255","2008-01-07",10.03
"256","2008-01-08",9.99
"257","2008-01-09",10.03
"258","2008-01-10",9.99
"259","2008-01-11",10.2
"260","2008-01-14",10.47
"261","2008-01-15",9.84
"262","2008-01-16",9.43
"263","2008-01-17",8.74
"264","2008-01-18",9.05
"265","2008-01-22",8.88
"266","2008-01-23",9.64
"267","2008-01-24",9.13
"268","2008-01-25",9.19
"269","2008-01-28",9.47
"270","2008-01-29",9.32
"271","2008-01-30",9
"272","2008-01-31",9.64
"273","2008-02-01",9.35
"274","2008-02-04",9.66
"275","2008-02-05",9.15
"276","2008-02-06",8.86
"277","2008-02-07",9.15
"278","2008-02-08",8.81
"279","2008-02-11",9.01
"280","2008-02-12",8.99
"281","2008-02-13",9.68
"282","2008-02-14",9.21
"283","2008-02-15",8.91
"284","2008-02-19",9.29
"285","2008-02-20",9.44
"286","2008-02-21",9.58
"287","2008-02-22",9.56
"288","2008-02-25",9.47
"289","2008-02-26",9.35
"290","2008-02-27",9.69
"291","2008-02-28",9.49
"292","2008-02-29",9.24
"293","2008-03-03",9.19
"294","2008-03-04",8.87
"295","2008-03-05",9.17
"296","2008-03-06",9
"297","2008-03-07",9
"298","2008-03-10",8.84
"299","2008-03-11",9.15
"300","2008-03-12",9.44
"301","2008-03-13",8.69
"302","2008-03-14",8.47
"303","2008-03-17",8.43
"304","2008-03-18",8.6
"305","2008-03-19",8.35
"306","2008-03-20",8.41
"307","2008-03-24",8.55
"308","2008-03-25",8.71
"309","2008-03-26",8.75
"310","2008-03-27",8.75
"311","2008-03-28",8.58
"312","2008-03-31",8.55
"313","2008-04-01",8.74
"314","2008-04-02",9.01
"315","2008-04-03",9
"316","2008-04-04",9.09
"317","2008-04-07",9.53
"318","2008-04-08",9.6
"319","2008-04-09",9.8
"320","2008-04-10",10.26
"321","2008-04-11",10.16
"322","2008-04-14",10
"323","2008-04-15",10.14
"324","2008-04-16",10.4
"325","2008-04-17",10.67
"326","2008-04-18",10.9
"327","2008-04-21",10.73
"328","2008-04-22",10.38
"329","2008-04-23",10.23
"330","2008-04-24",10.17
"331","2008-04-25",10.06
"332","2008-04-28",10.32
"333","2008-04-29",9.92
"334","2008-04-30",10.05
"335","2008-05-01",9.96
"336","2008-05-02",10.19
"337","2008-05-05",10.2
"338","2008-05-06",9.8
"339","2008-05-07",10.04
"340","2008-05-08",10.24
"341","2008-05-09",10
"342","2008-05-12",9.95
"343","2008-05-13",10.38
"344","2008-05-14",10.23
"345","2008-05-15",10.48
"346","2008-05-16",10.64
"347","2008-05-19",10.66
"348","2008-05-20",9.99
"349","2008-05-21",10.15
"350","2008-05-22",10.17
"351","2008-05-23",9.88
"352","2008-05-27",10.25
"353","2008-05-28",10.28
"354","2008-05-29",10.27
"355","2008-05-30",10.27
"356","2008-06-02",10.04
"357","2008-06-03",10.32
"358","2008-06-04",11.04
"359","2008-06-05",11.76
"360","2008-06-06",11.96
"361","2008-06-09",12.1
"362","2008-06-10",12.42
"363","2008-06-11",12.08
"364","2008-06-12",12.28
"365","2008-06-13",12.5
"366","2008-06-16",13.67
"367","2008-06-17",14
"368","2008-06-18",13.25
"369","2008-06-19",13.24
"370","2008-06-20",13.6
"371","2008-06-23",13.31
"372","2008-06-24",13.45
"373","2008-06-25",13.54
"374","2008-06-26",13
"375","2008-06-27",13.52
"376","2008-06-30",14.24
"377","2008-07-01",13.95
"378","2008-07-02",13.65
"379","2008-07-03",13.41
"380","2008-07-07",13.35
"381","2008-07-08",13.63
"382","2008-07-09",13.79
"383","2008-07-10",14.35
"384","2008-07-11",14.06
"385","2008-07-14",13.88
"386","2008-07-15",13.73
"387","2008-07-16",13.83
"388","2008-07-17",13.91
"389","2008-07-18",13.68
"390","2008-07-21",13.59
"391","2008-07-22",13.97
"392","2008-07-23",14.13
"393","2008-07-24",14.05
"394","2008-07-25",14.08
"395","2008-07-28",13.66
"396","2008-07-29",12.92
"397","2008-07-30",12.75
"398","2008-07-31",12.34
"399","2008-08-01",12.75
"400","2008-08-04",12.24
"401","2008-08-05",11.94
"402","2008-08-06",12.54
"403","2008-08-07",14.52
"404","2008-08-08",14.55
"405","2008-08-11",15.25
"406","2008-08-12",14.81
"407","2008-08-13",15.55
"408","2008-08-14",15.54
"409","2008-08-15",15.58
"410","2008-08-18",15.55
"411","2008-08-19",16.59
"412","2008-08-20",16.690001
"413","2008-08-21",17.049999
"414","2008-08-22",17.17
"415","2008-08-25",17.389999
"416","2008-08-26",17.77
"417","2008-08-27",17.690001
"418","2008-08-28",17.85
"419","2008-08-29",17.309999
"420","2008-09-02",16.15
"421","2008-09-03",15.39
"422","2008-09-04",14.92
"423","2008-09-05",14.72
"424","2008-09-08",14.99
"425","2008-09-09",13.82
"426","2008-09-10",14.08
"427","2008-09-11",13.85
"428","2008-09-12",13.7
"429","2008-09-15",12.67
"430","2008-09-16",12.3
"431","2008-09-17",11.58
"432","2008-09-18",12.45
"433","2008-09-19",13.79
"434","2008-09-22",13.35
"435","2008-09-23",13
"436","2008-09-24",12.94
"437","2008-09-25",13.89
"438","2008-09-26",13.81
"439","2008-09-29",12.28
"440","2008-09-30",13.27
"441","2008-10-01",12.3
"442","2008-10-02",9.8
"443","2008-10-03",9.29
"444","2008-10-06",8.36
"445","2008-10-07",7.52
"446","2008-10-08",7.27
"447","2008-10-09",6.9
"448","2008-10-10",6.5
"449","2008-10-13",7.83
"450","2008-10-14",7.72
"451","2008-10-15",6.6
"452","2008-10-16",7.43
"453","2008-10-17",7.04
"454","2008-10-20",7.48
"455","2008-10-21",4.69
"456","2008-10-22",4.79
"457","2008-10-23",4.67
"458","2008-10-24",4
"459","2008-10-27",3.56
"460","2008-10-28",3.61
"461","2008-10-29",3.47
"462","2008-10-30",3.75
"463","2008-10-31",4.39
"464","2008-11-03",4.63
"465","2008-11-04",4.9
"466","2008-11-05",4.5
"467","2008-11-06",4.03
"468","2008-11-07",4.67
"469","2008-11-10",4.7
"470","2008-11-11",4.57
"471","2008-11-12",4
"472","2008-11-13",4.76
"473","2008-11-14",4.11
"474","2008-11-17",4.14
"475","2008-11-18",3.89
"476","2008-11-19",3.22
"477","2008-11-20",2.58
"478","2008-11-21",2.35
"479","2008-11-24",2.82
"480","2008-11-25",2.75
"481","2008-11-26",2.85
"482","2008-11-28",2.94
"483","2008-12-01",2.43
"484","2008-12-02",2.5
"485","2008-12-03",2.63
"486","2008-12-04",2.4
"487","2008-12-05",2.67
"488","2008-12-08",2.75
"489","2008-12-09",2.4
"490","2008-12-10",2.77
"491","2008-12-11",2.52
"492","2008-12-12",2.72
"493","2008-12-15",2.52
"494","2008-12-16",2.79
"495","2008-12-17",2.91
"496","2008-12-18",3.07
"497","2008-12-19",3.15
"498","2008-12-22",3.09
"499","2008-12-23",2.98
"500","2008-12-24",2.73
"501","2008-12-26",2.72
"502","2008-12-29",2.75
"503","2008-12-30",2.74
"504","2008-12-31",3.25
"505","2009-01-02",3.19
"506","2009-01-05",3.7
"507","2009-01-06",4.04
"508","2009-01-07",3.79
"509","2009-01-08",4.13
"510","2009-01-09",3.66
"511","2009-01-12",3.98
"512","2009-01-13",3.9
"513","2009-01-14",3.66
"514","2009-01-15",3.87
"515","2009-01-16",3.46
"516","2009-01-20",3
"517","2009-01-21",3.25
"518","2009-01-22",3.09
"519","2009-01-23",2.98
"520","2009-01-26",3.29
"521","2009-01-27",3.26
"522","2009-01-28",3.42
"523","2009-01-29",3.22
"524","2009-01-30",3.1
"525","2009-02-02",3.08
"526","2009-02-03",3.23
"527","2009-02-04",3.12
"528","2009-02-05",3.27
"529","2009-02-06",3.58
"530","2009-02-09",3.47
"531","2009-02-10",3.27
"532","2009-02-11",3.43
"533","2009-02-12",3.32
"534","2009-02-13",3.43
"535","2009-02-17",3.1
"536","2009-02-18",3.13
"537","2009-02-19",3.17
"538","2009-02-20",3.12
"539","2009-02-23",2.99
"540","2009-02-24",3.23
"541","2009-02-25",3.02
"542","2009-02-26",3.05
"543","2009-02-27",2.92
"544","2009-03-02",2.59
"545","2009-03-03",2.44
"546","2009-03-04",2.67
"547","2009-03-05",2.44
"548","2009-03-06",2.62
"549","2009-03-09",2.72
"550","2009-03-10",2.97
"551","2009-03-11",3.03
"552","2009-03-12",3.49
"553","2009-03-13",3.69
"554","2009-03-16",3.93
"555","2009-03-17",4.09
"556","2009-03-18",4.44
"557","2009-03-19",4.61
"558","2009-03-20",3.96
"559","2009-03-23",4.53
"560","2009-03-24",4.54
"561","2009-03-25",4.57
"562","2009-03-26",4.95
"563","2009-03-27",4.64
"564","2009-03-30",4.44
"565","2009-03-31",4.54
"566","2009-04-01",4.73
"567","2009-04-02",4.83
"568","2009-04-03",4.96
"569","2009-04-06",4.64
"570","2009-04-07",4.42
"571","2009-04-08",4.62
"572","2009-04-09",4.83
"573","2009-04-13",4.8
"574","2009-04-14",4.54
"575","2009-04-15",4.78
"576","2009-04-16",4.9
"577","2009-04-17",4.86
"578","2009-04-20",4.59
"579","2009-04-21",5.14
"580","2009-04-22",5.56
"581","2009-04-23",5.98
"582","2009-04-24",6.19
"583","2009-04-27",6.01
"584","2009-04-28",6.01
"585","2009-04-29",6.34
"586","2009-04-30",5.77
"587","2009-05-01",5.6
"588","2009-05-04",5.99
"589","2009-05-05",5.98
"590","2009-05-06",5.97
"591","2009-05-07",5.67
"592","2009-05-08",6
"593","2009-05-11",5.25
"594","2009-05-12",5.4
"595","2009-05-13",5.25
"596","2009-05-14",5.21
"597","2009-05-15",5.15
"598","2009-05-18",5.27
"599","2009-05-19",5.25
"600","2009-05-20",5.31
"601","2009-05-21",5.11
"602","2009-05-22",4.94
"603","2009-05-26",5
"604","2009-05-27",5
"605","2009-05-28",5.12
"606","2009-05-29",5.47
"607","2009-06-01",5.91
"608","2009-06-02",6.12
"609","2009-06-03",5.96
"610","2009-06-04",6.13
"611","2009-06-05",6.1
"612","2009-06-08",6
"613","2009-06-09",5.8
"614","2009-06-10",5.47
"615","2009-06-11",5.67
"616","2009-06-12",5.57
"617","2009-06-15",5.23
"618","2009-06-16",5.01
"619","2009-06-17",5.05
"620","2009-06-18",5.12
"621","2009-06-19",5.44
"622","2009-06-22",4.95
"623","2009-06-23",4.89
"624","2009-06-24",4.89
"625","2009-06-25",5.16
"626","2009-06-26",5.1
"627","2009-06-29",5.12
"628","2009-06-30",4.92
"629","2009-07-01",4.99
"630","2009-07-02",4.59
"631","2009-07-06",4.47
"632","2009-07-07",4.37
"633","2009-07-08",4.24
"634","2009-07-09",4.18
"635","2009-07-10",4.09
"636","2009-07-13",4.22
"637","2009-07-14",4.21
"638","2009-07-15",4.41
"639","2009-07-16",4.7
"640","2009-07-17",4.71
"641","2009-07-20",4.73
"642","2009-07-21",4.69
"643","2009-07-22",4.8
"644","2009-07-23",5.03
"645","2009-07-24",5.15
"646","2009-07-27",5.05
"647","2009-07-28",4.84
"648","2009-07-29",4.66
"649","2009-07-30",4.78
"650","2009-07-31",4.85
"651","2009-08-03",4.98
"652","2009-08-04",4.86
"653","2009-08-05",4.65
"654","2009-08-06",4.46
"655","2009-08-07",4.1
"656","2009-08-10",4.27
"657","2009-08-11",4.08
"658","2009-08-12",4.13
"659","2009-08-13",4.16
"660","2009-08-14",4.1
"661","2009-08-17",3.99
"662","2009-08-18",3.97
"663","2009-08-19",4.08
"664","2009-08-20",4.03
"665","2009-08-21",4.15
"666","2009-08-24",4.29
"667","2009-08-25",4.62
"668","2009-08-26",4.92
"669","2009-08-27",4.8
"670","2009-08-28",4.57
"671","2009-08-31",4.42
"672","2009-09-01",4.29
"673","2009-09-02",4.29
"674","2009-09-03",4.3
"675","2009-09-04",4.42
"676","2009-09-08",4.61
"677","2009-09-09",4.64
"678","2009-09-10",4.61
"679","2009-09-11",4.4
"680","2009-09-14",4.38
"681","2009-09-15",4.41
"682","2009-09-16",4.56
"683","2009-09-17",4.41
"684","2009-09-18",4.4
"685","2009-09-21",4.36
"686","2009-09-22",4.31
"687","2009-09-23",4.33
"688","2009-09-24",4.14
"689","2009-09-25",4.06
"690","2009-09-28",4.23
"691","2009-09-29",4.13
"692","2009-09-30",4.12
"693","2009-10-01",3.99
"694","2009-10-02",4.01
"695","2009-10-05",3.97
"696","2009-10-06",4.11
"697","2009-10-07",4.1
"698","2009-10-08",4
"699","2009-10-09",4.1
"700","2009-10-12",4.08
"701","2009-10-13",4.07
"702","2009-10-14",4.13
"703","2009-10-15",4.13
"704","2009-10-16",4.04
"705","2009-10-19",3.98
"706","2009-10-20",3.93
"707","2009-10-21",3.86
"708","2009-10-22",3.59
"709","2009-10-23",3.41
"710","2009-10-26",3.35
"711","2009-10-27",3.39
"712","2009-10-28",3.19
"713","2009-10-29",3.09
"714","2009-10-30",2.95
"715","2009-11-02",3.02
"716","2009-11-03",3.09
"717","2009-11-04",3.04
"718","2009-11-05",3.12
"719","2009-11-06",3.42
"720","2009-11-09",3.31
"721","2009-11-10",3.04
"722","2009-11-11",3.06
"723","2009-11-12",2.96
"724","2009-11-13",2.94
"725","2009-11-16",3.05
"726","2009-11-17",2.93
"727","2009-11-18",2.91
"728","2009-11-19",2.79
"729","2009-11-20",2.8
"730","2009-11-23",3.17
"731","2009-11-24",3.08
"732","2009-11-25",3.07
"733","2009-11-27",3.01
"734","2009-11-30",3
"735","2009-12-01",2.98
"736","2009-12-02",2.98
"737","2009-12-03",2.84
"738","2009-12-04",2.92
"739","2009-12-07",2.96
"740","2009-12-08",2.91
"741","2009-12-09",2.89
"742","2009-12-10",2.79
"743","2009-12-11",2.89
"744","2009-12-14",2.92
"745","2009-12-15",2.81
"746","2009-12-16",2.83
"747","2009-12-17",2.78
"748","2009-12-18",2.78
"749","2009-12-21",2.8
"750","2009-12-22",2.8
"751","2009-12-23",2.86
"752","2009-12-24",3.05
"753","2009-12-28",3.16
"754","2009-12-29",3.19
"755","2009-12-30",3.18
"756","2009-12-31",3.13
"757","2010-01-04",3.43
"758","2010-01-05",3.48
"759","2010-01-06",3.41
"760","2010-01-07",3.41
"761","2010-01-08",3.42
"762","2010-01-11",3.28
"763","2010-01-12",3.1
"764","2010-01-13",3.24
"765","2010-01-14",3.21
"766","2010-01-15",3.15
"767","2010-01-19",3.14
"768","2010-01-20",3.08
"769","2010-01-21",3.15
"770","2010-01-22",3.2
"771","2010-01-25",3.14
"772","2010-01-26",3.1
"773","2010-01-27",3.09
"774","2010-01-28",3.06
"775","2010-01-29",3.07
"776","2010-02-01",3.05
"777","2010-02-02",3.04
"778","2010-02-03",3.02
"779","2010-02-04",3.01
"780","2010-02-05",2.93
"781","2010-02-08",2.9
"782","2010-02-09",2.93
"783","2010-02-10",2.88
"784","2010-02-11",2.9
"785","2010-02-12",2.93
"786","2010-02-16",2.97
"787","2010-02-17",2.99
"788","2010-02-18",2.96
"789","2010-02-19",2.91
"790","2010-02-22",2.89
"791","2010-02-23",2.88
"792","2010-02-24",2.92
"793","2010-02-25",2.91
"794","2010-02-26",2.89
"795","2010-03-01",3.09
"796","2010-03-02",3.19
"797","2010-03-03",3.18
"798","2010-03-04",3
"799","2010-03-05",2.92
"800","2010-03-08",2.97
"801","2010-03-09",2.98
"802","2010-03-10",2.99
"803","2010-03-11",2.98
"804","2010-03-12",2.92
"805","2010-03-15",3
"806","2010-03-16",2.93
"807","2010-03-17",2.89
"808","2010-03-18",2.88
"809","2010-03-19",2.97
"810","2010-03-22",2.98
"811","2010-03-23",2.97
"812","2010-03-24",2.92
"813","2010-03-25",2.91
"814","2010-03-26",2.9
"815","2010-03-29",2.9
"816","2010-03-30",2.92
"817","2010-03-31",2.77
"818","2010-04-01",2.92
"819","2010-04-05",3
"820","2010-04-06",3.01
"821","2010-04-07",2.98
"822","2010-04-08",2.95
"823","2010-04-09",2.95
"824","2010-04-12",2.96
"825","2010-04-13",2.95
"826","2010-04-14",3
"827","2010-04-15",3.13
"828","2010-04-16",3.13
"829","2010-04-19",3.08
"830","2010-04-20",3.2
"831","2010-04-21",3.29
"832","2010-04-22",3.26
"833","2010-04-23",3.39
"834","2010-04-26",3.5
"835","2010-04-27",3.41
"836","2010-04-28",3.49
"837","2010-04-29",3.64
"838","2010-04-30",3.55
"839","2010-05-03",3.48
"840","2010-05-04",3.34
"841","2010-05-05",3
"842","2010-05-06",2.88
"843","2010-05-07",2.85
"844","2010-05-10",3.08
"845","2010-05-11",2.96
"846","2010-05-12",3.05
"847","2010-05-13",2.98
"848","2010-05-14",2.96
"849","2010-05-17",2.95
"850","2010-05-18",2.92
"851","2010-05-19",2.89
"852","2010-05-20",2.73
"853","2010-05-21",2.77
"854","2010-05-24",2.66
"855","2010-05-25",2.59
"856","2010-05-26",2.57
"857","2010-05-27",2.7
"858","2010-05-28",2.66
"859","2010-06-01",2.51
"860","2010-06-02",2.56
"861","2010-06-03",2.56
"862","2010-06-04",2.4
"863","2010-06-07",2.28
"864","2010-06-08",2.32
"865","2010-06-09",2.38
"866","2010-06-10",2.39
"867","2010-06-11",2.54
"868","2010-06-14",2.43
"869","2010-06-15",2.4
"870","2010-06-16",2.4
"871","2010-06-17",2.48
"872","2010-06-18",2.48
"873","2010-06-21",2.36
"874","2010-06-22",2.3
"875","2010-06-23",2.36
"876","2010-06-24",2.31
"877","2010-06-25",2.21
"878","2010-06-28",2.25
"879","2010-06-29",2.15
"880","2010-06-30",2.06
"881","2010-07-01",2.16
"882","2010-07-02",2.11
"883","2010-07-06",2.11
"884","2010-07-07",2.1
"885","2010-07-08",2.15
"886","2010-07-09",2.25
"887","2010-07-12",2.21
"888","2010-07-13",2.41
"889","2010-07-14",2.43
"890","2010-07-15",2.38
"891","2010-07-16",2.35
"892","2010-07-19",2.29
"893","2010-07-20",2.2
"894","2010-07-21",2.2
"895","2010-07-22",2.23
"896","2010-07-23",2.25
"897","2010-07-26",2.3
"898","2010-07-27",2.31
"899","2010-07-28",2.33
"900","2010-07-29",2.3
"901","2010-07-30",2.23
"902","2010-08-02",2.27
"903","2010-08-03",2.34
"904","2010-08-04",2.32
"905","2010-08-05",2.34
"906","2010-08-06",2.35
"907","2010-08-09",2.38
"908","2010-08-10",2.4
"909","2010-08-11",2.33
"910","2010-08-12",2.34
"911","2010-08-13",2.32
"912","2010-08-16",2.35
"913","2010-08-17",2.36
"914","2010-08-18",2.35
"915","2010-08-19",2.36
"916","2010-08-20",2.3
"917","2010-08-23",2.35
"918","2010-08-24",2.35
"919","2010-08-25",2.31
"920","2010-08-26",2.25
"921","2010-08-27",2.3
"922","2010-08-30",2.31
"923","2010-08-31",2.28
"924","2010-09-01",2.35
"925","2010-09-02",2.36
"926","2010-09-03",2.33
"927","2010-09-07",2.27
"928","2010-09-08",2.32
"929","2010-09-09",2.44
"930","2010-09-10",2.38
"931","2010-09-13",2.5
"932","2010-09-14",2.5
"933","2010-09-15",2.48
"934","2010-09-16",2.49
"935","2010-09-17",2.55
"936","2010-09-20",2.6
"937","2010-09-21",2.55
"938","2010-09-22",2.49
"939","2010-09-23",2.44
"940","2010-09-24",2.44
"941","2010-09-27",2.38
"942","2010-09-28",2.43
"943","2010-09-29",2.45
"944","2010-09-30",2.51
"945","2010-10-01",2.41
"946","2010-10-04",2.58
"947","2010-10-05",2.63
"948","2010-10-06",2.76
"949","2010-10-07",2.7
"950","2010-10-08",2.76
"951","2010-10-11",2.8
"952","2010-10-12",2.61
"953","2010-10-13",2.72
"954","2010-10-14",2.76
"955","2010-10-15",2.8
"956","2010-10-18",2.9
"957","2010-10-19",2.9
"958","2010-10-20",2.96
"959","2010-10-21",2.95
"960","2010-10-22",2.95
"961","2010-10-25",2.99
"962","2010-10-26",2.88
"963","2010-10-27",2.85
"964","2010-10-28",2.9
"965","2010-10-29",2.89
"966","2010-11-01",2.95
"967","2010-11-02",2.9
"968","2010-11-03",2.89
"969","2010-11-04",2.75
"970","2010-11-05",2.79
"971","2010-11-08",2.72
"972","2010-11-09",2.76
"973","2010-11-10",2.88
"974","2010-11-11",2.86
"975","2010-11-12",2.8
"976","2010-11-15",2.9
"977","2010-11-16",2.85
"978","2010-11-17",2.83
"979","2010-11-18",2.94
"980","2010-11-19",3.02
"981","2010-11-22",2.99
"982","2010-11-23",2.98
"983","2010-11-24",3.02
"984","2010-11-26",2.99
"985","2010-11-29",3.04
"986","2010-11-30",2.98
"987","2010-12-01",2.99
"988","2010-12-02",3
"989","2010-12-03",3.36
"990","2010-12-06",3.36
"991","2010-12-07",3.2
"992","2010-12-08",3.37
"993","2010-12-09",3.53
"994","2010-12-10",3.58
"995","2010-12-13",3.54
"996","2010-12-14",3.51
"997","2010-12-15",3.45
"998","2010-12-16",3.6
"999","2010-12-17",3.68
"1000","2010-12-20",3.69
"1001","2010-12-21",3.75
"1002","2010-12-22",3.74
