"","date","CONE"
"1","2013-01-18",21.200001
"2","2013-01-22",22.120001
"3","2013-01-23",22.6
"4","2013-01-24",22.01
"5","2013-01-25",21.860001
"6","2013-01-28",21.5
"7","2013-01-29",21.4
"8","2013-01-30",21.08
"9","2013-01-31",21.17
"10","2013-02-01",21.690001
"11","2013-02-04",21.82
"12","2013-02-05",22.24
"13","2013-02-06",22.5
"14","2013-02-07",22.190001
"15","2013-02-08",22.6
"16","2013-02-11",22.67
"17","2013-02-12",21.709999
"18","2013-02-13",21.58
"19","2013-02-14",22.110001
"20","2013-02-15",22.389999
"21","2013-02-19",22.290001
"22","2013-02-20",22.01
"23","2013-02-21",21.77
"24","2013-02-22",21.93
"25","2013-02-25",21.83
"26","2013-02-26",21.73
"27","2013-02-27",21.190001
"28","2013-02-28",21.309999
"29","2013-03-01",21.559999
"30","2013-03-04",22.110001
"31","2013-03-05",23.030001
"32","2013-03-06",23
"33","2013-03-07",22.780001
"34","2013-03-08",22.620001
"35","2013-03-11",22.299999
"36","2013-03-12",22.15
"37","2013-03-13",21.940001
"38","2013-03-14",21.85
"39","2013-03-15",21.49
"40","2013-03-18",21.74
"41","2013-03-19",21.84
"42","2013-03-20",22.07
"43","2013-03-21",22.120001
"44","2013-03-22",22.959999
"45","2013-03-25",22.879999
"46","2013-03-26",22.870001
"47","2013-03-27",22.5
"48","2013-03-28",22.84
"49","2013-04-01",23.17
"50","2013-04-02",23.629999
"51","2013-04-03",23.299999
"52","2013-04-04",23.5
"53","2013-04-05",23.66
"54","2013-04-08",23.42
"55","2013-04-09",23.389999
"56","2013-04-10",23.73
"57","2013-04-11",23.709999
"58","2013-04-12",23.93
"59","2013-04-15",23.309999
"60","2013-04-16",23.879999
"61","2013-04-17",23.58
"62","2013-04-18",23.98
"63","2013-04-19",23.93
"64","2013-04-22",23.950001
"65","2013-04-23",24.08
"66","2013-04-24",24.049999
"67","2013-04-25",23.65
"68","2013-04-26",23.85
"69","2013-04-29",24.23
"70","2013-04-30",23.99
"71","2013-05-01",23.690001
"72","2013-05-02",24.1
"73","2013-05-03",24.1
"74","2013-05-06",23.82
"75","2013-05-07",23.709999
"76","2013-05-08",23.65
"77","2013-05-09",22.74
"78","2013-05-10",22.66
"79","2013-05-13",22.65
"80","2013-05-14",22.389999
"81","2013-05-15",22.5
"82","2013-05-16",22.41
"83","2013-05-17",22.23
"84","2013-05-20",22.059999
"85","2013-05-21",21.93
"86","2013-05-22",21.43
"87","2013-05-23",21.860001
"88","2013-05-24",21.9
"89","2013-05-28",22.110001
"90","2013-05-29",21.870001
"91","2013-05-30",21.940001
"92","2013-05-31",21.68
"93","2013-06-03",21.27
"94","2013-06-04",20.780001
"95","2013-06-05",21.200001
"96","2013-06-06",21.360001
"97","2013-06-07",21.290001
"98","2013-06-10",21.73
"99","2013-06-11",21.58
"100","2013-06-12",21.1
"101","2013-06-13",21.66
"102","2013-06-14",21.299999
"103","2013-06-17",21.1
"104","2013-06-18",21.1
"105","2013-06-19",20.860001
"106","2013-06-20",19.440001
"107","2013-06-21",19.4
"108","2013-06-24",19.200001
"109","2013-06-25",19.15
"110","2013-06-26",18.98
"111","2013-06-27",19.709999
"112","2013-06-28",20.74
"113","2013-07-01",20.85
"114","2013-07-02",20.790001
"115","2013-07-03",20.809999
"116","2013-07-05",20.84
"117","2013-07-08",20.889999
"118","2013-07-09",21.200001
"119","2013-07-10",21.610001
"120","2013-07-11",22.049999
"121","2013-07-12",21.93
"122","2013-07-15",21.91
"123","2013-07-16",21.719999
"124","2013-07-17",21.719999
"125","2013-07-18",21.719999
"126","2013-07-19",21.639999
"127","2013-07-22",21.469999
"128","2013-07-23",21.299999
"129","2013-07-24",21.15
"130","2013-07-25",21.01
"131","2013-07-26",20.76
"132","2013-07-29",20.610001
"133","2013-07-30",20.540001
"134","2013-07-31",20.35
"135","2013-08-01",20.629999
"136","2013-08-02",20.32
"137","2013-08-05",20.32
"138","2013-08-06",20.51
"139","2013-08-07",20
"140","2013-08-08",19.51
"141","2013-08-09",19.66
"142","2013-08-12",19.43
"143","2013-08-13",19.27
"144","2013-08-14",18.889999
"145","2013-08-15",18.389999
"146","2013-08-16",18.16
"147","2013-08-19",17.98
"148","2013-08-20",18.48
"149","2013-08-21",18.75
"150","2013-08-22",18.92
"151","2013-08-23",18.940001
"152","2013-08-26",19.120001
"153","2013-08-27",19.09
"154","2013-08-28",19.049999
"155","2013-08-29",19.25
"156","2013-08-30",19.059999
"157","2013-09-03",19.27
"158","2013-09-04",19.26
"159","2013-09-05",19.469999
"160","2013-09-06",19.26
"161","2013-09-09",19.48
"162","2013-09-10",19.1
"163","2013-09-11",19.23
"164","2013-09-12",19.530001
"165","2013-09-13",19.360001
"166","2013-09-16",19.43
"167","2013-09-17",19.450001
"168","2013-09-18",19.65
"169","2013-09-19",19.77
"170","2013-09-20",19.5
"171","2013-09-23",19.48
"172","2013-09-24",19.440001
"173","2013-09-25",19.280001
"174","2013-09-26",19.040001
"175","2013-09-27",18.889999
"176","2013-09-30",19
"177","2013-10-01",18.870001
"178","2013-10-02",18.93
"179","2013-10-03",18.549999
"180","2013-10-04",18.52
"181","2013-10-07",18.379999
"182","2013-10-08",18.059999
"183","2013-10-09",18.139999
"184","2013-10-10",18.48
"185","2013-10-11",18.74
"186","2013-10-14",18.620001
"187","2013-10-15",18.59
"188","2013-10-16",18.559999
"189","2013-10-17",19.780001
"190","2013-10-18",20.15
"191","2013-10-21",20.73
"192","2013-10-22",21.01
"193","2013-10-23",20.98
"194","2013-10-24",20.5
"195","2013-10-25",20.67
"196","2013-10-28",20.67
"197","2013-10-29",20.58
"198","2013-10-30",19.99
"199","2013-10-31",19.49
"200","2013-11-01",19.77
"201","2013-11-04",19.27
"202","2013-11-05",19.02
