"","date","GILT"
"328","2008-04-22",10.64
"329","2008-04-23",10.72
"330","2008-04-24",10.7
"331","2008-04-25",10.7
"332","2008-04-28",10.7
"333","2008-04-29",10.66
"334","2008-04-30",10.69
"335","2008-05-01",10.72
"336","2008-05-02",10.71
"337","2008-05-05",10.58
"338","2008-05-06",10.64
"339","2008-05-07",10.64
"340","2008-05-08",10.65
"341","2008-05-09",10.63
"342","2008-05-12",10.69
"343","2008-05-13",10.77
"344","2008-05-14",10.93
"345","2008-05-15",11
"346","2008-05-16",10.94
"347","2008-05-19",10.85
"348","2008-05-20",10.85
"349","2008-05-21",10.85
"350","2008-05-22",10.8
"351","2008-05-23",10.78
"352","2008-05-27",10.82
"353","2008-05-28",10.93
"354","2008-05-29",10.95
"355","2008-05-30",10.99
"356","2008-06-02",10.9
"357","2008-06-03",10.92
"358","2008-06-04",10.89
"359","2008-06-05",10.89
"360","2008-06-06",10.9
"361","2008-06-09",10.85
"362","2008-06-10",10.84
"363","2008-06-11",10.85
"364","2008-06-12",10.84
"365","2008-06-13",10.83
"366","2008-06-16",10.85
"367","2008-06-17",10.9
"368","2008-06-18",10.86
"369","2008-06-19",10.86
"370","2008-06-20",10.85
"371","2008-06-23",10.84
"372","2008-06-24",10.82
"373","2008-06-25",10.85
"374","2008-06-26",10.86
"375","2008-06-27",10.87
"376","2008-06-30",10.87
"377","2008-07-01",10.89
"378","2008-07-02",10.89
"379","2008-07-03",10.92
"380","2008-07-07",10.86
"381","2008-07-08",10.82
"382","2008-07-09",10.93
"383","2008-07-10",10.85
"384","2008-07-11",10.8
"385","2008-07-14",10.81
"386","2008-07-15",10.81
"387","2008-07-16",10.92
"388","2008-07-17",10.93
"389","2008-07-18",10.9
"390","2008-07-21",10.97
"391","2008-07-22",10.97
"392","2008-07-23",10.91
"393","2008-07-24",10.89
"394","2008-07-25",10.9
"395","2008-07-28",10.87
"396","2008-07-29",10.84
"397","2008-07-30",10.86
"398","2008-07-31",10.86
"399","2008-08-01",10.95
"400","2008-08-04",11.11
"401","2008-08-05",11.14
"402","2008-08-06",11.14
"403","2008-08-07",11.13
"404","2008-08-08",11.15
"405","2008-08-11",11.03
"406","2008-08-12",10.98
"407","2008-08-13",9.12
"408","2008-08-14",9.09
"409","2008-08-15",9.14
"410","2008-08-18",8.85
"411","2008-08-19",8.54
"412","2008-08-20",8.7
"413","2008-08-21",8.9
"414","2008-08-22",8.64
"415","2008-08-25",8.01
"416","2008-08-26",7.96
"417","2008-08-27",7.87
"418","2008-08-28",7.98
"419","2008-08-29",7.55
"420","2008-09-02",8.11
"421","2008-09-03",8.2
"422","2008-09-04",8.05
"423","2008-09-05",7.9
"424","2008-09-08",7.84
"425","2008-09-09",7.6
"426","2008-09-10",7.55
"427","2008-09-11",7.66
"428","2008-09-12",7.73
"429","2008-09-15",6.82
"430","2008-09-16",6.62
"431","2008-09-17",6.21
"432","2008-09-18",6
"433","2008-09-19",6.27
"434","2008-09-22",6.26
"435","2008-09-23",5.92
"436","2008-09-24",5.96
"437","2008-09-25",6.01
"438","2008-09-26",6.08
"439","2008-09-29",5.45
"440","2008-09-30",5.81
"441","2008-10-01",5.79
"442","2008-10-02",5.41
"443","2008-10-03",5.29
"444","2008-10-06",4.69
"445","2008-10-07",4.25
"446","2008-10-08",3.98
"447","2008-10-09",3.9
"448","2008-10-10",3.73
"449","2008-10-13",4.18
"450","2008-10-14",4.05
"451","2008-10-15",3.62
"452","2008-10-16",3.86
"453","2008-10-17",3.92
"454","2008-10-20",4.06
"455","2008-10-21",3.98
"456","2008-10-22",3.59
"457","2008-10-23",3.45
"458","2008-10-24",3.34
"459","2008-10-27",3.23
"460","2008-10-28",3.38
"461","2008-10-29",3.11
"462","2008-10-30",3.07
"463","2008-10-31",3.12
"464","2008-11-03",3.46
"465","2008-11-04",3.76
"466","2008-11-05",3.31
"467","2008-11-06",3.06
"468","2008-11-07",3.03
"469","2008-11-10",2.89
"470","2008-11-11",2.77
"471","2008-11-12",2.51
"472","2008-11-13",2.62
"473","2008-11-14",2.53
"474","2008-11-17",2.72
"475","2008-11-18",2.77
"476","2008-11-19",2.99
"477","2008-11-20",2.42
"478","2008-11-21",2.7
"479","2008-11-24",2.6
"480","2008-11-25",2.52
"481","2008-11-26",2.41
"482","2008-11-28",2.44
"483","2008-12-01",2.22
"484","2008-12-02",2.34
"485","2008-12-03",2.36
"486","2008-12-04",2.4
"487","2008-12-05",2.39
"488","2008-12-08",2.47
"489","2008-12-09",2.54
"490","2008-12-10",2.75
"491","2008-12-11",2.63
"492","2008-12-12",2.67
"493","2008-12-15",2.47
"494","2008-12-16",2.47
"495","2008-12-17",2.39
"496","2008-12-18",2.35
"497","2008-12-19",2.45
"498","2008-12-22",2.31
"499","2008-12-23",2.25
"500","2008-12-24",2.29
"501","2008-12-26",2.35
"502","2008-12-29",2.2
"503","2008-12-30",2.28
"504","2008-12-31",2.61
"505","2009-01-02",2.91
"506","2009-01-05",2.69
"507","2009-01-06",2.75
"508","2009-01-07",2.8
"509","2009-01-08",2.95
"510","2009-01-09",2.89
"511","2009-01-12",2.87
"512","2009-01-13",2.93
"513","2009-01-14",2.93
"514","2009-01-15",2.82
"515","2009-01-16",2.93
"516","2009-01-20",2.78
"517","2009-01-21",2.92
"518","2009-01-22",2.89
"519","2009-01-23",2.89
"520","2009-01-26",2.95
"521","2009-01-27",2.99
"522","2009-01-28",3.17
"523","2009-01-29",3.07
"524","2009-01-30",3.14
"525","2009-02-02",3.37
"526","2009-02-03",3.64
"527","2009-02-04",3.79
"528","2009-02-05",3.76
"529","2009-02-06",3.79
"530","2009-02-09",3.65
"531","2009-02-10",3.61
"532","2009-02-11",3.45
"533","2009-02-12",3.34
"534","2009-02-13",3.43
"535","2009-02-17",3.51
"536","2009-02-18",3.54
"537","2009-02-19",3.49
"538","2009-02-20",3.47
"539","2009-02-23",3.26
"540","2009-02-24",3.23
"541","2009-02-25",3.18
"542","2009-02-26",3.15
"543","2009-02-27",3.12
"544","2009-03-02",2.98
"545","2009-03-03",2.92
"546","2009-03-04",3.08
"547","2009-03-05",2.88
"548","2009-03-06",2.88
"549","2009-03-09",2.86
"550","2009-03-10",2.95
"551","2009-03-11",3.01
"552","2009-03-12",3.06
"553","2009-03-13",3.11
"554","2009-03-16",3.06
"555","2009-03-17",3.14
"556","2009-03-18",3.1
"557","2009-03-19",3.06
"558","2009-03-20",3.08
"559","2009-03-23",3.25
"560","2009-03-24",3.36
"561","2009-03-25",3.49
"562","2009-03-26",3.6
"563","2009-03-27",3.56
"564","2009-03-30",3.35
"565","2009-03-31",3.37
"566","2009-04-01",3.56
"567","2009-04-02",3.51
"568","2009-04-03",3.58
"569","2009-04-06",3.5
"570","2009-04-07",3.46
"571","2009-04-08",3.56
"572","2009-04-09",3.55
"573","2009-04-13",3.57
"574","2009-04-14",3.55
"575","2009-04-15",3.56
"576","2009-04-16",3.61
"577","2009-04-17",3.61
"578","2009-04-20",3.53
"579","2009-04-21",3.6
"580","2009-04-22",3.55
"581","2009-04-23",3.63
"582","2009-04-24",3.69
"583","2009-04-27",3.65
"584","2009-04-28",3.64
"585","2009-04-29",3.7
"586","2009-04-30",3.68
"587","2009-05-01",3.73
"588","2009-05-04",3.68
"589","2009-05-05",3.55
"590","2009-05-06",3.53
"591","2009-05-07",3.64
"592","2009-05-08",3.75
"593","2009-05-11",3.64
"594","2009-05-12",3.55
"595","2009-05-13",3.4
"596","2009-05-14",3.43
"597","2009-05-15",3.32
"598","2009-05-18",3.31
"599","2009-05-19",3.41
"600","2009-05-20",3.42
"601","2009-05-21",3.42
"602","2009-05-22",3.46
"603","2009-05-26",3.2
"604","2009-05-27",3.37
"605","2009-05-28",3.35
"606","2009-05-29",3.45
"607","2009-06-01",3.64
"608","2009-06-02",3.71
"609","2009-06-03",3.7
"610","2009-06-04",3.65
"611","2009-06-05",3.66
"612","2009-06-08",3.53
"613","2009-06-09",3.9
"614","2009-06-10",3.8
"615","2009-06-11",3.74
"616","2009-06-12",3.77
"617","2009-06-15",3.75
"618","2009-06-16",3.84
"619","2009-06-17",3.86
"620","2009-06-18",3.87
"621","2009-06-19",3.9
"622","2009-06-22",4.08
"623","2009-06-23",4.03
"624","2009-06-24",4.16
"625","2009-06-25",4.13
"626","2009-06-26",4.11
"627","2009-06-29",4.53
"628","2009-06-30",4.44
"629","2009-07-01",4.84
"630","2009-07-02",4.85
"631","2009-07-06",4.76
"632","2009-07-07",4.54
"633","2009-07-08",4.38
"634","2009-07-09",4.22
"635","2009-07-10",4.25
"636","2009-07-13",4.3
"637","2009-07-14",4.3
"638","2009-07-15",4.5
"639","2009-07-16",4.48
"640","2009-07-17",4.55
"641","2009-07-20",4.65
"642","2009-07-21",4.68
"643","2009-07-22",4.55
"644","2009-07-23",4.49
"645","2009-07-24",4.55
"646","2009-07-27",4.89
"647","2009-07-28",4.89
"648","2009-07-29",4.83
"649","2009-07-30",4.86
"650","2009-07-31",4.88
"651","2009-08-03",4.98
"652","2009-08-04",4.87
"653","2009-08-05",4.8
"654","2009-08-06",4.72
"655","2009-08-07",4.82
"656","2009-08-10",4.67
"657","2009-08-11",4.43
"658","2009-08-12",4.3
"659","2009-08-13",4.25
"660","2009-08-14",4.25
"661","2009-08-17",4.09
"662","2009-08-18",4.2
"663","2009-08-19",4.19
"664","2009-08-20",4.2
"665","2009-08-21",4.23
"666","2009-08-24",4.06
"667","2009-08-25",4.1
"668","2009-08-26",4.11
"669","2009-08-27",4.21
"670","2009-08-28",4.18
"671","2009-08-31",4.25
"672","2009-09-01",4.21
"673","2009-09-02",4.33
"674","2009-09-03",4.54
"675","2009-09-04",4.64
"676","2009-09-08",4.64
"677","2009-09-09",4.67
"678","2009-09-10",4.56
"679","2009-09-11",4.61
"680","2009-09-14",4.4
"681","2009-09-15",4.44
"682","2009-09-16",4.5
"683","2009-09-17",4.41
"684","2009-09-18",4.4
"685","2009-09-21",4.4
"686","2009-09-22",4.36
"687","2009-09-23",4.29
"688","2009-09-24",4.18
"689","2009-09-25",4.05
"690","2009-09-28",4.14
"691","2009-09-29",4.23
"692","2009-09-30",4.21
"693","2009-10-01",4.25
"694","2009-10-02",4.25
"695","2009-10-05",4.15
"696","2009-10-06",4.19
"697","2009-10-07",4.3
"698","2009-10-08",4.34
"699","2009-10-09",4.37
"700","2009-10-12",4.35
"701","2009-10-13",4.45
"702","2009-10-14",4.54
"703","2009-10-15",4.56
"704","2009-10-16",4.5
"705","2009-10-19",4.55
"706","2009-10-20",4.76
"707","2009-10-21",4.64
"708","2009-10-22",4.77
"709","2009-10-23",4.75
"710","2009-10-26",4.8
"711","2009-10-27",4.67
"712","2009-10-28",4.52
"713","2009-10-29",4.59
"714","2009-10-30",4.48
"715","2009-11-02",4.43
"716","2009-11-03",4.52
"717","2009-11-04",4.46
"718","2009-11-05",4.5
"719","2009-11-06",4.48
"720","2009-11-09",4.6
"721","2009-11-10",4.78
"722","2009-11-11",4.76
"723","2009-11-12",4.61
"724","2009-11-13",4.67
"725","2009-11-16",4.71
"726","2009-11-17",4.6
"727","2009-11-18",4.56
"728","2009-11-19",4.58
"729","2009-11-20",4.52
"730","2009-11-23",4.44
"731","2009-11-24",4.43
"732","2009-11-25",4.47
"733","2009-11-27",4.35
"734","2009-11-30",4.38
"735","2009-12-01",4.52
"736","2009-12-02",4.5
"737","2009-12-03",4.5
"738","2009-12-04",4.54
"739","2009-12-07",4.55
"740","2009-12-08",4.5
"741","2009-12-09",4.64
"742","2009-12-10",4.71
"743","2009-12-11",4.7
"744","2009-12-14",4.63
"745","2009-12-15",4.57
"746","2009-12-16",4.47
"747","2009-12-17",4.44
"748","2009-12-18",4.44
"749","2009-12-21",4.44
"750","2009-12-22",4.54
"751","2009-12-23",4.5
"752","2009-12-24",4.54
"753","2009-12-28",4.5
"754","2009-12-29",4.5
"755","2009-12-30",4.52
"756","2009-12-31",4.61
"757","2010-01-04",4.94
"758","2010-01-05",5.11
"759","2010-01-06",5.18
"760","2010-01-07",5.52
"761","2010-01-08",5.6
"762","2010-01-11",5.69
"763","2010-01-12",5.67
"764","2010-01-13",5.75
"765","2010-01-14",5.64
"766","2010-01-15",5.53
"767","2010-01-19",5.69
"768","2010-01-20",5.64
"769","2010-01-21",5.6
"770","2010-01-22",5.53
"771","2010-01-25",5.56
"772","2010-01-26",5.5
"773","2010-01-27",5.55
"774","2010-01-28",5.45
"775","2010-01-29",5.41
"776","2010-02-01",5.35
"777","2010-02-02",5.42
"778","2010-02-03",5.37
"779","2010-02-04",5.33
"780","2010-02-05",5.22
"781","2010-02-08",5.35
"782","2010-02-09",5.3
"783","2010-02-10",5.33
"784","2010-02-11",5.34
"785","2010-02-12",5.38
"786","2010-02-16",5.23
"787","2010-02-17",5.23
"788","2010-02-18",5.16
"789","2010-02-19",5.15
"790","2010-02-22",5.2
"791","2010-02-23",5.21
"792","2010-02-24",5.33
"793","2010-02-25",5.25
"794","2010-02-26",5.24
"795","2010-03-01",5.4
"796","2010-03-02",5.62
"797","2010-03-03",5.7
"798","2010-03-04",5.73
"799","2010-03-05",5.97
"800","2010-03-08",5.85
"801","2010-03-09",5.73
"802","2010-03-10",5.8
"803","2010-03-11",5.77
"804","2010-03-12",5.78
"805","2010-03-15",5.73
"806","2010-03-16",5.85
"807","2010-03-17",5.83
"808","2010-03-18",5.84
"809","2010-03-19",5.82
"810","2010-03-22",5.81
"811","2010-03-23",5.87
"812","2010-03-24",5.83
"813","2010-03-25",5.84
"814","2010-03-26",5.78
"815","2010-03-29",5.74
"816","2010-03-30",5.79
"817","2010-03-31",5.68
"818","2010-04-01",5.64
"819","2010-04-05",5.67
"820","2010-04-06",5.63
"821","2010-04-07",5.46
"822","2010-04-08",5.41
"823","2010-04-09",5.43
"824","2010-04-12",5.52
"825","2010-04-13",5.71
"826","2010-04-14",6.15
"827","2010-04-15",5.95
"828","2010-04-16",5.85
"829","2010-04-19",5.88
"830","2010-04-20",6
"831","2010-04-21",5.96
"832","2010-04-22",6
"833","2010-04-23",6.12
"834","2010-04-26",6.23
"835","2010-04-27",6.02
"836","2010-04-28",6.09
"837","2010-04-29",6.02
"838","2010-04-30",6.08
"839","2010-05-03",6.25
"840","2010-05-04",6.13
"841","2010-05-05",5.9
"842","2010-05-06",5.59
"843","2010-05-07",5.5
"844","2010-05-10",5.88
"845","2010-05-11",5.5
"846","2010-05-12",5.76
"847","2010-05-13",5.51
"848","2010-05-14",5.41
"849","2010-05-17",5.46
"850","2010-05-18",5.32
"851","2010-05-19",5.44
"852","2010-05-20",5.16
"853","2010-05-21",5.08
"854","2010-05-24",4.86
"855","2010-05-25",4.82
"856","2010-05-26",4.55
"857","2010-05-27",4.79
"858","2010-05-28",4.82
"859","2010-06-01",4.51
"860","2010-06-02",4.44
"861","2010-06-03",4.44
"862","2010-06-04",4.27
"863","2010-06-07",4.02
"864","2010-06-08",4.04
"865","2010-06-09",3.96
"866","2010-06-10",4.18
"867","2010-06-11",4.35
"868","2010-06-14",4.53
"869","2010-06-15",4.6
"870","2010-06-16",4.49
"871","2010-06-17",4.54
"872","2010-06-18",4.6
"873","2010-06-21",4.61
"874","2010-06-22",4.57
"875","2010-06-23",4.41
"876","2010-06-24",4.41
"877","2010-06-25",4.55
"878","2010-06-28",4.56
"879","2010-06-29",4.56
"880","2010-06-30",4.6
"881","2010-07-01",4.83
"882","2010-07-02",4.92
"883","2010-07-06",5.03
"884","2010-07-07",5.08
"885","2010-07-08",5.07
"886","2010-07-09",5.08
"887","2010-07-12",5.2
"888","2010-07-13",5.48
"889","2010-07-14",5.32
"890","2010-07-15",5.2
"891","2010-07-16",5.13
"892","2010-07-19",5
"893","2010-07-20",5.04
"894","2010-07-21",4.96
"895","2010-07-22",4.96
"896","2010-07-23",5
"897","2010-07-26",5.1
"898","2010-07-27",5.27
"899","2010-07-28",5.24
"900","2010-07-29",5.31
"901","2010-07-30",5.28
"902","2010-08-02",5.85
"903","2010-08-03",5.9
"904","2010-08-04",5.77
"905","2010-08-05",5.78
"906","2010-08-06",5.7
"907","2010-08-09",5.65
"908","2010-08-10",5.25
"909","2010-08-11",5.03
"910","2010-08-12",4.95
"911","2010-08-13",5.04
"912","2010-08-16",4.94
"913","2010-08-17",5.15
"914","2010-08-18",5.17
"915","2010-08-19",4.99
"916","2010-08-20",4.94
"917","2010-08-23",4.9
"918","2010-08-24",4.9
"919","2010-08-25",4.81
"920","2010-08-26",4.79
"921","2010-08-27",4.88
"922","2010-08-30",4.86
"923","2010-08-31",4.67
"924","2010-09-01",4.9
"925","2010-09-02",5
"926","2010-09-03",5.1
"927","2010-09-07",5.37
"928","2010-09-08",5.37
"929","2010-09-09",5.4
"930","2010-09-10",5.38
"931","2010-09-13",5.56
"932","2010-09-14",5.77
"933","2010-09-15",5.92
"934","2010-09-16",6
"935","2010-09-17",6.01
"936","2010-09-20",5.97
"937","2010-09-21",5.92
"938","2010-09-22",5.88
"939","2010-09-23",5.88
"940","2010-09-24",5.95
"941","2010-09-27",5.82
"942","2010-09-28",5.66
"943","2010-09-29",5.72
"944","2010-09-30",5.75
"945","2010-10-01",5.72
"946","2010-10-04",5.81
"947","2010-10-05",5.9
"948","2010-10-06",5.79
"949","2010-10-07",5.67
"950","2010-10-08",5.72
"951","2010-10-11",5.74
"952","2010-10-12",5.8
"953","2010-10-13",5.88
"954","2010-10-14",5.71
"955","2010-10-15",5.7
"956","2010-10-18",5.56
"957","2010-10-19",5.52
"958","2010-10-20",5.56
"959","2010-10-21",5.58
"960","2010-10-22",5.49
"961","2010-10-25",5.44
"962","2010-10-26",5.38
"963","2010-10-27",5.38
"964","2010-10-28",5.26
"965","2010-10-29",5.3
"966","2010-11-01",5.32
"967","2010-11-02",5.31
"968","2010-11-03",5.33
"969","2010-11-04",5.29
"970","2010-11-05",5.3
"971","2010-11-08",5.26
"972","2010-11-09",5.19
"973","2010-11-10",5.14
"974","2010-11-11",5.15
"975","2010-11-12",5.07
"976","2010-11-15",4.98
"977","2010-11-16",4.96
"978","2010-11-17",5.01
"979","2010-11-18",4.94
"980","2010-11-19",4.83
"981","2010-11-22",4.98
"982","2010-11-23",4.95
"983","2010-11-24",4.91
"984","2010-11-26",4.92
"985","2010-11-29",4.86
"986","2010-11-30",4.83
"987","2010-12-01",4.9
"988","2010-12-02",4.97
"989","2010-12-03",4.98
"990","2010-12-06",5
"991","2010-12-07",4.96
"992","2010-12-08",4.96
"993","2010-12-09",4.98
"994","2010-12-10",5.09
"995","2010-12-13",5.14
"996","2010-12-14",5.1
"997","2010-12-15",5.12
"998","2010-12-16",5.22
"999","2010-12-17",5.23
"1000","2010-12-20",5.23
