"","date","INFI"
"392","2008-07-23",7.93
"393","2008-07-24",8
"394","2008-07-25",7.9
"395","2008-07-28",7.82
"396","2008-07-29",8.11
"397","2008-07-30",8.05
"398","2008-07-31",7.54
"399","2008-08-01",7.59
"400","2008-08-04",7.59
"401","2008-08-05",7.13
"402","2008-08-06",6.86
"403","2008-08-07",7.25
"404","2008-08-08",7.48
"405","2008-08-11",7.35
"406","2008-08-12",7.57
"407","2008-08-13",7.5
"408","2008-08-14",7.5
"409","2008-08-15",7.59
"410","2008-08-18",7.53
"411","2008-08-19",7.55
"412","2008-08-20",7.4
"413","2008-08-21",7.57
"414","2008-08-22",7.52
"415","2008-08-25",7.6
"416","2008-08-26",7.59
"417","2008-08-27",7.75
"418","2008-08-28",7.66
"419","2008-08-29",7.37
"420","2008-09-02",7.62
"421","2008-09-03",7.76
"422","2008-09-04",7.67
"423","2008-09-05",7.65
"424","2008-09-08",7.65
"425","2008-09-09",7.68
"426","2008-09-10",7.84
"427","2008-09-11",7.79
"428","2008-09-12",7.66
"429","2008-09-15",7.72
"430","2008-09-16",7.63
"431","2008-09-17",7.68
"432","2008-09-18",7.76
"433","2008-09-19",7.83
"434","2008-09-22",7.76
"435","2008-09-23",7.56
"436","2008-09-24",7.2
"437","2008-09-25",7.34
"438","2008-09-26",7.74
"439","2008-09-29",7.13
"440","2008-09-30",7.75
"441","2008-10-01",7.72
"442","2008-10-02",7.5
"443","2008-10-03",7.59
"444","2008-10-06",7.53
"445","2008-10-07",7.35
"446","2008-10-08",6.97
"447","2008-10-09",6.85
"448","2008-10-10",6.51
"449","2008-10-13",6.62
"450","2008-10-14",6.47
"451","2008-10-15",5.27
"452","2008-10-16",5.06
"453","2008-10-17",5.52
"454","2008-10-20",5.78
"455","2008-10-21",5.83
"456","2008-10-22",5.46
"457","2008-10-23",5.48
"458","2008-10-24",4.96
"459","2008-10-27",4.32
"460","2008-10-28",4.15
"461","2008-10-29",4.15
"462","2008-10-30",4.29
"463","2008-10-31",4.73
"464","2008-11-03",5.09
"465","2008-11-04",6.14
"466","2008-11-05",6.14
"467","2008-11-06",5.55
"468","2008-11-07",5.99
"469","2008-11-10",5.97
"470","2008-11-11",5.84
"471","2008-11-12",5.44
"472","2008-11-13",5.72
"473","2008-11-14",5.59
"474","2008-11-17",5.55
"475","2008-11-18",5.86
"476","2008-11-19",5.29
"477","2008-11-20",5.65
"478","2008-11-21",5.65
"479","2008-11-24",6.25
"480","2008-11-25",6.1
"481","2008-11-26",6.51
"482","2008-11-28",6.53
"483","2008-12-01",6.5
"484","2008-12-02",7.72
"485","2008-12-03",7.59
"486","2008-12-04",7.18
"487","2008-12-05",7
"488","2008-12-08",7.08
"489","2008-12-09",7.23
"490","2008-12-10",7.19
"491","2008-12-11",7.12
"492","2008-12-12",7.26
"493","2008-12-15",7.63
"494","2008-12-16",7.5
"495","2008-12-17",8
"496","2008-12-18",7.95
"497","2008-12-19",8.05
"498","2008-12-22",7.89
"499","2008-12-23",8
"500","2008-12-24",7.89
"501","2008-12-26",7.89
"502","2008-12-29",7.89
"503","2008-12-30",7.6
"504","2008-12-31",7.99
"505","2009-01-02",7.97
"506","2009-01-05",7.27
"507","2009-01-06",7.27
"508","2009-01-07",7.35
"509","2009-01-08",7.29
"510","2009-01-09",7.1
"511","2009-01-12",7.16
"512","2009-01-13",7.24
"513","2009-01-14",7.31
"514","2009-01-15",7.35
"515","2009-01-16",7.35
"516","2009-01-20",7.43
"517","2009-01-21",7.72
"518","2009-01-22",7.75
"519","2009-01-23",7.99
"520","2009-01-26",8
"521","2009-01-27",8.38
"522","2009-01-28",8.25
"523","2009-01-29",8.17
"524","2009-01-30",8.12
"525","2009-02-02",7.98
"526","2009-02-03",7.99
"527","2009-02-04",8.06
"528","2009-02-05",8.23
"529","2009-02-06",8.19
"530","2009-02-09",7.88
"531","2009-02-10",7.76
"532","2009-02-11",8.04
"533","2009-02-12",7.82
"534","2009-02-13",8.08
"535","2009-02-17",7.99
"536","2009-02-18",7.9
"537","2009-02-19",7.9
"538","2009-02-20",7.94
"539","2009-02-23",7.89
"540","2009-02-24",7.98
"541","2009-02-25",7.88
"542","2009-02-26",8.2
"543","2009-02-27",8.28
"544","2009-03-02",7.99
"545","2009-03-03",8.34
"546","2009-03-04",8.2
"547","2009-03-05",8
"548","2009-03-06",8
"549","2009-03-09",7.91
"550","2009-03-10",7.88
"551","2009-03-11",7.86
"552","2009-03-12",7.82
"553","2009-03-13",8
"554","2009-03-16",8.19
"555","2009-03-17",8.43
"556","2009-03-18",8.61
"557","2009-03-19",8.29
"558","2009-03-20",7.93
"559","2009-03-23",8
"560","2009-03-24",8.01
"561","2009-03-25",8
"562","2009-03-26",8.22
"563","2009-03-27",8.24
"564","2009-03-30",8.08
"565","2009-03-31",8.22
"566","2009-04-01",8.23
"567","2009-04-02",8.02
"568","2009-04-03",8.07
"569","2009-04-06",8.1
"570","2009-04-07",8.1
"571","2009-04-08",8.07
"572","2009-04-09",8.24
"573","2009-04-13",8.35
"574","2009-04-14",8.63
"575","2009-04-15",6.12
"576","2009-04-16",5.82
"577","2009-04-17",5.83
"578","2009-04-20",5.78
"579","2009-04-21",6
"580","2009-04-22",5.89
"581","2009-04-23",5.78
"582","2009-04-24",5.97
"583","2009-04-27",5.94
"584","2009-04-28",6.1
"585","2009-04-29",6.31
"586","2009-04-30",6.16
"587","2009-05-01",6.21
"588","2009-05-04",6.24
"589","2009-05-05",6.34
"590","2009-05-06",6.12
"591","2009-05-07",6.08
"592","2009-05-08",6
"593","2009-05-11",6.05
"594","2009-05-12",5.89
"595","2009-05-13",5.97
"596","2009-05-14",6.11
"597","2009-05-15",6.23
"598","2009-05-18",6.02
"599","2009-05-19",6.39
"600","2009-05-20",6.49
"601","2009-05-21",6.44
"602","2009-05-22",6.45
"603","2009-05-26",6.42
"604","2009-05-27",6
"605","2009-05-28",6
"606","2009-05-29",6
"607","2009-06-01",6
"608","2009-06-02",6
"609","2009-06-03",5.99
"610","2009-06-04",5.97
"611","2009-06-05",5.91
"612","2009-06-08",6
"613","2009-06-09",5.97
"614","2009-06-10",6
"615","2009-06-11",6
"616","2009-06-12",5.96
"617","2009-06-15",5.85
"618","2009-06-16",5.61
"619","2009-06-17",5.63
"620","2009-06-18",5.36
"621","2009-06-19",5.24
"622","2009-06-22",5.1
"623","2009-06-23",5.12
"624","2009-06-24",5.21
"625","2009-06-25",5.43
"626","2009-06-26",6.05
"627","2009-06-29",5.6
"628","2009-06-30",5.84
"629","2009-07-01",5.7
"630","2009-07-02",5.42
"631","2009-07-06",5.78
"632","2009-07-07",6.08
"633","2009-07-08",5.96
"634","2009-07-09",5.93
"635","2009-07-10",5.68
"636","2009-07-13",5.93
"637","2009-07-14",5.96
"638","2009-07-15",5.93
"639","2009-07-16",7
"640","2009-07-17",7.09
"641","2009-07-20",7.49
"642","2009-07-21",7.29
"643","2009-07-22",7.48
"644","2009-07-23",8
"645","2009-07-24",8.3
"646","2009-07-27",8.1
"647","2009-07-28",8.51
"648","2009-07-29",8.8
"649","2009-07-30",8.75
"650","2009-07-31",8.08
"651","2009-08-03",7.75
"652","2009-08-04",7.93
"653","2009-08-05",7.26
"654","2009-08-06",7.09
"655","2009-08-07",6.97
"656","2009-08-10",6.98
"657","2009-08-11",6.75
"658","2009-08-12",7.01
"659","2009-08-13",6.87
"660","2009-08-14",6.57
"661","2009-08-17",6.46
"662","2009-08-18",6.44
"663","2009-08-19",6.49
"664","2009-08-20",6.62
"665","2009-08-21",6.97
"666","2009-08-24",7.48
"667","2009-08-25",7.38
"668","2009-08-26",7.73
"669","2009-08-27",7.82
"670","2009-08-28",7.22
"671","2009-08-31",7
"672","2009-09-01",6.93
"673","2009-09-02",7.17
"674","2009-09-03",7.08
"675","2009-09-04",7.26
"676","2009-09-08",6.72
"677","2009-09-09",7.07
"678","2009-09-10",7.04
"679","2009-09-11",6.91
"680","2009-09-14",6.94
"681","2009-09-15",6.82
"682","2009-09-16",6.92
"683","2009-09-17",6.89
"684","2009-09-18",6.86
"685","2009-09-21",6.63
"686","2009-09-22",6.45
"687","2009-09-23",6.42
"688","2009-09-24",6.36
"689","2009-09-25",6.43
"690","2009-09-28",6.41
"691","2009-09-29",6.4
"692","2009-09-30",6.23
"693","2009-10-01",5.84
"694","2009-10-02",5.81
"695","2009-10-05",6.29
"696","2009-10-06",6.24
"697","2009-10-07",6.2
"698","2009-10-08",5.89
"699","2009-10-09",6.27
"700","2009-10-12",5.85
"701","2009-10-13",6.11
"702","2009-10-14",6.37
"703","2009-10-15",6.02
"704","2009-10-16",5.9
"705","2009-10-19",5.95
"706","2009-10-20",5.88
"707","2009-10-21",5.9
"708","2009-10-22",6.08
"709","2009-10-23",5.99
"710","2009-10-26",5.93
"711","2009-10-27",6
"712","2009-10-28",5.96
"713","2009-10-29",6
"714","2009-10-30",5.58
"715","2009-11-02",5.63
"716","2009-11-03",5.52
"717","2009-11-04",5.5
"718","2009-11-05",5.74
"719","2009-11-06",5.54
"720","2009-11-09",5.73
"721","2009-11-10",5.5
"722","2009-11-11",5.59
"723","2009-11-12",5.54
"724","2009-11-13",5.61
"725","2009-11-16",6.41
"726","2009-11-17",6.57
"727","2009-11-18",6.41
"728","2009-11-19",6.25
"729","2009-11-20",5.95
"730","2009-11-23",6.19
"731","2009-11-24",6.13
"732","2009-11-25",5.72
"733","2009-11-27",5.62
"734","2009-11-30",6.05
"735","2009-12-01",5.9
"736","2009-12-02",5.98
"737","2009-12-03",5.71
"738","2009-12-04",6.08
"739","2009-12-07",6.15
"740","2009-12-08",5.7
"741","2009-12-09",5.85
"742","2009-12-10",5.64
"743","2009-12-11",6.06
"744","2009-12-14",6.16
"745","2009-12-15",5.6
"746","2009-12-16",5.66
"747","2009-12-17",5.56
"748","2009-12-18",6.29
"749","2009-12-21",5.75
"750","2009-12-22",5.99
"751","2009-12-23",6.23
"752","2009-12-24",5.87
"753","2009-12-28",5.77
"754","2009-12-29",6.32
"755","2009-12-30",6.28
"756","2009-12-31",6.18
"757","2010-01-04",6.56
"758","2010-01-05",6.25
"759","2010-01-06",5.98
"760","2010-01-07",5.96
"761","2010-01-08",6.55
"762","2010-01-11",6.54
"763","2010-01-12",6.31
"764","2010-01-13",6.39
"765","2010-01-14",6.35
"766","2010-01-15",6.11
"767","2010-01-19",6.52
"768","2010-01-20",6.09
"769","2010-01-21",6.1
"770","2010-01-22",6.26
"771","2010-01-25",6.11
"772","2010-01-26",6.1
"773","2010-01-27",6.37
"774","2010-01-28",6.1
"775","2010-01-29",6.11
"776","2010-02-01",6.12
"777","2010-02-02",6.1
"778","2010-02-03",6.1
"779","2010-02-04",6.06
"780","2010-02-05",6.21
"781","2010-02-08",6.18
"782","2010-02-09",6.11
"783","2010-02-10",6.05
"784","2010-02-11",6.41
"785","2010-02-12",6.41
"786","2010-02-16",6.37
"787","2010-02-17",6.4
"788","2010-02-18",6.49
"789","2010-02-19",6.32
"790","2010-02-22",6.12
"791","2010-02-23",6.31
"792","2010-02-24",6.16
"793","2010-02-25",6.14
"794","2010-02-26",6.11
"795","2010-03-01",6.19
"796","2010-03-02",6.27
"797","2010-03-03",6.24
"798","2010-03-04",6.04
"799","2010-03-05",6.28
"800","2010-03-08",6.36
"801","2010-03-09",6.39
"802","2010-03-10",6.41
"803","2010-03-11",6.36
"804","2010-03-12",6.2
"805","2010-03-15",6.21
"806","2010-03-16",6.27
"807","2010-03-17",6.22
"808","2010-03-18",6.2
"809","2010-03-19",6.22
"810","2010-03-22",6.29
"811","2010-03-23",6.29
"812","2010-03-24",6.21
"813","2010-03-25",6.2
"814","2010-03-26",6.22
"815","2010-03-29",6.17
"816","2010-03-30",6.11
"817","2010-03-31",6.1
"818","2010-04-01",6.17
"819","2010-04-05",6.15
"820","2010-04-06",6
"821","2010-04-07",5.95
"822","2010-04-08",6.12
"823","2010-04-09",6.09
"824","2010-04-12",6.15
"825","2010-04-13",6.26
"826","2010-04-14",6.69
"827","2010-04-15",6.58
"828","2010-04-16",6.41
"829","2010-04-19",6.59
"830","2010-04-20",6.6
"831","2010-04-21",6.51
"832","2010-04-22",6.61
"833","2010-04-23",6.62
"834","2010-04-26",6.63
"835","2010-04-27",6.3
"836","2010-04-28",6.42
"837","2010-04-29",6.76
"838","2010-04-30",6.9
"839","2010-05-03",7.07
"840","2010-05-04",7.07
"841","2010-05-05",7
"842","2010-05-06",6.54
"843","2010-05-07",6.42
"844","2010-05-10",6.7
"845","2010-05-11",7.34
"846","2010-05-12",7.94
"847","2010-05-13",7.78
"848","2010-05-14",7.41
"849","2010-05-17",7.41
"850","2010-05-18",7.27
"851","2010-05-19",6.86
"852","2010-05-20",6.4
"853","2010-05-21",6.54
"854","2010-05-24",6.6
"855","2010-05-25",6.74
"856","2010-05-26",6.91
"857","2010-05-27",7.17
"858","2010-05-28",7.03
"859","2010-06-01",6.65
"860","2010-06-02",7.5
"861","2010-06-03",7.23
"862","2010-06-04",6.51
"863","2010-06-07",6.22
"864","2010-06-08",6.33
"865","2010-06-09",6.24
"866","2010-06-10",6.33
"867","2010-06-11",6.58
"868","2010-06-14",6.24
"869","2010-06-15",6.39
"870","2010-06-16",6.34
"871","2010-06-17",6.34
"872","2010-06-18",6.19
"873","2010-06-21",6.3
"874","2010-06-22",6.22
"875","2010-06-23",6.16
"876","2010-06-24",6.1
"877","2010-06-25",6.04
"878","2010-06-28",5.97
"879","2010-06-29",5.88
"880","2010-06-30",5.91
"881","2010-07-01",5.92
"882","2010-07-02",5.83
"883","2010-07-06",5.75
"884","2010-07-07",5.91
"885","2010-07-08",5.93
"886","2010-07-09",5.94
"887","2010-07-12",5.5
"888","2010-07-13",5.86
"889","2010-07-14",5.79
"890","2010-07-15",5.6
"891","2010-07-16",5.26
"892","2010-07-19",5.56
"893","2010-07-20",5.97
"894","2010-07-21",5.52
"895","2010-07-22",5.72
"896","2010-07-23",5.86
"897","2010-07-26",6.3
"898","2010-07-27",6.14
"899","2010-07-28",5.99
"900","2010-07-29",6
"901","2010-07-30",5.86
"902","2010-08-02",5.99
"903","2010-08-03",5.89
"904","2010-08-04",6.15
"905","2010-08-05",5.9
"906","2010-08-06",5.84
"907","2010-08-09",6.12
"908","2010-08-10",5.75
"909","2010-08-11",5.44
"910","2010-08-12",5.31
"911","2010-08-13",5.19
"912","2010-08-16",5.34
"913","2010-08-17",5.34
"914","2010-08-18",5.28
"915","2010-08-19",5
"916","2010-08-20",4.96
"917","2010-08-23",4.62
"918","2010-08-24",4.99
"919","2010-08-25",4.98
"920","2010-08-26",4.85
"921","2010-08-27",5.07
"922","2010-08-30",4.76
"923","2010-08-31",4.72
"924","2010-09-01",4.97
"925","2010-09-02",5.01
"926","2010-09-03",5.07
"927","2010-09-07",4.7
"928","2010-09-08",4.64
"929","2010-09-09",4.95
"930","2010-09-10",5.14
"931","2010-09-13",5.95
"932","2010-09-14",5.73
"933","2010-09-15",5.87
"934","2010-09-16",5.61
"935","2010-09-17",5.54
"936","2010-09-20",5.79
"937","2010-09-21",5.78
"938","2010-09-22",5.56
"939","2010-09-23",5.34
"940","2010-09-24",5.51
"941","2010-09-27",5.34
"942","2010-09-28",5.63
"943","2010-09-29",5.74
"944","2010-09-30",5.51
"945","2010-10-01",5.31
"946","2010-10-04",5.12
"947","2010-10-05",5.69
"948","2010-10-06",5.68
"949","2010-10-07",5.59
"950","2010-10-08",5.68
"951","2010-10-11",5.65
"952","2010-10-12",5.68
"953","2010-10-13",5.97
"954","2010-10-14",5.98
"955","2010-10-15",5.73
"956","2010-10-18",5.97
"957","2010-10-19",5.89
"958","2010-10-20",5.98
"959","2010-10-21",5.93
"960","2010-10-22",5.98
"961","2010-10-25",6.03
"962","2010-10-26",6.03
"963","2010-10-27",5.6
"964","2010-10-28",5.58
"965","2010-10-29",5.68
"966","2010-11-01",5.62
"967","2010-11-02",5.93
"968","2010-11-03",6.09
"969","2010-11-04",6.5
"970","2010-11-05",6.75
"971","2010-11-08",6.73
"972","2010-11-09",6.63
"973","2010-11-10",6.6
"974","2010-11-11",6.7
"975","2010-11-12",6.48
"976","2010-11-15",6.57
"977","2010-11-16",6.52
"978","2010-11-17",5.99
"979","2010-11-18",6.56
"980","2010-11-19",6.37
"981","2010-11-22",6.41
"982","2010-11-23",6.38
"983","2010-11-24",6.86
"984","2010-11-26",6.82
"985","2010-11-29",6.84
"986","2010-11-30",6.29
"987","2010-12-01",6.47
"988","2010-12-02",6.37
"989","2010-12-03",6.27
"990","2010-12-06",6.25
"991","2010-12-07",6
"992","2010-12-08",5.84
"993","2010-12-09",5.79
"994","2010-12-10",5.88
"995","2010-12-13",5.85
"996","2010-12-14",5.95
"997","2010-12-15",6.04
"998","2010-12-16",6.09
"999","2010-12-17",6.23
"1000","2010-12-20",6.27
"1001","2010-12-21",6.41
"1002","2010-12-22",6.3
"1003","2010-12-23",6.42
"1004","2010-12-27",6.51
"1005","2010-12-28",6.48
