"","date","CATB"
"1","2015-06-25",130
"2","2015-06-26",134.699997
"3","2015-06-29",117.050003
"4","2015-06-30",122.099998
"5","2015-07-01",132
"6","2015-07-02",124
"7","2015-07-06",136.399994
"8","2015-07-07",134.199997
"9","2015-07-08",130
"10","2015-07-09",125.5
"11","2015-07-10",143.800003
"12","2015-07-13",129.5
"13","2015-07-14",139.699997
"14","2015-07-15",133.699997
"15","2015-07-16",133
"16","2015-07-17",140.5
"17","2015-07-20",137.600006
"18","2015-07-21",140
"19","2015-07-22",141.399994
"20","2015-07-23",145
"21","2015-07-24",139
"22","2015-07-27",120
"23","2015-07-28",130.899994
"24","2015-07-29",135
"25","2015-07-30",139.600006
"26","2015-07-31",130
"27","2015-08-03",124.099998
"28","2015-08-04",130.5
"29","2015-08-05",132.649994
"30","2015-08-06",128.699997
"31","2015-08-07",126.599998
"32","2015-08-10",128.350006
"33","2015-08-11",122.300003
"34","2015-08-12",114.199997
"35","2015-08-13",119.900002
"36","2015-08-14",119.900002
"37","2015-08-17",120.699997
"38","2015-08-18",118.900002
"39","2015-08-19",119.400002
"40","2015-08-20",118.699997
"41","2015-08-21",112.599998
"42","2015-08-24",111.699997
"43","2015-08-25",110.5
"44","2015-08-26",111.300003
"45","2015-08-27",119.300003
"46","2015-08-28",122.879997
"47","2015-08-31",113.900002
"48","2015-09-01",106.800003
"49","2015-09-02",119.800003
"50","2015-09-03",115
"51","2015-09-04",111.900002
"52","2015-09-08",108.099998
"53","2015-09-09",119
"54","2015-09-10",110.400002
"55","2015-09-11",106.199997
"56","2015-09-14",108.5
"57","2015-09-15",110.900002
"58","2015-09-16",108.699997
"59","2015-09-17",111.099998
"60","2015-09-18",94.400002
"61","2015-09-21",97.800003
"62","2015-09-22",97.099998
"63","2015-09-23",95.900002
"64","2015-09-24",94.900002
"65","2015-09-25",79
"66","2015-09-28",76
"67","2015-09-29",77.099998
"68","2015-09-30",80.900002
"69","2015-10-01",72.400002
"70","2015-10-02",75.099998
"71","2015-10-05",71
"72","2015-10-06",72.599998
"73","2015-10-07",76.400002
"74","2015-10-08",77.599998
"75","2015-10-09",76.599998
"76","2015-10-12",77.400002
"77","2015-10-13",84.5
"78","2015-10-14",86.400002
"79","2015-10-15",89.800003
"80","2015-10-16",82.199997
"81","2015-10-19",82.699997
"82","2015-10-20",78.699997
"83","2015-10-21",70.699997
"84","2015-10-22",70.199997
"85","2015-10-23",79.800003
"86","2015-10-26",75.900002
"87","2015-10-27",69.800003
"88","2015-10-28",75.099998
"89","2015-10-29",72.300003
"90","2015-10-30",69.800003
"91","2015-11-02",74.400002
"92","2015-11-03",73.699997
"93","2015-11-04",75.800003
"94","2015-11-05",77.300003
"95","2015-11-06",75
"96","2015-11-09",80.900002
"97","2015-11-10",83.5
"98","2015-11-11",76.400002
"99","2015-11-12",72.5
"100","2015-11-13",70.300003
"101","2015-11-16",67.599998
"102","2015-11-17",66.699997
"103","2015-11-18",71.199997
"104","2015-11-19",72.5
"105","2015-11-20",72.699997
"106","2015-11-23",73.199997
"107","2015-11-24",77.400002
"108","2015-11-25",82
"109","2015-11-27",78.400002
"110","2015-11-30",83
"111","2015-12-01",87.599998
"112","2015-12-02",86.800003
"113","2015-12-03",82.199997
"114","2015-12-04",88.5
"115","2015-12-07",85.900002
"116","2015-12-08",82.400002
"117","2015-12-09",83.800003
"118","2015-12-10",85.400002
"119","2015-12-11",83.099998
"120","2015-12-14",82.099998
"121","2015-12-15",82.800003
"122","2015-12-16",82.099998
"123","2015-12-17",90.900002
"124","2015-12-18",99.900002
"125","2015-12-21",107.5
"126","2015-12-22",97.800003
"127","2015-12-23",95.699997
"128","2015-12-24",94.300003
"129","2015-12-28",89.199997
"130","2015-12-29",84.099998
"131","2015-12-30",75.900002
"132","2015-12-31",79.300003
"133","2016-01-04",72.900002
"134","2016-01-05",76.599998
"135","2016-01-06",76
"136","2016-01-07",72.5
"137","2016-01-08",72.900002
"138","2016-01-11",69.300003
"139","2016-01-12",69.099998
"140","2016-01-13",65.099998
"141","2016-01-14",66.300003
"142","2016-01-15",55.099998
"143","2016-01-19",54.400002
"144","2016-01-20",60.900002
"145","2016-01-21",58.700001
"146","2016-01-22",58.099998
"147","2016-01-25",66.5
"148","2016-01-26",63.299999
"149","2016-01-27",58.400002
"150","2016-01-28",59.099998
"151","2016-01-29",66.199997
"152","2016-02-01",63
"153","2016-02-02",60.299999
"154","2016-02-03",60.599998
"155","2016-02-04",62.5
"156","2016-02-05",57.5
"157","2016-02-08",48.900002
"158","2016-02-09",48.099998
"159","2016-02-10",45.5
"160","2016-02-11",45.700001
"161","2016-02-12",44.599998
"162","2016-02-16",44.700001
"163","2016-02-17",44.599998
"164","2016-02-18",44.400002
"165","2016-02-19",47.200001
"166","2016-02-22",47.200001
"167","2016-02-23",46.099998
"168","2016-02-24",44.5
"169","2016-02-25",43
"170","2016-02-26",44.299999
"171","2016-02-29",42
"172","2016-03-01",42
"173","2016-03-02",44
"174","2016-03-03",44.900002
"175","2016-03-04",64.599998
"176","2016-03-07",81.400002
"177","2016-03-08",72.599998
"178","2016-03-09",69.699997
"179","2016-03-10",65.099998
"180","2016-03-11",64.199997
"181","2016-03-14",64.800003
"182","2016-03-15",64.5
"183","2016-03-16",64.199997
"184","2016-03-17",58
"185","2016-03-18",59.900002
"186","2016-03-21",58.400002
"187","2016-03-22",58.799999
"188","2016-03-23",54.599998
"189","2016-03-24",52
"190","2016-03-28",51.599998
"191","2016-03-29",47.099998
"192","2016-03-30",45.5
"193","2016-03-31",50.400002
"194","2016-04-01",51.599998
"195","2016-04-04",51.900002
"196","2016-04-05",48
"197","2016-04-06",48.599998
"198","2016-04-07",48.200001
"199","2016-04-08",49.5
"200","2016-04-11",51.5
"201","2016-04-12",50.5
"202","2016-04-13",51.299999
"203","2016-04-14",51.799999
"204","2016-04-15",52.5
"205","2016-04-18",56.700001
"206","2016-04-19",53.299999
"207","2016-04-20",51.299999
"208","2016-04-21",50.5
"209","2016-04-22",50
"210","2016-04-25",49.599998
"211","2016-04-26",50
"212","2016-04-27",45.200001
"213","2016-04-28",46.099998
"214","2016-04-29",44.099998
"215","2016-05-02",49
"216","2016-05-03",44.799999
"217","2016-05-04",42.599998
"218","2016-05-05",40.900002
"219","2016-05-06",43.299999
"220","2016-05-09",46.400002
"221","2016-05-10",47.400002
"222","2016-05-11",46.299999
"223","2016-05-12",44.5
"224","2016-05-13",49.099998
"225","2016-05-16",50
"226","2016-05-17",50.599998
"227","2016-05-18",49.599998
"228","2016-05-19",51.400002
"229","2016-05-20",55.599998
"230","2016-05-23",64.5
"231","2016-05-24",62.299999
"232","2016-05-25",69.099998
"233","2016-05-26",69.400002
"234","2016-05-27",64.699997
"235","2016-05-31",67.5
"236","2016-06-01",68.599998
"237","2016-06-02",68.5
"238","2016-06-03",68.199997
"239","2016-06-06",71.199997
"240","2016-06-07",68.5
"241","2016-06-08",50.5
"242","2016-06-09",48.900002
"243","2016-06-10",45.200001
