"","date","AA"
"1","2007-01-03",70.479988
"2","2007-01-04",69.951332
"3","2007-01-05",69.110283
"4","2007-01-08",68.437439
"5","2007-01-09",68.533562
"6","2007-01-10",72.642693
"7","2007-01-11",73.219414
"8","2007-01-12",73.988373
"9","2007-01-16",73.483742
"10","2007-01-17",73.363586
"11","2007-01-18",72.810898
"12","2007-01-19",75.454201
"13","2007-01-22",74.901512
"14","2007-01-23",75.862709
"15","2007-01-24",76.415398
"16","2007-01-25",75.622414
"17","2007-01-26",77.064209
"18","2007-01-29",76.415398
"19","2007-01-30",77.64093
"20","2007-01-31",77.616898
"21","2007-02-01",78.818398
"22","2007-02-02",77.953323
"23","2007-02-05",78.241676
"24","2007-02-06",78.938553
"25","2007-02-07",77.256447
"26","2007-02-08",78.433922
"27","2007-02-09",78.145561
"28","2007-02-12",79.058701
"29","2007-02-13",84.105003
"30","2007-02-14",83.071709
"31","2007-02-15",83.408127
"32","2007-02-16",83.57634
"33","2007-02-20",83.79261
"34","2007-02-21",84.465446
"35","2007-02-22",83.50425
"36","2007-02-23",84.297241
"37","2007-02-26",84.970078
"38","2007-02-27",81.197372
"39","2007-02-28",80.284233
"40","2007-03-01",79.89975
"41","2007-03-02",78.578102
"42","2007-03-05",76.247192
"43","2007-03-06",77.881233
"44","2007-03-07",77.833168
"45","2007-03-08",78.073471
"46","2007-03-09",79.779602
"47","2007-03-12",80.308258
"48","2007-03-13",78.69825
"49","2007-03-14",80.067963
"50","2007-03-15",81.413643
"51","2007-03-16",80.452438
"52","2007-03-19",81.605881
"53","2007-03-20",81.870209
"54","2007-03-21",81.341553
"55","2007-03-22",80.957069
"56","2007-03-23",82.158569
"57","2007-03-26",82.110512
"58","2007-03-27",81.702003
"59","2007-03-28",80.692741
"60","2007-03-29",80.933037
"61","2007-03-30",81.4617
"62","2007-04-02",81.509758
"63","2007-04-03",83.191856
"64","2007-04-04",82.903503
"65","2007-04-05",83.119766
"66","2007-04-09",83.79261
"67","2007-04-10",83.8647
"68","2007-04-11",84.297241
"69","2007-04-12",84.273209
"70","2007-04-13",84.393356
"71","2007-04-16",83.960823
"72","2007-04-17",83.552307
"73","2007-04-18",82.831413
"74","2007-04-19",82.494987
"75","2007-04-20",82.59111
"76","2007-04-23",82.062447
"77","2007-04-24",81.581848
"78","2007-04-25",85.931282
"79","2007-04-26",86.05143
"80","2007-04-27",86.483971
"81","2007-04-30",85.282471
"82","2007-05-01",83.528282
"83","2007-05-02",83.816643
"84","2007-05-03",84.249184
"85","2007-05-04",85.690979
"86","2007-05-07",92.827888
"87","2007-05-08",94.918503
"88","2007-05-09",93.068192
"89","2007-05-10",90.424889
"90","2007-05-11",91.386093
"91","2007-05-14",92.155052
"92","2007-05-15",94.413872
"93","2007-05-16",93.813118
"94","2007-05-17",94.077454
"95","2007-05-18",95.471191
"96","2007-05-21",93.69297
"97","2007-05-22",93.596848
"98","2007-05-23",97.009109
"99","2007-05-24",96.624634
"100","2007-05-25",98.2827
"101","2007-05-29",97.009109
"102","2007-05-30",99.099716
"103","2007-05-31",99.195839
"104","2007-06-01",99.62838
"105","2007-06-04",98.49897
"106","2007-06-05",97.537773
"107","2007-06-06",95.759552
"108","2007-06-07",93.54879
"109","2007-06-08",95.302979
"110","2007-06-11",94.437897
"111","2007-06-12",94.534019
"112","2007-06-13",97.273438
"113","2007-06-14",98.907478
"114","2007-06-15",99.964798
"115","2007-06-18",100.637642
"116","2007-06-19",99.91674
"117","2007-06-20",96.720749
"118","2007-06-21",96.937019
"119","2007-06-22",96.120003
"120","2007-06-25",94.702232
"121","2007-06-26",92.996101
"122","2007-06-27",93.644913
"123","2007-06-28",94.437897
"124","2007-06-29",97.393593
"125","2007-07-02",98.739273
"126","2007-07-03",99.724503
"127","2007-07-05",99.364052
"128","2007-07-06",100.108978
"129","2007-07-09",101.791077
"130","2007-07-10",100.108978
"131","2007-07-11",101.95929
"132","2007-07-12",108.831871
"133","2007-07-13",113.782051
"134","2007-07-16",112.388313
"135","2007-07-17",112.00383
"136","2007-07-18",111.619347
"137","2007-07-19",107.221863
"138","2007-07-20",103.52124
"139","2007-07-23",102.007347
"140","2007-07-24",99.123749
"141","2007-07-25",98.306732
"142","2007-07-26",91.314003
"143","2007-07-27",89.896233
"144","2007-07-30",91.914749
"145","2007-07-31",91.794601
"146","2007-08-01",91.193848
"147","2007-08-02",91.025642
"148","2007-08-03",86.940536
"149","2007-08-06",85.715012
"150","2007-08-07",87.973831
"151","2007-08-08",89.127274
"152","2007-08-09",85.162323
"153","2007-08-10",83.360069
"154","2007-08-13",85.402618
"155","2007-08-14",83.768578
"156","2007-08-15",80.981102
"157","2007-08-16",76.703758
"158","2007-08-17",79.995872
"159","2007-08-20",82.470963
"160","2007-08-21",83.143799
"161","2007-08-22",87.036659
"162","2007-08-23",85.955307
"163","2007-08-24",88.166069
"164","2007-08-27",88.862938
"165","2007-08-28",84.970078
"166","2007-08-29",87.445168
"167","2007-08-30",86.868446
"168","2007-08-31",87.781593
"169","2007-09-04",87.493233
"170","2007-09-05",87.661438
"171","2007-09-06",87.709503
"172","2007-09-07",83.79261
"173","2007-09-10",81.822151
"174","2007-09-11",82.182602
"175","2007-09-12",80.860947
"176","2007-09-13",82.711258
"177","2007-09-14",85.258438
"178","2007-09-17",84.657692
"179","2007-09-18",88.646667
"180","2007-09-19",89.583839
"181","2007-09-20",89.583839
"182","2007-09-21",89.8722
"183","2007-09-24",88.935028
"184","2007-09-25",88.911003
"185","2007-09-26",92.443413
"186","2007-09-27",93.717003
"187","2007-09-28",94.005363
"188","2007-10-01",94.077454
"189","2007-10-02",93.356552
"190","2007-10-03",90.448921
"191","2007-10-04",90.496979
"192","2007-10-05",93.212372
"193","2007-10-08",92.034897
