"","date","OFG"
"439","2008-09-29",18
"440","2008-09-30",17.860001
"441","2008-10-01",17.5
"442","2008-10-02",18.280001
"443","2008-10-03",17.120001
"444","2008-10-06",17.42
"445","2008-10-07",17.26
"446","2008-10-08",17.1
"447","2008-10-09",16.469999
"448","2008-10-10",17.68
"449","2008-10-13",17.549999
"450","2008-10-14",17.110001
"451","2008-10-15",17.049999
"452","2008-10-16",18.559999
"453","2008-10-17",15.9
"454","2008-10-20",15.51
"455","2008-10-21",15.34
"456","2008-10-22",14.57
"457","2008-10-23",13.86
"458","2008-10-24",13.03
"459","2008-10-27",13.32
"460","2008-10-28",15.48
"461","2008-10-29",14.91
"462","2008-10-30",15.28
"463","2008-10-31",16.24
"464","2008-11-03",16.219999
"465","2008-11-04",16.67
"466","2008-11-05",15.55
"467","2008-11-06",15.13
"468","2008-11-07",15.06
"469","2008-11-10",14.87
"470","2008-11-11",14.5
"471","2008-11-12",13.75
"472","2008-11-13",12.57
"473","2008-11-14",10.08
"474","2008-11-17",9.63
"475","2008-11-18",9.89
"476","2008-11-19",8.03
"477","2008-11-20",6.76
"478","2008-11-21",5.64
"479","2008-11-24",5.79
"480","2008-11-25",6.24
"481","2008-11-26",6.15
"482","2008-11-28",6.28
"483","2008-12-01",5.37
"484","2008-12-02",5.57
"485","2008-12-03",5.84
"486","2008-12-04",6.89
"487","2008-12-05",7.42
"488","2008-12-08",8.33
"489","2008-12-09",8.17
"490","2008-12-10",7.3
"491","2008-12-11",6.6
"492","2008-12-12",6.39
"493","2008-12-15",6
"494","2008-12-16",7.41
"495","2008-12-17",7.14
"496","2008-12-18",6.67
"497","2008-12-19",7.05
"498","2008-12-22",6.42
"499","2008-12-23",6.5
"500","2008-12-24",6.2
"501","2008-12-26",6.17
"502","2008-12-29",6.09
"503","2008-12-30",6.12
"504","2008-12-31",6.05
"505","2009-01-02",6.09
"506","2009-01-05",6.1
"507","2009-01-06",6.19
"508","2009-01-07",6.89
"509","2009-01-08",7.38
"510","2009-01-09",7.15
"511","2009-01-12",7.12
"512","2009-01-13",6.81
"513","2009-01-14",6.71
"514","2009-01-15",6.33
"515","2009-01-16",6.19
"516","2009-01-20",5.62
"517","2009-01-21",6.02
"518","2009-01-22",5.68
"519","2009-01-23",5.77
"520","2009-01-26",5.72
"521","2009-01-27",5.7
"522","2009-01-28",5.96
"523","2009-01-29",5.3
"524","2009-01-30",5.05
"525","2009-02-02",5.56
"526","2009-02-03",5.85
"527","2009-02-04",6
"528","2009-02-05",6.28
"529","2009-02-06",6.18
"530","2009-02-09",5.99
"531","2009-02-10",5.52
"532","2009-02-11",5.39
"533","2009-02-12",5.04
"534","2009-02-13",4.87
"535","2009-02-17",4.55
"536","2009-02-18",4.21
"537","2009-02-19",3.86
"538","2009-02-20",3.09
"539","2009-02-23",2.81
"540","2009-02-24",2.76
"541","2009-02-25",2.43
"542","2009-02-26",2.44
"543","2009-02-27",1.75
"544","2009-03-02",1.52
"545","2009-03-03",1.52
"546","2009-03-04",1.26
"547","2009-03-05",0.91
"548","2009-03-06",1.09
"549","2009-03-09",1.42
"550","2009-03-10",1.97
"551","2009-03-11",2.16
"552","2009-03-12",2.8
"553","2009-03-13",3
"554","2009-03-16",3
"555","2009-03-17",3.6
"556","2009-03-18",4.2
"557","2009-03-19",4.02
"558","2009-03-20",3.82
"559","2009-03-23",4.73
"560","2009-03-24",4.21
"561","2009-03-25",4.6
"562","2009-03-26",5.1
"563","2009-03-27",5.05
"564","2009-03-30",4.62
"565","2009-03-31",4.88
"566","2009-04-01",4.98
"567","2009-04-02",4.95
"568","2009-04-03",5
"569","2009-04-06",4.99
"570","2009-04-07",4.88
"571","2009-04-08",4.88
"572","2009-04-09",5.55
"573","2009-04-13",5.58
"574","2009-04-14",5.23
"575","2009-04-15",5.78
"576","2009-04-16",6.05
"577","2009-04-17",6.54
"578","2009-04-20",5.43
"579","2009-04-21",5.76
"580","2009-04-22",6.11
"581","2009-04-23",6.65
"582","2009-04-24",7.95
"583","2009-04-27",7.85
"584","2009-04-28",8.28
"585","2009-04-29",8.74
"586","2009-04-30",9.29
"587","2009-05-01",9.09
"588","2009-05-04",9.56
"589","2009-05-05",9.59
"590","2009-05-06",9.83
"591","2009-05-07",10.42
"592","2009-05-08",10.84
"593","2009-05-11",10.85
"594","2009-05-12",9.98
"595","2009-05-13",8.09
"596","2009-05-14",8.03
"597","2009-05-15",8.34
"598","2009-05-18",9.07
"599","2009-05-19",8.94
"600","2009-05-20",8.98
"601","2009-05-21",8.96
"602","2009-05-22",8.46
"603","2009-05-26",9.19
"604","2009-05-27",9.26
"605","2009-05-28",9.47
"606","2009-05-29",9.91
"607","2009-06-01",10.63
"608","2009-06-02",10.69
"609","2009-06-03",10.99
"610","2009-06-04",11.18
"611","2009-06-05",11.27
"612","2009-06-08",11
"613","2009-06-09",9.82
"614","2009-06-10",10.02
"615","2009-06-11",10.07
"616","2009-06-12",10.1
"617","2009-06-15",10.07
"618","2009-06-16",10.08
"619","2009-06-17",10.01
"620","2009-06-18",10.04
"621","2009-06-19",10.08
"622","2009-06-22",9.17
"623","2009-06-23",9.41
"624","2009-06-24",9.62
"625","2009-06-25",10.16
"626","2009-06-26",10.1
"627","2009-06-29",9.9
"628","2009-06-30",9.7
"629","2009-07-01",9.74
"630","2009-07-02",9.39
"631","2009-07-06",8.88
"632","2009-07-07",8.4
"633","2009-07-08",7.48
"634","2009-07-09",8.44
"635","2009-07-10",8.99
"636","2009-07-13",9.29
"637","2009-07-14",9.42
"638","2009-07-15",10.21
"639","2009-07-16",9.74
"640","2009-07-17",9.86
"641","2009-07-20",9.8
"642","2009-07-21",9.93
"643","2009-07-22",11.7
"644","2009-07-23",12.62
"645","2009-07-24",12.64
"646","2009-07-27",12.84
"647","2009-07-28",13.6
"648","2009-07-29",13.75
"649","2009-07-30",14.16
"650","2009-07-31",14.11
"651","2009-08-03",13.5
"652","2009-08-04",14.28
"653","2009-08-05",14.12
"654","2009-08-06",13.62
"655","2009-08-07",14.24
"656","2009-08-10",14.44
"657","2009-08-11",13.85
"658","2009-08-12",14.38
"659","2009-08-13",14.25
"660","2009-08-14",13.58
"661","2009-08-17",13.06
"662","2009-08-18",13.8
"663","2009-08-19",14.03
"664","2009-08-20",15.21
"665","2009-08-21",15.41
"666","2009-08-24",14.98
"667","2009-08-25",14.24
"668","2009-08-26",14.01
"669","2009-08-27",13.82
"670","2009-08-28",13.68
"671","2009-08-31",13.54
"672","2009-09-01",13
"673","2009-09-02",13.5
"674","2009-09-03",13.72
"675","2009-09-04",13.8
"676","2009-09-08",13.43
"677","2009-09-09",13.94
"678","2009-09-10",13.9
"679","2009-09-11",13.63
"680","2009-09-14",13.91
"681","2009-09-15",13.76
"682","2009-09-16",14
"683","2009-09-17",13.73
"684","2009-09-18",13.95
"685","2009-09-21",13.6
"686","2009-09-22",13.7
"687","2009-09-23",13.6
"688","2009-09-24",13.09
"689","2009-09-25",12.67
"690","2009-09-28",13.28
"691","2009-09-29",13
"692","2009-09-30",12.7
"693","2009-10-01",12.57
"694","2009-10-02",12.74
"695","2009-10-05",13.15
"696","2009-10-06",12.98
"697","2009-10-07",13.04
"698","2009-10-08",13.1
"699","2009-10-09",13.34
"700","2009-10-12",13.29
"701","2009-10-13",13.29
"702","2009-10-14",13.22
"703","2009-10-15",12.84
"704","2009-10-16",12.6
"705","2009-10-19",12.87
"706","2009-10-20",12.05
"707","2009-10-21",12.03
"708","2009-10-22",13.69
"709","2009-10-23",12.75
"710","2009-10-26",12.59
"711","2009-10-27",11.62
"712","2009-10-28",11.84
"713","2009-10-29",11.63
"714","2009-10-30",10.65
"715","2009-11-02",10.68
"716","2009-11-03",10.5
"717","2009-11-04",9.47
"718","2009-11-05",10.08
"719","2009-11-06",10.07
"720","2009-11-09",10.06
"721","2009-11-10",9.57
"722","2009-11-11",10.18
"723","2009-11-12",10.06
"724","2009-11-13",9.84
"725","2009-11-16",9.78
"726","2009-11-17",9.47
"727","2009-11-18",9.5
"728","2009-11-19",9.5
"729","2009-11-20",9.43
"730","2009-11-23",9.53
"731","2009-11-24",9.79
"732","2009-11-25",9.83
"733","2009-11-27",9.65
"734","2009-11-30",9.7
"735","2009-12-01",9.55
"736","2009-12-02",9.71
"737","2009-12-03",9.82
"738","2009-12-04",10.21
"739","2009-12-07",10.38
"740","2009-12-08",10.15
"741","2009-12-09",10.19
"742","2009-12-10",10.11
"743","2009-12-11",10.18
"744","2009-12-14",10.56
"745","2009-12-15",10.45
"746","2009-12-16",10.66
"747","2009-12-17",10.32
"748","2009-12-18",10.23
"749","2009-12-21",10.2
"750","2009-12-22",10.41
"751","2009-12-23",10.62
"752","2009-12-24",10.85
"753","2009-12-28",11.05
"754","2009-12-29",10.85
"755","2009-12-30",10.94
"756","2009-12-31",10.8
"757","2010-01-04",10.4
"758","2010-01-05",10.48
"759","2010-01-06",10.33
"760","2010-01-07",10.93
"761","2010-01-08",10.96
"762","2010-01-11",11.06
"763","2010-01-12",10.87
"764","2010-01-13",11.06
"765","2010-01-14",11.34
"766","2010-01-15",11.5
"767","2010-01-19",11.98
"768","2010-01-20",12.01
"769","2010-01-21",11.77
"770","2010-01-22",11.97
"771","2010-01-25",12.21
"772","2010-01-26",12.3
"773","2010-01-27",12.46
"774","2010-01-28",12.52
"775","2010-01-29",11.38
"776","2010-02-01",11.3
"777","2010-02-02",11
"778","2010-02-03",10.86
"779","2010-02-04",10.51
"780","2010-02-05",10.5
"781","2010-02-08",10
"782","2010-02-09",10.11
"783","2010-02-10",10.03
"784","2010-02-11",10.02
"785","2010-02-12",10.13
"786","2010-02-16",10.16
"787","2010-02-17",10.19
"788","2010-02-18",10.54
"789","2010-02-19",10.63
"790","2010-02-22",10.88
"791","2010-02-23",10.72
"792","2010-02-24",10.73
"793","2010-02-25",10.9
"794","2010-02-26",11.04
"795","2010-03-01",11.08
"796","2010-03-02",11.36
"797","2010-03-03",11.02
"798","2010-03-04",11.01
"799","2010-03-05",11.53
"800","2010-03-08",11.64
"801","2010-03-09",11.89
"802","2010-03-10",12.1
"803","2010-03-11",12.33
"804","2010-03-12",11.91
"805","2010-03-15",11.58
"806","2010-03-16",12.25
"807","2010-03-17",12.6
"808","2010-03-18",12.57
"809","2010-03-19",12.76
"810","2010-03-22",12.82
"811","2010-03-23",12.91
"812","2010-03-24",13.81
"813","2010-03-25",13.92
"814","2010-03-26",14
"815","2010-03-29",14.09
"816","2010-03-30",13.87
"817","2010-03-31",13.5
"818","2010-04-01",14.15
"819","2010-04-05",14
"820","2010-04-06",14.88
"821","2010-04-07",14.57
"822","2010-04-08",14.84
"823","2010-04-09",14.36
"824","2010-04-12",14
"825","2010-04-13",14.97
"826","2010-04-14",15.49
"827","2010-04-15",16.02
"828","2010-04-16",15.71
"829","2010-04-19",15.32
"830","2010-04-20",15.86
"831","2010-04-21",16.469999
"832","2010-04-22",16.299999
"833","2010-04-23",16.6
"834","2010-04-26",16.32
"835","2010-04-27",15.45
"836","2010-04-28",15.37
"837","2010-04-29",16.17
"838","2010-04-30",16.719999
"839","2010-05-03",15.7
"840","2010-05-04",14.87
"841","2010-05-05",14.65
"842","2010-05-06",13.66
"843","2010-05-07",13.39
"844","2010-05-10",14.79
"845","2010-05-11",14.6
"846","2010-05-12",14.98
"847","2010-05-13",14.75
"848","2010-05-14",14.26
"849","2010-05-17",14.52
"850","2010-05-18",14.13
"851","2010-05-19",13.51
"852","2010-05-20",12.98
"853","2010-05-21",13.24
"854","2010-05-24",12.9
"855","2010-05-25",13.25
"856","2010-05-26",13.4
"857","2010-05-27",13.92
"858","2010-05-28",13.68
"859","2010-06-01",13.04
"860","2010-06-02",13.59
"861","2010-06-03",13.5
"862","2010-06-04",13.25
"863","2010-06-07",13.1
"864","2010-06-08",13.17
"865","2010-06-09",12.75
"866","2010-06-10",13.21
"867","2010-06-11",13.18
"868","2010-06-14",12.97
"869","2010-06-15",13.26
"870","2010-06-16",13.56
"871","2010-06-17",13.3
"872","2010-06-18",13.44
"873","2010-06-21",13.12
"874","2010-06-22",12.92
"875","2010-06-23",13.05
"876","2010-06-24",12.91
"877","2010-06-25",13.09
"878","2010-06-28",13.03
"879","2010-06-29",12.49
"880","2010-06-30",12.66
"881","2010-07-01",12.94
"882","2010-07-02",12.53
"883","2010-07-06",12.38
"884","2010-07-07",12.45
"885","2010-07-08",12.84
"886","2010-07-09",13.58
"887","2010-07-12",13.42
"888","2010-07-13",13.99
"889","2010-07-14",13.91
"890","2010-07-15",14
"891","2010-07-16",13.52
"892","2010-07-19",13.46
"893","2010-07-20",13.98
"894","2010-07-21",13.76
"895","2010-07-22",14.13
"896","2010-07-23",14.24
"897","2010-07-26",14.24
"898","2010-07-27",14.2
"899","2010-07-28",13.85
"900","2010-07-29",13.69
"901","2010-07-30",14.16
"902","2010-08-02",14.08
"903","2010-08-03",14
"904","2010-08-04",14.25
"905","2010-08-05",13.75
"906","2010-08-06",13.77
"907","2010-08-09",13.6
"908","2010-08-10",13.22
"909","2010-08-11",12.53
"910","2010-08-12",12.31
"911","2010-08-13",12.23
"912","2010-08-16",12.56
"913","2010-08-17",12.75
"914","2010-08-18",12.82
"915","2010-08-19",12.62
"916","2010-08-20",12.71
"917","2010-08-23",12.75
"918","2010-08-24",12.65
"919","2010-08-25",13.29
"920","2010-08-26",13.4
"921","2010-08-27",13.65
"922","2010-08-30",13.63
"923","2010-08-31",13.25
"924","2010-09-01",13.6
"925","2010-09-02",13.65
"926","2010-09-03",13.71
"927","2010-09-07",13.18
"928","2010-09-08",13.26
"929","2010-09-09",13.24
"930","2010-09-10",13.31
"931","2010-09-13",13.9
"932","2010-09-14",13.87
"933","2010-09-15",13.76
"934","2010-09-16",13.53
"935","2010-09-17",13.44
"936","2010-09-20",13.9
"937","2010-09-21",13.65
"938","2010-09-22",13.4
"939","2010-09-23",13.06
"940","2010-09-24",13.57
"941","2010-09-27",13.17
"942","2010-09-28",13.19
"943","2010-09-29",13.35
"944","2010-09-30",13.3
"945","2010-10-01",13.3
"946","2010-10-04",13.04
"947","2010-10-05",13.24
"948","2010-10-06",13.26
"949","2010-10-07",13.34
"950","2010-10-08",13.32
"951","2010-10-11",13.27
"952","2010-10-12",13.29
"953","2010-10-13",13.65
"954","2010-10-14",13.77
"955","2010-10-15",13.53
"956","2010-10-18",13.78
"957","2010-10-19",13.5
"958","2010-10-20",13.57
"959","2010-10-21",13.42
"960","2010-10-22",13.37
"961","2010-10-25",13.14
"962","2010-10-26",13.2
"963","2010-10-27",13.19
"964","2010-10-28",13.21
"965","2010-10-29",13.23
"966","2010-11-01",12.74
"967","2010-11-02",12.76
"968","2010-11-03",12.82
"969","2010-11-04",13.25
"970","2010-11-05",12.27
"971","2010-11-08",12.1
"972","2010-11-09",12.01
"973","2010-11-10",12.21
"974","2010-11-11",12.12
"975","2010-11-12",11.81
"976","2010-11-15",11.72
"977","2010-11-16",11.64
"978","2010-11-17",11.72
"979","2010-11-18",11.92
"980","2010-11-19",11.85
"981","2010-11-22",11.76
"982","2010-11-23",11.88
"983","2010-11-24",12.15
"984","2010-11-26",12.06
"985","2010-11-29",12.05
"986","2010-11-30",11.6
"987","2010-12-01",11.75
"988","2010-12-02",11.8
"989","2010-12-03",11.95
"990","2010-12-06",11.84
"991","2010-12-07",11.75
"992","2010-12-08",11.55
"993","2010-12-09",11.9
"994","2010-12-10",11.97
"995","2010-12-13",12
"996","2010-12-14",12.08
