"","date","MOR"
"1","2018-04-19",26.309999
"2","2018-04-20",25.82
"3","2018-04-23",25.799999
"4","2018-04-24",25.15
"5","2018-04-25",25.34
"6","2018-04-26",26.469999
"7","2018-04-27",26.700001
"8","2018-04-30",26.18
"9","2018-05-01",26.35
"10","2018-05-02",26.950001
"11","2018-05-03",26.43
"12","2018-05-04",26.51
"13","2018-05-07",26.92
"14","2018-05-08",26.700001
"15","2018-05-09",26.6
"16","2018-05-10",27.120001
"17","2018-05-11",27.4
"18","2018-05-14",27.049999
"19","2018-05-15",27.15
"20","2018-05-16",26.59
"21","2018-05-17",26.629999
"22","2018-05-18",26.495001
"23","2018-05-21",26.08
"24","2018-05-22",26.92
"25","2018-05-23",27.5
"26","2018-05-24",26.809999
"27","2018-05-25",26.809999
"28","2018-05-29",26.02
"29","2018-05-30",27.09
"30","2018-05-31",26.49
"31","2018-06-01",26.66
"32","2018-06-04",26.99
"33","2018-06-05",27.01
"34","2018-06-06",27.01
"35","2018-06-07",27.200001
"36","2018-06-08",27.040001
"37","2018-06-11",27.799999
"38","2018-06-12",28.139999
"39","2018-06-13",28.639999
"40","2018-06-14",28.709999
"41","2018-06-15",29.27
"42","2018-06-18",28.66
"43","2018-06-19",29.23
"44","2018-06-20",30.18
"45","2018-06-21",30.219999
"46","2018-06-22",30.6
"47","2018-06-25",30.41
"48","2018-06-26",30.280001
"49","2018-06-27",30.129999
"50","2018-06-28",29.450001
"51","2018-06-29",30.34
"52","2018-07-02",30.280001
"53","2018-07-03",30.725
"54","2018-07-05",30.43
"55","2018-07-06",31.540001
"56","2018-07-09",31.75
"57","2018-07-10",31.9
"58","2018-07-11",31.530001
"59","2018-07-12",31.08
"60","2018-07-13",31.450001
"61","2018-07-16",31.49
"62","2018-07-17",32.68
"63","2018-07-18",32.93
"64","2018-07-19",33.889999
"65","2018-07-20",35.330002
"66","2018-07-23",35.66
"67","2018-07-24",34.959999
"68","2018-07-25",35.66
"69","2018-07-26",34.299999
"70","2018-07-27",34.48
"71","2018-07-30",33.16
"72","2018-07-31",32.689999
"73","2018-08-01",32.799999
"74","2018-08-02",32.189999
"75","2018-08-03",30.360001
"76","2018-08-06",30.969999
"77","2018-08-07",31.07
"78","2018-08-08",30.700001
"79","2018-08-09",30.690001
"80","2018-08-10",30.65
"81","2018-08-13",29.879999
"82","2018-08-14",28.58
"83","2018-08-15",28.139999
"84","2018-08-16",28.459999
"85","2018-08-17",28.290001
"86","2018-08-20",28.559999
"87","2018-08-21",28.870001
"88","2018-08-22",29.190001
"89","2018-08-23",29.450001
"90","2018-08-24",29.129999
"91","2018-08-27",29.5
"92","2018-08-28",29.59
"93","2018-08-29",29.52
"94","2018-08-30",29.440001
"95","2018-08-31",29.57
"96","2018-09-04",28.389999
"97","2018-09-05",27.959999
"98","2018-09-06",27.26
"99","2018-09-07",27.41
"100","2018-09-10",27.16
"101","2018-09-11",27.969999
"102","2018-09-12",27.51
"103","2018-09-13",27.540001
"104","2018-09-14",27.68
"105","2018-09-17",27.719999
"106","2018-09-18",27.07
"107","2018-09-19",27.360001
"108","2018-09-20",27.719999
"109","2018-09-21",26.809999
"110","2018-09-24",26.809999
"111","2018-09-25",27.01
"112","2018-09-26",27.190001
"113","2018-09-27",26.639999
"114","2018-09-28",26.700001
"115","2018-10-01",27.34
"116","2018-10-02",26.4
"117","2018-10-03",26.26
"118","2018-10-04",25.09
"119","2018-10-05",24.594999
"120","2018-10-08",23.93
"121","2018-10-09",23.33
"122","2018-10-10",22.389999
"123","2018-10-11",22.9
"124","2018-10-12",23.35
"125","2018-10-15",23.42
"126","2018-10-16",24.35
"127","2018-10-17",24.200001
"128","2018-10-18",24.43
"129","2018-10-19",24.08
"130","2018-10-22",23.719999
"131","2018-10-23",23.52
"132","2018-10-24",22.24
"133","2018-10-25",22.09
"134","2018-10-26",22
"135","2018-10-29",22.32
"136","2018-10-30",21.959999
"137","2018-10-31",23.02
"138","2018-11-01",27.18
"139","2018-11-02",26.860001
"140","2018-11-05",24.780001
"141","2018-11-06",28.950001
"142","2018-11-07",30.33
"143","2018-11-08",31.02
"144","2018-11-09",30.059999
"145","2018-11-12",28.059999
"146","2018-11-13",28.33
"147","2018-11-14",27.42
"148","2018-11-15",27.84
"149","2018-11-16",28.6
"150","2018-11-19",27.73
"151","2018-11-20",26.67
"152","2018-11-21",26.68
"153","2018-11-23",28.370001
"154","2018-11-26",29.24
"155","2018-11-27",28.52
"156","2018-11-28",28.6
"157","2018-11-29",29.01
"158","2018-11-30",29.370001
"159","2018-12-03",30.08
"160","2018-12-04",28.219999
"161","2018-12-06",28.110001
"162","2018-12-07",27.629999
"163","2018-12-10",28.450001
"164","2018-12-11",28.15
"165","2018-12-12",28.58
"166","2018-12-13",27.950001
"167","2018-12-14",27.700001
"168","2018-12-17",26.84
"169","2018-12-18",26.34
"170","2018-12-19",26.1
"171","2018-12-20",25.76
"172","2018-12-21",26
"173","2018-12-24",25.49
"174","2018-12-26",25.41
"175","2018-12-27",24.91
"176","2018-12-28",25.190001
"177","2018-12-31",25.299999
"178","2019-01-02",25.68
"179","2019-01-03",25.07
"180","2019-01-04",26.58
"181","2019-01-07",28.26
"182","2019-01-08",28.940001
"183","2019-01-09",29.32
"184","2019-01-10",28.620001
"185","2019-01-11",29.27
"186","2019-01-14",28.68
"187","2019-01-15",29.84
"188","2019-01-16",29.530001
"189","2019-01-17",29.110001
"190","2019-01-18",28.75
"191","2019-01-22",29.16
"192","2019-01-23",29.129999
"193","2019-01-24",28.549999
"194","2019-01-25",29.709999
"195","2019-01-28",28
"196","2019-01-29",27.73
"197","2019-01-30",24.24
"198","2019-01-31",26.040001
"199","2019-02-01",26.629999
"200","2019-02-04",26.889999
"201","2019-02-05",26.98
"202","2019-02-06",26.799999
"203","2019-02-07",26.511999
"204","2019-02-08",26.309999
"205","2019-02-11",26.33
"206","2019-02-12",27
"207","2019-02-13",27.469999
"208","2019-02-14",27.18
"209","2019-02-15",27.450001
"210","2019-02-19",26.77
"211","2019-02-20",26.559999
"212","2019-02-21",26.450001
"213","2019-02-22",24.530001
"214","2019-02-25",25.74
"215","2019-02-26",26
"216","2019-02-27",25.85
"217","2019-02-28",25.73
"218","2019-03-01",26.17
"219","2019-03-04",26.48
"220","2019-03-05",26.43
"221","2019-03-06",25.5
"222","2019-03-07",24.700001
"223","2019-03-08",24.6
"224","2019-03-11",24.15
"225","2019-03-12",24.85
"226","2019-03-13",24.5
"227","2019-03-14",24.33
"228","2019-03-15",24.01
"229","2019-03-18",23.67
"230","2019-03-19",23.48
"231","2019-03-20",24.02
"232","2019-03-21",23.43
"233","2019-03-22",22.940001
"234","2019-03-25",22.549999
"235","2019-03-26",23.59
"236","2019-03-27",22.870001
"237","2019-03-28",22.549999
"238","2019-03-29",22.719999
"239","2019-04-01",23.84
"240","2019-04-02",24.469999
"241","2019-04-03",25.129999
"242","2019-04-04",24.959999
"243","2019-04-05",25.200001
"244","2019-04-08",24.809999
"245","2019-04-09",24.74
"246","2019-04-10",25.01
"247","2019-04-11",24.379999
"248","2019-04-12",25.15
"249","2019-04-15",25.35
"250","2019-04-16",24.66
"251","2019-04-17",24.540001
"252","2019-04-18",23.92
"253","2019-04-22",23.99
"254","2019-04-23",24.700001
"255","2019-04-24",24.780001
"256","2019-04-25",24.290001
"257","2019-04-26",25.41
"258","2019-04-29",24.889999
"259","2019-04-30",24.66
"260","2019-05-01",24.34
"261","2019-05-02",24.98
"262","2019-05-03",25.51
"263","2019-05-06",25.25
"264","2019-05-07",24.83
"265","2019-05-08",26.52
"266","2019-05-09",25.540001
"267","2019-05-10",25.969999
"268","2019-05-13",24.059999
"269","2019-05-14",24.68
"270","2019-05-15",24.809999
"271","2019-05-16",26.32
"272","2019-05-17",26
"273","2019-05-20",26.17
"274","2019-05-21",26.559999
"275","2019-05-22",26.76
"276","2019-05-23",25.84
"277","2019-05-24",26.41
"278","2019-05-28",26.15
"279","2019-05-29",24.77
"280","2019-05-30",24.49
"281","2019-05-31",24.01
"282","2019-06-03",23.48
"283","2019-06-04",23.24
"284","2019-06-05",23.25
"285","2019-06-06",23.290001
"286","2019-06-07",23.42
"287","2019-06-10",23.309999
"288","2019-06-11",24.02
"289","2019-06-12",24.790001
"290","2019-06-13",24.92
"291","2019-06-14",24.84
"292","2019-06-17",24.66
"293","2019-06-18",25.23
