"","date","MFA"
"231","2007-11-30",8.78
"232","2007-12-03",8.68
"233","2007-12-04",8.36
"234","2007-12-05",8.31
"235","2007-12-06",8.7
"236","2007-12-07",8.62
"237","2007-12-10",8.7
"238","2007-12-11",8.42
"239","2007-12-12",8.46
"240","2007-12-13",8.79
"241","2007-12-14",8.77
"242","2007-12-17",8.81
"243","2007-12-18",9
"244","2007-12-19",8.99
"245","2007-12-20",9.14
"246","2007-12-21",9.17
"247","2007-12-24",9.18
"248","2007-12-26",9.28
"249","2007-12-27",9.03
"250","2007-12-28",9.16
"251","2007-12-31",9.25
"252","2008-01-02",8.99
"253","2008-01-03",9.03
"254","2008-01-04",9.03
"255","2008-01-07",9.06
"256","2008-01-08",8.74
"257","2008-01-09",9.03
"258","2008-01-10",9.25
"259","2008-01-11",9.03
"260","2008-01-14",9.28
"261","2008-01-15",9.24
"262","2008-01-16",9.41
"263","2008-01-17",9.43
"264","2008-01-18",9.49
"265","2008-01-22",9.94
"266","2008-01-23",10.03
"267","2008-01-24",9.85
"268","2008-01-25",9.62
"269","2008-01-28",10
"270","2008-01-29",9.66
"271","2008-01-30",9.63
"272","2008-01-31",10.2
"273","2008-02-01",10.3
"274","2008-02-04",10.32
"275","2008-02-05",10.56
"276","2008-02-06",10.72
"277","2008-02-07",10.84
"278","2008-02-08",10.85
"279","2008-02-11",10.71
"280","2008-02-12",10.7
"281","2008-02-13",10.7
"282","2008-02-14",9.97
"283","2008-02-15",10.34
"284","2008-02-19",10.36
"285","2008-02-20",10.45
"286","2008-02-21",10.28
"287","2008-02-22",10.24
"288","2008-02-25",10.3
"289","2008-02-26",10.1
"290","2008-02-27",10.13
"291","2008-02-28",9.9
"292","2008-02-29",9.56
"293","2008-03-03",9.29
"294","2008-03-04",9.28
"295","2008-03-05",8.69
"296","2008-03-06",6.76
"297","2008-03-07",7.53
"298","2008-03-10",7.26
"299","2008-03-11",7.26
"300","2008-03-12",6.9
"301","2008-03-13",6
"302","2008-03-14",5.86
"303","2008-03-17",5.56
"304","2008-03-18",6.41
"305","2008-03-19",6.08
"306","2008-03-20",7.05
"307","2008-03-24",6.96
"308","2008-03-25",7.06
"309","2008-03-26",6.77
"310","2008-03-27",6.36
"311","2008-03-28",6.25
"312","2008-03-31",6.3
"313","2008-04-01",7.01
"314","2008-04-02",6.85
"315","2008-04-03",6.68
"316","2008-04-04",6.72
"317","2008-04-07",6.7
"318","2008-04-08",6.65
"319","2008-04-09",6.63
"320","2008-04-10",6.69
"321","2008-04-11",6.43
"322","2008-04-14",6.33
"323","2008-04-15",6.4
"324","2008-04-16",6.65
"325","2008-04-17",6.83
"326","2008-04-18",6.9
"327","2008-04-21",6.91
"328","2008-04-22",6.95
"329","2008-04-23",6.83
"330","2008-04-24",6.8
"331","2008-04-25",6.77
"332","2008-04-28",6.71
"333","2008-04-29",6.87
"334","2008-04-30",6.99
"335","2008-05-01",7.19
"336","2008-05-02",7.08
"337","2008-05-05",6.97
"338","2008-05-06",7
"339","2008-05-07",6.97
"340","2008-05-08",6.97
"341","2008-05-09",6.86
"342","2008-05-12",6.77
"343","2008-05-13",6.8
"344","2008-05-14",6.86
"345","2008-05-15",7
"346","2008-05-16",7.13
"347","2008-05-19",7.21
"348","2008-05-20",7.08
"349","2008-05-21",7.04
"350","2008-05-22",7.25
"351","2008-05-23",7.08
"352","2008-05-27",7.2
"353","2008-05-28",7.05
"354","2008-05-29",7.21
"355","2008-05-30",7.27
"356","2008-06-02",7.3
"357","2008-06-03",7.17
"358","2008-06-04",7.09
"359","2008-06-05",7.25
"360","2008-06-06",7.12
"361","2008-06-09",6.95
"362","2008-06-10",6.65
"363","2008-06-11",6.32
"364","2008-06-12",6.4
"365","2008-06-13",6.7
"366","2008-06-16",6.85
"367","2008-06-17",6.66
"368","2008-06-18",6.57
"369","2008-06-19",6.85
"370","2008-06-20",7
"371","2008-06-23",6.85
"372","2008-06-24",6.8
"373","2008-06-25",6.85
"374","2008-06-26",6.73
"375","2008-06-27",6.58
"376","2008-06-30",6.52
"377","2008-07-01",6.55
"378","2008-07-02",6.66
"379","2008-07-03",6.56
"380","2008-07-07",6.2
"381","2008-07-08",6.45
"382","2008-07-09",6.14
"383","2008-07-10",5.81
"384","2008-07-11",6.33
"385","2008-07-14",6.34
"386","2008-07-15",6.22
"387","2008-07-16",6.35
"388","2008-07-17",6.35
"389","2008-07-18",6.43
"390","2008-07-21",6.43
"391","2008-07-22",6.76
"392","2008-07-23",6.75
"393","2008-07-24",6.68
"394","2008-07-25",6.77
"395","2008-07-28",6.35
"396","2008-07-29",6.42
"397","2008-07-30",6.47
"398","2008-07-31",6.45
"399","2008-08-01",6.48
"400","2008-08-04",6.16
"401","2008-08-05",6.46
"402","2008-08-06",6.39
"403","2008-08-07",6.12
"404","2008-08-08",6.32
"405","2008-08-11",6.39
"406","2008-08-12",6.21
"407","2008-08-13",6.08
"408","2008-08-14",6.15
"409","2008-08-15",6.15
"410","2008-08-18",6.02
"411","2008-08-19",6.01
"412","2008-08-20",6.1
"413","2008-08-21",6.01
"414","2008-08-22",6.17
"415","2008-08-25",6.02
"416","2008-08-26",6.1
"417","2008-08-27",6.25
"418","2008-08-28",6.52
"419","2008-08-29",6.8
"420","2008-09-02",6.64
"421","2008-09-03",6.7
"422","2008-09-04",6.65
"423","2008-09-05",6.74
"424","2008-09-08",7.33
"425","2008-09-09",7.07
"426","2008-09-10",6.87
"427","2008-09-11",6.72
"428","2008-09-12",6.74
"429","2008-09-15",6.67
"430","2008-09-16",6.55
"431","2008-09-17",5.98
"432","2008-09-18",6.95
"433","2008-09-19",6.71
"434","2008-09-22",6.45
"435","2008-09-23",6.49
"436","2008-09-24",6.35
"437","2008-09-25",6.33
"438","2008-09-26",6.08
"439","2008-09-29",5.5
"440","2008-09-30",6.5
"441","2008-10-01",5.91
"442","2008-10-02",5.6
"443","2008-10-03",5.43
"444","2008-10-06",5.51
"445","2008-10-07",5.24
"446","2008-10-08",5.33
"447","2008-10-09",4.54
"448","2008-10-10",5.29
"449","2008-10-13",5.37
"450","2008-10-14",5.69
"451","2008-10-15",5.13
"452","2008-10-16",5.51
"453","2008-10-17",5.34
"454","2008-10-20",5.65
"455","2008-10-21",5.51
"456","2008-10-22",5.29
"457","2008-10-23",5.16
"458","2008-10-24",4.76
"459","2008-10-27",4.53
"460","2008-10-28",5.1
"461","2008-10-29",5.1
"462","2008-10-30",5.4
"463","2008-10-31",5.5
"464","2008-11-03",5.42
"465","2008-11-04",5.7
"466","2008-11-05",5.57
"467","2008-11-06",5.42
"468","2008-11-07",5.54
"469","2008-11-10",5.37
"470","2008-11-11",5.35
"471","2008-11-12",4.98
"472","2008-11-13",5.35
"473","2008-11-14",4.94
"474","2008-11-17",5.04
"475","2008-11-18",5.32
"476","2008-11-19",4.93
"477","2008-11-20",4.34
"478","2008-11-21",4.91
"479","2008-11-24",5.1
"480","2008-11-25",5.68
"481","2008-11-26",5.8
"482","2008-11-28",6.19
"483","2008-12-01",5.24
"484","2008-12-02",5.81
"485","2008-12-03",5.99
"486","2008-12-04",5.7
"487","2008-12-05",6.18
"488","2008-12-08",6.05
"489","2008-12-09",5.89
"490","2008-12-10",5.75
"491","2008-12-11",5.35
"492","2008-12-12",5.65
"493","2008-12-15",5.78
"494","2008-12-16",6.17
"495","2008-12-17",6.05
"496","2008-12-18",5.91
"497","2008-12-19",5.55
"498","2008-12-22",5.71
"499","2008-12-23",5.7
"500","2008-12-24",5.79
"501","2008-12-26",5.75
"502","2008-12-29",5.3
"503","2008-12-30",5.7
"504","2008-12-31",5.89
"505","2009-01-02",5.6
"506","2009-01-05",5.78
"507","2009-01-06",5.9
"508","2009-01-07",5.89
"509","2009-01-08",5.99
"510","2009-01-09",5.83
"511","2009-01-12",5.78
"512","2009-01-13",6.13
"513","2009-01-14",6
"514","2009-01-15",6.15
"515","2009-01-16",6.31
"516","2009-01-20",5.64
"517","2009-01-21",6.13
"518","2009-01-22",5.8
"519","2009-01-23",5.81
"520","2009-01-26",5.81
"521","2009-01-27",6.01
"522","2009-01-28",6.1
"523","2009-01-29",5.61
"524","2009-01-30",5.73
"525","2009-02-02",5.78
"526","2009-02-03",5.76
"527","2009-02-04",5.6
"528","2009-02-05",5.69
"529","2009-02-06",5.99
"530","2009-02-09",5.96
"531","2009-02-10",5.57
"532","2009-02-11",5.78
"533","2009-02-12",5.9
"534","2009-02-13",5.66
"535","2009-02-17",5.79
"536","2009-02-18",5.89
"537","2009-02-19",5.57
"538","2009-02-20",5.69
"539","2009-02-23",5.48
"540","2009-02-24",5.89
"541","2009-02-25",5.75
"542","2009-02-26",5.68
"543","2009-02-27",5.74
"544","2009-03-02",5.37
"545","2009-03-03",5.41
"546","2009-03-04",5.41
"547","2009-03-05",5.21
"548","2009-03-06",5.32
"549","2009-03-09",5.46
"550","2009-03-10",5.79
"551","2009-03-11",5.54
"552","2009-03-12",5.73
"553","2009-03-13",5.83
"554","2009-03-16",5.61
"555","2009-03-17",5.92
"556","2009-03-18",6
"557","2009-03-19",5.63
"558","2009-03-20",5.39
"559","2009-03-23",5.71
"560","2009-03-24",5.5
"561","2009-03-25",5.7
"562","2009-03-26",5.86
"563","2009-03-27",5.71
"564","2009-03-30",5.61
"565","2009-03-31",5.88
"566","2009-04-01",5.84
"567","2009-04-02",5.85
"568","2009-04-03",6.15
"569","2009-04-06",6.1
"570","2009-04-07",5.93
"571","2009-04-08",5.78
"572","2009-04-09",6.08
"573","2009-04-13",5.87
"574","2009-04-14",5.55
"575","2009-04-15",5.9
"576","2009-04-16",5.91
"577","2009-04-17",5.86
"578","2009-04-20",5.52
"579","2009-04-21",5.85
"580","2009-04-22",5.62
"581","2009-04-23",5.73
"582","2009-04-24",5.72
"583","2009-04-27",5.59
"584","2009-04-28",5.62
"585","2009-04-29",5.88
"586","2009-04-30",5.89
"587","2009-05-01",5.87
"588","2009-05-04",6.16
"589","2009-05-05",6.12
"590","2009-05-06",6.32
"591","2009-05-07",6.18
"592","2009-05-08",6.5
"593","2009-05-11",6.27
"594","2009-05-12",6.27
"595","2009-05-13",6.2
"596","2009-05-14",6.39
"597","2009-05-15",6.24
"598","2009-05-18",6.6
"599","2009-05-19",6.38
"600","2009-05-20",6.32
"601","2009-05-21",6.39
"602","2009-05-22",6.26
"603","2009-05-26",6.47
"604","2009-05-27",6.23
"605","2009-05-28",6.24
"606","2009-05-29",6.26
"607","2009-06-01",6.35
"608","2009-06-02",6.64
"609","2009-06-03",6.56
"610","2009-06-04",6.79
"611","2009-06-05",6.64
"612","2009-06-08",6.59
"613","2009-06-09",6.61
"614","2009-06-10",6.34
"615","2009-06-11",6.44
"616","2009-06-12",6.55
"617","2009-06-15",6.45
"618","2009-06-16",6.41
"619","2009-06-17",6.5
"620","2009-06-18",6.57
"621","2009-06-19",6.69
"622","2009-06-22",6.46
"623","2009-06-23",6.55
"624","2009-06-24",6.52
"625","2009-06-25",6.6
"626","2009-06-26",6.78
"627","2009-06-29",6.78
"628","2009-06-30",6.92
"629","2009-07-01",7
"630","2009-07-02",6.82
"631","2009-07-06",7
"632","2009-07-07",6.94
"633","2009-07-08",6.87
"634","2009-07-09",6.6
"635","2009-07-10",6.62
"636","2009-07-13",6.77
"637","2009-07-14",6.8
"638","2009-07-15",6.89
"639","2009-07-16",6.92
"640","2009-07-17",6.93
"641","2009-07-20",7
"642","2009-07-21",7
"643","2009-07-22",6.96
"644","2009-07-23",7.11
"645","2009-07-24",7.1
"646","2009-07-27",7.58
"647","2009-07-28",7.45
"648","2009-07-29",7.1
"649","2009-07-30",7.39
"650","2009-07-31",7.4
"651","2009-08-03",7.53
"652","2009-08-04",7.62
"653","2009-08-05",7.73
"654","2009-08-06",7.6
"655","2009-08-07",7.69
"656","2009-08-10",7.73
"657","2009-08-11",7.53
"658","2009-08-12",7.54
"659","2009-08-13",7.56
"660","2009-08-14",7.56
"661","2009-08-17",7.39
"662","2009-08-18",7.53
"663","2009-08-19",7.57
"664","2009-08-20",7.73
"665","2009-08-21",7.74
"666","2009-08-24",7.71
"667","2009-08-25",7.81
"668","2009-08-26",7.83
"669","2009-08-27",7.84
"670","2009-08-28",7.91
"671","2009-08-31",7.92
"672","2009-09-01",7.67
"673","2009-09-02",7.65
"674","2009-09-03",7.66
"675","2009-09-04",7.65
"676","2009-09-08",7.75
"677","2009-09-09",7.74
"678","2009-09-10",7.81
"679","2009-09-11",7.82
"680","2009-09-14",7.98
"681","2009-09-15",8
"682","2009-09-16",8.15
"683","2009-09-17",8.02
"684","2009-09-18",8.09
"685","2009-09-21",8.04
"686","2009-09-22",8.32
"687","2009-09-23",8.13
"688","2009-09-24",7.88
"689","2009-09-25",7.99
"690","2009-09-28",8.17
"691","2009-09-29",7.91
"692","2009-09-30",7.96
"693","2009-10-01",7.8
"694","2009-10-02",7.9
"695","2009-10-05",8.04
"696","2009-10-06",8.05
"697","2009-10-07",7.89
"698","2009-10-08",7.71
"699","2009-10-09",7.76
"700","2009-10-12",7.76
"701","2009-10-13",7.5
"702","2009-10-14",7.75
"703","2009-10-15",7.6
"704","2009-10-16",7.45
"705","2009-10-19",7.58
"706","2009-10-20",7.49
"707","2009-10-21",7.56
"708","2009-10-22",7.71
"709","2009-10-23",7.69
"710","2009-10-26",7.53
"711","2009-10-27",7.47
"712","2009-10-28",7.2
"713","2009-10-29",7.52
"714","2009-10-30",7.42
"715","2009-11-02",7.44
"716","2009-11-03",7.48
"717","2009-11-04",7.13
"718","2009-11-05",7.37
"719","2009-11-06",7.15
"720","2009-11-09",7.48
"721","2009-11-10",7.52
"722","2009-11-11",7.57
"723","2009-11-12",7.35
"724","2009-11-13",7.34
"725","2009-11-16",7.51
"726","2009-11-17",7.5
"727","2009-11-18",7.55
"728","2009-11-19",7.55
"729","2009-11-20",7.56
"730","2009-11-23",7.53
"731","2009-11-24",7.54
"732","2009-11-25",7.45
"733","2009-11-27",7.32
"734","2009-11-30",7.57
"735","2009-12-01",7.49
"736","2009-12-02",7.52
"737","2009-12-03",7.44
"738","2009-12-04",7.46
"739","2009-12-07",7.4
"740","2009-12-08",7.46
"741","2009-12-09",7.44
"742","2009-12-10",7.5
"743","2009-12-11",7.64
"744","2009-12-14",7.8
"745","2009-12-15",7.66
"746","2009-12-16",7.53
"747","2009-12-17",7.55
"748","2009-12-18",7.45
"749","2009-12-21",7.41
"750","2009-12-22",7.51
"751","2009-12-23",7.58
"752","2009-12-24",7.64
"753","2009-12-28",7.62
"754","2009-12-29",7.38
"755","2009-12-30",7.4
"756","2009-12-31",7.35
"757","2010-01-04",7.42
"758","2010-01-05",7.46
"759","2010-01-06",7.45
"760","2010-01-07",7.44
"761","2010-01-08",7.43
"762","2010-01-11",7.4
"763","2010-01-12",7.31
"764","2010-01-13",7.33
"765","2010-01-14",7.28
"766","2010-01-15",7.2
"767","2010-01-19",7.23
"768","2010-01-20",7.33
"769","2010-01-21",7.27
"770","2010-01-22",7.27
"771","2010-01-25",7.25
"772","2010-01-26",7.24
"773","2010-01-27",7.36
"774","2010-01-28",7.38
"775","2010-01-29",7.36
"776","2010-02-01",7.34
"777","2010-02-02",7.4
"778","2010-02-03",7.41
"779","2010-02-04",7.3
"780","2010-02-05",7.4
"781","2010-02-08",7.32
"782","2010-02-09",7.29
"783","2010-02-10",6.99
"784","2010-02-11",7.09
"785","2010-02-12",7.05
"786","2010-02-16",7.12
"787","2010-02-17",7.11
"788","2010-02-18",7.03
"789","2010-02-19",6.99
"790","2010-02-22",6.98
"791","2010-02-23",6.94
"792","2010-02-24",7.09
"793","2010-02-25",7.1
"794","2010-02-26",7.24
"795","2010-03-01",7.3
"796","2010-03-02",7.31
"797","2010-03-03",7.27
"798","2010-03-04",7.29
"799","2010-03-05",7.32
"800","2010-03-08",7.07
"801","2010-03-09",7.11
"802","2010-03-10",7.23
"803","2010-03-11",7.21
"804","2010-03-12",7.2
"805","2010-03-15",7.11
"806","2010-03-16",7.19
"807","2010-03-17",7.27
"808","2010-03-18",7.32
"809","2010-03-19",7.34
"810","2010-03-22",7.37
"811","2010-03-23",7.3
"812","2010-03-24",7.28
"813","2010-03-25",7.22
"814","2010-03-26",7.28
"815","2010-03-29",7.3
"816","2010-03-30",7.34
"817","2010-03-31",7.36
"818","2010-04-01",7.41
"819","2010-04-05",7.43
"820","2010-04-06",7.48
"821","2010-04-07",7.49
"822","2010-04-08",7.22
"823","2010-04-09",7.24
"824","2010-04-12",7.26
"825","2010-04-13",7.3
"826","2010-04-14",7.35
"827","2010-04-15",7.24
"828","2010-04-16",7.2
"829","2010-04-19",7.24
"830","2010-04-20",7.37
"831","2010-04-21",7.28
"832","2010-04-22",7.31
"833","2010-04-23",7.35
"834","2010-04-26",7.31
"835","2010-04-27",7.25
"836","2010-04-28",7.27
"837","2010-04-29",7.24
"838","2010-04-30",7.11
"839","2010-05-03",7.16
"840","2010-05-04",7.06
"841","2010-05-05",6.98
"842","2010-05-06",6.65
"843","2010-05-07",6.84
"844","2010-05-10",7.13
"845","2010-05-11",7.09
"846","2010-05-12",7.19
"847","2010-05-13",7.15
"848","2010-05-14",7.03
"849","2010-05-17",7.13
"850","2010-05-18",7.04
"851","2010-05-19",7.04
"852","2010-05-20",6.87
"853","2010-05-21",6.99
"854","2010-05-24",6.94
"855","2010-05-25",7
"856","2010-05-26",6.96
"857","2010-05-27",7.28
"858","2010-05-28",7.33
"859","2010-06-01",7.26
"860","2010-06-02",7.45
"861","2010-06-03",7.44
"862","2010-06-04",7.23
"863","2010-06-07",7.34
"864","2010-06-08",7.43
"865","2010-06-09",7.39
"866","2010-06-10",7.5
"867","2010-06-11",7.51
"868","2010-06-14",7.56
"869","2010-06-15",7.6
"870","2010-06-16",7.6
"871","2010-06-17",7.55
"872","2010-06-18",7.58
"873","2010-06-21",7.6
"874","2010-06-22",7.47
"875","2010-06-23",7.48
"876","2010-06-24",7.52
"877","2010-06-25",7.76
"878","2010-06-28",7.63
"879","2010-06-29",7.46
"880","2010-06-30",7.4
"881","2010-07-01",7.19
"882","2010-07-02",7.16
"883","2010-07-06",7.2
"884","2010-07-07",7.49
"885","2010-07-08",7.25
"886","2010-07-09",7.31
"887","2010-07-12",7.29
"888","2010-07-13",7.38
"889","2010-07-14",7.25
"890","2010-07-15",7.29
"891","2010-07-16",7.23
"892","2010-07-19",7.29
"893","2010-07-20",7.38
"894","2010-07-21",7.31
"895","2010-07-22",7.44
"896","2010-07-23",7.58
"897","2010-07-26",7.64
"898","2010-07-27",7.62
"899","2010-07-28",7.46
"900","2010-07-29",7.3
"901","2010-07-30",7.34
"902","2010-08-02",7.34
"903","2010-08-03",7.3
"904","2010-08-04",7.26
"905","2010-08-05",7.25
"906","2010-08-06",7.34
"907","2010-08-09",7.33
"908","2010-08-10",7.31
"909","2010-08-11",7.25
"910","2010-08-12",7.33
"911","2010-08-13",7.26
"912","2010-08-16",7.28
"913","2010-08-17",7.35
"914","2010-08-18",7.31
"915","2010-08-19",7.23
"916","2010-08-20",7.27
"917","2010-08-23",7.28
"918","2010-08-24",7.22
"919","2010-08-25",7.28
"920","2010-08-26",7.29
"921","2010-08-27",7.4
"922","2010-08-30",7.37
"923","2010-08-31",7.37
"924","2010-09-01",7.47
"925","2010-09-02",7.52
"926","2010-09-03",7.55
"927","2010-09-07",7.48
"928","2010-09-08",7.5
"929","2010-09-09",7.59
"930","2010-09-10",7.49
"931","2010-09-13",7.58
"932","2010-09-14",7.58
"933","2010-09-15",7.64
"934","2010-09-16",7.6
"935","2010-09-17",7.66
"936","2010-09-20",7.65
"937","2010-09-21",7.47
"938","2010-09-22",7.49
"939","2010-09-23",7.48
"940","2010-09-24",7.63
"941","2010-09-27",7.62
"942","2010-09-28",7.65
"943","2010-09-29",7.66
"944","2010-09-30",7.63
"945","2010-10-01",7.73
"946","2010-10-04",7.9
"947","2010-10-05",7.96
"948","2010-10-06",7.92
"949","2010-10-07",7.6
"950","2010-10-08",7.65
"951","2010-10-11",7.67
"952","2010-10-12",7.7
"953","2010-10-13",7.69
"954","2010-10-14",7.6
"955","2010-10-15",7.6
"956","2010-10-18",7.73
"957","2010-10-19",7.83
"958","2010-10-20",7.89
"959","2010-10-21",7.94
"960","2010-10-22",7.91
"961","2010-10-25",7.9
"962","2010-10-26",7.92
"963","2010-10-27",7.9
"964","2010-10-28",7.91
"965","2010-10-29",7.91
"966","2010-11-01",7.96
"967","2010-11-02",7.99
"968","2010-11-03",7.95
"969","2010-11-04",8
"970","2010-11-05",8.08
"971","2010-11-08",7.97
"972","2010-11-09",7.97
"973","2010-11-10",8.09
"974","2010-11-11",8.11
"975","2010-11-12",8.1
"976","2010-11-15",8.07
"977","2010-11-16",8.13
"978","2010-11-17",8.15
"979","2010-11-18",8.12
"980","2010-11-19",8.16
"981","2010-11-22",8.2
"982","2010-11-23",8.17
"983","2010-11-24",8.17
"984","2010-11-26",8.13
"985","2010-11-29",8.14
"986","2010-11-30",8.15
"987","2010-12-01",8.23
"988","2010-12-02",8.22
"989","2010-12-03",8.2
"990","2010-12-06",8.19
"991","2010-12-07",8.22
"992","2010-12-08",8.16
"993","2010-12-09",8.21
"994","2010-12-10",8.28
"995","2010-12-13",8.3
"996","2010-12-14",8.28
"997","2010-12-15",8.16
"998","2010-12-16",8.18
"999","2010-12-17",8.17
"1000","2010-12-20",8.17
"1001","2010-12-21",8.17
