"","date","TPL"
"1","2007-01-03",43
"2","2007-01-04",44.200001
"3","2007-01-05",45.598
"4","2007-01-08",44
"5","2007-01-09",43.599998
"6","2007-01-10",42.835999
"7","2007-01-11",43
"8","2007-01-12",42.667999
"9","2007-01-16",44.382
"10","2007-01-17",44
"11","2007-01-18",44.400002
"12","2007-01-19",44.400002
"13","2007-01-22",43.700001
"14","2007-01-23",42.849998
"15","2007-01-24",44.299999
"16","2007-01-25",44.959999
"17","2007-01-26",45.268002
"18","2007-01-29",45.596001
"19","2007-01-30",45.799999
"20","2007-01-31",48.200001
"21","2007-02-01",48
"22","2007-02-02",47.889999
"23","2007-02-05",46.5
"24","2007-02-06",47
"25","2007-02-07",47.599998
"26","2007-02-08",49.099998
"27","2007-02-09",49.598
"28","2007-02-12",48.200001
"29","2007-02-13",48.900002
"30","2007-02-14",48.400002
"31","2007-02-15",48.200001
"32","2007-02-16",47.612
"33","2007-02-20",48.599998
"34","2007-02-21",48
"35","2007-02-22",48.900002
"36","2007-02-23",49.799999
"37","2007-02-26",49.799999
"38","2007-02-27",49
"39","2007-02-28",49.400002
"40","2007-03-01",47.700001
"41","2007-03-02",48
"42","2007-03-05",47.354
"43","2007-03-06",46.599998
"44","2007-03-07",46.200001
"45","2007-03-08",46.400002
"46","2007-03-09",47.200001
"47","2007-03-12",48
"48","2007-03-13",47.799999
"49","2007-03-14",47.400002
"50","2007-03-15",48.400002
"51","2007-03-16",48.599998
"52","2007-03-19",47.900002
"53","2007-03-20",48
"54","2007-03-21",48
"55","2007-03-22",47.799999
"56","2007-03-23",47.108002
"57","2007-03-26",47.400002
"58","2007-03-27",47.400002
"59","2007-03-28",47.700001
"60","2007-03-29",47.799999
"61","2007-03-30",48.5
"62","2007-04-02",48.799999
"63","2007-04-03",49.200001
"64","2007-04-04",49.07
"65","2007-04-05",49.400002
"66","2007-04-09",48.998001
"67","2007-04-10",49
"68","2007-04-11",48.748001
"69","2007-04-12",48.299999
"70","2007-04-13",48.290001
"71","2007-04-16",48
"72","2007-04-17",47.998001
"73","2007-04-18",47.900002
"74","2007-04-19",47.98
"75","2007-04-20",48
"76","2007-04-23",48
"77","2007-04-24",48
"78","2007-04-25",48
"79","2007-04-26",48
"80","2007-04-27",48
"81","2007-04-30",48.799999
"82","2007-05-01",48.91
"83","2007-05-02",48.200001
"84","2007-05-03",47.608002
"85","2007-05-04",48.599998
"86","2007-05-07",49
"87","2007-05-08",48.700001
"88","2007-05-09",47.799999
"89","2007-05-10",47
"90","2007-05-11",47.389999
"91","2007-05-14",47
"92","2007-05-15",46.998001
"93","2007-05-16",46.604
"94","2007-05-17",45.400002
"95","2007-05-18",44.200001
"96","2007-05-21",41.810001
"97","2007-05-22",43.32
"98","2007-05-23",44
"99","2007-05-24",43.990002
"100","2007-05-25",42.209999
"101","2007-05-29",43.495998
"102","2007-05-30",45
"103","2007-05-31",45.900002
"104","2007-06-01",45.299999
"105","2007-06-04",46.93
"106","2007-06-05",46.5
"107","2007-06-06",47
"108","2007-06-07",48
"109","2007-06-08",47.799999
"110","2007-06-11",48
"111","2007-06-12",47.346001
"112","2007-06-13",46.799999
"113","2007-06-14",47
"114","2007-06-15",48.59
"115","2007-06-18",50.5
"116","2007-06-19",52.799999
"117","2007-06-20",54.900002
"118","2007-06-21",56
"119","2007-06-22",56.700001
"120","2007-06-25",58
"121","2007-06-26",57.599998
"122","2007-06-27",58.799999
"123","2007-06-28",60.700001
"124","2007-06-29",61.5
"125","2007-07-02",59.900002
"126","2007-07-03",59.900002
"127","2007-07-05",59.799999
"128","2007-07-06",58.810001
"129","2007-07-09",58.799999
"130","2007-07-10",58.200001
"131","2007-07-11",56.202
"132","2007-07-12",57.200001
"133","2007-07-13",60.5
"134","2007-07-16",59.400002
"135","2007-07-17",60
"136","2007-07-18",59.150002
"137","2007-07-19",60
"138","2007-07-20",59.32
"139","2007-07-23",58.400002
"140","2007-07-24",57.060001
"141","2007-07-25",56.25
"142","2007-07-26",54.799999
"143","2007-07-27",56.5
"144","2007-07-30",60.889999
"145","2007-07-31",60.75
"146","2007-08-01",55.849998
"147","2007-08-02",57.990002
"148","2007-08-03",57.939999
"149","2007-08-06",57.790001
"150","2007-08-07",57.75
"151","2007-08-08",56.849998
"152","2007-08-09",55.849998
"153","2007-08-10",58.990002
"154","2007-08-13",57.25
"155","2007-08-14",58.139999
"156","2007-08-15",58.060001
"157","2007-08-16",51.029999
"158","2007-08-17",48
"159","2007-08-20",49.310001
"160","2007-08-21",52.290001
"161","2007-08-22",52.25
"162","2007-08-23",53.720001
"163","2007-08-24",52.990002
"164","2007-08-27",53.25
"165","2007-08-28",52.830002
"166","2007-08-29",54.5
"167","2007-08-30",54.360001
"168","2007-08-31",57.5
"169","2007-09-04",55
"170","2007-09-05",54.25
"171","2007-09-06",55.25
"172","2007-09-07",53.75
"173","2007-09-10",52.84
"174","2007-09-11",52.220001
"175","2007-09-12",47.279999
"176","2007-09-13",47.25
"177","2007-09-14",47.5
"178","2007-09-17",47.619999
"179","2007-09-18",47.400002
"180","2007-09-19",52.900002
"181","2007-09-20",50
"182","2007-09-21",50.5
"183","2007-09-24",51.5
"184","2007-09-25",52
"185","2007-09-26",52.049999
"186","2007-09-27",51.919998
"187","2007-09-28",52.900002
"188","2007-10-01",52.5
"189","2007-10-02",49.75
"190","2007-10-03",50.73
"191","2007-10-04",50
"192","2007-10-05",50.299999
"193","2007-10-08",50.990002
"194","2007-10-09",51.5
"195","2007-10-10",51
"196","2007-10-11",49.5
"197","2007-10-12",49.119999
"198","2007-10-15",49.799999
"199","2007-10-16",48.5
"200","2007-10-17",48.049999
"201","2007-10-18",48.5
"202","2007-10-19",47.200001
"203","2007-10-22",45.84
"204","2007-10-23",46.310001
"205","2007-10-24",47.330002
"206","2007-10-25",47.279999
"207","2007-10-26",46.709999
"208","2007-10-29",46.099998
"209","2007-10-30",46.900002
"210","2007-10-31",49.59
"211","2007-11-01",50
"212","2007-11-02",50.5
"213","2007-11-05",49.52
"214","2007-11-06",50
"215","2007-11-07",49.709999
"216","2007-11-08",49.25
"217","2007-11-09",48.639999
"218","2007-11-12",49.5
"219","2007-11-13",47
"220","2007-11-14",47.400002
"221","2007-11-15",46.450001
"222","2007-11-16",47.34
"223","2007-11-19",47
"224","2007-11-20",46.470001
"225","2007-11-21",45.5
"226","2007-11-23",46.450001
"227","2007-11-26",45.400002
"228","2007-11-27",45.5
"229","2007-11-28",45.709999
"230","2007-11-29",46.48
"231","2007-11-30",46.200001
"232","2007-12-03",46.25
"233","2007-12-04",46.150002
"234","2007-12-05",45.75
"235","2007-12-06",45.529999
"236","2007-12-07",45.5
"237","2007-12-10",45
"238","2007-12-11",44.5
"239","2007-12-12",42.619999
"240","2007-12-13",42.200001
"241","2007-12-14",41.77
"242","2007-12-17",38.25
"243","2007-12-18",43.450001
"244","2007-12-19",41.860001
"245","2007-12-20",41.860001
"246","2007-12-21",44.490002
"247","2007-12-24",45
"248","2007-12-26",44.75
"249","2007-12-27",44.34
"250","2007-12-28",45.43
"251","2007-12-31",44.75
"252","2008-01-02",43.400002
"253","2008-01-03",43.299999
"254","2008-01-04",42.029999
"255","2008-01-07",40.860001
"256","2008-01-08",42.049999
"257","2008-01-09",42
"258","2008-01-10",42.189999
"259","2008-01-11",40.07
"260","2008-01-14",39.099998
"261","2008-01-15",37.450001
"262","2008-01-16",36.91
"263","2008-01-17",35.450001
"264","2008-01-18",36.880001
"265","2008-01-22",35.25
"266","2008-01-23",36.310001
"267","2008-01-24",36.52
"268","2008-01-25",37.450001
"269","2008-01-28",36.529999
"270","2008-01-29",36.990002
"271","2008-01-30",37.25
"272","2008-01-31",36.400002
"273","2008-02-01",37.98
"274","2008-02-04",36.75
"275","2008-02-05",35.25
"276","2008-02-06",35.23
"277","2008-02-07",35
"278","2008-02-08",34.16
"279","2008-02-11",34.900002
"280","2008-02-12",34.990002
"281","2008-02-13",35.25
"282","2008-02-14",35.52
"283","2008-02-15",34.740002
"284","2008-02-19",34.93
"285","2008-02-20",34.799999
"286","2008-02-21",34.32
"287","2008-02-22",34.369999
"288","2008-02-25",33.939999
"289","2008-02-26",34
"290","2008-02-27",34.139999
"291","2008-02-28",37.400002
"292","2008-02-29",36.700001
"293","2008-03-03",35.950001
"294","2008-03-04",35.5
"295","2008-03-05",34.959999
"296","2008-03-06",34.299999
"297","2008-03-07",35.709999
"298","2008-03-10",34.650002
"299","2008-03-11",35
"300","2008-03-12",34
"301","2008-03-13",33.5
"302","2008-03-14",33.5
"303","2008-03-17",31.25
"304","2008-03-18",35.25
"305","2008-03-19",34.540001
"306","2008-03-20",34.299999
"307","2008-03-24",34.25
"308","2008-03-25",38
"309","2008-03-26",39.740002
"310","2008-03-27",40.349998
"311","2008-03-28",41.09
"312","2008-03-31",41.25
"313","2008-04-01",42
"314","2008-04-02",42.380001
"315","2008-04-03",42.099998
"316","2008-04-04",44.07
"317","2008-04-07",45.150002
"318","2008-04-08",44.25
"319","2008-04-09",42.830002
"320","2008-04-10",43
"321","2008-04-11",42.75
"322","2008-04-14",42.59
"323","2008-04-15",42.700001
"324","2008-04-16",42.93
"325","2008-04-17",44.68
"326","2008-04-18",47.740002
"327","2008-04-21",44.279999
"328","2008-04-22",47.150002
"329","2008-04-23",47.169998
"330","2008-04-24",47
"331","2008-04-25",47
"332","2008-04-28",47.07
"333","2008-04-29",46.810001
"334","2008-04-30",44.009998
"335","2008-05-01",43.810001
"336","2008-05-02",44.630001
"337","2008-05-05",46.919998
"338","2008-05-06",47.25
"339","2008-05-07",46.5
"340","2008-05-08",46.900002
"341","2008-05-09",46.52
"342","2008-05-12",46.630001
"343","2008-05-13",49.34
"344","2008-05-14",49.5
"345","2008-05-15",49.200001
"346","2008-05-16",48.299999
"347","2008-05-19",45.369999
"348","2008-05-20",46.189999
"349","2008-05-21",45
"350","2008-05-22",45.220001
"351","2008-05-23",45.59
"352","2008-05-27",45.169998
"353","2008-05-28",44.669998
"354","2008-05-29",45
"355","2008-05-30",45.52
"356","2008-06-02",45.25
"357","2008-06-03",45.849998
"358","2008-06-04",45.720001
"359","2008-06-05",45.25
"360","2008-06-06",46.25
"361","2008-06-09",45.610001
"362","2008-06-10",45.790001
"363","2008-06-11",45.09
"364","2008-06-12",47.25
"365","2008-06-13",46.860001
"366","2008-06-16",47.380001
"367","2008-06-17",47.220001
"368","2008-06-18",48.639999
"369","2008-06-19",50.110001
"370","2008-06-20",52.779999
"371","2008-06-23",54.75
"372","2008-06-24",53.580002
"373","2008-06-25",54.07
"374","2008-06-26",53.959999
"375","2008-06-27",53.25
"376","2008-06-30",53.25
"377","2008-07-01",52.32
"378","2008-07-02",49.23
"379","2008-07-03",48.5
"380","2008-07-07",45.5
"381","2008-07-08",44.91
"382","2008-07-09",42.5
"383","2008-07-10",42.139999
"384","2008-07-11",42.450001
"385","2008-07-14",42.82
"386","2008-07-15",43.599998
"387","2008-07-16",41.650002
"388","2008-07-17",40.150002
"389","2008-07-18",40
"390","2008-07-21",40.779999
"391","2008-07-22",41.59
"392","2008-07-23",40.099998
"393","2008-07-24",39.509998
"394","2008-07-25",41
"395","2008-07-28",40.349998
"396","2008-07-29",40.049999
"397","2008-07-30",40.650002
"398","2008-07-31",40.25
"399","2008-08-01",42.509998
"400","2008-08-04",42.900002
"401","2008-08-05",40.310001
"402","2008-08-06",40.09
"403","2008-08-07",39.98
"404","2008-08-08",39.830002
"405","2008-08-11",39.98
"406","2008-08-12",40
"407","2008-08-13",39.75
"408","2008-08-14",38.25
"409","2008-08-15",38.25
"410","2008-08-18",38.23
"411","2008-08-19",38.529999
"412","2008-08-20",39.740002
"413","2008-08-21",39.75
"414","2008-08-22",40.040001
"415","2008-08-25",40.91
"416","2008-08-26",41.099998
"417","2008-08-27",42.759998
"418","2008-08-28",43.57
"419","2008-08-29",43.470001
"420","2008-09-02",43.709999
"421","2008-09-03",43.439999
"422","2008-09-04",43.139999
"423","2008-09-05",42.919998
"424","2008-09-08",43.099998
"425","2008-09-09",41.799999
"426","2008-09-10",41.5
"427","2008-09-11",41.540001
"428","2008-09-12",41.060001
"429","2008-09-15",39
"430","2008-09-16",38.599998
"431","2008-09-17",39.5
"432","2008-09-18",38.209999
"433","2008-09-19",39.099998
"434","2008-09-22",38.91
"435","2008-09-23",38.5
"436","2008-09-24",38.439999
"437","2008-09-25",39.75
"438","2008-09-26",39.209999
"439","2008-09-29",37.689999
"440","2008-09-30",37.310001
"441","2008-10-01",37.700001
"442","2008-10-02",37.59
"443","2008-10-03",37.599998
"444","2008-10-06",31.620001
"445","2008-10-07",29.85
"446","2008-10-08",25.610001
"447","2008-10-09",24.75
"448","2008-10-10",23.860001
"449","2008-10-13",31.01
"450","2008-10-14",28.32
"451","2008-10-15",27.4
"452","2008-10-16",29.790001
"453","2008-10-17",32.049999
"454","2008-10-20",34.490002
"455","2008-10-21",35.369999
"456","2008-10-22",32.82
"457","2008-10-23",30.75
"458","2008-10-24",29.17
"459","2008-10-27",27.879999
"460","2008-10-28",28.5
"461","2008-10-29",28
"462","2008-10-30",28.75
"463","2008-10-31",28.08
"464","2008-11-03",28.09
"465","2008-11-04",28.5
"466","2008-11-05",29
"467","2008-11-06",28.17
"468","2008-11-07",27.6
"469","2008-11-10",26.76
"470","2008-11-11",26.82
"471","2008-11-12",24.469999
"472","2008-11-13",24.91
"473","2008-11-14",26.469999
"474","2008-11-17",24.24
"475","2008-11-18",24.5
"476","2008-11-19",22.5
"477","2008-11-20",20
"478","2008-11-21",19.5
"479","2008-11-24",22
"480","2008-11-25",24.33
"481","2008-11-26",23.799999
"482","2008-11-28",21.700001
"483","2008-12-01",20.77
"484","2008-12-02",24.76
"485","2008-12-03",23.57
"486","2008-12-04",23
"487","2008-12-05",23.01
"488","2008-12-08",23.65
"489","2008-12-09",23.65
"490","2008-12-10",23.5
"491","2008-12-11",23.5
"492","2008-12-12",23.75
"493","2008-12-15",23.059999
"494","2008-12-16",24
"495","2008-12-17",22.209999
"496","2008-12-18",23.450001
"497","2008-12-19",25.35
"498","2008-12-22",26.85
"499","2008-12-23",25.1
"500","2008-12-24",25.25
"501","2008-12-26",24.35
"502","2008-12-29",22.799999
"503","2008-12-30",23.51
"504","2008-12-31",23.1
"505","2009-01-02",24.690001
"506","2009-01-05",26.5
"507","2009-01-06",30
"508","2009-01-07",28
"509","2009-01-08",28.389999
"510","2009-01-09",28.719999
"511","2009-01-12",27
"512","2009-01-13",27.049999
"513","2009-01-14",27.75
"514","2009-01-15",26.969999
"515","2009-01-16",26.26
"516","2009-01-20",25.15
"517","2009-01-21",25.75
"518","2009-01-22",24.57
"519","2009-01-23",24.700001
"520","2009-01-26",26.01
"521","2009-01-27",26.280001
"522","2009-01-28",25.75
"523","2009-01-29",24.610001
"524","2009-01-30",23.5
"525","2009-02-02",25.15
"526","2009-02-03",25.1
"527","2009-02-04",24.309999
"528","2009-02-05",25.65
"529","2009-02-06",26.290001
"530","2009-02-09",25.23
"531","2009-02-10",24.07
"532","2009-02-11",24.17
"533","2009-02-12",23.6
"534","2009-02-13",22.65
"535","2009-02-17",22.33
"536","2009-02-18",22.25
"537","2009-02-19",22.200001
"538","2009-02-20",22.799999
"539","2009-02-23",22.200001
"540","2009-02-24",22.200001
"541","2009-02-25",23.059999
"542","2009-02-26",22.16
"543","2009-02-27",21.389999
"544","2009-03-02",19
"545","2009-03-03",18.450001
"546","2009-03-04",20
"547","2009-03-05",18.77
"548","2009-03-06",18.25
"549","2009-03-09",16.49
"550","2009-03-10",18.219999
"551","2009-03-11",18.48
"552","2009-03-12",19.48
"553","2009-03-13",19.299999
"554","2009-03-16",19.860001
"555","2009-03-17",19.950001
"556","2009-03-18",20.5
"557","2009-03-19",22.5
