"","date","BANF"
"1","2007-01-03",26.985001
"2","2007-01-04",27.01
"3","2007-01-05",26.01
"4","2007-01-08",26.389999
"5","2007-01-09",26.379999
"6","2007-01-10",26.27
"7","2007-01-11",26.549999
"8","2007-01-12",26.635
"9","2007-01-16",26.4
"10","2007-01-17",26.25
"11","2007-01-18",25.815001
"12","2007-01-19",26.57
"13","2007-01-22",26.5
"14","2007-01-23",26.690001
"15","2007-01-24",26.440001
"16","2007-01-25",24.85
"17","2007-01-26",24.584999
"18","2007-01-29",24.565001
"19","2007-01-30",24.59
"20","2007-01-31",24.334999
"21","2007-02-01",24.389999
"22","2007-02-02",24.635
"23","2007-02-05",24.459999
"24","2007-02-06",24.535
"25","2007-02-07",25.014999
"26","2007-02-08",24.68
"27","2007-02-09",23.92
"28","2007-02-12",24.280001
"29","2007-02-13",24.76
"30","2007-02-14",24.684999
"31","2007-02-15",24.584999
"32","2007-02-16",24.895
"33","2007-02-20",25.235001
"34","2007-02-21",25.219999
"35","2007-02-22",25.24
"36","2007-02-23",24.875
"37","2007-02-26",24.35
"38","2007-02-27",23.684999
"39","2007-02-28",23.475
"40","2007-03-01",23.49
"41","2007-03-02",22.77
"42","2007-03-05",22.18
"43","2007-03-06",23.200001
"44","2007-03-07",22.77
"45","2007-03-08",22.799999
"46","2007-03-09",23.174999
"47","2007-03-12",23.165001
"48","2007-03-13",22.465
"49","2007-03-14",22.85
"50","2007-03-15",23.02
"51","2007-03-16",22.725
"52","2007-03-19",22.959999
"53","2007-03-20",23.360001
"54","2007-03-21",24.08
"55","2007-03-22",24.115
"56","2007-03-23",23.975
"57","2007-03-26",23.950001
"58","2007-03-27",23.315001
"59","2007-03-28",22.965
"60","2007-03-29",23.01
"61","2007-03-30",23.174999
"62","2007-04-02",23.195
"63","2007-04-03",23.75
"64","2007-04-04",23.225
"65","2007-04-05",23.07
"66","2007-04-09",22.84
"67","2007-04-10",22.735001
"68","2007-04-11",22.094999
"69","2007-04-12",22.504999
"70","2007-04-13",22.969999
"71","2007-04-16",23.469999
"72","2007-04-17",23.25
"73","2007-04-18",23.385
"74","2007-04-19",23.129999
"75","2007-04-20",22.57
"76","2007-04-23",22.26
"77","2007-04-24",22.565001
"78","2007-04-25",22.860001
"79","2007-04-26",22.545
"80","2007-04-27",22.235001
"81","2007-04-30",21.405001
"82","2007-05-01",21.754999
"83","2007-05-02",21.764999
"84","2007-05-03",21.870001
"85","2007-05-04",21.98
"86","2007-05-07",21.969999
"87","2007-05-08",21.639999
"88","2007-05-09",21.92
"89","2007-05-10",21.295
"90","2007-05-11",21.93
"91","2007-05-14",21.575001
"92","2007-05-15",21.525
"93","2007-05-16",21.860001
"94","2007-05-17",21.5
"95","2007-05-18",21.504999
"96","2007-05-21",21.775
"97","2007-05-22",22.125
"98","2007-05-23",22.129999
"99","2007-05-24",21.559999
"100","2007-05-25",21.575001
"101","2007-05-29",21.74
"102","2007-05-30",21.924999
"103","2007-05-31",21.584999
"104","2007-06-01",21.705
"105","2007-06-04",21.924999
"106","2007-06-05",21.545
"107","2007-06-06",21.48
"108","2007-06-07",21.375
"109","2007-06-08",21.684999
"110","2007-06-11",21.530001
"111","2007-06-12",21.309999
"112","2007-06-13",21.700001
"113","2007-06-14",21.84
"114","2007-06-15",22.16
"115","2007-06-18",21.99
"116","2007-06-19",22.379999
"117","2007-06-20",21.73
"118","2007-06-21",21.799999
"119","2007-06-22",21.285
"120","2007-06-25",21.110001
"121","2007-06-26",21.09
"122","2007-06-27",21.565001
"123","2007-06-28",21.65
"124","2007-06-29",21.41
"125","2007-07-02",21.74
"126","2007-07-03",21.905001
"127","2007-07-05",22.035
"128","2007-07-06",21.860001
"129","2007-07-09",22.004999
"130","2007-07-10",21.43
"131","2007-07-11",21.059999
"132","2007-07-12",21.725
"133","2007-07-13",21.4
"134","2007-07-16",21.049999
"135","2007-07-17",21.155001
"136","2007-07-18",21.1
"137","2007-07-19",20.76
"138","2007-07-20",20.35
"139","2007-07-23",20.440001
"140","2007-07-24",19.799999
"141","2007-07-25",20.639999
"142","2007-07-26",20.764999
"143","2007-07-27",20.73
"144","2007-07-30",20.485001
"145","2007-07-31",20.205
"146","2007-08-01",20.295
"147","2007-08-02",20.684999
"148","2007-08-03",19.65
"149","2007-08-06",20.34
"150","2007-08-07",20.190001
"151","2007-08-08",20.594999
"152","2007-08-09",19.985001
"153","2007-08-10",21.290001
"154","2007-08-13",21.219999
"155","2007-08-14",20.605
"156","2007-08-15",20.52
"157","2007-08-16",22.615
"158","2007-08-17",23.735001
"159","2007-08-20",23.200001
"160","2007-08-21",23.014999
"161","2007-08-22",23
"162","2007-08-23",22.865
"163","2007-08-24",23
"164","2007-08-27",22.690001
"165","2007-08-28",21.535
"166","2007-08-29",22.504999
"167","2007-08-30",22.290001
"168","2007-08-31",22.545
"169","2007-09-04",22.365
"170","2007-09-05",21.780001
"171","2007-09-06",21.834999
"172","2007-09-07",21.424999
"173","2007-09-10",21.555
"174","2007-09-11",22.245001
"175","2007-09-12",22.055
"176","2007-09-13",21.855
"177","2007-09-14",22.790001
"178","2007-09-17",22.594999
"179","2007-09-18",24
"180","2007-09-19",24.305
"181","2007-09-20",23.83
"182","2007-09-21",23.629999
"183","2007-09-24",23.055
"184","2007-09-25",22.885
"185","2007-09-26",23.049999
"186","2007-09-27",23.004999
"187","2007-09-28",22.434999
"188","2007-10-01",23.049999
"189","2007-10-02",23.5
"190","2007-10-03",23.115
"191","2007-10-04",23.365
"192","2007-10-05",23.51
"193","2007-10-08",23.295
"194","2007-10-09",23.174999
"195","2007-10-10",23.219999
"196","2007-10-11",22.74
"197","2007-10-12",23.190001
"198","2007-10-15",22.67
"199","2007-10-16",22.094999
"200","2007-10-17",22.594999
"201","2007-10-18",22.525
"202","2007-10-19",21.559999
"203","2007-10-22",21.875
"204","2007-10-23",21.775
"205","2007-10-24",21.735001
"206","2007-10-25",21.434999
"207","2007-10-26",22.42
"208","2007-10-29",23.045
"209","2007-10-30",22.575001
"210","2007-10-31",22.719999
"211","2007-11-01",21.17
"212","2007-11-02",21.135
"213","2007-11-05",20.895
"214","2007-11-06",21.955
"215","2007-11-07",21.23
"216","2007-11-08",21.799999
"217","2007-11-09",22.16
"218","2007-11-12",22.525
"219","2007-11-13",23.15
"220","2007-11-14",23.375
"221","2007-11-15",23.01
"222","2007-11-16",22.950001
"223","2007-11-19",22.5
"224","2007-11-20",22.6
"225","2007-11-21",22.745001
"226","2007-11-23",23.385
"227","2007-11-26",21.934999
"228","2007-11-27",22.870001
"229","2007-11-28",23.969999
"230","2007-11-29",23.74
"231","2007-11-30",23.379999
"232","2007-12-03",23.219999
"233","2007-12-04",23.115
"234","2007-12-05",23.434999
"235","2007-12-06",23.555
"236","2007-12-07",23.785
"237","2007-12-10",23.844999
"238","2007-12-11",22.66
"239","2007-12-12",22.290001
"240","2007-12-13",22.665001
"241","2007-12-14",21.915001
"242","2007-12-17",21.295
"243","2007-12-18",22.15
"244","2007-12-19",22.155001
"245","2007-12-20",22.35
"246","2007-12-21",23.24
"247","2007-12-24",23.33
"248","2007-12-26",23.6
"249","2007-12-27",22.115
"250","2007-12-28",21.68
"251","2007-12-31",21.424999
"252","2008-01-02",21.15
"253","2008-01-03",20.965
"254","2008-01-04",20.535
"255","2008-01-07",20.915001
"256","2008-01-08",20.32
"257","2008-01-09",20.715
"258","2008-01-10",21.110001
"259","2008-01-11",20.51
"260","2008-01-14",21.02
"261","2008-01-15",21.334999
"262","2008-01-16",21.615
"263","2008-01-17",20.844999
"264","2008-01-18",20.73
"265","2008-01-22",21.129999
"266","2008-01-23",22.389999
"267","2008-01-24",22.145
"268","2008-01-25",22.42
"269","2008-01-28",22.58
"270","2008-01-29",22.01
"271","2008-01-30",21.834999
"272","2008-01-31",22.514999
"273","2008-02-01",22.790001
"274","2008-02-04",21.735001
"275","2008-02-05",21.325001
"276","2008-02-06",21.355
"277","2008-02-07",21.805
"278","2008-02-08",21.610001
"279","2008-02-11",21.379999
"280","2008-02-12",21.719999
"281","2008-02-13",22.09
"282","2008-02-14",21.584999
"283","2008-02-15",21.615
"284","2008-02-19",21.674999
"285","2008-02-20",21.915001
"286","2008-02-21",21.775
"287","2008-02-22",21.9
"288","2008-02-25",22.434999
"289","2008-02-26",22.285
"290","2008-02-27",22.235001
"291","2008-02-28",21.555
"292","2008-02-29",21.065001
"293","2008-03-03",20.459999
"294","2008-03-04",20.375
"295","2008-03-05",20.475
