"","date","BROG"
"1","2018-07-13",9.53
"2","2018-07-16",9.56
"3","2018-07-17",9.54
"4","2018-07-18",9.55
"5","2018-07-19",9.54
"6","2018-07-20",9.54
"7","2018-07-23",9.54
"8","2018-07-24",9.57
"9","2018-07-25",9.56
"10","2018-07-26",9.55
"11","2018-07-27",9.55
"12","2018-07-30",9.568
"13","2018-07-31",9.58
"14","2018-08-01",9.57
"15","2018-08-02",9.57
"16","2018-08-03",9.635
"17","2018-08-06",9.74
"18","2018-08-07",9.74
"19","2018-08-08",9.6
"20","2018-08-09",9.61
"21","2018-08-10",9.61
"22","2018-08-13",9.635
"23","2018-08-14",9.59
"24","2018-08-15",9.55
"25","2018-08-16",9.55
"26","2018-08-17",9.55
"27","2018-08-20",9.52
"28","2018-08-21",9.56
"29","2018-08-22",9.568
"30","2018-08-23",9.568
"31","2018-08-24",9.568
"32","2018-08-27",9.568
"33","2018-08-28",9.585
"34","2018-08-29",9.57
"35","2018-08-30",9.57
"36","2018-08-31",9.57
"37","2018-09-04",9.57
"38","2018-09-05",9.57
"39","2018-09-06",9.57
"40","2018-09-07",9.59
"41","2018-09-10",9.6
"42","2018-09-11",9.58
"43","2018-09-12",9.58
"44","2018-09-13",9.58
"45","2018-09-14",9.58
"46","2018-09-17",9.58
"47","2018-09-18",9.57
"48","2018-09-19",9.57
"49","2018-09-20",9.57
"50","2018-09-21",9.58
"51","2018-09-24",9.58
"52","2018-09-25",9.58
"53","2018-09-26",9.58
"54","2018-09-27",9.6
"55","2018-09-28",9.6
"56","2018-10-01",9.6
"57","2018-10-02",9.6
"58","2018-10-03",9.6
"59","2018-10-04",9.6
"60","2018-10-05",9.6
"61","2018-10-08",9.62
"62","2018-10-09",9.63
"63","2018-10-10",9.63
"64","2018-10-11",9.63
"65","2018-10-12",9.63
"66","2018-10-15",9.63
"67","2018-10-16",9.63
"68","2018-10-17",9.63
"69","2018-10-18",9.63
"70","2018-10-19",9.63
"71","2018-10-22",9.63
"72","2018-10-23",9.63
"73","2018-10-24",9.63
"74","2018-10-25",9.63
"75","2018-10-26",9.63
"76","2018-10-29",9.63
"77","2018-10-30",9.63
"78","2018-10-31",9.74
"79","2018-11-01",9.74
"80","2018-11-02",9.74
"81","2018-11-05",9.74
"82","2018-11-06",9.74
"83","2018-11-07",9.74
"84","2018-11-08",9.75
"85","2018-11-09",9.75
"86","2018-11-12",9.75
"87","2018-11-13",9.75
"88","2018-11-14",9.75
"89","2018-11-15",9.78
"90","2018-11-16",9.78
"91","2018-11-19",9.78
"92","2018-11-20",9.78
"93","2018-11-21",9.78
"94","2018-11-23",9.78
"95","2018-11-26",9.8
"96","2018-11-27",9.8
"97","2018-11-28",9.8
"98","2018-11-29",9.77
"99","2018-11-30",9.78
"100","2018-12-03",9.78
"101","2018-12-04",9.78
"102","2018-12-06",9.78
"103","2018-12-07",9.78
"104","2018-12-10",9.78
"105","2018-12-11",9.78
"106","2018-12-12",9.8
"107","2018-12-13",9.8
"108","2018-12-14",9.8
"109","2018-12-17",9.8
"110","2018-12-18",9.9
"111","2018-12-19",9.9
"112","2018-12-20",9.88
"113","2018-12-21",9.88
"114","2018-12-24",9.88
"115","2018-12-26",9.9
"116","2018-12-27",9.9
"117","2018-12-28",9.8
"118","2018-12-31",9.82
"119","2019-01-02",9.82
"120","2019-01-03",9.82
"121","2019-01-04",9.82
"122","2019-01-07",9.82
"123","2019-01-08",9.82
"124","2019-01-09",9.85
"125","2019-01-10",9.87
"126","2019-01-11",9.86
"127","2019-01-14",9.86
"128","2019-01-15",9.86
"129","2019-01-16",9.86
"130","2019-01-17",9.88
"131","2019-01-18",9.89
"132","2019-01-22",9.89
"133","2019-01-23",9.89
"134","2019-01-24",9.89
"135","2019-01-25",9.89
"136","2019-01-28",9.94
"137","2019-01-29",9.94
"138","2019-01-30",9.98
"139","2019-01-31",9.97
"140","2019-02-01",9.97
"141","2019-02-04",9.97
"142","2019-02-05",9.931
"143","2019-02-06",9.931
"144","2019-02-07",9.931
"145","2019-02-08",9.94
"146","2019-02-11",9.94
"147","2019-02-12",9.94
"148","2019-02-13",9.93
"149","2019-02-14",9.95
"150","2019-02-15",9.94
"151","2019-02-19",9.94
"152","2019-02-20",9.94
"153","2019-02-21",9.95
"154","2019-02-22",9.94
"155","2019-02-25",9.96
"156","2019-02-26",9.95
"157","2019-02-27",9.96
"158","2019-02-28",9.96
"159","2019-03-01",9.98
"160","2019-03-04",9.99
"161","2019-03-05",9.97
"162","2019-03-06",10.01
"163","2019-03-07",10.01
"164","2019-03-08",10
"165","2019-03-11",10
"166","2019-03-12",9.97
"167","2019-03-13",9.97
"168","2019-03-14",10
"169","2019-03-15",10
"170","2019-03-18",10
"171","2019-03-19",10.01
"172","2019-03-20",10
"173","2019-03-21",10.01
"174","2019-03-22",10.02
"175","2019-03-25",10.02
"176","2019-03-26",10.02
"177","2019-03-27",10.02
"178","2019-03-28",10.02
"179","2019-03-29",10.02
"180","2019-04-01",10.02
"181","2019-04-02",10.02
"182","2019-04-03",10.02
"183","2019-04-04",10.02
"184","2019-04-05",10.02
"185","2019-04-08",9.99
"186","2019-04-09",9.98
"187","2019-04-10",9.98
"188","2019-04-11",9.98
"189","2019-04-12",10.06
"190","2019-04-15",10.06
"191","2019-04-16",10.1
"192","2019-04-17",10.095
"193","2019-04-18",10.07
"194","2019-04-22",10.08
"195","2019-04-23",10.09
"196","2019-04-24",10.09
"197","2019-04-25",10.08
"198","2019-04-26",10.08
"199","2019-04-29",10.08
"200","2019-04-30",10.09
"201","2019-05-01",10.08
"202","2019-05-02",10.08
"203","2019-05-03",10.08
"204","2019-05-06",10.09
"205","2019-05-07",10.09
"206","2019-05-08",10.1
"207","2019-05-09",10.1
"208","2019-05-10",10.05
"209","2019-05-13",10.05
"210","2019-05-14",10.075
"211","2019-05-15",10.1
"212","2019-05-16",10.08
"213","2019-05-17",10.1
"214","2019-05-20",10.1
"215","2019-05-21",10.1
"216","2019-05-22",10.1
"217","2019-05-23",10.1
"218","2019-05-24",10.1
"219","2019-05-28",10.12
"220","2019-05-29",10.12
"221","2019-05-30",10.12
"222","2019-05-31",10.12
"223","2019-06-03",10.12
"224","2019-06-04",10.13
"225","2019-06-05",10.13
"226","2019-06-06",10.13
"227","2019-06-07",10.13
"228","2019-06-10",10.13
"229","2019-06-11",10.13
"230","2019-06-12",10.13
"231","2019-06-13",10.13
"232","2019-06-14",10.13
"233","2019-06-17",10.13
"234","2019-06-18",10.14
"235","2019-06-19",10.15
"236","2019-06-20",10.14
"237","2019-06-21",10.16
"238","2019-06-24",10.15
"239","2019-06-25",10.15
"240","2019-06-26",10.16
"241","2019-06-27",10.15
"242","2019-06-28",10.15
"243","2019-07-01",10.15
"244","2019-07-02",10.15
"245","2019-07-03",10.15
"246","2019-07-05",10.16
"247","2019-07-08",10.16
"248","2019-07-09",10.161
"249","2019-07-10",10.15
"250","2019-07-11",10.17
"251","2019-07-12",10.19
"252","2019-07-15",10.19
"253","2019-07-16",10.19
"254","2019-07-17",10.19
"255","2019-07-18",10.19
"256","2019-07-19",10.19
"257","2019-07-22",10.19
"258","2019-07-23",10.19
"259","2019-07-24",10.19
"260","2019-07-25",10.21
"261","2019-07-26",10.21
"262","2019-07-29",10.21
"263","2019-07-30",10.2
"264","2019-07-31",10.19
"265","2019-08-01",10.19
"266","2019-08-02",10.19
"267","2019-08-05",10.19
"268","2019-08-06",10.19
"269","2019-08-07",10.19
"270","2019-08-08",10.15
"271","2019-08-09",10.17
"272","2019-08-12",10.22
"273","2019-08-13",10.22
"274","2019-08-14",10.19
"275","2019-08-15",10.19
"276","2019-08-16",10.19
"277","2019-08-19",10.19
"278","2019-08-20",10.19
"279","2019-08-21",10.19
"280","2019-08-22",10.21
"281","2019-08-23",10.2
"282","2019-08-26",10.21
"283","2019-08-27",10.21
"284","2019-08-28",10.2
"285","2019-08-29",10.2
"286","2019-08-30",10.22
"287","2019-09-03",10.22
"288","2019-09-04",10.22
"289","2019-09-05",10.21
"290","2019-09-06",10.21
"291","2019-09-09",10.21
"292","2019-09-10",10.21
"293","2019-09-11",10.22
"294","2019-09-12",10.22
"295","2019-09-13",10.22
"296","2019-09-16",10.22
"297","2019-09-17",10.22
"298","2019-09-18",10.2
"299","2019-09-19",10.22
"300","2019-09-20",10.21
"301","2019-09-23",10.23
"302","2019-09-24",10.23
"303","2019-09-25",10.24
"304","2019-09-26",10.24
"305","2019-09-27",10.22
"306","2019-09-30",10.24
"307","2019-10-01",10.23
"308","2019-10-02",10.23
"309","2019-10-03",10.23
"310","2019-10-04",10.2
"311","2019-10-07",10.23
"312","2019-10-08",10.23
"313","2019-10-09",10.23
"314","2019-10-10",10.23
"315","2019-10-11",10.219
"316","2019-10-14",10.219
"317","2019-10-15",10.23
"318","2019-10-16",10.22
"319","2019-10-17",10.22
"320","2019-10-18",10.24
"321","2019-10-21",10.22
"322","2019-10-22",10.29
"323","2019-10-23",10.25
"324","2019-10-24",10.28
"325","2019-10-25",10.25
"326","2019-10-28",10.25
"327","2019-10-29",10.25
"328","2019-10-30",10.25
"329","2019-10-31",10.25
"330","2019-11-01",10.25
"331","2019-11-04",10.25
"332","2019-11-05",10.25
"333","2019-11-06",10.27
"334","2019-11-07",10.26
"335","2019-11-08",10.26
"336","2019-11-11",10.26
"337","2019-11-12",10.26
"338","2019-11-13",10.262
"339","2019-11-14",10.29
"340","2019-11-15",10.29
"341","2019-11-18",10.28
