"","date","ACET"
"1","2018-01-26",118.160004
"2","2018-01-29",113.610001
"3","2018-01-30",110.18
"4","2018-01-31",113.540001
"5","2018-02-01",117.25
"6","2018-02-02",119.279999
"7","2018-02-05",118.580002
"8","2018-02-06",112.559998
"9","2018-02-07",113.540001
"10","2018-02-08",115.5
"11","2018-02-09",119
"12","2018-02-12",126.699997
"13","2018-02-13",127.75
"14","2018-02-14",126.629997
"15","2018-02-15",127.540001
"16","2018-02-16",131.320007
"17","2018-02-20",136.5
"18","2018-02-21",137.830002
"19","2018-02-22",137.550003
"20","2018-02-23",145.949997
"21","2018-02-26",144.199997
"22","2018-02-27",138.25
"23","2018-02-28",136.5
"24","2018-03-01",128.589996
"25","2018-03-02",124.110001
"26","2018-03-05",123.410004
"27","2018-03-06",120.400002
"28","2018-03-07",119.07
"29","2018-03-08",113.260002
"30","2018-03-09",111.300003
"31","2018-03-12",111.300003
"32","2018-03-13",108.150002
"33","2018-03-14",105.559998
"34","2018-03-15",104.440002
"35","2018-03-16",104.650002
"36","2018-03-19",105.489998
"37","2018-03-20",104.160004
"38","2018-03-21",102.900002
"39","2018-03-22",92.260002
"40","2018-03-23",82.459999
"41","2018-03-26",76.650002
"42","2018-03-27",78.68
"43","2018-03-28",73.919998
"44","2018-03-29",67.059998
"45","2018-04-02",59.990002
"46","2018-04-03",61.950001
"47","2018-04-04",61.529999
"48","2018-04-05",66.989998
"49","2018-04-06",59.43
"50","2018-04-09",56.209999
"51","2018-04-10",65.660004
"52","2018-04-11",66.5
"53","2018-04-12",64.260002
"54","2018-04-13",62.790001
"55","2018-04-16",60.060001
"56","2018-04-17",58.869999
"57","2018-04-18",63.630001
"58","2018-04-19",61.529999
"59","2018-04-20",61.389999
"60","2018-04-23",62.439999
"61","2018-04-24",59.709999
"62","2018-04-25",59.990002
"63","2018-04-26",60.41
"64","2018-04-27",62.23
"65","2018-04-30",63
"66","2018-05-01",67.620003
"67","2018-05-02",71.260002
"68","2018-05-03",68.25
"69","2018-05-04",67.129997
"70","2018-05-07",68.040001
"71","2018-05-08",67.550003
"72","2018-05-09",75.949997
"73","2018-05-10",78.610001
"74","2018-05-11",83.720001
"75","2018-05-14",79.589996
"76","2018-05-15",79.800003
"77","2018-05-16",70.945
"78","2018-05-17",64.260002
"79","2018-05-18",64.68
"80","2018-05-21",61.529999
"81","2018-05-22",61.25
"82","2018-05-23",63.91
"83","2018-05-24",63.209999
"84","2018-05-25",63.98
"85","2018-05-29",67.199997
"86","2018-05-30",68.529999
"87","2018-05-31",68.529999
"88","2018-06-01",69.370003
"89","2018-06-04",68.599998
"90","2018-06-05",69.370003
"91","2018-06-06",69.019997
"92","2018-06-07",67.690002
"93","2018-06-08",68.599998
"94","2018-06-11",70.980003
"95","2018-06-12",71.400002
"96","2018-06-13",73.779999
"97","2018-06-14",76.019997
"98","2018-06-15",83.790001
"99","2018-06-18",78.610001
"100","2018-06-19",76.790001
"101","2018-06-20",76.019997
"102","2018-06-21",73.709999
"103","2018-06-22",69.089996
"104","2018-06-25",67.339996
"105","2018-06-26",65.309998
"106","2018-06-27",60.060001
"107","2018-06-28",63
"108","2018-06-29",64.050003
"109","2018-07-02",63.209999
"110","2018-07-03",63.07
"111","2018-07-05",62.299999
"112","2018-07-06",62.509998
"113","2018-07-09",60.060001
"114","2018-07-10",58.66
"115","2018-07-11",65.099998
"116","2018-07-12",63.91
"117","2018-07-13",64.050003
"118","2018-07-16",62.650002
"119","2018-07-17",60.689999
"120","2018-07-18",60.549999
"121","2018-07-19",61.040001
"122","2018-07-20",61.040001
"123","2018-07-23",63.07
"124","2018-07-24",63.07
"125","2018-07-25",94.290001
"126","2018-07-26",90.300003
"127","2018-07-27",101.989998
"128","2018-07-30",105.07
"129","2018-07-31",107.730003
"130","2018-08-01",92.68
"131","2018-08-02",95.620003
"132","2018-08-03",86.169998
"133","2018-08-06",83.019997
"134","2018-08-07",82.389999
"135","2018-08-08",83.580002
"136","2018-08-09",79.309998
"137","2018-08-10",79.239998
"138","2018-08-13",79.589996
"139","2018-08-14",72.940002
"140","2018-08-15",70.419998
"141","2018-08-16",72.309998
"142","2018-08-17",74.269997
"143","2018-08-20",71.68
"144","2018-08-21",74.900002
"145","2018-08-22",74.900002
"146","2018-08-23",71.400002
"147","2018-08-24",70
"148","2018-08-27",74.339996
"149","2018-08-28",74.970001
"150","2018-08-29",76.230003
"151","2018-08-30",80.779999
"152","2018-08-31",82.809998
"153","2018-09-04",93.449997
"154","2018-09-05",85.190002
"155","2018-09-06",80.57
"156","2018-09-07",82.389999
"157","2018-09-10",85.959999
"158","2018-09-11",85.540001
"159","2018-09-12",89.529999
"160","2018-09-13",90.300003
"161","2018-09-14",95.620003
"162","2018-09-17",97.580002
"163","2018-09-18",99.330002
"164","2018-09-19",98.419998
"165","2018-09-20",105.839996
"166","2018-09-21",105.279999
"167","2018-09-24",109.339996
"168","2018-09-25",109.970001
"169","2018-09-26",110.599998
"170","2018-09-27",106.540001
"171","2018-09-28",105.980003
"172","2018-10-01",97.650002
"173","2018-10-02",93.449997
"174","2018-10-03",95.059998
"175","2018-10-04",101.290001
"176","2018-10-05",94.57
"177","2018-10-08",89.529999
"178","2018-10-09",87.150002
"179","2018-10-10",79.940002
"180","2018-10-11",77.699997
"181","2018-10-12",79.449997
"182","2018-10-15",78.959999
"183","2018-10-16",87.220001
"184","2018-10-17",88.690002
"185","2018-10-18",84.699997
"186","2018-10-19",83.370003
"187","2018-10-22",77.209999
"188","2018-10-23",80.5
"189","2018-10-24",78.400002
"190","2018-10-25",80.5
"191","2018-10-26",81.760002
"192","2018-10-29",76.300003
"193","2018-10-30",78.190002
"194","2018-10-31",77.419998
"195","2018-11-01",82.110001
"196","2018-11-02",79.870003
"197","2018-11-05",82.739998
"198","2018-11-06",83.93
"199","2018-11-07",83.370003
"200","2018-11-08",85.260002
"201","2018-11-09",79.519997
"202","2018-11-12",79.099998
"203","2018-11-13",77.279999
"204","2018-11-14",82.110001
"205","2018-11-15",88.970001
"206","2018-11-16",92.050003
"207","2018-11-19",87.779999
"208","2018-11-20",85.470001
"209","2018-11-21",88.059998
"210","2018-11-23",90.790001
"211","2018-11-26",94.290001
"212","2018-11-27",93.589996
"213","2018-11-28",93.940002
"214","2018-11-29",91.910004
"215","2018-11-30",91.419998
"216","2018-12-03",91.279999
"217","2018-12-04",82.809998
"218","2018-12-06",88.129997
"219","2018-12-07",84.419998
"220","2018-12-10",88.199997
"221","2018-12-11",88.410004
"222","2018-12-12",91.980003
"223","2018-12-13",93.800003
"224","2018-12-14",86.239998
"225","2018-12-17",75.949997
"226","2018-12-18",70.419998
"227","2018-12-19",67.339996
"228","2018-12-20",63
"229","2018-12-21",56.209999
"230","2018-12-24",56.279999
"231","2018-12-26",55.790001
"232","2018-12-27",59.919998
"233","2018-12-28",61.599998
"234","2018-12-31",60.34
"235","2019-01-02",62.299999
"236","2019-01-03",58.029999
"237","2019-01-04",61.459999
"238","2019-01-07",62.369999
"239","2019-01-08",59.360001
"240","2019-01-09",60.549999
"241","2019-01-10",57.959999
"242","2019-01-11",56.91
"243","2019-01-14",56.139999
"244","2019-01-15",56.560001
"245","2019-01-16",56.630001
"246","2019-01-17",56.349998
"247","2019-01-18",60.41
"248","2019-01-22",58.169998
"249","2019-01-23",57.75
"250","2019-01-24",55.02
"251","2019-01-25",57.959999
"252","2019-01-28",59.43
"253","2019-01-29",57.189999
"254","2019-01-30",62.369999
"255","2019-01-31",62.16
"256","2019-02-01",60.34
"257","2019-02-04",56.07
"258","2019-02-05",54.529999
"259","2019-02-06",54.32
"260","2019-02-07",58.52
"261","2019-02-08",59.290001
"262","2019-02-11",56.560001
"263","2019-02-12",56.419998
"264","2019-02-13",58.73
"265","2019-02-14",55.860001
"266","2019-02-15",56.139999
"267","2019-02-19",58.240002
"268","2019-02-20",56.209999
"269","2019-02-21",56.209999
"270","2019-02-22",56.419998
"271","2019-02-25",56.07
"272","2019-02-26",57.889999
"273","2019-02-27",59.709999
"274","2019-02-28",59.919998
"275","2019-03-01",61.389999
"276","2019-03-04",61.389999
"277","2019-03-05",60.060001
"278","2019-03-06",57.049999
"279","2019-03-07",55.93
"280","2019-03-08",57.540001
"281","2019-03-11",61.950001
"282","2019-03-12",57.75
"283","2019-03-13",60.27
"284","2019-03-14",60.689999
"285","2019-03-15",61.32
"286","2019-03-18",63.349998
"287","2019-03-19",48.860001
"288","2019-03-20",44.310001
"289","2019-03-21",45.080002
"290","2019-03-22",45.290001
"291","2019-03-25",45.43
"292","2019-03-26",47.950001
"293","2019-03-27",49.139999
"294","2019-03-28",49.139999
"295","2019-03-29",47.740002
"296","2019-04-01",48.650002
"297","2019-04-02",48.650002
"298","2019-04-03",48.580002
"299","2019-04-04",48.439999
"300","2019-04-05",48.720001
"301","2019-04-08",48.720001
"302","2019-04-09",48.790001
"303","2019-04-10",52.290001
"304","2019-04-11",51.099998
"305","2019-04-12",54.669998
"306","2019-04-15",50.189999
"307","2019-04-16",50.82
"308","2019-04-17",49.139999
"309","2019-04-18",47.040001
"310","2019-04-22",45.5
"311","2019-04-23",49.279999
"312","2019-04-24",53.759998
"313","2019-04-25",52.779999
"314","2019-04-26",54.389999
"315","2019-04-29",58.169998
"316","2019-04-30",56.349998
"317","2019-05-01",56.279999
"318","2019-05-02",56.560001
"319","2019-05-03",57.119999
"320","2019-05-06",56.98
"321","2019-05-07",56
"322","2019-05-08",55.93
"323","2019-05-09",60.970001
"324","2019-05-10",61.529999
"325","2019-05-13",56.560001
"326","2019-05-14",56.91
"327","2019-05-15",55.509998
"328","2019-05-16",56.560001
"329","2019-05-17",55.16
"330","2019-05-20",56.84
"331","2019-05-21",56.560001
"332","2019-05-22",53.200001
"333","2019-05-23",52.080002
"334","2019-05-24",53.48
"335","2019-05-28",52.5
"336","2019-05-29",54.950001
"337","2019-05-30",52.990002
"338","2019-05-31",50.470001
"339","2019-06-03",48.790001
"340","2019-06-04",49.490002
"341","2019-06-05",52.009998
"342","2019-06-06",56
"343","2019-06-07",61.529999
"344","2019-06-10",61.740002
"345","2019-06-11",58.380001
"346","2019-06-12",62.299999
"347","2019-06-13",63.349998
"348","2019-06-14",62.650002
"349","2019-06-17",66.150002
"350","2019-06-18",65.099998
"351","2019-06-19",71.470001
"352","2019-06-20",73.639999
"353","2019-06-21",72.449997
"354","2019-06-24",70.699997
"355","2019-06-25",69.860001
"356","2019-06-26",69.370003
"357","2019-06-27",71.75
"358","2019-06-28",71.400002
"359","2019-07-01",72.029999
"360","2019-07-02",71.959999
"361","2019-07-03",71.959999
"362","2019-07-05",71.889999
"363","2019-07-08",71.050003
"364","2019-07-09",68.18
"365","2019-07-10",68.25
"366","2019-07-11",67.199997
"367","2019-07-12",68.949997
"368","2019-07-15",72.730003
"369","2019-07-16",71.82
"370","2019-07-17",72.730003
"371","2019-07-18",72.589996
"372","2019-07-19",70.07
"373","2019-07-22",78.540001
"374","2019-07-23",80.150002
"375","2019-07-24",75.389999
"376","2019-07-25",69.230003
"377","2019-07-26",66.5
"378","2019-07-29",73.709999
"379","2019-07-30",76.93
"380","2019-07-31",76.160004
"381","2019-08-01",74.620003
"382","2019-08-02",72.239998
"383","2019-08-05",68.529999
"384","2019-08-06",68.459999
"385","2019-08-07",69.370003
"386","2019-08-08",69.230003
"387","2019-08-09",67.059998
"388","2019-08-12",64.889999
"389","2019-08-13",68.25
"390","2019-08-14",65.379997
"391","2019-08-15",68.949997
"392","2019-08-16",70.07
"393","2019-08-19",70.699997
"394","2019-08-20",70.699997
"395","2019-08-21",75.599998
"396","2019-08-22",74.339996
"397","2019-08-23",70
"398","2019-08-26",69.370003
"399","2019-08-27",67.199997
"400","2019-08-28",67.690002
"401","2019-08-29",67.900002
"402","2019-08-30",67.339996
"403","2019-09-03",65.519997
"404","2019-09-04",67.760002
"405","2019-09-05",69.790001
"406","2019-09-06",68.669998
"407","2019-09-09",69.230003
"408","2019-09-10",69.510002
"409","2019-09-11",69.790001
"410","2019-09-12",70.980003
"411","2019-09-13",71.82
"412","2019-09-16",73.080002
