"","date","TCS"
"1","2013-11-01",36.200001
"2","2013-11-04",35.349998
"3","2013-11-05",35.349998
"4","2013-11-06",35.900002
"5","2013-11-07",35.310001
"6","2013-11-08",34.950001
"7","2013-11-11",34.240002
"8","2013-11-12",33.990002
"9","2013-11-13",34.150002
"10","2013-11-14",33.650002
"11","2013-11-15",33.549999
"12","2013-11-18",37.639999
"13","2013-11-19",35.16
"14","2013-11-20",34.139999
"15","2013-11-21",35.189999
"16","2013-11-22",37.360001
"17","2013-11-25",38.200001
"18","2013-11-26",40.060001
"19","2013-11-27",40.48
"20","2013-11-29",40.689999
"21","2013-12-02",43.09
"22","2013-12-03",43.130001
"23","2013-12-04",41.82
"24","2013-12-05",43.200001
"25","2013-12-06",42.5
"26","2013-12-09",41.650002
"27","2013-12-10",39.650002
"28","2013-12-11",38.279999
"29","2013-12-12",38.740002
"30","2013-12-13",39.360001
"31","2013-12-16",41.16
"32","2013-12-17",42.400002
"33","2013-12-18",43.810001
"34","2013-12-19",40.25
"35","2013-12-20",41.279999
"36","2013-12-23",42.880001
"37","2013-12-24",43.330002
"38","2013-12-26",42.740002
"39","2013-12-27",43.52
"40","2013-12-30",45.98
"41","2013-12-31",46.610001
"42","2014-01-02",43.779999
"43","2014-01-03",42.66
"44","2014-01-06",42.98
"45","2014-01-07",45.790001
"46","2014-01-08",39.009998
"47","2014-01-09",38.099998
"48","2014-01-10",39.450001
"49","2014-01-13",39.09
"50","2014-01-14",38.18
"51","2014-01-15",39.400002
"52","2014-01-16",38.91
"53","2014-01-17",38.380001
"54","2014-01-21",38.43
"55","2014-01-22",38.43
"56","2014-01-23",38
"57","2014-01-24",37.950001
"58","2014-01-27",37.740002
"59","2014-01-28",36.490002
"60","2014-01-29",35.450001
"61","2014-01-30",36.82
"62","2014-01-31",36.75
"63","2014-02-03",36.139999
"64","2014-02-04",36.75
"65","2014-02-05",35.759998
"66","2014-02-06",37.029999
"67","2014-02-07",38.419998
"68","2014-02-10",38.18
"69","2014-02-11",39.150002
"70","2014-02-12",37.459999
"71","2014-02-13",36.43
"72","2014-02-14",36.959999
"73","2014-02-18",36.889999
"74","2014-02-19",35.810001
"75","2014-02-20",35.650002
"76","2014-02-21",35.169998
"77","2014-02-24",34.110001
"78","2014-02-25",33.310001
"79","2014-02-26",34.93
"80","2014-02-27",35.970001
"81","2014-02-28",35.810001
"82","2014-03-03",35.380001
"83","2014-03-04",36.25
"84","2014-03-05",36.049999
"85","2014-03-06",35.799999
"86","2014-03-07",34.860001
"87","2014-03-10",34.759998
"88","2014-03-11",34.099998
"89","2014-03-12",35.43
"90","2014-03-13",35.080002
"91","2014-03-14",35.279999
"92","2014-03-17",35.41
"93","2014-03-18",35.82
"94","2014-03-19",34.98
"95","2014-03-20",35.560001
"96","2014-03-21",34.470001
"97","2014-03-24",33.860001
"98","2014-03-25",33.07
"99","2014-03-26",32.080002
"100","2014-03-27",31.969999
"101","2014-03-28",32.68
"102","2014-03-31",33.950001
"103","2014-04-01",34.720001
"104","2014-04-02",36.290001
"105","2014-04-03",35.41
"106","2014-04-04",34.549999
"107","2014-04-07",34.029999
"108","2014-04-08",33.209999
"109","2014-04-09",32.799999
"110","2014-04-10",31.85
"111","2014-04-11",31.25
"112","2014-04-14",30.99
"113","2014-04-15",30.9
"114","2014-04-16",31.02
"115","2014-04-17",31.610001
"116","2014-04-21",31.5
"117","2014-04-22",31.440001
"118","2014-04-23",31.16
"119","2014-04-24",30.67
"120","2014-04-25",29.9
"121","2014-04-28",29.870001
"122","2014-04-29",28.5
"123","2014-04-30",27.59
"124","2014-05-01",27.790001
"125","2014-05-02",28.860001
"126","2014-05-05",27.9
"127","2014-05-06",26.629999
"128","2014-05-07",25.969999
"129","2014-05-08",25.790001
"130","2014-05-09",25.950001
"131","2014-05-12",27.5
"132","2014-05-13",27.25
"133","2014-05-14",26.92
"134","2014-05-15",27.139999
"135","2014-05-16",27.34
"136","2014-05-19",26.75
"137","2014-05-20",26
"138","2014-05-21",25.389999
"139","2014-05-22",26.16
"140","2014-05-23",27.299999
"141","2014-05-27",27.59
"142","2014-05-28",26.870001
"143","2014-05-29",28.09
"144","2014-05-30",28.66
"145","2014-06-02",26.950001
"146","2014-06-03",27.57
"147","2014-06-04",26.82
"148","2014-06-05",26.9
"149","2014-06-06",27.51
"150","2014-06-09",27.5
"151","2014-06-10",27.370001
"152","2014-06-11",27.57
"153","2014-06-12",27.99
"154","2014-06-13",27.73
"155","2014-06-16",28.52
"156","2014-06-17",29.34
"157","2014-06-18",29.690001
"158","2014-06-19",29.959999
"159","2014-06-20",29.98
"160","2014-06-23",29.440001
"161","2014-06-24",28.9
"162","2014-06-25",29.18
"163","2014-06-26",29.41
"164","2014-06-27",29
"165","2014-06-30",27.780001
"166","2014-07-01",27.66
"167","2014-07-02",27.25
"168","2014-07-03",27.26
"169","2014-07-07",27.52
"170","2014-07-08",27.07
"171","2014-07-09",24.799999
"172","2014-07-10",24.58
"173","2014-07-11",24.25
"174","2014-07-14",24.5
"175","2014-07-15",23.85
"176","2014-07-16",22.879999
"177","2014-07-17",22.34
"178","2014-07-18",22.48
"179","2014-07-21",21.84
"180","2014-07-22",20.969999
"181","2014-07-23",21
"182","2014-07-24",21
"183","2014-07-25",20.67
"184","2014-07-28",20.85
"185","2014-07-29",21.110001
"186","2014-07-30",21.33
"187","2014-07-31",21.030001
"188","2014-08-01",21
"189","2014-08-04",21.530001
"190","2014-08-05",21.17
"191","2014-08-06",22.27
"192","2014-08-07",22.1
"193","2014-08-08",22.440001
"194","2014-08-11",22.66
"195","2014-08-12",21.969999
"196","2014-08-13",21.41
"197","2014-08-14",21.58
"198","2014-08-15",21
"199","2014-08-18",21.030001
"200","2014-08-19",21.459999
"201","2014-08-20",22.51
"202","2014-08-21",22.01
"203","2014-08-22",22.75
"204","2014-08-25",22.42
"205","2014-08-26",22.200001
"206","2014-08-27",21.93
"207","2014-08-28",21.200001
"208","2014-08-29",21.139999
"209","2014-09-02",21.4
"210","2014-09-03",21.360001
"211","2014-09-04",21.67
"212","2014-09-05",21.780001
"213","2014-09-08",22.17
"214","2014-09-09",21.33
"215","2014-09-10",21.629999
"216","2014-09-11",21.85
"217","2014-09-12",22.65
"218","2014-09-15",22.700001
"219","2014-09-16",23.110001
"220","2014-09-17",22.450001
"221","2014-09-18",22.85
"222","2014-09-19",23.76
"223","2014-09-22",23.32
"224","2014-09-23",23.08
"225","2014-09-24",23.5
"226","2014-09-25",23.18
"227","2014-09-26",23.040001
"228","2014-09-29",22.57
"229","2014-09-30",21.77
"230","2014-10-01",21.43
"231","2014-10-02",22.49
"232","2014-10-03",22.77
"233","2014-10-06",21.889999
"234","2014-10-07",16.440001
"235","2014-10-08",16.26
"236","2014-10-09",16
"237","2014-10-10",16.059999
"238","2014-10-13",15.66
"239","2014-10-14",17.299999
"240","2014-10-15",17.41
"241","2014-10-16",17.280001
"242","2014-10-17",17.280001
"243","2014-10-20",17.41
"244","2014-10-21",17.32
"245","2014-10-22",16.99
"246","2014-10-23",16.75
"247","2014-10-24",17.290001
"248","2014-10-27",16.84
"249","2014-10-28",17.42
"250","2014-10-29",17.07
"251","2014-10-30",18.309999
"252","2014-10-31",18.440001
"253","2014-11-03",18.58
"254","2014-11-04",18.57
"255","2014-11-05",18.799999
"256","2014-11-06",19.23
"257","2014-11-07",21.93
"258","2014-11-10",20.99
"259","2014-11-11",21.389999
"260","2014-11-12",22.65
"261","2014-11-13",22.620001
"262","2014-11-14",23.41
"263","2014-11-17",22.700001
"264","2014-11-18",23.219999
"265","2014-11-19",22
"266","2014-11-20",23.1
"267","2014-11-21",22.219999
"268","2014-11-24",23.440001
"269","2014-11-25",23.120001
"270","2014-11-26",22.01
"271","2014-11-28",21.780001
"272","2014-12-01",19.280001
"273","2014-12-02",19.1
"274","2014-12-03",18.799999
"275","2014-12-04",17.879999
"276","2014-12-05",17.540001
"277","2014-12-08",17.360001
"278","2014-12-09",17.48
"279","2014-12-10",16.969999
"280","2014-12-11",17.129999
"281","2014-12-12",17.639999
"282","2014-12-15",18.15
"283","2014-12-16",18.639999
"284","2014-12-17",19.690001
"285","2014-12-18",19.200001
"286","2014-12-19",19.02
"287","2014-12-22",19.870001
"288","2014-12-23",20.02
"289","2014-12-24",20.219999
"290","2014-12-26",19.459999
"291","2014-12-29",19.969999
"292","2014-12-30",19.280001
"293","2014-12-31",19.129999
"294","2015-01-02",19.379999
"295","2015-01-05",18.32
"296","2015-01-06",18.48
"297","2015-01-07",20.34
"298","2015-01-08",21.209999
"299","2015-01-09",18.190001
"300","2015-01-12",18.370001
"301","2015-01-13",17.219999
"302","2015-01-14",17.77
"303","2015-01-15",17.459999
"304","2015-01-16",18.15
"305","2015-01-20",18.43
"306","2015-01-21",19.219999
"307","2015-01-22",18.870001
"308","2015-01-23",18.83
"309","2015-01-26",19.09
"310","2015-01-27",18.91
"311","2015-01-28",18.690001
"312","2015-01-29",19.1
"313","2015-01-30",18.219999
"314","2015-02-02",18.67
"315","2015-02-03",19.139999
"316","2015-02-04",19.190001
"317","2015-02-05",19.27
"318","2015-02-06",19.25
"319","2015-02-09",19.09
"320","2015-02-10",19.5
"321","2015-02-11",19.99
"322","2015-02-12",20.02
"323","2015-02-13",20.17
"324","2015-02-17",19.889999
"325","2015-02-18",20.030001
"326","2015-02-19",19.879999
"327","2015-02-20",19.57
"328","2015-02-23",18.82
"329","2015-02-24",18.91
"330","2015-02-25",18.52
"331","2015-02-26",18.559999
"332","2015-02-27",18.42
"333","2015-03-02",18.76
"334","2015-03-03",19.01
"335","2015-03-04",18.67
"336","2015-03-05",18.629999
"337","2015-03-06",18.15
"338","2015-03-09",18.18
"339","2015-03-10",18.290001
"340","2015-03-11",18.549999
"341","2015-03-12",18.940001
"342","2015-03-13",18.93
"343","2015-03-16",18.68
"344","2015-03-17",18.799999
"345","2015-03-18",19.02
"346","2015-03-19",19.43
"347","2015-03-20",18.809999
"348","2015-03-23",19.84
"349","2015-03-24",19.93
"350","2015-03-25",19.049999
"351","2015-03-26",18.280001
"352","2015-03-27",18.629999
"353","2015-03-30",19.030001
"354","2015-03-31",19.049999
"355","2015-04-01",18.73
"356","2015-04-02",20.120001
"357","2015-04-06",21.280001
"358","2015-04-07",21.74
"359","2015-04-08",22.07
"360","2015-04-09",22.66
"361","2015-04-10",22.18
"362","2015-04-13",22.280001
"363","2015-04-14",22.889999
"364","2015-04-15",22.48
"365","2015-04-16",22.440001
"366","2015-04-17",22.370001
"367","2015-04-20",22.940001
"368","2015-04-21",22.48
"369","2015-04-22",22.049999
"370","2015-04-23",21.75
"371","2015-04-24",21.469999
"372","2015-04-27",21.690001
"373","2015-04-28",18.610001
"374","2015-04-29",17.85
"375","2015-04-30",18.26
"376","2015-05-01",17.190001
"377","2015-05-04",16.84
"378","2015-05-05",16.65
"379","2015-05-06",16.42
"380","2015-05-07",16.110001
"381","2015-05-08",15.93
"382","2015-05-11",16.450001
"383","2015-05-12",16.52
"384","2015-05-13",16.84
"385","2015-05-14",16.35
"386","2015-05-15",17.870001
"387","2015-05-18",17.68
"388","2015-05-19",17.469999
"389","2015-05-20",17.49
"390","2015-05-21",17.629999
"391","2015-05-22",17.77
"392","2015-05-26",17.790001
"393","2015-05-27",18.049999
"394","2015-05-28",18.459999
"395","2015-05-29",18.360001
"396","2015-06-01",17.879999
"397","2015-06-02",17.76
"398","2015-06-03",17.67
"399","2015-06-04",17.200001
"400","2015-06-05",16.67
"401","2015-06-08",16.91
"402","2015-06-09",16.950001
"403","2015-06-10",16.950001
"404","2015-06-11",17.02
"405","2015-06-12",16.950001
"406","2015-06-15",16.73
"407","2015-06-16",16.629999
"408","2015-06-17",16.690001
"409","2015-06-18",17.120001
"410","2015-06-19",16.809999
"411","2015-06-22",16.66
"412","2015-06-23",16.959999
"413","2015-06-24",17.139999
"414","2015-06-25",17.41
"415","2015-06-26",17.370001
"416","2015-06-29",16.91
"417","2015-06-30",16.870001
"418","2015-07-01",16.35
"419","2015-07-02",17.030001
"420","2015-07-06",17.299999
"421","2015-07-07",17.5
"422","2015-07-08",17.93
"423","2015-07-09",17.889999
"424","2015-07-10",18.4
"425","2015-07-13",18.709999
"426","2015-07-14",18.709999
"427","2015-07-15",18.299999
"428","2015-07-16",18.26
"429","2015-07-17",17.93
"430","2015-07-20",18.030001
"431","2015-07-21",18.200001
"432","2015-07-22",18.120001
"433","2015-07-23",18.030001
"434","2015-07-24",18.35
"435","2015-07-27",17.940001
"436","2015-07-28",18
"437","2015-07-29",18.370001
"438","2015-07-30",18.440001
"439","2015-07-31",18.18
"440","2015-08-03",17.280001
"441","2015-08-04",17.309999
"442","2015-08-05",17.15
"443","2015-08-06",16.690001
"444","2015-08-07",16.950001
"445","2015-08-10",17.049999
"446","2015-08-11",16.82
"447","2015-08-12",16.67
"448","2015-08-13",16.469999
"449","2015-08-14",16.25
"450","2015-08-17",16.200001
"451","2015-08-18",15.96
"452","2015-08-19",15.76
"453","2015-08-20",16.58
"454","2015-08-21",16.200001
"455","2015-08-24",15.81
"456","2015-08-25",15.73
"457","2015-08-26",15.88
"458","2015-08-27",16.16
"459","2015-08-28",16.83
"460","2015-08-31",16.91
"461","2015-09-01",16.440001
"462","2015-09-02",16.65
"463","2015-09-03",16.620001
"464","2015-09-04",16.4
"465","2015-09-08",16.940001
"466","2015-09-09",16.91
"467","2015-09-10",16.98
"468","2015-09-11",16.360001
"469","2015-09-14",16.82
"470","2015-09-15",17.17
"471","2015-09-16",17.290001
"472","2015-09-17",16.700001
"473","2015-09-18",16.040001
"474","2015-09-21",15.87
"475","2015-09-22",15.52
"476","2015-09-23",15.77
"477","2015-09-24",15.7
"478","2015-09-25",15.24
"479","2015-09-28",15.12
"480","2015-09-29",14.22
"481","2015-09-30",14.08
"482","2015-10-01",14.69
"483","2015-10-02",15.14
"484","2015-10-05",15.57
"485","2015-10-06",12.67
"486","2015-10-07",12.04
"487","2015-10-08",11.75
"488","2015-10-09",11.9
"489","2015-10-12",12.73
"490","2015-10-13",11.99
"491","2015-10-14",11.42
"492","2015-10-15",12.45
"493","2015-10-16",12.45
"494","2015-10-19",12.2
"495","2015-10-20",12.23
"496","2015-10-21",12.22
"497","2015-10-22",12.21
"498","2015-10-23",11.64
"499","2015-10-26",11.45
"500","2015-10-27",10.99
"501","2015-10-28",11.13
"502","2015-10-29",11.2
"503","2015-10-30",11.41
"504","2015-11-02",11.74
"505","2015-11-03",12.11
"506","2015-11-04",11.88
"507","2015-11-05",12.41
"508","2015-11-06",12.43
"509","2015-11-09",12.02
"510","2015-11-10",12.12
"511","2015-11-11",11.79
"512","2015-11-12",11.74
"513","2015-11-13",11.01
"514","2015-11-16",11.3
"515","2015-11-17",10.99
"516","2015-11-18",10.95
"517","2015-11-19",10.88
"518","2015-11-20",10.78
"519","2015-11-23",10.45
"520","2015-11-24",9.99
"521","2015-11-25",10.23
"522","2015-11-27",10.14
"523","2015-11-30",10.27
"524","2015-12-01",10.06
"525","2015-12-02",10.29
"526","2015-12-03",10.12
"527","2015-12-04",10.29
"528","2015-12-07",9.92
"529","2015-12-08",10.01
"530","2015-12-09",9.89
"531","2015-12-10",10.1
"532","2015-12-11",8.12
"533","2015-12-14",7.51
"534","2015-12-15",7.87
"535","2015-12-16",7.8
"536","2015-12-17",7.17
"537","2015-12-18",7.8
"538","2015-12-21",8.2
"539","2015-12-22",8.06
"540","2015-12-23",8.02
"541","2015-12-24",7.99
"542","2015-12-28",7.85
"543","2015-12-29",7.91
"544","2015-12-30",8.25
"545","2015-12-31",8.2
"546","2016-01-04",8.17
"547","2016-01-05",7.76
"548","2016-01-06",7.57
"549","2016-01-07",7.18
"550","2016-01-08",4.22
"551","2016-01-11",4.46
"552","2016-01-12",4.93
"553","2016-01-13",4.79
"554","2016-01-14",4.78
"555","2016-01-15",4.62
"556","2016-01-19",4.4
"557","2016-01-20",4.54
"558","2016-01-21",4.78
"559","2016-01-22",4.59
"560","2016-01-25",4.16
"561","2016-01-26",4.41
"562","2016-01-27",4.35
"563","2016-01-28",4.16
"564","2016-01-29",4.32
"565","2016-02-01",4.33
"566","2016-02-02",4.12
"567","2016-02-03",4.08
"568","2016-02-04",4.2
"569","2016-02-05",4.07
"570","2016-02-08",4.11
"571","2016-02-09",4
"572","2016-02-10",4.01
