"","date","GSKY"
"152","2019-01-02",9.69
"153","2019-01-03",9.55
"154","2019-01-04",9.89
"155","2019-01-07",10.06
"156","2019-01-08",10.07
"157","2019-01-09",10.1
"158","2019-01-10",9.97
"159","2019-01-11",10.14
"160","2019-01-14",10.57
"161","2019-01-15",10.88
"162","2019-01-16",10.91
"163","2019-01-17",10.99
"164","2019-01-18",11.01
"165","2019-01-22",11
"166","2019-01-23",11.09
"167","2019-01-24",11.14
"168","2019-01-25",11.33
"169","2019-01-28",11
"170","2019-01-29",10.97
"171","2019-01-30",10.95
"172","2019-01-31",11
"173","2019-02-01",10.97
"174","2019-02-04",11.12
"175","2019-02-05",11.21
"176","2019-02-06",11.2
"177","2019-02-07",10.8
"178","2019-02-08",11.05
"179","2019-02-11",11.36
"180","2019-02-12",10.29
"181","2019-02-13",10.49
"182","2019-02-14",10.47
"183","2019-02-15",10.43
"184","2019-02-19",10.45
"185","2019-02-20",10.48
"186","2019-02-21",10.37
"187","2019-02-22",10.5
"188","2019-02-25",10.41
"189","2019-02-26",10.71
"190","2019-02-27",10.68
"191","2019-02-28",11.3
"192","2019-03-01",11.61
"193","2019-03-04",11.37
"194","2019-03-05",12.14
"195","2019-03-06",13.17
"196","2019-03-07",12.55
"197","2019-03-08",12.81
"198","2019-03-11",13.17
"199","2019-03-12",13
"200","2019-03-13",12.96
"201","2019-03-14",12.83
"202","2019-03-15",13.32
"203","2019-03-18",13.15
"204","2019-03-19",13.31
"205","2019-03-20",13.09
"206","2019-03-21",13.53
"207","2019-03-22",12.86
"208","2019-03-25",12.53
"209","2019-03-26",12.74
"210","2019-03-27",12.72
"211","2019-03-28",12.91
"212","2019-03-29",12.94
"213","2019-04-01",13.21
"214","2019-04-02",13.15
"215","2019-04-03",13.09
"216","2019-04-04",12.87
"217","2019-04-05",13.04
"218","2019-04-08",13.08
"219","2019-04-09",13.38
"220","2019-04-10",13.56
"221","2019-04-11",14.06
"222","2019-04-12",14.01
"223","2019-04-15",14.34
"224","2019-04-16",14.92
"225","2019-04-17",14.96
"226","2019-04-18",15.23
"227","2019-04-22",15.41
"228","2019-04-23",15.47
"229","2019-04-24",15.45
"230","2019-04-25",15.39
"231","2019-04-26",15.72
"232","2019-04-29",16.059999
"233","2019-04-30",15.98
"234","2019-05-01",15.83
"235","2019-05-02",15.2
"236","2019-05-03",14.89
"237","2019-05-06",14.88
"238","2019-05-07",14.17
"239","2019-05-08",13.78
"240","2019-05-09",13.02
"241","2019-05-10",13.43
"242","2019-05-13",12.69
"243","2019-05-14",12.95
"244","2019-05-15",11.56
"245","2019-05-16",11.22
"246","2019-05-17",11.34
"247","2019-05-20",11.28
"248","2019-05-21",11.41
"249","2019-05-22",11
"250","2019-05-23",10.74
"251","2019-05-24",10.9
"252","2019-05-28",10.99
"253","2019-05-29",10.89
"254","2019-05-30",11.48
"255","2019-05-31",11.08
"256","2019-06-03",11.03
"257","2019-06-04",11.66
"258","2019-06-05",11.87
"259","2019-06-06",11.81
"260","2019-06-07",12.21
"261","2019-06-10",12.48
"262","2019-06-11",12.6
"263","2019-06-12",12.54
"264","2019-06-13",12.89
"265","2019-06-14",12.8
"266","2019-06-17",12.65
"267","2019-06-18",12.77
"268","2019-06-19",12.89
"269","2019-06-20",13.18
"270","2019-06-21",13.14
"271","2019-06-24",12.95
"272","2019-06-25",12.12
"273","2019-06-26",12.16
"274","2019-06-27",11.49
"275","2019-06-28",12.29
"276","2019-07-01",11.25
"277","2019-07-02",11.32
"278","2019-07-03",11.31
"279","2019-07-05",11.34
"280","2019-07-08",11.35
"281","2019-07-09",11.5
"282","2019-07-10",11.42
"283","2019-07-11",11.61
"284","2019-07-12",11.78
"285","2019-07-15",11.38
"286","2019-07-16",11.82
"287","2019-07-17",12.42
"288","2019-07-18",12.38
"289","2019-07-19",12.32
"290","2019-07-22",12.73
"291","2019-07-23",12.98
"292","2019-07-24",12.86
"293","2019-07-25",12.33
"294","2019-07-26",12.1
"295","2019-07-29",11.74
"296","2019-07-30",11.82
"297","2019-07-31",11.43
"298","2019-08-01",11.13
"299","2019-08-02",10.78
"300","2019-08-05",10.38
"301","2019-08-06",6.81
"302","2019-08-07",6.91
"303","2019-08-08",7.6
"304","2019-08-09",7.57
"305","2019-08-12",7.23
"306","2019-08-13",7.58
"307","2019-08-14",7.37
"308","2019-08-15",7.16
"309","2019-08-16",7.12
"310","2019-08-19",7.24
"311","2019-08-20",7.25
"312","2019-08-21",7.25
"313","2019-08-22",7.3
"314","2019-08-23",7.05
"315","2019-08-26",7
"316","2019-08-27",6.83
"317","2019-08-28",6.82
"318","2019-08-29",6.76
"319","2019-08-30",6.8
"320","2019-09-03",6.67
"321","2019-09-04",6.96
"322","2019-09-05",7.13
"323","2019-09-06",6.83
"324","2019-09-09",7.17
"325","2019-09-10",7.19
"326","2019-09-11",6.88
"327","2019-09-12",7.12
"328","2019-09-13",7.42
"329","2019-09-16",8
"330","2019-09-17",7.59
"331","2019-09-18",7.47
"332","2019-09-19",7.55
"333","2019-09-20",7.2
"334","2019-09-23",6.99
"335","2019-09-24",6.67
"336","2019-09-25",6.73
"337","2019-09-26",6.42
"338","2019-09-27",6.415
"339","2019-09-30",6.845
"340","2019-10-01",6.58
"341","2019-10-02",6.675
"342","2019-10-03",6.56
"343","2019-10-04",6.91
"344","2019-10-07",6.94
"345","2019-10-08",6.655
"346","2019-10-09",6.755
"347","2019-10-10",6.77
"348","2019-10-11",7.3
"349","2019-10-14",7.05
"350","2019-10-15",7.39
"351","2019-10-16",7.37
"352","2019-10-17",7.37
"353","2019-10-18",7.54
"354","2019-10-21",7.6
"355","2019-10-22",7.12
"356","2019-10-23",7.28
"357","2019-10-24",7.41
"358","2019-10-25",7.67
"359","2019-10-28",7.865
"360","2019-10-29",7.81
"361","2019-10-30",7.75
"362","2019-10-31",7.65
"363","2019-11-01",7.695
"364","2019-11-04",7.7
"365","2019-11-05",7.15
"366","2019-11-06",7.23
"367","2019-11-07",7.805
"368","2019-11-08",7.8
"369","2019-11-11",7.53
"370","2019-11-12",7.47
"371","2019-11-13",7.62
"372","2019-11-14",7.74
"373","2019-11-15",7.27
"374","2019-11-18",7.42
"375","2019-11-19",7.45
"376","2019-11-20",7.11
"377","2019-11-21",7.24
"378","2019-11-22",7.43
"379","2019-11-25",7.47
"380","2019-11-26",7.48
"381","2019-11-27",7.43
"382","2019-11-29",7.44
"383","2019-12-02",7.27
"384","2019-12-03",7.28
"385","2019-12-04",7.24
"386","2019-12-05",6.97
"387","2019-12-06",6.97
"388","2019-12-09",7.07
"389","2019-12-10",6.93
"390","2019-12-11",6.82
"391","2019-12-12",7
"392","2019-12-13",7.2
"393","2019-12-16",7.28
"394","2019-12-17",7.42
"395","2019-12-18",7.7
"396","2019-12-19",8.57
"397","2019-12-20",9.12
"398","2019-12-23",9.2
"399","2019-12-24",9.03
"400","2019-12-26",9.205
"401","2019-12-27",9.12
"402","2019-12-30",9.09
"403","2019-12-31",8.9
"404","2020-01-02",8.83
"405","2020-01-03",8.56
"406","2020-01-06",8.32
"407","2020-01-07",8
"408","2020-01-08",7.92
"409","2020-01-09",8.05
"410","2020-01-10",8.01
"411","2020-01-13",8.25
"412","2020-01-14",8.46
"413","2020-01-15",8.74
"414","2020-01-16",9.14
"415","2020-01-17",8.98
"416","2020-01-21",8.56
"417","2020-01-22",9.61
"418","2020-01-23",9.15
"419","2020-01-24",9.04
"420","2020-01-27",8.67
"421","2020-01-28",8.95
"422","2020-01-29",9.31
"423","2020-01-30",9.4
"424","2020-01-31",9.25
"425","2020-02-03",9.58
"426","2020-02-04",9.61
"427","2020-02-05",9.19
"428","2020-02-06",9.17
"429","2020-02-07",8.97
"430","2020-02-10",8.71
"431","2020-02-11",8.895
"432","2020-02-12",8.96
"433","2020-02-13",8.94
"434","2020-02-14",8.98
"435","2020-02-18",8.88
"436","2020-02-19",8.85
"437","2020-02-20",8.85
"438","2020-02-21",8.76
"439","2020-02-24",8.38
"440","2020-02-25",8.06
"441","2020-02-26",7.79
"442","2020-02-27",7.66
"443","2020-02-28",7.98
"444","2020-03-02",7.87
"445","2020-03-03",6.18
"446","2020-03-04",6.49
"447","2020-03-05",6.04
"448","2020-03-06",6.11
"449","2020-03-09",5.8
"450","2020-03-10",6
"451","2020-03-11",5.75
"452","2020-03-12",5.15
"453","2020-03-13",5.25
"454","2020-03-16",5.09
"455","2020-03-17",5.05
"456","2020-03-18",4.3
"457","2020-03-19",4.01
"458","2020-03-20",3.81
"459","2020-03-23",3.4
"460","2020-03-24",4.12
"461","2020-03-25",4.08
"462","2020-03-26",4.36
"463","2020-03-27",3.86
"464","2020-03-30",4.16
"465","2020-03-31",3.82
"466","2020-04-01",3.64
"467","2020-04-02",3.51
"468","2020-04-03",3.1
"469","2020-04-06",3.34
"470","2020-04-07",3.2
"471","2020-04-08",3.7
"472","2020-04-09",4.03
"473","2020-04-13",3.81
"474","2020-04-14",3.9
"475","2020-04-15",3.44
"476","2020-04-16",3.32
"477","2020-04-17",3.35
"478","2020-04-20",3.31
"479","2020-04-21",3.23
"480","2020-04-22",3.15
"481","2020-04-23",3.45
"482","2020-04-24",3.29
"483","2020-04-27",3.64
"484","2020-04-28",3.86
"485","2020-04-29",4.28
"486","2020-04-30",4.34
"487","2020-05-01",4.29
"488","2020-05-04",4.15
"489","2020-05-05",4.4
"490","2020-05-06",4.21
"491","2020-05-07",4.3
"492","2020-05-08",4.37
"493","2020-05-11",4.44
"494","2020-05-12",3.62
"495","2020-05-13",3.65
"496","2020-05-14",3.73
"497","2020-05-15",3.645
"498","2020-05-18",4.15
"499","2020-05-19",4.24
"500","2020-05-20",4.16
"501","2020-05-21",3.99
"502","2020-05-22",3.93
"503","2020-05-26",4
"504","2020-05-27",4.17
"505","2020-05-28",4.02
"506","2020-05-29",4.02
"507","2020-06-01",4.05
"508","2020-06-02",4.22
"509","2020-06-03",4.59
"510","2020-06-04",5
"511","2020-06-05",5.65
"512","2020-06-08",6.07
"513","2020-06-09",5.72
"514","2020-06-10",5.68
"515","2020-06-11",5.11
"516","2020-06-12",5.295
"517","2020-06-15",5.18
"518","2020-06-16",5.27
"519","2020-06-17",5.46
"520","2020-06-18",5.31
"521","2020-06-19",5.37
"522","2020-06-22",5.1
"523","2020-06-23",5.37
"524","2020-06-24",5.14
"525","2020-06-25",5.39
"526","2020-06-26",4.96
"527","2020-06-29",4.8
"528","2020-06-30",4.9
"529","2020-07-01",4.79
"530","2020-07-02",4.93
"531","2020-07-06",4.98
"532","2020-07-07",4.7
"533","2020-07-08",4.845
"534","2020-07-09",4.94
"535","2020-07-10",5.1
"536","2020-07-13",4.79
"537","2020-07-14",4.84
"538","2020-07-15",4.78
"539","2020-07-16",5.07
"540","2020-07-17",5.07
"541","2020-07-20",5.14
"542","2020-07-21",5.27
"543","2020-07-22",5.41
"544","2020-07-23",5.32
"545","2020-07-24",5.25
"546","2020-07-27",5.28
"547","2020-07-28",5.34
"548","2020-07-29",5.53
"549","2020-07-30",5.55
"550","2020-07-31",5.645
"551","2020-08-03",5.74
"552","2020-08-04",5.88
"553","2020-08-05",5.89
"554","2020-08-06",6.02
"555","2020-08-07",6.2
"556","2020-08-10",6.33
"557","2020-08-11",4.88
"558","2020-08-12",4.89
"559","2020-08-13",4.76
"560","2020-08-14",4.54
"561","2020-08-17",4.47
"562","2020-08-18",4.36
"563","2020-08-19",4.3
"564","2020-08-20",4.32
"565","2020-08-21",4.35
"566","2020-08-24",4.36
"567","2020-08-25",4.51
"568","2020-08-26",4.28
"569","2020-08-27",4.36
"570","2020-08-28",4.42
"571","2020-08-31",4.35
"572","2020-09-01",4.24
"573","2020-09-02",4.26
"574","2020-09-03",4.19
"575","2020-09-04",4.18
"576","2020-09-08",4.07
"577","2020-09-09",4.1
"578","2020-09-10",4.03
"579","2020-09-11",3.97
"580","2020-09-14",4.08
"581","2020-09-15",4.18
"582","2020-09-16",4.29
"583","2020-09-17",4.32
"584","2020-09-18",4.39
"585","2020-09-21",4.26
"586","2020-09-22",4.33
"587","2020-09-23",4.07
"588","2020-09-24",4.11
"589","2020-09-25",4.15
"590","2020-09-28",4.34
"591","2020-09-29",4.39
"592","2020-09-30",4.44
"593","2020-10-01",4.52
"594","2020-10-02",4.58
"595","2020-10-05",4.69
"596","2020-10-06",4.74
"597","2020-10-07",4.62
"598","2020-10-08",4.82
"599","2020-10-09",4.87
"600","2020-10-12",5.09
"601","2020-10-13",5.19
"602","2020-10-14",5.13
"603","2020-10-15",5
"604","2020-10-16",5.05
"605","2020-10-19",5
"606","2020-10-20",5.13
"607","2020-10-21",5.18
"608","2020-10-22",5.38
"609","2020-10-23",5.38
"610","2020-10-26",5.14
"611","2020-10-27",5.19
"612","2020-10-28",4.985
"613","2020-10-29",5.03
"614","2020-10-30",4.73
"615","2020-11-02",4.82
"616","2020-11-03",4.8
"617","2020-11-04",4.9
"618","2020-11-05",4.51
"619","2020-11-06",4.22
"620","2020-11-09",4.34
"621","2020-11-10",3.72
"622","2020-11-11",3.54
"623","2020-11-12",3.46
"624","2020-11-13",3.65
"625","2020-11-16",3.53
"626","2020-11-17",3.67
"627","2020-11-18",4.1
"628","2020-11-19",4.18
"629","2020-11-20",4.09
"630","2020-11-23",4.21
"631","2020-11-24",4.43
"632","2020-11-25",4.43
"633","2020-11-27",4.41
