"","date","TYME"
"1","2015-03-12",5.25
"2","2015-03-13",6
"3","2015-03-16",6
"4","2015-03-17",6.25
"5","2015-03-18",6.25
"6","2015-03-19",6.25
"7","2015-03-20",7
"8","2015-03-23",6.5
"9","2015-03-24",6.7
"10","2015-03-25",7
"11","2015-03-26",7
"12","2015-03-27",6.9
"13","2015-03-30",6.9
"14","2015-03-31",6.9
"15","2015-04-01",6.9
"16","2015-04-02",7
"17","2015-04-06",7
"18","2015-04-07",7
"19","2015-04-08",7
"20","2015-04-09",7
"21","2015-04-10",7
"22","2015-04-13",6.9
"23","2015-04-14",6.9
"24","2015-04-15",6.9
"25","2015-04-16",6.9
"26","2015-04-17",7
"27","2015-04-20",7.25
"28","2015-04-21",7.5
"29","2015-04-22",7
"30","2015-04-23",7.5
"31","2015-04-24",7.5
"32","2015-04-27",7.25
"33","2015-04-28",7.5
"34","2015-04-29",7.5
"35","2015-04-30",7.5
"36","2015-05-01",7.5
"37","2015-05-04",7.5
"38","2015-05-05",7.5
"39","2015-05-06",7.5
"40","2015-05-07",7.5
"41","2015-05-08",7.5
"42","2015-05-11",7.5
"43","2015-05-12",7.5
"44","2015-05-13",7.55
"45","2015-05-14",7.75
"46","2015-05-15",7.75
"47","2015-05-18",7.75
"48","2015-05-19",7.75
"49","2015-05-20",7.75
"50","2015-05-21",7.75
"51","2015-05-22",7.75
"52","2015-05-26",8
"53","2015-05-27",8.25
"54","2015-05-28",8.25
"55","2015-05-29",8.25
"56","2015-06-01",8.5
"57","2015-06-02",8.5
"58","2015-06-03",8.2
"59","2015-06-04",8
"60","2015-06-05",8.25
"61","2015-06-08",8.5
"62","2015-06-09",8.5
"63","2015-06-10",8.5
"64","2015-06-11",7.4
"65","2015-06-12",7.41
"66","2015-06-15",7.41
"67","2015-06-16",8
"68","2015-06-17",8.5
"69","2015-06-18",8.5
"70","2015-06-19",8.5
"71","2015-06-22",8.5
"72","2015-06-23",8.5
"73","2015-06-24",8.5
"74","2015-06-25",8.5
"75","2015-06-26",8.5
"76","2015-06-29",8.5
"77","2015-06-30",8.5
"78","2015-07-01",8.5
"79","2015-07-02",8.5
"80","2015-07-06",7.5
"81","2015-07-07",7.5
"82","2015-07-08",7.5
"83","2015-07-09",7.5
"84","2015-07-10",7.5
"85","2015-07-13",7.75
"86","2015-07-14",7.75
"87","2015-07-15",7.75
"88","2015-07-16",7.75
"89","2015-07-17",8.5
"90","2015-07-20",8.5
"91","2015-07-21",8.5
"92","2015-07-22",8.5
"93","2015-07-23",8.5
"94","2015-07-24",8.5
"95","2015-07-27",8.45
"96","2015-07-28",8.45
"97","2015-07-29",8
"98","2015-07-30",8.4
"99","2015-07-31",8.5
"100","2015-08-03",8.5
"101","2015-08-04",8.5
"102","2015-08-05",8.5
"103","2015-08-06",8.5
"104","2015-08-07",8.45
"105","2015-08-10",8.45
"106","2015-08-11",8.45
"107","2015-08-12",8.45
"108","2015-08-13",8.5
"109","2015-08-14",8.5
"110","2015-08-17",8.5
"111","2015-08-18",8.5
"112","2015-08-19",8.5
"113","2015-08-20",8.5
"114","2015-08-21",8.5
"115","2015-08-24",8.5
"116","2015-08-25",8.5
"117","2015-08-26",8.5
"118","2015-08-27",8.5
"119","2015-08-28",8.45
"120","2015-08-31",8.5
"121","2015-09-01",8.5
"122","2015-09-02",8.5
"123","2015-09-03",8.5
"124","2015-09-04",8.5
"125","2015-09-08",8.45
"126","2015-09-09",8.5
"127","2015-09-10",8.5
"128","2015-09-11",8.45
"129","2015-09-14",8.45
"130","2015-09-15",8.5
"131","2015-09-16",8.5
"132","2015-09-17",8.25
"133","2015-09-18",8.25
"134","2015-09-21",8.25
"135","2015-09-22",8.25
"136","2015-09-23",8.25
"137","2015-09-24",8.25
"138","2015-09-25",8.45
"139","2015-09-28",8.5
"140","2015-09-29",8.5
"141","2015-09-30",8.5
"142","2015-10-01",8.5
"143","2015-10-02",8.5
"144","2015-10-05",8.75
"145","2015-10-06",8.48
"146","2015-10-07",8.75
"147","2015-10-08",8.75
"148","2015-10-09",8.75
"149","2015-10-12",8.51
"150","2015-10-13",8.51
"151","2015-10-14",8.51
"152","2015-10-15",8.51
"153","2015-10-16",8.75
"154","2015-10-19",8.8
"155","2015-10-20",8.85
"156","2015-10-21",9.25
"157","2015-10-22",10
"158","2015-10-23",9.53
"159","2015-10-26",9.53
"160","2015-10-27",10
"161","2015-10-28",10
"162","2015-10-29",10.25
"163","2015-10-30",10.25
"164","2015-11-02",10.25
"165","2015-11-03",10.25
"166","2015-11-04",10.25
"167","2015-11-05",10.25
"168","2015-11-06",10.25
"169","2015-11-09",10.5
"170","2015-11-10",10.5
"171","2015-11-11",10.25
"172","2015-11-12",10.25
"173","2015-11-13",10.475
"174","2015-11-16",10.5
"175","2015-11-17",10.5
"176","2015-11-18",10
"177","2015-11-19",10
"178","2015-11-20",10.5
"179","2015-11-23",10.75
"180","2015-11-24",10.75
"181","2015-11-25",10.75
"182","2015-11-27",10.75
"183","2015-11-30",10.75
"184","2015-12-01",10.75
"185","2015-12-02",10.75
"186","2015-12-03",10.75
"187","2015-12-04",10.75
"188","2015-12-07",10.25
"189","2015-12-08",10.75
"190","2015-12-09",10.75
"191","2015-12-10",10.75
"192","2015-12-11",10.75
"193","2015-12-14",10.75
"194","2015-12-15",10.75
"195","2015-12-16",10.75
"196","2015-12-17",10.75
"197","2015-12-18",10.75
"198","2015-12-21",11
"199","2015-12-22",11
"200","2015-12-23",11
"201","2015-12-24",11
"202","2015-12-28",11
"203","2015-12-29",11
"204","2015-12-30",11.25
"205","2015-12-31",11.25
"206","2016-01-04",11
"207","2016-01-05",11
"208","2016-01-06",11.25
"209","2016-01-07",10.75
"210","2016-01-08",10.75
"211","2016-01-11",10.75
"212","2016-01-12",10.75
"213","2016-01-13",10.75
"214","2016-01-14",10.25
"215","2016-01-15",10.25
"216","2016-01-19",10.25
"217","2016-01-20",10.25
"218","2016-01-21",10
"219","2016-01-22",11.25
"220","2016-01-25",11.25
"221","2016-01-26",11
"222","2016-01-27",11
"223","2016-01-28",11
"224","2016-01-29",11
"225","2016-02-01",11
"226","2016-02-02",10
"227","2016-02-03",11
"228","2016-02-04",11.25
"229","2016-02-05",11.25
"230","2016-02-08",10.75
"231","2016-02-09",10.75
"232","2016-02-10",10.75
"233","2016-02-11",10.75
"234","2016-02-12",10.5
"235","2016-02-16",10.5
"236","2016-02-17",10
"237","2016-02-18",9.6
"238","2016-02-19",9.5
"239","2016-02-22",9.5
"240","2016-02-23",9
"241","2016-02-24",9
"242","2016-02-25",9
"243","2016-02-26",8.74
"244","2016-02-29",9.25
"245","2016-03-01",9
"246","2016-03-02",10
"247","2016-03-03",7.5
"248","2016-03-04",8
"249","2016-03-07",8.25
"250","2016-03-08",8
"251","2016-03-09",7.99
"252","2016-03-10",7.99
"253","2016-03-11",7.99
"254","2016-03-14",9.9
"255","2016-03-15",9.9
"256","2016-03-16",9.75
"257","2016-03-17",8.25
"258","2016-03-18",8.5
"259","2016-03-21",8.5
"260","2016-03-22",8.5
"261","2016-03-23",8.5
"262","2016-03-24",8
"263","2016-03-28",6
"264","2016-03-29",6
"265","2016-03-30",6.15
"266","2016-03-31",6.05
"267","2016-04-01",6
"268","2016-04-04",6.5
"269","2016-04-05",6
"270","2016-04-06",6
"271","2016-04-07",6
"272","2016-04-08",5.92
"273","2016-04-11",6
"274","2016-04-12",6
"275","2016-04-13",6
"276","2016-04-14",5.37
"277","2016-04-15",4.99
"278","2016-04-18",5.32
"279","2016-04-19",6
"280","2016-04-20",7.99
"281","2016-04-21",7.99
"282","2016-04-22",7.99
"283","2016-04-25",8.25
"284","2016-04-26",8.25
"285","2016-04-27",8.25
"286","2016-04-28",11
"287","2016-04-29",11
"288","2016-05-02",8
"289","2016-05-03",9
"290","2016-05-04",9.11
"291","2016-05-05",9.11
"292","2016-05-06",8.75
"293","2016-05-09",8.75
"294","2016-05-10",8.75
"295","2016-05-11",8
"296","2016-05-12",8
"297","2016-05-13",8
"298","2016-05-16",8
"299","2016-05-17",7.5
"300","2016-05-18",7.5
"301","2016-05-19",7.5
"302","2016-05-20",7.75
"303","2016-05-23",7.75
"304","2016-05-24",7.75
"305","2016-05-25",8
"306","2016-05-26",8
"307","2016-05-27",7.75
"308","2016-05-31",8
"309","2016-06-01",8
"310","2016-06-02",8
"311","2016-06-03",8
"312","2016-06-06",8
"313","2016-06-07",8
"314","2016-06-08",7.5
"315","2016-06-09",7.558
"316","2016-06-10",7.56
"317","2016-06-13",7.75
"318","2016-06-14",7.5
"319","2016-06-15",7.51
"320","2016-06-16",7.51
"321","2016-06-17",7.51
"322","2016-06-20",7.51
"323","2016-06-21",7.51
"324","2016-06-22",7.51
"325","2016-06-23",7.51
"326","2016-06-24",7.51
"327","2016-06-27",7.51
"328","2016-06-28",7.51
"329","2016-06-29",7.5
"330","2016-06-30",6.1
"331","2016-07-01",6.15
"332","2016-07-05",6.15
"333","2016-07-06",6.25
"334","2016-07-07",6.25
"335","2016-07-08",7
"336","2016-07-11",7
"337","2016-07-12",7
"338","2016-07-13",7
"339","2016-07-14",7
"340","2016-07-15",8
"341","2016-07-18",8
"342","2016-07-19",8.35
"343","2016-07-20",9.5
"344","2016-07-21",9.5
"345","2016-07-22",9.5
"346","2016-07-25",9.5
"347","2016-07-26",8
"348","2016-07-27",8.05
"349","2016-07-28",7.8
