"","date","HMSY"
"1","2007-01-03",5.023334
"2","2007-01-04",5.01
"3","2007-01-05",5.226666
"4","2007-01-08",5.753334
"5","2007-01-09",5.523334
"6","2007-01-10",5.963333
"7","2007-01-11",6.163333
"8","2007-01-12",5.966667
"9","2007-01-16",6.046667
"10","2007-01-17",6.07
"11","2007-01-18",5.936666
"12","2007-01-19",6
"13","2007-01-22",5.966667
"14","2007-01-23",5.946667
"15","2007-01-24",5.99
"16","2007-01-25",6.083333
"17","2007-01-26",6.036667
"18","2007-01-29",6.333333
"19","2007-01-30",6.443333
"20","2007-01-31",6.493333
"21","2007-02-01",6.593333
"22","2007-02-02",6.686666
"23","2007-02-05",6.66
"24","2007-02-06",6.78
"25","2007-02-07",6.856667
"26","2007-02-08",6.943333
"27","2007-02-09",6.983333
"28","2007-02-12",6.986667
"29","2007-02-13",7.133333
"30","2007-02-14",7.13
"31","2007-02-15",7.05
"32","2007-02-16",7.16
"33","2007-02-20",7.226666
"34","2007-02-21",7.506667
"35","2007-02-22",7.36
"36","2007-02-23",7
"37","2007-02-26",6.933333
"38","2007-02-27",6.64
"39","2007-02-28",6.6
"40","2007-03-01",6.48
"41","2007-03-02",6.553333
"42","2007-03-05",6.423333
"43","2007-03-06",6.403333
"44","2007-03-07",6.296667
"45","2007-03-08",6.346667
"46","2007-03-09",6.48
"47","2007-03-12",6.51
"48","2007-03-13",6.5
"49","2007-03-14",6.54
"50","2007-03-15",6.516667
"51","2007-03-16",6.83
"52","2007-03-19",7.043334
"53","2007-03-20",7.163333
"54","2007-03-21",7.393333
"55","2007-03-22",7.546667
"56","2007-03-23",7.536667
"57","2007-03-26",7.456666
"58","2007-03-27",7.643333
"59","2007-03-28",7.516667
"60","2007-03-29",7.526667
"61","2007-03-30",7.3
"62","2007-04-02",7.233333
"63","2007-04-03",7.236667
"64","2007-04-04",7.196667
"65","2007-04-05",7.346667
"66","2007-04-09",7.42
"67","2007-04-10",7.116667
"68","2007-04-11",7.12
"69","2007-04-12",7.263333
"70","2007-04-13",7.283333
"71","2007-04-16",7.38
"72","2007-04-17",7.5
"73","2007-04-18",7.26
"74","2007-04-19",7.303333
"75","2007-04-20",7.233333
"76","2007-04-23",7.1
"77","2007-04-24",7.02
"78","2007-04-25",6.966667
"79","2007-04-26",7.2
"80","2007-04-27",7.49
"81","2007-04-30",7.386667
"82","2007-05-01",7.183333
"83","2007-05-02",7.036667
"84","2007-05-03",7.16
"85","2007-05-04",7.463333
"86","2007-05-07",7.333333
"87","2007-05-08",7.363333
"88","2007-05-09",7.466667
"89","2007-05-10",7.323333
"90","2007-05-11",7.333333
"91","2007-05-14",7.33
"92","2007-05-15",7.176667
"93","2007-05-16",6.926667
"94","2007-05-17",7.056667
"95","2007-05-18",6.913333
"96","2007-05-21",6.78
"97","2007-05-22",7.016667
"98","2007-05-23",6.87
"99","2007-05-24",6.893333
"100","2007-05-25",7.043334
"101","2007-05-29",7.003334
"102","2007-05-30",7
"103","2007-05-31",6.836667
"104","2007-06-01",7.156667
"105","2007-06-04",7.2
"106","2007-06-05",7.1
"107","2007-06-06",6.833333
"108","2007-06-07",6.796667
"109","2007-06-08",6.7
"110","2007-06-11",6.833333
"111","2007-06-12",6.736667
"112","2007-06-13",6.77
"113","2007-06-14",6.856667
"114","2007-06-15",6.973333
"115","2007-06-18",7
"116","2007-06-19",6.893333
"117","2007-06-20",6.623333
"118","2007-06-21",6.29
"119","2007-06-22",6.11
"120","2007-06-25",5.886667
"121","2007-06-26",6.153333
"122","2007-06-27",6.256667
"123","2007-06-28",6.43
"124","2007-06-29",6.38
"125","2007-07-02",6.41
"126","2007-07-03",6.486667
"127","2007-07-05",6.5
"128","2007-07-06",6.59
"129","2007-07-09",6.523334
"130","2007-07-10",6.446667
"131","2007-07-11",6.5
"132","2007-07-12",6.5
"133","2007-07-13",6.336667
"134","2007-07-16",6.25
"135","2007-07-17",6.266667
"136","2007-07-18",6.296667
"137","2007-07-19",6.21
"138","2007-07-20",6.17
"139","2007-07-23",6.133333
"140","2007-07-24",5.98
"141","2007-07-25",5.94
"142","2007-07-26",6.003334
"143","2007-07-27",6.156667
"144","2007-07-30",6.383333
"145","2007-07-31",6.343333
"146","2007-08-01",6.463333
"147","2007-08-02",6.473333
"148","2007-08-03",7.746666
"149","2007-08-06",8.32
"150","2007-08-07",8.26
"151","2007-08-08",7.903333
"152","2007-08-09",8.373333
"153","2007-08-10",8.19
"154","2007-08-13",8.003333
"155","2007-08-14",8.086667
"156","2007-08-15",8
"157","2007-08-16",7.64
"158","2007-08-17",8.2
"159","2007-08-20",7.996666
"160","2007-08-21",7.946667
"161","2007-08-22",8.053333
"162","2007-08-23",8.006667
"163","2007-08-24",7.993333
"164","2007-08-27",7.976666
"165","2007-08-28",7.76
"166","2007-08-29",7.86
"167","2007-08-30",7.906667
"168","2007-08-31",7.85
"169","2007-09-04",7.92
"170","2007-09-05",7.913333
"171","2007-09-06",8.413333
"172","2007-09-07",8.12
"173","2007-09-10",8.23
"174","2007-09-11",8.75
"175","2007-09-12",8.523334
"176","2007-09-13",8.87
"177","2007-09-14",8.263333
"178","2007-09-17",8.023334
"179","2007-09-18",8.35
"180","2007-09-19",8.31
"181","2007-09-20",8.14
"182","2007-09-21",8.13
"183","2007-09-24",8.283334
"184","2007-09-25",8.32
"185","2007-09-26",8.3
"186","2007-09-27",8.316667
"187","2007-09-28",8.203333
"188","2007-10-01",8.67
"189","2007-10-02",9.023334
"190","2007-10-03",8.996667
"191","2007-10-04",9.046667
"192","2007-10-05",9.34
"193","2007-10-08",9.16
"194","2007-10-09",9.433333
"195","2007-10-10",9.06
"196","2007-10-11",8.696667
"197","2007-10-12",8.86
"198","2007-10-15",8.743333
"199","2007-10-16",8.823334
"200","2007-10-17",9.016666
"201","2007-10-18",9.303333
"202","2007-10-19",8.976666
"203","2007-10-22",9.253333
"204","2007-10-23",9.536667
"205","2007-10-24",9.556666
"206","2007-10-25",9.33
"207","2007-10-26",9.25
"208","2007-10-29",9.546667
"209","2007-10-30",9.256667
"210","2007-10-31",9.49
"211","2007-11-01",9.016666
"212","2007-11-02",10.64
"213","2007-11-05",10.3
"214","2007-11-06",10.233334
"215","2007-11-07",10.03
"216","2007-11-08",9.996667
"217","2007-11-09",10.07
"218","2007-11-12",9.836667
"219","2007-11-13",10.443334
"220","2007-11-14",10.36
"221","2007-11-15",10.183333
"222","2007-11-16",10.156667
"223","2007-11-19",10.77
"224","2007-11-20",10.353333
"225","2007-11-21",9.853333
"226","2007-11-23",9.97
"227","2007-11-26",9.64
"228","2007-11-27",9.76
"229","2007-11-28",10.333333
"230","2007-11-29",10.33
"231","2007-11-30",10.35
"232","2007-12-03",10.086667
"233","2007-12-04",9.963333
"234","2007-12-05",9.976666
"235","2007-12-06",10.32
"236","2007-12-07",10.046667
"237","2007-12-10",9.946667
"238","2007-12-11",9.6
"239","2007-12-12",9.423333
"240","2007-12-13",9.346666
"241","2007-12-14",9.31
"242","2007-12-17",8.6
"243","2007-12-18",9.94
"244","2007-12-19",10.283334
"245","2007-12-20",10.286667
"246","2007-12-21",11.156667
"247","2007-12-24",11.36
"248","2007-12-26",11.296667
"249","2007-12-27",10.966666
"250","2007-12-28",10.936666
"251","2007-12-31",11.07
"252","2008-01-02",10.453333
"253","2008-01-03",10.846666
"254","2008-01-04",11.023334
"255","2008-01-07",11.113334
"256","2008-01-08",10.683333
"257","2008-01-09",11.01
"258","2008-01-10",11.13
"259","2008-01-11",11.296667
"260","2008-01-14",11.433333
"261","2008-01-15",11.183333
"262","2008-01-16",11.61
"263","2008-01-17",11.923333
"264","2008-01-18",11.72
"265","2008-01-22",11.466666
"266","2008-01-23",10.896667
"267","2008-01-24",10.7
"268","2008-01-25",10.74
"269","2008-01-28",10.54
"270","2008-01-29",10.7
"271","2008-01-30",10.52
"272","2008-01-31",10.533334
"273","2008-02-01",10.503333
"274","2008-02-04",10.32
"275","2008-02-05",10.316667
"276","2008-02-06",10.01
"277","2008-02-07",10.306666
"278","2008-02-08",10.31
"279","2008-02-11",10.316667
"280","2008-02-12",10.383333
"281","2008-02-13",10.203333
"282","2008-02-14",10.34
"283","2008-02-15",10.053333
"284","2008-02-19",10.17
"285","2008-02-20",9.733334
"286","2008-02-21",9.603333
"287","2008-02-22",9.36
"288","2008-02-25",9.996667
"289","2008-02-26",9.8
"290","2008-02-27",9.856667
"291","2008-02-28",9.766666
"292","2008-02-29",9.12
"293","2008-03-03",9.446667
"294","2008-03-04",9.46
"295","2008-03-05",9.706667
"296","2008-03-06",9.533334
"297","2008-03-07",9.35
"298","2008-03-10",9.2
"299","2008-03-11",9.503333
"300","2008-03-12",9.646667
"301","2008-03-13",9.99
"302","2008-03-14",9.796667
"303","2008-03-17",9.303333
"304","2008-03-18",9.966666
"305","2008-03-19",9.89
"306","2008-03-20",9.786667
"307","2008-03-24",10.163333
"308","2008-03-25",10.313334
"309","2008-03-26",10.48
"310","2008-03-27",10.096666
"311","2008-03-28",9.73
"312","2008-03-31",9.516666
"313","2008-04-01",9.85
"314","2008-04-02",9.503333
"315","2008-04-03",9.366667
"316","2008-04-04",9.496667
"317","2008-04-07",9.716666
"318","2008-04-08",9.73
"319","2008-04-09",9.606667
"320","2008-04-10",9.466666
"321","2008-04-11",9.003333
"322","2008-04-14",8.813334
"323","2008-04-15",8.85
"324","2008-04-16",8.626667
"325","2008-04-17",8.69
"326","2008-04-18",8.263333
"327","2008-04-21",8.353333
"328","2008-04-22",8.376667
"329","2008-04-23",8.233334
"330","2008-04-24",8.32
"331","2008-04-25",8.486667
"332","2008-04-28",8.603333
"333","2008-04-29",8.593333
"334","2008-04-30",8.59
"335","2008-05-01",8.79
"336","2008-05-02",8.723333
"337","2008-05-05",6.686666
"338","2008-05-06",6.73
"339","2008-05-07",6.763333
"340","2008-05-08",6.79
"341","2008-05-09",6.79
"342","2008-05-12",6.883333
"343","2008-05-13",6.896667
"344","2008-05-14",6.786667
"345","2008-05-15",6.873333
"346","2008-05-16",6.84
"347","2008-05-19",6.826667
"348","2008-05-20",6.696667
"349","2008-05-21",6.67
"350","2008-05-22",6.806667
"351","2008-05-23",6.716667
"352","2008-05-27",6.833333
"353","2008-05-28",6.696667
"354","2008-05-29",6.666667
"355","2008-05-30",6.743333
"356","2008-06-02",6.663333
"357","2008-06-03",6.5
"358","2008-06-04",6.1
"359","2008-06-05",6.67
"360","2008-06-06",6.536667
"361","2008-06-09",6.453333
"362","2008-06-10",6.373333
"363","2008-06-11",6.266667
"364","2008-06-12",6.35
"365","2008-06-13",6.753334
"366","2008-06-16",6.87
"367","2008-06-17",6.85
"368","2008-06-18",7.176667
"369","2008-06-19",7.226666
"370","2008-06-20",7.383333
"371","2008-06-23",6.983333
"372","2008-06-24",7.093333
"373","2008-06-25",7.23
"374","2008-06-26",7.24
"375","2008-06-27",7.26
"376","2008-06-30",7.156667
"377","2008-07-01",6.946667
"378","2008-07-02",6.703333
"379","2008-07-03",6.556667
"380","2008-07-07",6.616667
"381","2008-07-08",6.803333
"382","2008-07-09",6.673333
"383","2008-07-10",6.703333
"384","2008-07-11",6.786667
"385","2008-07-14",6.856667
"386","2008-07-15",6.8
"387","2008-07-16",7.37
"388","2008-07-17",7.71
"389","2008-07-18",7.81
"390","2008-07-21",7.613333
"391","2008-07-22",8.21
"392","2008-07-23",8.476666
"393","2008-07-24",8.473333
"394","2008-07-25",8.066667
"395","2008-07-28",7.903333
"396","2008-07-29",8.006667
"397","2008-07-30",7.98
