"","date","BDSI"
"136","2007-07-18",4.1
"137","2007-07-19",4.13
"138","2007-07-20",4.12
"139","2007-07-23",3.98
"140","2007-07-24",3.91
"141","2007-07-25",4.13
"142","2007-07-26",4.03
"143","2007-07-27",3.76
"144","2007-07-30",3.85
"145","2007-07-31",3.8
"146","2007-08-01",3.61
"147","2007-08-02",3.7
"148","2007-08-03",3.92
"149","2007-08-06",3.71
"150","2007-08-07",3.85
"151","2007-08-08",4.06
"152","2007-08-09",4.44
"153","2007-08-10",4.12
"154","2007-08-13",5.05
"155","2007-08-14",4.24
"156","2007-08-15",4.33
"157","2007-08-16",3.99
"158","2007-08-17",3.82
"159","2007-08-20",4
"160","2007-08-21",4.05
"161","2007-08-22",4.2
"162","2007-08-23",4.09
"163","2007-08-24",4.1
"164","2007-08-27",4.01
"165","2007-08-28",3.95
"166","2007-08-29",4.11
"167","2007-08-30",3.97
"168","2007-08-31",3.99
"169","2007-09-04",4
"170","2007-09-05",3.94
"171","2007-09-06",4.13
"172","2007-09-07",3.99
"173","2007-09-10",3.96
"174","2007-09-11",3.94
"175","2007-09-12",3.86
"176","2007-09-13",3.92
"177","2007-09-14",3.97
"178","2007-09-17",3.95
"179","2007-09-18",3.99
"180","2007-09-19",3.96
"181","2007-09-20",3.99
"182","2007-09-21",3.94
"183","2007-09-24",3.94
"184","2007-09-25",3.99
"185","2007-09-26",3.92
"186","2007-09-27",3.94
"187","2007-09-28",3.9
"188","2007-10-01",3.86
"189","2007-10-02",3.89
"190","2007-10-03",3.87
"191","2007-10-04",3.85
"192","2007-10-05",3.78
"193","2007-10-08",3.7
"194","2007-10-09",3.67
"195","2007-10-10",3.6
"196","2007-10-11",3.53
"197","2007-10-12",3.49
"198","2007-10-15",3.41
"199","2007-10-16",3.51
"200","2007-10-17",3.31
"201","2007-10-18",3.47
"202","2007-10-19",3.37
"203","2007-10-22",3.31
"204","2007-10-23",3.24
"205","2007-10-24",3.14
"206","2007-10-25",3.23
"207","2007-10-26",3.3
"208","2007-10-29",3.48
"209","2007-10-30",3.2
"210","2007-10-31",3.35
"211","2007-11-01",3.45
"212","2007-11-02",3.58
"213","2007-11-05",3.51
"214","2007-11-06",3.51
"215","2007-11-07",3.41
"216","2007-11-08",3.3
"217","2007-11-09",3.15
"218","2007-11-12",3.21
"219","2007-11-13",3.25
"220","2007-11-14",3.22
"221","2007-11-15",3.09
"222","2007-11-16",3.17
"223","2007-11-19",3.1
"224","2007-11-20",2.92
"225","2007-11-21",2.82
"226","2007-11-23",2.93
"227","2007-11-26",2.89
"228","2007-11-27",3
"229","2007-11-28",3.1
"230","2007-11-29",3.34
"231","2007-11-30",3.1
"232","2007-12-03",2.99
"233","2007-12-04",2.91
"234","2007-12-05",2.8
"235","2007-12-06",2.45
"236","2007-12-07",3.03
"237","2007-12-10",3.05
"238","2007-12-11",3.07
"239","2007-12-12",2.96
"240","2007-12-13",3.05
"241","2007-12-14",3
"242","2007-12-17",2.86
"243","2007-12-18",3.09
"244","2007-12-19",2.83
"245","2007-12-20",2.76
"246","2007-12-21",2.89
"247","2007-12-24",2.72
"248","2007-12-26",2.98
"249","2007-12-27",2.81
"250","2007-12-28",2.8
"251","2007-12-31",2.93
"252","2008-01-02",2.93
"253","2008-01-03",3
"254","2008-01-04",2.91
"255","2008-01-07",2.72
"256","2008-01-08",2.59
"257","2008-01-09",2.45
"258","2008-01-10",2.89
"259","2008-01-11",2.74
"260","2008-01-14",2.6
"261","2008-01-15",2.61
"262","2008-01-16",2.59
"263","2008-01-17",2.53
"264","2008-01-18",2.54
"265","2008-01-22",2.42
"266","2008-01-23",2.35
"267","2008-01-24",2.44
"268","2008-01-25",2.48
"269","2008-01-28",2.84
"270","2008-01-29",2.86
"271","2008-01-30",2.9
"272","2008-01-31",2.85
"273","2008-02-01",2.92
"274","2008-02-04",2.83
"275","2008-02-05",2.66
"276","2008-02-06",2.66
"277","2008-02-07",2.65
"278","2008-02-08",2.6
"279","2008-02-11",2.55
"280","2008-02-12",2.58
"281","2008-02-13",2.51
"282","2008-02-14",2.56
"283","2008-02-15",2.46
"284","2008-02-19",2.45
"285","2008-02-20",2.42
"286","2008-02-21",2.5
"287","2008-02-22",2.46
"288","2008-02-25",2.53
"289","2008-02-26",2.53
"290","2008-02-27",2.55
"291","2008-02-28",2.59
"292","2008-02-29",2.53
"293","2008-03-03",2.53
"294","2008-03-04",2.55
"295","2008-03-05",2.5
"296","2008-03-06",2.54
"297","2008-03-07",2.48
"298","2008-03-10",2.39
"299","2008-03-11",2.58
"300","2008-03-12",2.38
"301","2008-03-13",2.48
"302","2008-03-14",2.43
"303","2008-03-17",2.37
"304","2008-03-18",2.43
"305","2008-03-19",2.39
"306","2008-03-20",2.39
"307","2008-03-24",2.43
"308","2008-03-25",2.41
"309","2008-03-26",2.37
"310","2008-03-27",2.26
"311","2008-03-28",2.28
"312","2008-03-31",2.33
"313","2008-04-01",2.33
"314","2008-04-02",2.27
"315","2008-04-03",2.3
"316","2008-04-04",2.21
"317","2008-04-07",2.17
"318","2008-04-08",2.16
"319","2008-04-09",2.15
"320","2008-04-10",2.16
"321","2008-04-11",2.17
"322","2008-04-14",2.12
"323","2008-04-15",1.9
"324","2008-04-16",1.7
"325","2008-04-17",1.8
"326","2008-04-18",2.06
"327","2008-04-21",2.05
"328","2008-04-22",2.1
"329","2008-04-23",2.39
"330","2008-04-24",2.28
"331","2008-04-25",2.29
"332","2008-04-28",2.36
"333","2008-04-29",2.54
"334","2008-04-30",2.48
"335","2008-05-01",2.43
"336","2008-05-02",2.4
"337","2008-05-05",2.45
"338","2008-05-06",2.48
"339","2008-05-07",2.75
"340","2008-05-08",2.58
"341","2008-05-09",2.74
"342","2008-05-12",2.67
"343","2008-05-13",2.63
"344","2008-05-14",2.74
"345","2008-05-15",2.92
"346","2008-05-16",2.99
"347","2008-05-19",3.02
"348","2008-05-20",2.98
"349","2008-05-21",2.91
"350","2008-05-22",3.06
"351","2008-05-23",2.99
"352","2008-05-27",2.9
"353","2008-05-28",2.97
"354","2008-05-29",2.95
"355","2008-05-30",3.09
"356","2008-06-02",3.01
"357","2008-06-03",2.92
"358","2008-06-04",2.8
"359","2008-06-05",2.75
"360","2008-06-06",2.72
"361","2008-06-09",2.69
"362","2008-06-10",2.77
"363","2008-06-11",2.73
"364","2008-06-12",2.76
"365","2008-06-13",2.79
"366","2008-06-16",2.72
"367","2008-06-17",2.68
"368","2008-06-18",2.66
"369","2008-06-19",2.71
"370","2008-06-20",2.64
"371","2008-06-23",2.57
"372","2008-06-24",2.53
"373","2008-06-25",2.53
"374","2008-06-26",2.41
"375","2008-06-27",2.31
"376","2008-06-30",2.32
"377","2008-07-01",2.29
"378","2008-07-02",2.1
"379","2008-07-03",2.16
"380","2008-07-07",2.4
"381","2008-07-08",2.39
"382","2008-07-09",2.36
"383","2008-07-10",2.29
"384","2008-07-11",2.29
"385","2008-07-14",2.31
"386","2008-07-15",2.27
"387","2008-07-16",2.18
"388","2008-07-17",2.19
"389","2008-07-18",2.06
"390","2008-07-21",2.16
"391","2008-07-22",2.13
"392","2008-07-23",2.07
"393","2008-07-24",2.01
"394","2008-07-25",2.1
"395","2008-07-28",2
"396","2008-07-29",2.08
"397","2008-07-30",2.23
"398","2008-07-31",2.62
"399","2008-08-01",2.37
"400","2008-08-04",2.45
"401","2008-08-05",2.15
"402","2008-08-06",2.05
"403","2008-08-07",2.19
"404","2008-08-08",2.14
"405","2008-08-11",2.18
"406","2008-08-12",2.16
"407","2008-08-13",1.97
"408","2008-08-14",2.03
"409","2008-08-15",2.11
"410","2008-08-18",2.4
"411","2008-08-19",2.3
"412","2008-08-20",2.28
"413","2008-08-21",2.33
"414","2008-08-22",2.32
"415","2008-08-25",2.29
"416","2008-08-26",2.34
"417","2008-08-27",2.3
"418","2008-08-28",2.9
"419","2008-08-29",3.85
"420","2008-09-02",3.99
"421","2008-09-03",3.71
"422","2008-09-04",3.58
"423","2008-09-05",3.6
"424","2008-09-08",3.43
"425","2008-09-09",2.84
"426","2008-09-10",3.01
"427","2008-09-11",3.02
"428","2008-09-12",2.95
"429","2008-09-15",2.98
"430","2008-09-16",2.9
"431","2008-09-17",2.61
"432","2008-09-18",2.56
"433","2008-09-19",3.1
"434","2008-09-22",3.08
"435","2008-09-23",2.94
"436","2008-09-24",2.93
"437","2008-09-25",3.02
"438","2008-09-26",2.98
"439","2008-09-29",2.53
"440","2008-09-30",2.51
"441","2008-10-01",2.54
"442","2008-10-02",2.33
"443","2008-10-03",2.56
"444","2008-10-06",2.3
"445","2008-10-07",2.47
"446","2008-10-08",2.3
"447","2008-10-09",2.15
"448","2008-10-10",2.17
"449","2008-10-13",2.33
"450","2008-10-14",2.39
"451","2008-10-15",2.41
"452","2008-10-16",2.45
"453","2008-10-17",2.42
"454","2008-10-20",2.57
"455","2008-10-21",2.58
"456","2008-10-22",2.4
"457","2008-10-23",2.37
"458","2008-10-24",2.35
"459","2008-10-27",2.27
"460","2008-10-28",2.19
"461","2008-10-29",2.47
"462","2008-10-30",2.29
"463","2008-10-31",2.46
"464","2008-11-03",2.4
"465","2008-11-04",2.55
"466","2008-11-05",2.74
"467","2008-11-06",2.52
"468","2008-11-07",2.55
"469","2008-11-10",2.39
"470","2008-11-11",2.46
"471","2008-11-12",2.3
"472","2008-11-13",2.54
"473","2008-11-14",2.6
"474","2008-11-17",2.9
"475","2008-11-18",2.79
"476","2008-11-19",2.31
"477","2008-11-20",2.21
"478","2008-11-21",2.22
"479","2008-11-24",2.25
"480","2008-11-25",2.41
"481","2008-11-26",2.55
"482","2008-11-28",2.57
"483","2008-12-01",2.51
"484","2008-12-02",2.51
"485","2008-12-03",2.48
"486","2008-12-04",2.55
"487","2008-12-05",2.64
"488","2008-12-08",2.55
"489","2008-12-09",2.44
"490","2008-12-10",2.51
"491","2008-12-11",2.52
"492","2008-12-12",2.46
"493","2008-12-15",2.49
"494","2008-12-16",2.55
"495","2008-12-17",2.45
"496","2008-12-18",2.41
"497","2008-12-19",2.59
"498","2008-12-22",2.5
"499","2008-12-23",2.44
"500","2008-12-24",2.5
"501","2008-12-26",2.46
"502","2008-12-29",2.59
"503","2008-12-30",2.57
"504","2008-12-31",2.9
"505","2009-01-02",2.9
"506","2009-01-05",3.13
"507","2009-01-06",3.12
"508","2009-01-07",2.91
"509","2009-01-08",2.9
"510","2009-01-09",3.07
"511","2009-01-12",3.03
"512","2009-01-13",3.09
"513","2009-01-14",3.06
"514","2009-01-15",3.11
"515","2009-01-16",3.14
"516","2009-01-20",3.08
"517","2009-01-21",3.21
"518","2009-01-22",3.05
"519","2009-01-23",3.1
"520","2009-01-26",3.08
"521","2009-01-27",3.1
"522","2009-01-28",3.12
"523","2009-01-29",3.11
"524","2009-01-30",3.2
"525","2009-02-02",3.11
"526","2009-02-03",3.16
"527","2009-02-04",3.2
"528","2009-02-05",3.16
"529","2009-02-06",3.21
"530","2009-02-09",3.26
"531","2009-02-10",3.28
"532","2009-02-11",3.43
"533","2009-02-12",3.4
"534","2009-02-13",3.65
"535","2009-02-17",3.62
"536","2009-02-18",3.41
"537","2009-02-19",3.43
"538","2009-02-20",3.48
"539","2009-02-23",3.19
"540","2009-02-24",3.22
"541","2009-02-25",3.25
"542","2009-02-26",3.2
"543","2009-02-27",3.18
"544","2009-03-02",2.79
"545","2009-03-03",2.78
"546","2009-03-04",2.8
"547","2009-03-05",2.81
"548","2009-03-06",2.92
"549","2009-03-09",2.88
"550","2009-03-10",2.92
"551","2009-03-11",2.95
"552","2009-03-12",2.97
"553","2009-03-13",3.07
"554","2009-03-16",3.35
"555","2009-03-17",3.69
"556","2009-03-18",3.6
"557","2009-03-19",3.33
"558","2009-03-20",3.39
"559","2009-03-23",3.49
"560","2009-03-24",3.59
"561","2009-03-25",3.26
"562","2009-03-26",3.47
"563","2009-03-27",3.25
"564","2009-03-30",3.3
"565","2009-03-31",3.42
"566","2009-04-01",3.5
"567","2009-04-02",3.29
"568","2009-04-03",3.69
"569","2009-04-06",3.68
"570","2009-04-07",3.68
"571","2009-04-08",3.64
"572","2009-04-09",3.8
"573","2009-04-13",3.7
"574","2009-04-14",3.84
"575","2009-04-15",3.77
"576","2009-04-16",3.9
"577","2009-04-17",4
"578","2009-04-20",3.8
"579","2009-04-21",4.46
"580","2009-04-22",4.87
"581","2009-04-23",4.83
"582","2009-04-24",4.69
"583","2009-04-27",4.25
"584","2009-04-28",4.08
"585","2009-04-29",4.35
"586","2009-04-30",4.39
"587","2009-05-01",4.65
"588","2009-05-04",4.6
"589","2009-05-05",4.75
"590","2009-05-06",4.75
"591","2009-05-07",4.88
"592","2009-05-08",5.25
"593","2009-05-11",5.4
"594","2009-05-12",5.23
"595","2009-05-13",5.11
"596","2009-05-14",5.33
"597","2009-05-15",5.15
"598","2009-05-18",5.39
"599","2009-05-19",5.6
"600","2009-05-20",5.58
"601","2009-05-21",5.6
"602","2009-05-22",5.5
"603","2009-05-26",5.6
"604","2009-05-27",5.46
"605","2009-05-28",5.53
"606","2009-05-29",5.49
"607","2009-06-01",5.54
"608","2009-06-02",5.93
"609","2009-06-03",5.89
"610","2009-06-04",6.06
"611","2009-06-05",6.65
"612","2009-06-08",6.28
"613","2009-06-09",6.03
"614","2009-06-10",6.24
"615","2009-06-11",6.39
"616","2009-06-12",6.76
"617","2009-06-15",6.83
"618","2009-06-16",6.49
"619","2009-06-17",6.36
"620","2009-06-18",6.39
"621","2009-06-19",6.64
"622","2009-06-22",6.38
"623","2009-06-23",6.29
"624","2009-06-24",6.39
"625","2009-06-25",6.5
"626","2009-06-26",6.94
"627","2009-06-29",6.91
"628","2009-06-30",6.68
"629","2009-07-01",6.66
"630","2009-07-02",6.43
"631","2009-07-06",6.29
"632","2009-07-07",6.06
"633","2009-07-08",5.83
"634","2009-07-09",5.69
"635","2009-07-10",5.87
"636","2009-07-13",5.7
"637","2009-07-14",5.6
"638","2009-07-15",6
"639","2009-07-16",6.15
"640","2009-07-17",5.84
"641","2009-07-20",5.64
"642","2009-07-21",5.3
"643","2009-07-22",5.4
"644","2009-07-23",5.51
"645","2009-07-24",5.38
"646","2009-07-27",5.4
"647","2009-07-28",5.16
"648","2009-07-29",5.51
"649","2009-07-30",5.6
"650","2009-07-31",5.62
"651","2009-08-03",5.73
"652","2009-08-04",5.59
"653","2009-08-05",5.38
"654","2009-08-06",5.2
"655","2009-08-07",5.1
"656","2009-08-10",5.04
"657","2009-08-11",4.89
"658","2009-08-12",4.76
"659","2009-08-13",4.93
"660","2009-08-14",4.8
"661","2009-08-17",4.64
"662","2009-08-18",4.6
"663","2009-08-19",4.83
"664","2009-08-20",4.8
"665","2009-08-21",4.9
"666","2009-08-24",4.9
"667","2009-08-25",5.05
"668","2009-08-26",5.13
"669","2009-08-27",5.06
"670","2009-08-28",4.99
"671","2009-08-31",4.82
"672","2009-09-01",4.63
"673","2009-09-02",4.66
"674","2009-09-03",4.77
"675","2009-09-04",4.81
"676","2009-09-08",4.8
"677","2009-09-09",4.8
"678","2009-09-10",4.85
"679","2009-09-11",4.72
"680","2009-09-14",4.66
"681","2009-09-15",4.63
"682","2009-09-16",4.62
"683","2009-09-17",4.64
"684","2009-09-18",4.61
"685","2009-09-21",4.58
"686","2009-09-22",4.58
"687","2009-09-23",4.53
"688","2009-09-24",4.41
"689","2009-09-25",4.24
"690","2009-09-28",4.79
"691","2009-09-29",4.81
"692","2009-09-30",4.8
"693","2009-10-01",4.85
"694","2009-10-02",4.93
"695","2009-10-05",4.92
"696","2009-10-06",4.88
"697","2009-10-07",4.71
"698","2009-10-08",4.82
"699","2009-10-09",5.07
"700","2009-10-12",5.07
"701","2009-10-13",5.13
"702","2009-10-14",5.25
"703","2009-10-15",5.13
"704","2009-10-16",5.05
"705","2009-10-19",4.9
"706","2009-10-20",4.86
"707","2009-10-21",4.53
"708","2009-10-22",4.44
"709","2009-10-23",4.44
"710","2009-10-26",4.32
"711","2009-10-27",4.24
"712","2009-10-28",4.06
"713","2009-10-29",4.13
"714","2009-10-30",3.98
"715","2009-11-02",3.95
"716","2009-11-03",4.01
"717","2009-11-04",4.07
"718","2009-11-05",4.17
"719","2009-11-06",4.13
"720","2009-11-09",4.16
"721","2009-11-10",4.22
"722","2009-11-11",4.25
"723","2009-11-12",4.3
"724","2009-11-13",4.41
"725","2009-11-16",4.58
"726","2009-11-17",4.48
"727","2009-11-18",4.24
"728","2009-11-19",4.16
"729","2009-11-20",4.12
"730","2009-11-23",4.08
"731","2009-11-24",4.05
"732","2009-11-25",4.07
"733","2009-11-27",4
"734","2009-11-30",3.85
"735","2009-12-01",3.92
"736","2009-12-02",4.01
"737","2009-12-03",4.02
"738","2009-12-04",4.1
"739","2009-12-07",4.08
"740","2009-12-08",3.94
"741","2009-12-09",4.02
"742","2009-12-10",3.94
"743","2009-12-11",3.92
"744","2009-12-14",4.1
"745","2009-12-15",3.94
"746","2009-12-16",4.02
"747","2009-12-17",4.02
"748","2009-12-18",4.02
"749","2009-12-21",3.95
"750","2009-12-22",3.94
"751","2009-12-23",4
"752","2009-12-24",4.01
"753","2009-12-28",3.99
"754","2009-12-29",4
"755","2009-12-30",3.84
"756","2009-12-31",3.93
"757","2010-01-04",4
"758","2010-01-05",3.92
"759","2010-01-06",3.94
"760","2010-01-07",4
"761","2010-01-08",4.22
"762","2010-01-11",4.11
"763","2010-01-12",4.05
"764","2010-01-13",4.15
"765","2010-01-14",4.16
"766","2010-01-15",4.06
"767","2010-01-19",4
"768","2010-01-20",3.98
"769","2010-01-21",3.9
"770","2010-01-22",3.79
"771","2010-01-25",3.68
"772","2010-01-26",3.55
"773","2010-01-27",3.58
"774","2010-01-28",3.56
"775","2010-01-29",3.54
"776","2010-02-01",3.47
"777","2010-02-02",3.79
"778","2010-02-03",3.6
"779","2010-02-04",3.5
"780","2010-02-05",3.45
"781","2010-02-08",3.48
"782","2010-02-09",3.52
"783","2010-02-10",3.45
"784","2010-02-11",3.62
"785","2010-02-12",3.6
"786","2010-02-16",3.34
"787","2010-02-17",3.36
"788","2010-02-18",3.42
"789","2010-02-19",3.36
"790","2010-02-22",3.43
"791","2010-02-23",3.41
"792","2010-02-24",3.43
"793","2010-02-25",3.56
"794","2010-02-26",3.79
"795","2010-03-01",3.88
"796","2010-03-02",3.97
"797","2010-03-03",3.86
"798","2010-03-04",3.86
"799","2010-03-05",3.87
"800","2010-03-08",3.92
"801","2010-03-09",3.9
"802","2010-03-10",3.84
"803","2010-03-11",3.91
"804","2010-03-12",4.14
"805","2010-03-15",4.31
"806","2010-03-16",4.08
"807","2010-03-17",4.11
"808","2010-03-18",4.05
"809","2010-03-19",4
"810","2010-03-22",3.9
"811","2010-03-23",3.96
"812","2010-03-24",4.04
"813","2010-03-25",3.96
"814","2010-03-26",4.03
"815","2010-03-29",3.86
"816","2010-03-30",3.74
"817","2010-03-31",3.83
"818","2010-04-01",3.8
"819","2010-04-05",3.95
"820","2010-04-06",3.9
"821","2010-04-07",3.89
"822","2010-04-08",3.81
"823","2010-04-09",3.78
"824","2010-04-12",3.83
"825","2010-04-13",3.92
"826","2010-04-14",4.12
"827","2010-04-15",4.11
"828","2010-04-16",4.12
"829","2010-04-19",4.21
"830","2010-04-20",3.63
"831","2010-04-21",3.56
"832","2010-04-22",3.61
"833","2010-04-23",3.54
"834","2010-04-26",3.56
"835","2010-04-27",3.53
"836","2010-04-28",3.55
"837","2010-04-29",3.53
"838","2010-04-30",3.47
"839","2010-05-03",3.51
"840","2010-05-04",3.38
"841","2010-05-05",3.39
"842","2010-05-06",3.21
"843","2010-05-07",3.16
"844","2010-05-10",3.26
"845","2010-05-11",3.14
"846","2010-05-12",3.26
"847","2010-05-13",3.37
"848","2010-05-14",3.3
"849","2010-05-17",3.38
"850","2010-05-18",3.27
"851","2010-05-19",3.15
"852","2010-05-20",2.98
"853","2010-05-21",2.94
"854","2010-05-24",3
"855","2010-05-25",2.91
"856","2010-05-26",2.92
"857","2010-05-27",3.1
"858","2010-05-28",2.91
"859","2010-06-01",2.87
"860","2010-06-02",2.98
"861","2010-06-03",2.95
"862","2010-06-04",2.76
"863","2010-06-07",2.57
"864","2010-06-08",2.54
"865","2010-06-09",2.48
"866","2010-06-10",2.48
"867","2010-06-11",2.66
"868","2010-06-14",2.78
"869","2010-06-15",2.75
"870","2010-06-16",2.69
"871","2010-06-17",2.7
"872","2010-06-18",2.76
"873","2010-06-21",2.72
"874","2010-06-22",2.75
"875","2010-06-23",2.71
"876","2010-06-24",2.65
"877","2010-06-25",2.59
"878","2010-06-28",2.38
"879","2010-06-29",2.13
"880","2010-06-30",2.31
"881","2010-07-01",2.24
"882","2010-07-02",2.27
"883","2010-07-06",2.31
"884","2010-07-07",2.27
"885","2010-07-08",2.32
"886","2010-07-09",2.38
"887","2010-07-12",2.3
"888","2010-07-13",2.3
"889","2010-07-14",2.35
"890","2010-07-15",2.25
"891","2010-07-16",2.31
"892","2010-07-19",2.27
"893","2010-07-20",2.22
"894","2010-07-21",2.26
"895","2010-07-22",2.29
"896","2010-07-23",2.29
"897","2010-07-26",2.32
"898","2010-07-27",2.3
"899","2010-07-28",2.4
"900","2010-07-29",2.36
"901","2010-07-30",2.42
"902","2010-08-02",2.44
"903","2010-08-03",2.43
"904","2010-08-04",2.42
"905","2010-08-05",2.4
"906","2010-08-06",2.4
"907","2010-08-09",2.33
"908","2010-08-10",2.34
"909","2010-08-11",2.28
"910","2010-08-12",2.35
"911","2010-08-13",2.4
"912","2010-08-16",2.29
"913","2010-08-17",2.35
"914","2010-08-18",2.37
"915","2010-08-19",2.32
"916","2010-08-20",2.3
"917","2010-08-23",2.28
"918","2010-08-24",2.26
"919","2010-08-25",2.26
"920","2010-08-26",2.2
"921","2010-08-27",2.22
"922","2010-08-30",2.27
"923","2010-08-31",2.23
"924","2010-09-01",2.33
"925","2010-09-02",2.45
"926","2010-09-03",2.44
"927","2010-09-07",2.51
"928","2010-09-08",2.55
"929","2010-09-09",2.55
"930","2010-09-10",2.54
"931","2010-09-13",2.55
"932","2010-09-14",2.47
"933","2010-09-15",2.56
"934","2010-09-16",2.49
"935","2010-09-17",2.63
"936","2010-09-20",2.89
"937","2010-09-21",2.82
"938","2010-09-22",2.81
"939","2010-09-23",2.84
"940","2010-09-24",2.86
"941","2010-09-27",2.93
"942","2010-09-28",2.92
"943","2010-09-29",3
"944","2010-09-30",2.89
"945","2010-10-01",2.93
"946","2010-10-04",2.85
"947","2010-10-05",2.96
"948","2010-10-06",2.95
"949","2010-10-07",3.09
"950","2010-10-08",3.2
"951","2010-10-11",3.29
"952","2010-10-12",3.5
"953","2010-10-13",3.55
"954","2010-10-14",3.4
"955","2010-10-15",3.44
"956","2010-10-18",3.43
"957","2010-10-19",3.37
"958","2010-10-20",3.44
"959","2010-10-21",3.4
"960","2010-10-22",3.44
"961","2010-10-25",3.45
"962","2010-10-26",3.51
"963","2010-10-27",3.52
"964","2010-10-28",3.45
"965","2010-10-29",3.43
"966","2010-11-01",3.45
"967","2010-11-02",3.47
"968","2010-11-03",3.59
"969","2010-11-04",3.59
"970","2010-11-05",3.59
"971","2010-11-08",3.58
"972","2010-11-09",3.51
"973","2010-11-10",3.1
"974","2010-11-11",2.93
"975","2010-11-12",3.09
"976","2010-11-15",2.97
"977","2010-11-16",2.91
"978","2010-11-17",2.87
"979","2010-11-18",2.95
"980","2010-11-19",2.92
"981","2010-11-22",2.94
"982","2010-11-23",2.84
"983","2010-11-24",2.84
"984","2010-11-26",2.86
"985","2010-11-29",2.82
"986","2010-11-30",2.76
"987","2010-12-01",2.79
"988","2010-12-02",2.67
"989","2010-12-03",2.68
"990","2010-12-06",2.72
"991","2010-12-07",2.8
"992","2010-12-08",2.78
"993","2010-12-09",2.78
"994","2010-12-10",2.78
"995","2010-12-13",2.81
"996","2010-12-14",2.79
"997","2010-12-15",2.72
"998","2010-12-16",2.7
"999","2010-12-17",2.71
"1000","2010-12-20",2.68
"1001","2010-12-21",2.7
