"","date","OLED"
"184","2007-09-25",15.89
"185","2007-09-26",16.48
"186","2007-09-27",17.52
"187","2007-09-28",17.719999
"188","2007-10-01",17.32
"189","2007-10-02",17.76
"190","2007-10-03",17.200001
"191","2007-10-04",17.5
"192","2007-10-05",18.25
"193","2007-10-08",18.110001
"194","2007-10-09",19.389999
"195","2007-10-10",19
"196","2007-10-11",18.26
"197","2007-10-12",18.42
"198","2007-10-15",18.16
"199","2007-10-16",18.219999
"200","2007-10-17",18.799999
"201","2007-10-18",18.870001
"202","2007-10-19",17.98
"203","2007-10-22",18.120001
"204","2007-10-23",18.83
"205","2007-10-24",18.16
"206","2007-10-25",17.889999
"207","2007-10-26",18.809999
"208","2007-10-29",18.58
"209","2007-10-30",17.950001
"210","2007-10-31",18.75
"211","2007-11-01",17.620001
"212","2007-11-02",17.42
"213","2007-11-05",17.290001
"214","2007-11-06",17.98
"215","2007-11-07",17.02
"216","2007-11-08",16.809999
"217","2007-11-09",17.23
"218","2007-11-12",16.969999
"219","2007-11-13",17.719999
"220","2007-11-14",17.4
"221","2007-11-15",17.209999
"222","2007-11-16",17.370001
"223","2007-11-19",17.059999
"224","2007-11-20",16.440001
"225","2007-11-21",15.84
"226","2007-11-23",16.200001
"227","2007-11-26",15.67
"228","2007-11-27",16.66
"229","2007-11-28",17.110001
"230","2007-11-29",16.950001
"231","2007-11-30",16.559999
"232","2007-12-03",16.09
"233","2007-12-04",16.66
"234","2007-12-05",16.59
"235","2007-12-06",17.4
"236","2007-12-07",17.639999
"237","2007-12-10",17.68
"238","2007-12-11",16.870001
"239","2007-12-12",18.059999
"240","2007-12-13",18.040001
"241","2007-12-14",17.719999
"242","2007-12-17",16.67
"243","2007-12-18",17.5
"244","2007-12-19",18.18
"245","2007-12-20",19
"246","2007-12-21",19.5
"247","2007-12-24",20.200001
"248","2007-12-26",20.950001
"249","2007-12-27",21.879999
"250","2007-12-28",20.82
"251","2007-12-31",20.67
"252","2008-01-02",19.950001
"253","2008-01-03",20.780001
"254","2008-01-04",19.809999
"255","2008-01-07",19.84
"256","2008-01-08",17.48
"257","2008-01-09",18.34
"258","2008-01-10",18.15
"259","2008-01-11",17.32
"260","2008-01-14",17.299999
"261","2008-01-15",16.82
"262","2008-01-16",17.07
"263","2008-01-17",15.85
"264","2008-01-18",15.49
"265","2008-01-22",16.120001
"266","2008-01-23",15.54
"267","2008-01-24",16.700001
"268","2008-01-25",16.389999
"269","2008-01-28",16.66
"270","2008-01-29",16.59
"271","2008-01-30",15.92
"272","2008-01-31",16.17
"273","2008-02-01",16.379999
"274","2008-02-04",15.81
"275","2008-02-05",15.9
"276","2008-02-06",15.51
"277","2008-02-07",15.88
"278","2008-02-08",15.7
"279","2008-02-11",16.6
"280","2008-02-12",16.41
"281","2008-02-13",18.08
"282","2008-02-14",17.559999
"283","2008-02-15",16.99
"284","2008-02-19",17.469999
"285","2008-02-20",18.35
"286","2008-02-21",17.469999
"287","2008-02-22",17.41
"288","2008-02-25",17.889999
"289","2008-02-26",18.34
"290","2008-02-27",18.139999
"291","2008-02-28",17.959999
"292","2008-02-29",17.040001
"293","2008-03-03",16.780001
"294","2008-03-04",16.77
"295","2008-03-05",16.9
"296","2008-03-06",16.17
"297","2008-03-07",16.27
"298","2008-03-10",15.83
"299","2008-03-11",16.5
"300","2008-03-12",16.35
"301","2008-03-13",16.799999
"302","2008-03-14",14.83
"303","2008-03-17",13.53
"304","2008-03-18",14
"305","2008-03-19",13.43
"306","2008-03-20",13.59
"307","2008-03-24",14.02
"308","2008-03-25",14.2
"309","2008-03-26",14.52
"310","2008-03-27",13.86
"311","2008-03-28",14.1
"312","2008-03-31",14.32
"313","2008-04-01",14.64
"314","2008-04-02",15.56
"315","2008-04-03",15.14
"316","2008-04-04",15.15
"317","2008-04-07",15.25
"318","2008-04-08",15.03
"319","2008-04-09",14.99
"320","2008-04-10",14.64
"321","2008-04-11",14.25
"322","2008-04-14",14.21
"323","2008-04-15",14.31
"324","2008-04-16",15.3
"325","2008-04-17",14.84
"326","2008-04-18",15.04
"327","2008-04-21",15.23
"328","2008-04-22",14.58
"329","2008-04-23",14.61
"330","2008-04-24",14.8
"331","2008-04-25",14.79
"332","2008-04-28",15.19
"333","2008-04-29",15.09
"334","2008-04-30",14.79
"335","2008-05-01",15.48
"336","2008-05-02",15.95
"337","2008-05-05",15.68
"338","2008-05-06",15.57
"339","2008-05-07",15.38
"340","2008-05-08",15.12
"341","2008-05-09",14.22
"342","2008-05-12",14.83
"343","2008-05-13",14.69
"344","2008-05-14",14.52
"345","2008-05-15",14.5
"346","2008-05-16",14.28
"347","2008-05-19",14.67
"348","2008-05-20",14.64
"349","2008-05-21",14.6
"350","2008-05-22",14.59
"351","2008-05-23",14.86
"352","2008-05-27",14.82
"353","2008-05-28",14.83
"354","2008-05-29",15.18
"355","2008-05-30",15.21
"356","2008-06-02",14.9
"357","2008-06-03",14.72
"358","2008-06-04",14.71
"359","2008-06-05",14.95
"360","2008-06-06",14.41
"361","2008-06-09",13.58
"362","2008-06-10",13.37
"363","2008-06-11",13.34
"364","2008-06-12",13.48
"365","2008-06-13",13.76
"366","2008-06-16",13.96
"367","2008-06-17",13.99
"368","2008-06-18",14.3
"369","2008-06-19",14.42
"370","2008-06-20",14.18
"371","2008-06-23",13.33
"372","2008-06-24",12.7
"373","2008-06-25",12.88
"374","2008-06-26",12.71
"375","2008-06-27",12.78
"376","2008-06-30",12.32
"377","2008-07-01",12.05
"378","2008-07-02",12.34
"379","2008-07-03",11.95
"380","2008-07-07",11.56
"381","2008-07-08",11.83
"382","2008-07-09",11.28
"383","2008-07-10",11.41
"384","2008-07-11",11.8
"385","2008-07-14",11.38
"386","2008-07-15",11.29
"387","2008-07-16",11.66
"388","2008-07-17",11.87
"389","2008-07-18",11.88
"390","2008-07-21",11.96
"391","2008-07-22",12.48
"392","2008-07-23",12.75
"393","2008-07-24",12.99
"394","2008-07-25",13.6
"395","2008-07-28",13.02
"396","2008-07-29",13.46
"397","2008-07-30",13.68
"398","2008-07-31",13.52
"399","2008-08-01",13.39
"400","2008-08-04",13.07
"401","2008-08-05",13.28
"402","2008-08-06",13.61
"403","2008-08-07",13.51
"404","2008-08-08",12.97
"405","2008-08-11",14
"406","2008-08-12",14.62
"407","2008-08-13",14.99
"408","2008-08-14",15.96
"409","2008-08-15",15.62
"410","2008-08-18",15.1
"411","2008-08-19",14.58
"412","2008-08-20",14.73
"413","2008-08-21",14.69
"414","2008-08-22",14.82
"415","2008-08-25",14.19
"416","2008-08-26",14.48
"417","2008-08-27",14.67
"418","2008-08-28",14.47
"419","2008-08-29",14.18
"420","2008-09-02",13.94
"421","2008-09-03",13.81
"422","2008-09-04",13.11
"423","2008-09-05",12.8
"424","2008-09-08",13.19
"425","2008-09-09",12.68
"426","2008-09-10",12.84
"427","2008-09-11",13.06
"428","2008-09-12",12.96
"429","2008-09-15",12.28
"430","2008-09-16",13.8
"431","2008-09-17",13.62
"432","2008-09-18",14.69
"433","2008-09-19",16.08
"434","2008-09-22",14.95
"435","2008-09-23",15.13
"436","2008-09-24",14.51
"437","2008-09-25",13.98
"438","2008-09-26",13.92
"439","2008-09-29",11
"440","2008-09-30",10.96
"441","2008-10-01",11.75
"442","2008-10-02",11.4
"443","2008-10-03",10.84
"444","2008-10-06",10
"445","2008-10-07",9.17
"446","2008-10-08",8.73
"447","2008-10-09",9.13
"448","2008-10-10",9.58
"449","2008-10-13",10.7
"450","2008-10-14",10.94
"451","2008-10-15",9.54
"452","2008-10-16",10.6
"453","2008-10-17",10.61
"454","2008-10-20",11.07
"455","2008-10-21",10.58
"456","2008-10-22",10.17
"457","2008-10-23",9.72
"458","2008-10-24",9.69
"459","2008-10-27",9.19
"460","2008-10-28",9.42
"461","2008-10-29",9.52
"462","2008-10-30",10.21
"463","2008-10-31",10.82
"464","2008-11-03",11.01
"465","2008-11-04",10.99
"466","2008-11-05",10.26
"467","2008-11-06",9.68
"468","2008-11-07",8.97
"469","2008-11-10",8.11
"470","2008-11-11",7.66
"471","2008-11-12",6.7
"472","2008-11-13",7.6
"473","2008-11-14",6.45
"474","2008-11-17",6.5
"475","2008-11-18",6.07
"476","2008-11-19",5.72
"477","2008-11-20",5.52
"478","2008-11-21",5.51
"479","2008-11-24",6.47
"480","2008-11-25",6.52
"481","2008-11-26",7.16
"482","2008-11-28",7.29
"483","2008-12-01",6.45
"484","2008-12-02",7.01
"485","2008-12-03",7.42
"486","2008-12-04",6.9
"487","2008-12-05",6.94
"488","2008-12-08",8.75
"489","2008-12-09",8.4
"490","2008-12-10",8.49
"491","2008-12-11",8.04
"492","2008-12-12",8.68
"493","2008-12-15",8.33
"494","2008-12-16",8.92
"495","2008-12-17",8.47
"496","2008-12-18",9.25
"497","2008-12-19",9.39
"498","2008-12-22",8.93
"499","2008-12-23",9.69
"500","2008-12-24",9.87
"501","2008-12-26",10.41
"502","2008-12-29",10.2
"503","2008-12-30",9.58
"504","2008-12-31",9.45
"505","2009-01-02",9.76
"506","2009-01-05",9.18
"507","2009-01-06",10.12
"508","2009-01-07",9.69
"509","2009-01-08",9.99
"510","2009-01-09",9.37
"511","2009-01-12",9.07
"512","2009-01-13",8.7
"513","2009-01-14",8.12
"514","2009-01-15",8.57
"515","2009-01-16",8.43
"516","2009-01-20",7.39
"517","2009-01-21",8.13
"518","2009-01-22",7.72
"519","2009-01-23",7.71
"520","2009-01-26",7.79
"521","2009-01-27",7.57
"522","2009-01-28",7.9
"523","2009-01-29",7.84
"524","2009-01-30",7.63
"525","2009-02-02",7.91
"526","2009-02-03",7.51
"527","2009-02-04",7.5
"528","2009-02-05",7.52
"529","2009-02-06",7.8
"530","2009-02-09",7.2
"531","2009-02-10",6.67
"532","2009-02-11",7.16
"533","2009-02-12",7.38
"534","2009-02-13",7.43
"535","2009-02-17",6.97
"536","2009-02-18",6.75
"537","2009-02-19",6.77
"538","2009-02-20",6.68
"539","2009-02-23",6.2
"540","2009-02-24",6.62
"541","2009-02-25",6.25
"542","2009-02-26",5.87
"543","2009-02-27",6.03
"544","2009-03-02",5.59
"545","2009-03-03",5.52
"546","2009-03-04",5.59
"547","2009-03-05",5.33
"548","2009-03-06",5.36
"549","2009-03-09",5.04
"550","2009-03-10",5.55
"551","2009-03-11",5.77
"552","2009-03-12",6.57
"553","2009-03-13",7.13
"554","2009-03-16",6.85
"555","2009-03-17",7.35
"556","2009-03-18",7.64
"557","2009-03-19",7.64
"558","2009-03-20",7.51
"559","2009-03-23",8.2
"560","2009-03-24",7.99
"561","2009-03-25",8.48
"562","2009-03-26",8.6
"563","2009-03-27",9.44
"564","2009-03-30",9.34
"565","2009-03-31",9.17
"566","2009-04-01",9.43
"567","2009-04-02",9.97
"568","2009-04-03",9.97
"569","2009-04-06",9.5
"570","2009-04-07",8.68
"571","2009-04-08",8.99
"572","2009-04-09",10.13
"573","2009-04-13",9.84
"574","2009-04-14",9.73
"575","2009-04-15",9.73
"576","2009-04-16",10.27
"577","2009-04-17",10.58
"578","2009-04-20",9.93
"579","2009-04-21",10.08
"580","2009-04-22",10.08
"581","2009-04-23",9.89
"582","2009-04-24",10.04
"583","2009-04-27",9.92
"584","2009-04-28",9.86
"585","2009-04-29",10.5
"586","2009-04-30",11.29
"587","2009-05-01",11.44
"588","2009-05-04",11.98
"589","2009-05-05",11.26
"590","2009-05-06",10.86
"591","2009-05-07",10.39
"592","2009-05-08",10.01
"593","2009-05-11",9.36
"594","2009-05-12",9.35
"595","2009-05-13",8.53
"596","2009-05-14",8.65
"597","2009-05-15",8.49
"598","2009-05-18",8.85
"599","2009-05-19",8.65
"600","2009-05-20",8.62
"601","2009-05-21",8.39
"602","2009-05-22",8.1
"603","2009-05-26",8.66
"604","2009-05-27",8.5
"605","2009-05-28",8.66
"606","2009-05-29",8.79
"607","2009-06-01",9.41
"608","2009-06-02",9.84
"609","2009-06-03",9.69
"610","2009-06-04",9.95
"611","2009-06-05",10.31
"612","2009-06-08",10.15
"613","2009-06-09",10.19
"614","2009-06-10",10.05
"615","2009-06-11",10.21
"616","2009-06-12",10.35
"617","2009-06-15",9.85
"618","2009-06-16",9.59
"619","2009-06-17",9.45
"620","2009-06-18",9.84
"621","2009-06-19",9.84
"622","2009-06-22",9.57
"623","2009-06-23",9.7
"624","2009-06-24",9.94
"625","2009-06-25",10.04
"626","2009-06-26",10.16
"627","2009-06-29",10.05
"628","2009-06-30",9.78
"629","2009-07-01",10.2
"630","2009-07-02",10.22
"631","2009-07-06",9.85
"632","2009-07-07",9.61
"633","2009-07-08",9.55
"634","2009-07-09",9.32
"635","2009-07-10",9.18
"636","2009-07-13",9.29
"637","2009-07-14",9.4
"638","2009-07-15",10.09
"639","2009-07-16",10.76
"640","2009-07-17",11.04
"641","2009-07-20",10.93
"642","2009-07-21",11.15
"643","2009-07-22",11.27
"644","2009-07-23",11.98
"645","2009-07-24",12.4
"646","2009-07-27",12.04
"647","2009-07-28",11.8
"648","2009-07-29",11.75
"649","2009-07-30",12.23
"650","2009-07-31",12.15
"651","2009-08-03",12.41
"652","2009-08-04",12.15
"653","2009-08-05",11.88
"654","2009-08-06",12.03
"655","2009-08-07",12.56
"656","2009-08-10",12.78
"657","2009-08-11",10.17
"658","2009-08-12",10.56
"659","2009-08-13",10.48
"660","2009-08-14",10.3
"661","2009-08-17",9.94
"662","2009-08-18",9.98
"663","2009-08-19",10.47
"664","2009-08-20",10.64
"665","2009-08-21",11.15
"666","2009-08-24",11.16
"667","2009-08-25",11.23
"668","2009-08-26",11.5
"669","2009-08-27",11.37
"670","2009-08-28",11.24
"671","2009-08-31",10.9
"672","2009-09-01",10.7
"673","2009-09-02",10.56
"674","2009-09-03",10.39
"675","2009-09-04",11.21
"676","2009-09-08",12.03
"677","2009-09-09",12.38
"678","2009-09-10",12.35
"679","2009-09-11",11.86
"680","2009-09-14",12.24
"681","2009-09-15",12.26
"682","2009-09-16",12.13
"683","2009-09-17",12.09
"684","2009-09-18",12.29
"685","2009-09-21",12.26
"686","2009-09-22",12.28
"687","2009-09-23",12.36
"688","2009-09-24",12.47
"689","2009-09-25",11.78
"690","2009-09-28",12.4
"691","2009-09-29",12.09
"692","2009-09-30",11.94
"693","2009-10-01",11.43
"694","2009-10-02",11.56
"695","2009-10-05",11.58
"696","2009-10-06",11.82
"697","2009-10-07",12.51
"698","2009-10-08",13.08
"699","2009-10-09",13.34
"700","2009-10-12",13.67
"701","2009-10-13",13.72
"702","2009-10-14",13.67
"703","2009-10-15",13.6
"704","2009-10-16",13.51
"705","2009-10-19",13.65
"706","2009-10-20",13.59
"707","2009-10-21",13.54
"708","2009-10-22",13.63
"709","2009-10-23",13.29
"710","2009-10-26",13.04
"711","2009-10-27",12.67
"712","2009-10-28",11.46
"713","2009-10-29",11.83
"714","2009-10-30",11.36
"715","2009-11-02",11.05
"716","2009-11-03",11.03
"717","2009-11-04",10.77
"718","2009-11-05",11.28
"719","2009-11-06",11.34
"720","2009-11-09",11.37
"721","2009-11-10",11.32
"722","2009-11-11",11.61
"723","2009-11-12",11.42
"724","2009-11-13",11.26
"725","2009-11-16",11.89
"726","2009-11-17",11.68
"727","2009-11-18",11.43
"728","2009-11-19",11.24
"729","2009-11-20",11.48
"730","2009-11-23",11.68
"731","2009-11-24",11.46
"732","2009-11-25",11.32
"733","2009-11-27",10.87
"734","2009-11-30",10.68
"735","2009-12-01",11.26
"736","2009-12-02",11.35
"737","2009-12-03",11
"738","2009-12-04",11.37
"739","2009-12-07",11.4
"740","2009-12-08",11.47
"741","2009-12-09",11.64
"742","2009-12-10",11.69
"743","2009-12-11",11.61
"744","2009-12-14",12.15
"745","2009-12-15",12.1
"746","2009-12-16",12.42
"747","2009-12-17",12.36
"748","2009-12-18",12.32
"749","2009-12-21",12.45
"750","2009-12-22",12.71
"751","2009-12-23",13.31
"752","2009-12-24",13.36
"753","2009-12-28",12.79
"754","2009-12-29",12.51
"755","2009-12-30",12.41
"756","2009-12-31",12.36
"757","2010-01-04",12.7
"758","2010-01-05",13.53
"759","2010-01-06",14.17
"760","2010-01-07",14.15
"761","2010-01-08",14.24
"762","2010-01-11",13.8
"763","2010-01-12",13.36
"764","2010-01-13",13.58
"765","2010-01-14",13.63
"766","2010-01-15",13.04
"767","2010-01-19",13.07
"768","2010-01-20",12.79
"769","2010-01-21",12.76
"770","2010-01-22",12.51
"771","2010-01-25",12.47
"772","2010-01-26",11.96
"773","2010-01-27",12.2
"774","2010-01-28",11.57
"775","2010-01-29",11.27
"776","2010-02-01",11.34
"777","2010-02-02",11.36
"778","2010-02-03",11.2
"779","2010-02-04",10.55
"780","2010-02-05",10.59
"781","2010-02-08",10.67
"782","2010-02-09",10.75
"783","2010-02-10",10.82
"784","2010-02-11",10.95
"785","2010-02-12",11
"786","2010-02-16",10.97
"787","2010-02-17",10.78
"788","2010-02-18",11.04
"789","2010-02-19",10.95
"790","2010-02-22",10.88
"791","2010-02-23",10.99
"792","2010-02-24",10.97
"793","2010-02-25",10.66
"794","2010-02-26",10.53
"795","2010-03-01",11.04
"796","2010-03-02",11.34
"797","2010-03-03",11.45
"798","2010-03-04",11.65
"799","2010-03-05",12.11
"800","2010-03-08",11.61
"801","2010-03-09",11.52
"802","2010-03-10",11.57
"803","2010-03-11",11.55
"804","2010-03-12",11.67
"805","2010-03-15",11.17
"806","2010-03-16",11.01
"807","2010-03-17",11.15
"808","2010-03-18",12.73
"809","2010-03-19",11.78
"810","2010-03-22",12.02
"811","2010-03-23",12.1
"812","2010-03-24",11.98
"813","2010-03-25",11.88
"814","2010-03-26",11.55
"815","2010-03-29",11.7
"816","2010-03-30",11.78
"817","2010-03-31",11.77
"818","2010-04-01",11.86
"819","2010-04-05",12.6
"820","2010-04-06",12.38
"821","2010-04-07",12.09
"822","2010-04-08",12.08
"823","2010-04-09",11.83
"824","2010-04-12",11.91
"825","2010-04-13",11.83
"826","2010-04-14",12.36
"827","2010-04-15",12.57
"828","2010-04-16",12.63
"829","2010-04-19",12.69
"830","2010-04-20",13.77
"831","2010-04-21",14.11
"832","2010-04-22",14.29
"833","2010-04-23",13.9
"834","2010-04-26",13.99
"835","2010-04-27",13.84
"836","2010-04-28",13.8
"837","2010-04-29",13.85
"838","2010-04-30",13.35
"839","2010-05-03",13.85
"840","2010-05-04",13.16
"841","2010-05-05",13.34
"842","2010-05-06",12.71
"843","2010-05-07",12.07
"844","2010-05-10",12.84
"845","2010-05-11",13.79
"846","2010-05-12",14.76
"847","2010-05-13",14.83
"848","2010-05-14",14.16
"849","2010-05-17",14.99
"850","2010-05-18",14.32
"851","2010-05-19",14.4
"852","2010-05-20",13.43
"853","2010-05-21",13.71
"854","2010-05-24",13.55
"855","2010-05-25",13.48
"856","2010-05-26",13.63
"857","2010-05-27",16.040001
"858","2010-05-28",15.49
"859","2010-06-01",17.690001
"860","2010-06-02",18.34
"861","2010-06-03",18.209999
"862","2010-06-04",17.17
"863","2010-06-07",16.65
"864","2010-06-08",16.66
"865","2010-06-09",17.91
"866","2010-06-10",18.389999
"867","2010-06-11",18.780001
"868","2010-06-14",18.459999
"869","2010-06-15",18.92
"870","2010-06-16",19.280001
"871","2010-06-17",19.35
"872","2010-06-18",18.709999
"873","2010-06-21",17.85
"874","2010-06-22",17.459999
"875","2010-06-23",17.67
"876","2010-06-24",17.57
"877","2010-06-25",17.889999
"878","2010-06-28",18.209999
"879","2010-06-29",17.66
"880","2010-06-30",17.98
"881","2010-07-01",17.629999
"882","2010-07-02",17.950001
"883","2010-07-06",17.52
"884","2010-07-07",18.719999
"885","2010-07-08",18.809999
"886","2010-07-09",19.469999
"887","2010-07-12",19.549999
"888","2010-07-13",20.049999
"889","2010-07-14",20.08
"890","2010-07-15",20.040001
"891","2010-07-16",19.09
"892","2010-07-19",18.75
"893","2010-07-20",18.99
"894","2010-07-21",19.120001
"895","2010-07-22",20.66
"896","2010-07-23",20.780001
"897","2010-07-26",21.52
"898","2010-07-27",21.639999
"899","2010-07-28",20.389999
"900","2010-07-29",20.33
"901","2010-07-30",20.610001
"902","2010-08-02",20.450001
"903","2010-08-03",20.299999
"904","2010-08-04",20.290001
"905","2010-08-05",20.120001
"906","2010-08-06",20.200001
"907","2010-08-09",20.65
"908","2010-08-10",22.75
"909","2010-08-11",21.67
"910","2010-08-12",20.68
"911","2010-08-13",20.469999
"912","2010-08-16",21.110001
"913","2010-08-17",21.43
"914","2010-08-18",21.24
"915","2010-08-19",19.73
"916","2010-08-20",19.610001
"917","2010-08-23",19.940001
"918","2010-08-24",19.290001
"919","2010-08-25",19.860001
"920","2010-08-26",19.17
"921","2010-08-27",19.870001
"922","2010-08-30",19.459999
"923","2010-08-31",19.709999
"924","2010-09-01",20.93
"925","2010-09-02",21.940001
"926","2010-09-03",22.469999
"927","2010-09-07",21.700001
"928","2010-09-08",21.860001
"929","2010-09-09",21.950001
"930","2010-09-10",20.93
"931","2010-09-13",21.9
"932","2010-09-14",22.6
"933","2010-09-15",22.690001
"934","2010-09-16",22.620001
"935","2010-09-17",22.469999
"936","2010-09-20",23.09
"937","2010-09-21",24.030001
"938","2010-09-22",23.969999
"939","2010-09-23",23.379999
"940","2010-09-24",23.93
"941","2010-09-27",23.209999
"942","2010-09-28",24.25
"943","2010-09-29",23.66
"944","2010-09-30",23.5
"945","2010-10-01",24.049999
"946","2010-10-04",23.49
"947","2010-10-05",24.280001
"948","2010-10-06",24.93
"949","2010-10-07",25.08
"950","2010-10-08",25.6
"951","2010-10-11",24.91
"952","2010-10-12",24.709999
"953","2010-10-13",25.5
"954","2010-10-14",26.18
"955","2010-10-15",26.33
"956","2010-10-18",26.48
"957","2010-10-19",25.67
"958","2010-10-20",25.83
"959","2010-10-21",24.93
"960","2010-10-22",24.620001
"961","2010-10-25",24.99
"962","2010-10-26",24.34
"963","2010-10-27",24.1
"964","2010-10-28",23.690001
"965","2010-10-29",25.040001
"966","2010-11-01",25.75
"967","2010-11-02",26.49
"968","2010-11-03",26.57
"969","2010-11-04",26.129999
"970","2010-11-05",23.870001
"971","2010-11-08",23.120001
"972","2010-11-09",23.809999
"973","2010-11-10",24.200001
"974","2010-11-11",23.73
"975","2010-11-12",23.32
"976","2010-11-15",23.41
"977","2010-11-16",22.34
"978","2010-11-17",22.5
"979","2010-11-18",23.9
"980","2010-11-19",24.1
"981","2010-11-22",24.299999
"982","2010-11-23",24.280001
"983","2010-11-24",25.049999
"984","2010-11-26",24.940001
"985","2010-11-29",24.98
"986","2010-11-30",24.76
"987","2010-12-01",26.549999
"988","2010-12-02",26.98
"989","2010-12-03",28.969999
"990","2010-12-06",29.120001
