"","date","TPCO"
"1","2014-07-24",25.5
"2","2014-07-25",24.5
"3","2014-07-28",23.4
"4","2014-07-29",22.799999
"5","2014-07-30",21.75
"6","2014-07-31",21.030001
"7","2014-08-01",22
"8","2014-08-04",22.120001
"9","2014-08-05",21.15
"10","2014-08-06",20.9
"11","2014-08-07",20.950001
"12","2014-08-08",21
"13","2014-08-11",20.52
"14","2014-08-12",19.549999
"15","2014-08-13",19.5
"16","2014-08-14",19.639999
"17","2014-08-15",19.51
"18","2014-08-18",19.370001
"19","2014-08-19",19.77
"20","2014-08-20",19.549999
"21","2014-08-21",19.82
"22","2014-08-22",19.68
"23","2014-08-25",19.68
"24","2014-08-26",19.57
"25","2014-08-27",19.25
"26","2014-08-28",19.17
"27","2014-08-29",19.200001
"28","2014-09-02",18.92
"29","2014-09-03",18.530001
"30","2014-09-04",18.98
"31","2014-09-05",19.4
"32","2014-09-08",20.5
"33","2014-09-09",21.52
"34","2014-09-10",21.99
"35","2014-09-11",22
"36","2014-09-12",22.02
"37","2014-09-15",21.85
"38","2014-09-16",21.07
"39","2014-09-17",20.209999
"40","2014-09-18",19.82
"41","2014-09-19",20.74
"42","2014-09-22",20.639999
"43","2014-09-23",20.52
"44","2014-09-24",21.02
"45","2014-09-25",20.77
"46","2014-09-26",20.58
"47","2014-09-29",20.08
"48","2014-09-30",20.18
"49","2014-10-01",19.959999
"50","2014-10-02",19.940001
"51","2014-10-03",19.91
"52","2014-10-06",19.959999
"53","2014-10-07",19.690001
"54","2014-10-08",19.370001
"55","2014-10-09",18.75
"56","2014-10-10",17.98
"57","2014-10-13",17.74
"58","2014-10-14",17.84
"59","2014-10-15",17.82
"60","2014-10-16",17.700001
"61","2014-10-17",18.16
"62","2014-10-20",18.219999
"63","2014-10-21",19.09
"64","2014-10-22",19.24
"65","2014-10-23",19.51
"66","2014-10-24",19.42
"67","2014-10-27",19.07
"68","2014-10-28",19.15
"69","2014-10-29",19.209999
"70","2014-10-30",18.98
"71","2014-10-31",19.059999
"72","2014-11-03",19.74
"73","2014-11-04",19.370001
"74","2014-11-05",16.389999
"75","2014-11-06",15.74
"76","2014-11-07",16.01
"77","2014-11-10",16.35
"78","2014-11-11",16.93
"79","2014-11-12",17.969999
"80","2014-11-13",17.65
"81","2014-11-14",17.639999
"82","2014-11-17",18.5
"83","2014-11-18",19.299999
"84","2014-11-19",19.52
"85","2014-11-20",19.870001
"86","2014-11-21",20.299999
"87","2014-11-24",20.5
"88","2014-11-25",20.540001
"89","2014-11-26",20.66
"90","2014-11-28",21.09
"91","2014-12-01",21.370001
"92","2014-12-02",21.370001
"93","2014-12-03",21.540001
"94","2014-12-04",22
"95","2014-12-05",22.059999
"96","2014-12-08",22.76
"97","2014-12-09",22.969999
"98","2014-12-10",22.780001
"99","2014-12-11",23.33
"100","2014-12-12",22.780001
"101","2014-12-15",22.549999
"102","2014-12-16",22.9
"103","2014-12-17",23.23
"104","2014-12-18",23
"105","2014-12-19",23.040001
"106","2014-12-22",22.790001
"107","2014-12-23",23.18
"108","2014-12-24",23.48
"109","2014-12-26",23.49
"110","2014-12-29",23.02
"111","2014-12-30",22.889999
"112","2014-12-31",22.9
"113","2015-01-02",22.82
"114","2015-01-05",22.75
"115","2015-01-06",21.34
"116","2015-01-07",21.76
"117","2015-01-08",22.76
"118","2015-01-09",22.290001
"119","2015-01-12",22.440001
"120","2015-01-13",21.91
"121","2015-01-14",22
"122","2015-01-15",21.780001
"123","2015-01-16",21.77
"124","2015-01-20",20.379999
"125","2015-01-21",20.26
"126","2015-01-22",20.450001
"127","2015-01-23",21.08
"128","2015-01-26",21.57
"129","2015-01-27",21.15
"130","2015-01-28",20.5
"131","2015-01-29",20.77
"132","2015-01-30",21
"133","2015-02-02",21
"134","2015-02-03",20.969999
"135","2015-02-04",21.18
"136","2015-02-05",21.459999
"137","2015-02-06",20.24
"138","2015-02-09",20.209999
"139","2015-02-10",19.76
"140","2015-02-11",19.74
"141","2015-02-12",19.65
"142","2015-02-13",20.43
"143","2015-02-17",20.4
"144","2015-02-18",19.5
"145","2015-02-19",19.43
"146","2015-02-20",19.559999
"147","2015-02-23",20.76
"148","2015-02-24",21.450001
"149","2015-02-25",21.49
"150","2015-02-26",21.290001
"151","2015-02-27",21.5
"152","2015-03-02",21.5
"153","2015-03-03",20.26
"154","2015-03-04",19.690001
"155","2015-03-05",18.690001
"156","2015-03-06",18.190001
"157","2015-03-09",17.41
"158","2015-03-10",17.76
"159","2015-03-11",17.26
"160","2015-03-12",17.209999
"161","2015-03-13",17.59
"162","2015-03-16",18.09
"163","2015-03-17",18.309999
"164","2015-03-18",18.700001
"165","2015-03-19",18.66
"166","2015-03-20",18.57
"167","2015-03-23",19.26
"168","2015-03-24",19.799999
"169","2015-03-25",19.5
"170","2015-03-26",19.42
"171","2015-03-27",19.440001
"172","2015-03-30",19.25
"173","2015-03-31",19.4
"174","2015-04-01",19.42
"175","2015-04-02",19.34
"176","2015-04-06",19.25
"177","2015-04-07",19.459999
"178","2015-04-08",19.370001
"179","2015-04-09",19.42
"180","2015-04-10",19.370001
"181","2015-04-13",19.290001
"182","2015-04-14",19.450001
"183","2015-04-15",19.469999
"184","2015-04-16",19.379999
"185","2015-04-17",19.110001
"186","2015-04-20",19.700001
"187","2015-04-21",19.5
"188","2015-04-22",19.5
"189","2015-04-23",18.940001
"190","2015-04-24",18.5
"191","2015-04-27",18.559999
"192","2015-04-28",18.200001
"193","2015-04-29",17.629999
"194","2015-04-30",17.57
"195","2015-05-01",17.360001
"196","2015-05-04",17.23
"197","2015-05-05",16.4
"198","2015-05-06",16
"199","2015-05-07",16.049999
"200","2015-05-08",17.450001
"201","2015-05-11",17.07
"202","2015-05-12",15.96
"203","2015-05-13",15.98
"204","2015-05-14",16.23
"205","2015-05-15",16.25
"206","2015-05-18",16.24
"207","2015-05-19",15.81
"208","2015-05-20",16
"209","2015-05-21",15.75
"210","2015-05-22",15.61
"211","2015-05-26",15.15
"212","2015-05-27",14.73
"213","2015-05-28",14.78
"214","2015-05-29",14.92
"215","2015-06-01",15.62
"216","2015-06-02",15.98
"217","2015-06-03",16.09
"218","2015-06-04",16.030001
"219","2015-06-05",15.73
"220","2015-06-08",15.21
"221","2015-06-09",15.18
"222","2015-06-10",15.52
"223","2015-06-11",15.35
"224","2015-06-12",15.36
"225","2015-06-15",15.08
"226","2015-06-16",15.66
"227","2015-06-17",15.71
"228","2015-06-18",16.01
"229","2015-06-19",16.530001
"230","2015-06-22",16.17
"231","2015-06-23",16.35
"232","2015-06-24",16.43
"233","2015-06-25",16.48
"234","2015-06-26",16.1
"235","2015-06-29",15.73
"236","2015-06-30",15.54
"237","2015-07-01",16.309999
"238","2015-07-02",15.61
"239","2015-07-06",15.51
"240","2015-07-07",15.59
"241","2015-07-08",15.08
"242","2015-07-09",15.11
"243","2015-07-10",16.01
"244","2015-07-13",15.6
"245","2015-07-14",15.19
"246","2015-07-15",15.21
"247","2015-07-16",15.23
"248","2015-07-17",15.16
"249","2015-07-20",15.06
"250","2015-07-21",14.97
"251","2015-07-22",15.1
"252","2015-07-23",15.22
"253","2015-07-24",15.09
"254","2015-07-27",14.91
"255","2015-07-28",15.19
