"","date","NVMI"
"232","2007-12-03",2.59
"233","2007-12-04",2.6
"234","2007-12-05",2.56
"235","2007-12-06",2.57
"236","2007-12-07",2.55
"237","2007-12-10",2.51
"238","2007-12-11",2.41
"239","2007-12-12",2.4
"240","2007-12-13",2.45
"241","2007-12-14",2.43
"242","2007-12-17",2.43
"243","2007-12-18",2.44
"244","2007-12-19",2.3
"245","2007-12-20",2.3
"246","2007-12-21",2.3
"247","2007-12-24",2.3
"248","2007-12-26",2.3
"249","2007-12-27",2.3
"250","2007-12-28",2.35
"251","2007-12-31",2.59
"252","2008-01-02",2.49
"253","2008-01-03",2.5
"254","2008-01-04",2.37
"255","2008-01-07",2.5
"256","2008-01-08",2.49
"257","2008-01-09",2.49
"258","2008-01-10",2.49
"259","2008-01-11",2.49
"260","2008-01-14",2.45
"261","2008-01-15",2.45
"262","2008-01-16",2.44
"263","2008-01-17",2.44
"264","2008-01-18",2.44
"265","2008-01-22",2.39
"266","2008-01-23",2.37
"267","2008-01-24",2.45
"268","2008-01-25",2.45
"269","2008-01-28",2.4
"270","2008-01-29",2.45
"271","2008-01-30",2.45
"272","2008-01-31",2.55
"273","2008-02-01",2.49
"274","2008-02-04",2.49
"275","2008-02-05",2.49
"276","2008-02-06",2.52
"277","2008-02-07",2.53
"278","2008-02-08",2.5
"279","2008-02-11",2.52
"280","2008-02-12",2.5
"281","2008-02-13",2.55
"282","2008-02-14",2.53
"283","2008-02-15",2.5
"284","2008-02-19",2.54
"285","2008-02-20",2.54
"286","2008-02-21",2.36
"287","2008-02-22",2.48
"288","2008-02-25",2.49
"289","2008-02-26",2.5
"290","2008-02-27",2.48
"291","2008-02-28",2.48
"292","2008-02-29",2.49
"293","2008-03-03",2.49
"294","2008-03-04",2.48
"295","2008-03-05",2.48
"296","2008-03-06",2.43
"297","2008-03-07",2.4
"298","2008-03-10",2.2
"299","2008-03-11",2.18
"300","2008-03-12",1.92
"301","2008-03-13",1.89
"302","2008-03-14",1.92
"303","2008-03-17",1.92
"304","2008-03-18",1.92
"305","2008-03-19",1.93
"306","2008-03-20",1.98
"307","2008-03-24",2.07
"308","2008-03-25",2.1
"309","2008-03-26",2.12
"310","2008-03-27",1.96
"311","2008-03-28",2.15
"312","2008-03-31",2.12
"313","2008-04-01",2.11
"314","2008-04-02",2
"315","2008-04-03",2.09
"316","2008-04-04",2.14
"317","2008-04-07",2.14
"318","2008-04-08",2.14
"319","2008-04-09",2.09
"320","2008-04-10",1.99
"321","2008-04-11",2.13
"322","2008-04-14",2.12
"323","2008-04-15",2.1
"324","2008-04-16",2.05
"325","2008-04-17",1.63
"326","2008-04-18",1.61
"327","2008-04-21",1.63
"328","2008-04-22",1.55
"329","2008-04-23",1.45
"330","2008-04-24",1.64
"331","2008-04-25",1.65
"332","2008-04-28",1.55
"333","2008-04-29",1.6
"334","2008-04-30",1.7
"335","2008-05-01",1.57
"336","2008-05-02",1.58
"337","2008-05-05",1.65
"338","2008-05-06",1.61
"339","2008-05-07",1.68
"340","2008-05-08",1.55
"341","2008-05-09",1.6
"342","2008-05-12",1.61
"343","2008-05-13",1.65
"344","2008-05-14",1.59
"345","2008-05-15",1.56
"346","2008-05-16",1.6
"347","2008-05-19",1.56
"348","2008-05-20",1.56
"349","2008-05-21",1.6
"350","2008-05-22",1.55
"351","2008-05-23",1.7
"352","2008-05-27",1.52
"353","2008-05-28",1.52
"354","2008-05-29",1.52
"355","2008-05-30",1.51
"356","2008-06-02",1.55
"357","2008-06-03",1.51
"358","2008-06-04",1.5
"359","2008-06-05",1.56
"360","2008-06-06",1.5
"361","2008-06-09",1.54
"362","2008-06-10",1.54
"363","2008-06-11",1.5
"364","2008-06-12",1.5
"365","2008-06-13",1.57
"366","2008-06-16",1.41
"367","2008-06-17",1.45
"368","2008-06-18",1.55
"369","2008-06-19",1.55
"370","2008-06-20",1.42
"371","2008-06-23",1.42
"372","2008-06-24",1.42
"373","2008-06-25",1.42
"374","2008-06-26",1.5
"375","2008-06-27",1.5
"376","2008-06-30",1.65
"377","2008-07-01",1.6
"378","2008-07-02",1.6
"379","2008-07-03",1.6
"380","2008-07-07",1.36
"381","2008-07-08",1.36
"382","2008-07-09",1.36
"383","2008-07-10",1.49
"384","2008-07-11",1.49
"385","2008-07-14",1.32
"386","2008-07-15",1.49
"387","2008-07-16",1.5
"388","2008-07-17",1.5
"389","2008-07-18",1.52
"390","2008-07-21",1.53
"391","2008-07-22",1.5
"392","2008-07-23",1.5
"393","2008-07-24",1.36
"394","2008-07-25",1.25
"395","2008-07-28",1.26
"396","2008-07-29",1.48
"397","2008-07-30",1.48
"398","2008-07-31",1.32
"399","2008-08-01",1.32
"400","2008-08-04",1.32
"401","2008-08-05",1.3
"402","2008-08-06",1.25
"403","2008-08-07",1.28
"404","2008-08-08",1.2
"405","2008-08-11",1.3
"406","2008-08-12",1.37
"407","2008-08-13",1.3
"408","2008-08-14",1.37
"409","2008-08-15",1.33
"410","2008-08-18",1.31
"411","2008-08-19",1.31
"412","2008-08-20",1.5
"413","2008-08-21",1.5
"414","2008-08-22",1.45
"415","2008-08-25",1.45
"416","2008-08-26",1.37
"417","2008-08-27",1.38
"418","2008-08-28",1.45
"419","2008-08-29",1.49
"420","2008-09-02",1.45
"421","2008-09-03",1.45
"422","2008-09-04",1.46
"423","2008-09-05",1.45
"424","2008-09-08",1.45
"425","2008-09-09",1.45
"426","2008-09-10",1.32
"427","2008-09-11",1.33
"428","2008-09-12",1.35
"429","2008-09-15",1.25
"430","2008-09-16",1.29
"431","2008-09-17",1.4
"432","2008-09-18",1.4
"433","2008-09-19",1.45
"434","2008-09-22",1.26
"435","2008-09-23",1.25
"436","2008-09-24",1.25
"437","2008-09-25",1.25
"438","2008-09-26",1.25
"439","2008-09-29",1.25
"440","2008-09-30",1.47
"441","2008-10-01",1.16
"442","2008-10-02",1.2
"443","2008-10-03",1.2
"444","2008-10-06",1.16
"445","2008-10-07",1.15
"446","2008-10-08",1.06
"447","2008-10-09",0.99
"448","2008-10-10",1.15
"449","2008-10-13",1.05
"450","2008-10-14",0.9
"451","2008-10-15",0.85
"452","2008-10-16",0.8
"453","2008-10-17",0.9
"454","2008-10-20",0.9
"455","2008-10-21",0.95
"456","2008-10-22",0.9
"457","2008-10-23",0.8
"458","2008-10-24",0.8
"459","2008-10-27",0.8
"460","2008-10-28",0.83
"461","2008-10-29",0.91
"462","2008-10-30",0.91
"463","2008-10-31",0.91
"464","2008-11-03",0.91
"465","2008-11-04",0.91
"466","2008-11-05",0.8
"467","2008-11-06",0.8
"468","2008-11-07",0.8
"469","2008-11-10",0.8
"470","2008-11-11",0.8
"471","2008-11-12",0.8
"472","2008-11-13",0.8
"473","2008-11-14",0.74
"474","2008-11-17",0.56
"475","2008-11-18",0.59
"476","2008-11-19",0.52
"477","2008-11-20",0.55
"478","2008-11-21",0.55
"479","2008-11-24",0.7
"480","2008-11-25",0.7
"481","2008-11-26",0.7
"482","2008-11-28",1
"483","2008-12-01",0.98
"484","2008-12-02",0.94
"485","2008-12-03",0.94
"486","2008-12-04",0.86
"487","2008-12-05",0.86
"488","2008-12-08",0.7
"489","2008-12-09",0.91
"490","2008-12-10",0.91
"491","2008-12-11",0.71
"492","2008-12-12",0.7
"493","2008-12-15",0.86
"494","2008-12-16",0.86
"495","2008-12-17",0.82
"496","2008-12-18",0.79
"497","2008-12-19",0.65
"498","2008-12-22",0.6
"499","2008-12-23",0.56
"500","2008-12-24",0.55
"501","2008-12-26",0.6
"502","2008-12-29",0.46
"503","2008-12-30",0.55
"504","2008-12-31",0.58
"505","2009-01-02",0.58
"506","2009-01-05",0.52
"507","2009-01-06",0.55
"508","2009-01-07",0.59
"509","2009-01-08",0.62
"510","2009-01-09",0.62
"511","2009-01-12",0.62
"512","2009-01-13",0.64
"513","2009-01-14",0.61
"514","2009-01-15",0.61
"515","2009-01-16",0.6
"516","2009-01-20",0.6
"517","2009-01-21",0.6
"518","2009-01-22",0.6
"519","2009-01-23",0.6
"520","2009-01-26",0.55
"521","2009-01-27",0.6
"522","2009-01-28",0.6
"523","2009-01-29",0.6
"524","2009-01-30",0.48
"525","2009-02-02",0.6
"526","2009-02-03",0.6
"527","2009-02-04",0.53
"528","2009-02-05",0.42
"529","2009-02-06",0.58
"530","2009-02-09",0.58
"531","2009-02-10",0.58
"532","2009-02-11",0.58
"533","2009-02-12",0.55
"534","2009-02-13",0.55
"535","2009-02-17",0.5
"536","2009-02-18",0.47
"537","2009-02-19",0.43
"538","2009-02-20",0.39
"539","2009-02-23",0.4
"540","2009-02-24",0.41
"541","2009-02-25",0.41
"542","2009-02-26",0.51
"543","2009-02-27",0.57
"544","2009-03-02",0.57
"545","2009-03-03",0.46
"546","2009-03-04",0.57
"547","2009-03-05",0.57
"548","2009-03-06",0.55
"549","2009-03-09",0.5
"550","2009-03-10",0.5
"551","2009-03-11",0.57
"552","2009-03-12",0.6
"553","2009-03-13",0.68
"554","2009-03-16",0.65
"555","2009-03-17",0.65
"556","2009-03-18",0.65
"557","2009-03-19",0.65
"558","2009-03-20",0.65
"559","2009-03-23",0.65
"560","2009-03-24",0.65
"561","2009-03-25",0.65
"562","2009-03-26",0.8
"563","2009-03-27",0.7
"564","2009-03-30",0.7
"565","2009-03-31",0.7
"566","2009-04-01",0.7
"567","2009-04-02",0.84
"568","2009-04-03",0.84
"569","2009-04-06",0.84
"570","2009-04-07",0.84
"571","2009-04-08",0.84
"572","2009-04-09",0.74
"573","2009-04-13",0.7
"574","2009-04-14",0.68
"575","2009-04-15",0.68
"576","2009-04-16",0.66
"577","2009-04-17",0.77
"578","2009-04-20",0.78
"579","2009-04-21",0.87
"580","2009-04-22",0.8
"581","2009-04-23",0.8
"582","2009-04-24",0.83
"583","2009-04-27",0.83
"584","2009-04-28",0.81
"585","2009-04-29",0.89
"586","2009-04-30",0.8
"587","2009-05-01",0.8
"588","2009-05-04",0.74
"589","2009-05-05",0.76
"590","2009-05-06",0.83
"591","2009-05-07",0.92
"592","2009-05-08",0.92
"593","2009-05-11",0.76
"594","2009-05-12",0.84
"595","2009-05-13",0.84
"596","2009-05-14",0.8
"597","2009-05-15",0.8
"598","2009-05-18",0.85
"599","2009-05-19",0.85
"600","2009-05-20",0.92
"601","2009-05-21",0.92
"602","2009-05-22",0.92
"603","2009-05-26",0.91
"604","2009-05-27",0.9
"605","2009-05-28",0.9
"606","2009-05-29",0.82
"607","2009-06-01",0.82
"608","2009-06-02",0.83
"609","2009-06-03",0.83
"610","2009-06-04",0.82
"611","2009-06-05",0.82
"612","2009-06-08",0.77
"613","2009-06-09",0.77
"614","2009-06-10",0.77
"615","2009-06-11",0.68
"616","2009-06-12",0.68
"617","2009-06-15",0.68
"618","2009-06-16",0.77
"619","2009-06-17",0.77
"620","2009-06-18",0.77
"621","2009-06-19",0.77
"622","2009-06-22",1.19
"623","2009-06-23",1
"624","2009-06-24",0.98
"625","2009-06-25",0.93
"626","2009-06-26",0.95
"627","2009-06-29",0.97
"628","2009-06-30",0.97
"629","2009-07-01",1.13
"630","2009-07-02",1.19
"631","2009-07-06",1.06
"632","2009-07-07",1.1
"633","2009-07-08",1.08
"634","2009-07-09",1
"635","2009-07-10",1.05
"636","2009-07-13",1.05
"637","2009-07-14",1
"638","2009-07-15",0.99
"639","2009-07-16",1.1
"640","2009-07-17",1.06
"641","2009-07-20",1.03
"642","2009-07-21",0.99
"643","2009-07-22",1
"644","2009-07-23",0.99
"645","2009-07-24",1
"646","2009-07-27",0.92
"647","2009-07-28",1.15
"648","2009-07-29",1.3
"649","2009-07-30",1.23
"650","2009-07-31",1.31
"651","2009-08-03",1.37
"652","2009-08-04",1.25
"653","2009-08-05",1.25
"654","2009-08-06",1.3
"655","2009-08-07",1.49
"656","2009-08-10",1.4
"657","2009-08-11",1.4
"658","2009-08-12",1.43
"659","2009-08-13",1.4
"660","2009-08-14",1.36
"661","2009-08-17",1.22
"662","2009-08-18",1.34
"663","2009-08-19",1.35
"664","2009-08-20",1.32
"665","2009-08-21",1.37
"666","2009-08-24",1.35
"667","2009-08-25",1.38
"668","2009-08-26",1.46
"669","2009-08-27",1.55
"670","2009-08-28",1.6
"671","2009-08-31",1.67
"672","2009-09-01",1.58
"673","2009-09-02",1.68
"674","2009-09-03",1.85
"675","2009-09-04",1.99
"676","2009-09-08",2.16
"677","2009-09-09",2.26
"678","2009-09-10",2.38
"679","2009-09-11",2.25
"680","2009-09-14",2.2
"681","2009-09-15",2.2
"682","2009-09-16",2.2
"683","2009-09-17",2.22
"684","2009-09-18",2.24
"685","2009-09-21",2.43
"686","2009-09-22",2.4
"687","2009-09-23",2.3
"688","2009-09-24",2.35
"689","2009-09-25",2.24
"690","2009-09-28",2.26
"691","2009-09-29",2.65
"692","2009-09-30",2.67
"693","2009-10-01",2.75
"694","2009-10-02",2.81
"695","2009-10-05",3
"696","2009-10-06",2.8
"697","2009-10-07",2.7
"698","2009-10-08",2.69
"699","2009-10-09",2.89
"700","2009-10-12",2.86
"701","2009-10-13",3
"702","2009-10-14",3
"703","2009-10-15",3.04
"704","2009-10-16",3.08
"705","2009-10-19",3.2
"706","2009-10-20",3.18
"707","2009-10-21",3.09
"708","2009-10-22",3.08
"709","2009-10-23",3.08
"710","2009-10-26",3.08
"711","2009-10-27",2.98
"712","2009-10-28",2.75
"713","2009-10-29",2.73
"714","2009-10-30",3.02
"715","2009-11-02",3.15
"716","2009-11-03",3.01
"717","2009-11-04",2.99
"718","2009-11-05",2.88
"719","2009-11-06",2.87
"720","2009-11-09",2.99
"721","2009-11-10",2.98
"722","2009-11-11",2.99
"723","2009-11-12",2.95
"724","2009-11-13",3.12
"725","2009-11-16",3.04
"726","2009-11-17",3.07
"727","2009-11-18",3.08
"728","2009-11-19",3.15
"729","2009-11-20",3.14
"730","2009-11-23",3.6
"731","2009-11-24",3.68
"732","2009-11-25",3.69
"733","2009-11-27",3.61
"734","2009-11-30",3.92
"735","2009-12-01",4
"736","2009-12-02",4.17
"737","2009-12-03",4.4
"738","2009-12-04",4.5
"739","2009-12-07",4.49
"740","2009-12-08",4.83
"741","2009-12-09",4.7
"742","2009-12-10",4.89
"743","2009-12-11",5.06
"744","2009-12-14",5
"745","2009-12-15",4.73
"746","2009-12-16",4.51
"747","2009-12-17",4.79
"748","2009-12-18",4.82
"749","2009-12-21",5.73
"750","2009-12-22",5.93
"751","2009-12-23",5.87
"752","2009-12-24",6
"753","2009-12-28",6.19
"754","2009-12-29",5.98
"755","2009-12-30",6.12
"756","2009-12-31",6.46
"757","2010-01-04",6.4
"758","2010-01-05",6.5
"759","2010-01-06",6.58
"760","2010-01-07",6.27
"761","2010-01-08",6.27
"762","2010-01-11",6.4
"763","2010-01-12",6.12
"764","2010-01-13",5.78
"765","2010-01-14",5.78
"766","2010-01-15",5.52
"767","2010-01-19",5.53
"768","2010-01-20",5.44
"769","2010-01-21",5.19
"770","2010-01-22",4.92
"771","2010-01-25",4.65
"772","2010-01-26",4.56
"773","2010-01-27",4.69
"774","2010-01-28",4.54
"775","2010-01-29",4.49
"776","2010-02-01",4.48
"777","2010-02-02",4.55
"778","2010-02-03",4.4
"779","2010-02-04",4.8
"780","2010-02-05",4.63
"781","2010-02-08",4.74
"782","2010-02-09",4.8
"783","2010-02-10",4.89
"784","2010-02-11",4.79
"785","2010-02-12",4.92
"786","2010-02-16",5.18
"787","2010-02-17",4.49
"788","2010-02-18",4.78
"789","2010-02-19",4.76
"790","2010-02-22",4.65
"791","2010-02-23",4.55
"792","2010-02-24",4.55
"793","2010-02-25",4.57
"794","2010-02-26",4.65
"795","2010-03-01",4.91
"796","2010-03-02",5.02
"797","2010-03-03",5.18
"798","2010-03-04",5.13
"799","2010-03-05",5.13
"800","2010-03-08",5.7
"801","2010-03-09",5.41
"802","2010-03-10",5.27
"803","2010-03-11",5.27
"804","2010-03-12",5.16
"805","2010-03-15",4.73
"806","2010-03-16",4.87
"807","2010-03-17",5.1
"808","2010-03-18",5.3
"809","2010-03-19",5.12
"810","2010-03-22",5.29
"811","2010-03-23",5.47
"812","2010-03-24",5.35
"813","2010-03-25",5.23
"814","2010-03-26",5.25
"815","2010-03-29",5.39
"816","2010-03-30",5.51
"817","2010-03-31",5.48
"818","2010-04-01",5.38
"819","2010-04-05",5.77
"820","2010-04-06",5.85
"821","2010-04-07",5.81
"822","2010-04-08",5.93
"823","2010-04-09",5.92
"824","2010-04-12",5.98
"825","2010-04-13",5.87
"826","2010-04-14",5.95
"827","2010-04-15",5.98
"828","2010-04-16",5.79
"829","2010-04-19",5.95
"830","2010-04-20",5.93
"831","2010-04-21",6
"832","2010-04-22",6.04
"833","2010-04-23",6
"834","2010-04-26",5.95
"835","2010-04-27",5.85
"836","2010-04-28",5.61
"837","2010-04-29",5.69
"838","2010-04-30",5.54
"839","2010-05-03",5.69
"840","2010-05-04",5.38
"841","2010-05-05",5.1
"842","2010-05-06",4.64
"843","2010-05-07",4.46
"844","2010-05-10",5.01
"845","2010-05-11",5.1
"846","2010-05-12",5.2
"847","2010-05-13",5.22
"848","2010-05-14",4.93
"849","2010-05-17",4.85
"850","2010-05-18",4.55
"851","2010-05-19",4.44
"852","2010-05-20",4.15
"853","2010-05-21",4.2
"854","2010-05-24",4.11
"855","2010-05-25",4
"856","2010-05-26",4.03
"857","2010-05-27",4.41
"858","2010-05-28",4.34
"859","2010-06-01",4.14
"860","2010-06-02",4.38
"861","2010-06-03",4.45
"862","2010-06-04",4.17
"863","2010-06-07",3.89
"864","2010-06-08",3.89
"865","2010-06-09",4.18
"866","2010-06-10",4.41
"867","2010-06-11",4.35
"868","2010-06-14",4.62
"869","2010-06-15",4.96
"870","2010-06-16",4.83
"871","2010-06-17",4.85
"872","2010-06-18",4.86
"873","2010-06-21",4.55
"874","2010-06-22",4.28
"875","2010-06-23",4.31
"876","2010-06-24",4.2
"877","2010-06-25",4.26
"878","2010-06-28",4.33
"879","2010-06-29",4.2
"880","2010-06-30",4.15
"881","2010-07-01",4.01
"882","2010-07-02",4.02
"883","2010-07-06",3.99
"884","2010-07-07",3.96
"885","2010-07-08",4.07
"886","2010-07-09",4.23
"887","2010-07-12",4.35
"888","2010-07-13",4.68
"889","2010-07-14",4.8
"890","2010-07-15",4.76
"891","2010-07-16",4.6
"892","2010-07-19",4.5
"893","2010-07-20",4.54
"894","2010-07-21",4.54
"895","2010-07-22",4.46
"896","2010-07-23",4.68
"897","2010-07-26",4.83
"898","2010-07-27",5.07
"899","2010-07-28",5.07
"900","2010-07-29",4.78
"901","2010-07-30",5.03
"902","2010-08-02",5.08
"903","2010-08-03",6.05
"904","2010-08-04",6.3
"905","2010-08-05",6.18
"906","2010-08-06",6.25
"907","2010-08-09",6.72
"908","2010-08-10",6.65
"909","2010-08-11",5.84
"910","2010-08-12",5.59
"911","2010-08-13",5.5
"912","2010-08-16",5.48
"913","2010-08-17",5.62
"914","2010-08-18",5.61
"915","2010-08-19",5.3
"916","2010-08-20",5.36
"917","2010-08-23",5.23
"918","2010-08-24",5.06
"919","2010-08-25",4.9
"920","2010-08-26",4.62
"921","2010-08-27",4.8
"922","2010-08-30",4.72
"923","2010-08-31",4.64
"924","2010-09-01",4.81
"925","2010-09-02",4.67
"926","2010-09-03",4.75
"927","2010-09-07",4.63
"928","2010-09-08",4.61
"929","2010-09-09",4.63
"930","2010-09-10",4.64
"931","2010-09-13",5.27
"932","2010-09-14",5.63
"933","2010-09-15",5.51
"934","2010-09-16",5.43
"935","2010-09-17",5.38
"936","2010-09-20",5.73
"937","2010-09-21",5.65
"938","2010-09-22",5.56
"939","2010-09-23",5.42
"940","2010-09-24",5.91
"941","2010-09-27",5.97
"942","2010-09-28",6.01
"943","2010-09-29",6.18
"944","2010-09-30",5.9
"945","2010-10-01",5.97
"946","2010-10-04",5.66
"947","2010-10-05",5.7
"948","2010-10-06",5.6
"949","2010-10-07",5.67
"950","2010-10-08",5.57
"951","2010-10-11",5.56
"952","2010-10-12",5.81
"953","2010-10-13",6.09
"954","2010-10-14",5.94
"955","2010-10-15",5.88
"956","2010-10-18",6.01
"957","2010-10-19",5.87
"958","2010-10-20",5.79
"959","2010-10-21",5.62
"960","2010-10-22",5.85
"961","2010-10-25",5.84
"962","2010-10-26",5.89
"963","2010-10-27",6.02
"964","2010-10-28",6
"965","2010-10-29",5.92
"966","2010-11-01",6.05
"967","2010-11-02",6.31
"968","2010-11-03",6.2
"969","2010-11-04",6.59
"970","2010-11-05",6.65
"971","2010-11-08",6.7
"972","2010-11-09",6.7
"973","2010-11-10",7.01
"974","2010-11-11",6.92
"975","2010-11-12",6.92
"976","2010-11-15",7.03
"977","2010-11-16",6.85
"978","2010-11-17",6.71
"979","2010-11-18",7.01
"980","2010-11-19",7.03
"981","2010-11-22",7.11
"982","2010-11-23",6.87
"983","2010-11-24",7.08
"984","2010-11-26",7.01
"985","2010-11-29",6.81
"986","2010-11-30",6.65
"987","2010-12-01",7.4
"988","2010-12-02",7.42
"989","2010-12-03",7.64
"990","2010-12-06",7.86
"991","2010-12-07",7.67
"992","2010-12-08",7.61
"993","2010-12-09",7.57
"994","2010-12-10",7.63
"995","2010-12-13",7.62
"996","2010-12-14",7.3
"997","2010-12-15",7.35
"998","2010-12-16",7.2
"999","2010-12-17",7.36
"1000","2010-12-20",7.96
