"","date","AMG"
"1","2007-01-03",105.879997
"2","2007-01-04",104.730003
"3","2007-01-05",103.889999
"4","2007-01-08",105.260002
"5","2007-01-09",106.279999
"6","2007-01-10",106.769997
"7","2007-01-11",107.690002
"8","2007-01-12",109
"9","2007-01-16",108.57
"10","2007-01-17",109.300003
"11","2007-01-18",107.769997
"12","2007-01-19",108.470001
"13","2007-01-22",107.82
"14","2007-01-23",108.449997
"15","2007-01-24",110.849998
"16","2007-01-25",110.080002
"17","2007-01-26",110.230003
"18","2007-01-29",109.629997
"19","2007-01-30",110.360001
"20","2007-01-31",111.400002
"21","2007-02-01",113.419998
"22","2007-02-02",112.919998
"23","2007-02-05",113.059998
"24","2007-02-06",113.589996
"25","2007-02-07",114.970001
"26","2007-02-08",113.470001
"27","2007-02-09",111.949997
"28","2007-02-12",112.379997
"29","2007-02-13",113.400002
"30","2007-02-14",118.25
"31","2007-02-15",117.82
"32","2007-02-16",116.910004
"33","2007-02-20",117.949997
"34","2007-02-21",117.75
"35","2007-02-22",117.410004
"36","2007-02-23",115.800003
"37","2007-02-26",116.400002
"38","2007-02-27",112.57
"39","2007-02-28",113.489998
"40","2007-03-01",111.099998
"41","2007-03-02",107.209999
"42","2007-03-05",105.440002
"43","2007-03-06",108.440002
"44","2007-03-07",107.160004
"45","2007-03-08",108.139999
"46","2007-03-09",108.220001
"47","2007-03-12",107.889999
"48","2007-03-13",103.959999
"49","2007-03-14",106.190002
"50","2007-03-15",105.5
"51","2007-03-16",104.019997
"52","2007-03-19",105.529999
"53","2007-03-20",105.879997
"54","2007-03-21",109.220001
"55","2007-03-22",108.580002
"56","2007-03-23",109.279999
"57","2007-03-26",108.669998
"58","2007-03-27",107.809998
"59","2007-03-28",106.300003
"60","2007-03-29",106.889999
"61","2007-03-30",108.349998
"62","2007-04-02",108.639999
"63","2007-04-03",110.18
"64","2007-04-04",111.410004
"65","2007-04-05",112.099998
"66","2007-04-09",112.050003
"67","2007-04-10",111.400002
"68","2007-04-11",110.559998
"69","2007-04-12",110.910004
"70","2007-04-13",112.089996
"71","2007-04-16",113.419998
"72","2007-04-17",113.610001
"73","2007-04-18",114.580002
"74","2007-04-19",113.669998
"75","2007-04-20",114.300003
"76","2007-04-23",117.099998
"77","2007-04-24",117.25
"78","2007-04-25",118.510002
"79","2007-04-26",118.940002
"80","2007-04-27",118.860001
"81","2007-04-30",117.629997
"82","2007-05-01",118.019997
"83","2007-05-02",122.510002
"84","2007-05-03",123.980003
"85","2007-05-04",124.089996
"86","2007-05-07",124
"87","2007-05-08",122.910004
"88","2007-05-09",124.040001
"89","2007-05-10",121.879997
"90","2007-05-11",122.389999
"91","2007-05-14",121.279999
"92","2007-05-15",120.410004
"93","2007-05-16",120.160004
"94","2007-05-17",120.949997
"95","2007-05-18",121.940002
"96","2007-05-21",124.290001
"97","2007-05-22",124.650002
"98","2007-05-23",124.709999
"99","2007-05-24",124.769997
"100","2007-05-25",127.620003
"101","2007-05-29",127.589996
"102","2007-05-30",128.080002
"103","2007-05-31",130.199997
"104","2007-06-01",130.800003
"105","2007-06-04",130.039993
"106","2007-06-05",130.429993
"107","2007-06-06",129.039993
"108","2007-06-07",126.099998
"109","2007-06-08",127.07
"110","2007-06-11",127.559998
"111","2007-06-12",125.919998
"112","2007-06-13",126.57
"113","2007-06-14",126.800003
"114","2007-06-15",125.32
"115","2007-06-18",126.199997
"116","2007-06-19",127.82
"117","2007-06-20",127.099998
"118","2007-06-21",126.480003
"119","2007-06-22",125.839996
"120","2007-06-25",125.529999
"121","2007-06-26",126.209999
"122","2007-06-27",127.940002
"123","2007-06-28",129
"124","2007-06-29",128.759995
"125","2007-07-02",130.809998
"126","2007-07-03",132.570007
"127","2007-07-05",133.220001
"128","2007-07-06",134.429993
"129","2007-07-09",132.259995
"130","2007-07-10",130.169998
"131","2007-07-11",130.369995
"132","2007-07-12",131.020004
"133","2007-07-13",131.429993
"134","2007-07-16",133.119995
"135","2007-07-17",132.110001
"136","2007-07-18",129.009995
"137","2007-07-19",128.050003
"138","2007-07-20",126.639999
"139","2007-07-23",127
"140","2007-07-24",119
"141","2007-07-25",121.900002
"142","2007-07-26",119.029999
"143","2007-07-27",122.510002
"144","2007-07-30",125.209999
"145","2007-07-31",113
"146","2007-08-01",118.610001
"147","2007-08-02",119.550003
"148","2007-08-03",115.010002
"149","2007-08-06",115.449997
"150","2007-08-07",118.050003
"151","2007-08-08",117.18
"152","2007-08-09",108.970001
"153","2007-08-10",109.339996
"154","2007-08-13",109.209999
"155","2007-08-14",105.540001
"156","2007-08-15",104.360001
"157","2007-08-16",104.739998
"158","2007-08-17",108.07
"159","2007-08-20",106.980003
"160","2007-08-21",109.830002
"161","2007-08-22",111.389999
"162","2007-08-23",110.290001
"163","2007-08-24",113.489998
"164","2007-08-27",112.589996
"165","2007-08-28",109.029999
"166","2007-08-29",111.349998
"167","2007-08-30",112
"168","2007-08-31",113.25
"169","2007-09-04",115.089996
"170","2007-09-05",114.129997
"171","2007-09-06",114.010002
"172","2007-09-07",112.879997
"173","2007-09-10",110.669998
"174","2007-09-11",114.870003
"175","2007-09-12",112.800003
"176","2007-09-13",114.010002
"177","2007-09-14",114.68
"178","2007-09-17",114.25
"179","2007-09-18",117.959999
"180","2007-09-19",120.419998
"181","2007-09-20",119.080002
"182","2007-09-21",119.650002
"183","2007-09-24",122.150002
"184","2007-09-25",119.830002
"185","2007-09-26",124.269997
"186","2007-09-27",126.809998
"187","2007-09-28",127.510002
"188","2007-10-01",129.039993
"189","2007-10-02",129.850006
"190","2007-10-03",128.270004
"191","2007-10-04",129.389999
"192","2007-10-05",131.580002
"193","2007-10-08",130.440002
"194","2007-10-09",132.529999
"195","2007-10-10",132.160004
"196","2007-10-11",130.770004
"197","2007-10-12",134.919998
"198","2007-10-15",132.389999
"199","2007-10-16",131.770004
"200","2007-10-17",131.630005
"201","2007-10-18",132.139999
"202","2007-10-19",128.559998
"203","2007-10-22",127.739998
"204","2007-10-23",131.5
"205","2007-10-24",126.660004
"206","2007-10-25",127.040001
"207","2007-10-26",128.880005
"208","2007-10-29",130.149994
"209","2007-10-30",129.029999
"210","2007-10-31",131.550003
"211","2007-11-01",128.160004
"212","2007-11-02",125.959999
"213","2007-11-05",124.860001
"214","2007-11-06",126.349998
"215","2007-11-07",119.349998
"216","2007-11-08",122.389999
"217","2007-11-09",120.57
"218","2007-11-12",118.690002
"219","2007-11-13",125.300003
"220","2007-11-14",127.029999
"221","2007-11-15",124.599998
"222","2007-11-16",124.550003
"223","2007-11-19",119.529999
"224","2007-11-20",118.93
"225","2007-11-21",117.730003
"226","2007-11-23",120.129997
"227","2007-11-26",116.849998
"228","2007-11-27",119
"229","2007-11-28",123.010002
"230","2007-11-29",121
"231","2007-11-30",124.25
"232","2007-12-03",123.589996
"233","2007-12-04",122.870003
"234","2007-12-05",126.5
"235","2007-12-06",127.730003
"236","2007-12-07",129.009995
