"","date","NX"
"1","2007-01-03",33.669998
"2","2007-01-04",33.93
"3","2007-01-05",33.709999
"4","2007-01-08",33.880001
"5","2007-01-09",34.200001
"6","2007-01-10",33.75
"7","2007-01-11",34.419998
"8","2007-01-12",35.18
"9","2007-01-16",34.77
"10","2007-01-17",37.540001
"11","2007-01-18",37.290001
"12","2007-01-19",37.139999
"13","2007-01-22",37.119999
"14","2007-01-23",37.669998
"15","2007-01-24",38.32
"16","2007-01-25",38.529999
"17","2007-01-26",38.169998
"18","2007-01-29",38
"19","2007-01-30",39.220001
"20","2007-01-31",39.189999
"21","2007-02-01",39.34
"22","2007-02-02",38.919998
"23","2007-02-05",38.459999
"24","2007-02-06",39.509998
"25","2007-02-07",39.41
"26","2007-02-08",39.080002
"27","2007-02-09",38.299999
"28","2007-02-12",38.279999
"29","2007-02-13",39.150002
"30","2007-02-14",39.279999
"31","2007-02-15",39.939999
"32","2007-02-16",39.32
"33","2007-02-20",40.029999
"34","2007-02-21",39.98
"35","2007-02-22",39.939999
"36","2007-02-23",39.560001
"37","2007-02-26",40.060001
"38","2007-02-27",39.18
"39","2007-02-28",39.060001
"40","2007-03-01",39.66
"41","2007-03-02",38.889999
"42","2007-03-05",38.93
"43","2007-03-06",40.240002
"44","2007-03-07",41.060001
"45","2007-03-08",41.549999
"46","2007-03-09",42.16
"47","2007-03-12",42.009998
"48","2007-03-13",40.169998
"49","2007-03-14",40.91
"50","2007-03-15",41.099998
"51","2007-03-16",40.580002
"52","2007-03-19",41.360001
"53","2007-03-20",41.369999
"54","2007-03-21",42.630001
"55","2007-03-22",42.529999
"56","2007-03-23",42.509998
"57","2007-03-26",41.939999
"58","2007-03-27",41.869999
"59","2007-03-28",41.580002
"60","2007-03-29",42.93
"61","2007-03-30",42.349998
"62","2007-04-02",43.400002
"63","2007-04-03",42.91
"64","2007-04-04",43.029999
"65","2007-04-05",43.009998
"66","2007-04-09",42.93
"67","2007-04-10",42.790001
"68","2007-04-11",42.400002
"69","2007-04-12",43.130001
"70","2007-04-13",43.330002
"71","2007-04-16",44.18
"72","2007-04-17",43.400002
"73","2007-04-18",42.779999
"74","2007-04-19",43.009998
"75","2007-04-20",44.09
"76","2007-04-23",43.830002
"77","2007-04-24",43.549999
"78","2007-04-25",43.93
"79","2007-04-26",43.580002
"80","2007-04-27",43.689999
"81","2007-04-30",43.029999
"82","2007-05-01",42.970001
"83","2007-05-02",43.490002
"84","2007-05-03",43.880001
"85","2007-05-04",43.950001
"86","2007-05-07",44.639999
"87","2007-05-08",44.150002
"88","2007-05-09",45
"89","2007-05-10",43.889999
"90","2007-05-11",44.669998
"91","2007-05-14",44.240002
"92","2007-05-15",44.700001
"93","2007-05-16",49.209999
"94","2007-05-17",47.200001
"95","2007-05-18",49.290001
"96","2007-05-21",48.630001
"97","2007-05-22",47.709999
"98","2007-05-23",47.810001
"99","2007-05-24",46.639999
"100","2007-05-25",47.299999
"101","2007-05-29",47.68
"102","2007-05-30",48.09
"103","2007-05-31",47.939999
"104","2007-06-01",49.849998
"105","2007-06-04",49.57
"106","2007-06-05",48.950001
"107","2007-06-06",48.279999
"108","2007-06-07",47.27
"109","2007-06-08",47.450001
"110","2007-06-11",47.060001
"111","2007-06-12",46.48
"112","2007-06-13",48.150002
"113","2007-06-14",49.360001
"114","2007-06-15",49.98
"115","2007-06-18",49.360001
"116","2007-06-19",49.709999
"117","2007-06-20",49.139999
"118","2007-06-21",49.639999
"119","2007-06-22",49.439999
"120","2007-06-25",48.669998
"121","2007-06-26",47.950001
"122","2007-06-27",48.240002
"123","2007-06-28",48.490002
"124","2007-06-29",48.700001
"125","2007-07-02",49.709999
"126","2007-07-03",50.009998
"127","2007-07-05",50.060001
"128","2007-07-06",50.189999
"129","2007-07-09",50.610001
"130","2007-07-10",49.689999
"131","2007-07-11",51.639999
"132","2007-07-12",53.860001
"133","2007-07-13",54.16
"134","2007-07-16",53.529999
"135","2007-07-17",54.560001
"136","2007-07-18",54.68
"137","2007-07-19",54.580002
"138","2007-07-20",52.740002
"139","2007-07-23",52.25
"140","2007-07-24",50.369999
"141","2007-07-25",49.810001
"142","2007-07-26",46.529999
"143","2007-07-27",45.200001
"144","2007-07-30",46.830002
"145","2007-07-31",45.060001
"146","2007-08-01",43.439999
"147","2007-08-02",44.02
"148","2007-08-03",40.639999
"149","2007-08-06",41.869999
"150","2007-08-07",41.34
"151","2007-08-08",41.18
"152","2007-08-09",39.470001
"153","2007-08-10",39.779999
"154","2007-08-13",40.619999
"155","2007-08-14",40.310001
"156","2007-08-15",40
"157","2007-08-16",39.060001
"158","2007-08-17",40.900002
"159","2007-08-20",41.529999
"160","2007-08-21",41.540001
"161","2007-08-22",42.66
"162","2007-08-23",42.82
"163","2007-08-24",44.209999
"164","2007-08-27",42.68
"165","2007-08-28",42.169998
"166","2007-08-29",43.299999
"167","2007-08-30",42.07
"168","2007-08-31",43.310001
"169","2007-09-04",43.34
"170","2007-09-05",43.25
"171","2007-09-06",42.349998
"172","2007-09-07",40.880001
"173","2007-09-10",40.84
"174","2007-09-11",41.93
"175","2007-09-12",41.380001
"176","2007-09-13",41.349998
"177","2007-09-14",42.419998
"178","2007-09-17",42.119999
"179","2007-09-18",44.82
"180","2007-09-19",45.23
"181","2007-09-20",46.459999
"182","2007-09-21",47.779999
"183","2007-09-24",46.470001
"184","2007-09-25",46.279999
"185","2007-09-26",47.630001
"186","2007-09-27",48.02
"187","2007-09-28",46.98
"188","2007-10-01",47.220001
"189","2007-10-02",47.18
"190","2007-10-03",45.889999
"191","2007-10-04",45.299999
"192","2007-10-05",46.529999
"193","2007-10-08",45.93
"194","2007-10-09",46.369999
"195","2007-10-10",46.27
"196","2007-10-11",45.25
"197","2007-10-12",46.200001
"198","2007-10-15",44.560001
"199","2007-10-16",44.310001
"200","2007-10-17",45
"201","2007-10-18",45.400002
"202","2007-10-19",43.32
"203","2007-10-22",42.970001
"204","2007-10-23",43.529999
"205","2007-10-24",42.84
"206","2007-10-25",42.650002
"207","2007-10-26",43.880001
"208","2007-10-29",42.209999
"209","2007-10-30",41.48
"210","2007-10-31",41.189999
"211","2007-11-01",39.240002
"212","2007-11-02",40.09
"213","2007-11-05",39.400002
"214","2007-11-06",40.220001
"215","2007-11-07",38.540001
"216","2007-11-08",39.639999
"217","2007-11-09",38.529999
"218","2007-11-12",37.389999
"219","2007-11-13",37.599998
"220","2007-11-14",37.560001
"221","2007-11-15",36.560001
"222","2007-11-16",36.740002
"223","2007-11-19",48.75
"224","2007-11-20",49.139999
"225","2007-11-21",49.41
"226","2007-11-23",49.369999
"227","2007-11-26",49.700001
"228","2007-11-27",49
"229","2007-11-28",50
"230","2007-11-29",49.630001
"231","2007-11-30",50.040001
"232","2007-12-03",49.16
"233","2007-12-04",49.34
"234","2007-12-05",51.98
"235","2007-12-06",51.700001
"236","2007-12-07",53
"237","2007-12-10",52.490002
"238","2007-12-11",52.049999
"239","2007-12-12",52.450001
"240","2007-12-13",52.810001
"241","2007-12-14",52.290001
"242","2007-12-17",52.049999
"243","2007-12-18",52.830002
"244","2007-12-19",52.099998
"245","2007-12-20",52.279999
"246","2007-12-21",53
"247","2007-12-24",52.740002
"248","2007-12-26",52.830002
"249","2007-12-27",52
"250","2007-12-28",52.09
"251","2007-12-31",51.900002
"252","2008-01-02",52.310001
"253","2008-01-03",52.23
"254","2008-01-04",51.049999
"255","2008-01-07",50.48
"256","2008-01-08",49.299999
"257","2008-01-09",50.209999
"258","2008-01-10",50.849998
"259","2008-01-11",50.470001
"260","2008-01-14",51.48
"261","2008-01-15",51.419998
"262","2008-01-16",51.490002
"263","2008-01-17",50
"264","2008-01-18",50.200001
"265","2008-01-22",49.119999
"266","2008-01-23",49.25
"267","2008-01-24",49.630001
"268","2008-01-25",50.75
"269","2008-01-28",51.189999
"270","2008-01-29",51.130001
"271","2008-01-30",50.43
"272","2008-01-31",52.41
"273","2008-02-01",52.91
"274","2008-02-04",52.740002
"275","2008-02-05",51.939999
"276","2008-02-06",51.5
"277","2008-02-07",52.66
"278","2008-02-08",52.119999
"279","2008-02-11",52.130001
"280","2008-02-12",52.310001
"281","2008-02-13",53.209999
"282","2008-02-14",53.27
"283","2008-02-15",52.860001
"284","2008-02-19",52.560001
"285","2008-02-20",53
"286","2008-02-21",52.619999
"287","2008-02-22",52.59
