"","date","UHT"
"1","2007-01-03",39.200001
"2","2007-01-04",40.419998
"3","2007-01-05",38.369999
"4","2007-01-08",38.529999
"5","2007-01-09",39
"6","2007-01-10",38.57
"7","2007-01-11",39.419998
"8","2007-01-12",39.799999
"9","2007-01-16",39.32
"10","2007-01-17",39.259998
"11","2007-01-18",38.91
"12","2007-01-19",39.130001
"13","2007-01-22",39.060001
"14","2007-01-23",39.43
"15","2007-01-24",39.43
"16","2007-01-25",39.099998
"17","2007-01-26",40.209999
"18","2007-01-29",40.110001
"19","2007-01-30",40.110001
"20","2007-01-31",40.439999
"21","2007-02-01",40.669998
"22","2007-02-02",40.59
"23","2007-02-05",40.279999
"24","2007-02-06",41.400002
"25","2007-02-07",42.049999
"26","2007-02-08",41.419998
"27","2007-02-09",41
"28","2007-02-12",40.73
"29","2007-02-13",40.34
"30","2007-02-14",39.389999
"31","2007-02-15",40.299999
"32","2007-02-16",40.419998
"33","2007-02-20",40.57
"34","2007-02-21",40
"35","2007-02-22",40.43
"36","2007-02-23",39.880001
"37","2007-02-26",39.290001
"38","2007-02-27",37
"39","2007-02-28",37.41
"40","2007-03-01",36.529999
"41","2007-03-02",35.580002
"42","2007-03-05",34.900002
"43","2007-03-06",37
"44","2007-03-07",35.630001
"45","2007-03-08",35.830002
"46","2007-03-09",35.799999
"47","2007-03-12",36.099998
"48","2007-03-13",34.91
"49","2007-03-14",35.299999
"50","2007-03-15",35.25
"51","2007-03-16",34.77
"52","2007-03-19",34.889999
"53","2007-03-20",35.299999
"54","2007-03-21",36.310001
"55","2007-03-22",35.950001
"56","2007-03-23",35.880001
"57","2007-03-26",35.779999
"58","2007-03-27",35.490002
"59","2007-03-28",35.080002
"60","2007-03-29",35.09
"61","2007-03-30",35.75
"62","2007-04-02",36.66
"63","2007-04-03",36.630001
"64","2007-04-04",36.75
"65","2007-04-05",36.450001
"66","2007-04-09",35.59
"67","2007-04-10",36.330002
"68","2007-04-11",36.189999
"69","2007-04-12",35.990002
"70","2007-04-13",36.740002
"71","2007-04-16",36.93
"72","2007-04-17",37.400002
"73","2007-04-18",36.959999
"74","2007-04-19",36.400002
"75","2007-04-20",37.619999
"76","2007-04-23",38.290001
"77","2007-04-24",37.98
"78","2007-04-25",37.459999
"79","2007-04-26",36.450001
"80","2007-04-27",35.84
"81","2007-04-30",35.220001
"82","2007-05-01",35.18
"83","2007-05-02",36.099998
"84","2007-05-03",35.490002
"85","2007-05-04",35.540001
"86","2007-05-07",35.779999
"87","2007-05-08",35.369999
"88","2007-05-09",35.610001
"89","2007-05-10",34.759998
"90","2007-05-11",35.32
"91","2007-05-14",35.029999
"92","2007-05-15",35.25
"93","2007-05-16",35.220001
"94","2007-05-17",35.290001
"95","2007-05-18",34.849998
"96","2007-05-21",34.970001
"97","2007-05-22",35.16
"98","2007-05-23",34.779999
"99","2007-05-24",34.189999
"100","2007-05-25",34.34
"101","2007-05-29",35.310001
"102","2007-05-30",35.32
"103","2007-05-31",35.150002
"104","2007-06-01",35.540001
"105","2007-06-04",35.549999
"106","2007-06-05",34.919998
"107","2007-06-06",34.990002
"108","2007-06-07",34.41
"109","2007-06-08",34.93
"110","2007-06-11",34.66
"111","2007-06-12",34.060001
"112","2007-06-13",34.34
"113","2007-06-14",34.009998
"114","2007-06-15",34.709999
"115","2007-06-18",34.959999
"116","2007-06-19",35.27
"117","2007-06-20",33.650002
"118","2007-06-21",34.73
"119","2007-06-22",33.889999
"120","2007-06-25",33.200001
"121","2007-06-26",32.779999
"122","2007-06-27",33.950001
"123","2007-06-28",33.52
"124","2007-06-29",33.299999
"125","2007-07-02",34.099998
"126","2007-07-03",33.790001
"127","2007-07-05",33.830002
"128","2007-07-06",34.310001
"129","2007-07-09",34.169998
"130","2007-07-10",33.09
"131","2007-07-11",33.220001
"132","2007-07-12",33.23
"133","2007-07-13",33.400002
"134","2007-07-16",32.900002
"135","2007-07-17",32.970001
"136","2007-07-18",32.990002
"137","2007-07-19",32.970001
"138","2007-07-20",31.940001
"139","2007-07-23",31.639999
"140","2007-07-24",30.790001
"141","2007-07-25",30.42
"142","2007-07-26",29.780001
"143","2007-07-27",29.26
"144","2007-07-30",29.299999
"145","2007-07-31",29.25
"146","2007-08-01",29.77
"147","2007-08-02",30.549999
"148","2007-08-03",29.23
"149","2007-08-06",30.280001
"150","2007-08-07",30.49
"151","2007-08-08",33.720001
"152","2007-08-09",33.349998
"153","2007-08-10",31.879999
"154","2007-08-13",32.150002
"155","2007-08-14",30.059999
"156","2007-08-15",29.59
"157","2007-08-16",34.900002
"158","2007-08-17",34.34
"159","2007-08-20",34.169998
"160","2007-08-21",33.619999
"161","2007-08-22",33.880001
"162","2007-08-23",33.700001
"163","2007-08-24",33.950001
"164","2007-08-27",33.529999
"165","2007-08-28",32.5
"166","2007-08-29",33.98
"167","2007-08-30",33.48
"168","2007-08-31",33.52
"169","2007-09-04",34.07
"170","2007-09-05",33.790001
"171","2007-09-06",33.599998
"172","2007-09-07",33.119999
"173","2007-09-10",32.860001
"174","2007-09-11",33.75
"175","2007-09-12",33.939999
"176","2007-09-13",33.849998
"177","2007-09-14",33.889999
"178","2007-09-17",34.18
"179","2007-09-18",35.52
"180","2007-09-19",36.490002
"181","2007-09-20",35.82
"182","2007-09-21",36.5
"183","2007-09-24",36.669998
"184","2007-09-25",36.41
"185","2007-09-26",36.389999
"186","2007-09-27",36.700001
"187","2007-09-28",35.529999
"188","2007-10-01",37.23
"189","2007-10-02",37.23
"190","2007-10-03",37.220001
"191","2007-10-04",37.5
"192","2007-10-05",38.759998
"193","2007-10-08",37.900002
"194","2007-10-09",38.73
"195","2007-10-10",38.330002
"196","2007-10-11",37.529999
"197","2007-10-12",36.950001
"198","2007-10-15",36.349998
"199","2007-10-16",35.5
"200","2007-10-17",35.5
"201","2007-10-18",36.220001
"202","2007-10-19",34.330002
"203","2007-10-22",35.27
"204","2007-10-23",35.279999
"205","2007-10-24",34.580002
"206","2007-10-25",35.25
"207","2007-10-26",35.720001
"208","2007-10-29",35.66
"209","2007-10-30",36.349998
"210","2007-10-31",36.970001
"211","2007-11-01",34.779999
"212","2007-11-02",34.41
"213","2007-11-05",33.75
"214","2007-11-06",34.599998
"215","2007-11-07",33.16
"216","2007-11-08",33.889999
"217","2007-11-09",34.240002
"218","2007-11-12",34.02
"219","2007-11-13",35.810001
"220","2007-11-14",35.779999
"221","2007-11-15",36.360001
"222","2007-11-16",35.130001
"223","2007-11-19",34.049999
"224","2007-11-20",33.889999
"225","2007-11-21",33.439999
"226","2007-11-23",33.740002
"227","2007-11-26",32.209999
"228","2007-11-27",33.16
"229","2007-11-28",33.799999
"230","2007-11-29",33.59
"231","2007-11-30",32.900002
"232","2007-12-03",33.209999
"233","2007-12-04",33.169998
"234","2007-12-05",34.07
"235","2007-12-06",36.200001
"236","2007-12-07",36.130001
"237","2007-12-10",35.779999
"238","2007-12-11",34.540001
"239","2007-12-12",35.720001
"240","2007-12-13",34.990002
"241","2007-12-14",34.25
"242","2007-12-17",32.93
"243","2007-12-18",34.779999
"244","2007-12-19",35.23
"245","2007-12-20",36.16
"246","2007-12-21",36.880001
"247","2007-12-24",37.599998
"248","2007-12-26",37.650002
"249","2007-12-27",35.099998
"250","2007-12-28",34.869999
"251","2007-12-31",35.439999
"252","2008-01-02",34.310001
"253","2008-01-03",34.07
"254","2008-01-04",33.299999
"255","2008-01-07",34.099998
"256","2008-01-08",32.799999
