"","date","CSTR"
"1","2016-09-22",15.9
"2","2016-09-23",16.250999
"3","2016-09-26",16.280001
"4","2016-09-27",16.35
"5","2016-09-28",17
"6","2016-09-29",16.950001
"7","2016-09-30",16.92
"8","2016-10-03",17.370001
"9","2016-10-04",17.25
"10","2016-10-05",17.700001
"11","2016-10-06",17.98
"12","2016-10-07",17.91
"13","2016-10-10",18
"14","2016-10-11",17.99
"15","2016-10-12",17.860001
"16","2016-10-13",17.700001
"17","2016-10-14",17.73
"18","2016-10-17",17.549999
"19","2016-10-18",17.65
"20","2016-10-19",17.65
"21","2016-10-20",17.719999
"22","2016-10-21",17.65
"23","2016-10-24",17.719999
"24","2016-10-25",17.745001
"25","2016-10-26",17.719999
"26","2016-10-27",17.4
"27","2016-10-28",17.09
"28","2016-10-31",17
"29","2016-11-01",16.889999
"30","2016-11-02",16.68
"31","2016-11-03",16.34
"32","2016-11-04",16.02
"33","2016-11-07",16.18
"34","2016-11-08",15.9
"35","2016-11-09",16.719999
"36","2016-11-10",17.780001
"37","2016-11-11",17.5
"38","2016-11-14",17.594999
"39","2016-11-15",17.6
"40","2016-11-16",17.209999
"41","2016-11-17",17.5
"42","2016-11-18",17.51
"43","2016-11-21",17.632999
"44","2016-11-22",18.9
"45","2016-11-23",18.33
"46","2016-11-25",18.860001
"47","2016-11-28",19.41
"48","2016-11-29",19.18
"49","2016-11-30",19.299999
"50","2016-12-01",20
"51","2016-12-02",19.860001
"52","2016-12-05",19.955
"53","2016-12-06",19.93
"54","2016-12-07",20.1
"55","2016-12-08",19.700001
"56","2016-12-09",19.875
"57","2016-12-12",20.200001
"58","2016-12-13",20.23
"59","2016-12-14",19.950001
"60","2016-12-15",19.700001
"61","2016-12-16",19.530001
"62","2016-12-19",19.959999
"63","2016-12-20",20.469999
"64","2016-12-21",20.799999
"65","2016-12-22",21.18
"66","2016-12-23",21.24
"67","2016-12-27",21.84
"68","2016-12-28",22.030001
"69","2016-12-29",21.549999
"70","2016-12-30",21.959999
"71","2017-01-03",20.76
"72","2017-01-04",20
"73","2017-01-05",19.91
"74","2017-01-06",20.030001
"75","2017-01-09",20
"76","2017-01-10",19.99
"77","2017-01-11",20.030001
"78","2017-01-12",19.77
"79","2017-01-13",19.98
"80","2017-01-17",19.5
"81","2017-01-18",19.290001
"82","2017-01-19",18.99
"83","2017-01-20",19
"84","2017-01-23",19.1
"85","2017-01-24",19.57
"86","2017-01-25",20
"87","2017-01-26",19.98
"88","2017-01-27",19.940001
"89","2017-01-30",19.969999
"90","2017-01-31",20.9
"91","2017-02-01",20.290001
"92","2017-02-02",19.75
"93","2017-02-03",19.950001
"94","2017-02-06",19.9
"95","2017-02-07",19.15
"96","2017-02-08",19.32
"97","2017-02-09",19
"98","2017-02-10",19.219999
"99","2017-02-13",19.66
"100","2017-02-14",19.549999
"101","2017-02-15",19.309999
"102","2017-02-16",19.280001
"103","2017-02-17",19.549999
"104","2017-02-21",19.74
"105","2017-02-22",19.559999
"106","2017-02-23",19.559999
"107","2017-02-24",19.299999
"108","2017-02-27",19.85
"109","2017-02-28",19.75
"110","2017-03-01",19.91
"111","2017-03-02",19.709999
"112","2017-03-03",19.469999
"113","2017-03-06",19.24
"114","2017-03-07",19.77
"115","2017-03-08",19.41
"116","2017-03-09",19.4
"117","2017-03-10",19.35
"118","2017-03-13",19.4
"119","2017-03-14",19.379999
"120","2017-03-15",19.290001
"121","2017-03-16",19.379999
"122","2017-03-17",19.530001
"123","2017-03-20",19.139999
"124","2017-03-21",19
"125","2017-03-22",19
"126","2017-03-23",18.99
"127","2017-03-24",18.860001
"128","2017-03-27",19.379999
"129","2017-03-28",19.190001
"130","2017-03-29",19.15
"131","2017-03-30",19
"132","2017-03-31",19.07
"133","2017-04-03",19.08
"134","2017-04-04",19.09
"135","2017-04-05",18.98
"136","2017-04-06",19.389999
"137","2017-04-07",19.1
"138","2017-04-10",19.02
"139","2017-04-11",19.190001
"140","2017-04-12",19
"141","2017-04-13",19.02
"142","2017-04-17",18.780001
"143","2017-04-18",18.049999
"144","2017-04-19",18.280001
"145","2017-04-20",18.09
"146","2017-04-21",18.25
"147","2017-04-24",18.27
"148","2017-04-25",18.27
"149","2017-04-26",18.01
"150","2017-04-27",17.17
"151","2017-04-28",17.639999
"152","2017-05-01",16.99
"153","2017-05-02",17.1
"154","2017-05-03",17.120001
"155","2017-05-04",17.120001
"156","2017-05-05",17.1
"157","2017-05-08",17.18
"158","2017-05-09",17.1
"159","2017-05-10",17.07
"160","2017-05-11",17.35
"161","2017-05-12",17.43
"162","2017-05-15",17.52
"163","2017-05-16",17.65
"164","2017-05-17",17.6
"165","2017-05-18",17.700001
"166","2017-05-19",17.469999
"167","2017-05-22",17.77
"168","2017-05-23",18.23
"169","2017-05-24",18.15
"170","2017-05-25",18.01
"171","2017-05-26",18.440001
"172","2017-05-30",18.450001
"173","2017-05-31",17.98
"174","2017-06-01",17.969999
"175","2017-06-02",18.27
"176","2017-06-05",18.35
"177","2017-06-06",18.389999
"178","2017-06-07",18.41
"179","2017-06-08",18.52
"180","2017-06-09",18.5
"181","2017-06-12",18.33
"182","2017-06-13",18.540001
"183","2017-06-14",18.799999
"184","2017-06-15",18.76
"185","2017-06-16",17.549999
"186","2017-06-19",18.440001
"187","2017-06-20",18.49
"188","2017-06-21",18.23
"189","2017-06-22",18.34
"190","2017-06-23",18.530001
"191","2017-06-26",18.709999
"192","2017-06-27",18.459999
"193","2017-06-28",18.42
"194","2017-06-29",18.450001
"195","2017-06-30",17.74
"196","2017-07-03",17.870001
"197","2017-07-05",17.74
"198","2017-07-06",17.610001
"199","2017-07-07",18.15
"200","2017-07-10",18.059999
"201","2017-07-11",17.57
"202","2017-07-12",17.549999
"203","2017-07-13",17.66
"204","2017-07-14",17.41
"205","2017-07-17",17.98
"206","2017-07-18",18.24
"207","2017-07-19",18.450001
"208","2017-07-20",18.450001
"209","2017-07-21",18.15
"210","2017-07-24",18.16
"211","2017-07-25",18.5
"212","2017-07-26",18.379999
"213","2017-07-27",18.790001
"214","2017-07-28",17.98
"215","2017-07-31",17.6
"216","2017-08-01",17.23
"217","2017-08-02",17.309999
"218","2017-08-03",17.5
"219","2017-08-04",17.790001
"220","2017-08-07",17.01
"221","2017-08-08",16.860001
"222","2017-08-09",16.280001
"223","2017-08-10",16.24
"224","2017-08-11",16.49
"225","2017-08-14",16.809999
"226","2017-08-15",17
"227","2017-08-16",17.15
"228","2017-08-17",17.040001
"229","2017-08-18",17.01
"230","2017-08-21",17.049999
"231","2017-08-22",17.02
"232","2017-08-23",16.969999
"233","2017-08-24",17.02
"234","2017-08-25",17.02
"235","2017-08-28",17.07
"236","2017-08-29",17.15
"237","2017-08-30",17.26
"238","2017-08-31",17.34
"239","2017-09-01",17.25
"240","2017-09-05",17.34
"241","2017-09-06",17.440001
"242","2017-09-07",17.23
"243","2017-09-08",17.629999
"244","2017-09-11",17.91
"245","2017-09-12",18
"246","2017-09-13",18.34
"247","2017-09-14",17.889999
"248","2017-09-15",17.18
"249","2017-09-18",17.379999
"250","2017-09-19",17.49
"251","2017-09-20",17.690001
"252","2017-09-21",18.049999
"253","2017-09-22",18
"254","2017-09-25",18.48
"255","2017-09-26",18.33
"256","2017-09-27",18.49
"257","2017-09-28",19.07
"258","2017-09-29",19.58
"259","2017-10-02",20.17
"260","2017-10-03",20.629999
"261","2017-10-04",19.5
"262","2017-10-05",20
"263","2017-10-06",20.1
"264","2017-10-09",20.43
"265","2017-10-10",20.66
"266","2017-10-11",19.85
"267","2017-10-12",19.08
"268","2017-10-13",19.42
"269","2017-10-16",20.73
"270","2017-10-17",21.24
"271","2017-10-18",21.219999
"272","2017-10-19",21.190001
"273","2017-10-20",20.99
"274","2017-10-23",21.219999
"275","2017-10-24",21.1
"276","2017-10-25",20.780001
"277","2017-10-26",21.17
"278","2017-10-27",20.93
"279","2017-10-30",20.469999
"280","2017-10-31",20.190001
"281","2017-11-01",19.459999
"282","2017-11-02",19.49
