"","date","CPST"
"184","2007-09-25",228
"185","2007-09-26",230
"186","2007-09-27",246
"187","2007-09-28",240
"188","2007-10-01",240
"189","2007-10-02",230
"190","2007-10-03",242
"191","2007-10-04",236
"192","2007-10-05",236
"193","2007-10-08",228
"194","2007-10-09",232
"195","2007-10-10",228
"196","2007-10-11",222
"197","2007-10-12",226
"198","2007-10-15",222
"199","2007-10-16",216
"200","2007-10-17",206
"201","2007-10-18",220
"202","2007-10-19",214
"203","2007-10-22",214
"204","2007-10-23",212
"205","2007-10-24",216
"206","2007-10-25",212
"207","2007-10-26",214
"208","2007-10-29",230
"209","2007-10-30",226
"210","2007-10-31",228
"211","2007-11-01",234
"212","2007-11-02",238
"213","2007-11-05",246
"214","2007-11-06",256
"215","2007-11-07",240
"216","2007-11-08",246
"217","2007-11-09",250
"218","2007-11-12",236
"219","2007-11-13",252
"220","2007-11-14",240
"221","2007-11-15",250
"222","2007-11-16",248
"223","2007-11-19",246
"224","2007-11-20",250
"225","2007-11-21",238
"226","2007-11-23",242
"227","2007-11-26",248
"228","2007-11-27",242
"229","2007-11-28",242
"230","2007-11-29",242
"231","2007-11-30",244
"232","2007-12-03",228
"233","2007-12-04",230
"234","2007-12-05",248
"235","2007-12-06",272
"236","2007-12-07",270
"237","2007-12-10",256
"238","2007-12-11",264
"239","2007-12-12",286
"240","2007-12-13",320
"241","2007-12-14",306
"242","2007-12-17",284
"243","2007-12-18",316
"244","2007-12-19",314
"245","2007-12-20",318
"246","2007-12-21",314
"247","2007-12-24",310
"248","2007-12-26",354
"249","2007-12-27",338
"250","2007-12-28",324
"251","2007-12-31",326
"252","2008-01-02",326
"253","2008-01-03",352
"254","2008-01-04",340
"255","2008-01-07",352
"256","2008-01-08",348
"257","2008-01-09",346
"258","2008-01-10",338
"259","2008-01-11",320
"260","2008-01-14",318
"261","2008-01-15",304
"262","2008-01-16",306
"263","2008-01-17",288
"264","2008-01-18",282
"265","2008-01-22",268
"266","2008-01-23",266
"267","2008-01-24",292
"268","2008-01-25",306
"269","2008-01-28",326
"270","2008-01-29",306
"271","2008-01-30",304
"272","2008-01-31",298
"273","2008-02-01",292
"274","2008-02-04",306
"275","2008-02-05",304
"276","2008-02-06",292
"277","2008-02-07",284
"278","2008-02-08",298
"279","2008-02-11",302
"280","2008-02-12",322
"281","2008-02-13",318
"282","2008-02-14",312
"283","2008-02-15",310
"284","2008-02-19",318
"285","2008-02-20",314
"286","2008-02-21",320
"287","2008-02-22",316
"288","2008-02-25",356
"289","2008-02-26",360
"290","2008-02-27",378
"291","2008-02-28",392
"292","2008-02-29",366
"293","2008-03-03",368
"294","2008-03-04",370
"295","2008-03-05",414
"296","2008-03-06",434
"297","2008-03-07",418
"298","2008-03-10",376
"299","2008-03-11",384
"300","2008-03-12",406
"301","2008-03-13",410
"302","2008-03-14",400
"303","2008-03-17",374
"304","2008-03-18",396
"305","2008-03-19",378
"306","2008-03-20",368
"307","2008-03-24",380
"308","2008-03-25",424
"309","2008-03-26",418
"310","2008-03-27",436
"311","2008-03-28",422
"312","2008-03-31",424
"313","2008-04-01",460
"314","2008-04-02",476
"315","2008-04-03",486
"316","2008-04-04",508
"317","2008-04-07",492
"318","2008-04-08",502
"319","2008-04-09",492
"320","2008-04-10",516
"321","2008-04-11",542
"322","2008-04-14",520
"323","2008-04-15",540
"324","2008-04-16",560
"325","2008-04-17",586
"326","2008-04-18",582
"327","2008-04-21",602
"328","2008-04-22",596
"329","2008-04-23",588
"330","2008-04-24",564
"331","2008-04-25",548
"332","2008-04-28",558
"333","2008-04-29",554
"334","2008-04-30",558
"335","2008-05-01",568
"336","2008-05-02",566
"337","2008-05-05",560
"338","2008-05-06",590
"339","2008-05-07",566
"340","2008-05-08",586
"341","2008-05-09",590
"342","2008-05-12",654
"343","2008-05-13",692
"344","2008-05-14",664
"345","2008-05-15",676
"346","2008-05-16",696
"347","2008-05-19",744
"348","2008-05-20",790
"349","2008-05-21",758
"350","2008-05-22",750
"351","2008-05-23",712
"352","2008-05-27",714
"353","2008-05-28",764
"354","2008-05-29",760
"355","2008-05-30",752
"356","2008-06-02",782
"357","2008-06-03",768
"358","2008-06-04",754
"359","2008-06-05",752
"360","2008-06-06",726
"361","2008-06-09",682
"362","2008-06-10",692
"363","2008-06-11",672
"364","2008-06-12",682
"365","2008-06-13",740
"366","2008-06-16",764
"367","2008-06-17",824
"368","2008-06-18",794
"369","2008-06-19",816
"370","2008-06-20",834
"371","2008-06-23",864
"372","2008-06-24",834
"373","2008-06-25",792
"374","2008-06-26",794
"375","2008-06-27",820
"376","2008-06-30",838
"377","2008-07-01",800
"378","2008-07-02",724
"379","2008-07-03",666
"380","2008-07-07",682
"381","2008-07-08",694
"382","2008-07-09",666
"383","2008-07-10",710
"384","2008-07-11",724
"385","2008-07-14",700
"386","2008-07-15",718
"387","2008-07-16",748
"388","2008-07-17",736
"389","2008-07-18",712
"390","2008-07-21",696
"391","2008-07-22",676
"392","2008-07-23",624
"393","2008-07-24",582
"394","2008-07-25",592
"395","2008-07-28",610
"396","2008-07-29",654
"397","2008-07-30",646
"398","2008-07-31",612
"399","2008-08-01",596
"400","2008-08-04",548
"401","2008-08-05",520
"402","2008-08-06",552
"403","2008-08-07",522
"404","2008-08-08",532
"405","2008-08-11",484
"406","2008-08-12",546
"407","2008-08-13",534
"408","2008-08-14",542
"409","2008-08-15",520
"410","2008-08-18",506
"411","2008-08-19",488
"412","2008-08-20",524
"413","2008-08-21",518
"414","2008-08-22",494
"415","2008-08-25",506
"416","2008-08-26",486
"417","2008-08-27",504
"418","2008-08-28",552
"419","2008-08-29",544
"420","2008-09-02",494
"421","2008-09-03",492
"422","2008-09-04",422
"423","2008-09-05",418
"424","2008-09-08",392
"425","2008-09-09",338
"426","2008-09-10",354
"427","2008-09-11",354
"428","2008-09-12",376
"429","2008-09-15",350
"430","2008-09-16",374
"431","2008-09-17",350
"432","2008-09-18",268
"433","2008-09-19",304
"434","2008-09-22",270
"435","2008-09-23",270
"436","2008-09-24",260
"437","2008-09-25",262
"438","2008-09-26",242
"439","2008-09-29",262
"440","2008-09-30",258
"441","2008-10-01",246
"442","2008-10-02",254
"443","2008-10-03",256
"444","2008-10-06",236
"445","2008-10-07",226
"446","2008-10-08",214
"447","2008-10-09",200
"448","2008-10-10",240
"449","2008-10-13",272
"450","2008-10-14",276
"451","2008-10-15",250
"452","2008-10-16",266
"453","2008-10-17",278
"454","2008-10-20",278
"455","2008-10-21",266
"456","2008-10-22",252
"457","2008-10-23",252
"458","2008-10-24",234
"459","2008-10-27",232
"460","2008-10-28",236
"461","2008-10-29",222
"462","2008-10-30",256
"463","2008-10-31",270
"464","2008-11-03",268
"465","2008-11-04",306
"466","2008-11-05",310
"467","2008-11-06",258
"468","2008-11-07",274
"469","2008-11-10",290
"470","2008-11-11",234
"471","2008-11-12",226
"472","2008-11-13",216
"473","2008-11-14",200
"474","2008-11-17",196
"475","2008-11-18",148
"476","2008-11-19",144
"477","2008-11-20",128
"478","2008-11-21",136
"479","2008-11-24",150
"480","2008-11-25",170
"481","2008-11-26",182
"482","2008-11-28",172
"483","2008-12-01",152
"484","2008-12-02",180
"485","2008-12-03",172
"486","2008-12-04",158
"487","2008-12-05",164
"488","2008-12-08",162
"489","2008-12-09",158
"490","2008-12-10",174
"491","2008-12-11",176
"492","2008-12-12",180
"493","2008-12-15",166
"494","2008-12-16",180
"495","2008-12-17",216
"496","2008-12-18",214
"497","2008-12-19",218
"498","2008-12-22",220
"499","2008-12-23",212
"500","2008-12-24",222
"501","2008-12-26",182
"502","2008-12-29",172
"503","2008-12-30",170
"504","2008-12-31",168
"505","2009-01-02",190
"506","2009-01-05",218
"507","2009-01-06",212
"508","2009-01-07",202
"509","2009-01-08",212
"510","2009-01-09",198
"511","2009-01-12",182
"512","2009-01-13",182
"513","2009-01-14",172
"514","2009-01-15",176
"515","2009-01-16",174
"516","2009-01-20",170
"517","2009-01-21",180
"518","2009-01-22",170
"519","2009-01-23",166
"520","2009-01-26",170
"521","2009-01-27",174
"522","2009-01-28",182
"523","2009-01-29",178
"524","2009-01-30",174
"525","2009-02-02",178
"526","2009-02-03",188
"527","2009-02-04",188
"528","2009-02-05",186
"529","2009-02-06",196
"530","2009-02-09",186
"531","2009-02-10",152
"532","2009-02-11",154
"533","2009-02-12",142
"534","2009-02-13",142
"535","2009-02-17",136
"536","2009-02-18",128
"537","2009-02-19",128
"538","2009-02-20",124
"539","2009-02-23",106
"540","2009-02-24",112
"541","2009-02-25",110
"542","2009-02-26",106
"543","2009-02-27",108
"544","2009-03-02",96
"545","2009-03-03",82
"546","2009-03-04",88
"547","2009-03-05",80
"548","2009-03-06",86
"549","2009-03-09",82
"550","2009-03-10",88
"551","2009-03-11",94
"552","2009-03-12",114
"553","2009-03-13",114
"554","2009-03-16",116
"555","2009-03-17",134
"556","2009-03-18",138
"557","2009-03-19",136
"558","2009-03-20",148
"559","2009-03-23",154
"560","2009-03-24",150
"561","2009-03-25",158
"562","2009-03-26",176
"563","2009-03-27",160
"564","2009-03-30",150
"565","2009-03-31",144
"566","2009-04-01",142
"567","2009-04-02",160
"568","2009-04-03",160
"569","2009-04-06",150
"570","2009-04-07",150
"571","2009-04-08",160
"572","2009-04-09",164
"573","2009-04-13",158
"574","2009-04-14",154
"575","2009-04-15",160
"576","2009-04-16",168
"577","2009-04-17",172
"578","2009-04-20",158
"579","2009-04-21",160
"580","2009-04-22",156
"581","2009-04-23",148
"582","2009-04-24",156
"583","2009-04-27",148
"584","2009-04-28",150
"585","2009-04-29",160
"586","2009-04-30",160
"587","2009-05-01",174
"588","2009-05-04",146
"589","2009-05-05",146
"590","2009-05-06",146
"591","2009-05-07",136
"592","2009-05-08",144
"593","2009-05-11",144
"594","2009-05-12",136
"595","2009-05-13",132
"596","2009-05-14",124
"597","2009-05-15",124
"598","2009-05-18",132
"599","2009-05-19",144
"600","2009-05-20",140
"601","2009-05-21",132
"602","2009-05-22",134
"603","2009-05-26",142
"604","2009-05-27",138
"605","2009-05-28",134
"606","2009-05-29",128
"607","2009-06-01",136
"608","2009-06-02",140
"609","2009-06-03",140
"610","2009-06-04",140
"611","2009-06-05",140
"612","2009-06-08",140
"613","2009-06-09",140
"614","2009-06-10",148
"615","2009-06-11",264
"616","2009-06-12",240
"617","2009-06-15",230
"618","2009-06-16",192
"619","2009-06-17",178
"620","2009-06-18",178
"621","2009-06-19",172
"622","2009-06-22",160
"623","2009-06-23",170
"624","2009-06-24",176
"625","2009-06-25",174
"626","2009-06-26",152
"627","2009-06-29",170
"628","2009-06-30",166
"629","2009-07-01",166
"630","2009-07-02",166
"631","2009-07-06",160
"632","2009-07-07",154
"633","2009-07-08",150
"634","2009-07-09",152
"635","2009-07-10",150
"636","2009-07-13",144
"637","2009-07-14",154
"638","2009-07-15",164
"639","2009-07-16",170
"640","2009-07-17",162
"641","2009-07-20",166
"642","2009-07-21",160
"643","2009-07-22",160
"644","2009-07-23",168
"645","2009-07-24",186
"646","2009-07-27",206
"647","2009-07-28",204
"648","2009-07-29",196
"649","2009-07-30",208
"650","2009-07-31",230
"651","2009-08-03",232
"652","2009-08-04",214
"653","2009-08-05",208
"654","2009-08-06",202
"655","2009-08-07",202
"656","2009-08-10",220
"657","2009-08-11",184
"658","2009-08-12",192
"659","2009-08-13",206
"660","2009-08-14",196
"661","2009-08-17",196
"662","2009-08-18",208
"663","2009-08-19",210
"664","2009-08-20",204
"665","2009-08-21",204
"666","2009-08-24",220
"667","2009-08-25",254
"668","2009-08-26",262
"669","2009-08-27",238
"670","2009-08-28",266
"671","2009-08-31",260
"672","2009-09-01",276
"673","2009-09-02",272
"674","2009-09-03",266
"675","2009-09-04",266
"676","2009-09-08",272
"677","2009-09-09",310
"678","2009-09-10",292
"679","2009-09-11",288
"680","2009-09-14",298
"681","2009-09-15",296
"682","2009-09-16",296
"683","2009-09-17",284
"684","2009-09-18",280
"685","2009-09-21",286
"686","2009-09-22",296
"687","2009-09-23",288
"688","2009-09-24",276
"689","2009-09-25",262
"690","2009-09-28",266
"691","2009-09-29",262
"692","2009-09-30",264
"693","2009-10-01",250
"694","2009-10-02",246
"695","2009-10-05",250
"696","2009-10-06",252
"697","2009-10-07",254
"698","2009-10-08",272
"699","2009-10-09",280
"700","2009-10-12",272
"701","2009-10-13",282
"702","2009-10-14",282
"703","2009-10-15",282
"704","2009-10-16",276
"705","2009-10-19",282
"706","2009-10-20",294
"707","2009-10-21",276
"708","2009-10-22",280
"709","2009-10-23",270
"710","2009-10-26",264
"711","2009-10-27",258
"712","2009-10-28",236
"713","2009-10-29",240
"714","2009-10-30",234
"715","2009-11-02",218
"716","2009-11-03",240
"717","2009-11-04",228
"718","2009-11-05",238
"719","2009-11-06",230
"720","2009-11-09",238
"721","2009-11-10",232
"722","2009-11-11",232
"723","2009-11-12",226
"724","2009-11-13",228
"725","2009-11-16",238
"726","2009-11-17",238
"727","2009-11-18",258
"728","2009-11-19",268
"729","2009-11-20",252
"730","2009-11-23",260
"731","2009-11-24",250
"732","2009-11-25",264
"733","2009-11-27",264
"734","2009-11-30",254
"735","2009-12-01",264
"736","2009-12-02",264
"737","2009-12-03",262
"738","2009-12-04",264
"739","2009-12-07",270
"740","2009-12-08",264
"741","2009-12-09",256
"742","2009-12-10",254
"743","2009-12-11",252
"744","2009-12-14",254
"745","2009-12-15",254
"746","2009-12-16",256
"747","2009-12-17",252
"748","2009-12-18",264
"749","2009-12-21",258
"750","2009-12-22",258
"751","2009-12-23",252
"752","2009-12-24",250
"753","2009-12-28",254
"754","2009-12-29",258
"755","2009-12-30",252
"756","2009-12-31",256
"757","2010-01-04",256
"758","2010-01-05",276
"759","2010-01-06",284
"760","2010-01-07",282
"761","2010-01-08",280
"762","2010-01-11",284
"763","2010-01-12",282
"764","2010-01-13",282
"765","2010-01-14",278
"766","2010-01-15",268
"767","2010-01-19",266
"768","2010-01-20",256
"769","2010-01-21",250
"770","2010-01-22",240
"771","2010-01-25",224
"772","2010-01-26",228
"773","2010-01-27",228
"774","2010-01-28",226
"775","2010-01-29",230
"776","2010-02-01",232
"777","2010-02-02",236
"778","2010-02-03",230
"779","2010-02-04",220
"780","2010-02-05",222
"781","2010-02-08",224
"782","2010-02-09",228
"783","2010-02-10",254
"784","2010-02-11",250
"785","2010-02-12",244
"786","2010-02-16",244
"787","2010-02-17",242
"788","2010-02-18",248
"789","2010-02-19",230
"790","2010-02-22",224
"791","2010-02-23",218
"792","2010-02-24",216
"793","2010-02-25",216
"794","2010-02-26",238
"795","2010-03-01",242
"796","2010-03-02",238
"797","2010-03-03",240
"798","2010-03-04",238
"799","2010-03-05",240
"800","2010-03-08",244
"801","2010-03-09",246
"802","2010-03-10",242
"803","2010-03-11",242
"804","2010-03-12",254
"805","2010-03-15",250
"806","2010-03-16",252
"807","2010-03-17",250
"808","2010-03-18",242
"809","2010-03-19",248
"810","2010-03-22",248
"811","2010-03-23",254
"812","2010-03-24",258
"813","2010-03-25",264
"814","2010-03-26",268
"815","2010-03-29",252
"816","2010-03-30",240
"817","2010-03-31",254
"818","2010-04-01",258
"819","2010-04-05",262
"820","2010-04-06",262
"821","2010-04-07",260
"822","2010-04-08",262
"823","2010-04-09",262
"824","2010-04-12",260
"825","2010-04-13",260
"826","2010-04-14",260
"827","2010-04-15",254
"828","2010-04-16",254
"829","2010-04-19",246
"830","2010-04-20",254
"831","2010-04-21",252
"832","2010-04-22",254
"833","2010-04-23",254
"834","2010-04-26",256
"835","2010-04-27",252
"836","2010-04-28",252
"837","2010-04-29",246
"838","2010-04-30",246
"839","2010-05-03",252
"840","2010-05-04",250
"841","2010-05-05",260
"842","2010-05-06",230
"843","2010-05-07",228
"844","2010-05-10",234
"845","2010-05-11",228
"846","2010-05-12",244
"847","2010-05-13",240
"848","2010-05-14",230
"849","2010-05-17",232
"850","2010-05-18",228
"851","2010-05-19",232
"852","2010-05-20",202
"853","2010-05-21",210
"854","2010-05-24",204
"855","2010-05-25",216
"856","2010-05-26",222
"857","2010-05-27",228
"858","2010-05-28",230
"859","2010-06-01",230
"860","2010-06-02",228
"861","2010-06-03",224
"862","2010-06-04",224
"863","2010-06-07",218
"864","2010-06-08",216
"865","2010-06-09",210
"866","2010-06-10",220
"867","2010-06-11",220
"868","2010-06-14",230
"869","2010-06-15",210
"870","2010-06-16",208
"871","2010-06-17",208
"872","2010-06-18",200
"873","2010-06-21",208
"874","2010-06-22",204
"875","2010-06-23",206
"876","2010-06-24",208
"877","2010-06-25",220
"878","2010-06-28",206
"879","2010-06-29",204
"880","2010-06-30",196
"881","2010-07-01",194
"882","2010-07-02",190
"883","2010-07-06",190
"884","2010-07-07",200
"885","2010-07-08",200
"886","2010-07-09",202
"887","2010-07-12",196
"888","2010-07-13",198
"889","2010-07-14",194
"890","2010-07-15",190
"891","2010-07-16",184
"892","2010-07-19",182
"893","2010-07-20",194
"894","2010-07-21",184
"895","2010-07-22",190
"896","2010-07-23",192
"897","2010-07-26",192
"898","2010-07-27",200
"899","2010-07-28",196
"900","2010-07-29",192
"901","2010-07-30",198
"902","2010-08-02",200
"903","2010-08-03",194
"904","2010-08-04",194
"905","2010-08-05",188
"906","2010-08-06",194
"907","2010-08-09",190
"908","2010-08-10",176
"909","2010-08-11",152
"910","2010-08-12",146
"911","2010-08-13",140
"912","2010-08-16",140
"913","2010-08-17",146
"914","2010-08-18",150
"915","2010-08-19",140
"916","2010-08-20",138
"917","2010-08-23",140
"918","2010-08-24",138
"919","2010-08-25",134
"920","2010-08-26",132
"921","2010-08-27",136
"922","2010-08-30",130
"923","2010-08-31",128
"924","2010-09-01",130
"925","2010-09-02",134
"926","2010-09-03",134
"927","2010-09-07",138
"928","2010-09-08",136
"929","2010-09-09",136
"930","2010-09-10",138
"931","2010-09-13",140
"932","2010-09-14",140
"933","2010-09-15",140
"934","2010-09-16",136
"935","2010-09-17",134
"936","2010-09-20",132
"937","2010-09-21",134
"938","2010-09-22",136
"939","2010-09-23",132
"940","2010-09-24",136
"941","2010-09-27",138
"942","2010-09-28",138
"943","2010-09-29",146
"944","2010-09-30",154
"945","2010-10-01",158
"946","2010-10-04",148
"947","2010-10-05",158
"948","2010-10-06",154
"949","2010-10-07",160
"950","2010-10-08",162
"951","2010-10-11",162
"952","2010-10-12",160
"953","2010-10-13",160
"954","2010-10-14",154
"955","2010-10-15",156
"956","2010-10-18",154
"957","2010-10-19",154
"958","2010-10-20",152
"959","2010-10-21",148
"960","2010-10-22",148
"961","2010-10-25",150
"962","2010-10-26",152
"963","2010-10-27",150
"964","2010-10-28",150
"965","2010-10-29",150
"966","2010-11-01",152
"967","2010-11-02",150
"968","2010-11-03",150
"969","2010-11-04",158
"970","2010-11-05",158
"971","2010-11-08",158
"972","2010-11-09",152
"973","2010-11-10",170
"974","2010-11-11",166
"975","2010-11-12",160
"976","2010-11-15",160
"977","2010-11-16",158
"978","2010-11-17",158
"979","2010-11-18",158
"980","2010-11-19",158
"981","2010-11-22",160
"982","2010-11-23",160
"983","2010-11-24",160
"984","2010-11-26",156
"985","2010-11-29",160
"986","2010-11-30",156
"987","2010-12-01",156
"988","2010-12-02",154
"989","2010-12-03",152
"990","2010-12-06",154
"991","2010-12-07",162
"992","2010-12-08",162
"993","2010-12-09",170
"994","2010-12-10",184
"995","2010-12-13",180
"996","2010-12-14",184
"997","2010-12-15",180
"998","2010-12-16",194
"999","2010-12-17",210
"1000","2010-12-20",208
"1001","2010-12-21",204
"1002","2010-12-22",192
"1003","2010-12-23",194
"1004","2010-12-27",200
"1005","2010-12-28",200
"1006","2010-12-29",196
"1007","2010-12-30",186
"1008","2010-12-31",192
"1009","2011-01-03",192
"1010","2011-01-04",192
"1011","2011-01-05",198
"1012","2011-01-06",216
"1013","2011-01-07",234
"1014","2011-01-10",242
"1015","2011-01-11",242
"1016","2011-01-12",242
"1017","2011-01-13",240
"1018","2011-01-14",236
"1019","2011-01-18",244
"1020","2011-01-19",220
"1021","2011-01-20",220
"1022","2011-01-21",228
"1023","2011-01-24",230
"1024","2011-01-25",232
"1025","2011-01-26",242
"1026","2011-01-27",234
"1027","2011-01-28",228
"1028","2011-01-31",228
"1029","2011-02-01",242
"1030","2011-02-02",248
"1031","2011-02-03",258
"1032","2011-02-04",262
"1033","2011-02-07",276
"1034","2011-02-08",306
"1035","2011-02-09",300
"1036","2011-02-10",294
"1037","2011-02-11",302
"1038","2011-02-14",308
"1039","2011-02-15",290
"1040","2011-02-16",298
"1041","2011-02-17",304
"1042","2011-02-18",304
"1043","2011-02-22",288
"1044","2011-02-23",270
"1045","2011-02-24",294
"1046","2011-02-25",302
"1047","2011-02-28",304
"1048","2011-03-01",288
"1049","2011-03-02",296
"1050","2011-03-03",302
"1051","2011-03-04",332
"1052","2011-03-07",350
"1053","2011-03-08",352
"1054","2011-03-09",342
"1055","2011-03-10",318
"1056","2011-03-11",340
"1057","2011-03-14",322
"1058","2011-03-15",332
"1059","2011-03-16",348
"1060","2011-03-17",354
"1061","2011-03-18",368
"1062","2011-03-21",380
"1063","2011-03-22",390
"1064","2011-03-23",416
"1065","2011-03-24",380
"1066","2011-03-25",390
"1067","2011-03-28",370
"1068","2011-03-29",372
"1069","2011-03-30",374
"1070","2011-03-31",362
"1071","2011-04-01",388
"1072","2011-04-04",402
"1073","2011-04-05",402
"1074","2011-04-06",404
"1075","2011-04-07",402
"1076","2011-04-08",386
"1077","2011-04-11",370
"1078","2011-04-12",360
"1079","2011-04-13",364
"1080","2011-04-14",364
"1081","2011-04-15",362
"1082","2011-04-18",352
"1083","2011-04-19",368
"1084","2011-04-20",364
"1085","2011-04-21",368
"1086","2011-04-25",360
"1087","2011-04-26",356
"1088","2011-04-27",378
"1089","2011-04-28",382
"1090","2011-04-29",386
"1091","2011-05-02",382
"1092","2011-05-03",372
"1093","2011-05-04",362
"1094","2011-05-05",350
"1095","2011-05-06",350
"1096","2011-05-09",358
"1097","2011-05-10",374
"1098","2011-05-11",360
"1099","2011-05-12",364
"1100","2011-05-13",362
"1101","2011-05-16",350
"1102","2011-05-17",338
"1103","2011-05-18",354
"1104","2011-05-19",356
"1105","2011-05-20",352
"1106","2011-05-23",362
"1107","2011-05-24",354
"1108","2011-05-25",348
"1109","2011-05-26",344
"1110","2011-05-27",352
"1111","2011-05-31",348
"1112","2011-06-01",334
"1113","2011-06-02",328
"1114","2011-06-03",320
"1115","2011-06-06",330
"1116","2011-06-07",334
"1117","2011-06-08",328
"1118","2011-06-09",336
"1119","2011-06-10",330
"1120","2011-06-13",340
"1121","2011-06-14",344
"1122","2011-06-15",284
"1123","2011-06-16",264
"1124","2011-06-17",266
"1125","2011-06-20",272
"1126","2011-06-21",280
"1127","2011-06-22",284
"1128","2011-06-23",282
"1129","2011-06-24",288
"1130","2011-06-27",276
"1131","2011-06-28",284
"1132","2011-06-29",294
"1133","2011-06-30",306
"1134","2011-07-01",312
"1135","2011-07-05",308
"1136","2011-07-06",314
"1137","2011-07-07",324
"1138","2011-07-08",328
"1139","2011-07-11",302
"1140","2011-07-12",304
"1141","2011-07-13",300
"1142","2011-07-14",308
"1143","2011-07-15",308
"1144","2011-07-18",300
"1145","2011-07-19",308
"1146","2011-07-20",316
"1147","2011-07-21",326
"1148","2011-07-22",334
"1149","2011-07-25",330
"1150","2011-07-26",324
"1151","2011-07-27",298
"1152","2011-07-28",298
