"","date","BIPC"
"1","2020-03-31",32.540001
"2","2020-04-01",34.200001
"3","2020-04-02",36.59
"4","2020-04-03",35.290001
"5","2020-04-06",37.060001
"6","2020-04-07",38.380001
"7","2020-04-08",39.380001
"8","2020-04-09",40.93
"9","2020-04-13",40.200001
"10","2020-04-14",39.939999
"11","2020-04-15",37.57
"12","2020-04-16",37.580002
"13","2020-04-17",40.27
"14","2020-04-20",38.470001
"15","2020-04-21",37.630001
"16","2020-04-22",38.330002
"17","2020-04-23",38.080002
"18","2020-04-24",37.740002
"19","2020-04-27",39.669998
"20","2020-04-28",39.360001
"21","2020-04-29",42.049999
"22","2020-04-30",41.860001
"23","2020-05-01",41.41
"24","2020-05-04",41.669998
"25","2020-05-05",42.759998
"26","2020-05-06",41.18
"27","2020-05-07",41.48
"28","2020-05-08",43.48
"29","2020-05-11",46.91
"30","2020-05-12",46
"31","2020-05-13",44.060001
"32","2020-05-14",43.470001
"33","2020-05-15",43.709999
"34","2020-05-18",45.389999
"35","2020-05-19",45.959999
"36","2020-05-20",44.889999
"37","2020-05-21",43.990002
"38","2020-05-22",44.099998
"39","2020-05-26",43.599998
"40","2020-05-27",43.700001
"41","2020-05-28",43.060001
"42","2020-05-29",43.400002
"43","2020-06-01",44.580002
"44","2020-06-02",46.310001
"45","2020-06-03",47.509998
"46","2020-06-04",48.02
"47","2020-06-05",49.290001
"48","2020-06-08",51.279999
"49","2020-06-09",49.759998
"50","2020-06-10",49.419998
"51","2020-06-11",46.830002
"52","2020-06-12",47.310001
"53","2020-06-15",47.84
"54","2020-06-16",49.5
"55","2020-06-17",49.610001
"56","2020-06-18",50
"57","2020-06-19",50.59
"58","2020-06-22",50.32
"59","2020-06-23",50.150002
"60","2020-06-24",49.150002
"61","2020-06-25",47.84
"62","2020-06-26",44.360001
"63","2020-06-29",44.25
"64","2020-06-30",45.540001
"65","2020-07-01",44.93
"66","2020-07-02",45.080002
"67","2020-07-06",45.84
"68","2020-07-07",45.639999
"69","2020-07-08",44.740002
"70","2020-07-09",43.419998
"71","2020-07-10",43.389999
"72","2020-07-13",44.98
"73","2020-07-14",46.419998
"74","2020-07-15",47.650002
"75","2020-07-16",47.509998
"76","2020-07-17",48.5
"77","2020-07-20",47.689999
"78","2020-07-21",48.689999
"79","2020-07-22",47.18
"80","2020-07-23",47.049999
"81","2020-07-24",46.48
"82","2020-07-27",46.639999
"83","2020-07-28",46.610001
"84","2020-07-29",46.09
"85","2020-07-30",45.369999
"86","2020-07-31",45.639999
"87","2020-08-03",46.73
"88","2020-08-04",46.279999
"89","2020-08-05",47.77
"90","2020-08-06",47.830002
"91","2020-08-07",47.869999
"92","2020-08-10",49.060001
"93","2020-08-11",50.099998
"94","2020-08-12",51.669998
"95","2020-08-13",51.349998
"96","2020-08-14",50.27
"97","2020-08-17",50.060001
"98","2020-08-18",49.709999
"99","2020-08-19",50.799999
"100","2020-08-20",51.110001
"101","2020-08-21",51.41
"102","2020-08-24",52.869999
"103","2020-08-25",51.220001
"104","2020-08-26",51.23
"105","2020-08-27",51.169998
"106","2020-08-28",50.509998
"107","2020-08-31",49.919998
"108","2020-09-01",50.459999
"109","2020-09-02",52.970001
"110","2020-09-03",51.700001
"111","2020-09-04",51.209999
"112","2020-09-08",50.849998
"113","2020-09-09",52.389999
"114","2020-09-10",51.419998
"115","2020-09-11",52.599998
"116","2020-09-14",53.889999
"117","2020-09-15",55.509998
"118","2020-09-16",55.09
"119","2020-09-17",55.900002
"120","2020-09-18",56.450001
"121","2020-09-21",54
"122","2020-09-22",54.400002
"123","2020-09-23",53.66
"124","2020-09-24",53.689999
"125","2020-09-25",55.169998
"126","2020-09-28",56.040001
"127","2020-09-29",55.630001
"128","2020-09-30",55.389999
"129","2020-10-01",55.32
"130","2020-10-02",55.049999
"131","2020-10-05",56.529999
"132","2020-10-06",56.560001
"133","2020-10-07",57.830002
"134","2020-10-08",56.959999
"135","2020-10-09",55.93
"136","2020-10-12",56.77
"137","2020-10-13",55.740002
"138","2020-10-14",56
"139","2020-10-15",55.950001
"140","2020-10-16",57.139999
"141","2020-10-19",57.330002
"142","2020-10-20",57.860001
"143","2020-10-21",57.919998
"144","2020-10-22",58.599998
"145","2020-10-23",58.290001
"146","2020-10-26",57.439999
"147","2020-10-27",57.029999
"148","2020-10-28",54.23
"149","2020-10-29",54.790001
"150","2020-10-30",54.470001
"151","2020-11-02",56.360001
"152","2020-11-03",58.560001
"153","2020-11-04",58.889999
"154","2020-11-05",61.68
"155","2020-11-06",61.900002
"156","2020-11-09",64.57
"157","2020-11-10",68.050003
"158","2020-11-11",68.199997
"159","2020-11-12",66.099998
"160","2020-11-13",65.959999
"161","2020-11-16",67.040001
"162","2020-11-17",66.269997
"163","2020-11-18",66.07
"164","2020-11-19",65.099998
"165","2020-11-20",66.120003
"166","2020-11-23",67.529999
"167","2020-11-24",69.660004
"168","2020-11-25",69.260002
"169","2020-11-27",67.269997
